microcebus gene name,human gene name
PGAP1,PGAP1
MYO1G,MYO1G
WWC2,WWC2
JAKMIP3,JAKMIP3
PMVK,PMVK
PLXNA3,PLXNA3
PDK3,PDK3
CYP51A1,CYP51A1
ARHGEF12,ARHGEF12
MYL1,MYL1
PREX1,PREX1
CBFA2T2,CBFA2T2
PIM3,PIM3
ATP2A1,ATP2A1
HDAC5,HDAC5
ANGPTL7,ANGPTL7
GHITM,GHITM
MIF,MIF
METTL13,METTL13
MRTO4,MRTO4
BAG6,BAG6
CPLX1,CPLX1
NHP2,NHP2
TOMM20,TOMM20
CCNG2,CCNG2
TXNDC12,TXNDC12
NAGK,NAGK
BLOC1S6,BLOC1S6
TNFRSF11B,TNFRSF11B
CRTAP,CRTAP
CCT3,CCT3
FICD,FICD
WDFY3,WDFY3
TMCC3,TMCC3
MED10,MED10
HOXA9,HOXA9
KRR1,KRR1
GCAT,GCAT
ZC3H4,ZC3H4
ALG3,ALG3
DYNC2H1,DYNC2H1
ZNF428,ZNF428
ETFDH,ETFDH
RPS6KA1,RPS6KA1
ZNF567,ZNF567
NLN,NLN
DGKH,DGKH
BCL2,BCL2
HOXD4,HOXD4
TNRC6C,TNRC6C
METTL5,METTL5
MXD4,MXD4
KATNBL1,KATNBL1
CIPC,CIPC
SNORD100,SNORD100
LANCL1,LANCL1
SLC25A46,SLC25A46
PRR16,PRR16
SNORA9,SNORA9
MAP3K4,MAP3K4
ATXN2L,ATXN2L
PRKD2,PRKD2
FIG4,FIG4
CAPN1,CAPN1
EEPD1,EEPD1
NSMF,NSMF
RPS6KB2,RPS6KB2
TRIM35,TRIM35
SARS1,SARS1
ORC4,ORC4
HPN,HPN
F8A1,F8A1
POLR3D,POLR3D
OTUD3,OTUD3
ANKRD29,ANKRD29
GYS1,GYS1
GALT,GALT
OPLAH,OPLAH
GPR155,GPR155
DCAF11,DCAF11
NECTIN4,NECTIN4
ZNF219,ZNF219
ARHGEF6,ARHGEF6
MARF1,MARF1
AK3,AK3
ZDHHC23,ZDHHC23
CAPSL,CAPSL
ATRN,ATRN
SRCIN1,SRCIN1
REM2,REM2
SIPA1L3,SIPA1L3
PPFIA4,PPFIA4
NTMT2,NTMT2
KDF1,KDF1
ARVCF,ARVCF
RTN4IP1,RTN4IP1
UNC13C,UNC13C
UBXN4,UBXN4
EIF2AK4,EIF2AK4
PKP1,PKP1
C2CD2L,C2CD2L
PAH,PAH
PGAP3,PGAP3
ZCCHC17,ZCCHC17
PDZD4,PDZD4
HMGXB4,HMGXB4
SLC24A4,SLC24A4
LIN28A,LIN28A
LTBP3,LTBP3
DDX17,DDX17
TRMT6,TRMT6
HAL,HAL
TIE1,TIE1
POLR1B,POLR1B
MIR92A2,MIR92A2
KRT25,KRT25
MIR381,MIR381
PEX5,PEX5
SASS6,SASS6
DNAJB12,DNAJB12
COL8A1,COL8A1
MAPDA,MAPDA
SLCO1C1,SLCO1C1
AK5,AK5
ADORA2A,ADORA2A
CELF2,CELF2
FAM76A,FAM76A
IGSF3,IGSF3
RNF139,RNF139
EPS15,EPS15
TTC8,TTC8
HDX,HDX
STX4,STX4
ADAP1,ADAP1
ERCC4,ERCC4
BCOR,BCOR
NPM3,NPM3
CAMK1G,CAMK1G
GK,GK
INSR,INSR
PDLIM7,PDLIM7
COPS7A,COPS7A
LAMP5,LAMP5
SNORD121A,SNORD121A
LIN9,LIN9
PHF2,PHF2
MGAT5B,MGAT5B
DUS4L,DUS4L
CPNE1,RBM12
PDXP,PDXP
TEX2,TEX2
PARVA,PARVA
ST3GAL3,ST3GAL3
DHX30,DHX30
CAMSAP2,CAMSAP2
ZBTB47,ZBTB47
GALNT3,GALNT3
SSR3,SSR3
KDM7A,KDM7A
RBBP9,RBBP9
GABRR2,GABRR2
NKX2-3,NKX2-3
ABTB2,ABTB2
AMPD2,AMPD2
BCL6,BCL6
RCOR1,RCOR1
DNAJC9,DNAJC9
GATA6,GATA6
RNF144A,RNF144A
P3H2,P3H2
NFIX,NFIX
FAM241B,FAM241B
PDIA5,PDIA5
ALX4,ALX4
FRA10AC1,FRA10AC1
GLP1R,GLP1R
NRBP2,NRBP2
MPP3,MPP3
ARPC4,ARPC4
RABAC1,RABAC1
GSTA4,GSTA4
SNORD99,SNORD99
FAR1,FAR1
DOCK8,DOCK8
PTGFR,PTGFR
CDC20,CDC20
TULP4,TULP4
ITGA9,ITGA9
ANXA6,ANXA6
NYAP1,NYAP1
AFAP1L1,AFAP1L1
SLC6A15,SLC6A15
LFNG,LFNG
ARFIP1,ARFIP1
TESK2,TESK2
TBX21,TBX21
TXN2,TXN2
XKR6,XKR6
SLC13A4,SLC13A4
ANKRD13A,ANKRD13A
KCNJ16,KCNJ16
PNPT1,PNPT1
KCNJ5,KCNJ5
TIA1,TIA1
EFL1,EFL1
SYNDIG1,SYNDIG1
MAPK7,MAPK7
KCNAB2,KCNAB2
SLC30A5,SLC30A5
CHSY1,CHSY1
GANAB,GANAB
SENP2,SENP2
ZNF326,ZNF326
RCOR3,RCOR3
PIR,PIR
MMS19,MMS19
DHX57,DHX57
GCK,GCK
TAL1,TAL1
LNX2,LNX2
RTL6,RTL6
LRRC57,LRRC57
TRUB1,TRUB1
PLD1,PLD1
MARS1,MARS1
MTF1,MTF1
IGSF11,IGSF11
KRT27,KRT27
APCDD1,APCDD1
RAD23A,RAD23A
TES,TES
TRIM72,TRIM72
NDC80,NDC80
TTC5,TTC5
PVALB,PVALB
AIP,AIP
PPFIA1,PPFIA1
GALK2,GALK2
ITK,ITK
YOD1,YOD1
LPAR2,LPAR2
LHX6,LHX6
ESS2,ESS2
ZIC2,ZIC2
SEC61A1,SEC61A1
ALKBH6,ALKBH6
SMG6,SMG6
HOXA7,HOXA7
KLF6,KLF6
DUSP5,DUSP5
ASB5,ASB5
ZCCHC3,ZCCHC3
PTK2,PTK2
CCNL2,CCNL2
HDAC11,HDAC11
UNC45B,UNC45B
TTC9B,TTC9B
SNORD101,SNORD101
PDCD7,PDCD7
CLCF1,CLCF1
CRTC2,CRTC2
FOXF1,FOXF1
TSEN34,TSEN34
TBC1D5,TBC1D5
RNF175,RNF175
ANO6,ANO6
TMEM150C,TMEM150C
ZNF668,ZNF668
CBL,CBL
LLGL1,LLGL1
PTPRE,PTPRE
CASZ1,CASZ1
ARG2,ARG2
P4HB,P4HB
CNGA2,CNGA2
AASDHPPT,AASDHPPT
DIS3L,DIS3L
ZNF35,ZNF35
GTF2F1,GTF2F1
CACNA1F,CACNA1F
CFDP1,CFDP1
DACH2,DACH2
MCTP1,MCTP1
PHLDB1,PHLDB1
PIK3C2A,PIK3C2A
LPAR3,LPAR3
CAPZB,CAPZB
SNORD115,SNORD115-6
GABRA6,GABRA6
HIVEP2,HIVEP2
ZW10,ZW10
CDC42BPB,CDC42BPB
ARL2BP,ARL2BP
RSPO1,RSPO1
ERMP1,ERMP1
HACD3,HACD3
FAP,FAP
LTBP1,LTBP1
SCN5A,SCN5A
GRPEL1,GRPEL1
CHUK,CHUK
SPDEF,SPDEF
FAM120C,FAM120C
DPY19L4,DPY19L4
JMJD1C,JMJD1C
NUP88,NUP88
ZZEF1,ZZEF1
UTP11,UTP11
SMUG1,SMUG1
POC1A,POC1A
NT5C3A,NT5C3A
ENPP2,ENPP2
FGFR2,FGFR2
CNMD,CNMD
MIR450A2,MIR450A2
DDHD2,DDHD2
RAP1GAP,RAP1GAP
IGSF8,IGSF8
C17orf75,C17orf75
SNX11,SNX11
MIR451A,MIR451A
NTF3,NTF3
MIR665,MIR665
RTF2,RTF2
IL17B,IL17B
MTMR1,MTMR1
KDM6B,KDM6B
TGFBR2,TGFBR2
PPT2,PPT2
NCOR1,NCOR1
MIR544A,MIR544A
MIR532,MIR532
PIP5K1A,PIP5K1A
NT5E,NT5E
SLC7A11,SLC7A11
POLE4,POLE4
CBX7,CBX7
SOCS5,SOCS5
IRF2,IRF2
CSDE1,CSDE1
EDAR,EDAR
IDE,IDE
MPZL2,MPZL2
UBE2T,UBE2T
ATAD1,ATAD1
MYBL1,MYBL1
PPP3R1,PPP3R1
EIF3F,EIF3F
MPLKIP,MPLKIP
BBS4,BBS4
RBBP7,RBBP7
TRAF2,TRAF2
RTKN,RTKN
CXXC5,CXXC5
LY6H,LY6H
CRHBP,CRHBP
SLC25A38,SLC25A38
DTWD1,DTWD1
TAMALIN,TAMALIN
SBF1,SBF1
CDR2,CDR2
CACNG8,CACNG8
TBC1D25,TBC1D25
PRIM1,PRIM1
MYL11,MYL11
GALR3,GALR3
AUH,AUH
INTS8,INTS8
UFL1,UFL1
MAPK13,MAPK13
GDF11,GDF11
NR2E3,NR2E3
RNF144B,RNF144B
MTCH2,MTCH2
CRYBA4,CRYBA4
ASB15,ASB15
AFF4,AFF4
GNA15,GNA15
ABHD18,ABHD18
SH2B1,SH2B1
MLH1,MLH1
ZDHHC12,ZDHHC12
KIF20A,KIF20A
ZNF341,ZNF341
BLOC1S1,BLOC1S1
HGF,HGF
UCKL1,UCKL1
SFT2D2,SFT2D2
MSRB1,MSRB1
FNDC3A,FNDC3A
INPPL1,INPPL1
ITGB5,ITGB5
LRIG2,LRIG2
SNORD49A,SNORD49A
PLEKHA7,PLEKHA7
RLIM,RLIM
EIF2AK3,EIF2AK3
MIR153-1,MIR153-1
CLDN2,CLDN2
DDIT3,DDIT3
DDX50,DDX50
TRAPPC10,TRAPPC10
PLOD1,PLOD1
UBR2,UBR2
SCG3,SCG3
CALCOCO1,CALCOCO1
GSE1,GSE1
GRIN2A,GRIN2A
RPP14,RPP14
SPHK2,SPHK2
HTR2C,HTR2C
CYB561D1,CYB561D1
TOMM40,TOMM40
ITGB6,ITGB6
ATP13A3,ATP13A3
KCNG1,KCNG1
SCARNA16,SCARNA16
ZNF184,ZNF184
LRRC17,LRRC17
STT3A,STT3A
CORO1C,CORO1C
SREBF2,SREBF2
GLT8D1,GLT8D1
TMEM42,TMEM42
TMEM88,TMEM88
CMC1,CMC1
ZAP70,ZAP70
NR1H2,NR1H2
ATRX,ATRX
HTT,HTT
LIMK1,LIMK1
NT5C3B,NT5C3B
PHKA2,PHKA2
CTIF,CTIF
RHOBTB1,RHOBTB1
METAP1D,METAP1D
NDST4,NDST4
PHKB,PHKB
SCX,SCX
PRSS23,PRSS23
MYF5,MYF5
ACTN3,ACTN3
MTCL2,MTCL2
AGL,AGL
PSMB4,PSMB4
EPRS1,EPRS1
EHMT2,EHMT2
GFI1,GFI1
RGS2,RGS2
ADAMTS4,ADAMTS4
BSDC1,BSDC1
TRERF1,TRERF1
OAT,OAT
BRD9,BRD9
IKZF3,IKZF3
IPO11,IPO11
ADAMTS5,ADAMTS5
NR3C2,NR3C2
SNORA63,SNORA63
CLIP1,CLIP1
KCNH4,KCNH4
STK24,STK24
DRGX,DRGX
SFMBT2,SFMBT2
DCTN1,DCTN1
QTRT1,QTRT1
USP28,USP28
NTRK1,NTRK1
SETD1A,SETD1A
WNT3,WNT3
STRIT1,STRIT1
CRYAB,CRYAB
PTRHD1,PTRHD1
C11orf54,C11orf54
KLF3,KLF3
MCOLN3,MCOLN3
APC,APC
CDYL2,CDYL2
PLEKHM3,PLEKHM3
SAMD1,SAMD1
RBM41,RBM41
FGGY,FGGY
ADCY3,ADCY3
ODF1,ODF1
RIMKLB,RIMKLB
PITPNM3,PITPNM3
FCHSD1,FCHSD1
ABCC9,ABCC9
GRPR,GRPR
PLK3,PLK3
AGFG1,AGFG1
LGI3,LGI3
AP2S1,AP2S1
PER1,PER1
TMED9,TMED9
DNAAF9,DNAAF9
FAHD2A,FAHD2A
TJAP1,TJAP1
CAAP1,CAAP1
APEH,APEH
PHF20,PHF20
WWP1,WWP1
CCT4,CCT4
SLC35G2,SLC35G2
TMEM241,TMEM241
PGBD2,PGBD2
BRAF,BRAF
CSTF2T,CSTF2T
NKX2-5,NKX2-5
CEBPA,CEBPA
MARCH7,MARCHF7
PKLR,PKLR
PHF24,PHF24
FSHR,FSHR
ETS2,ETS2
PPP1R13B,PPP1R13B
CUEDC2,CUEDC2
RNPEPL1,RNPEPL1
GNMT,GNMT
UNC119B,UNC119B
CNOT3,CNOT3
RASGEF1A,RASGEF1A
UNG,UNG
HECW1,HECW1
PHOX2B,PHOX2B
FGF6,FGF6
MASP1,MASP1
S100A14,S100A14
FOXP1,FOXP1
ZNF335,ZNF335
BABAM1,BABAM1
IFRD2,IFRD2
BAHD1,BAHD1
C17orf113,C17orf113
FAM81A,FAM81A
TCP11L2,TCP11L2
USP31,USP31
ZNF317,ZNF317
KCNC4,KCNC4
MYO10,MYO10
GPR83,GPR83
LSM2,LSM2
SLC16A9,SLC16A9
BPGM,BPGM
GNPNAT1,GNPNAT1
FIZ1,FIZ1
WDR3,WDR3
HADHB,HADHB
ATP5ME,ATP5ME
CCAR2,CCAR2
MIR195,MIR195
ELMOD2,ELMOD2
RNPC3,RNPC3
TMBIM1,TMBIM1
QARS1,QARS1
MYRF,MYRF
RELA,RELA
ZNF606,ZNF606
MIR125A,MIR125A
PGLS,PGLS
PAQR6,PAQR6
DGKG,DGKG
PHGDH,PHGDH
HMBS,HMBS
SRI,SRI
SCAP,SCAP
ZNF292,ZNF292
NDUFS1,NDUFS1
DTL,DTL
KIF13A,KIF13A
AK4,AK4
CCAR1,CCAR1
SGCB,SGCB
CASC3,CASC3
CARMIL1,CARMIL1
SMCHD1,SMCHD1
LRRK1,LRRK1
RRN3,RRN3
DAB2IP,DAB2IP
ZNF654,ZNF654
ENTPD5,ENTPD5
MAFA,MAFA
MTMR14,MTMR14
CAPN3,CAPN3
ABHD4,ABHD4
SLC38A4,SLC38A4
ZDHHC2,ZDHHC2
SLC37A4,SLC37A4
STIP1,STIP1
DSCC1,DSCC1
GRIP1,GRIP1
MYOT,MYOT
AFAP1,AFAP1
BAZ1A,BAZ1A
POU2AF1,POU2AF1
PLXDC2,PLXDC2
RPS6KC1,RPS6KC1
TXLNA,TXLNA
SHFL,SHFL
MME,MME
FANCL,FANCL
PROKR2,PROKR2
TENT5B,TENT5B
TTBK2,TTBK2
SLC37A3,SLC37A3
SLC25A1,SLC25A1
SALL1,SALL1
PPP2R5C,PPP2R5C
ESRP2,ESRP2
MAPK8IP3,MAPK8IP3
NOC3L,NOC3L
ATP9A,ATP9A
KCNIP1,KCNIP1
MIR802,MIR802
RUVBL2,RUVBL2
SLC25A32,SLC25A32
SLC20A1,SLC20A1
CHRNB1,CHRNB1
YAF2,YAF2
CALHM2,CALHM2
ASCC1,ASCC1
PCP4L1,PCP4L1
PYM1,PYM1
GATC,GATC
DAP,DAP
SNORA73B,SNORA73B
ATP5F1E,ATP5F1E
RILPL1,RILPL1
IQSEC1,IQSEC1
MIPEP,MIPEP
VDAC1,VDAC1
PHKG1,PHKG1
KIAA0232,KIAA0232
GNS,GNS
EN2,EN2
KRT17,KRT17
ZNF524,ZNF524
RPL3L,RPL3L
GARNL3,GARNL3
ERBB2,ERBB2
SLC9A2,SLC9A2
CHPT1,CHPT1
MYO5C,MYO5C
RANGRF,RANGRF
SLC33A1,SLC33A1
CTU1,CTU1
ALYREF,ALYREF
PLCB3,PLCB3
CRTC1,CRTC1
TOM1L2,TOM1L2
SH3BP4,SH3BP4
DMRT3,DMRT3
SRCAP,SRCAP
SCN4A,SCN4A
PLP2,PLP2
MGST3,MGST3
ZDHHC3,ZDHHC3
CUEDC1,CUEDC1
PNPLA4,PNPLA4
PKN2,PKN2
PTGER4,PTGER4
ARID1B,ARID1B
CDKN2AIP,CDKN2AIP
LOXHD1,LOXHD1
BLMH,BLMH
CDK1,CDK1
SEZ6,SEZ6
PIGF,PIGF
ASF1B,ASF1B
CALU,CALU
IARS1,IARS1
WARS1,WARS1
R3HDM4,R3HDM4
GDA,GDA
CWF19L1,CWF19L1
ZDHHC13,ZDHHC13
DNAJA1,DNAJA1
RFX1,RFX1
PEX16,PEX16
GCHFR,GCHFR
SNORD45A,SNORD45A
MIR541,MIR541
HHATL,HHATL
NIPAL1,NIPAL1
COX15,COX15
QDPR,QDPR
MYOD1,MYOD1
GPRC5B,GPRC5B
HSBP1,HSBP1
GPR171,GPR171
DERL3,DERL3
MOSPD3,MOSPD3
LPP,LPP
PRUNE1,PRUNE1
ARHGAP23,ARHGAP23
SLC36A4,SLC36A4
DBX1,DBX1
ITM2C,ITM2C
KTN1,KTN1
SNORD64,SNORD64
PIGP,PIGP
SMIM20,SMIM20
MORF4L1,MORF4L1
SNF8,SNF8
PPP1R14C,PPP1R14C
SRP54,SRP54
IQGAP3,IQGAP3
SMCR8,SMCR8
ZBTB25,ZBTB25
ADCY1,ADCY1
SNTA1,SNTA1
DNMT3B,DNMT3B
DLG5,DLG5
CBX8,CBX8
MARCHF4,MARCHF4
TUBB1,TUBB1
SYNGAP1,SYNGAP1
CCDC93,CCDC93
TGFBRAP1,TGFBRAP1
ACER3,ACER3
LSAMP,LSAMP
LYSET,LYSET
DAPK1,DAPK1
MAF,MAF
RANBP3,RANBP3
PGAM1,PGAM1
TBC1D15,TBC1D15
CHTOP,CHTOP
ARHGAP5,ARHGAP5
B3GALNT2,B3GALNT2
RAD51B,RAD51B
MTHFD2,MTHFD2
BFAR,BFAR
GNB3,GNB3
GAREM2,GAREM2
NCOA2,NCOA2
SLC37A1,SLC37A1
REV3L,REV3L
EIF6,EIF6
GDNF,GDNF
RAPGEF1,RAPGEF1
SCIN,SCIN
TBL1XR1,TBL1XR1
CSGALNACT1,CSGALNACT1
ZSCAN2,ZSCAN2
REM1,REM1
TAFAZZIN,TAFAZZIN
ELAPOR1,ELAPOR1
DUSP16,DUSP16
MAP3K10,MAP3K10
MIR488,MIR488
CDKN2D,CDKN2D
MARCKS,MARCKS
SKP2,SKP2
ZNRD2,ZNRD2
TCF15,TCF15
MED19,MED19
LRRC55,LRRC55
PPARG,PPARG
CLRN2,CLRN2
RFX6,RFX6
GTF3C2,GTF3C2
SIK3,SIK3
SAMD14,SAMD14
TNR,TNR
ZKSCAN1,ZKSCAN1
MIR1307,MIR1307
OGN,OGN
AGTPBP1,AGTPBP1
TERF2IP,TERF2IP
VWA8,VWA8
ACSS3,ACSS3
ZNF568,ZNF568
PBK,PBK
ABLIM2,ABLIM2
SCN2B,SCN2B
SPOCK2,SPOCK2
PUS10,PUS10
LRRC38,LRRC38
LHX8,LHX8
NUP98,NUP98
HEATR5A,HEATR5A
MDH1,MDH1
ANKRD6,ANKRD6
SVBP,SVBP
SMIM14,SMIM14
PMP2,PMP2
NDUFA2,NDUFA2
CCNT1,CCNT1
CLDND1,CLDND1
HSDL1,HSDL1
TDRKH,TDRKH
CHSY3,CHSY3
OSBPL3,OSBPL3
ORC2,ORC2
LPCAT2,LPCAT2
MAP3K20,MAP3K20
RAPGEF3,RAPGEF3
KCNQ2,KCNQ2
PPP4R1,PPP4R1
CHD6,CHD6
TMX2,TMX2
ANXA1,ANXA1
KMT2D,KMT2D
CDCA8,CDCA8
RRP7A,RRP7A
USP1,USP1
ING5,ING5
CNTN6,CNTN6
TBC1D14,TBC1D14
CTSK,CTSK
ANKRD49,ANKRD49
RHBDF2,RHBDF2
ALG8,ALG8
EPN2,EPN2
TRABD2B,TRABD2B
ZBTB11,ZBTB11
MIDEAS,MIDEAS
RUNX3,RUNX3
SHISA4,SHISA4
GRAP2,GRAP2
TMEM243,TMEM243
TOM1,TOM1
ZBTB44,ZBTB44
KCNK10,KCNK10
RPA2,RPA2
PDZD8,PDZD8
RNU6-932P,RNU6-932P
UHRF2,UHRF2
ASL,ASL
SYT13,SYT13
KLHL35,KLHL35
MIGA1,MIGA1
SLC1A1,SLC1A1
SNORA63E,SNORA63E
HKDC1,HKDC1
SNORA36B,SNORA36B
BVES,BVES
STMN3,STMN3
GRB7,GRB7
ACAP3,ACAP3
ME1,ME1
R3HDM2,R3HDM2
NOS1,NOS1
ASB12,ASB12
COL26A1,COL26A1
NUDT2,NUDT2
ALX3,ALX3
FRMPD3,FRMPD3
ZNF140,ZNF140
NCEH1,NCEH1
SLC25A39,SLC25A39
DENND6A,DENND6A
SEC24A,SEC24A
ST6GALNAC4,ST6GALNAC4
SPART,SPART
TBC1D8,TBC1D8
CMPK1,CMPK1
TBP,TBP
DSCAM,DSCAM
NUS1,NUS1
PDPR,PDPR
TBC1D7,TBC1D7
NKAPD1,NKAPD1
EMG1,EMG1
ZNF398,ZNF398
ELF1,ELF1
GRB10,GRB10
AGTR1,AGTR1
XDH,XDH
IFT172,IFT172
KLF10,KLF10
OIT3,OIT3
CHST15,CHST15
TKFC,TKFC
WDR6,WDR6
CLDN1,CLDN1
SYNCRIP,SYNCRIP
HM13,HM13
TBC1D17,TBC1D17
PPIL4,PPIL4
DPH1,DPH1
NXPH4,NXPH4
RRAD,RRAD
LLGL2,LLGL2
DIAPH2,DIAPH2
SMC6,SMC6
NUAK1,NUAK1
TMEM138,TMEM138
DDX46,DDX46
CNP,CNP
RGMA,RGMA
SLC6A2,SLC6A2
IFT52,IFT52
UBA6,UBA6
NBEAL1,NBEAL1
JMY,JMY
MAP3K13,MAP3K13
DHX32,DHX32
REPIN1,REPIN1
GLG1,GLG1
HOXD8,HOXD8
GEM,GEM
HBP1,HBP1
HIGD1C,HIGD1C
FKBP10,FKBP10
IGFBP2,IGFBP2
GREM1,GREM1
CRELD1,CRELD1
RBM6,RBM6
GOLM2,GOLM2
ZKSCAN8,ZKSCAN8
HSPB7,HSPB7
PARP1,PARP1
N4BP2L1,N4BP2L1
RASL11A,RASL11A
YBX3,YBX3
FOXN2,FOXN2
ZNF569,ZNF569
IMMT,IMMT
TCTA,TCTA
SNORD5,SNORD5
SNORD73B,SNORD73B
PDE6B,PDE6B
PPP1R9B,PPP1R9B
NELFE,NELFE
SFXN2,SFXN2
SPEG,SPEG
TTC39A,TTC39A
RHBDF1,RHBDF1
TSHZ1,TSHZ1
SLC35F6,SLC35F6
NUDCD3,NUDCD3
COL1A2,COL1A2
MTA1,MTA1
ZMAT3,ZMAT3
PTPN14,PTPN14
HNRNPD,HNRNPD
TOR2A,TOR2A
NFATC3,NFATC3
SLC6A11,SLC6A11
NKX6-3,NKX6-3
GALNT7,GALNT7
TNNC2,TNNC2
MYNN,MYNN
LMLN,LMLN
TIMP4,TIMP4
DRD3,DRD3
NPL,NPL
FBLN7,FBLN7
CCR4,CCR4
HOOK2,HOOK2
PFKM,PFKM
SNORA74A,SNORA74A
SMYD5,SMYD5
OBI1,OBI1
PRRG3,PRRG3
MYO3B,MYO3B
HS6ST2,HS6ST2
LAMB2,LAMB2
CDH24,CDH24
WAS,WAS
SPTB,SPTB
TMTC4,TMTC4
INTS14,INTS14
TMEM150A,TMEM150A
HERPUD1,HERPUD1
SEPTIN1,SEPTIN1
REEP3,REEP3
LIN28B,LIN28B
CLSTN1,CLSTN1
LRBA,LRBA
SYNRG,SYNRG
USP2,USP2
TBCCD1,TBCCD1
XRN1,XRN1
NISCH,NISCH
RAB3GAP1,RAB3GAP1
BCKDHB,BCKDHB
SKIL,SKIL
HERPUD2,HERPUD2
EYA4,EYA4
SLC25A42,SLC25A42
ATG7,ATG7
CAPRIN2,CAPRIN2
AGMO,AGMO
THBS4,THBS4
DYRK3,DYRK3
CDKL1,CDKL1
NIPSNAP2,NIPSNAP2
DNAH5,DNAH5
AMOT,AMOT
DCP2,DCP2
FAM222A,FAM222A
E2F1,E2F1
DDX42,DDX42
USP16,USP16
CRAT,CRAT
SLC25A31,SLC25A31
TMPRSS7,TMPRSS7
FGF4,FGF4
ARNT,ARNT
CYBB,CYBB
CNDP2,CNDP2
DDAH1,DDAH1
SNORD21,SNORD21
MMAA,MMAA
ALDOB,ALDOB
AQP1,AQP1
ZBTB38,ZBTB38
CCN2,CCN2
EEF1E1,EEF1E1
ADISSP,ADISSP
AP1M2,AP1M2
HINFP,HINFP
LDHA,LDHA
FOXN3,FOXN3
CLNS1A,CLNS1A
MAK16,MAK16
KCNN2,KCNN2
SDF2L1,SDF2L1
HBZ,HBZ
NDNF,NDNF
TOMM22,TOMM22
FYTTD1,FYTTD1
G6PD,G6PD
DUSP22,DUSP22
EVA1B,EVA1B
GDF6,GDF6
MED15,MED15
RNF114,RNF114
HTR2B,HTR2B
LZTFL1,LZTFL1
ZFAT,ZFAT
PITPNM1,PITPNM1
MAGT1,MAGT1
BHLHE41,BHLHE41
ZC3H13,ZC3H13
SEMA4C,SEMA4C
MIR222,MIR222
ZNF236,ZNF236
EPHA10,EPHA10
ATP6V1B2,ATP6V1B2
ALDH9A1,ALDH9A1
PAN3,PAN3
NT5DC1,NT5DC1
COL21A1,COL21A1
ZC3HC1,ZC3HC1
SLC27A4,SLC27A4
ARRB2,ARRB2
MANEA,MANEA
STARD13,STARD13
ZMYND8,ZMYND8
CDK5RAP1,CDK5RAP1
CFTR,CFTR
DUSP15,DUSP15
MPZL3,MPZL3
XBP1,XBP1
STMP1,STMP1
BICDL1,BICDL1
BHLHE22,BHLHE22
MYO5B,MYO5B
SHOX2,SHOX2
UNC5A,UNC5A
USP44,USP44
ARHGEF2,ARHGEF2
PYROXD1,PYROXD1
ZNF574,ZNF574
PSMB1,PSMB1
COLGALT2,COLGALT2
KIF21B,KIF21B
CPA6,CPA6
GCDH,GCDH
RAVER2,RAVER2
PPARGC1A,PPARGC1A
CACFD1,CACFD1
TMEM184C,TMEM184C
ITFG2,ITFG2
DPP4,DPP4
ARHGAP33,ARHGAP33
ZNF277,ZNF277
MAP1B,MAP1B
UNC5C,UNC5C
SERPINB5,SERPINB5
PTPN23,PTPN23
TDO2,TDO2
TSSK2,TSSK2
OBSL1,OBSL1
KLHL4,KLHL4
LYST,LYST
COL3A1,COL3A1
GUCY2F,GUCY2F
ZBTB7B,ZBTB7B
ABCA12,ABCA12
ATP8B1,ATP8B1
TTC7A,TTC7A
VGLL2,VGLL2
DMGDH,DMGDH
SLC31A1,SLC31A1
MIR221,MIR221
AQP5,AQP5
PTGR2,PTGR2
MPC1,MPC1
PNRC1,PNRC1
NMD3,NMD3
SOX17,SOX17
G6PC1,G6PC1
SMOX,SMOX
OTUD4,OTUD4
SNCA,SNCA
HUS1,HUS1
ZNF570,ZNF570
PIM2,PIM2
DXO,DXO
MSH6,MSH6
CHD5,CHD5
ANGEL2,ANGEL2
PTPRN,PTPRN
SCARA3,SCARA3
STAT6,STAT6
SNAI1,SNAI1
BEST4,BEST4
SIN3B,SIN3B
L3MBTL3,L3MBTL3
TP53INP1,TP53INP1
TRMT13,TRMT13
NFE2L2,NFE2L2
PRPF39,PRPF39
HCFC1,HCFC1
CNGA4,CNGA4
RASL11B,RASL11B
PELP1,PELP1
STK35,STK35
TBRG1,TBRG1
STOML1,STOML1
TXNIP,TXNIP
SLC7A7,SLC7A7
PGBD5,PGBD5
FRMD3,FRMD3
APLP1,APLP1
PPP1R12C,PPP1R12C
EDRF1,EDRF1
TUBGCP5,TUBGCP5
MMP15,MMP15
PADI2,PADI2
PRKCZ,PRKCZ
ATP6V1C2,ATP6V1C2
RAPGEF6,RAPGEF6
MIR217,MIR217
GLDC,GLDC
CA5B,CA5B
SNORD81,SNORD81
WDR43,WDR43
NDUFS2,NDUFS2
MALT1,MALT1
TMCO1,TMCO1
PTGFRN,PTGFRN
GAS8,GAS8
FZD6,FZD6
IFT22,IFT22
LARP1B,LARP1B
ARRDC4,ARRDC4
ERBIN,ERBIN
NRM,NRM
NKAP,NKAP
IPMK,IPMK
PXDC1,PXDC1
SVIP,SVIP
CYP20A1,CYP20A1
KRT14,KRT14
L3HYPDH,L3HYPDH
KANSL2,KANSL2
MED22,MED22
MED26,MED26
PEX7,PEX7
TLL2,TLL2
PAIP2B,PAIP2B
NAT16,NAT16
ALG6,ALG6
MYOZ1,MYOZ1
TBC1D24,TBC1D24
CALHM1,CALHM1
FES,FES
FNIP1,FNIP1
