mice gene name,pig gene name
Dpyd,DPYD
Pou2af1,POU2AF1
Bcar1,BCAR1
Them6,THEM6
Fam184a,FAM184A
Med15,MED15
Ints1,INTS1
Pfn4,PFN4
Orai1,ORAI1
Micu3,MICU3
Chrna9,CHRNA9
Herpud2,HERPUD2
Tshr,TSHR
Vps36,VPS36
Plod1,PLOD1
Samd8,SAMD8
Pla2g6,PLA2G6
Upk2,UPK2
Ywhaq,YWHAQ
Psd,PSD
Arl10,ARL10
Ppp1r14a,PPP1R14A
Gpr87,GPR87
Abhd8,ABHD8
Necap2,NECAP2
Tgm1,TGM1
Zmynd10,ZMYND10
Vat1,VAT1
Ptch2,PTCH2
Usp5,USP5
Mms19,MMS19
Ccdc134,CCDC134
Dnah17,DNAH17
Lingo3,LINGO3
Arfgap2,ARFGAP2
Mlx,MLX
Rcor1,RCOR1
Agk,AGK
Rnf4,RNF4
Trappc2l,TRAPPC2L
Hp1bp3,HP1BP3
Zfp629,ZNF629
Utp4,UTP4
Chrnb1,CHRNB1
Nek2,NEK2
Anxa2,ANXA2
Pex14,PEX14
Tsc22d4,TSC22D4
Trim29,TRIM29
Zpr1,ZPR1
Arl1,ARL1
Enpp2,ENPP2
Hk1,HK1
Htr7,HTR7
Apba2,APBA2
Cpxm2,CPXM2
Foxa3,FOXA3
Dgkg,DGKG
Tmc7,TMC7
Cul4b,CUL4B
Cluap1,CLUAP1
Csrnp2,CSRNP2
Tubgcp3,TUBGCP3
Nxph4,NXPH4
Mast3,MAST3
Psen1,PSEN1
Acp2,ACP2
Slc26a9,SLC26A9
Nfat5,NFAT5
Gss,GSS
Scaper,SCAPER
Amigo1,AMIGO1
Pias4,PIAS4
Kctd20,KCTD20
Crtc3,CRTC3
Dgkz,DGKZ
Hoxd9,HOXD9
Lyrm4,LYRM4
Hdac1,HDAC1
Aacs,AACS
Col14a1,COL14A1
Slc49a4,SLC49A4
Trim72,TRIM72
Mgat4c,MGAT4C
Rsrc2,RSRC2
Prr15l,PRR15L
Mfsd13a,MFSD13A
Farp1,FARP1
Pde9a,PDE9A
Exosc9,EXOSC9
Sostdc1,SOSTDC1
Tpcn1,TPCN1
Pon2,PON2
Wdr5,WDR5
Ippk,IPPK
Crybb1,CRYBB1
Ppat,PPAT
E2f5,E2F5
Map3k8,MAP3K8
Slc30a9,SLC30A9
Tm9sf1,TM9SF1
Pex11b,PEX11B
Gltp,GLTP
Lgi3,LGI3
Wdr74,WDR74
Eif2ak4,EIF2AK4
Pla2g12b,PLA2G12B
Wipi1,WIPI1
Ptpn23,PTPN23
Nrip3,NRIP3
Slc7a7,SLC7A7
Arhgef12,ARHGEF12
Jmjd7,JMJD7
Slc16a13,SLC16A13
Pstpip2,PSTPIP2
Ltbp1,LTBP1
Vta1,VTA1
Lrrn2,LRRN2
Mlf2,MLF2
B230219D22Rik,C5orf24
Usp37,USP37
Cntn6,CNTN6
Itga5,ITGA5
Ehbp1,EHBP1
Crip2,CRIP2
Atp1a3,ATP1A3
Dlst,DLST
Shfl,SHFL
Nck2,NCK2
Sema4f,SEMA4F
Ankrd49,ANKRD49
Gpc1,GPC1
Or4d11,OR4D11
Dpy19l1,DPY19L1
Ky,KY
Me1,ME1
Kera,KERA
Zfp593os,ZNF593OS
Tm2d3,TM2D3
Vapb,VAPB
Insc,INSC
Pde1a,PDE1A
Nemf,NEMF
Avl9,AVL9
Dmgdh,DMGDH
Trappc4,TRAPPC4
Lfng,LFNG
Arap1,ARAP1
Slc25a39,SLC25A39
Dhx33,DHX33
Gabrr2,GABRR2
Nsf,NSF
Abca5,ABCA5
Uckl1,UCKL1
Sytl4,SYTL4
Tlcd5,TLCD5
Tmem25,TMEM25
Mettl1,METTL1
Sema3b,SEMA3B
Zdhhc6,ZDHHC6
Rhebl1,RHEBL1
Ccr10,CCR10
Bcl6b,BCL6B
Pou2f2,POU2F2
Pik3c2a,PIK3C2A
Nlrx1,NLRX1
Zdhhc13,ZDHHC13
Vdr,VDR
Nup188,NUP188
Cdk2,CDK2
Myo5c,MYO5C
Gnl1,GNL1
Pwp1,PWP1
Erf,ERF
Enah,ENAH
Elp3,ELP3
Taar9,TAAR9
Msrb1,MSRB1
Nfasc,NFASC
Orai3,ORAI3
Gabra4,GABRA4
Stk11,STK11
Nr4a1,NR4A1
Itfg1,ITFG1
Bcl2l11,BCL2L11
Pkmyt1,PKMYT1
Igsf21,IGSF21
Hsph1,HSPH1
Ttpal,TTPAL
Ftsj3,FTSJ3
Isyna1,ISYNA1
Acss3,ACSS3
Abracl,ABRACL
Gabarapl1,GABARAPL1
T,TBXT
Dnah5,DNAH5
Sipa1l2,SIPA1L2
Tomt,TOMT
Ubr2,UBR2
Stau2,STAU2
Dpp9,DPP9
Uqcc5,UQCC5
Nfe2,NFE2
Myom2,MYOM2
Lxn,LXN
Lama4,LAMA4
Slc25a35,SLC25A35
Atp5me,ATP5ME
Tubgcp2,TUBGCP2
Galt,GALT
Lrig2,LRIG2
Mrpl44,MRPL44
Polr1d,POLR1D
Uxt,UXT
Zbtb17,ZBTB17
Omg,OMG
Gpaa1,GPAA1
Mrc2,MRC2
Atp11b,ATP11B
Ptbp1,PTBP1
Ptpn5,PTPN5
Cdcp2,CDCP2
Gnl3l,GNL3L
Col5a1,COL5A1
Nphp3,NPHP3
Apc,APC
Vil1,VIL1
Gpn1,GPN1
Eprs1,EPRS1
Usp31,USP31
Rasa2,RASA2
Sft2d2,SFT2D2
Dner,DNER
Twnk,TWNK
Tmem129,TMEM129
Cdk16,CDK16
Dnajc25,DNAJC25
Odf2,ODF2
Atp7a,ATP7A
Dxo,DXO
Eml1,EML1
Dnah6,DNAH6
Ovol3,OVOL3
Ccdc124,CCDC124
Rcc1l,RCC1L
Cib4,CIB4
Gabpb1,GABPB1
Or6n2,OR6N2
Pkp4,PKP4
Sall1,SALL1
Lyrm2,LYRM2
Klhl13,KLHL13
Atp9a,ATP9A
Slit3,SLIT3
Ylpm1,YLPM1
Fam133b,FAM133B
Mfsd2a,MFSD2A
Rab29,RAB29
Bcl2,BCL2
Orc4,ORC4
C2cd2l,C2CD2L
Samd4b,SAMD4B
Arhgef33,ARHGEF33
Kif23,KIF23
Rundc1,RUNDC1
Crk,CRK
Kmt2e,KMT2E
Sorcs3,SORCS3
Slc29a2,SLC29A2
Rit1,RIT1
Add1,ADD1
Elovl7,ELOVL7
Tmem131,TMEM131
Notch1,NOTCH1
Tmem65,TMEM65
Nsmaf,NSMAF
Polr2d,POLR2D
Adamtsl1,ADAMTSL1
Homer3,HOMER3
Pex12,PEX12
Ufd1,UFD1
Arsj,ARSJ
Hspa13,HSPA13
Nln,NLN
Myt1l,MYT1L
Tmem107,TMEM107
Lars1,LARS1
Kcnh6,KCNH6
Tmem86a,TMEM86A
Avil,AVIL
Vamp8,VAMP8
Gm22744,SNORD29
Bnip2,BNIP2
Cep120,CEP120
Ppard,PPARD
Got2,GOT2
Mcm4,MCM4
Ppp1cc,PPP1CC
Rnf111,RNF111
Rbpms2,RBPMS2
Prkcz,PRKCZ
Hnrnpll,HNRNPLL
Tnfsf12,TNFSF12
Dnah12,DNAH12
Nucks1,NUCKS1
Crygn,CRYGN
Dcxr,DCXR
Slc35b4,SLC35B4
Chst2,CHST2
Ilf3,ILF3
Pygo1,PYGO1
Dhcr7,DHCR7
Mir335,MIR335
Mtmr4,MTMR4
Fastk,FASTK
Or13a1,OR13A1
Zic4,ZIC4
Cxcr4,CXCR4
Ankrd2,ANKRD2
Bbs9,BBS9
Ngfr,NGFR
Zbtb11,ZBTB11
Ctnnd1,CTNND1
Snrnp25,SNRNP25
Extl2,EXTL2
Ankrd22,ANKRD22
Tmem150c,TMEM150C
E2f6,E2F6
Jade2,JADE2
Txlna,TXLNA
E4f1,E4F1
Mcm8,MCM8
Derl3,DERL3
Zbtb7a,ZBTB7A
Tbx21,TBX21
Mbd5,MBD5
Irf2bp2,IRF2BP2
Tead1,TEAD1
Dgcr2,DGCR2
Tph1,TPH1
C2cd4c,C2CD4C
Samd13,SAMD13
Tprg1l,TPRG1L
Slc17a8,SLC17A8
Slc39a10,SLC39A10
Uso1,USO1
Spsb2,SPSB2
Mn1,MN1
L3hypdh,L3HYPDH
Nme5,NME5
Ddhd2,DDHD2
Ubfd1,UBFD1
Exosc8,EXOSC8
Pno1,PNO1
Hs3st4,HS3ST4
Rnf114,RNF114
Mpp7,MPP7
Diaph1,DIAPH1
Adgra2,ADGRA2
Tssk4,TSSK4
Cln6,CLN6
Bicc1,BICC1
Tagln,TAGLN
Spsb3,SPSB3
Prmt3,PRMT3
Scamp3,SCAMP3
Tsks,TSKS
Mrps25,MRPS25
Plekhf1,PLEKHF1
Rps6ka6,RPS6KA6
Vasp,VASP
Pfkfb2,PFKFB2
Dkc1,DKC1
Rdh14,RDH14
Col25a1,COL25A1
Ccdc22,CCDC22
Tmed5,TMED5
Lrmda,LRMDA
Gpi1,GPI
Neurod4,NEUROD4
Irs1,IRS1
Ptpn21,PTPN21
Rpia,RPIA
Ccbe1,CCBE1
Tmem216,TMEM216
Sh3glb1,SH3GLB1
Sigmar1,SIGMAR1
Ppm1j,PPM1J
Insrr,INSRR
Qtrt1,QTRT1
Pcyt2,PCYT2
Mir182,ssc-mir-182
Cttnbp2nl,CTTNBP2NL
Nfatc3,NFATC3
Rnf115,RNF115
Tyro3,TYRO3
Sec24d,SEC24D
Sptb,SPTB
Spef1,SPEF1
Ank1,ANK1
Zfp536,ZNF536
Sertad3,SERTAD3
Tfap2c,TFAP2C
Hhatl,HHATL
Tnfaip8,TNFAIP8
Mthfr,MTHFR
Srek1ip1,SREK1IP1
Meioc,MEIOC
Ss18l2,SS18L2
Lman1,LMAN1
Ankmy2,ANKMY2
Srrm3,SRRM3
Etfdh,ETFDH
Kifc3,KIFC3
Lrba,LRBA
Mvp,MVP
Krt222,KRT222
Klf4,KLF4
Rbbp6,RBBP6
Rgs9,RGS9
Prkag2,PRKAG2
Grhl1,GRHL1
Tomm40,TOMM40
Card10,CARD10
Capn5,CAPN5
Atg13,ATG13
Marcksl1,MARCKSL1
Slc35f2,SLC35F2
Atp11a,ATP11A
Itga10,ITGA10
Nsmce2,NSMCE2
Pqbp1,PQBP1
Socs4,SOCS4
Pde12,PDE12
Arfip2,ARFIP2
Trim42,TRIM42
Piezo2,PIEZO2
Cops7a,COPS7A
Dmxl1,DMXL1
Foxj2,FOXJ2
Tmem9,TMEM9
Necab1,NECAB1
Ddx52,DDX52
Or4e1,OR4E1
Ufl1,UFL1
Adpgk,ADPGK
Galr3,GALR3
Plcd3,PLCD3
Ccdc43,CCDC43
Pet117,PET117
Jag2,JAG2
Jpt1,JPT1
R3hdm2,R3HDM2
Myzap,MYZAP
Wars1,WARS1
Sec31a,SEC31A
S1pr2,S1PR2
Myf5,MYF5
Dpysl3,DPYSL3
Pum3,PUM3
Cldn6,CLDN6
Tbc1d4,TBC1D4
Foxe1,FOXE1
Ppp1r3e,PPP1R3E
Nr1d2,NR1D2
Exosc3,EXOSC3
Zfp281,ZNF281
Lnx1,LNX1
Shc3,SHC3
Auh,AUH
Pllp,PLLP
Tmem231,TMEM231
Kcne3,KCNE3
Lmln,LMLN
Cldn7,CLDN7
Ogdhl,OGDHL
Alad,ALAD
Sel1l2,SEL1L2
Usp3,USP3
Sfmbt1,SFMBT1
Arhgap12,ARHGAP12
Chst14,CHST14
Rybp,RYBP
Sema6b,SEMA6B
Gfap,GFAP
Mcrip1,MCRIP1
Pex3,PEX3
Zmiz2,ZMIZ2
Pkd2,PKD2
Vegfc,VEGFC
Bbox1,BBOX1
Minar1,MINAR1
Lrrk1,LRRK1
Lancl1,LANCL1
Lrrc42,LRRC42
Commd9,COMMD9
Exoc7,EXOC7
Baiap3,BAIAP3
Nfatc2,NFATC2
Nrf1,NRF1
Cbln3,CBLN3
Unc13d,UNC13D
Fkbp3,FKBP3
Phldb2,PHLDB2
Eno2,ENO2
Hyou1,HYOU1
Cbr3,CBR3
Wdr55,WDR55
Rab27b,RAB27B
Adamts2,ADAMTS2
Adcy9,ADCY9
Tbx6,TBX6
Lum,LUM
Slc12a7,SLC12A7
Suds3,SUDS3
Tbc1d1,TBC1D1
Map3k13,MAP3K13
Neb,NEB
Tbl2,TBL2
Lrrn3,LRRN3
Tmem204,TMEM204
Dnah2,DNAH2
Rag1,RAG1
C1qtnf2,C1QTNF2
Rag2,RAG2
Ccnj,CCNJ
Dnajc8,DNAJC8
Arhgef7,ARHGEF7
Usp4,USP4
Eef1b2,EEF1B2
Sparc,SPARC
Nek10,NEK10
Fshb,FSHB
Tns2,TNS2
Slc25a31,SLC25A31
Ptdss2,PTDSS2
Prtg,PRTG
Ar,AR
Rapgef2,RAPGEF2
Anapc2,ANAPC2
Nxpe3,NXPE3
Nacc1,NACC1
Arrb2,ARRB2
Nup98,NUP98
Fbxo31,FBXO31
Ceacam16,CEACAM16
Dcps,DCPS
Ndufs4,NDUFS4
Serpinb5,SERPINB5
Tigd2,TIGD2
Ric8a,RIC8A
Bach2,BACH2
Slc4a2,SLC4A2
Skap2,SKAP2
Abcc5,ABCC5
Tmem199,TMEM199
Rfx6,RFX6
Ankrd39,ANKRD39
Gabrb3,GABRB3
Ifitm10,IFITM10
Rbm41,RBM41
Cnnm4,CNNM4
Arhgap19,ARHGAP19
Sugt1,SUGT1
Utp15,UTP15
Adamts19,ADAMTS19
Slc25a26,SLC25A26
Adarb1,ADARB1
Fermt1,FERMT1
Herpud1,HERPUD1
Dock9,DOCK9
Fgr,FGR
Samd5,SAMD5
Gtf2h1,GTF2H1
Pof1b,POF1B
Tcea1,TCEA1
Kctd19,KCTD19
Acaa2,ACAA2
Cacna1a,CACNA1A
Casq2,CASQ2
Cd151,CD151
Adam17,ADAM17
Ston2,STON2
Ece1,ECE1
Thsd4,THSD4
P2rx4,P2RX4
Ccna1,CCNA1
Nav1,NAV1
Fabp4,FABP4
Pmp2,PMP2
Sfswap,SFSWAP
Snx14,SNX14
Slc26a7,SLC26A7
Prdm16,PRDM16
Gpd1l,GPD1L
Sardh,SARDH
Gngt1,GNGT1
Ablim1,ABLIM1
Igdcc4,IGDCC4
Rac2,RAC2
Coa3,COA3
Lamp5,LAMP5
Actn1,ACTN1
Sox8,SOX8
Rufy1,RUFY1
Mpdu1,MPDU1
Ptprr,PTPRR
B3galnt2,B3GALNT2
Pmpcb,PMPCB
Prokr2,PROKR2
Ammecr1,AMMECR1
Cdk18,CDK18
Eapp,EAPP
Mks1,MKS1
Trim50,TRIM50
Adamtsl2,ADAMTSL2
Cmah,CMAH
Trip6,TRIP6
Thap2,THAP2
Mcu,MCU
Tmem150a,TMEM150A
Hmgcs1,HMGCS1
Axin2,AXIN2
Hdx,HDX
Abat,ABAT
Arl6ip5,ARL6IP5
Prickle3,PRICKLE3
Or52h1,OR52H1
Mettl16,METTL16
Mef2d,MEF2D
Rab3ip,RAB3IP
Chac1,CHAC1
Slc35b3,SLC35B3
Kif19a,KIF19
Cnot6l,CNOT6L
Psmd8,PSMD8
Erbin,ERBIN
Tbpl1,TBPL1
Trerf1,TRERF1
Frk,FRK
Rprml,RPRML
Mllt11,MLLT11
Gxylt1,GXYLT1
Ube2v2,UBE2V2
Fam171a1,FAM171A1
Tmem182,TMEM182
Strn4,STRN4
Pes1,PES1
Zbtb39,ZBTB39
Cables2,CABLES2
Kptn,KPTN
Ddit3,DDIT3
Ergic3,ERGIC3
Mob2,MOB2
Nrtn,NRTN
Panx3,PANX3
Gramd4,GRAMD4
Xiap,XIAP
Inpp5d,INPP5D
Plxdc2,PLXDC2
Sema3e,SEMA3E
Olig1,OLIG1
Lztr1,LZTR1
Lipt2,LIPT2
Gstt4,GSTT4
Tmem266,TMEM266
Ro60,RO60
Fktn,FKTN
Zfp341,ZNF341
Tab1,TAB1
Nudcd1,NUDCD1
Gpr174,GPR174
Septin9,SEPTIN9
Eif2a,EIF2A
Cox14,COX14
Nr1h3,NR1H3
Bysl,BYSL
Nans,NANS
Matk,MATK
Mctp1,MCTP1
Ankfn1,ANKFN1
Phf21b,PHF21B
Psmg3,PSMG3
Hephl1,HEPHL1
Lig3,LIG3
Tmtc1,TMTC1
Klf6,KLF6
Fam171b,FAM171B
Bzw2,BZW2
Msh5,MSH5
Mrpl33,MRPL33
Mrpl13,MRPL13
Whrn,WHRN
Mmp13,MMP13
Aloxe3,ALOXE3
Best2,BEST2
Dpcd,DPCD
Atp6v1b1,ATP6V1B1
Rffl,RFFL
Enkur,ENKUR
Cdh13,CDH13
Gcdh,GCDH
Zfp777,ZNF777
Rps27a,RPS27A
Actn2,ACTN2
Abhd5,ABHD5
Rspo1,RSPO1
Tpi1,TPI1
Use1,USE1
Rubcn,RUBCN
Zfp219,ZNF219
Dnd1,DND1
Dusp15,DUSP15
Rgl2,RGL2
Stat6,STAT6
Colq,COLQ
Fam110a,FAM110A
Ptp4a2,PTP4A2
Plppr3,PLPPR3
Asb5,ASB5
Plekha2,PLEKHA2
Tmem63a,TMEM63A
Mrpl38,MRPL38
Grb7,GRB7
Washc3,WASHC3
Nup85,NUP85
Ppm1d,PPM1D
Arpin,ARPIN
Fbxo24,FBXO24
Slc25a10,SLC25A10
Atoh8,ATOH8
Ube2g1,UBE2G1
Cdan1,CDAN1
Or4e2,OR4E2
Clasp2,CLASP2
Adamts3,ADAMTS3
Eif3l,EIF3L
Utp23,UTP23
Nbeal1,NBEAL1
Chst15,CHST15
Ccr7,CCR7
Esyt2,ESYT2
Atp13a3,ATP13A3
Pofut1,POFUT1
Guf1,GUF1
Abl1,ABL1
Celf3,CELF3
Ralgapa2,RALGAPA2
Eif4g1,EIF4G1
Gorasp2,GORASP2
Pacs1,PACS1
Bcap31,BCAP31
Ubxn4,UBXN4
Atg4b,ATG4B
Mrpl17,MRPL17
Prelid2,PRELID2
Ackr3,ACKR3
Adss1,ADSS1
Ralgds,RALGDS
Map3k4,MAP3K4
Rela,RELA
Acbd3,ACBD3
Ankrd34c,ANKRD34C
Gpr155,GPR155
Smco3,SMCO3
Atg4c,ATG4C
Mmp15,MMP15
Kif2c,KIF2C
Uqcc1,UQCC1
Atg12,ATG12
Zfp652,ZNF652
Ptgfrn,PTGFRN
Tnfrsf21,TNFRSF21
Klf16,KLF16
Atp5mc2,ATP5MC2
Plxnb2,PLXNB2
Slc5a2,SLC5A2
Pcgf6,PCGF6
Slc22a23,SLC22A23
Lnx2,LNX2
Mrpl24,MRPL24
Snai1,SNAI1
Sepsecs,SEPSECS
Rgs21,RGS21
Spry4,SPRY4
Ndnf,NDNF
Srxn1,SRXN1
Rpl10l,RPL10L
Tsr1,TSR1
Smug1,SMUG1
Lgi4,LGI4
Bmp6,BMP6
Baz1a,BAZ1A
Golm2,GOLM2
Tom1,TOM1
Ano6,ANO6
Eya2,EYA2
Atxn2,ATXN2
Relb,RELB
Calcrl,CALCRL
Sost,SOST
Adap2,ADAP2
Tmem217rt,TMEM271
Ltb4r2,LTB4R2
Itpripl1,ITPRIPL1
Stxbp3,STXBP3
Hepacam,HEPACAM
Clk4,CLK4
1110059G10Rik,KIAA1143
Tmem158,TMEM158
Lmod2,LMOD2
Lmcd1,LMCD1
Slc7a1,SLC7A1
Id1,ID1
Hmx1,HMX1
Adamts9,ADAMTS9
Gnal,GNAL
Pdlim4,PDLIM4
Rps6ka5,RPS6KA5
Arhgap39,ARHGAP39
Smap1,SMAP1
Krt8,KRT8
Adamts4,ADAMTS4
Adh7,ADH7
Oxtr,OXTR
Snord32a,SNORD33
Rbbp5,RBBP5
Hck,HCK
Sbk1,SBK1
Polg,POLG
Stom,STOM
Arnt,ARNT
Tbc1d30,TBC1D30
Cenatac,CENATAC
Etfa,ETFA
Gpr75,GPR75
Slc44a2,SLC44A2
Srpk2,SRPK2
Plxnc1,PLXNC1
Comtd1,COMTD1
Ikzf3,IKZF3
Ascc2,ASCC2
Adad1,ADAD1
Kcnq1,KCNQ1
G6pc1,G6PC1
Gm5901,C11orf42
Gpr34,GPR34
Ihh,IHH
Rbm6,RBM6
Phgdh,PHGDH
Pnldc1,PNLDC1
Ano1,ANO1
Krt75,KRT75
Tmem200a,TMEM200A
Usp1,USP1
Colec10,COLEC10
Ercc8,ERCC8
Kcnt1,KCNT1
Eef1e1,EEF1E1
Trmu,TRMU
Ppm1m,PPM1M
Slc6a4,SLC6A4
Cdkn2d,CDKN2D
Dnajc10,DNAJC10
Diablo,DIABLO
Or8d2,OR8D2
Bckdha,BCKDHA
Galk2,GALK2
Itgb4,ITGB4
Itpk1,ITPK1
Htra1,HTRA1
Lpin2,LPIN2
Ppfibp1,PPFIBP1
Tom1l2,TOM1L2
Tet3,TET3
Pde6c,PDE6C
Rpl36a,RPL36A
Pla2g2e,PLA2G2E
Pdx1,PDX1
B4galt2,B4GALT2
Zbtb45,ZBTB45
Rps6kb2,RPS6KB2
Gse1,GSE1
Rnf34,RNF34
Pop5,POP5
Rprd1a,RPRD1A
Zdhhc20,ZDHHC20
Zfp865,ZNF865
Gns,GNS
Asb11,ASB11
Nrbf2,NRBF2
4931406C07Rik,C11orf54
Raver1,RAVER1
Npsr1,NPSR1
Tbcb,TBCB
Wdr81,WDR81
Cwc25,CWC25
Ndufs3,NDUFS3
Popdc3,POPDC3
Ccdc171,CCDC171
Cip2a,CIP2A
Paqr5,PAQR5
Chchd5,CHCHD5
Apaf1,APAF1
Ltbp4,LTBP4
Atpaf1,ATPAF1
Prdx3,PRDX3
Eif4ebp2,EIF4EBP2
Eif2b5,EIF2B5
Arap3,ARAP3
Pip5k1a,PIP5K1A
Krt35,KRT35
Slc36a4,SLC36A4
Klhl35,KLHL35
Cntfr,CNTFR
Chp2,CHP2
Tbc1d10a,TBC1D10A
Dtl,DTL
Copz2,COPZ2
Ndc1,NDC1
Sanbr,SANBR
Hdac7,HDAC7
Hnrnpm,HNRNPM
Puf60,PUF60
Commd1,COMMD1
Map3k15,MAP3K15
Wdr54,WDR54
Ednrb,EDNRB
Tceanc2,TCEANC2
Aldh1a1,ALDH1A1
Ccr4,CCR4
Il17b,IL17B
Pigu,PIGU
Or10g3,OR10G3
Fabp3,FABP3
Traf6,TRAF6
Piga,PIGA
Rdh10,RDH10
Alg3,ALG3
Atl3,ATL3
Fcer1g,FCER1G
Triqk,TRIQK
Tbc1d21,TBC1D21
Zbed6,ZBED6
Blk,BLK
Setbp1,SETBP1
Snx15,SNX15
Twf1,TWF1
Eif3f,EIF3F
Ppp1r11,PPP1R11
Tmem114,TMEM114
Actl7b,ACTL7B
Preb,PREB
Trak2,TRAK2
Brd7,BRD7
Phf20,PHF20
Qrsl1,QRSL1
Fap,FAP
Ndufab1,NDUFAB1
Tmtc4,TMTC4
Adcy3,ADCY3
Tmem268,TMEM268
Star,STAR
Rxrb,RXRB
Smoc1,SMOC1
Ubb,UBB
Col16a1,COL16A1
Ensa,ENSA
S100a6,S100A6
Fer1l6,FER1L6
Mars1,MARS1
Klhl30,KLHL30
Srsf4,SRSF4
Erbb2,ERBB2
Nfx1,NFX1
Skil,SKIL
Hadhb,HADHB
Matn2,MATN2
Fosl1,FOSL1
Acvrl1,ACVRL1
Bpnt1,BPNT1
Vsig8,VSIG8
Lrrc49,LRRC49
Tnni1,TNNI1
Fam110b,FAM110B
Hip1,HIP1
Cyp2r1,CYP2R1
Trim47,TRIM47
Tubb1,TUBB1
Pigs,PIGS
Npbwr1,NPBWR1
Or10v1,OR10V1
Pex6,PEX6
Arhgef25,ARHGEF25
Nrsn1,NRSN1
Aaas,AAAS
Cradd,CRADD
Itga1,ITGA1
Zbtb10,ZBTB10
Ptprn,PTPRN
Ssc4d,SSC4D
Exosc2,EXOSC2
Abhd16b,ABHD16B
Dnah3,DNAH3
Emc1,EMC1
Wdr17,WDR17
Htr1a,HTR1A
Ndufa5,NDUFA5
Fbll1,FBLL1
Lonp1,LONP1
Zfyve9,ZFYVE9
Smim35,SMIM35
Sec23ip,SEC23IP
Tmem104,TMEM104
Nr1h2,NR1H2
Ccdc184,CCDC184
Timp4,TIMP4
Pcca,PCCA
Ift46,IFT46
Mllt1,MLLT1
Tmx2,TMX2
Plxna2,PLXNA2
Cav2,CAV2
Itfg2,ITFG2
Rlim,RLIM
Lurap1,LURAP1
Fam43a,FAM43A
Lrtm2,LRTM2
Fbxo30,FBXO30
Gpbp1l1,GPBP1L1
Abca12,ABCA12
Cdc45,CDC45
Tacr3,TACR3
Galnt11,GALNT11
Arg2,ARG2
Zfp697,ZNF697
Gucy2e,GUCY2D
Ints11,INTS11
Nalf1,NALF1
Mir16-2,ssc-mir-16-1
Zmynd15,ZMYND15
G6pc3,G6PC3
Lmtk3,LMTK3
Spaca9,SPACA9
Xrn1,XRN1
Zfp654,ZNF654
Ffar4,FFAR4
A830018L16Rik,C8orf34
Smim18,SMIM18
Slc13a4,SLC13A4
Hsdl1,HSDL1
Ccnjl,CCNJL
Pxylp1,PXYLP1
Arhgef26,ARHGEF26
Rmi2,RMI2
Fank1,FANK1
Irf4,IRF4
Crhbp,CRHBP
Trim44,TRIM44
Ypel2,YPEL2
Gpd2,GPD2
Zfyve27,ZFYVE27
Rbm22,RBM22
Aass,AASS
Neurog1,NEUROG1
E2f1,E2F1
Prr5,PRR5
Snx8,SNX8
Prmt5,PRMT5
H2ac1,H2AC1
Dennd4c,DENND4C
Tnfaip3,TNFAIP3
Chd6,CHD6
Akap10,AKAP10
Nrl,NRL
Ccng2,CCNG2
Cep85,CEP85
2510039O18Rik,KIAA2013
Cilp,CILP
Slc5a8,SLC5A8
Dtd2,DTD2
Ccnb2,CCNB2
Slc26a4,SLC26A4
Gpr68,GPR68
Dpys,DPYS
Gabra3,GABRA3
Ccna2,CCNA2
Cdk15,CDK15
Smim29,SMIM29
Rnf215,RNF215
Dtx3,DTX3
Sox7,SOX7
Cpne9,CPNE9
Lrp10,LRP10
Rft1,RFT1
Lrp8,LRP8
Myo9a,MYO9A
Cux1,CUX1
Snora57,SNORA57
Mesd,MESD
Nkx3-2,NKX3-2
Htt,HTT
Or10d3,OR10D3
Amt,AMT
Msantd1,MSANTD1
Rassf10,RASSF10
Sort1,SORT1
Lpcat2,LPCAT2
Rad50,RAD50
Pcmt1,PCMT1
Hsbp1,HSBP1
Wdr77,WDR77
Lims2,LIMS2
Ush1c,USH1C
Pitx2,PITX2
Dlgap2,DLGAP2
Mir330,MIR330
Efna4,EFNA4
Cdk5rap1,CDK5RAP1
Grb14,GRB14
Csgalnact1,CSGALNACT1
Rad23a,RAD23A
Acat1,ACAT1
Polr1a,POLR1A
Pter,PTER
Pck1,PCK1
Cdk2ap1,CDK2AP1
Dusp2,DUSP2
Ypel1,YPEL1
Aar2,AAR2
Ajm1,AJM1
Ksr1,KSR1
Azin2,AZIN2
Tppp2,TPPP2
Mfap4,MFAP4
Ncstn,NCSTN
Ctps2,CTPS2
Medag,MEDAG
Rap1gap,RAP1GAP
Nrcam,NRCAM
Calcoco1,CALCOCO1
Retreg2,RETREG2
Cox16,COX16
Cabin1,CABIN1
Fbxo4,FBXO4
Ccdc106,CCDC106
Sema6c,SEMA6C
Atxn7l1,ATXN7L1
Epha1,EPHA1
Tnnt2,TNNT2
Cnmd,CNMD
Tanc1,TANC1
Miox,MIOX
P3h3,P3H3
Bin1,BIN1
Fut11,FUT11
Nectin4,NECTIN4
Unc45a,UNC45A
Ado,ADO
Banf2,BANF2
Plcd1,PLCD1
Fam120c,FAM120C
Rab4a,RAB4A
Zc3h18,ZC3H18
Tut4,TUT4
Carmil1,CARMIL1
Mycn,MYCN
Tax1bp1,TAX1BP1
Amigo2,AMIGO2
Ccn1,CCN1
Lsm14b,LSM14B
Rph3a,RPH3A
Tex10,TEX10
Prdm8,PRDM8
Hivep2,HIVEP2
Mnx1,MNX1
Zzz3,ZZZ3
