human gene name,chimpanzee gene name
ARHGAP12,ARHGAP12
GATM,GATM
SERPINA11,SERPINA11
GFI1,GFI1
PLCG2,PLCG2
OTUD7B,OTUD7B
PIP4K2C,PIP4K2C
FOXJ1,FOXJ1
ACOT4,ACOT4
ATP6V0A4,ATP6V0A4
DNAAF4,DNAAF4
TASP1,TASP1
PTPN20,PTPN20
MRM3,MRM3
RTN4RL2,RTN4RL2
DCP2,DCP2
HSPA4,HSPA4
PELI2,PELI2
AUTS2,AUTS2
KCNAB1,KCNAB1
GPR63,GPR63
UHMK1,UHMK1
CPA2,CPA2
HAT1,HAT1
FAM91A1,FAM91A1
KCNJ5,KCNJ5
IKZF5,IKZF5
PER2,PER2
ERBB2,ERBB2
SS18,SS18
SSTR3,SSTR3
EVL,EVL
ZC3H12B,ZC3H12B
PELI1,PELI1
ADCY8,ADCY8
JADE2,JADE2
ACAP3,ACAP3
SEMA4C,SEMA4C
FBN2,FBN2
ZFP92,ZFP92
ALG2,ALG2
RBP3,RBP3
SORT1,SORT1
SLC39A10,SLC39A10
ATRX,ATRX
NKAP,NKAP
SERPINA7,SERPINA7
CRHR1,CRHR1
TCIRG1,TCIRG1
ABRAXAS2,ABRAXAS2
CSNK1G2,CSNK1G2
PDE8A,PDE8A
ARRDC3,ARRDC3
YY1,YY1
CHST12,CHST12
TTC28,TTC28
GATA1,GATA1
FKBP8,FKBP8
HABP4,HABP4
RASGRF2,RASGRF2
RAPSN,RAPSN
ADORA2A,ADORA2A
BCKDK,BCKDK
ANAPC2,ANAPC2
FAM193B,FAM193B
PDK4,PDK4
MYO18A,MYO18A
CAPN3,CAPN3
SUV39H2,SUV39H2
HOXA10,HOXA10
TEX28,TEX28
AUP1,AUP1
ADAM9,ADAM9
EFR3B,EFR3B
ARHGAP44,ARHGAP44
ABHD3,ABHD3
MFAP3L,MFAP3L
ABRAXAS1,ABRAXAS1
PIK3C2B,PIK3C2B
PPP1R9B,PPP1R9B
DPAGT1,DPAGT1
KCNK13,KCNK13
BMP4,BMP4
PPP1R1B,PPP1R1B
SLC9A1,SLC9A1
RBMS2,RBMS2
ELK3,ELK3
TACR1,TACR1
HCFC1,HCFC1
IGDCC3,IGDCC3
CAPN7,CAPN7
ZFTRAF1,CYHR1
HERPUD2,HERPUD2
RING1,RING1
REN,REN
LHX1,LHX1
TDO2,TDO2
PTPRO,PTPRO
SLC35E2B,SLC35E2
UBAC1,UBAC1
SAMTOR,BMT2
PLEKHA1,PLEKHA1
CCNE2,CCNE2
SPON1,SPON1
TMEM63A,TMEM63A
EPC2,EPC2
LRP6,LRP6
TMEM63C,TMEM63C
FBXO22,FBXO22
PHF23,PHF23
AURKA,AURKA
OPN3,OPN3
STAC,STAC
PTAR1,PTAR1
PTGER1,PTGER1
ZNF322,ZNF322
PLCB4,PLCB4
ZNF586,ZNF586
LRRC8B,LRRC8B
CPT1C,CPT1C
XPO5,XPO5
ATP13A1,ATP13A1
UHRF2,UHRF2
PRDM4,PRDM4
MAPKAPK2,MAPKAPK2
SIRT7,SIRT7
TBC1D13,TBC1D13
TAF2,TAF2
ZNF227,ZNF227
FNDC3A,FNDC3A
ARSJ,ARSJ
SMC2,SMC2
INPP1,INPP1
LIPK,LIPK
TERF2IP,TERF2IP
P2RX1,P2RX1
BRS3,BRS3
ADGRG7,ADGRG7
ZBTB38,ZBTB38
NTRK1,NTRK1
TRHR,TRHR
DAP3,DAP3
REPS1,REPS1
GRM1,GRM1
TRPC1,TRPC1
SNX9,SNX9
P2RX3,P2RX3
GATA5,GATA5
VPS37A,VPS37A
FURIN,FURIN
WAPL,WAPL
CASQ1,CASQ1
WTAP,WTAP
DXO,DOM3Z
FBXO38,FBXO38
SS18L1,SS18L1
SNIP1,SNIP1
PTPN14,PTPN14
TNFAIP3,TNFAIP3
PIGK,PIGK
CHKB,CHKB
SPTBN4,SPTBN4
ARNT,ARNT
KCNK3,KCNK3
DUSP4,DUSP4
PRMT8,PRMT8
NDRG1,NDRG1
HID1,HID1
TMEM79,TMEM79
PIP5KL1,PIP5KL1
ABL2,ABL2
TPR,TPR
MED15,MED15
PROKR1,PROKR1
RMND5B,RMND5B
SUPV3L1,SUPV3L1
B4GALT3,B4GALT3
DNAAF9,DNAAF9
CDH5,CDH5
TCF7L1,TCF7L1
RERE,RERE
BRINP2,BRINP2
VAC14,VAC14
SEMA3G,SEMA3G
TRDMT1,TRDMT1
SP3,SP3
SIX4,SIX4
CAVIN1,CAVIN1
NCF1,NCF1
ZNF414,ZNF414
FCMR,FCMR
ESAM,ESAM
MMP23B,MMP23
ZNF121,ZNF121
SORCS1,SORCS1
TTC39C,TTC39C
ALKBH1,ALKBH1
KCTD9,KCTD9
ZSCAN23,ZSCAN23
MTFMT,MTFMT
ANAPC1,ANAPC1
FNIP1,FNIP1
SEMA3D,SEMA3D
ARR3,ARR3
HOXA13,HOXA13
B4GALT5,B4GALT5
ZDHHC18,ZDHHC18
ATG2A,ATG2A
GCC1,GCC1
DCBLD2,DCBLD2
PHKG1,PHKG1
CPT1A,CPT1A
KCNH2,KCNH2
RPS6KA4,RPS6KA4
METAP1,METAP1
HIBCH,HIBCH
CHPF2,CHPF2
TENM3,TENM3
LRFN1,LRFN1
TRIM2,TRIM2
USP4,USP4
DAB2,DAB2
PNKD,PNKD
PRPSAP1,PRPSAP1
EEIG1,EEIG1
NSUN4,NSUN4
SOX18,SOX18
ZNFX1,ZNFX1
SEC23B,SEC23B
PRTG,PRTG
NPHS2,NPHS2
POU2F1,POU2F1
NPY2R,NPY2R
DLK2,DLK2
ZBTB49,ZBTB49
SLC30A5,SLC30A5
LRCH2,LRCH2
ZDHHC8,ZDHHC8
B4GALT6,B4GALT6
TPBGL,TPBGL
KLHDC3,KLHDC3
GCN1,GCN1
IFFO1,IFFO1
PRKAR1B,PRKAR1B
KRR1,KRR1
CCN1,CCN1
UBAP1L,UBAP1L
DUSP6,DUSP6
ZNF287,ZNF287
TMEM229A,TMEM229A
ST8SIA3,ST8SIA3
FOS,FOS
APLNR,APLNR
SASH3,SASH3
NPRL2,NPRL2
ERCC2,ERCC2
OPRK1,OPRK1
SEC63,SEC63
UBL7,UBL7
NUP43,NUP43
EPOP,EPOP
NEXMIF,NEXMIF
RIBC1,RIBC1
MFN2,MFN2
CCR7,CCR7
AGPAT4,AGPAT4
DNTTIP2,DNTTIP2
WDR73,WDR73
CDC37,CDC37
TRAPPC11,TRAPPC11
PPM1E,PPM1E
TM6SF2,TM6SF2
GNA13,GNA13
P2RY2,P2RY2
PPIG,PPIG
MTF1,MTF1
DPYSL5,DPYSL5
PHYHIPL,PHYHIPL
NME7,NME7
TRABD,TRABD
PARD6G,PARD6G
NCKAP1L,NCKAP1L
ZNF337,ZNF337
ADH6,ADH6
NPY4R2,NPY4R
UBE2Q2,UBE2Q2
ST8SIA2,ST8SIA2
MME,MME
JAK3,JAK3
TEK,TEK
PLXNA3,PLXNA3
HERC1,HERC1
F2RL2,F2RL2
TRAM1,TRAM1
YBX3,YBX3
RYR1,RYR1
XKR9,XKR9
P2RY1,P2RY1
CEP41,CEP41
NFE2,NFE2
CMKLR1,CMKLR1
JUP,JUP
ABCD1,ABCD1
ARPC1B,ARPC1B
METTL18,METTL18
NSFL1C,NSFL1C
ZNF366,ZNF366
CXCR5,CXCR5
OPRD1,OPRD1
LIAS,LIAS
FA2H,FA2H
THNSL1,THNSL1
ARHGAP39,ARHGAP39
GLT8D1,GLT8D1
LRRC58,LRRC58
CD19,CD19
GRINA,GRINA
SLC35F6,SLC35F6
AVPR2,AVPR2
HPDL,HPDL
NDRG2,NDRG2
DAXX,DAXX
CASK,CASK
GINS2,GINS2
NAALAD2,NAALAD2
NRON,NRON
TRAM2,TRAM2
CABP1,CABP1
STARD7,STARD7
FAM110B,FAM110B
ABCD2,ABCD2
LPAR4,LPAR4
LPGAT1,LPGAT1
ACAP1,ACAP1
SHANK2,SHANK2
PXDN,PXDN
MRC2,MRC2
AP4B1,AP4B1
IL2RG,IL2RG
PRPSAP2,PRPSAP2
PDGFRB,PDGFRB
SMARCC1,SMARCC1
ZNF24,ZNF24
BACH1,BACH1
SH3GL1,SH3GL1
POPDC2,POPDC2
ADNP,ADNP
AP3B2,AP3B2
WDR31,WDR31
CDK5R2,CDK5R2
LRRC28,LRRC28
ASCC3,ASCC3
UROD,UROD
MIER3,MIER3
FOXK1,FOXK1
MIDEAS,MIDEAS
XRCC5,XRCC5
ACTL8,ACTL8
NEO1,NEO1
RPRD2,RPRD2
SLC35G1,SLC35G1
WNT6,WNT6
INTS1,INTS1
ATAD2B,ATAD2B
BAP1,BAP1
ALDOB,ALDOB
AGPAT5,AGPAT5
PDLIM3,PDLIM3
ALDOC,ALDOC
PIK3R2,PIK3R2
ZSCAN25,ZSCAN25
RFFL,RFFL
BRD3,BRD3
AGTR2,AGTR2
ELAC1,ELAC1
RFC4,RFC4
ATAD1,ATAD1
FGD3,FGD3
EGR1,EGR1
SDK2,SDK2
ADK,ADK
NAA30,NAA30
EPHX4,EPHX4
MFAP3,MFAP3
KLF1,KLF1
ACKR3,ACKR3
NUDT4,NUDT4
SLC12A4,SLC12A4
HSPBP1,HSPBP1
KCNH3,KCNH3
DNASE2B,DNASE2B
TOMM40,TOMM40
GPR25,GPR25
GPR183,GPR183
RYR3,RYR3
EIF2B5,EIF2B5
LARGE2,LARGE2
BRWD3,BRWD3
SNUPN,SNUPN
PTRH2,PTRH2
WNT2,WNT2
ARL5B,ARL5B
EPHX3,EPHX3
KCNJ13,KCNJ13
TMEM198,TMEM198
CNR2,CNR2
PAK5,PAK5
NSD3,NSD3
NFKBIZ,NFKBIZ
WNT5B,WNT5B
SKAP1,SKAP1
CHAD,CHAD
ADCY4,ADCY4
PTGFR,PTGFR
SKAP2,SKAP2
FBXO42,FBXO42
ESRP2,ESRP2
WDR53,WDR53
PLD1,PLD1
GDAP1,GDAP1
DNAJB11,DNAJB11
PTGER2,PTGER2
LRRN1,LRRN1
ZMIZ1,ZMIZ1
HUNK,HUNK
DENND10,DENND10
ADPRH,ADPRH
ATP1B4,ATP1B4
POLH,POLH
LRRN2,LRRN2
MLLT10,MLLT10
INO80B,INO80B
MAPK8IP1,MAPK8IP1
UBE4A,UBE4A
CCR1,CCR1
GNA14,GNA14
KLF2,KLF2
MAPDA,ADAL
CMKLR2,CMKLR2
FBXO32,FBXO32
KDM4A,KDM4A
ABCF3,ABCF3
ERFL,ERFL
CA12,CA12
RFC2,RFC2
KLHDC8B,KLHDC8B
NKX2-4,NKX2-4
ZCCHC8,ZCCHC8
BCL6,BCL6
BRIX1,BRIX1
ADD3,ADD3
A4GALT,A4GALT
PLEK2,PLEK2
DND1,DND1
EEA1,EEA1
UBA1,UBA1
MAP1B,MAP1B
LTB4R,LTB4R
KERA,KERA
KIF11,KIF11
MKX,MKX
GYS2,GYS2
ABCC8,ABCC8
DIS3L,DIS3L
TMOD2,TMOD2
DNAJC14,DNAJC14
WNT8B,WNT8B
CLEC16A,CLEC16A
BCOR,BCOR
ALOX12B,ALOX12B
EDC4,EDC4
PCGF6,PCGF6
MCL1,MCL1
MTHFD2,MTHFD2
SLC35E4,SLC35E4
HHIP,HHIP
PTPRE,PTPRE
ST3GAL2,ST3GAL2
POMK,POMK
HERC4,HERC4
KIAA0319L,KIAA0319L
METTL13,METTL13
UVRAG,UVRAG
HIF1AN,HIF1AN
GLT8D2,GLT8D2
CEACAM8,CEACAM8
RASA1,RASA1
IRF2,IRF2
GPD1,GPD1
FKBPL,FKBPL
NPR2,NPR2
TWF2,TWF2
GMPR2,GMPR2
CTU1,CTU1
GBX2,GBX2
CAPG,CAPG
HMX1,HMX1
HFE,HFE
GALE,GALE
MYO1A,MYO1A
NUFIP2,NUFIP2
VEZF1,VEZF1
LRP2BP,LRP2BP
CEBPB,CEBPB
ZBED1,ZBED1
GAS2L3,GAS2L3
HMG20A,HMG20A
JUNB,JUNB
LUZP2,LUZP2
EFNB1,EFNB1
NEK8,NEK8
PAQR7,PAQR7
TFB1M,TFB1M
CALHM1,CALHM1
RAX,RAX
ANXA1,ANXA1
CEMIP2,CEMIP2
HIP1,HIP1
FBXL5,FBXL5
CALCOCO1,CALCOCO1
CAPN9,CAPN9
GUCY1A1,GUCY1A1
GMPR,GMPR
PDGFC,PDGFC
HDX,HDX
NDUFAF5,NDUFAF5
ATRNL1,ATRNL1
PHLDB1,PHLDB1
LRRC75A,LRRC75A
SRSF6,SRSF6
SNX16,SNX16
TGM2,TGM2
IRF5,IRF5
RNF113A,RNF113A
TRIB2,TRIB2
TBXA2R,TBXA2R
MRGPRF,MRGPRF
ALX3,ALX3
SYT7,SYT7
SNX15,SNX15
GPSM2,GPSM2
CHD1,CHD1
TTPAL,TTPAL
BMP6,BMP6
SLC2A7,SLC2A7
DPYD,DPYD
LRCH4,LRCH4
THOC5,THOC5
NLRC4,NLRC4
PGLYRP3,PGLYRP3
ARFIP2,ARFIP2
THOC6,THOC6
QNG1,QNG1
FAM13A,FAM13A
NAV3,NAV3
ZNF292,ZNF292
GPALPP1,GPALPP1
RASSF1,RASSF1
VIP,VIP
CACNA1G,CACNA1G
ARID5B,ARID5B
PYGL,PYGL
FBP2,FBP2
DHRS7,DHRS7
TRMT10A,TRMT10A
FAM76B,FAM76B
SNRNP48,SNRNP48
ZBTB5,ZBTB5
WDR43,WDR43
SP8,SP8
COL4A5,COL4A5
PRKCD,PRKCD
MDH2,MDH2
AHSA1,AHSA1
UBIAD1,UBIAD1
POLR1F,POLR1F
ZFP36L1,ZFP36L1
SLC25A37,SLC25A37
SLC25A40,SLC25A40
DCPS,DCPS
SLC35D2,SLC35D2
SFXN4,SFXN4
FLRT1,FLRT1
ABHD6,ABHD6
RGS9,RGS9
ZDHHC15,ZDHHC15
GRID1,GRID1
PRKCA,PRKCA
AACS,AACS
TOR1B,TOR1B
ACMSD,ACMSD
GPR119,GPR119
ARHGEF39,ARHGEF39
CTSH,CTSH
METAP1D,METAP1D
DECR1,DECR1
MEGF8,MEGF8
GUF1,GUF1
LZTS2,LZTS2
MOGAT2,MOGAT2
OSTM1,OSTM1
WDR54,WDR54
B3GAT1,B3GAT1
BEST3,BEST3
ELMOD1,ELMOD1
VAX1,VAX1
TNRC6B,TNRC6B
NPBWR2,NPBWR2
XCR1,XCR1
GIPC1,GIPC1
AWAT2,AWAT2
NDUFAF6,NDUFAF6
NPHP3,NPHP3
BFSP1,BFSP1
CGRRF1,CGRRF1
HNRNPAB,HNRNPAB
ADORA2B,ADORA2B
PRH2,PRH2
MC4R,MC4R
HES5,HES5
CENATAC,CENATAC
EIF1AD,EIF1AD
TNKS,TNKS
BNC1,BNC1
RDH13,RDH13
GDE1,GDE1
RAPGEFL1,RAPGEFL1
TAL1,TAL1
CCDC92,CCDC92
EMC1,EMC1
ALOX15,ALOX15
NEUROD4,NEUROD4
EPM2A,EPM2A
AKAP10,AKAP10
NUAK1,NUAK1
SLC24A2,SLC24A2
ANGPT2,ANGPT2
GPR3,GPR3
SCARNA10,SCARNA10
AIP,AIP
WDR5B,WDR5B
ALAD,ALAD
GRAP2,GRAP2
SCD5,SCD5
SELENOF,SELENOF
WDR37,WDR37
CEP76,CEP76
RCE1,RCE1
C3orf38,C3H3orf38
GIMAP4,GIMAP4
PDLIM1,PDLIM1
CNN3,CNN3
TSPAN17,TSPAN17
SCAMP2,SCAMP2
BMP1,BMP1
CEP120,CEP120
AARS2,AARS2
DOP1B,DOP1B
PKN2,PKN2
AWAT1,AWAT1
CD247,CD247
EPHA3,EPHA3
SRPK1,SRPK1
RALBP1,RALBP1
FGD2,FGD2
SMPD3,SMPD3
TGM1,TGM1
ADCY3,ADCY3
MAPRE2,MAPRE2
FKBP6,FKBP6
IER5,IER5
ZNF444,ZNF444
GRIK5,GRIK5
SLC44A3,SLC44A3
USP37,USP37
NEK9,NEK9
ADORA1,ADORA1
RASSF2,RASSF2
ARFGEF2,ARFGEF2
CYC1,CYC1
DLG2,DLG2
MACROD1,MACROD1
HMGCL,HMGCL
VWC2,VWC2
IRF1,IRF1
IL10RB,IL10RB
C13orf42,C13orf42
XKR4,XKR4
NFRKB,NFRKB
TBC1D4,TBC1D4
SLC8A1,SLC8A1
VPS18,VPS18
FNDC8,FNDC8
CSF1R,CSF1R
TMEM68,TMEM68
SLC39A1,SLC39A1
SPACA6,SPACA6
TMEM171,TMEM171
INPP5F,INPP5F
LRWD1,LRWD1
MYH2,MYH2
CHD8,CHD8
SLC25A27,SLC25A27
CLEC11A,CLEC11A
MAFB,MAFB
CAMKMT,CAMKMT
DEGS1,DEGS1
AQP4,AQP4
SLC25A22,SLC25A22
ASB11,ASB11
PKD2,PKD2
SFXN1,SFXN1
SFXN2,SFXN2
CXXC5,CXXC5
TRIM37,TRIM37
SLC25A33,SLC25A33
NDC80,NDC80
PEX1,PEX1
EPN2,EPN2
THBS4,THBS4
OR51E2,OR51E2
PGAP3,PGAP3
PYCR2,PYCR2
NPL,NPL
ELL2,ELL2
LONP1,LONP1
EYA4,EYA4
PARN,PARN
ZNF143,ZNF143
PCSK2,PCSK2
ANKRD1,ANKRD1
CXorf38,CXHXorf38
ACOT8,ACOT8
SNX13,SNX13
SOX2,SOX2
DSP,DSP
SPRY1,SPRY1
TANC2,TANC2
TCEAL1,TCEAL1
PLSCR1,PLSCR1
GDPD3,GDPD3
APEX1,APEX1
GGH,GGH
TP73,TP73
SYK,SYK
CABIN1,CABIN1
SLC25A32,SLC25A32
TNMD,TNMD
SFRP5,SFRP5
PPP1R3C,PPP1R3C
LGR4,LGR4
DCAF6,DCAF6
NFKBIA,NFKBIA
CNNM1,CNNM1
GATAD2A,GATAD2A
PPP4R1,PPP4R1
HADHB,HADHB
LRRC73,LRRC73
TAS2R3,TAS2R3
TRMT10B,TRMT10B
TNFAIP1,TNFAIP1
FAIM2,FAIM2
TBRG4,TBRG4
KCTD10,KCTD10
C11orf54,C11H11orf54
AAGAB,AAGAB
SOWAHD,SOWAHD
WDR83,WDR83
PIH1D2,PIH1D2
MAN1C1,MAN1C1
FRA10AC1,FRA10AC1
SLC25A31,SLC25A31
SLC4A7,SLC4A7
L1CAM,L1CAM
SIRT4,SIRT4
LRFN3,LRFN3
CALHM4,CALHM4
DDRGK1,DDRGK1
CRYM,CRYM
MAST1,MAST1
KDM7A,KDM7A
FAM120C,FAM120C
ZNF462,ZNF462
CACNA1A,CACNA1A
LRRC52,LRRC52
MORC3,MORC3
OR1J2,OR1J2
SLC35E3,SLC35E3
SYP,SYP
CDX2,CDX2
ANKRA2,ANKRA2
MAG,MAG
ERCC6L,ERCC6L
NEURL4,NEURL4
ASH1L,ASH1L
SMCR8,SMCR8
PURB,PURB
HSD17B12,HSD17B12
OR8K3,OR8K3
PPARA,PPARA
ZIC3,ZIC3
IL20RB,IL20RB
PIM2,PIM2
SLC25A36,SLC25A36
SOX13,SOX13
RPIA,RPIA
SLC25A1,SLC25A1
KLC2,KLC2
GALNT6,GALNT6
MED13,MED13
KLHL40,KLHL40
TOX4,TOX4
DNAJC2,DNAJC2
SLC4A2,SLC4A2
ITK,ITK
LMNB2,LMNB2
GPN2,GPN2
DTX4,DTX4
ZNF687,ZNF687
PCDH9,PCDH9
AURKC,AURKC
SLC8A3,SLC8A3
ZNF827,ZNF827
PTPN4,PTPN4
AASS,AASS
PLCB3,PLCB3
SLC2A12,SLC2A12
VPS33B,VPS33B
DHX57,DHX57
LDLRAP1,LDLRAP1
NXPH4,NXPH4
FSTL1,FSTL1
CCAR2,CCAR2
RAPGEF3,RAPGEF3
ALDH1L2,ALDH1L2
SSX2IP,SSX2IP
MYADML2,MYADML2
HORMAD2,HORMAD2
HS3ST1,HS3ST1
SLC25A17,SLC25A17
TCAF1,TCAF1
ZNF276,ZNF276
RUNDC1,RUNDC1
PPP1R18,PPP1R18
MLXIP,MLXIP
PLXNB2,PLXNB2
TOP2A,TOP2A
OTOP1,OTOP1
LDLRAD4,LDLRAD4
RPAP2,RPAP2
ADAMTS16,ADAMTS16
ARID2,ARID2
HIVEP2,HIVEP2
HK2,HK2
RHOBTB3,RHOBTB3
SRRM4,SRRM4
CDH4,CDH4
NALF1,NALF1
CDK3,CDK3
RNPS1,RNPS1
SLC5A8,SLC5A8
EIF5B,EIF5B
RALGDS,RALGDS
SLC12A9,SLC12A9
CEP85,CEP85
RASGRP2,RASGRP2
JAG1,JAG1
DNMT3A,DNMT3A
DCUN1D3,DCUN1D3
MBP,MBP
SGTB,SGTB
HOXC11,HOXC11
DMTF1,DMTF1
AP3D1,AP3D1
HIPK3,HIPK3
FILIP1,FILIP1
ATP1B1,ATP1B1
SEC22C,SEC22C
WDR1,WDR1
PODXL2,PODXL2
EGFR,EGFR
DNASE1L1,DNASE1L1
AP1AR,AP1AR
PTGS2,PTGS2
SULT1C4,SULT1C4
STC2,STC2
COPB2,COPB2
ASAP3,ASAP3
GTF3C1,GTF3C1
TASL,TASL
ANKRD29,ANKRD29
LRRC30,LRRC30
LARS2,LARS2
ZZZ3,ZZZ3
SLC6A13,SLC6A13
AQP10,AQP10
GLS2,GLS2
NISCH,NISCH
RUSC1,RUSC1
HMGXB4,HMGXB4
RNF212B,RNF212B
FFAR1,FFAR1
GIMAP7,GIMAP7
FBXL15,FBXL15
ARMCX6,ARMCX6
DCAF15,DCAF15
DDX55,DDX55
CTIF,CTIF
PIKFYVE,PIKFYVE
CLCN2,CLCN2
ILF3,ILF3
COL14A1,COL14A1
UBN2,UBN2
PPP1R3D,PPP1R3D
UQCC1,UQCC1
CAPZA3,CAPZA3
POLA2,POLA2
MYOZ1,MYOZ1
CFDP1,CFDP1
SETD9,SETD9
DNASE1L2,DNASE1L2
SHC3,SHC3
RBBP6,RBBP6
UTP6,UTP6
BIN1,BIN1
DPPA2,DPPA2
AGAP2,AGAP2
OGN,OGN
REM1,REM1
SLC25A5,SLC25A5
LZTS1,LZTS1
AZGP1,AZGP1
MAP4K3,MAP4K3
DTWD2,DTWD2
KHK,KHK
TNNT2,TNNT2
RC3H2,RC3H2
DHX32,DHX32
DPP9,DPP9
GRB10,GRB10
TMEM169,TMEM169
VPS26C,VPS26C
ZNF416,ZNF416
SAP25,SAP25
C21orf91,C21H21orf91
TMEM164,TMEM164
KIF20A,KIF20A
PTH1R,PTH1R
LINGO4,LINGO4
PKN3,PKN3
PLCB2,PLCB2
PDXP,PDXP
GLYAT,GLYAT
HMGCR,HMGCR
CFTR,CFTR
CD74,CD74
CDKL3,CDKL3
CAMLG,CAMLG
BBS9,BBS9
STAP1,STAP1
ASB17,ASB17
DLX6,DLX6
ORAI3,ORAI3
SHISA2,SHISA2
KRT222,KRT222
GRK5,GRK5
MYOF,MYOF
NDST2,NDST2
CCIN,CCIN
CDH1,CDH1
STIMATE,STIMATE
SULT1E1,SULT1E1
RIMOC1,RIMOC1
GLYATL2,GLYATL2
MED9,MED9
PIK3R5,PIK3R5
ARHGAP17,ARHGAP17
FAAP100,FAAP100
POLA1,POLA1
SACM1L,SACM1L
IRF2BP2,IRF2BP2
SLU7,SLU7
GRM3,GRM3
CASP6,CASP6
ELMOD2,ELMOD2
TNFRSF13B,TNFRSF13B
LMNB1,LMNB1
INSYN1,INSYN1
PRKD2,PRKD2
GAD2,GAD2
FZD5,FZD5
DOCK6,DOCK6
HSD11B1,HSD11B1
ADCY6,ADCY6
OSER1,OSER1
MRPL19,MRPL19
ECHDC2,ECHDC2
SHC1,SHC1
RNF144A,RNF144A
ANK3,ANK3
PRSS12,PRSS12
NUDCD1,NUDCD1
RALGPS2,RALGPS2
ASGR1,ASGR1
SLC25A30,SLC25A30
MAIP1,C2orf47
TSC1,TSC1
DCP1A,DCP1A
SOBP,SOBP
TLX3,TLX3
TMEM41B,TMEM41B
THSD4,THSD4
FZD10,FZD10
SLC9A8,SLC9A8
PINK1,PINK1
NWD2,NWD2
CCNT1,CCNT1
TSNAX,TSNAX
C22orf31,C22H22orf31
CD274,CD274
TPGS1,TPGS1
SULF2,SULF2
SELENOM,SELENOM
HEPHL1,HEPHL1
GPC2,GPC2
ZFHX4,ZFHX4
TNS3,TNS3
ATPAF2,ATPAF2
CILP2,CILP2
RFTN1,RFTN1
EDEM2,EDEM2
SFMBT1,SFMBT1
SHQ1,SHQ1
VPS13A,VPS13A
CEP97,CEP97
XYLT2,XYLT2
STX2,STX2
ASB8,ASB8
LACTB2,LACTB2
WFIKKN2,WFIKKN2
IMPA2,IMPA2
LTK,LTK
MPP7,MPP7
SPRY3,SPRY3
IGSF9B,IGSF9B
TAF4B,TAF4B
NRBF2,NRBF2
C1QL2,C1QL2
PKLR,PKLR
PHC1,PHC1
ANKAR,ANKAR
AMHR2,AMHR2
PDE6C,PDE6C
CLN8,CLN8
ME1,ME1
SZT2,SZT2
RNASEH1,RNASEH1
PDE3A,PDE3A
VPS37B,VPS37B
NEURL2,NEURL2
MIOX,MIOX
SYNPR,SYNPR
TNFSF13B,TNFSF13B
DDAH2,DDAH2
STAR,STAR
DDAH1,DDAH1
TTC22,TTC22
TIE1,TIE1
IL1R1,IL1R1
NCL,NCL
NDNF,NDNF
TLX2,TLX2
SGPL1,SGPL1
REEP1,REEP1
ICMT,ICMT
SLC13A5,SLC13A5
SULT4A1,SULT4A1
NSD1,NSD1
DGKE,DGKE
RABGGTA,RABGGTA
WEE2,WEE2
SKP2,SKP2
FAM78A,FAM78A
TRIP11,TRIP11
TLN2,TLN2
LATS1,LATS1
PTPN5,PTPN5
STAT6,STAT6
WDHD1,WDHD1
HPS5,HPS5
SRSF8,SRSF8
TRIM16,TRIM16
ZNF654,ZNF654
MAP4K5,MAP4K5
SNRPA,SNRPA
C1QBP,C1QBP
MMACHC,MMACHC
ESD,ESD
KDM5A,KDM5A
ZKSCAN1,ZKSCAN1
NCLN,NCLN
TPP1,TPP1
USP25,USP25
ZNF584,ZNF584
RBM11,RBM11
PIP5K1A,PIP5K1A
CEBPE,CEBPE
BUD23,BUD23
MICAL2,MICAL2
LBX1,LBX1
SYT12,SYT12
LYL1,LYL1
TBC1D8B,TBC1D8B
CDC6,CDC6
FHL3,FHL3
TRPA1,TRPA1
ZKSCAN5,ZKSCAN5
TLR4,TLR4
NXPE3,NXPE3
MLLT1,MLLT1
SYNPO2L,SYNPO2L
PLEKHF1,PLEKHF1
NMNAT1,NMNAT1
ZHX2,ZHX2
HAX1,HAX1
INPP4A,INPP4A
LRPPRC,LRPPRC
TMTC2,TMTC2
COL4A1,COL4A1
TNNT1,TNNT1
SLC22A3,SLC22A3
PGS1,PGS1
ASB13,ASB13
CNPY3,CNPY3
C1QTNF6,C1QTNF6
TMEM87B,TMEM87B
HELZ,HELZ
VPS53,VPS53
PICK1,PICK1
MYO1E,MYO1E
CBR3,CBR3
COLEC10,COLEC10
TMEM53,TMEM53
PSMB7,PSMB7
RSU1,RSU1
CD40,CD40
CCNB1IP1,CCNB1IP1
KLK13,KLK13
LRRC10,LRRC10
CASP3,CASP3
GLP2R,GLP2R
GK2,GK2
ADAMTS9,ADAMTS9
CDH3,CDH3
KANSL1,KANSL1
KAT6B,KAT6B
GPAM,GPAM
SPTLC3,SPTLC3
SOX6,SOX6
EXOSC8,EXOSC8
BEND3,BEND3
SCGN,SCGN
PPP1R13L,PPP1R13L
ELFN1,ELFN1
NIT2,NIT2
SHISA6,SHISA6
CFAP45,CFAP45
FAM171A2,FAM171A2
COPS7A,COPS7A
CABP4,CABP4
NCCRP1,NCCRP1
SLC22A11,SLC22A11
TPRG1,TPRG1
OVOL2,OVOL2
ZNF382,ZNF382
SLC22A6,SLC22A6
TMEM45B,TMEM45B
FMNL1,FMNL1
SLK,SLK
TIGD7,TIGD7
TDRD7,TDRD7
JADE3,JADE3
AREL1,AREL1
CPNE2,CPNE2
TLCD3B,TLCD3B
