chimpanzee gene name,gorilla gene name
ZC2HC1B,ZC2HC1B
ZNF573,ZNF573
STK24,STK24
PDE4A,PDE4A
CPM,CPM
EFEMP2,EFEMP2
AGBL5,AGBL5
PLBD1,PLBD1
USP34,USP34
BEST1,BEST1
C5orf22,C5orf22
MOB1B,MOB1B
PLVAP,PLVAP
NCAM1,NCAM1
SDF2L1,SDF2L1
IGSF22,IGSF22
INAVA,INAVA
MYMK,MYMK
RAB27A,RAB27A
NDFIP1,NDFIP1
NRXN1,NRXN1
ABCC4,ABCC4
ALOX15,ALOX15
SOX11,SOX11
ADAMTSL1,ADAMTSL1
MTMR7,MTMR7
LHFPL1,LHFPL1
GPR180,GPR180
LCAT,LCAT
TMEM222,TMEM222
SQSTM1,SQSTM1
SAP30,SAP30
OSGIN2,OSGIN2
TRMT1,TRMT1
SPOCK1,SPOCK1
Telomerase-vert,Telomerase-vert
ACP7,ACP7
EDEM1,EDEM1
FAM200B,FAM200B
CITED1,CITED1
H1-4,H1-4
XPO5,XPO5
TOP2A,TOP2A
USPL1,USPL1
SLC10A4,SLC10A4
E2F2,E2F2
E2F1,E2F1
COPS6,COPS6
STK39,STK39
KCNJ14,KCNJ14
RAB42,RAB42
RRAS,RRAS
PSMB9,PSMB9
RAB27B,RAB27B
HDAC4,HDAC4
FOSL2,FOSL2
MARF1,MARF1
SLC44A3,SLC44A3
SHCBP1L,SHCBP1L
ANKIB1,ANKIB1
PTPN1,PTPN1
OXA1L,OXA1L
ORC5,ORC5
DNM3,DNM3
SEMA6D,SEMA6D
TNK2,TNK2
NUMB,NUMB
TMEM253,TMEM253
TRNT1,TRNT1
BLOC1S4,BLOC1S4
ENO2,ENO2
ZCRB1,ZCRB1
LGMN,LGMN
PRMT2,PRMT2
RUSC2,RUSC2
EPRS1,EPRS1
FLRT3,FLRT3
PPIB,PPIB
MOB3B,MOB3B
CCNA2,CCNA2
FOXB2,FOXB2
FGF19,FGF19
AKIRIN1,AKIRIN1
EPB41,EPB41
MRPL24,MRPL24
TACSTD2,TACSTD2
AKAP8L,AKAP8L
ZPLD1,ZPLD1
ZNF827,ZNF827
ADCY4,ADCY4
ARHGAP25,ARHGAP25
SIPA1L2,SIPA1L2
PARP16,PARP16
MPZL2,MPZL2
SUGP1,SUGP1
MYO6,MYO6
EYA4,EYA4
DARS2,DARS2
LIM2,LIM2
SLC24A3,SLC24A3
ZNF74,ZNF74
KLHL34,KLHL34
SLC30A4,SLC30A4
IFT57,IFT57
BCL9L,BCL9L
NEUROG3,NEUROG3
TESC,TESC
OVOL3,OVOL3
PTRH1,PTRH1
RUNX3,RUNX3
PRPS2,PRPS2
EEF1AKMT1,EEF1AKMT1
RHOJ,RHOJ
REEP2,REEP2
CPTP,CPTP
LRRC42,LRRC42
TCF23,TCF23
GARRE1,GARRE1
SMYD3,SMYD3
PEX1,PEX1
HNRNPUL2,HNRNPUL2
SPECC1,SPECC1
ZNF736,ZNF736
HDAC9,HDAC9
TNFRSF25,TNFRSF25
ZFAND5,ZFAND5
FAM181B,FAM181B
CDIPT,CDIPT
EGLN1,EGLN1
H1-2,H1-2
SYT13,SYT13
STK25,STK25
KDM4A,KDM4A
AADAT,AADAT
F2R,F2R
TRPV1,TRPV1
AP1M2,AP1M2
PPP4R3B,PPP4R3B
LYG2,LYG2
STAMBP,STAMBP
RAB2A,RAB2A
DTYMK,DTYMK
SENP8,SENP8
NDUFS1,NDUFS1
PTCHD4,PTCHD4
GHRHR,GHRHR
EXO1,EXO1
ACP2,ACP2
GAL3ST1,GAL3ST1
SH2D5,SH2D5
ADGRL2,ADGRL2
ZBTB22,ZBTB22
HTR1A,HTR1A
LRRC4,LRRC4
PHAF1,PHAF1
DUSP26,DUSP26
RGS2,RGS2
REXO4,REXO4
TAF11,TAF11
ZNF584,ZNF584
RAB38,RAB38
SNAP23,SNAP23
RHOF,RHOF
SOCS1,SOCS1
DNER,DNER
SORL1,SORL1
OTUD7B,OTUD7B
VARS1,VARS1
ILVBL,ILVBL
SALL4,SALL4
ZBTB11,ZBTB11
GPRC5B,GPRC5B
TRMU,TRMU
ACOT4,ACOT4
CNP,CNP
VPS35L,VPS35L
TBRG4,TBRG4
SNX14,SNX14
TENM1,TENM1
AK1,AK1
GSTP1,GSTP1
PRIM1,PRIM1
COPZ2,COPZ2
DCP2,DCP2
ATP6V0A4,ATP6V0A4
RFESD,RFESD
PHKG1,PHKG1
KCNAB1,KCNAB1
BRF2,BRF2
GNPTAB,GNPTAB
ERBB2,ERBB2
TOPORS,TOPORS
FGF21,FGF21
TMTC2,TMTC2
MXD4,MXD4
FUZ,FUZ
ZNF264,ZNF264
TPD52L1,TPD52L1
TEKT1,TEKT1
ATP12A,ATP12A
DGKD,DGKD
PPP1R10,PPP1R10
GRHL3,GRHL3
SLC13A4,SLC13A4
MAG,MAG
SREK1,SREK1
FRS2,FRS2
MAGED1,MAGED1
MTERF3,MTERF3
ACTR10,ACTR10
REV1,REV1
CBLIF,CBLIF
ATAD2B,ATAD2B
THEM6,THEM6
APAF1,APAF1
APMAP,APMAP
KBTBD12,KBTBD12
PCK1,PCK1
FANCG,FANCG
FGF16,FGF16
ABHD18,ABHD18
MYSM1,MYSM1
STK32B,STK32B
ACAD9,ACAD9
EIPR1,EIPR1
CD3E,CD3E
LRR1,LRR1
RAB8A,RAB8A
CFAP418,CFAP418
VXN,VXN
GUCA1A,GUCA1A
DSTYK,DSTYK
PRSS35,PRSS35
FKBP8,FKBP8
ITGA4,ITGA4
HNRNPU,HNRNPU
PRDM1,PRDM1
NAT14,NAT14
CBX6,CBX6
ZNF704,ZNF704
CAND2,CAND2
ADA,ADA
WDR4,WDR4
BLVRB,BLVRB
ARMC5,ARMC5
SLC5A12,SLC5A12
MACIR,MACIR
BIRC2,BIRC2
GP1BB,GP1BB
BRD8,BRD8
TAOK2,TAOK2
GLCE,GLCE
EPHA6,EPHA6
CCDC51,CCDC51
RILPL1,RILPL1
EPS8,EPS8
KIAA0513,KIAA0513
IGSF9B,IGSF9B
EVI5,EVI5
LTA,LTA
STK32A,STK32A
NIPAL1,NIPAL1
HEBP2,HEBP2
MIS12,MIS12
ZFP1,ZFP1
SPRING1,SPRING1
PPP1R2,PPP1R2
PSD,PSD
DMD,DMD
ANKRD55,ANKRD55
RAD23B,RAD23B
AFAP1L2,AFAP1L2
SERPINE2,SERPINE2
PWP2,PWP2
GPR37,GPR37
PLXNB2,PLXNB2
PYM1,PYM1
ADAMTS16,ADAMTS16
KCNK13,KCNK13
TMEM37,TMEM37
ARL15,ARL15
PNMA8C,PNMA8C
AHCYL2,AHCYL2
MYO1G,MYO1G
ADRM1,ADRM1
ARHGAP26,ARHGAP26
EGLN2,EGLN2
ARRDC2,ARRDC2
TMEM184B,TMEM184B
INHBB,INHBB
KCNH4,KCNH4
THSD4,THSD4
KLHDC1,KLHDC1
ARL6IP1,ARL6IP1
AIRIM,AIRIM
ZNF793,ZNF793
UST,UST
CYHR1,ZFTRAF1
ERBIN,ERBIN
KLHL10,KLHL10
ELAPOR1,ELAPOR1
MAGED2,MAGED2
CUZD1,CUZD1
WDR1,WDR1
TM4SF4,TM4SF4
UBA5,UBA5
BLZF1,BLZF1
HEPH,HEPH
PTTG1,PTTG1
RNF123,RNF123
AIFM3,AIFM3
GRM5,GRM5
AURKA,AURKA
PEX13,PEX13
EOMES,EOMES
FBXO46,FBXO46
ARFRP1,ARFRP1
TM4SF18,TM4SF18
ZNF586,ZNF586
RAB9B,RAB9B
CNOT10,CNOT10
SDC2,SDC2
ZNF558,ZNF558
ADAMTS3,ADAMTS3
CPT1C,CPT1C
SLC13A3,SLC13A3
SLC35B3,SLC35B3
HCN4,HCN4
CANT1,CANT1
PRDM4,PRDM4
DISP2,DISP2
TRIM54,TRIM54
CDK15,CDK15
ITGB1BP1,ITGB1BP1
CTIF,CTIF
MED22,MED22
AP5S1,AP5S1
KRT19,KRT19
ZC3H12A,ZC3H12A
TET3,TET3
DDX52,DDX52
SMC2,SMC2
PDSS2,PDSS2
CASQ2,CASQ2
CDYL,CDYL
MTMR4,MTMR4
RPP25,RPP25
TRHR,TRHR
UTP6,UTP6
ZNRD2,ZNRD2
ATG4A,ATG4A
TNFSF18,TNFSF18
SHISAL1,SHISAL1
AICDA,AICDA
DNAJC5B,DNAJC5B
LRRC8E,LRRC8E
CD69,CD69
APOO,APOO
VPS35,VPS35
KDF1,KDF1
LAMB1,LAMB1
DIAPH3,DIAPH3
BNC1,BNC1
BIN1,BIN1
ATP8B4,ATP8B4
LZTS1,LZTS1
UFL1,UFL1
FURIN,FURIN
P2RX3,P2RX3
P2RX7,P2RX7
RD3L,RD3L
GAD1,GAD1
MRPL12,MRPL12
CLTC,CLTC
C21orf91,C21orf91
TSC22D4,TSC22D4
CHST6,CHST6
CDH18,CDH18
SLC6A20,SLC6A20
LRFN2,LRFN2
SH3RF1,SH3RF1
GEM,GEM
KRT5,KRT5
SHISA4,SHISA4
HID1,HID1
AKAP14,AKAP14
MYCL,MYCL
NRTN,NRTN
TMEM79,TMEM79
ITGA7,ITGA7
ATXN1L,ATXN1L
EPHA3,EPHA3
ATP2C1,ATP2C1
CCNF,CCNF
ARHGAP10,ARHGAP10
NAPEPLD,NAPEPLD
KIN,KIN
IDH3G,IDH3G
CLSTN1,CLSTN1
SENP2,SENP2
IL4I1,IL4I1
ZBTB46,ZBTB46
LARS1,LARS1
PRDM11,PRDM11
MEGF8,MEGF8
ZC3H13,ZC3H13
BORCS5,BORCS5
CAMKK2,CAMKK2
ZNF599,ZNF599
CRH,CRH
GPR162,GPR162
DYRK3,DYRK3
PAFAH2,PAFAH2
SIT1,SIT1
PAK1IP1,PAK1IP1
USP37,USP37
FPGS,FPGS
SPTY2D1,SPTY2D1
BDKRB2,BDKRB2
HERPUD1,HERPUD1
RGP1,RGP1
ZC3H18,ZC3H18
NEURL4,NEURL4
NKAPD1,NKAPD1
RD3,RD3
KCNJ11,KCNJ11
PIPOX,PIPOX
ZNF414,ZNF414
HTR1B,HTR1B
PLA2G12B,PLA2G12B
PTPN12,PTPN12
ZNF41,ZNF41
STRIP1,STRIP1
VPS18,VPS18
ABLIM1,ABLIM1
HGS,HGS
CCDC184,CCDC184
CSRP3,CSRP3
MARK3,MARK3
SSU72L6,SSU72L6
MRPS11,MRPS11
TIMM22,TIMM22
ITPA,ITPA
PTCD2,PTCD2
POFUT1,POFUT1
DUOX1,DUOX1
SLC22A5,SLC22A5
GTPBP10,GTPBP10
NTN3,NTN3
SLC5A7,SLC5A7
TCF4,TCF4
CDKAL1,CDKAL1
AP3S1,AP3S1
IL18,IL18
DDIT4L,DDIT4L
HIBCH,HIBCH
PERP,PERP
QSER1,QSER1
SEMA3A,SEMA3A
ZKSCAN8,ZKSCAN8
PI4K2B,PI4K2B
IREB2,IREB2
TBC1D8,TBC1D8
DAB2,DAB2
MRPL38,MRPL38
OPTN,OPTN
PDE1C,PDE1C
SYTL4,SYTL4
MRPL11,MRPL11
KIF23,KIF23
SEC11C,SEC11C
PMVK,PMVK
MPP7,MPP7
ATP5F1A,ATP5F1A
ZCCHC10,ZCCHC10
LONP1,LONP1
POC5,POC5
ABL1,ABL1
DLK2,DLK2
DLK1,DLK1
PKLR,PKLR
NT5E,NT5E
NPY2R,NPY2R
FHIP2A,FHIP2A
LRCH2,LRCH2
ATXN7L1,ATXN7L1
SMARCAL1,SMARCAL1
ZBTB3,ZBTB3
FUBP3,FUBP3
DISP1,DISP1
COPB1,COPB1
CCN1,CCN1
LDHAL6B,LDHAL6B
CEP85,CEP85
KRR1,KRR1
SEMA4A,SEMA4A
PCCB,PCCB
NPHP3,NPHP3
COMMD1,COMMD1
PARP2,PARP2
SHISAL2A,SHISAL2A
CAP1,CAP1
TTC22,TTC22
IL1R1,IL1R1
GGCX,GGCX
PARL,PARL
RPS6KA2,RPS6KA2
EPOP,EPOP
DENND2B,DENND2B
NDNF,NDNF
POLR1B,POLR1B
PODN,PODN
DGKE,DGKE
HRAS,HRAS
TMEM205,TMEM205
ACTN3,ACTN3
PWWP2A,PWWP2A
SLC39A6,SLC39A6
HTR1D,HTR1D
CCNI,CCNI
ZNF425,ZNF425
TM6SF2,TM6SF2
PTGES2,PTGES2
DCAF5,DCAF5
PPIG,PPIG
HPS5,HPS5
SYTL5,SYTL5
SPOUT1,SPOUT1
SLC30A7,SLC30A7
AGPAT3,AGPAT3
PPP1R7,PPP1R7
TRABD,TRABD
GLI4,GLI4
CRIPTO,CRIPTO
CLEC5A,CLEC5A
MOCS2,MOCS2
RPL18,RPL18
MIR626,MIR626
C1QBP,C1QBP
SEMA3C,SEMA3C
INPP4B,INPP4B
EZH1,EZH1
KCNJ15,KCNJ15
USP25,USP25
SERPINB5,SERPINB5
CDKL5,CDKL5
ZNF836,ZNF836
CIB3,CIB3
TNNI1,TNNI1
GPX7,GPX7
RAD54L,RAD54L
CDC6,CDC6
TRPA1,TRPA1
XKR9,XKR9
NEK6,NEK6
OLFML2A,OLFML2A
EDEM3,EDEM3
MKS1,MKS1
FTO,FTO
MARVELD2,MARVELD2
TRPC6,TRPC6
KLHL23,KLHL23
CCN6,CCN6
RBBP9,RBBP9
CLEC19A,CLEC19A
C19orf84,C19orf84
LPAR5,LPAR5
RANGRF,RANGRF
LIAS,LIAS
ARPC1B,ARPC1B
TRAT1,TRAT1
APLP1,APLP1
BARX2,BARX2
BRD2,BRD2
SNX1,SNX1
LRRC2,LRRC2
SCYL3,SCYL3
LRRC58,LRRC58
FBXO33,FBXO33
SLC22A3,SLC22A3
SYNE1,SYNE1
OGDHL,OGDHL
CRISP2,CRISP2
LPGAT1,LPGAT1
RORA,RORA
PPID,PPID
FAM219A,FAM219A
NRON,NRON
PIGS,PIGS
HELZ,HELZ
CTTNBP2,CTTNBP2
KCNH8,KCNH8
NAT16,NAT16
ZNF564,ZNF564
GLP2R,GLP2R
EPG5,EPG5
PAMR1,PAMR1
GPAM,GPAM
PAPOLG,PAPOLG
LRRC20,LRRC20
POPDC2,POPDC2
TNFRSF17,TNFRSF17
TNFAIP8L2,TNFAIP8L2
MEF2B,MEF2B
RAX2,RAX2
G2E3,G2E3
ZBTB4,ZBTB4
EXTL3,EXTL3
MLXIP,MLXIP
SYDE1,SYDE1
SLC22A13,SLC22A13
CBS,CBS
MCM5,MCM5
CCDC34,CCDC34
CTNNAL1,CTNNAL1
HKDC1,HKDC1
SLC22A6,SLC22A6
DCHS1,DCHS1
FMNL1,FMNL1
ABI3,ABI3
ZNF18,ZNF18
MTMR9,MTMR9
SAYSD1,SAYSD1
TNFSF4,TNFSF4
CD163L1,CD163L1
USP20,USP20
GPR149,GPR149
KIF13B,KIF13B
CCT8,CCT8
WFIKKN1,WFIKKN1
SLC6A15,SLC6A15
TRPM1,TRPM1
ITPRIP,ITPRIP
SH3RF2,SH3RF2
AMOT,AMOT
PLLP,PLLP
STAC3,STAC3
CD3G,CD3G
SLC39A13,SLC39A13
C1orf52,C1orf52
CBFB,CBFB
ANKRD6,ANKRD6
MTIF2,MTIF2
SPATS2,SPATS2
UNC13D,UNC13D
PLEKHA8,PLEKHA8
SUOX,SUOX
OBI1,OBI1
RANBP17,RANBP17
RFX2,RFX2
LETMD1,LETMD1
CSRNP2,CSRNP2
FAM237A,FAM237A
GAB1,GAB1
ADK,ADK
WLS,WLS
ZCCHC7,ZCCHC7
PNISR,PNISR
AK7,AK7
DEF8,DEF8
TNS3,TNS3
ANKRD16,ANKRD16
CILK1,CILK1
BNIP1,BNIP1
RUSC1,RUSC1
LTBP4,LTBP4
FAM20A,FAM20A
UGT8,UGT8
SLC2A10,SLC2A10
NPR3,NPR3
LRRFIP2,LRRFIP2
NCSTN,NCSTN
ARHGAP29,ARHGAP29
PNN,PNN
SERTAD4,SERTAD4
GPR15,GPR15
CENPM,CENPM
IL1RN,IL1RN
SNTB2,SNTB2
APRT,APRT
IL17B,IL17B
GCG,GCG
SLC39A5,SLC39A5
SLC4A7,SLC4A7
MCM7,MCM7
P2RY8,P2RY8
SKAP2,SKAP2
KLF8,KLF8
TMOD1,TMOD1
ASXL2,ASXL2
HEXA,HEXA
DQX1,DQX1
SLC9A5,SLC9A5
ZBTB17,ZBTB17
NBR1,NBR1
LRRN1,LRRN1
GJA5,GJA5
GPR20,GPR20
TMEM208,TMEM208
C19orf67,C19orf67
CREBZF,CREBZF
ZBTB8OS,ZBTB8OS
SCIN,SCIN
ATP1B4,ATP1B4
RBAK,RBAK
CCN3,CCN3
G6PC1,G6PC1
POMC,POMC
SOCS6,SOCS6
ARSB,ARSB
TBX21,TBX21
PDE4C,PDE4C
GRWD1,GRWD1
COL16A1,COL16A1
RBP3,RBP3
NPM3,NPM3
PCNP,PCNP
LPCAT1,LPCAT1
ZBTB39,ZBTB39
CNBP,CNBP
STK35,STK35
KIF20A,KIF20A
DSN1,DSN1
FAT4,FAT4
PTPN13,PTPN13
MYO7A,MYO7A
ITGA3,ITGA3
PAF1,PAF1
CCR1,CCR1
FBXO32,FBXO32
TNS2,TNS2
BMPR1B,BMPR1B
SETBP1,SETBP1
PAM,PAM
OTC,OTC
KLHDC8B,KLHDC8B
BLOC1S6,BLOC1S6
HAPLN1,HAPLN1
GYG1,GYG1
TTC8,TTC8
HELLS,HELLS
DOP1B,DOP1B
TMEM260,TMEM260
UTP15,UTP15
GMEB2,GMEB2
PSMD6,PSMD6
SLK,SLK
THPO,THPO
FPR3,FPR3
ZNF132,ZNF132
S1PR2,S1PR2
DCST1,DCST1
CDH1,CDH1
EEA1,EEA1
FGR,FGR
CHRNA2,CHRNA2
CALD1,CALD1
MIR518E,MIR518E
STK40,STK40
MCEE,MCEE
AGMAT,AGMAT
CCR5,CCR5
NLN,NLN
KERA,KERA
IL20,IL20
TMOD3,TMOD3
QRSL1,QRSL1
ANKRD42,ANKRD42
TXK,TXK
CAT,CAT
ADAR,ADAR
EIF2B2,EIF2B2
SOAT2,SOAT2
KCNS1,KCNS1
TBC1D23,TBC1D23
PPFIBP2,PPFIBP2
NDUFAF4,NDUFAF4
ST3GAL2,ST3GAL2
TSEN15,TSEN15
AGR2,AGR2
ANKRD27,ANKRD27
TGDS,TGDS
CYP4V2,CYP4V2
CRYGB,CRYGB
FAM98C,FAM98C
PLEK,PLEK
TRAPPC6A,TRAPPC6A
CDC25A,CDC25A
SLC2A2,SLC2A2
GALR1,GALR1
TF,TF
HIF1AN,HIF1AN
TMEM255A,TMEM255A
TTYH3,TTYH3
LCA5,LCA5
KAT6A,KAT6A
CNTNAP5,CNTNAP5
ARHGEF26,ARHGEF26
TRPV4,TRPV4
THSD7A,THSD7A
ADISSP,ADISSP
GET1,GET1
ENTPD1,ENTPD1
CRYGA,CRYGA
TCEA3,TCEA3
ZSCAN16,ZSCAN16
CAPG,CAPG
FSHR,FSHR
AKAP17A,AKAP17A
GADL1,GADL1
KIAA0408,KIAA0408
JUNB,JUNB
LRRC69,LRRC69
GPR148,GPR148
RPH3A,RPH3A
AP3D1,AP3D1
NOD2,NOD2
ZBED5,ZBED5
CEBPB,CEBPB
SFMBT1,SFMBT1
PTPRK,PTPRK
SLC35B2,SLC35B2
STK3,STK3
LUZP2,LUZP2
PRPH2,PRPH2
EFNB1,EFNB1
PTP4A3,PTP4A3
PROM1,PROM1
HCAR1,HCAR1
TTC31,TTC31
CMTM8,CMTM8
CALHM1,CALHM1
FAM180A,FAM180A
PDIA5,PDIA5
G6PC3,G6PC3
MYL5,MYL5
TSFM,TSFM
HPF1,HPF1
MBD5,MBD5
FAM98A,FAM98A
DAZAP1,DAZAP1
MTMR10,MTMR10
TCF19,TCF19
UMOD,UMOD
DHCR24,DHCR24
TAF15,TAF15
TAF4B,TAF4B
MFSD13A,MFSD13A
CHRNG,CHRNG
TSHZ2,TSHZ2
NKTR,NKTR
PEG3,PEG3
PTN,PTN
LRRC75A,LRRC75A
NENF,NENF
SH2D3C,SH2D3C
CCNG2,CCNG2
TXNDC12,TXNDC12
TPPP2,TPPP2
LTBP1,LTBP1
COL6A3,COL6A3
ANKRD12,ANKRD12
ZNF445,ZNF445
CASKIN2,CASKIN2
PDE6C,PDE6C
PROSER1,PROSER1
MED23,MED23
IL1RAPL2,IL1RAPL2
ZNF341,ZNF341
NVL,NVL
SKIL,SKIL
CATIP,CATIP
SIDT2,SIDT2
RPL4,RPL4
BBS5,BBS5
FRMD3,FRMD3
DEPDC7,DEPDC7
PAK6,PAK6
ETV5,ETV5
FH,FH
COL10A1,COL10A1
ZNF576,ZNF576
THEMIS,THEMIS
SRR,SRR
MANSC4,MANSC4
SHD,SHD
PSMD5,PSMD5
CALCR,CALCR
HSPA14,HSPA14
DNTT,DNTT
CYP51A1,CYP51A1
TRMT10A,TRMT10A
DMXL1,DMXL1
ALG6,ALG6
UBXN4,UBXN4
P4HB,P4HB
CILP,CILP
IBTK,IBTK
NRP2,NRP2
PLEKHM3,PLEKHM3
SLC7A5,SLC7A5
SLC41A3,SLC41A3
COX4I1,COX4I1
CLIP1,CLIP1
HLTF,HLTF
PLEKHD1,PLEKHD1
ZNF157,ZNF157
IARS2,IARS2
PIK3C2A,PIK3C2A
SEMA4G,SEMA4G
MYH1,MYH1
CSNK1A1L,CSNK1A1L
CYSLTR1,CYSLTR1
EXTL2,EXTL2
RRH,RRH
DGAT2L6,DGAT2L6
GPR65,GPR65
CACTIN,CACTIN
KLK7,KLK7
SNTA1,SNTA1
FOXO4,FOXO4
NYAP1,NYAP1
CFAP221,CFAP221
SHMT2,SHMT2
ACMSD,ACMSD
TOR1B,TOR1B
SNX25,SNX25
HHATL,HHATL
SRP72,SRP72
ZBTB33,ZBTB33
PIGW,PIGW
CDK18,CDK18
GPR82,GPR82
TBP,TBP
MSH5,MSH5
NEDD9,NEDD9
TAS1R2,TAS1R2
PAXBP1,PAXBP1
ZNF335,ZNF335
THUMPD2,THUMPD2
E2F4,E2F4
GLRX3,GLRX3
ITGB3,ITGB3
SGSH,SGSH
POGLUT2,POGLUT2
PM20D1,PM20D1
ZC3HC1,ZC3HC1
PSTPIP2,PSTPIP2
NR2C2AP,NR2C2AP
TNNI3K,TNNI3K
SLC30A6,SLC30A6
CEP19,CEP19
PDHX,PDHX
ZG16,ZG16
TCTE1,TCTE1
CLDND2,CLDND2
RFTN2,RFTN2
GEMIN6,GEMIN6
DARS1,DARS1
TCAP,TCAP
CTSV,CTSV
ACAP3,ACAP3
NCKAP5L,NCKAP5L
B3GALNT2,B3GALNT2
LIPG,LIPG
EZH2,EZH2
VEPH1,VEPH1
SEMA4C,SEMA4C
GPR146,GPR146
GPR33,GPR33
ADAM23,ADAM23
CNTNAP2,CNTNAP2
LIPC,LIPC
NRDE2,NRDE2
NKAP,NKAP
SYNJ2,SYNJ2
CDKN2D,CDKN2D
ZFP36,ZFP36
WDR75,WDR75
CGRRF1,CGRRF1
EIF1AD,EIF1AD
MYOT,MYOT
IFNG,IFNG
HSF4,HSF4
CNGA2,CNGA2
MYL2,MYL2
FANCI,FANCI
AGR3,AGR3
NUDC,NUDC
PRDM10,PRDM10
TMEM67,TMEM67
ALOX12,ALOX12
ELF4,ELF4
CAPRIN2,CAPRIN2
GDE1,GDE1
IL12RB1,IL12RB1
AKAP10,AKAP10
CAMSAP2,CAMSAP2
VIL1,VIL1
TCAIM,TCAIM
C6orf136,C6orf136
SLFN12,SLFN12
NUAK1,NUAK1
KY,KY
NCAPG2,NCAPG2
TMEM39B,TMEM39B
SCD5,SCD5
GRAP2,GRAP2
SCARNA7,SCARNA7
SCARNA10,SCARNA10
OXNAD1,OXNAD1
ZNF540,ZNF540
MMADHC,MMADHC
GLIPR2,GLIPR2
FFAR2,FFAR2
DNAJC21,DNAJC21
PCYOX1L,PCYOX1L
SLC1A2,SLC1A2
CRYZ,CRYZ
TTC21B,TTC21B
KCTD13,KCTD13
NIT1,NIT1
GIMAP4,GIMAP4
MYOCD,MYOCD
DNPEP,DNPEP
TET1,TET1
MAN2A2,MAN2A2
TIPARP,TIPARP
LRP1B,LRP1B
RMC1,RMC1
AJAP1,AJAP1
CCNE1,CCNE1
P2RY6,P2RY6
NPBWR1,NPBWR1
GNRHR,GNRHR
FAM20B,FAM20B
TXNDC16,TXNDC16
ADAM9,ADAM9
FGD2,FGD2
KCNS3,KCNS3
SERPINF2,SERPINF2
ANGPTL1,ANGPTL1
NAIF1,NAIF1
C1orf198,C1orf198
POLR2A,POLR2A
TC2N,TC2N
NOS1,NOS1
COL4A2,COL4A2
ESPL1,ESPL1
NR4A1,NR4A1
AP1S3,AP1S3
RARRES2,RARRES2
DPH2,DPH2
MED17,MED17
FBXL12,FBXL12
RSL24D1,RSL24D1
ZNF71,ZNF71
RPP25L,RPP25L
DYSF,DYSF
ERN1,ERN1
SFXN3,SFXN3
AEN,AEN
CYC1,CYC1
MRPL1,MRPL1
TRANK1,TRANK1
LSR,LSR
FRZB,FRZB
ALDH8A1,ALDH8A1
CEP164,CEP164
KRTCAP2,KRTCAP2
SLC28A1,SLC28A1
TMEM138,TMEM138
LY86,LY86
IL15,IL15
CAV2,CAV2
TMEM68,TMEM68
SLC30A10,SLC30A10
MYH4,MYH4
HS6ST2,HS6ST2
CAMKMT,CAMKMT
DEGS2,DEGS2
MAFB,MAFB
MRPS35,MRPS35
TAS2R40,TAS2R40
CALHM2,CALHM2
AQP4,AQP4
MYH8,MYH8
LDHD,LDHD
PIGA,PIGA
ETV4,ETV4
FAT2,FAT2
EHF,EHF
RBKS,RBKS
RNF113B,RNF113B
DDX4,DDX4
IRX5,IRX5
DZIP3,DZIP3
PECR,PECR
RELN,RELN
TSR1,TSR1
RPP30,RPP30
LRSAM1,LRSAM1
SLC6A14,SLC6A14
ANXA4,ANXA4
ZNF780A,ZNF780A
KCTD17,KCTD17
NDC80,NDC80
TOR2A,TOR2A
LRRC46,LRRC46
PTPRA,PTPRA
PLXND1,PLXND1
ITGB7,ITGB7
DOK1,DOK1
MAN1A2,MAN1A2
EPN2,EPN2
ZZEF1,ZZEF1
CNIH3,CNIH3
BIK,BIK
SFT2D2,SFT2D2
NUBP1,NUBP1
MPHOSPH6,MPHOSPH6
LY96,LY96
DNAJA3,DNAJA3
GMFB,GMFB
TBC1D8B,TBC1D8B
LMOD3,LMOD3
ZNF227,ZNF227
ZNF182,ZNF182
CTTNBP2NL,CTTNBP2NL
GABRR1,GABRR1
GPR55,GPR55
NUBPL,NUBPL
SPRY1,SPRY1
INTS2,INTS2
KLHL33,KLHL33
ANKAR,ANKAR
KAT6B,KAT6B
ZNF470,ZNF470
NKX2-8,NKX2-8
B4GALT2,B4GALT2
FYTTD1,FYTTD1
SLC5A6,SLC5A6
PPOX,PPOX
TRIM72,TRIM72
ASB12,ASB12
SRD5A3,SRD5A3
SFT2D1,SFT2D1
TP73,TP73
NAALADL2,NAALADL2
ALS2CL,ALS2CL
ZNF790,ZNF790
TINAG,TINAG
ZNF563,ZNF563
TMEM127,TMEM127
MPPE1,MPPE1
SFRP5,SFRP5
CA5B,CA5B
TMCO4,TMCO4
TNMD,TNMD
BRCC3,BRCC3
WDR36,WDR36
MYD88,MYD88
RINT1,RINT1
PDS5A,PDS5A
ZFYVE9,ZFYVE9
ARHGAP15,ARHGAP15
HADHB,HADHB
SLC46A2,SLC46A2
ADAMTS15,ADAMTS15
KPNA6,KPNA6
ZNF195,ZNF195
GSTCD,GSTCD
GBP6,GBP6
COG4,COG4
LRRC73,LRRC73
RDH12,RDH12
FAIM2,FAIM2
RACGAP1,RACGAP1
IL36A,IL36A
YIPF2,YIPF2
TAS2R3,TAS2R3
OOSP2,OOSP2
CCDC42,CCDC42
SERINC3,SERINC3
ZBTB9,ZBTB9
NR1I2,NR1I2
C11orf54,C11orf54
UNC5B,UNC5B
GIPC2,GIPC2
HOXA11,HOXA11
