human gene name,mice gene name
UBQLN4,Ubqln4
TMIE,Tmie
PFKFB3,Pfkfb3
PCSK1,Pcsk1
ZBTB6,Zbtb6
SYPL2,Sypl2
OSBPL7,Osbpl7
MIRLET7A1,Mirlet7a-1
FMOD,Fmod
CLSTN1,Clstn1
IFT70B,Ift70b
IRF2,Irf2
FAM120C,Fam120c
OPLAH,Oplah
HSPA4L,Hspa4l
SHISA2,Shisa2
GLCCI1,Glcci1
POFUT2,Pofut2
SLC6A4,Slc6a4
ITM2C,Itm2c
LRRC75A,Lrrc75a
STX17,Stx17
GPS1,Gps1
MPP7,Mpp7
ADCY1,Adcy1
UBE4B,Ube4b
MIR125B1,Mir125b-1
IKBKB,Ikbkb
TNK2,Tnk2
HTR1B,Htr1b
USP33,Usp33
KDELR3,Kdelr3
FARSA,Farsa
CDC42EP3,Cdc42ep3
CTTN,Cttn
NOTCH2,Notch2
CHST15,Chst15
REM2,Rem2
AK3,Ak3
MSX2,Msx2
MTMR10,Mtmr10
RNF40,Rnf40
GRIP1,Grip1
POU2F3,Pou2f3
PARP1,Parp1
SORCS3,Sorcs3
ABRAXAS2,Abraxas2
TBC1D24,Tbc1d24
CLDN19,Cldn19
ARFIP1,Arfip1
YIF1A,Yif1a
ASB4,Asb4
EPHB4,Ephb4
NFAT5,Nfat5
PCDH20,Pcdh20
CMTM8,Cmtm8
SCHIP1,Schip1
MYBL1,Mybl1
ITGB1,Itgb1
ONECUT3,Onecut3
EHMT2,Ehmt2
BCKDHA,Bckdha
MAPK13,Mapk13
ADRA2A,Adra2a
ELOVL1,Elovl1
DAB2IP,Dab2ip
HNRNPAB,Hnrnpab
COG7,Cog7
DEF6,Def6
SLC48A1,Slc48a1
RFC2,Rfc2
APBA2,Apba2
TMEM87A,Tmem87a
LRCH2,Lrch2
PAPSS2,Papss2
WNT9B,Wnt9b
ID1,Id1
TSHZ1,Tshz1
TFAP2A,Tfap2a
ETFDH,Etfdh
MSH2,Msh2
DERA,Dera
UBE2J1,Ube2j1
USO1,Uso1
ITGAV,Itgav
RAB40B,Rab40b
ATG4A,Atg4a
NDUFS2,Ndufs2
KCNH8,Kcnh8
SLC25A30,Slc25a30
PSIP1,Psip1
EDEM1,Edem1
FAM118A,Fam118a
HUNK,Hunk
GULP1,Gulp1
PSAT1,Psat1
GINS2,Gins2
KLHL40,Klhl40
ZBTB17,Zbtb17
AICDA,Aicda
FBXO22,Fbxo22
ROR2,Ror2
PEDS1,Peds1
JARID2,Jarid2
SEC24C,Sec24c
PIANP,Pianp
NR4A3,Nr4a3
PXK,Pxk
CFAP298,Cfap298
GRXCR1,Grxcr1
KAT2B,Kat2b
SCN4A,Scn4a
THBS4,Thbs4
PCCB,Pccb
COLGALT2,Colgalt2
PNISR,Pnisr
NYAP2,Nyap2
GAB2,Gab2
BRPF3,Brpf3
MTMR1,Mtmr1
ZNF689,Zfp689
KREMEN1,Kremen1
ANKRD13D,Ankrd13d
ZDHHC22,Zdhhc22
PPARD,Ppard
CPEB1,Cpeb1
ADRA2C,Adra2c
RPN2,Rpn2
NFASC,Nfasc
ANAPC1,Anapc1
POLR3E,Polr3e
ZBTB44,Zbtb44
DEDD2,Dedd2
UNC5B,Unc5b
POLE4,Pole4
PAH,Pah
RABL3,Rabl3
ETV4,Etv4
CERS2,Cers2
RASGEF1A,Rasgef1a
STX12,Stx12
COL12A1,Col12a1
CCNG1,Ccng1
SPAST,Spast
C15orf61,2300009A05Rik
UBR1,Ubr1
RASSF3,Rassf3
CAMSAP2,Camsap2
DHDDS,Dhdds
UBALD1,Ubald1
MUSK,Musk
PTPN7,Ptpn7
ALDH1L1,Aldh1l1
SZT2,Szt2
PDGFA,Pdgfa
E2F4,E2f4
C2CD5,C2cd5
HAND1,Hand1
GABRD,Gabrd
CELSR3,Celsr3
IRF4,Irf4
TMEM215,Tmem215
CLDN16,Cldn16
REEP3,Reep3
SLC35E3,Slc35e3
SRSF11,Srsf11
RNF10,Rnf10
CCNE2,Ccne2
KDM6B,Kdm6b
SYN3,Syn3
ILF3,Ilf3
CENPB,Cenpb
SLC9A9,Slc9a9
COLEC12,Colec12
HNRNPLL,Hnrnpll
SLC7A10,Slc7a10
B4GALT2,B4galt2
AKAP8L,Akap8l
SNORA65,Snora65
PPARA,Ppara
ALDH1L2,Aldh1l2
TNNT1,Tnnt1
RAD50,Rad50
CIC,Cic
GTF2F1,Gtf2f1
OPN5,Opn5
ADCY4,Adcy4
HTRA1,Htra1
CHAC2,Chac2
DLK2,Dlk2
AGPAT3,Agpat3
ABCB7,Abcb7
DHX36,Dhx36
UBIAD1,Ubiad1
MLLT6,Mllt6
RAP1GAP,Rap1gap
MECP2,Mecp2
BPGM,Bpgm
ERO1A,Ero1a
LAPTM4B,Laptm4b
EDNRA,Ednra
ZNF76,Zfp523
POU2F1,Pou2f1
OSGIN2,Osgin2
RGS10,Rgs10
GLT8D2,Glt8d2
ANXA11,Anxa11
TRAPPC9,Trappc9
CDC123,Cdc123
MIR138-2,Mir138-2
CDKN2C,Cdkn2c
CALHM2,Calhm2
FAT3,Fat3
ZFPL1,Zfpl1
NTAN1,Ntan1
SETD3,Setd3
PHC1,Phc1
PRICKLE2,Prickle2
BBS1,Bbs1
HMGCLL1,Hmgcll1
LPAR2,Lpar2
EPHB6,Ephb6
SKOR2,Skor2
TGFBR2,Tgfbr2
PANK4,Pank4
UBE3B,Ube3b
SLMAP,Slmap
KCNJ16,Kcnj16
SLC35G2,Slc35g2
ENTPD7,Entpd7
MED29,Med29
HDAC9,Hdac9
MYBPC2,Mybpc2
GLDC,Gldc
SH3BP5,Sh3bp5
SLC27A4,Slc27a4
SNORD53B,Gm22858
CACNA1B,Cacna1b
MIR135A1,Mir135a-1
PLCB3,Plcb3
HDAC11,Hdac11
RORA,Rora
ADD3,Add3
PXDC1,Pxdc1
TPRG1L,Tprg1l
CREB3L1,Creb3l1
PDPR,Pdpr
TMEM163,Tmem163
SNUPN,Snupn
LTB4R2,Ltb4r2
DDX27,Ddx27
SUCLG1,Suclg1
TMEM68,Tmem68
CREBL2,Crebl2
TVP23B,Tvp23b
CAPN5,Capn5
BAX,Bax
PCK2,Pck2
PYCR2,Pycr2
PDK1,Pdk1
MSRB3,Msrb3
FSTL1,Fstl1
BSDC1,Bsdc1
ASCC3,Ascc3
TFIP11,Tfip11
TSSK2,Tssk2
WDR91,Wdr91
DLST,Dlst
TBX19,Tbx19
GRAP,Grap
ADCY9,Adcy9
ARID2,Arid2
TGFA,Tgfa
HAT1,Hat1
LRTM2,Lrtm2
ZSWIM4,Zswim4
ELK3,Elk3
RPF2,Rpf2
ETFB,Etfb
INSM1,Insm1
ANKRD54,Ankrd54
OXTR,Oxtr
SLC18A2,Slc18a2
TAFAZZIN,Tafazzin
ALS2,Als2
SLC25A42,Slc25a42
MED13L,Med13l
RNFT2,Rnft2
MIR181B2,Mir181b-2
CACNA1I,Cacna1i
ASH1L,Ash1l
CAMK1G,Camk1g
CRTC2,Crtc2
CACFD1,Cacfd1
BRD9,Brd9
KIAA0930,5031439G07Rik
MPC2,Mpc2
WDR44,Wdr44
RTL6,Rtl6
MICU3,Micu3
PTK7,Ptk7
SRPK2,Srpk2
SREBF2,Srebf2
ZFP91,Zfp91
HELT,Helt
FAM241B,Fam241b
CAMTA2,Camta2
OXCT1,Oxct1
FHL2,Fhl2
CARD11,Card11
OR10A5,Or10a5
KLHL31,Klhl31
MAPK7,Mapk7
ARHGAP23,Arhgap23
HTRA3,Htra3
CCN1,Ccn1
NEURL1B,Neurl1b
POR,Por
RALBP1,Ralbp1
PGAM2,Pgam2
CCDC158,Ccdc158
SCN2B,Scn2b
HYOU1,Hyou1
LZTS2,Lzts2
KIFBP,Kifbp
ZNF668,Zfp668
COL1A1,Col1a1
SAMD10,Samd10
ZNF189,Zfp189
PCDHGC3,Pcdhgc3
FIBIN,Fibin
NRSN1,Nrsn1
TAT,Tat
PNMA1,Pnma1
ANP32E,Anp32e
COX17,Cox17
SLC6A20,Slc6a20a
FGFR1OP2,Fgfr1op2
SCAP,Scap
GPR68,Gpr68
LMCD1,Lmcd1
PPP1R21,Ppp1r21
B4GALT7,B4galt7
FN1,Fn1
PARVA,Parva
STOML3,Stoml3
PSD,Psd
MIR1-1,Mir1a-1
CCND2,Ccnd2
MTM1,Mtm1
DPT,Dpt
GDPD1,Gdpd1
POGLUT2,Poglut2
FAM171A1,Fam171a1
EXOSC8,Exosc8
STK32B,Stk32b
PDCL,Pdcl
EMP3,Emp3
TRIM44,Trim44
EGR1,Egr1
DMWD,Dmwd
MYH14,Myh14
MAP3K20,Map3k20
GLP1R,Glp1r
PNO1,Pno1
SLC35B2,Slc35b2
PTPN3,Ptpn3
OSBPL1A,Osbpl1a
CDO1,Cdo1
MTHFD2,Mthfd2
TMEM65,Tmem65
KLHL42,Klhl42
CYTH4,Cyth4
TPPP,Tppp
USH1C,Ush1c
XKRX,Xkrx
SCG5,Scg5
DLG5,Dlg5
MICU1,Micu1
DOCK8,Dock8
RFX1,Rfx1
GDF5,Gdf5
ZFHX4,Zfhx4
SLC30A4,Slc30a4
MYNN,Mynn
SNORA63,Gm26447
KIAA2013,2510039O18Rik
CD81,Cd81
FNDC5,Fndc5
NECTIN4,Nectin4
ADAM17,Adam17
FAIM2,Faim2
CRYBB3,Crybb3
GALNT3,Galnt3
CLDN7,Cldn7
LRP3,Lrp3
SYK,Syk
CALHM1,Calhm1
CTXN3,Ctxn3
WWC1,Wwc1
ZNF653,Zfp653
FKBP8,Fkbp8
ALOX5AP,Alox5ap
CA3,Car3
TMEM135,Tmem135
PHLDB1,Phldb1
TPRA1,Tpra1
RSRC1,Rsrc1
ALDH4A1,Aldh4a1
VASH1,Vash1
MIR23A,Mir23a
ZC3H12C,Zc3h12c
OLFM2,Olfm2
AGL,Agl
ELF2,Elf2
CCDC93,Ccdc93
RGS17,Rgs17
C3orf80,1110032F04Rik
PER1,Per1
GSKIP,Gskip
PRMT6,Prmt6
ANO2,Ano2
SH2D4B,Sh2d4b
RHBDF2,Rhbdf2
BNIP3,Bnip3
M6PR,M6pr
SSBP1,Ssbp1
CIB4,Cib4
STXBP3,Stxbp3
PIGS,Pigs
NSMAF,Nsmaf
MYORG,Myorg
PLEC,Plec
GPR4,Gpr4
BAG6,Bag6
BPNT1,Bpnt1
CDC42BPB,Cdc42bpb
SHISA4,Shisa4
NYAP1,Nyap1
SMC2,Smc2
ANXA4,Anxa4
TRMT11,Trmt11
AAK1,Aak1
CPLX4,Cplx4
PCYT2,Pcyt2
TCF20,Tcf20
PPP1R13B,Ppp1r13b
NCOR1,Ncor1
ANKRD13C,Ankrd13c
IGSF3,Igsf3
MXD4,Mxd4
UROC1,Uroc1
ELAC1,Elac1
MIR28,Mir28a
NAV1,Nav1
PLEKHM3,Plekhm3
IRX2,Irx2
RAB13,Rab13
ADRA1A,Adra1a
ESD,Esd
GNMT,Gnmt
MIR652,Mir652
ALX3,Alx3
TSPAN15,Tspan15
CRYBA4,Cryba4
KANSL1,Kansl1
FANCD2OS,Fancd2os
FARP1,Farp1
GARS1,Gars1
NFKB2,Nfkb2
APCDD1,Apcdd1
MIR147B,Mir147
PDGFRA,Pdgfra
COL25A1,Col25a1
PRPS1L1,Prps1l1
ASH2L,Ash2l
GALR1,Galr1
CASTOR1,Castor1
PIKFYVE,Pikfyve
GATD1,Gatd1
TAF15,Taf15
AGK,Agk
ZDHHC8,Zdhhc8
EIF2B3,Eif2b3
TMEM165,Tmem165
INAFM2,Inafm2
CYB5R1,Cyb5r1
PSMG3,Psmg3
AAMDC,Aamdc
NGFR,Ngfr
CACNA1F,Cacna1f
TUBB1,Tubb1
PLEKHA3,Plekha3
SLC30A6,Slc30a6
WDR35,Wdr35
STARD7,Stard7
UBN2,Ubn2
ARVCF,Arvcf
SIKE1,Sike1
ALG9,Alg9
PLXDC2,Plxdc2
BRIX1,Brix1
TIMM50,Timm50
TRAPPC8,Trappc8
ETS2,Ets2
CDYL2,Cdyl2
NT5DC3,Nt5dc3
ARNT,Arnt
ZNF746,Zfp746
TNFAIP8,Tnfaip8
OPHN1,Ophn1
RIN2,Rin2
MACROH2A1,Macroh2a1
ATXN2L,Atxn2l
CNFN,Cnfn
ATAD3A,Atad3a
SPTLC1,Sptlc1
S100A10,S100a10
GHITM,Ghitm
NDUFV2,Ndufv2
SELENOF,Selenof
BBS7,Bbs7
NUP58,Gm49336
PHACTR1,Phactr1
EXOSC6,Exosc6
CUTC,Cutc
TAF10,Taf10
NIM1K,Nim1k
CLDN5,Cldn5
ANXA8,Anxa8
SH3BP4,Sh3bp4
ITGB5,Itgb5
LYPLA1,Lypla1
KLHL13,Klhl13
OR5M3,Or5m3
AGTR2,Agtr2
SNORA9,Snora9
PDRG1,Pdrg1
NHLH1,Nhlh1
WSCD2,Wscd2
BROX,Brox
CLXN,Clxn
BAIAP2L2,Baiap2l2
KRR1,Krr1
CAPNS2,Capns2
PLEK,Plek
GPR63,Gpr63
RIT2,Rit2
NR1H3,Nr1h3
NAGK,Nagk
ST8SIA1,St8sia1
CLDND1,Cldnd1
CDC45,Cdc45
SETDB1,Setdb1
RNU12,Rnu12
ELOVL4,Elovl4
USP31,Usp31
NHERF2,Nherf2
ACSL6,Acsl6
PNKD,Pnkd
SVOPL,Svopl
IRX3,Irx3
FRZB,Frzb
TES,Tes
ANO1,Ano1
KBTBD12,Kbtbd12
PTPN14,Ptpn14
MIR26A2,Mir26a-2
CAMKK2,Camkk2
SH2B1,Sh2b1
FABP4,Fabp4
UNC119,Unc119
RSPH9,Rsph9
TAFA4,Tafa4
WASF2,Wasf2
ATP11A,Atp11a
GALNT14,Galnt14
LRP1B,Lrp1b
RASSF8,Rassf8
TMEM8B,Tmem8b
MTCL2,Mtcl2
CHRNA10,Chrna10
TFPT,Tfpt
ATAD2B,Atad2b
C2orf42,C87436
SLC22A23,Slc22a23
DRAP1,Drap1
HAPLN2,Hapln2
BAZ1B,Baz1b
CCDC85A,Ccdc85a
ALX4,Alx4
SERTM2,Sertm2
SF1,Sf1
GTSF1,Gtsf1
NUP85,Nup85
POU1F1,Pou1f1
GLOD4,Glod4
EPB41L4B,Epb41l4b
SLC17A8,Slc17a8
CHRM3,Chrm3
NFKBIA,Nfkbia
CTIF,Ctif
ZBTB34,Zbtb34
TTC39A,Ttc39a
DIS3L,Dis3l
RGMA,Rgma
NELFE,Nelfe
SLC1A7,Slc1a7
SCRT2,Scrt2
ATP6V0A2,Atp6v0a2
DNAH8,Dnah8
ZFC3H1,Zfc3h1
ASF1B,Asf1b
MTR,Mtr
VPS26C,Vps26c
FRMPD3,Frmpd3
NR4A1,Nr4a1
ALAS1,Alas1
MIR26A1,Mir26a-1
SLC6A15,Slc6a15
MIR361,Mir361
MYL6B,Myl6b
ZPLD1,Zpld1
PDE6H,Pde6h
GPSM2,Gpsm2
APBB3,Apbb3
ADK,Adk
PGM2,Pgm2
ABCF1,Abcf1
VTA1,Vta1
GPR137C,Gpr137c
SPAG6,Spag6
STAM,Stam
EIF5B,Eif5b
CLIP2,Clip2
SFT2D2,Sft2d2
PARK7,Park7
CALN1,Caln1
SCAF8,Scaf8
NADK,Nadk
MYADML2,Myadml2
SLC35A1,Slc35a1
NCOA6,Ncoa6
MPV17,Mpv17
KDM3A,Kdm3a
COLGALT1,Colgalt1
CDK12,Cdk12
TRIM63,Trim63
ZFAND6,Zfand6
SMIM30,Smim30
DPH5,Dph5
ZC3H4,Zc3h4
PARD6B,Pard6b
CDKL4,Cdkl4
KRT25,Krt25
EDAR,Edar
PAQR5,Paqr5
RARS1,Rars1
TMEM150A,Tmem150a
TCIM,Tcim
TSC2,Tsc2
HTR2A,Htr2a
PDE5A,Pde5a
SGMS2,Sgms2
OCRL,Ocrl
HOXA7,Hoxa7
PRIMA1,Prima1
IGF1,Igf1
SHISA6,Shisa6
NSD3,Nsd3
MPDU1,Mpdu1
DKC1,Dkc1
OSBPL11,Osbpl11
CACNA1S,Cacna1s
CCAR2,Ccar2
STMP1,Stmp1
SELENOK,Selenok
ALDOA,Aldoa
OSBPL3,Osbpl3
ATF1,Atf1
PLXND1,Plxnd1
GRWD1,Grwd1
LANCL1,Lancl1
ARHGAP10,Arhgap10
BPNT2,Bpnt2
SLC43A2,Slc43a2
SCIN,Scin
ENPP2,Enpp2
SLC7A5,Slc7a5
SDHB,Sdhb
AK5,Ak5
IRX1,Irx1
SESN2,Sesn2
CHD9,Chd9
TSEN15,Tsen15
TBC1D15,Tbc1d15
SH3PXD2A,Sh3pxd2a
DNAH17,Dnah17
NFIB,Nfib
FRMD3,Frmd3
ARHGEF10L,Arhgef10l
AVL9,Avl9
INTS12,Ints12
ADPGK,Adpgk
CNTN3,Cntn3
MED15,Med15
GAREM1,Garem1
SLC20A2,Slc20a2
RNF44,Rnf44
ANO10,Ano10
CYCS,Cycs
AGR2,Agr2
IMMP2L,Immp2l
CRELD1,Creld1
KCNC3,Kcnc3
GRK3,Grk3
PPM1B,Ppm1b
ADRB1,Adrb1
ESYT2,Esyt2
JPH3,Jph3
SLC25A37,Slc25a37
SLC25A33,Slc25a33
TMEM245,Tmem245
APLNR,Aplnr
IGFBP4,Igfbp4
ZDHHC20,Zdhhc20
N4BP3,N4bp3
RRM2,Rrm2
RBBP9,Rbbp9
STK17B,Stk17b
CLDN12,Cldn12
APEH,Apeh
BMP2,Bmp2
PCSK6,Pcsk6
PIGK,Pigk
GABRA6,Gabra6
FAT4,Fat4
ARFGAP2,Arfgap2
METTL5,Mettl5
SIDT1,Sidt1
DSTYK,Dstyk
MIR9-2,Mir9-2
ABHD18,Abhd18
MCOLN1,Mcoln1
MSRB1,Msrb1
FNIP1,Fnip1
FBXO46,Fbxo46
RBMS3,Rbms3
RALGAPA2,Ralgapa2
ZFY,Zfx
DIXDC1,Dixdc1
OR4M1,Or4m1
OSBPL10,Osbpl10
LPAR3,Lpar3
MSMP,Msmp
GGA1,Gga1
YAF2,Yaf2
ZNF398,Zfp398
RBCK1,Rbck1
SGCE,Sgce
GALNT4,Galnt4
MIR1225,Gm54763
SIPA1L2,Sipa1l2
SLC38A9,Slc38a9
TDRKH,Tdrkh
SNORD46,Gm26330
CPEB2,Cpeb2
EIF4G1,Eif4g1
GPR87,Gpr87
PODN,Podn
LARP1,Larp1
NFKBIL1,Nfkbil1
CSGALNACT1,Csgalnact1
CEBPG,Cebpg
RHOU,Rhou
SNORD14D,Snord14d
SRPK1,Srpk1
LIM2,Lim2
PRR5L,Prr5l
DHPS,Dhps
POGLUT1,Poglut1
WWTR1,Wwtr1
SLC20A1,Slc20a1
TGFB1I1,Tgfb1i1
KDF1,Kdf1
PTPRO,Ptpro
POLDIP3,Poldip3
XYLT1,Xylt1
DHRS7C,Dhrs7c
H1-5,H1f5
SPEG,Speg
GUCA1A,Guca1a
TENT5B,Tent5b
TBC1D8,Tbc1d8
SIPA1L3,Sipa1l3
ZBTB48,Zbtb48
KRT71,Krt71
SIK3,Sik3
ZBTB25,Zbtb25
BCKDHB,Bckdhb
GPAA1,Gpaa1
MIR33A,Mir33
CLDN2,Cldn2
CAPZA3,Capza3
NUP107,Nup107
MTDH,Mtdh
GALNT9,Galnt9
MIRLET7C,Mirlet7c-1
ECT2,Ect2
PAPPA,Pappa
ZHX1,Zhx1
ABCD1,Abcd1
MGAT5B,Mgat5b
GRHL3,Grhl3
ZNF532,Zfp532
DENND6B,Dennd6b
NUAK1,Nuak1
CHSY3,Chsy3
TBC1D9B,Tbc1d9b
PLOD3,Plod3
TBC1D10A,Tbc1d10a
ATP5F1C,Atp5f1c
BAG5,Bag5
PLOD1,Plod1
SHISA7,Shisa7
FAM222A,Fam222a
DENND4A,Dennd4a
NPPC,Nppc
SEC31A,Sec31a
OTUD7B,Otud7b
KCNC4,Kcnc4
FSTL5,Fstl5
RAPH1,Raph1
CPD,Cpd
CEMIP,Cemip
NR1D2,Nr1d2
ATCAY,Atcay
COL4A5,Col4a5
SHC3,Shc3
FOXD3,Foxd3
AGR3,Agr3
BAHD1,Bahd1
SEMA5B,Sema5b
SLTM,Sltm
SLC44A1,Slc44a1
TXNDC12,Txndc12
ZBTB7B,Zbtb7b
WDR70,Wdr70
PDCD7,Pdcd7
IPPK,Ippk
SUSD4,Susd4
CA13,Car13
FAM117B,Fam117b
DNAJC25,Dnajc25
SH3KBP1,Sh3kbp1
SLC31A1,Slc31a1
MIR346,Mir346
TTC9B,Ttc9b
TMX3,Tmx3
KRT35,Krt35
HIBADH,Hibadh
LIMS2,Lims2
RETREG3,Retreg3
ABAT,Abat
CADM3,Cadm3
ARID1B,Arid1b
SNORD42B,Snord42b
SFT2D1,Sft2d1
TRIM72,Trim72
L3MBTL2,L3mbtl2
TRMT61A,Trmt61a
SYT5,Syt5
NXF1,Nxf1
PNPT1,Pnpt1
PPP1R14C,Ppp1r14c
DMD,Dmd
CSRNP2,Csrnp2
ANKRD63,Ankrd63
GFAP,Gfap
NPR3,Npr3
ARHGAP12,Arhgap12
ALKBH6,Alkbh6
STK32C,Stk32c
NTF4,Ntf5
MAL2,Mal2
DYM,Dym
GBE1,Gbe1
DDX55,Ddx55
JADE2,Jade2
PDXP,Pdxp
HACD3,Hacd3
EYA3,Eya3
TUBE1,Tube1
CNDP2,Cndp2
ZDHHC13,Zdhhc13
HKDC1,Hkdc1
KMT2A,Kmt2a
PLD1,Pld1
RPRML,Rprml
DPM1,Dpm1
RAPGEF6,Rapgef6
NUP98,Nup98
NDUFA7,Ndufa7
LARP6,Larp6
FCHSD1,Fchsd1
ARHGEF6,Arhgef6
SMPD3,Smpd3
SUCLA2,Sucla2
P4HTM,P4htm
P3H4,P3h4
DUS1L,Dus1l
MCOLN3,Mcoln3
PXDN,Pxdn
AP4B1,Ap4b1
DEK,Dek
DIS3,Dis3
SHTN1,Shtn1
TMEM38A,Tmem38a
UQCRH,Uqcrh
HELZ,Helz
MTCL3,Mtcl3
DCUN1D2,Dcun1d2
POGK,Pogk
GPR21,Gpr21
CLDN3,Cldn3
SIK2,Sik2
PEX7,Pex7
MIR200A,Mir200a
DDIT4,Ddit4
TMEM25,Tmem25
NUP37,Nup37
TRAK1,Trak1
GIGYF1,Gigyf1
IKZF1,Ikzf1
SLC41A2,Slc41a2
IMPDH1,Impdh1
UNC13C,Unc13c
EIF4E3,Eif4e3
TUBGCP2,Tubgcp2
PEX13,Pex13
DIAPH1,Diaph1
EIF3F,Eif3f
MEDAG,Medag
TCEANC2,Tceanc2
UXT,Uxt
TRIM36,Trim36
ATOSB,Atosb
IPO8,Ipo8
NOTCH1,Notch1
FBXO9,Fbxo9
PKN1,Pkn1
SELENOI,Selenoi
FNDC3A,Fndc3a
COL9A2,Col9a2
CREB3L2,Creb3l2
SLC34A1,Slc34a1
KLF4,Klf4
RFC4,Rfc4
IFT122,Ift122
OR51G2,Or51g2
TBXT,T
STAMBPL1,Stambpl1
PANK2,Pank2
ATIC,Atic
RBP2,Rbp2
METAP1D,Metap1d
SLC12A7,Slc12a7
SIN3B,Sin3b
PRPH2,Prph2
NR3C2,Nr3c2
MIR129-1,Mir129-1
ZZEF1,Zzef1
DUOX1,Duox1
ABCB4,Abcb4
UBAP1,Ubap1
WDR3,Wdr3
SYNJ2BP,Synj2bp
DRD1,Drd1
SLC6A13,Slc6a13
NPR1,Npr1
SMIM10L2A,Smim10l2a
LYRM9,Lyrm9
FGGY,Fggy
CHRNA9,Chrna9
HAPLN4,Hapln4
MYEF2,Myef2
SLC9A2,Slc9a2
DUSP16,Dusp16
COG6,Cog6
GCAT,Gcat
ATG2B,Atg2b
NAV2,Nav2
NIPSNAP2,Nipsnap2
CCDC177,Ccdc177
CHST10,Chst10
NOP16,Nop16
PRAF2,Praf2
NOTCH3,Notch3
EMX1,Emx1
GANAB,Ganab
COMP,Comp
TP53BP2,Trp53bp2
TP53I11,Trp53i11
DHX29,Dhx29
SLC25A35,Slc25a35
PHF24,Phf24
HES7,Hes7
RAB43,Rab43
ST3GAL4,St3gal4
BET1L,Bet1l
CMPK1,Cmpk1
CARNMT1,Carnmt1
BCL10,Bcl10
BEND3,Bend3
NOP56,Nop56
HNF4A,Hnf4a
MORC2,Morc2a
TAMALIN,Tamalin
COQ9,Coq9
MIR370,Mir370
LZTFL1,Lztfl1
BNIP2,Bnip2
MIB2,Mib2
ATP6V0C,Atp6v0c
HHATL,Hhatl
ADAMTSL1,Adamtsl1
NENF,Nenf
HSPA14,Hspa14
FOXJ2,Foxj2
KIF13A,Kif13a
TBC1D8B,Tbc1d8b
RWDD4,Rwdd4a
BRAP,Brap
COMMD4,Commd4
SNX32,Snx32
TNNI3K,Tnni3k
RIMS1,Rims1
BCL2,Bcl2
GFM1,Gfm1
PMPCA,Pmpca
DDX56,Ddx56
RBL2,Rbl2
XKR7,Xkr7
MPP3,Mpp3
AASDHPPT,Aasdhppt
SLC35B4,Slc35b4
SLC44A2,Slc44a2
C2CD2L,C2cd2l
TENT4B,Tent4b
FOXB2,Foxb2
CDH9,Cdh9
SQSTM1,Sqstm1
PCNX1,Pcnx1
GRSF1,Grsf1
PABPN1,Pabpn1
HIP1R,Hip1r
MAP1B,Map1b
EIF3B,Eif3b
SNORD83B,Snord83b
CLIC3,Clic3
ST6GALNAC5,St6galnac5
VWC2,Vwc2
DCAKD,Dcakd
STRADB,Stradb
MIR223,Mir223
SNORD58B,Snord58b
TST,Tst
CHTF8,Chtf8
PDLIM4,Pdlim4
USP4,Usp4
KCNA7,Kcna7
GRINA,Grina
ARHGAP33,Arhgap33
TBC1D30,Tbc1d30
CRAT,Crat
ITGBL1,Itgbl1
DCAF5,Dcaf5
OAT,Oat
GRID2IP,Grid2ip
SEMA4F,Sema4f
NSD2,Nsd2
RASSF1,Rassf1
RGS9,Rgs9
BRAF,Braf
TATDN1,Tatdn1
TPCN1,Tpcn1
CISH,Cish
SMG6,Smg6
FAM3A,Fam3a
ZMIZ2,Zmiz2
TM2D2,Tm2d2
CRYBA2,Cryba2
INO80C,Ino80c
RB1,Rb1
HMBS,Hmbs
NRG3,Nrg3
FSCN2,Fscn2
GPR37L1,Gpr37l1
ASPHD2,Asphd2
PHKA2,Phka2
PKLR,Pklr
ABLIM1,Ablim1
PPP4R4,Ppp4r4
AGPAT1,Agpat1
SLC35E1,Slc35e1
P4HA2,P4ha2
NADK2,Nadk2
SLC4A5,Slc4a5
PCK1,Pck1
GLT8D1,Glt8d1
BCAP31,Bcap31
HTT,Htt
SEMA4G,Sema4g
DOCK6,Dock6
PCMTD2,Pcmtd2
MIR7-1,Mir7-1
ELMO3,Elmo3
DCAF15,Dcaf15
HADHB,Hadhb
SPTB,Sptb
NFS1,Nfs1
RABGGTA,Rabggta
THSD7A,Thsd7a
TOR1A,Tor1a
EMC9,Emc9
WDR26,Wdr26
PAX1,Pax1
TMC7,Tmc7
PRKRIP1,Prkrip1
PRRX2,Prrx2
PARD3,Pard3
GOPC,Gopc
FOSL1,Fosl1
KRT14,Krt14
BTBD6,Btbd6
ZFP36L2,Zfp36l2
CFAP52,Cfap52
MRC2,Mrc2
CFAP36,Cfap36
BCORL1,Bcorl1
ANGEL1,Angel1
PCGF5,Pcgf5
GOT1,Got1
GAS8,Gas8
AUH,Auh
SNORA19,Snora19
PKIG,Pkig
R3HDM1,R3hdm1
ERBB3,Erbb3
SLC35B3,Slc35b3
POLE,Pole
TBC1D7,Tbc1d7
MIR199A1,Mir199a-1
CHRNA3,Chrna3
S1PR2,S1pr2
SLC45A3,Slc45a3
CD2BP2,Cd2bp2
ZNF652,Zfp652
PEX16,Pex16
COL4A1,Col4a1
UPK1B,Upk1b
MIR155,Mir155
SLC5A2,Slc5a2
SCARA3,Scara3
MYOZ1,Myoz1
SNX9,Snx9
MIR133B,Mir133b
