gorilla gene name,rhesus_macaque gene name
FYTTD1,FYTTD1
CAP2,CAP2
PEX5,PEX5
LRRC10,LRRC10
NFAT5,NFAT5
UBR3,UBR3
BBS7,BBS7
C1QTNF7,C1QTNF7
RPN2,RPN2
C12orf4,FERRY3
SPEGNB,SPEGNB
NIM1K,NIM1K
PPP1R3C,PPP1R3C
FAM135B,FAM135B
RTN4IP1,RTN4IP1
SNORA4,SNORA4
DPP3,DPP3
ASZ1,ASZ1
INSIG1,INSIG1
TNFAIP6,TNFAIP6
ETV6,ETV6
C1GALT1C1,C1GALT1C1
ZBTB25,ZBTB25
ERGIC3,ERGIC3
SNORD45C,SNORD45C
TRPV3,TRPV3
CBR4,CBR4
SNORD17,SNORD17
PARD3B,PARD3B
PDE6B,PDE6B
LRP4,LRP4
STX18,STX18
DENND2C,DENND2C
GIT1,GIT1
OLFML2A,OLFML2A
DLL4,DLL4
FAM81A,FAM81A
SPTLC3,SPTLC3
ZSCAN21,ZSCAN21
ZNF644,ZNF644
AGTR1,AGTR1
LNP1,LNP1
NRTN,NRTN
TMEM79,TMEM79
GUCY1A2,GUCY1A2
SOWAHD,SOWAHD
MYD88,MYD88
ISG20L2,ISG20L2
LNX1,LNX1
PHF2,PHF2
IQGAP3,IQGAP3
ENOX2,ENOX2
NCCRP1,NCCRP1
THAP9,THAP9
ZNF687,ZNF687
LPAR3,LPAR3
ABCD1,ABCD1
APBB2,APBB2
SMPD1,SMPD1
CCIN,CCIN
CELSR2,CELSR2
KMT2D,KMT2D
NR0B1,NR0B1
RFC5,RFC5
USP24,USP24
WRAP53,WRAP53
PRRC2B,PRRC2B
UNG,UNG
OTULIN,OTULIN
THNSL1,THNSL1
SEMA3G,SEMA3G
BSCL2,BSCL2
ALG6,ALG6
CAMK2B,CAMK2B
SCP2,SCP2
MTHFD1L,MTHFD1L
ADORA2B,ADORA2B
NKAPD1,NKAPD1
HMX2,HMX2
MIR450B,mml-mir-450b
IPO5,IPO5
IARS2,IARS2
SLC16A4,SLC16A4
BLTP3A,BLTP3A
LZTS3,LZTS3
MCL1,MCL1
TNK1,TNK1
GTF2E1,GTF2E1
PLD2,PLD2
SFMBT2,SFMBT2
IFRD2,IFRD2
ZNF740,ZNF740
PBDC1,PBDC1
ANOS1,ANOS1
RARS1,RARS1
USP16,USP16
MTFR1L,MTFR1L
PRKN,PRKN
UTP25,UTP25
TULP1,TULP1
BBOX1,BBOX1
HTATSF1,HTATSF1
DPPA5,DPPA5
KLB,KLB
ARID5B,ARID5B
F2R,F2R
CHRNA3,CHRNA3
XAB2,XAB2
UPRT,UPRT
PPM1B,PPM1B
SMARCA2,SMARCA2
NUP85,NUP85
ARSJ,ARSJ
C17orf113,C16H17orf113
HCFC1,HCFC1
DAB2,DAB2
MIR34C,mml-mir-34c
PSMB5,PSMB5
B3GALNT2,B3GALNT2
MOS,MOS
CENPK,CENPK
C8orf34,C8H8orf34
KATNAL2,KATNAL2
PFKFB2,PFKFB2
NDUFAF7,NDUFAF7
APC,APC
ECHDC1,ECHDC1
SLC15A2,SLC15A2
SUPV3L1,SUPV3L1
TYRP1,TYRP1
PIK3AP1,PIK3AP1
POC5,POC5
POLL,POLL
U5,U5
GUCA2A,GUCA2A
OXSM,OXSM
SDHAF1,SDHAF1
SNORA21,SNORA21
ARPP21,ARPP21
PTPRZ1,PTPRZ1
RNF145,RNF145
FGF5,FGF5
CHL1,CHL1
C19orf47,C19H19orf47
RAB3C,RAB3C
CCDC182,CCDC182
SKI,SKI
PDK3,PDK3
FAM98A,FAM98A
THAP2,THAP2
NAT10,NAT10
PCNX2,PCNX2
FOXN1,FOXN1
MRGPRF,MRGPRF
PHF7,PHF7
AMOTL2,AMOTL2
FDPS,FDPS
KCNJ16,KCNJ16
APOBEC2,APOBEC2
ADAMTS9,ADAMTS9
CCDC171,CCDC171
AP4B1,AP4B1
PTAFR,PTAFR
ALKBH6,ALKBH6
ZNF25,ZNF25
SLC37A3,SLC37A3
OPRK1,OPRK1
CCT8,CCT8
SLC10A4,SLC10A4
NUP155,NUP155
FANCI,FANCI
TTC22,TTC22
APBB3,APBB3
MYCBP2,MYCBP2
CFAP58,CFAP58
HYAL3,HYAL3
E2F6,E2F6
NUGGC,NUGGC
ZC3H13,ZC3H13
ZNF451,ZNF451
ARHGAP18,ARHGAP18
XBP1,XBP1
TAT,TAT
EIF2AK3,EIF2AK3
PPM1D,PPM1D
SYBU,SYBU
WHRN,WHRN
FGR,FGR
MAP7D2,MAP7D2
SETD5,SETD5
MCHR2,MCHR2
SPATC1L,SPATC1L
REM2,REM2
NAMPT,NAMPT
ACACA,ACACA
ENPP4,ENPP4
TOGARAM1,TOGARAM1
TAF2,TAF2
SCN5A,SCN5A
CCDC18,CCDC18
CHAC1,CHAC1
SLC10A6,SLC10A6
HTR1D,HTR1D
FFAR4,FFAR4
AKAP6,AKAP6
WDR17,WDR17
LRMDA,LRMDA
C1orf210,C1H1orf210
TMEM256,TMEM256
NRG3,NRG3
ITGA10,ITGA10
LRRC30,LRRC30
STAM2,STAM2
MIP,MIP
MMP11,MMP11
EYA1,EYA1
BRWD1,BRWD1
IKZF2,IKZF2
GNG4,GNG4
MIR583,mml-mir-583
GPATCH3,GPATCH3
SQOR,SQOR
CHRNA10,CHRNA10
SNORD113-6,SNORD113-6
POMT2,POMT2
SNORD114-17,SNORD114-17
SNORD114-14,SNORD114-14
ATCAY,ATCAY
TASOR,TASOR
WDR4,WDR4
SLC37A2,SLC37A2
PPIL6,PPIL6
MDN1,MDN1
CCDC150,CCDC150
ALPL,ALPL
ETFBKMT,ETFBKMT
TSR1,TSR1
DHFR,DHFR
SERPINB8,SERPINB8
SIRT1,SIRT1
TPST1,TPST1
CNTNAP4,CNTNAP4
CCDC51,CCDC51
GLYCTK,GLYCTK
KDM4D,KDM4D
MMUT,MMUT
TMEM196,TMEM196
INVS,INVS
ALKBH2,ALKBH2
GJB6,GJB6
SERPINI1,SERPINI1
STAT4,STAT4
DLC1,DLC1
FAM91A1,FAM91A1
WDR81,WDR81
GPR68,GPR68
RAD54B,RAD54B
ZNF366,ZNF366
CCN6,CCN6
RERGL,RERGL
ZNF616,ZNF616
E2F7,E2F7
PRDM13,PRDM13
NAGLU,NAGLU
FLVCR2,FLVCR2
HECTD4,HECTD4
WDR6,WDR6
ATP11B,ATP11B
DISP3,DISP3
KCNG4,KCNG4
SENP6,SENP6
SHC4,SHC4
TNIK,TNIK
SEC23IP,SEC23IP
SNORD93,SNORD93
TRMT13,TRMT13
CEP104,CEP104
MRPL15,MRPL15
LXN,LXN
RORA,RORA
FMR1,FMR1
EIF2AK4,EIF2AK4
NLGN4X,NLGN4X
SLC26A5,SLC26A5
TRPC1,TRPC1
CARD9,CARD9
IL2RG,IL2RG
SHMT2,SHMT2
ALKBH8,ALKBH8
ORAI3,ORAI3
ITGA4,ITGA4
MAP3K2,MAP3K2
IGSF22,IGSF22
TFAP2E,TFAP2E
PRDM16,PRDM16
WDR1,WDR1
ARHGAP6,ARHGAP6
MAN1B1,MAN1B1
SPON2,SPON2
RDH13,RDH13
ZNF622,ZNF622
SLC17A2,SLC17A2
BICD1,BICD1
NCOR1,NCOR1
RMI2,RMI2
CCDC146,CCDC146
SNRPB,SNRPB
SYDE1,SYDE1
DNAH5,DNAH5
MMD,MMD
TPP1,TPP1
VDR,VDR
ggo-mir-216,mml-mir-216a
ggo-mir-223,mml-mir-223
ggo-mir-181c,mml-mir-181c
FFAR2,FFAR2
ggo-mir-183,mml-mir-183
SNORD23,SNORD23
ggo-mir-215,mml-mir-215
TP53INP2,TP53INP2
FES,FES
AURKA,AURKA
PTPN13,PTPN13
KRT12,KRT12
RUFY2,RUFY2
GJD3,GJD3
PFAS,PFAS
ACTL8,ACTL8
ZNF18,ZNF18
MAST1,MAST1
EDNRB,EDNRB
FAT2,FAT2
GOLGA1,GOLGA1
ATG2A,ATG2A
FOXR1,FOXR1
KCNA10,KCNA10
CLDN20,CLDN20
P2RY4,P2RY4
ZFHX2,ZFHX2
CFAP52,CFAP52
AADACL2,AADACL2
NPBWR1,NPBWR1
KCTD14,KCTD14
OXR1,OXR1
FBXL19,FBXL19
RAB3GAP2,RAB3GAP2
HAO2,HAO2
STRADB,STRADB
CADM1,CADM1
TSHR,TSHR
DCP1A,DCP1A
ggo-mir-187,mml-mir-187
PAX9,PAX9
FLOT1,FLOT1
SCAF8,SCAF8
PINK1,PINK1
ADK,ADK
B3GAT1,B3GAT1
LGR6,LGR6
LPCAT2,LPCAT2
ANKUB1,ANKUB1
MRPL14,MRPL14
ZBED5,ZBED5
TBX15,TBX15
KREMEN1,KREMEN1
ZNF432,ZNF432
DNAJB6,DNAJB6
SEMA4C,SEMA4C
TMEM214,TMEM214
BBS9,BBS9
TGDS,TGDS
RAB19,RAB19
SRGAP3,SRGAP3
ATP11A,ATP11A
LSM14A,LSM14A
RNF146,RNF146
FAM83B,FAM83B
PLXNB2,PLXNB2
PREX2,PREX2
ANKRD16,ANKRD16
AICDA,AICDA
PRSS37,PRSS37
RNF26,RNF26
SLC39A7,SLC39A7
SLC52A3,SLC52A3
AFTPH,AFTPH
SNORD114-25,SNORD114-25
MIR451A,mml-mir-451
SPINT2,SPINT2
SLC39A5,SLC39A5
SNORD114-1,SNORD114-1
SNORD113-9,SNORD113-9
SNORD114-26,SNORD114-26
IL17B,IL17B
ROR2,ROR2
TENT4B,TENT4B
PDE3B,PDE3B
STK32C,STK32C
TRIM56,TRIM56
ITPKC,ITPKC
PTK7,PTK7
SCN10A,SCN10A
LRFN3,LRFN3
SH2D3C,SH2D3C
GJA5,GJA5
C19orf67,C19H19orf67
ABLIM3,ABLIM3
TCTE1,TCTE1
NUP188,NUP188
ARG1,ARG1
GABRR2,GABRR2
DDAH2,DDAH2
CLN8,CLN8
POLR3C,POLR3C
SCARNA3,SCARNA3
RBMXL2,RBMXL2
RYK,RYK
HPD,HPD
IGDCC4,IGDCC4
IMPDH,IMPDH2
MFSD13A,MFSD13A
AP1G2,AP1G2
PPFIA3,PPFIA3
GLI1,GLI1
ACVR2A,ACVR2A
POLD4,POLD4
AIMP1,AIMP1
HTR4,HTR4
SLC6A14,SLC6A14
PANX,PANX3
TM7SF3,TM7SF3
VSTM2B,VSTM2B
BAZ2B,BAZ2B
CSTF2,CSTF2
FARP1,FARP1
AVIL,AVIL
DACT1,DACT1
ALOX5,ALOX5
ZNF134,ZNF134
RORB,RORB
POLR1F,POLR1F
HJV,HJV
CRISPLD2,CRISPLD2
IFT43,IFT43
PRMT1,PRMT1
F9,F9
MYLK,MYLK
SAMD4A,SAMD4A
DIO1,DIO1
FAHD1,FAHD1
GSPT1,GSPT1
ANKRD45,ANKRD45
ATOH1,ATOH1
SLC11A1,SLC11A1
MNS1,MNS1
MCM3AP,MCM3AP
SCTR,SCTR
ESR2,ESR2
ATP5IF1,ATP5IF1
PXMP4,PXMP4
ROPN1B,ROPN1B
MFSD2A,MFSD2A
STEAP4,STEAP4
LNPK,LNPK
SNORA54,SNORA54
HS3ST3B1,HS3ST3B1
ZC3H12A,ZC3H12A
NUP88,NUP88
GK5,GK5
SNORD31,SNORD31
TANGO2,TANGO2
PRMT9,PRMT9
FBXW2,FBXW2
IL20,IL20
SHROOM4,SHROOM4
SCRN3,SCRN3
CCDC80,CCDC80
TMEM151B,TMEM151B
RASL11B,RASL11B
CRYBB3,CRYBB3
MDFI,MDFI
DNTT,DNTT
TTI1,TTI1
SHC3,SHC3
NFXL1,NFXL1
KNTC1,KNTC1
VPS9D1,VPS9D1
UTP14A,UTP14A
ARHGEF15,ARHGEF15
GPN1,GPN1
UPB1,UPB1
GFM1,GFM1
CDCA8,CDCA8
SNORD30,SNORD30
S100A11,S100A11
CORO2A,CORO2A
NTF4,NTF4
TSEN34,TSEN34
RSF1,RSF1
FAM43B,FAM43B
DRC7,DRC7
UVRAG,UVRAG
CFTR,CFTR
ITIH3,ITIH3
BRF2,BRF2
EPHA1,EPHA1
INTU,INTU
DOP1B,DOP1B
MARS2,MARS2
HAX1,HAX1
HS3ST4,HS3ST4
LTB,LTB
MTHFR,MTHFR
RGS1,RGS1
SH3TC2,SH3TC2
CRYGA,CRYGA
YOD1,YOD1
PHIP,PHIP
ASB15,ASB15
DHRS1,DHRS1
BEND6,BEND6
PLXNB1,PLXNB1
GIGYF1,GIGYF1
GDPD5,GDPD5
AMOT,AMOT
GSTO2,GSTO2
PI4KB,PI4KB
MYH13,MYH13
POLG2,POLG2
TDP1,TDP1
HPF1,HPF1
LUZP2,LUZP2
TREML1,TREML1
NKX2-3,NKX2-3
WDR53,WDR53
KIAA0319L,KIAA0319L
SLC6A15,SLC6A15
CFAP210,CFAP210
SNORD38D,SNORD38D
MIR20B,mml-mir-20b
ggo-mir-33,mml-mir-33a
GHITM,GHITM
VXN,VXN
DOCK4,DOCK4
ABCA2,ABCA2
TAF4B,TAF4B
MEGF8,MEGF8
MYBPC3,MYBPC3
PLCB4,PLCB4
AK7,AK7
GSTO1,GSTO1
ZNF219,ZNF219
CD248,CD248
ggo-mir-29b-1,mml-mir-29b-1
DBX1,DBX1
ZFPM2,ZFPM2
CCDC60,CCDC60
SLC22A6,SLC22A6
LOXL4,LOXL4
ID1,ID1
RSAD2,RSAD2
SLC39A2,SLC39A2
TOMM34,TOMM34
ASXL3,ASXL3
WDR36,WDR36
TIGD7,TIGD7
HOXB8,HOXB8
PRSS16,PRSS16
PCBP3,PCBP3
PSMG1,PSMG1
SSBP2,SSBP2
ENDOU,ENDOU
SNORA2C,SNORA2C
PIRT,PIRT
SNORA80E,SNORA80E
SNORA58,SNORA58
GSDMA,GSDMA
LNPEP,LNPEP
SETMAR,SETMAR
SF3A2,SF3A2
BCO1,BCO1
XDH,XDH
LPL,LPL
ISOC2,ISOC2
HEBP2,HEBP2
FGF3,FGF3
AADAT,AADAT
CNTN1,CNTN1
IL2,IL2
DDX43,DDX43
COL4A6,COL4A6
PAWR,PAWR
CSMD2,CSMD2
SHOC2,SHOC2
HEPHL1,HEPHL1
SERPINE2,SERPINE2
SEC24D,SEC24D
CPM,CPM
ZSCAN25,ZSCAN25
PPP1R18,PPP1R18
MOB1A,MOBKL1B
RAD17,RAD17
KIAA2013,KIAA2013
ALS2CL,ALS2CL
UACA,UACA
CYTL1,CYTL1
ZC3H12C,ZC3H12C
LMAN1,LMAN1
DCTPP1,DCTPP1
CCDC179,CCDC179
KLHL30,KLHL30
DNAJB1,DNAJB1
SNORA80A,SNORA80A
PTPN4,PTPN4
ESYT3,ESYT3
CMIP,CMIP
IL7R,IL7R
USF3,USF3
PDZRN4,PDZRN4
PBK,PBK
DARS2,DARS2
ZSCAN12,ZSCAN12
ITGB5,ITGB5
ZNF296,ZNF296
CROCC,CROCC
ATP2A2,ATP2A2
TMEM74,TMEM74
CDK3,CDK3
TOP2B,TOP2B
FZD7,FZD7
AMPH,AMPH
UBASH3A,UBASH3A
CGNL1,CGNL1
GPHN,GPHN
CILP,CILP
ZHX3,ZHX3
CXCR5,CXCR5
SNORA80B,SNORA80B
ANKRD17,ANKRD17
LYSET,LYSET
P2RY14,P2RY14
MTMR11,MTMR11
SNORA50B,SNORA50B
INSL5,INSL5
SNORA16B,SNORA16B
RIPK2,RIPK2
SNORA48,SNORA48
REM1,REM1
ILDR2,ILDR2
SLC38A2,SLC38A2
SLC8A3,SLC8A3
CYSLTR1,CYSLTR1
UBE3A,UBE3A
FMNL3,FMNL3
THUMPD3,THUMPD3
PROSER1,PROSER1
DNPEP,DNPEP
KRT33B,KRT33B
ECHDC3,ECHDC3
DIPK1C,DIPK1C
IGSF9B,IGSF9B
UBA2,UBA2
DDR2,DDR2
CEBPD,CEBPD
ATM,ATM
FJX1,FJX1
PLAAT1,PLAAT1
HNRNPL,HNRNPL
OAZ3,OAZ3
DERL3,DERL3
HSCB,HSCB
CLASP2,CLASP2
ZKSCAN5,ZKSCAN5
BIRC3,BIRC3
ALKBH4,ALKBH4
DNASE1L1,DNASE1L1
SIRT7,SIRT7
ZFP3,ZFP3
PARP2,PARP2
LAS1L,LAS1L
RBP2,RBP2
ARHGEF39,ARHGEF39
PTPMT1,PTPMT1
HEATR1,HEATR1
ZNF593,ZNF593
SNORA52,SNORA52
CD163,CD163
MOGS,MOGS
UROC1,UROC1
LRRC40,LRRC40
MIR541,mml-mir-541
ARFGAP2,ARFGAP2
RAB20,RAB20
ZNF341,ZNF341
CYP2R1,CYP2R1
IRX3,IRX3
SMARCAL1,SMARCAL1
OSBPL6,OSBPL6
ANKRD46,ANKRD46
NCAPG2,NCAPG2
CFAP91,CFAP91
ASCC1,ASCC1
PYROXD1,PYROXD1
PRPF40A,PRPF40A
CXXC1,CXXC1
IL5,IL5
CHD1L,CHD1L
GIPR,GIPR
SERPIND1,SERPIND1
MYO5C,MYO5C
SLC9A4,SLC9A4
SNORA9B,SNORA9B
FABP3,FABP3
LIFR,LIFR
TRAF5,TRAF5
ATAD2B,ATAD2B
ADRA2A,ADRA2A
TRIM15,TRIM15
MRPL44,MRPL44
PADI3,PADI3
SCARNA1,SCARNA1
TGFA,TGFA
MZT1,MZT1
PITPNM1,PITPNM1
IQSEC2,IQSEC2
WDFY3,WDFY3
CYP4F22,CYP4F22
ICOS,ICOS
CEP70,CEP70
NUCB1,NUCB1
TENT5A,TENT5A
ADAMTSL3,ADAMTSL3
MTSS1,MTSS1
KRT28,KRT28
GASK1B,GASK1B
PUS3,PUS3
OTUD1,OTUD1
USB1,USB1
ZKSCAN1,ZKSCAN1
TAL1,PDZK1IP1
COPE,COPE
HABP4,HABP4
ZNF490,ZNF490
SNORA66,SNORA66
GOLPH3L,GOLPH3L
SIN3B,SIN3B
ZNF106,ZNF106
SPATS2L,SPATS2L
TMEM216,TMEM216
PAK5,PAK5
BMAL1,ARNTL
PDLIM4,PDLIM4
SNORA18,SNORA18
NNMT,NNMT
MIR589,mml-mir-589
NME9,NME9
VRK1,VRK1
RFX6,RFX6
NADK2,NADK2
HABP2,HABP2
ZFP2,ZFP2
CAD,CAD
ASPN,ASPN
KLF1,KLF1
RTP1,RTP1
GMPS,GMPS
CHST9,CHST9
SERPINA4,SERPINA4
USP33,USP33
ARHGAP29,ARHGAP29
FAM135A,FAM135A
SUPT3H,SUPT3H
U1,U1
CDKN1A,CDKN1A
RNF175,RNF175
MTMR12,MTMR12
CWC25,CWC25
MCF2L2,MCF2L2
PLCE1,PLCE1
TP73,TP73
SNORA36B,SNORA36B
GEMIN7,GEMIN7
CCNF,CCNF
WDR26,WDR26
ILF2,ILF2
CNR2,CNR2
PPP2R2A,PPP2R2A
CCSER2,CCSER2
NAA11,NAA11
C1orf216,C1H1orf216
TRIM47,TRIM47
SIAE,SIAE
HOOK2,HOOK2
FOCAD,FOCAD
CCL19,CCL19
PTH2,PTH2
ZMYM1,ZMYM1
STRIP1,STRIP1
GABRP,GABRP
BAG4,BAG4
PRKCQ,PRKCQ
KIF18A,KIF18A
GAD2,GAD2
MARCHF6,MARCHF6
GGT5,GGT5
KIF13A,KIF13A
THOC2,THOC2
ARHGEF25,ARHGEF25
SERTAD4,SERTAD4
SLC29A2,SLC29A2
INO80C,INO80C
MYO3B,MYO3B
RFX5,RFX5
GRK7,GRK7
MME,MME
COL22A1,COL22A1
TMEM201,TMEM201
ZSCAN10,ZSCAN10
KRT35,KRT35
MIR155,mml-mir-155
SNORA61,SNORA61
BYSL,BYSL
ANXA13,ANXA13
AP2A2,AP2A2
FARP2,FARP2
SDCBP2,SDCBP2
DNAH10,DNAH10
HIPK4,HIPK4
NTRK1,NTRK1
RBM33,RBM33
DCAF6,DCAF6
TRNT1,TRNT1
NFKBIB,NFKBIB
TECPR1,TECPR1
SLC22A4,SLC22A4
SNX21,SNX21
TMC3,TMC3
MIR542,mml-mir-542
ARR3,ARR3
BANF2,BANF2
TBL3,TBL3
PELI2,PELI2
CAMKMT,CAMKMT
AKR1C3,AKR1C1
MYL10,MYL10
TNRC6C,TNRC6C
CNBP,CNBP
BTBD6,BTBD6
DCHS1,DCHS1
PEX5L,PEX5L
SNORA11B,SNORA11B
ASAP3,ASAP3
CPLANE2,CPLANE2
LLPH,LLPH
RNF13,RNF13
ASIC3,ASIC3
LRRCC1,LRRCC1
LITAF,LITAF
ATP5PD,ATP5PD
RBMX2,RBMX2
ZNF774,ZNF774
WIPF3,WIPF3
ENPP1,ENPP1
GATA6,GATA6
FAM171B,FAM171B
PON3,PON3
MROH1,MROH1
PTGIR,PTGIR
ASCL2,ASCL2
MTMR8,MTMR8
FAM193B,FAM193B
REEP4,REEP4
B3GNT9,B3GNT9
GSN,GSN
MTERF2,MTERF2
CPA3,CPA3
CDC42BPB,CDC42BPB
ZNF571,ZNF571
DERA,DERA
ABCD2,ABCD2
EEA1,EEA1
MYO3A,MYO3A
SORCS3,SORCS3
MIR640,mml-mir-640
MRPL11,MRPL11
RAC3,RAC3
DSC3,DSC3
HNRNPUL2,HNRNPUL2
OTOR,OTOR
ALG2,ALG2
PDCD1,PDCD1
SEC62,SEC62
TMEM248,TMEM248
IPMK,IPMK
HAT1,HAT1
NGLY1,NGLY1
PDSS1,PDSS1
ACTL7B,ACTL7B
GPR19,GPR19
WDR55,WDR55
ACTMAP,ACTMAP
PCF11,PCF11
OR8K1,OR8K1
GPR55,GPR55
KLHL12,KLHL12
COL11A2,COL11A2
SQLE,SQLE
CDC7,CDC7
BRS3,BRS3
CTLA4,CTLA4
MRS2,MRS2
ADAMTSL4,ADAMTSL4
SNORD51,SNORD51
SFT2D1,SFT2D1
MDM4,MDM4
CC2D2A,CC2D2A
CYP27B1,CYP27B1
HMGCS2,HMGCS2
DNAJC13,DNAJC13
FKBPL,FKBPL
TMX4,TMX4
TLX1,TLX1
RAF1,RAF1
CPT2,CPT2
SH3RF2,SH3RF2
DAB1,DAB1
REL,REL
CHD3,CHD3
WDFY4,WDFY4
ggo-mir-141,mml-mir-141
STAR,STAR
XRCC1,XRCC1
SLC27A1,SLC27A1
GTF3C4,GTF3C4
ZNF692,ZNF692
PRNP,PRNP
TSPAN11,TSPAN11
ATMIN,ATMIN
NAGA,NAGA
SHANK2,SHANK2
ZSCAN20,ZSCAN20
LYAR,LYAR
NKX2-8,NKX2-8
CSAD,CSAD
PIWIL4,PIWIL4
WARS1,WARS1
SYNPO2L,SYNPO2L
COX15,COX15
DDX54,DDX54
RNASEH2A,RNASEH2A
SYNPO2,SYNPO2
PRPSAP2,PRPSAP2
C5orf22,C6H5orf22
NGDN,NGDN
RNU4ATAC2P,RNU4ATAC2P
SNORD22,SNORD22
VIT,VIT
DNAH3,DNAH3
INPP4A,INPP4A
ZNF112,ZNF112
ITPRID2,ITPRID2
PIK3C3,PIK3C3
ABCA1,ABCA1
UTRN,UTRN
NTMT2,NTMT2
POLA1,POLA1
P2RY2,P2RY2
TRIM13,TRIM13
SPHK1,SPHK1
RREB1,RREB1
APPBP2,APPBP2
TUBE1,TUBE1
MON1B,MON1B
CDC42BPG,CDC42BPG
FOXN3,FOXN3
CXCL11,CXCL11
GLI4,GLI4
LRRD1,LRRD1
EPS8L1,EPS8L1
AFG2A,AFG2A
TGFBR3L,TGFBR3L
GET4,GET4
KCNK6,KCNK6
SDR9C7,SDR9C7
PLXNA1,PLXNA1
SLC35A1,SLC35A1
PRDM11,PRDM11
PPFIA1,PPFIA1
PDCD2,PDCD2
ACSS1,ACSS1
PDP1,PDP1
MEIOC,MEIOC
CHDH,CHDH
SLC44A5,SLC44A5
EIF3M,EIF3M
NOTCH4,NOTCH4
SWSAP1,SWSAP1
TMEM266,TMEM266
HS3ST3A1,HS3ST3A1
HAPLN3,HAPLN3
NOL11,NOL11
CPA6,CPA6
PSPN,PSPN
UCP3,UCP3
THSD7B,THSD7B
GPR20,GPR20
LRP3,LRP3
PPP4R1,PPP4R1
AATF,AATF
MMEL1,MMEL1
RNF180,RNF180
ZNF524,ZNF524
SIDT2,SIDT2
GLO1,GLO1
VSIR,VSIR
CLPTM1,CLPTM1
BEST3,BEST3
EXO5,EXO5
BCORL1,BCORL1
DNAAF11,DNAAF11
ZNF668,ZNF668
DOCK6,DOCK6
ATP11C,ATP11C
BAG3,BAG3
RPGRIP1L,RPGRIP1L
ZNF566,ZNF566
FRAT1,FRAT1
ZNF35,ZNF35
RANGRF,RANGRF
IL17A,IL17A
RGS19,RGS19
ZNF830,ZNF830
PRICKLE2,PRICKLE2
ATP6V1C2,ATP6V1C2
SNTB2,VPS4A
PADI2,PADI2
E2F8,E2F8
TMEM67,TMEM67
TCF7L1,TCF7L1
SLC1A7,SLC1A7
BLZF1,BLZF1
BTN1A1,BTN1A1
E2F4,E2F4
WSB2,WSB2
LTBP2,LTBP2
OR6C4,OR6C4
UCP2,UCP2
ARHGAP21,ARHGAP21
ASB14,ASB14
ZNF496,ZNF496
MFSD5,MFSD5
HAUS1,HAUS1
DNASE1L2,DNASE1L2
NEDD1,NEDD1
CDH19,CDH19
MCM3,MCM3
UBAP2,UBAP2
ARAP2,ARAP2
KHNYN,KHNYN
PIGV,PIGV
PPL,PPL
KIAA1143,KIAA1143
PPP1R27,PPP1R27
SVEP1,SVEP1
KLK13,KLK13
ATF6B,ATF6B
ADGRG2,ADGRG2
NUP98,NUP98
GPR158,GPR158
LIMD1,LIMD1
ZFYVE26,ZFYVE26
GLP2R,GLP2R
TMEM267,TMEM267
CRYBA1,CRYBA1
MGAT3,MGAT3
YME1L1,YME1L1
MYADML2,MYADML2
IGDCC3,IGDCC3
LRIG1,LRIG1
C1GALT1,C1GALT1
WDR46,WDR46
GPR37,GPR37
TBCK,TBCK
PGR,PGR
TARS1,TARS1
INTS14,INTS14
LDLRAD4,LDLRAD4
ABHD10,ABHD10
LYSMD3,LYSMD3
MMP28,MMP28
MIGA1,MIGA1
TCF23,TCF23
N6AMT1,N6AMT1
CEP63,CEP63
ZNF823,ZNF823
ARSB,ARSB
B3GNT8,B3GNT8
ACAA2,ACAA2
ZNF569,ZNF569
VRTN,VRTN
NCOR2,NCOR2
SNORA26,SNORA26
MFAP2,MFAP2
POLG,POLG
UNC5CL,UNC5CL
BAD,BAD
LCA5L,LCA5L
GPR119,GPR119
LRRC45,LRRC45
NQO1,NQO1
NEU2,NEU2
MIR129,mml-mir-129-2
ZIK1,ZIK1
TTC5,TTC5
XPNPEP2,XPNPEP2
SPTY2D1,SPTY2D1
TATDN2,TATDN2
MYPN,MYPN
SH2D5,SH2D5
PRRC2C,PRRC2C
PHF3,PHF3
FRMPD1,FRMPD1
LPIN2,LPIN2
ANKRD1,ANKRD1
SLC35C1,SLC35C1
ILDR1,ILDR1
GDF3,GDF3
MIR450A1,mml-mir-450a-1
AHDC1,AHDC1
MBIP,MBIP
HEPH,HEPH
SEC22C,SEC22C
PIK3C2B,PIK3C2B
SLC7A11,SLC7A11
GPR146,GPR146
XCR1,XCR1
DNM1L,DNM1L
CNGA4,CNGA4
RPA3,RPA3
MAP3K7,MAP3K7
ADAMTS14,ADAMTS14
ANKRD34B,ANKRD34B
PHTF1,PHTF1
FAM210A,FAM210A
ZNF502,ZNF502
GAL3ST1,GAL3ST1
SMPD2,SMPD2
GPATCH2,GPATCH2
KRT82,KRT82
FAM237A,FAM237A
SLC35F1,SLC35F1
FAM200A,FAM200A
SERPINB11,SERPINB11
PEX16,PEX16
TERF1,TERF1
MYO16,MYO16
ARV1,ARV1
SLC22A8,SLC22A8
HIF1A,HIF1A
AQP10,AQP10
GABRQ,GABRQ
ANGEL2,ANGEL2
TMF1,TMF1
DNAH2,DNAH2
ENKUR,ENKUR
PAOX,PAOX
ADCY1,ADCY1
ABCF3,ABCF3
ABCB11,ABCB11
SRSF4,SRSF4
TLR10,TLR10
GDF11,GDF11
INKA1,INKA1
MMAA,MMAA
HEATR9,HEATR9
