rhesus_macaque gene name,human gene name
WFS1,WFS1
ZNF382,ZNF382
C7H15orf61,C15orf61
DHX57,DHX57
TXNRD2,TXNRD2
NCK2,NCK2
RAPGEF4,RAPGEF4
AUTS2,AUTS2
TRAF6,TRAF6
PNPO,PNPO
COLGALT2,COLGALT2
SLC35E3,SLC35E3
MATN1,MATN1
TMEM63A,TMEM63A
GCKR,GCKR
RBMXL1,RBMXL1
SYNE1,SYNE1
PHKB,PHKB
SLC35D3,SLC35D3
IFT81,IFT81
MAFK,MAFK
SCUBE1,SCUBE1
CIAPIN1,CIAPIN1
TMEM199,TMEM199
OPN1LW,OPN1LW
KLF15,KLF15
USP31,USP31
SLC43A2,SLC43A2
PGM2L1,PGM2L1
ADRA1D,ADRA1D
CCDC174,CCDC174
SH3RF3,SH3RF3
BFSP2,BFSP2
RFC4,RFC4
PEAR1,PEAR1
ALOX5,ALOX5
XPNPEP2,XPNPEP2
RET,RET
GALNT6,GALNT6
MOSPD2,MOSPD2
HDHD2,HDHD2
SNORD53B,SNORD53B
TIMP1,TIMP1
VEGFB,VEGFB
SPRYD4,SPRYD4
NFKB2,NFKB2
KYNU,KYNU
SNX8,SNX8
LRATD2,LRATD2
PPP1R17,PPP1R17
LRSAM1,LRSAM1
PRKDC,PRKDC
SPIN3,SPIN3
TACR3,TACR3
ISM1,ISM1
SPATA6,SPATA6
ADCY9,ADCY9
ENTPD4,ENTPD4
SLC7A6,SLC7A6
MMS19,MMS19
BCKDK,BCKDK
ZNF197,ZNF197
GLP1R,GLP1R
PTPN7,PTPN7
NR0B2,NR0B2
KIAA0513,KIAA0513
PDK4,PDK4
PARG,PARG
NSD1,NSD1
EPGN,EPGN
TMEM35B,TMEM35B
NUDT12,NUDT12
DOC2B,DOC2B
NCKAP5L,NCKAP5L
SEMA5A,SEMA5A
LSM11,LSM11
ADNP2,ADNP2
GREB1,GREB1
HEXIM1,HEXIM1
DCN,DCN
KLF8,KLF8
ZNF585A,ZNF585A
ARID3B,ARID3B
SERPINI1,SERPINI1
CUX2,CUX2
PLEKHA5,PLEKHA5
ODC1,ODC1
PHLPP1,PHLPP1
MCTP1,MCTP1
PRKX,PRKX
ABRAXAS1,ABRAXAS1
KCNA10,KCNA10
RUNDC1,RUNDC1
MOXD1,MOXD1
NELFA,NELFA
SCIN,SCIN
DPP4,DPP4
PRDM16,PRDM16
KCNT1,KCNT1
G6PC1,G6PC1
HMX3,HMX3
PGM2,PGM2
LLGL2,LLGL2
HTR5A,HTR5A
PRIMA1,PRIMA1
SLC16A14,SLC16A14
SHPRH,SHPRH
GARS1,GARS1
HDC,HDC
MPP4,MPP4
SLC16A9,SLC16A9
DNAH8,DNAH8
CHRNB3,CHRNB3
PPARGC1A,PPARGC1A
ABCA12,ABCA12
ZNF365,ZNF365
ZNF746,ZNF746
CHAF1B,CHAF1B
STK35,STK35
ATP1B4,ATP1B4
PPP2R2A,PPP2R2A
SMC6,SMC6
HERPUD2,HERPUD2
NKX2-4,NKX2-4
KLF2,KLF2
CMKLR2,CMKLR2
ZBTB22,ZBTB22
WDR44,WDR44
NINJ1,NINJ1
DTWD1,DTWD1
PRR16,PRR16
HOXC11,HOXC11
SLC35E2,SLC35E2B
RBSN,RBSN
NCOA5,NCOA5
BIN3,BIN3
MYBPHL,MYBPHL
GDF6,GDF6
CHRDL2,CHRDL2
ZMYND8,ZMYND8
LONP1,LONP1
KCNH1,KCNH1
SAMD10,SAMD10
S100A3,S100A3
ATP1B1,ATP1B1
TM4SF1,TM4SF1
NLRP3,NLRP3
FLVCR1,FLVCR1
GRM8,GRM8
CCDC177,CCDC177
TRIM63,TRIM63
BRIX1,BRIX1
CHST3,CHST3
PDE10A,PDE10A
CHCHD2,CHCHD2
PTGS2,PTGS2
ALKBH4,ALKBH4
LECT2,LECT2
ST6GALNAC4,ST6GALNAC4
COL25A1,COL25A1
SLC45A3,SLC45A3
GK2,GK2
CLSTN2,CLSTN2
SDC2,SDC2
ANKRD12,ANKRD12
SCAI,SCAI
GNPTAB,GNPTAB
VGLL3,VGLL3
ITGA2,ITGA2
MRC1,MRC1
TNFSF15,TNFSF15
DIS3L,DIS3L
HJV,HJV
PDCL,PDCL
THSD7A,THSD7A
CDAN1,CDAN1
ATF4,ATF4
SALL4,SALL4
AADACL2,AADACL2
IRF4,IRF4
ADCK1,ADCK1
ATG4A,ATG4A
RBM12B,RBM12B
TIAM2,TIAM2
GDF5,GDF5
mml-mir-450a-2,MIR450A2
AP5S1,AP5S1
SLC35E4,SLC35E4
LTC4S,LTC4S
CRISPLD1,CRISPLD1
HADHB,HADHB
FASTK,FASTK
SLCO5A1,SLCO5A1
GABPB1,GABPB1
LIPA,LIPA
AMPD3,AMPD3
CAPZA3,CAPZA3
SPRY4,SPRY4
ZNF565,ZNF565
TRAK1,TRAK1
STOML1,STOML1
HPGDS,HPGDS
CTU1,CTU1
JPH2,JPH2
CCM2L,CCM2L
PLEKHJ1,PLEKHJ1
SFMBT2,SFMBT2
AXL,AXL
ARHGAP20,ARHGAP20
ZNF568,ZNF568
PCSK6,PCSK6
TTC27,TTC27
PAK4,PAK4
MINK1,MINK1
INPP5E,INPP5E
TMEM17,TMEM17
NDUFA2,NDUFA2
INKA2,INKA2
C3H21orf91,C21orf91
GLMN,GLMN
MGAT5B,MGAT5B
TST,TST
PPIL2,PPIL2
PGP,PGP
DCAF13,DCAF13
SNORA54,SNORA54
E2F5,E2F5
FBXO9,FBXO9
PITRM1,PITRM1
ZNG1,ZNG1C
KIF13B,KIF13B
ENO3,ENO3
TBX3,TBX3
CRYAA,CRYAA
MYOCD,MYOCD
LNX2,LNX2
NRTN,NRTN
PHAX,PHAX
SPRED2,SPRED2
FKBP7,FKBP7
EFHC1,EFHC1
GATA4,GATA4
UBLCP1,UBLCP1
COG2,COG2
PDC,PDC
DDR1,DDR1
ZCCHC9,ZCCHC9
BMP2K,BMP2K
SNX16,SNX16
AZI2,AZI2
TFAP2E,TFAP2E
FOXP2,FOXP2
TMEM200A,TMEM200A
DNAJC13,DNAJC13
SH3PXD2A,SH3PXD2A
S100A2,S100A2
CRH,CRH
STX19,STX19
RMI2,RMI2
ASB14,ASB14
PTPN21,PTPN21
PTGER4,PTGER4
C8H8orf34,C8orf34
ANKRD40,ANKRD40
MYRF,MYRF
RFX2,RFX2
DHX29,DHX29
GALM,GALM
SNX15,SNX15
DDX3Y,DDX3Y
TBC1D7,TBC1D7
EBF4,EBF4
LRP2,LRP2
NRSN1,NRSN1
PLA2G12B,PLA2G12B
PTPN12,PTPN12
SLC26A4,SLC26A4
GNL2,GNL2
MED16,MED16
GRM6,GRM6
ETV3,ETV3
CREB1,CREB1
QNG1,QNG1
MAP3K1,MAP3K1
ASCC2,ASCC2
BCAS3,BCAS3
TAFAZZIN,TAFAZZIN
DTL,DTL
HECTD2,HECTD2
SASS6,SASS6
TRMT11,TRMT11
PLEKHB1,PLEKHB1
ZC3H6,ZC3H6
TMEM38B,TMEM38B
TRIM68,TRIM68
DCP1A,DCP1A
DNAH7,DNAH7
GRIN3A,GRIN3A
OPN1MW3,OPN1MW
ADPRS,ADPRS
DNAH1,DNAH1
LCP2,LCP2
GCM1,GCM1
SNORD102,SNORD102
SNORD45B,SNORD45B
SNORD5,SNORD5
PDGFRA,PDGFRA
LRRC15,LRRC15
CSGALNACT1,CSGALNACT1
FMO1,FMO1
CALY,CALY
NTN3,NTN3
NTN4,NTN4
CAPN3,CAPN3
CACHD1,CACHD1
CPS1,CPS1
KCNQ1,KCNQ1
IFIT5,IFIT5
PSMB1,PSMB1
MORC3,MORC3
ATPAF2,ATPAF2
CEP290,CEP290
NDC1,NDC1
CSNK1A1L,CSNK1A1L
TAAR5,TAAR5
WDR74,WDR74
NEXMIF,NEXMIF
RNF26,RNF26
JARID2,JARID2
TRMT13,TRMT13
HTR2B,HTR2B
PLXDC2,PLXDC2
CCDC112,CCDC112
RRP12,RRP12
TMEM86A,TMEM86A
TBC1D16,TBC1D16
ELK4,ELK4
WAS,WAS
TXLNG,TXLNG
SRCAP,SRCAP
C1QL2,C1QL2
GAS8,GAS8
RTL6,RTL6
FGF3,FGF3
COG5,COG5
SNORA79,SNORA79
GRK6,GRK6
ADAT2,ADAT2
CIB1,CIB1
ST18,ST18
TRIM33,TRIM33
LGR5,LGR5
OPLAH,OPLAH
TLR7,TLR7
ALKBH3,ALKBH3
LMAN2L,LMAN2L
IFT122,IFT122
SLC2A12,SLC2A12
SLC2A2,SLC2A2
PSMD12,PSMD12
CCKAR,CCKAR
OVOL3,OVOL3
VPS37B,VPS37B
METTL23,METTL23
OPRK1,OPRK1
EAPP,EAPP
IBTK,IBTK
GIN1,GIN1
LDHAL6A,LDHAL6A
DSE,DSE
SNORD17,SNORD17
DDHD2,DDHD2
PCDH12,PCDH12
DLG1,DLG1
ZNF697,ZNF697
BIRC5,BIRC5
MAP3K7CL,MAP3K7CL
THSD4,THSD4
USH1C,USH1C
ZNF653,ZNF653
LAMA2,LAMA2
TLE4,TLE4
TLE1,TLE1
RYR1,RYR1
IL23A,IL23A
CDH23,CDH23
EID2,EID2
CREB3L1,CREB3L1
ZNF692,ZNF692
EPAS1,EPAS1
RGS14,RGS14
PDLIM4,PDLIM4
DMBX1,DMBX1
BMP10,BMP10
INTU,INTU
JMY,JMY
ZBTB4,ZBTB4
SLC1A5,SLC1A5
CAPSL,CAPSL
UBE2Z,UBE2Z
HNRNPC,HNRNPC
FOXK2,FOXK2
CUX1,CUX1
G2E3,G2E3
SKOR1,SKOR1
TRIM36,TRIM36
ATM,ATM
HCN3,HCN3
ARHGEF6,ARHGEF6
GGCT,GGCT
EXOSC5,EXOSC5
mml-mir-432,MIR432
CCDC71L,CCDC71L
GATM,GATM
mml-mir-802,MIR802
JOSD2,JOSD2
CPT2,CPT2
ADAMTS18,ADAMTS18
LNX1,LNX1
GSE1,GSE1
ATP7A,ATP7A
P2RY6,P2RY6
NPBWR1,NPBWR1
LARP1B,LARP1B
GPR137B,GPR137B
LRBA,LRBA
COQ6,COQ6
RFESD,RFESD
PDCD11,PDCD11
RALYL,RALYL
DHFR,DHFR
JPH3,JPH3
SLC35F2,SLC35F2
NFATC3,NFATC3
PARP12,PARP12
TGM1,TGM1
RXYLT1,RXYLT1
MAN2A1,MAN2A1
LAMP5,LAMP5
RTN4RL2,RTN4RL2
MECR,MECR
NFE2,NFE2
ANKRD13D,ANKRD13D
LARP7,LARP7
PPFIA4,PPFIA4
HAX1,HAX1
MELK,MELK
SLC16A3,SLC16A3
SSTR3,SSTR3
SUCO,SUCO
THNSL1,THNSL1
UGGT1,UGGT1
ACP5,ACP5
AGL,AGL
MTHFD2,MTHFD2
RHOBTB1,RHOBTB1
PRRC2A,PRRC2A
TTPA,TTPA
PNRC2,PNRC2
MSH5,MSH5
ZNF200,ZNF200
PLCD3,PLCD3
ZNF202,ZNF202
P4HB,P4HB
CACNA1C,CACNA1C
RABAC1,RABAC1
PRLHR,PRLHR
HS6ST2,HS6ST2
COQ8A,COQ8A
ICAM5,ICAM5
CUL1,CUL1
CTTNBP2,CTTNBP2
KLK13,KLK13
RELB,RELB
PEX7,PEX7
ACTL7B,ACTL7B
CITED2,CITED2
SIDT2,SIDT2
PPP4R1,PPP4R1
CHD1L,CHD1L
MCOLN3,MCOLN3
CALHM1,CALHM1
KIFBP,DDX21
DEF8,DEF8
COL9A1,COL9A1
LRP10,LRP10
ADRB2,ADRB2
STK17A,STK17A
WWOX,WWOX
CRHBP,CRHBP
CDK5RAP3,CDK5RAP3
HOXA7,HOXA7
SEMA3G,SEMA3G
FGFR1,FGFR1
ARHGEF11,ARHGEF11
AURKB,AURKB
COL28A1,COL28A1
GOT1,GOT1
GATA1,GATA1
ZNRF3,ZNRF3
WNT2B,WNT2B
TBCEL,TECTA
GPR155,GPR155
INTS10,INTS10
THAP2,THAP2
NECAP1,NECAP1
PTH2R,PTH2R
FGFRL1,FGFRL1
ACSS2,ACSS2
EPB41L5,EPB41L5
RNF113A,RNF113A
ZNF445,ZNF445
UTP25,UTP25
ATP1B2,ATP1B2
ZNF260,ZNF260
PPP2R5B,PPP2R5B
CHRNA3,CHRNA3
MAP2,MAP2
SNORD94,SNORD94
PFN3,PFN3
SNORA2B,SNORA2B
HPS3,HPS3
KIF1C,KIF1C
RRS1,RRS1
DISP3,DISP3
SCP2,SCP2
DMGDH,DMGDH
GNE,GNE
CARMIL2,CARMIL2
ACOT8,ACOT8
CHN2,CHN2
IST1,IST1
NR2E3,NR2E3
TDG,TDG
IRX3,IRX3
GGA2,GGA2
NKX2-3,NKX2-3
HMX2,HMX2
ADRB1,ADRB1
STON2,STON2
B3GALNT2,B3GALNT2
UBE2J1,UBE2J1
RDH11,RDH11
OR51E1,OR51E1
UNC13D,UNC13D
SUOX,SUOX
IRS1,IRS1
KYAT3,KYAT3
ZNF277,ZNF277
SYT3,SYT3
CASKIN1,CASKIN1
TECRL,TECRL
RANBP17,RANBP17
PCP2,PCP2
ANKUB1,ANKUB1
SNORA58B,SNORA58B
C1QTNF7,C1QTNF7
TRAPPC3L,TRAPPC3L
CALML6,CALML6
IKZF1,IKZF1
AEBP2,AEBP2
CCIN,CCIN
POC1A,POC1A
MAN2C1,MAN2C1
CDHR1,CDHR1
ZNF672,ZNF672
TMEM204,TMEM204
SEC24D,SEC24D
SCML2,SCML2
BNC1,BNC1
TULP1,TULP1
FAM110D,FAM110D
AQP11,AQP11
BCL11A,BCL11A
ZXDC,ZXDC
GAB3,GAB3
NFKBIE,NFKBIE
SNORA80B,SNORA80B
YARS1,YARS1
UBOX5,UBOX5
POLR1F,POLR1F
ARHGDIG,ARHGDIG
SNORA70,SNORA70
HOXD12,HOXD12
MNS1,MNS1
SNORA50B,SNORA50B
FRA10AC1,FRA10AC1
ZNF687,ZNF687
TNRC6C,TNRC6C
RUNDC3B,RUNDC3B
ITGA10,ITGA10
PEX12,PEX12
SANBR,SANBR
MAPK6,MAPK6
SIDT1,SIDT1
SIAH3,SIAH3
MPZL1,MPZL1
ARFGEF3,ARFGEF3
TMCO6,TMCO6
KDM7A,KDM7A
TRPM1,TRPM1
ZNF335,ZNF335
SHCBP1,SHCBP1
SCN5A,SCN5A
HMCES,HMCES
LRIG3,LRIG3
GPATCH8,GPATCH8
IKBKE,IKBKE
CUTA,CUTA
PTGER2,PTGER2
MTFR1L,MTFR1L
TYMS,TYMS
MARVELD2,MARVELD2
ERCC6L,ERCC6L
ATP8B1,ATP8B1
ALDH6A1,ALDH6A1
STAC,STAC
SNORA64,SNORA64
FGF5,FGF5
SNORA5A,SNORA5A
ULK1,ULK1
FAM135B,FAM135B
CACTIN,CACTIN
AR,AR
SPIRE2,SPIRE2
DENND10,DENND10
TMOD2,TMOD2
POLR3G,POLR3G
STYX,STYX
SETD2,SETD2
RUSC2,RUSC2
ALG13,ALG13
MIPEP,MIPEP
SLC27A4,SLC27A4
RBP3,RBP3
SHANK2,SHANK2
OTULINL,OTULINL
OTOS,OTOS
SNORD87,SNORD87
STARD3,STARD3
DCLK2,DCLK2
ERF,ERF
ZKSCAN8,ZKSCAN8
NOX4,NOX4
OCIAD1,OCIAD1
PMPCB,PMPCB
PDIA4,PDIA4
PRC1,PRC1
PHF24,PHF24
SLC22A3,SLC22A3
CACNG1,CACNG1
TMEM54,TMEM54
THAP4,THAP4
EIF3E,EIF3E
DCAF1,DCAF1
ZNF345,ZNF345
FBXL4,FBXL4
AXIN1,AXIN1
RTN4RL1,RTN4RL1
P2RX1,P2RX1
SNORA13,SNORA13
DKK1,DKK1
ACE,ACE
ACACA,ACACA
ADAMTS5,ADAMTS5
SUV39H1,SUV39H1
LPCAT3,LPCAT3
SLITRK6,SLITRK6
ATOH1,ATOH1
LOXL1,LOXL1
KDF1,KDF1
TOPBP1,TOPBP1
PRDM13,PRDM13
MMAA,MMAA
RAI2,RAI2
PTPN23,PTPN23
CELF2,CELF2
UCP2,UCP2
ACAA2,ACAA2
CCDC18,CCDC18
THAP9,THAP9
ME1,ME1
IFITM5,IFITM5
PSMG2,PSMG2
FABP4,FABP4
SNORA18,SNORA18
SNORD70,SNORD70
IL20,IL20
GATD1,GATD1
NEDD1,NEDD1
FABP7,FABP7
SYCE3,SYCE3
HTR6,HTR6
FABP9,FABP9
RPS6KB1,RPS6KB1
ITPRIP,ITPRIP
CHAMP1,CHAMP1
IL2,IL2
MOAP1,MOAP1
RNF157,RNF157
NCF2,NCF2
RHOBTB2,RHOBTB2
NRAP,NRAP
ADGRG6,ADGRG6
CLDN20,CLDN20
POLA1,POLA1
SAPCD2,SAPCD2
TMEM79,TMEM79
SNORA41,SNORA41
MTA1,MTA1
DNAH6,DNAH6
ZNF366,ZNF366
E2F6,E2F6
CLEC2L,CLEC2L
MRPL17,MRPL17
PMPCA,PMPCA
C7H15orf62,C15orf62
PRSS12,PRSS12
TIGD2,TIGD2
CERS1,CERS1
TP53INP1,TP53INP1
TRIM10,TRIM10
SEC24A,SEC24A
DSCC1,DSCC1
CHRAC1,CHRAC1
NRM,NRM
LPCAT4,LPCAT4
GEMIN7,GEMIN7
ZNF341,ZNF341
IFT57,IFT57
GPD1,GPD1
CFAP58,CFAP58
RAB42,RAB42
DERPC,DERPC
SYT10,SYT10
KCNA5,KCNA5
ST6GALNAC3,ST6GALNAC3
PAAF1,PAAF1
HABP4,HABP4
VIL1,VIL1
MSH4,MSH4
ALKBH2,ALKBH2
ERP29,ERP29
AFP,AFP
CRYGA,CRYGA
STX7,STX7
CD40LG,CD40LG
ZSCAN16,ZSCAN16
YOD1,YOD1
PTPN1,PTPN1
SCN10A,SCN10A
WWC3,WWC3
GREB1L,GREB1L
ANKAR,ANKAR
INVS,INVS
PUF60,PUF60
IRF8,IRF8
ETV6,ETV6
CA2,CA2
CHI3L2,CHI3L2
SNORA61,SNORA61
SPATA2,SPATA2
TIMM29,TIMM29
SNAPC3,SNAPC3
ATP13A3,ATP13A3
ALDH4A1,ALDH4A1
PRMT2,PRMT2
EFNB1,EFNB1
PAQR7,PAQR7
ZNF460,ZNF460
PLAT,PLAT
SOS1,SOS1
RBPJ,RBPJ
MAK,MAK
CCDC80,CCDC80
USE1,USE1
DKK2,DKK2
FASLG,FASLG
DOHH,DOHH
DENND2C,DENND2C
FAM98B,FAM98B
LRWD1,LRWD1
MTMR10,MTMR10
TRABD2B,TRABD2B
LMLN,LMLN
RPN2,RPN2
LAMA4,LAMA4
KRT12,KRT12
DGKI,DGKI
SNORA37,SNORA37
LRRC30,LRRC30
PRR15,PRR15
SNORA11B,SNORA11B
PGLS,PGLS
SNORA56,SNORA56
NAGK,NAGK
SNORA30B,SNORA30B
SNORD127,SNORD127
ZSCAN21,ZSCAN21
mml-mir-188,MIR188
GALNT14,GALNT14
LGR6,LGR6
GUCY2C,GUCY2C
ACSS3,ACSS3
EPB41L4A,EPB41L4A
LRRK1,LRRK1
SLC5A5,SLC5A5
CCSER1,CCSER1
MAK16,MAK16
TBCCD1,TBCCD1
CYP24A1,CYP24A1
NVL,NVL
RNF128,RNF128
CMTR2,CMTR2
NSMCE4A,NSMCE4A
ZNF618,ZNF618
RAI14,RAI14
SCAND3,SCAND3
EPN2,EPN2
PTK2,PTK2
SPECC1,SPECC1
FBXW8,FBXW8
FIGN,FIGN
ICE2,ICE2
DDX39A,DDX39A
OTOR,OTOR
PRDX3,PRDX3
GAREM2,GAREM2
NSUN6,NSUN6
SLC39A7,SLC39A7
ADGRB2,ADGRB2
TMEM271,TMEM271
EGLN1,EGLN1
SOST,SOST
GLOD4,GLOD4
NSUN2,NSUN2
SDK1,SDK1
ABCC1,ABCC1
SHC3,SHC3
SMIM35,SMIM35
KCTD14,KCTD14
NSUN3,NSUN3
COL10A1,COL10A1
GNPAT,GNPAT
PGF,PGF
F2R,F2R
REM2,REM2
HCRTR1,HCRTR1
COL6A2,COL6A2
ADAMTSL2,ADAMTSL2
SNORA27,SNORA27
PRPF19,PRPF19
MAPK9,MAPK9
VPS54,VPS54
IGSF3,IGSF3
MAP3K3,MAP3K3
PALMD,PALMD
PRDM2,PRDM2
SARAF,SARAF
HMCN1,HMCN1
PKN3,PKN3
MPI,MPI
CRAMP1,CRAMP1
MAML1,MAML1
RIOX2,RIOX2
P2RY14,P2RY14
SLC7A5,SLC7A5
KIF11,KIF11
CALD1,CALD1
ARID3A,ARID3A
TIGD7,TIGD7
TATDN1,TATDN1
CTTNBP2NL,CTTNBP2NL
FAM53B,FAM53B
PHF8,PHF8
AGBL5,AGBL5
C16H17orf113,C17orf113
GABRE,GABRE
IARS2,IARS2
TPP1,TPP1
KRT222,KRT222
OXGR1,OXGR1
RNF114,RNF114
EIF2AK3,EIF2AK3
AMPH,AMPH
CABLES1,CABLES1
PPP3CA,PPP3CA
SLC17A8,SLC17A8
ARID5B,ARID5B
KIF15,KIF15
NUP133,NUP133
TTC19,TTC19
SIX4,SIX4
GPHN,GPHN
mml-mir-489,MIR489
SNORD33,SNORD32A
TMEM19,TMEM19
LOXL4,LOXL4
CPXM2,CPXM2
H2BC14,H2BC14
mml-mir-25,MIR25
SLC36A4,SLC36A4
MANEA,MANEA
SNORD19B,SNORD19B
ATP5F1D,ATP5F1D
mml-mir-184,MIR184
FREM2,FREM2
FAM135A,FAM135A
FAAP100,FAAP100
NUP210,NUP210
CHCHD3,CHCHD3
CYP19A1,CYP19A1
PICALM,PICALM
MBNL1,MBNL1
BRF2,BRF2
PTGES2,PTGES2
ZBTB39,ZBTB39
ARHGEF39,ARHGEF39
GPX8,GPX8
ST3GAL5,ST3GAL5
LCLAT1,LCLAT1
MOGAT2,MOGAT2
RAB3IP,RAB3IP
GRIP2,GRIP2
PGBD4,PGBD4
LSM4,LSM4
EIF2D,EIF2D
SATB1,SATB1
LOX,LOX
MTMR1,MTMR1
NOS1,NOS1
ACTA2,ACTA2
LY6G6C,LY6G6C
OXT,OXT
SCARNA22,SCARNA22
KIFC2,KIFC2
NKX3-2,NKX3-2
ST3GAL4,ST3GAL4
ZFYVE26,ZFYVE26
FOXJ2,FOXJ2
FGF6,FGF6
THEM6,THEM6
WT1,WT1
POLE,POLE
IPO4,IPO4
SLC10A4,SLC10A4
ASGR1,ASGR1
STOML3,STOML3
BTBD19,BTBD19
SNX21,SNX21
NID1,NID1
CCDC138,CCDC138
CPO,CPO
FNDC3B,FNDC3B
BAG4,BAG4
KRT73,KRT73
SLC39A5,SLC39A5
SLF1,SLF1
PCOLCE2,PCOLCE2
STEAP3,STEAP3
SNORD60,SNORD60
CNGA2,CNGA2
MYL2,MYL2
PCK1,PCK1
POLR1A,POLR1A
TIGD5,TIGD5
CRISPLD2,CRISPLD2
MFSD13A,MFSD13A
SIRT1,SIRT1
PTK2B,PTK2B
CLDN11,CLDN11
VCF1,VCF1
ABCD1,ABCD1
PTPRZ1,PTPRZ1
PRL,PRL
GYS2,GYS2
NSF,NSF
POLDIP2,POLDIP2
APBB2,APBB2
CHRNG,CHRNG
RAD54B,RAD54B
MDN1,MDN1
ODR4,ODR4
ZAP70,ZAP70
EPG5,EPG5
POLR3C,POLR3C
ACACB,ACACB
WNK3,WNK3
PPP1R14C,PPP1R14C
PMCH,PMCH
RARS1,RARS1
DIP2C,DIP2C
CSTF2T,CSTF2T
ACLY,ACLY
PNPT1,PNPT1
UTP6,UTP6
ANOS1,ANOS1
PRUNE1,PRUNE1
ENPP4,ENPP4
SLC37A3,SLC37A3
MFN1,MFN1
ZC3H13,ZC3H13
KIAA1958,KIAA1958
PSMG1,PSMG1
CALHM5,CALHM5
TBC1D1,TBC1D1
SCG2,SCG2
B3GALT6,B3GALT6
MARS1,MARS1
PPID,PPID
TBRG1,TBRG1
NAGA,NAGA
ESRRB,ESRRB
HAL,HAL
LMO2,LMO2
COX15,COX15
mml-mir-185,MIR185
FSCN2,FSCN2
IER3IP1,IER3IP1
CD83,CD83
LTA,LTA
EFNA1,EFNA1
LSM10,LSM10
DHPS,DHPS
MADD,MADD
KCTD2,KCTD2
GAK,GAK
RGS3,RGS3
HOXB13,HOXB13
ZNF609,ZNF609
ST3GAL3,ST3GAL3
TCF3,TCF3
NR2E1,NR2E1
SEZ6L,SEZ6L
TEKT3,TEKT3
GEMIN5,GEMIN5
CRIP3,CRIP3
PNMA8C,PNMA8C
SNORA73,SNORA73B
ANKRD39,ANKRD39
BANP,BANP
PARP2,PARP2
MTHFD1L,MTHFD1L
FGR,FGR
DCST2,DCST2
ESPN,ESPN
ACTL8,ACTL8
TDRD7,TDRD7
SLC11A1,SLC11A1
NEO1,NEO1
ISLR,ISLR
SLC25A29,SLC25A29
HLCS,HLCS
FAM50B,FAM50B
NIPAL3,NIPAL3
ST6GAL1,ST6GAL1
FOXD1,FOXD1
PIWIL4,PIWIL4
EIF2AK4,EIF2AK4
TBC1D4,TBC1D4
NCAPG,NCAPG
CCDC88C,CCDC88C
ZMYND12,ZMYND12
DOCK9,DOCK9
mml-mir-16-2,MIR16-2
SLC15A2,SLC15A2
REV3L,REV3L
ABCD3,ABCD3
LRFN1,LRFN1
SEMA3B,SEMA3B
TUT4,TUT4
NTMT2,NTMT2
CUL4B,CUL4B
CXXC5,CXXC5
CORO2A,CORO2A
PRPF31,PRPF31
TSC22D1,TSC22D1
CAMKMT,CAMKMT
DEGS1,DEGS1
HOXB1,HOXB1
NUCB1,NUCB1
MCTS1,MCTS1
PHGDH,PHGDH
CCDC65,CCDC65
SUPV3L1,SUPV3L1
ANKRD27,ANKRD27
AURKA,AURKA
COASY,COASY
TEX2,TEX2
ARG1,ARG1
RBKS,RBKS
EDAR,EDAR
KDM4D,KDM4D
SF3A3,SF3A3
ZNF322,ZNF322
SLCO2A1,SLCO2A1
CFAP57,CFAP57
MPIG6B,MPIG6B
ZNF286A,ZNF286A
ZMYM6,ZMYM6
LRRC40,LRRC40
GFUS,GFUS
SUGP2,SUGP2
DNASE2B,DNASE2B
PCSK1N,PCSK1N
CYP11A1,CYP11A1
ASNS,ASNS
PAWR,PAWR
MCMDC2,MCMDC2
BBS2,BBS2
VPS51,VPS51
CUL9,CUL9
USP10,USP10
GJC2,GJC2
ATG16L1,ATG16L1
DCAF17,DCAF17
BLTP3A,BLTP3A
SHISAL2B,SHISAL2B
NUBP1,NUBP1
EXOC7,EXOC7
UMPS,UMPS
SQSTM1,SQSTM1
mml-mir-100,MIR100
GANAB,GANAB
SIX5,SIX5
OXSM,OXSM
ZKSCAN5,ZKSCAN5
SLC20A1,SLC20A1
CLSTN3,CLSTN3
MRPL18,MRPL18
ORAI2,ORAI2
ZNF248,ZNF248
NUBPL,NUBPL
ENPEP,ENPEP
NBAS,NBAS
FRAT1,FRAT1
NMNAT1,NMNAT1
BARX2,BARX2
ZSWIM6,ZSWIM6
SLC17A2,SLC17A2
TGFBR3,TGFBR3
ALG3,ALG3
VIPR2,VIPR2
SEZ6,SEZ6
DNAJC5B,DNAJC5B
NIT2,NIT2
RBPJL,RBPJL
DAG1,DAG1
SFT2D1,SFT2D1
TMEM88,TMEM88
ZNF622,ZNF622
CAP2,CAP2
PRPS1L1,PRPS1L1
BEND6,BEND6
NET1,NET1
BBS7,BBS7
HAUS1,HAUS1
TBP,TBP
NRL,NRL
GAP43,GAP43
VEPH1,VEPH1
ANXA2,ANXA2
ID3,ID3
FIGNL1,FIGNL1
TCF15,TCF15
PPP1R3C,PPP1R3C
EZR,EZR
GBA1,GBA1
SPO11,SPO11
RTN4IP1,RTN4IP1
SNIP1,SNIP1
ARC,ARC
FAM219B,FAM219B
AICDA,AICDA
ARMC7,ARMC7
SNORA4,SNORA4
RECQL,RECQL
EN1,EN1
ASZ1,ASZ1
NDNF,NDNF
INSIG1,INSIG1
TMEM53,TMEM53
GUCY2F,GUCY2F
KLC4,KLC4
CDC42EP4,CDC42EP4
