crab_eating_macaque gene name,mice gene name
ENTPD5,Entpd5
RAB31,Rab31
TRMT1L,Trmt1l
SLC7A9,Slc7a9
LPCAT3,Lpcat3
FRMPD4,Frmpd4
CRHR2,Crhr2
KATNAL2,Katnal2
NFX1,Nfx1
TMEM240,Tmem240
CLK4,Clk4
OR10G7,Or10g7
P3H1,P3h1
WDR17,Wdr17
NUDT15,Nudt15
AUH,Auh
NFU1,Nfu1
RLIM,Rlim
MYOM1,Myom1
SH3YL1,Sh3yl1
PRRT1,Prrt1
RAB25,Rab25
MAN2A2,Man2a2
SEC11C,Sec11c
FUT11,Fut11
STEAP3,Steap3
RARA,Rara
FAT1,Fat1
NCKAP5L,Nckap5l
CFAP36,Cfap36
CYB561,Cyb561
CTDSP1,Ctdsp1
HSBP1,Hsbp1
RIPOR2,Ripor2
KIF2C,Kif2c
BICRAL,Bicral
DDX56,Ddx56
STX1A,Stx1a
SDK1,Sdk1
CEP41,Cep41
NUMBL,Numbl
ISLR,Islr
JADE1,Jade1
NEK10,Nek10
MGRN1,Mgrn1
CYP46A1,Cyp46a1
CLCN1,Clcn1
TTC7A,Ttc7
ZZZ3,Zzz3
METTL25B,Mettl25b
MIR125B1,Mir125b-1
BTBD6,Btbd6
STARD10,Stard10
LIMS2,Lims2
CDKN2D,Cdkn2d
MTFP1,Mtfp1
TOR1A,Tor1a
NCOA1,Ncoa1
ELK4,Elk4
LIPM,Lipm
PRXL2A,Prxl2a
HACD1,Hacd1
SRXN1,Srxn1
CEMIP,Cemip
KMT5B,Kmt5b
NKX6-3,Nkx6-3
JMY,Jmy
TFEB,Tfeb
NRF1,Nrf1
GSDMA,Gsdma
HACL1,Hacl1
GJA8,Gja8
STK32C,Stk32c
ZNF592,Zfp592
MPP2,Mpp2
S1PR3,S1pr3
ZNF593OS,Zfp593os
SLC12A9,Slc12a9
RBPJL,Rbpjl
PITX2,Pitx2
ZNF335,Zfp335
KCNK3,Kcnk3
TTLL7,Ttll7
DDHD1,Ddhd1
EAPP,Eapp
SNRNP48,Snrnp48
RAE1,Rae1
TRIM42,Trim42
TMEM59,Tmem59
SLC5A10,Slc5a10
OR4D6,Or4d6
KLHDC1,Klhdc1
RABL3,Rabl3
MFF,Mff
LLGL2,Llgl2
RFT1,Rft1
ABCC4,Abcc4
COMMD9,Commd9
SLC46A1,Slc46a1
GPAA1,Gpaa1
GAMT,Gamt
TMPRSS3,Tmprss3
SYT7,Syt7
GPRC5C,Gprc5c
DNAH9,Dnah9
GIGYF1,Gigyf1
SSX2IP,Ssx2ip
CTSA,Ctsa
CADM3,Cadm3
LGR5,Lgr5
WIF1,Wif1
SLC39A7,Slc39a7
PCDH1,Pcdh1
PFKFB2,Pfkfb2
PADI3,Padi3
KY,Ky
BAZ1A,Baz1a
SLC7A11,Slc7a11
BTG3,Btg3
PPP1R11,Ppp1r11
GPR183,Gpr183
CDH24,Cdh24
PHC2,Phc2
KDELR3,Kdelr3
FAM118A,Fam118a
RAB11A,Rab11a
ADORA2B,Adora2b
OR10D3,Or10d3
OTOGL,Otogl
MIDN,Midn
ZBTB22,Zbtb22
PACC1,Pacc1
TSHR,Tshr
ARHGAP25,Arhgap25
GLDN,Gldn
HEATR5A,Heatr5a
SNORA74A,Snora74a
EDIL3,Edil3
IFT74,Ift74
EMILIN1,Emilin1
TMEM53,Tmem53
FAM234B,Fam234b
UBB,Ubb
CHAT,Chat
ASB5,Asb5
TRPM1,Trpm1
NDC1,Ndc1
PDE1A,Pde1a
ACSS1,Acss1
HPN,Hpn
UTP23,Utp23
MAMDC2,Mamdc2
ARHGEF3,Arhgef3
SKI,Ski
BCORL1,Bcorl1
ADAD1,Adad1
MIR365A,Mir365-1
TMEM178A,Tmem178
GALM,Galm
COASY,Coasy
LPCAT2,Lpcat2
PSMB6,Psmb6
DNAJC7,Dnajc7
ILDR2,Ildr2
TJP1,Tjp1
GADL1,Gadl1
KIF20A,Kif20a
SMCO3,Smco3
ALDH4A1,Aldh4a1
EPS8,Eps8
HMBS,Hmbs
RXRB,Rxrb
PRKAR2A,Prkar2a
PACRGL,5730480H06Rik
BDNF,Bdnf
ZNF629,Zfp629
PPP1R12B,Ppp1r12b
SMUG1,Smug1
CNTFR,Cntfr
CARD10,Card10
TH,Th
RNF144B,Rnf144b
ELOC,Eloc
PTGS2,Ptgs2
EPS15L1,Eps15l1
CCDC12,Ccdc12
SSC4D,Ssc4d
FBXL5,Fbxl5
GABRG1,Gabrg1
SLC29A4,Slc29a4
DDX18,Ddx18
PPP1R3C,Ppp1r3c
LOX,Lox
EPRS1,Eprs1
ELF3,Elf3
RASGRP1,Rasgrp1
YBX3,Ybx3
PIK3CG,Pik3cg
CEMIP2,Cemip2
RCC1,Rcc1
NUDCD3,Nudcd3
YWHAQ,Ywhaq
ZAP70,Zap70
GKAP1,Gkap1
TRIM50,Trim50
ATF5,Atf5
SP3,Sp3
TOP3A,Top3a
STK35,Stk35
WDR19,Wdr19
ZCCHC17,Zcchc17
SLC38A4,Slc38a4
SLC16A13,Slc16a13
MBD3,Mbd3
INO80E,Ino80e
PCM1,Pcm1
SS18L2,Ss18l2
GDE1,Gde1
HDAC9,Hdac9
RFX6,Rfx6
WDR43,Wdr43
SKOR1,Skor1
AFF2,Aff2
CRMP1,Crmp1
COQ8A,Coq8a
CCN2,Ccn2
RASGEF1A,Rasgef1a
SPDEF,Spdef
PIK3R5,Pik3r5
DNAJB5,Dnajb5
POMT2,Pomt2
ITGB8,Itgb8
OAZ2,Oaz2
UTRN,Utrn
SERPINC1,Serpinc1
PPT2,Ppt2
GPS1,Gps1
GOT1,Got1
EIF4E2,Eif4e2
ANO6,Ano6
SLC35C1,Slc35c1
EXTL2,Extl2
ATP6V1C2,Atp6v1c2
SLBP,Slbp
NPNT,Npnt
SLC35F4,Slc35f4
DUSP16,Dusp16
SCCPDH,Sccpdh
NIPAL2,Nipal2
SLC35F6,Slc35f6
JAZF1,Jazf1
OXGR1,Oxgr1
TRAPPC6B,Trappc6b
UTP25,Utp25
GABRR2,Gabrr2
MDK,Mdk
KCNJ1,Kcnj1
HMX1,Hmx1
TRMT11,Trmt11
CIP2A,Cip2a
HSD17B8,Hsd17b8
GPHB5,Gphb5
LOXL4,Loxl4
FXR1,Fxr1
HPRT1,Hprt1
AKAP10,Akap10
PDE6C,Pde6c
IRF4,Irf4
NFKB1,Nfkb1
NDUFS3,Ndufs3
SLC5A8,Slc5a8
SLC11A2,Slc11a2
TMEM19,Tmem19
RNF31,Rnf31
OR10Z1,Or10z1
CCNA2,Ccna2
PEX5,Pex5
SGK2,Sgk2
ZBTB4,Zbtb4
NRAP,Nrap
MYBPH,Mybph
AP1S3,Ap1s3
LRRC17,Lrrc17
THAP2,Thap2
RIMS3,Rims3
SCAF4,Scaf4
CHD3,Chd3
LRRK2,Lrrk2
ECHS1,Echs1
VPS13B,Vps13b
COL13A1,Col13a1
PER1,Per1
SLC37A1,Slc37a1
GJB4,Gjb4
HEPACAM,Hepacam
MEIS2,Meis2
PARG,Parg
NUMB,Numb
BARX2,Barx2
RAB33B,Rab33b
RSRC1,Rsrc1
SNORA31,Snora31
DCAF5,Dcaf5
KRT28,Krt28
OR5B21,Or5b21
GPBP1L1,Gpbp1l1
GRAMD4,Gramd4
LGR6,Lgr6
MIR449A,Mir449a
STRC,Strc
CLASP2,Clasp2
ATG7,Atg7
COCH,Coch
IQSEC2,Iqsec2
KLF6,Klf6
P2RY12,P2ry12
DTX3,Dtx3
SLC37A2,Slc37a2
RNF41,Rnf41
CUEDC1,Cuedc1
ATP4A,Atp4a
ZNF512,Zfp512
TPP1,Tpp1
MRPS7,Mrps7
PYGB,Pygb
PCSK7,Pcsk7
RAD51C,Rad51c
SRR,Srr
RRN3,Rrn3
MAN1C1,Man1c1
GAB1,Gab1
SNORD23,Snord23
GCDH,Gcdh
SLC39A10,Slc39a10
MLH1,Mlh1
PTAR1,Ptar1
RIOK3,Riok3
BANF2,Banf2
OR6N2,Or6n2
ZNF277,Zfp277
ERBB2,Erbb2
DENND4C,Dennd4c
OSCP1,Oscp1
KIAA1143,1110059G10Rik
ADAMTS2,Adamts2
MAML1,Maml1
SUGP1,Sugp1
SLC25A51,Slc25a51
GBA2,Gba2
ERCC4,Ercc4
NPEPL1,Npepl1
RAB3A,Rab3a
CHD1L,Chd1l
PLXNB2,Plxnb2
SPOCK3,Spock3
MOGS,Mogs
AMOTL2,Amotl2
PLEKHA5,Plekha5
SERAC1,Serac1
ZNF687,Zfp687
PHF1,Phf1
SLC16A14,Slc16a14
CFAP57,Cfap57
MC3R,Mc3r
SEC23IP,Sec23ip
SEMA3G,Sema3g
ELK1,Elk1
TSC22D2,Tsc22d2
ACO2,Aco2
SLC6A6,Slc6a6
AMT,Amt
FRA10AC1,Fra10ac1
PMCH,Pmch
GPR158,Gpr158
RBMS2,Rbms2
RAP1GAP,Rap1gap
ARHGEF25,Arhgef25
RNF14,Rnf14
SPRED3,Spred3
MAN2C1,Man2c1
TAAR5,Taar5
POLR1A,Polr1a
PITPNM1,Pitpnm1
STAM2,Stam2
ANXA3,Anxa3
REV3L,Rev3l
ARHGAP19,Arhgap19
MYNN,Mynn
TSC22D1,Tsc22d1
SOAT1,Soat1
KRTCAP3,Krtcap3
RXRA,Rxra
WFS1,Wfs1
NAGS,Nags
EN2,En2
DMWD,Dmwd
POGZ,Pogz
DGKI,Dgki
RUNX3,Runx3
H1-2,H1f2
ABHD15,Abhd15
MIR126,Mir126a
CFAP77,Cfap77
OR5AP2,Or5ap2
VAMP8,Vamp8
TRPV1,Trpv1
GPAM,Gpam
HDC,Hdc
PUS10,Pus10
SEL1L2,Sel1l2
TINAGL1,Tinagl1
GGA2,Gga2
GPC5,Gpc5
OR6X1,Or6x1
LARS2,Lars2
ATP6V0A4,Atp6v0a4
HSPH1,Hsph1
FKBP5,Fkbp5
NME5,Nme5
NHERF1,Nherf1
TNRC6C,Tnrc6c
METAP1D,Metap1d
SERTAD3,Sertad3
ZC3H14,Zc3h14
MYG1,Myg1
ALYREF,Alyref
PNPLA2,Pnpla2
UTP4,Utp4
FHOD1,Fhod1
UBE2H,Ube2h
NQO1,Nqo1
OR4K1,Or4k1
DDIT4,Ddit4
FSHB,Fshb
KERA,Kera
SNTB1,Sntb1
TPCN1,Tpcn1
ATXN7L2,Atxn7l2
RSPO1,Rspo1
SMIM17,Smim17
SLC25A34,Slc25a34
DNM1,Dnm1
CCT3,Cct3
NDNF,Ndnf
PWWP2A,Pwwp2a
CADM4,Cadm4
ARHGEF40,Arhgef40
EDAR,Edar
RRP9,Rrp9
SH2D5,Sh2d5
GCKR,Gckr
PLSCR5,Plscr5
RGCC,Rgcc
TBC1D8B,Tbc1d8b
SQOR,Sqor
GTF3C2,Gtf3c2
SNX8,Snx8
RBM10,Rbm10
G3BP1,G3bp1
LAMP5,Lamp5
RETREG2,Retreg2
SLC35F5,Slc35f5
FOXN1,Foxn1
SRSF9,Srsf9
PLXNB1,Plxnb1
GREM1,Grem1
CLN8,Cln8
ATF6B,Atf6b
ACTL6B,Actl6b
ACIN1,Acin1
CDK5,Cdk5
NAPA,Napa
METTL1,Mettl1
TYRP1,Tyrp1
ARHGAP15,Arhgap15
UCHL3,Uchl3
SAMD13,Samd13
FOXF1,Foxf1
BSN,Bsn
OXT,Oxt
SMARCD3,Smarcd3
RAB26,Rab26
PHF2,Phf2
PMM2,Pmm2
PAGR1,Pagr1a
SOCS7,Socs7
FBLL1,Fbll1
SNRPA1,Snrpa1
HEATR3,Heatr3
SLC35B3,Slc35b3
HSF4,Hsf4
NR1H2,Nr1h2
CAPN5,Capn5
DEGS2,Degs2
FKBP7,Fkbp7
GRK3,Grk3
STOM,Stom
TP53INP2,Trp53inp2
ISCA2,Isca2
CTRL,Ctrl
RGS19,Rgs19
DNAH3,Dnah3
HDAC7,Hdac7
SYNPO2L,Synpo2l
DMAP1,Dmap1
DOP1B,Dop1b
FHIP2B,Fhip2b
SDR39U1,Sdr39u1
SNORA16A,Snora16a
ARF3,Arf3
PRMT9,Prmt9
SLC38A1,Slc38a1
POLR2G,Polr2g
PSMC3IP,Psmc3ip
PTGR2,Ptgr2
DCAF10,Dcaf10
MRPL44,Mrpl44
FGF8,Fgf8
VSNL1,Vsnl1
RTP1,Rtp1
FILIP1L,Filip1l
SOCS4,Socs4
ABCB6,Abcb6
CHRND,Chrnd
SMCHD1,Smchd1
FAM193A,Fam193a
TOMT,Tomt
C15orf62,Gm14137
ARHGDIB,Arhgdib
RHBDL2,Rhbdl2
IGDCC3,Igdcc3
STX2,Stx2
QDPR,Qdpr
NBL1,Nbl1
EIF2AK4,Eif2ak4
ATP8A2,Atp8a2
ADH7,Adh7
SUDS3,Suds3
PGAP3,Pgap3
NISCH,Nisch
ABCC12,Abcc12
UNC13D,Unc13d
PSIP1,Psip1
SLC22A3,Slc22a3
RTN4RL1,Rtn4rl1
SLC23A2,Slc23a2
PLAC8,Plac8
MSL3,Msl3
CXADR,Cxadr
ARID3B,Arid3b
SELENOW,Selenow
OR13J1,Or13j1
DEAF1,Deaf1
PITRM1,Pitrm1
MYO1A,Myo1a
BICC1,Bicc1
SLC16A1,Slc16a1
ZDHHC14,Zdhhc14
NDUFA12,Ndufa12
NIPAL1,Nipal1
DNAJC14,Dnajc14
RBKS,Rbks
GALK2,Galk2
HDAC4,Hdac4
HSPB3,Hspb3
ACTL7B,Actl7b
PDIA5,Pdia5
LRRC73,Lrrc73
TSR1,Tsr1
KDR,Kdr
BNC1,Bnc1
ZHX2,Zhx2
ZNF326,Zfp326
AZIN2,Azin2
RAX,Rax
MAGED2,Maged2
HSPA4L,Hspa4l
ALOX12B,Alox12b
SEPTIN12,Septin12
PANX1,Panx1
NUP85,Nup85
PPP2R5A,Ppp2r5a
SP8,Sp8
PNCK,Pnck
LARP1,Larp1
MIR186,Mir186
GPER1,Gper1
DPM1,Dpm1
UCP3,Ucp3
MIR122,Mir122
CCS,Ccs
MSH6,Msh6
ALOX12,Alox12
TAAR2,Taar2
STAR,Star
FAM76B,Fam76b
USH1G,Ush1g
MRPL24,Mrpl24
PLPP5,Plpp5
ECE2,Ece2
FRMD7,Frmd7
MTHFD1L,Mthfd1l
RETREG1,Retreg1
MAST3,Mast3
TSSK4,Tssk4
BBS9,Bbs9
CCDC85A,Ccdc85a
PEAK1,Peak1
ATG4B,Atg4b
MICOS13,Micos13
XRCC1,Xrcc1
RDH12,Rdh12
AKR1B1,Akr1b1
ACHE,Ache
PIF1,Pif1
CYP4F22,Cyp4f39
SRCAP,Srcap
GLI1,Gli1
PCGF5,Pcgf5
HSPA13,Hspa13
PCMT1,Pcmt1
TWNK,Twnk
LRIG3,Lrig3
PFN4,Pfn4
GSR,Gsr
BBX,Bbx
KIF4A,Kif4
EVA1C,Eva1c
YIF1A,Yif1a
ATP8B4,Atp8b4
SLC22A6,Slc22a6
SLC36A1,Slc36a1
MBNL2,Mbnl2
BDH1,Bdh1
RHPN2,Rhpn2
ITGA7,Itga7
TNC,Tnc
OR4E2,Or4e2
FNDC4,Fndc4
AMOTL1,Amotl1
ECT2,Ect2
APH1B,Aph1b
SPRYD4,Spryd4
SEMA3B,Sema3b
CHURC1,Churc1
CCNB1,Ccnb1
MON1A,Mon1a
SUOX,Suox
NCBP2,Ncbp2
FAM163A,Fam163a
RAB35,Rab35
BAZ2B,Baz2b
DCAF8,Dcaf8
UTP3,Utp3
TOX2,Tox2
GET4,Get4
BTBD2,Btbd2
DES,Des
PHF20L1,Phf20l1
ARHGAP21,Arhgap21
GRIN2D,Grin2d
DCAF11,Dcaf11
SLC35C2,Slc35c2
DLK1,Dlk1
UTP20,Utp20
PLEKHH2,Plekhh2
NMT2,Nmt2
KLHL36,Klhl36
COL28A1,Col28a1
ENTPD6,Entpd6
UBN1,Ubn1
SART1,Sart1
SLC30A1,Slc30a1
CXCR4,Cxcr4
SLC26A7,Slc26a7
MARF1,Marf1
APEH,Apeh
NUB1,Nub1
MTMR3,Mtmr3
WBP1L,Wbp1l
EAF1,Eaf1
ST6GALNAC3,St6galnac3
TTC21B,Ttc21b
HINFP,Hinfp
SLC10A3,Slc10a3
ALG11,Alg11
ARG1,Arg1
MCM3,Mcm3
DERPC,Derpc
RGS9,Rgs9
UTP6,Utp6
GSE1,Gse1
LRP10,Lrp10
OTOP2,Otop2
ZNF512B,Zfp512b
BIN1,Bin1
USE1,Use1
NDUFA2,Ndufa2
VRK1,Vrk1
FLCN,Flcn
SERPINI1,Serpini1
NOTCH1,Notch1
PARN,Parn
PPFIBP1,Ppfibp1
KRT75,Krt75
TMEM114,Tmem114
MARS2,Mars2
CBR4,Cbr4
CCR4,Ccr4
LTBP1,Ltbp1
MIR876,Mir876
B4GALNT1,B4galnt1
FAM171B,Fam171b
ITGB4,Itgb4
PID1,Pid1
SIRT5,Sirt5
GPR18,Gpr18
PTGIS,Ptgis
CAPN9,Capn9
ERMP1,Ermp1
SART3,Sart3
NPY5R,Npy5r
ESR2,Esr2
TATDN1,Tatdn1
CROT,Crot
SYK,Syk
PPCS,Ppcs
IWS1,Iws1
GIN1,Gin1
MRPL28,Mrpl28
RNASEK,Rnasek
KIF15,Kif15
SRRM2,Srrm2
ARVCF,Arvcf
PAXIP1,Paxip1
IARS1,Iars1
MCMDC2,Mcmdc2
ROM1,Rom1
MAP2K1,Map2k1
RPA2,Rpa2
LPP,Lpp
CDK5RAP3,Cdk5rap3
ECE1,Ece1
EBF4,Ebf4
LRRC47,Lrrc47
NT5E,Nt5e
E2F6,E2f6
PRR15L,Prr15l
CHMP3,Chmp3
MSC,Msc
ZMYND15,Zmynd15
GPR157,Gpr157
NDUFAF8,Ndufaf8
CRLS1,Crls1
PET117,Pet117
PAM,Pam
MAP4K1,Map4k1
TMEM144,Tmem144
DBNL,Dbnl
KRT82,Krt82
CELA1,Cela1
GSTP1,Gstp1
COG1,Cog1
STX11,Stx11
OCIAD2,Ociad2
NCAPD2,Ncapd2
ATXN2,Atxn2
RASGRP4,Rasgrp4
BCAR1,Bcar1
SHPRH,Shprh
ASZ1,Asz1
BMP10,Bmp10
PEF1,Pef1
CNTD1,Cntd1
PUS7,Pus7
PON2,Pon2
STX19,Stx19
CCDC174,Ccdc174
NPC1,Npc1
CPT2,Cpt2
CIDEB,Cideb
SPATS2L,Spats2l
PFKL,Pfkl
COG2,Cog2
SLC26A5,Slc26a5
ZNF366,Zfp366
DYNLRB2,Dynlrb2
TLE3,Tle3
PTPRQ,Ptprq
ATP13A4,Atp13a4
ELMO3,Elmo3
SLC2A8,Slc2a8
MAPKBP1,Mapkbp1
CHST8,Chst8
TAF12,Taf12
MRPS12,Mrps12
LIG3,Lig3
HBS1L,Hbs1l
ZIC5,Zic5
TLCD1,Tlcd1
RPS6KA6,Rps6ka6
PLEKHB1,Plekhb1
WARS2,Wars2
HEXIM1,Hexim1
ARHGEF1,Arhgef1
CPLX4,Cplx4
C1orf232,Gm30191
SLC25A43,Slc25a43
PIGT,Pigt
CISH,Cish
POMP,Pomp
ALKBH6,Alkbh6
LNPK,Lnpk
SEMA7A,Sema7a
RHOV,Rhov
ANXA1,Anxa1
PIGN,Pign
SMIM8,Smim8
PPP2R3A,Ppp2r3a
HOMER2,Homer2
NPM3,Npm3
DIS3L,Dis3l
TOGARAM1,Togaram1
HNRNPDL,Hnrnpdl
PBK,Pbk
ARID4A,Arid4a
GNL2,Gnl2
UPP2,Upp2
KLHL13,Klhl13
CUL9,Cul9
OR9Q1,Or9q1
ALG8,Alg8
BBS4,Bbs4
SLC15A4,Slc15a4
PPP1R37,Ppp1r37
IL17RD,Il17rd
MAST2,Mast2
RLF,Rlf
SCGN,Scgn
IBTK,Ibtk
UPB1,Upb1
ZNF48,Zfp553
MANEA,Manea
MYCN,Mycn
PRRC2B,Prrc2b
AK2,Ak2
WSCD1,Wscd1
OR8B12,Or8b12
SUMF1,Sumf1
YAF2,Yaf2
CRX,Crx
EOGT,Eogt
PPP3CC,Ppp3cc
MRPL17,Mrpl17
GRHL3,Grhl3
RNF38,Rnf38
CRLF1,Crlf1
PFKFB3,Pfkfb3
GPN1,Gpn1
TRIM55,Trim55
SPIB,Spib
CDHR1,Cdhr1
LHX4,Lhx4
KLF15,Klf15
UXS1,Uxs1
MYO3B,Myo3b
GPX1,Gpx1
RHBG,Rhbg
PGRMC2,Pgrmc2
ERF,Erf
FTSJ3,Ftsj3
PHC1,Phc1
SLC6A2,Slc6a2
HK3,Hk3
CARS1,Cars1
NEBL,Nebl
SLC25A5,Slc25a5
KCNAB1,Kcnab1
PSMD9,Psmd9
CAPN2,Capn2
SUSD6,Susd6
ZFP62,Zfp62
SNORD71,Snord71
CYSLTR1,Cysltr1
OAZ3,Oaz3
CCDC61,Ccdc61
SKP2,Skp2
FSCN2,Fscn2
NFKBIL1,Nfkbil1
B3GALNT1,B3galnt1
PLAAT1,Plaat1
MAGI1,Magi1
PPP4C,Ppp4c
COPE,Cope
KCNE2,Kcne2
KCNK13,Kcnk13
SUCO,Suco
ZNF740,Zfp740
FTSJ1,Ftsj1
STMN1,Stmn1
CD2AP,Cd2ap
SASH1,Sash1
TMEM107,Tmem107
ITGA3,Itga3
LSM2,Lsm2
SLF2,Slf2
RARS2,Rars2
P4HTM,P4htm
HACD4,Hacd4
C2orf49,AI597479
CPXM1,Cpxm1
FSCN3,Fscn3
PGAP2,Pgap2
FOXI1,Foxi1
NARS2,Nars2
ETV3,Etv3
CHRD,Chrd
BRS3,Brs3
NECAB1,Necab1
ZC3H7A,Zc3h7a
SLC24A5,Slc24a5
SQLE,Sqle
SMIM20,Smim20
SNORD31,Gm23246
RNF112,Rnf112
SRC,Src
ABCD4,Abcd4
UPRT,Uprt
KRT16,Krt16
CCNE2,Ccne2
HIRA,Hira
UBA5,Uba5
CEP85,Cep85
FOXG1,Foxg1
SASS6,Sass6
LHFPL2,Lhfpl2
RECQL,Recql
TMED5,Tmed5
UBE2G1,Ube2g1
SERPINF1,Serpinf1
OGFOD2,Ogfod2
NRG1,Nrg1
KCNK6,Kcnk6
KL,Kl
ODR4,Odr4
MFSD2A,Mfsd2a
GLUL,Glul
STK32B,Stk32b
DCHS1,Dchs1
NNMT,Nnmt
TGFB1,Tgfb1
CHPF,Chpf
NBAS,Nbas
BAIAP3,Baiap3
CXCR3,Cxcr3
PLA2G2E,Pla2g2e
CC2D2A,Cc2d2a
SOCS6,Socs6
HOXB1,Hoxb1
GINS4,Gins4
FLT3,Flt3
PSMB10,Psmb10
UBXN2B,Ubxn2b
VPS26C,Vps26c
MYEF2,Myef2
HTRA3,Htra3
GBX1,Gbx1
NME7,Nme7
NDUFAF5,Ndufaf5
FKBP8,Fkbp8
SERTAD1,Sertad1
RGS1,Rgs1
ITGA10,Itga10
MEPCE,Mepce
SLC5A11,Slc5a11
TMEM132B,Tmem132b
IPP,Ipp
TSHZ1,Tshz1
ZNF365,Zfp365
FFAR2,Ffar2
ARMCX1,Armcx1
YARS2,Yars2
FAM20A,Fam20a
STK36,Stk36
OCIAD1,Ociad1
SNX9,Snx9
MRGPRF,Mrgprf
RD3,Rd3
GALK1,Galk1
FBXO24,Fbxo24
TMPPE,Tmppe
LRRC49,Lrrc49
VEPH1,Veph1
TRIM59,Trim59
ANGEL2,Angel2
PDE9A,Pde9a
MYLK,Mylk
HADH,Hadh
MIR137,Mir137
PIGA,Piga
HOXA5,Hoxa5
CCR9,Ccr9
CCDC112,Ccdc112
ARHGEF15,Arhgef15
SNAPC3,Snapc3
PHYKPL,Phykpl
FKBP4,Fkbp4
TUB,Tub
TMEM100,Tmem100
LENG8,Leng8
KIF3B,Kif3b
BAG3,Bag3
SRRM4,Srrm4
EXOSC5,Exosc5
PEX16,Pex16
CDKL2,Cdkl2
MPO,Mpo
NGLY1,Ngly1
ALDH5A1,Aldh5a1
CLDND1,Cldnd1
ACTL7A,Actl7a
TRMT13,Trmt13
LARP4,Larp4
OTULINL,Otulinl
FKBP1A,Fkbp1a
SPATA2,Spata2
IFT25,Ift25
OSR2,Osr2
RORC,Rorc
TKFC,Tkfc
POU6F1,Pou6f1
NOL6,Nol6
BCAR3,Bcar3
GRIP2,Grip2
ARHGEF11,Arhgef11
FBXO40,Fbxo40
MAP3K8,Map3k8
SDR9C7,Sdr9c7
RANBP2,Ranbp2
COG8,Cog8
CTTNBP2,Cttnbp2
PLCE1,Plce1
IDH3B,Idh3b
AFG2A,Afg2a
PLA2G6,Pla2g6
PUS1,Pus1
PMPCB,Pmpcb
QPCTL,Qpctl
FGF5,Fgf5
RBM7,Rbm7
CEP43,Cep43
KANK1,Kank1
VPS13A,Vps13a
GPATCH3,Gpatch3
CDH15,Cdh15
GBA1,Gba1
NPSR1,Npsr1
PEX11B,Pex11b
NAPRT,Naprt
WASF2,Wasf2
ARHGEF38,Arhgef38
NGEF,Ngef
OR8U1,Or8u9
ETNK1,Etnk1
INSYN2A,Insyn2a
DGAT1,Dgat1
ADAM22,Adam22
CD9,Cd9
CXCL14,Cxcl14
ARSA,Arsa
FAM167B,Fam167b
FNTB,Fntb
PELI3,Peli3
RNF214,Rnf214
SPART,Spart
KRT10,Krt10
RPA1,Rpa1
ZNF526,Zfp526
KLHL4,Klhl4
EARS2,Ears2
OPN1SW,Opn1sw
FNDC9,Fndc9
ANKS6,Anks6
OR5AU1,Or5au1
MTMR11,Mtmr11
TIAM2,Tiam2
SYNE1,Syne1
AP3S2,Ap3s2
CHERP,Cherp
MRPL13,Mrpl13
TIGD4,Tigd4
CPM,Cpm
NCF2,Ncf2
LTV1,Ltv1
TUBD1,Tubd1
SLC14A2,Slc14a2
TSKU,Tsku
AXL,Axl
HSDL1,Hsdl1
ACBD6,Acbd6
MRPL16,Mrpl16
FHL5,Fhl5
ACKR4,Ackr4
IFT88,Ift88
EHMT1,Ehmt1
PYCR1,Pycr1
NFIL3,Nfil3
HDAC8,Hdac8
ANKRD55,Ankrd55
ARHGAP28,Arhgap28
ITIH3,Itih3
CAMKMT,Camkmt
PDP2,Pdp2
ODAD2,Odad2
FBXO46,Fbxo46
WDR75,Wdr75
CSAD,Csad
MAP3K14,Map3k14
ARHGAP10,Arhgap10
ST18,St18
DPP4,Dpp4
AGXT2,Agxt2
SRCIN1,Srcin1
GPCPD1,Gpcpd1
LYST,Lyst
TXNDC5,Txndc5
OR8B4,Or8b4
NKAPD1,Nkapd1
OR8A1,Or8a1b
CNMD,Cnmd
VWA8,Vwa8
SLC38A6,Slc38a6
TBCB,Tbcb
GPATCH8,Gpatch8
CYP2R1,Cyp2r1
RACGAP1,Racgap1
KRAS,Kras
STK11,Stk11
OR4D1,Or4d1
ITPRIPL2,Itpripl2
METTL6,Mettl6
ADPRM,Adprm
FERMT3,Fermt3
ANKRD1,Ankrd1
KCNS1,Kcns1
DGKH,Dgkh
GALR2,Galr2
GLRX3,Glrx3
GLIS2,Glis2
PKD2L1,Pkd2l1
ANKEF1,Ankef1
ZFP3,Zfp3
EXO5,Exo5
TRMT6,Trmt6
LTBP3,Ltbp3
CLEC3A,Clec3a
LRRC42,Lrrc42
HS3ST3A1,Hs3st3a1
GPATCH1,Gpatch1
NBR1,Nbr1
LXN,Lxn
SGPL1,Sgpl1
RAI14,Rai14
IQGAP3,Iqgap3
VEGFD,Vegfd
CCDC18,Ccdc18
FBXO3,Fbxo3
PQBP1,Pqbp1
OAF,Oaf
DNAJC1,Dnajc1
SLC66A3,Slc66a3
FBXW7,Fbxw7
OPRK1,Oprk1
FBXO30,Fbxo30
ATP2B4,Atp2b4
TDRKH,Tdrkh
PHF21B,Phf21b
TBC1D23,Tbc1d23
PROK2,Prok2
GRPEL2,Grpel2
OR4A15,Or4a15
NRIP1,Nrip1
ZFHX2,Zfhx2
RSPO3,Rspo3
OR8J1,Or8j3
