human gene name,pig gene name
ELOVL4,ELOVL4
VSNL1,VSNL1
INPPL1,INPPL1
UBN2,UBN2
WNT16,WNT16
AMPD1,AMPD1
POU6F1,POU6F1
TTC9C,TTC9C
GMPR2,GMPR2
RPL13A,RPL13A
RELB,RELB
SLC35D3,SLC35D3
PLS3,PLS3
NPTXR,NPTXR
LTBP1,LTBP1
MIR122,ssc-mir-122
DPY19L4,DPY19L4
STOML3,STOML3
IL11,IL11
AQP1,AQP1
NICN1,NICN1
SNORD56B,SNORD56B
SYT13,SYT13
C5orf24,C5orf24
KCNA10,KCNA10
TTC5,TTC5
SQSTM1,SQSTM1
SLC6A9,SLC6A9
LYSMD1,LYSMD1
MMD2,MMD2
DLD,DLD
UBE3C,UBE3C
ERFL,ERFL
ARG2,ARG2
RO60,RO60
FAM222A,FAM222A
NACC2,NACC2
CUL4A,CUL4A
TNFAIP8L2,TNFAIP8L2
POU1F1,POU1F1
IKZF3,IKZF3
UNC93B1,UNC93B1
TEAD4,TEAD4
ADRA1A,ADRA1A
RETREG3,RETREG3
MDM2,MDM2
ITGBL1,ITGBL1
CIMAP1A,CIMAP1A
PSME3,PSME3
ATOSB,ATOSB
SIAH3,SIAH3
MED26,MED26
ENOX2,ENOX2
SARS1,SARS1
FRMPD3,FRMPD3
SEMA3E,SEMA3E
RFX2,RFX2
ATXN2L,ATXN2L
FAM81A,FAM81A
FIGNL2,FIGNL2
BCL2L11,BCL2L11
BCKDHB,BCKDHB
RAP1GAP,RAP1GAP
FAP,FAP
PRPSAP2,PRPSAP2
SHISA4,SHISA4
ELAPOR1,ELAPOR1
NR6A1,NR6A1
ITGA11,ITGA11
ZER1,ZER1
ARHGEF10L,ARHGEF10L
P4HA2,P4HA2
HIP1R,HIP1R
SEMA4G,SEMA4G
SPOCK2,SPOCK2
CNOT3,CNOT3
CALHM2,CALHM2
DEGS2,DEGS2
ABHD6,ABHD6
CBX4,CBX4
MOB3A,MOB3A
PARN,PARN
NARS1,NARS1
ESS2,ESS2
CASKIN2,CASKIN2
HOXB4,HOXB4
CARD10,CARD10
RUFY3,RUFY3
RBL1,RBL1
ETV3,ETV3
MIR363,ssc-mir-363-1
PRMT1,PRMT1
SCUBE1,SCUBE1
NRCAM,NRCAM
PLXND1,PLXND1
CALCRL,CALCRL
CHRNA3,CHRNA3
NSMCE1,NSMCE1
ALKBH6,ALKBH6
PNO1,PNO1
LTA4H,LTA4H
ST7L,ST7L
ADAMTS5,ADAMTS5
GFI1,GFI1
PPAT,PPAT
METTL25B,METTL25B
ODC1,ODC1
TBX19,TBX19
SH3GL1,SH3GL1
SIM2,SIM2
SLC12A3,SLC12A3
MYB,MYB
XPO4,XPO4
MIGA2,MIGA2
NRL,NRL
GSS,GSS
MFSD14A,MFSD14A
SH2D4B,SH2D4B
BHLHE22,BHLHE22
DSEL,DSEL
RHOT1,RHOT1
SLC22A3,SLC22A3
ALS2,ALS2
MDH1,MDH1
MBOAT1,MBOAT1
LMAN1,LMAN1
MSMP,MSMP
GSKIP,GSKIP
MYOZ2,MYOZ2
KCNJ11,KCNJ11
CTTNBP2NL,CTTNBP2NL
MIR1296,ssc-mir-1296
RBM27,RBM27
MYOZ1,MYOZ1
SEC24B,SEC24B
TNFAIP8,TNFAIP8
FGF6,FGF6
ERLEC1,ERLEC1
NCOA2,NCOA2
KDR,KDR
NEK10,NEK10
MYORG,MYORG
RNF208,RNF208
UBA3,UBA3
HPRT1,HPRT1
GXYLT2,GXYLT2
MIP,MIP
PKP1,PKP1
LRRC55,LRRC55
DDX56,DDX56
LDHA,LDHA
MIR208A,MIR208A
LRIG2,LRIG2
ARHGDIB,ARHGDIB
MNX1,MNX1
TIGD2,TIGD2
SLC16A9,SLC16A9
GALNT4,GALNT4
EN2,EN2
ADPGK,ADPGK
EMC9,EMC9
LEMD3,LEMD3
SALL1,SALL1
SNORD38B,SNORD38B
BICC1,BICC1
RPL4,RPL4
PRKCG,PRKCG
NFAT5,NFAT5
PHF24,PHF24
KCNN1,KCNN1
ARHGEF12,ARHGEF12
HTR1E,HTR1E
RHBDF2,RHBDF2
CPE,CPE
PSMD6,PSMD6
MATN1,MATN1
SEC22C,SEC22C
ME1,ME1
ATIC,ATIC
GOT1,GOT1
ATP6V1C2,ATP6V1C2
MAFF,MAFF
INSRR,INSRR
DMXL1,DMXL1
NPR1,NPR1
TUBE1,TUBE1
TLX3,TLX3
GXYLT1,GXYLT1
OPN5,OPN5
VTA1,VTA1
SKI,SKI
DBX1,DBX1
MAP3K8,MAP3K8
MTCL2,MTCL2
PSMG1,PSMG1
CWC25,CWC25
ARHGAP33,ARHGAP33
BCL10,BCL10
PLEKHM3,PLEKHM3
BTBD2,BTBD2
LIN7C,LIN7C
NME7,NME7
CACNB2,CACNB2
CCNB2,CCNB2
ABHD12,ABHD12
RBMS1,RBMS1
SCAP,SCAP
SLC25A20,SLC25A20
PSEN1,PSEN1
EBAG9,EBAG9
FAM98B,FAM98B
PCF11,PCF11
MAP3K20,MAP3K20
KCNE2,KCNE2
DPYD,DPYD
SLC39A11,SLC39A11
HADH,HADH
RFX6,RFX6
RCC1L,RCC1L
PAK5,PAK5
BBS9,BBS9
PPIC,PPIC
PCK2,PCK2
COL3A1,COL3A1
TMEM200A,TMEM200A
CHRNA10,CHRNA10
NFKB2,NFKB2
DCAF17,DCAF17
LMAN2L,LMAN2L
FSTL5,FSTL5
COG3,COG3
PNPT1,PNPT1
CLDN5,CLDN5
TACR1,TACR1
CAPZA1,CAPZA1
CREBZF,CREBZF
GIPC3,GIPC3
PDE3A,PDE3A
CADM3,CADM3
P2RY12,P2RY12
ZNF654,ZNF654
NBDY,NBDY
PPP1R1B,PPP1R1B
MMD,MMD
SLC25A21,SLC25A21
NUDT12,NUDT12
GRK2,GRK2
MSN,MSN
WDR44,WDR44
WDR43,WDR43
RPN2,RPN2
CPLANE2,CPLANE2
ANKRD13D,ANKRD13D
SCAF1,SCAF1
TRNT1,TRNT1
SHH,SHH
TMTC3,TMTC3
EMG1,EMG1
EGR2,EGR2
SOX3,SOX3
CDK18,CDK18
LANCL1,LANCL1
BANP,BANP
AGL,AGL
QRSL1,QRSL1
GLRX5,GLRX5
XRN1,XRN1
PDE12,PDE12
FAM3A,FAM3A
CNTN6,CNTN6
MFSD1,MFSD1
ZFPL1,ZFPL1
PTGES3L,PTGES3L
CADM4,CADM4
PGS1,PGS1
GABRA4,GABRA4
MIR181A1,ssc-mir-181a-1
ANK3,ANK3
CRYBA1,CRYBA1
CTXN3,CTXN3
ADO,ADO
DNAH7,DNAH7
LRRC49,LRRC49
SCIN,SCIN
ARHGAP24,ARHGAP24
CISH,CISH
SLC25A46,SLC25A46
SNORD97,SNORD97
DNAH8,DNAH8
HOXD4,HOXD4
TNFRSF21,TNFRSF21
SPHK2,SPHK2
MCTP1,MCTP1
NUP37,NUP37
ATG7,ATG7
MATCAP1,MATCAP1
UEVLD,UEVLD
LOXL2,LOXL2
DDHD2,DDHD2
MIB2,MIB2
CLPTM1L,CLPTM1L
EDA,EDA
SLC4A5,SLC4A5
SLC7A7,SLC7A7
GNE,GNE
NFXL1,NFXL1
POLE,POLE
TBC1D21,TBC1D21
RDH14,RDH14
MPZL2,MPZL2
SLC1A1,SLC1A1
SGSM2,SGSM2
FKBP5,FKBP5
MIR331,ssc-mir-331
KLC3,KLC3
LRRC10B,LRRC10B
OLFM2,OLFM2
PRPF3,PRPF3
STARD7,STARD7
KLHDC1,KLHDC1
CCDC184,CCDC184
SUGT1,SUGT1
STK11,STK11
GNG13,GNG13
ZNF593,ZNF593
ATG16L1,ATG16L1
FAM171B,FAM171B
NGFR,NGFR
ROBO2,ROBO2
SETBP1,SETBP1
DHX57,DHX57
TCF20,TCF20
SLC26A9,SLC26A9
TRIM26,TRIM26
ZFYVE27,ZFYVE27
CHAC1,CHAC1
LRRC38,LRRC38
PAAF1,PAAF1
MTHFD1,MTHFD1
RGL1,RGL1
CREB1,CREB1
KCNA4,KCNA4
MSH6,MSH6
MAPKAPK3,MAPKAPK3
PHF20L1,PHF20L1
MAPK8IP3,MAPK8IP3
VPS25,VPS25
RPS5,RPS5
NPL,NPL
MGAT3,MGAT3
RARS2,RARS2
ARHGAP10,ARHGAP10
FHIP1B,FHIP1B
GPR174,GPR174
NDST2,NDST2
DVL2,DVL2
SLC34A1,SLC34A1
G6PC3,G6PC3
MLEC,MLEC
MRPS25,MRPS25
WDR36,WDR36
TLL2,TLL2
MPP7,MPP7
WNT5B,WNT5B
SLC39A10,SLC39A10
NKX2-3,NKX2-3
SATB1,SATB1
CYC1,CYC1
STX16,STX16
BEND6,BEND6
HIGD1A,HIGD1A
MAPK7,MAPK7
INHBA,INHBA
PIGA,PIGA
RIMKLA,RIMKLA
ISOC1,ISOC1
FBXO38,FBXO38
POLR3D,POLR3D
PCCB,PCCB
ATOH8,ATOH8
RAB3A,RAB3A
CDS2,CDS2
ZNF574,ZNF574
SMCHD1,SMCHD1
AQP5,AQP5
CDK1,CDK1
CAMKK1,CAMKK1
AQP4,AQP4
LONP1,LONP1
GTPBP2,GTPBP2
PFKM,PFKM
DNM1,DNM1
STX4,STX4
ADAMTS3,ADAMTS3
TERF2,TERF2
KCNT1,KCNT1
NTAN1,NTAN1
RBM6,RBM6
CCDC93,CCDC93
ZFP82,ZFP82
YEATS2,YEATS2
INTS6L,INTS6L
ARC,ARC
FAM200C,FAM200C
GOLT1A,GOLT1A
PHF2,PHF2
MIR450B,ssc-mir-450b
SIPA1L2,SIPA1L2
SPATA6,SPATA6
CKMT2,CKMT2
CCR10,CCR10
ORAI3,ORAI3
SACM1L,SACM1L
CNTN3,CNTN3
CYB561D1,CYB561D1
DIS3L,DIS3L
ATP1B1,ATP1B1
MEDAG,MEDAG
ADRA2C,ADRA2C
DNAJB13,DNAJB13
WASF3,WASF3
B3GALNT2,B3GALNT2
ZFAND6,ZFAND6
ARHGAP44,ARHGAP44
CAAP1,CAAP1
USP33,USP33
CASC3,CASC3
INHBB,INHBB
RIMS3,RIMS3
TEAD1,TEAD1
JAKMIP3,JAKMIP3
ZC3H7A,ZC3H7A
MIR425,ssc-mir-425
HK1,HK1
SLC38A5,SLC38A5
CFTR,CFTR
WDR6,WDR6
STX10,STX10
FOXN3,FOXN3
CCNA2,CCNA2
MIRLET7A2,ssc-let-7a-1
TEX10,TEX10
PDCL,PDCL
GALK2,GALK2
FICD,FICD
RPN1,RPN1
CEPT1,CEPT1
MAST3,MAST3
SF3A1,SF3A1
HYCC2,HYCC2
CCIN,CCIN
GAB1,GAB1
IQGAP3,IQGAP3
SLC24A4,SLC24A4
LOX,LOX
MXD4,MXD4
ILDR2,ILDR2
GDF6,GDF6
ADAMTS17,ADAMTS17
PARP11,PARP11
CLDN16,CLDN16
ARID5B,ARID5B
CUX2,CUX2
LEF1,LEF1
SLC25A35,SLC25A35
ARNT,ARNT
SOCS6,SOCS6
DENND4C,DENND4C
CACTIN,CACTIN
SERPINE2,SERPINE2
NUP54,NUP54
RANGAP1,RANGAP1
DDX52,DDX52
RAB5IF,RAB5IF
RPL6,RPL6
PDSS2,PDSS2
GATAD2A,GATAD2A
RTF2,RTF2
ALKBH7,ALKBH7
TMEM199,TMEM199
VWC2,VWC2
LYRM7,LYRM7
LMO1,LMO1
PTGR2,PTGR2
DNAH12,DNAH12
BAHD1,BAHD1
BLTP3B,BLTP3B
YBX3,YBX3
SORL1,SORL1
TCP11L2,TCP11L2
NUFIP2,NUFIP2
AXIN2,AXIN2
DAW1,DAW1
CERS1,CERS1
FOXA3,FOXA3
SKOR1,SKOR1
ENDOG,ENDOG
TKFC,TKFC
IFIT5,IFIT5
NEURL2,NEURL2
TMEM184C,TMEM184C
SNX21,SNX21
AMOTL2,AMOTL2
NEUROG2,NEUROG2
ANGEL2,ANGEL2
RGMA,RGMA
TAF13,TAF13
ATP23,ATP23
LRRTM3,LRRTM3
CHRNA9,CHRNA9
CBX6,CBX6
GNL3L,GNL3L
SRCAP,SRCAP
NFX1,NFX1
USP49,USP49
HMX1,HMX1
EPM2A,EPM2A
SCYL1,SCYL1
LZTS1,LZTS1
TRAPPC13,TRAPPC13
SMUG1,SMUG1
ZBTB47,ZBTB47
ADH7,ADH7
DPP6,DPP6
CDK7,CDK7
PRKRIP1,PRKRIP1
RUBCN,RUBCN
KRT25,KRT25
NEK2,NEK2
LHFPL1,LHFPL1
PAICS,PAICS
BLVRB,BLVRB
FGF4,FGF4
PLXNA3,PLXNA3
ILF3,ILF3
POU6F2,POU6F2
IRS1,IRS1
AKT2,AKT2
OLIG1,OLIG1
SNORD53B,SNORD53B
ETFRF1,ETFRF1
MLLT11,MLLT11
EOGT,EOGT
SMG9,SMG9
PREB,PREB
GTSF1,GTSF1
GALR3,GALR3
APLP1,APLP1
PDK4,PDK4
ZDHHC7,ZDHHC7
PAX1,PAX1
MIR452,ssc-mir-452
MIR1306,ssc-mir-1306
SIDT1,SIDT1
ZNF22,ZNF22
NLN,NLN
GNS,GNS
ATL2,ATL2
PADI2,PADI2
FRS3,FRS3
VTCN1,VTCN1
PSMA2,PSMA2
EYA2,EYA2
ZKSCAN8P1,ZNF389
AFG1L,AFG1L
HARS1,HARS1
APC,APC
PGAP1,PGAP1
ARSI,ARSI
NAE1,NAE1
IFT57,IFT57
CYB5R3,CYB5R3
FLNA,FLNA
MPLKIP,MPLKIP
DKC1,DKC1
SPEF1,SPEF1
JADE2,JADE2
NRBF2,NRBF2
COPS6,COPS6
ZMYND19,ZMYND19
SRPK2,SRPK2
USE1,USE1
KIF22,KIF22
RNF216,RNF216
ARSJ,ARSJ
CRELD1,CRELD1
RBPMS2,RBPMS2
RNF31,RNF31
PIK3C2A,PIK3C2A
TMLHE,TMLHE
DOCK10,DOCK10
ZZEF1,ZZEF1
PRIMA1,PRIMA1
RERGL,RERGL
MATN2,MATN2
CORO2B,CORO2B
PRRC2A,PRRC2A
PSMD8,PSMD8
LRRC8E,LRRC8E
FBXO25,FBXO25
ZNF197,ZNF197
ANKRD34C,ANKRD34C
RASL11A,RASL11A
NTN3,NTN3
ARVCF,ARVCF
ANGEL1,ANGEL1
FAM13B,FAM13B
EML4,EML4
ANKRD22,ANKRD22
BEST4,BEST4
GIN1,GIN1
UBXN2B,UBXN2B
EXOSC9,EXOSC9
HSPA13,HSPA13
VCPKMT,VCPKMT
CCDC134,CCDC134
ASB12,ASB12
CPLX1,CPLX1
PER1,PER1
NTMT1,NTMT1
SBF1,SBF1
NOP16,NOP16
KBTBD12,KBTBD12
PEX11B,PEX11B
ZNF768,ZNF768
USP4,USP4
UBALD2,UBALD2
ADCY1,ADCY1
AMOTL1,AMOTL1
SMG6,SMG6
FNTA,FNTA
MEGF10,MEGF10
HIVEP2,HIVEP2
ALG5,ALG5
CAMKK2,CAMKK2
ACP7,ACP7
SOX18,SOX18
MIR10B,MIR10B
MAP1B,MAP1B
BRD3,BRD3
CYP46A1,CYP46A1
NUCKS1,NUCKS1
NCAM2,NCAM2
TMEM158,TMEM158
SVOPL,SVOPL
LGI1,LGI1
MIR375,ssc-mir-375
PLCL1,PLCL1
ISYNA1,ISYNA1
DPYS,DPYS
MAPK12,MAPK12
FTSJ1,FTSJ1
TMEM41B,TMEM41B
ALCAM,ALCAM
TMEM238,TMEM238
TMEM267,TMEM267
JMJD7,JMJD7
TTC14,TTC14
CCR7,CCR7
MRTO4,MRTO4
STK35,STK35
HJV,HJV
WDR20,WDR20
IARS1,IARS1
ARL2,ARL2
PEX14,PEX14
PDZD4,PDZD4
WHRN,WHRN
TMX3,TMX3
ST13,ST13
ENTPD4,ENTPD4
LRRC59,LRRC59
APLP2,APLP2
ITGB5,ITGB5
ITGB8,ITGB8
MYC,MYC
SHC3,SHC3
CLIP4,CLIP4
LYRM2,LYRM2
EHBP1,EHBP1
SMPX,SMPX
FNBP4,FNBP4
RBP4,RBP4
CHMP6,CHMP6
TCAF1,TCAF1
COL14A1,COL14A1
VDR,VDR
RRM2B,RRM2B
RER1,RER1
C17orf49,C17orf49
PLK3,PLK3
CCNT2,CCNT2
PAX7,PAX7
FASTK,FASTK
SMNDC1,SMNDC1
MIRLET7D,ssc-let-7d
ZFP1,ZFP1
COL9A1,COL9A1
COL13A1,COL13A1
DUSP18,DUSP18
FUNDC1,FUNDC1
MAN2C1,MAN2C1
TMEM35A,TMEM35A
TJAP1,TJAP1
ITM2A,ITM2A
MYOG,MYOG
ANTXR2,ANTXR2
NOCT,NOCT
TIE1,TIE1
RIT1,RIT1
MLH1,MLH1
TERF2IP,TERF2IP
VSTM5,VSTM5
EXOSC3,EXOSC3
TCEAL7,TCEAL7
DDX39A,DDX39A
SEPTIN5,SEPTIN5
INTS12,INTS12
FJX1,FJX1
TTC9B,TTC9B
BLMH,BLMH
PEAK1,PEAK1
SPEGNB,SPEGNB
DNMT3B,DNMT3B
NME5,NME5
MATK,MATK
ADAMTS2,ADAMTS2
TRAPPC9,TRAPPC9
C3orf18,C3orf18
DSCC1,DSCC1
UQCC1,UQCC1
E2F1,E2F1
TTC7A,TTC7A
NRDC,NRDC
IFT52,IFT52
TRAPPC3L,TRAPPC3L
MARF1,MARF1
TMEM245,TMEM245
KDF1,KDF1
CNIH1,CNIH1
FOXE1,FOXE1
NFE2,NFE2
MIR30B,ssc-mir-30b
ZNF26,ZNF26
SLC7A2,SLC7A2
UBE2W,UBE2W
PPIH,PPIH
TAF11,TAF11
ERO1B,ERO1B
LGI4,LGI4
CARMIL1,CARMIL1
GPX1,GPX1
GRB7,GRB7
ZBTB39,ZBTB39
ESR1,ESR1
GCLC,GCLC
CDKN1B,CDKN1B
ERLIN2,ERLIN2
MIDN,MIDN
MT-CO1,COX1
SNORD94,SNORD94
ATF6,ATF6
GORASP2,GORASP2
HS3ST1,HS3ST1
NBEAL1,NBEAL1
ID1,ID1
ZBTB22,ZBTB22
RASSF5,RASSF5
KIF13A,KIF13A
ZNRF1,ZNRF1
CRYAA,CRYAA
REPS2,REPS2
ANKRD50,ANKRD50
COG7,COG7
LIMS2,LIMS2
ADAMTSL1,ADAMTSL1
XKR7,XKR7
ASCC3,ASCC3
ZNRF2,ZNRF2
HECW1,HECW1
CPXM2,CPXM2
FAM163A,FAM163A
NTRK1,NTRK1
SNORD99,SNORD99
BET1L,BET1L
PHC2,PHC2
TTBK1,TTBK1
DIO2,DIO2
SH3KBP1,SH3KBP1
KICS2,KICS2
SHISA7,SHISA7
CWC22,CWC22
FLT3,FLT3
TMCC2,TMCC2
ARAP1,ARAP1
SNRNP25,SNRNP25
DAB1,DAB1
ZBTB11,ZBTB11
PTPRN,PTPRN
NECAP2,NECAP2
STC2,STC2
TDRD3,TDRD3
ZIC5,ZIC5
MINAR1,MINAR1
RNF157,RNF157
REV3L,REV3L
PTCH2,PTCH2
AVIL,AVIL
SRP9,SRP9
SNORD62B,SNORD62
TEKT2,TEKT2
TRIQK,TRIQK
PSD,PSD
SNORA80B,SNORA80B
SLC35F2,SLC35F2
ATP1B4,ATP1B4
HS6ST2,HS6ST2
FAM43A,FAM43A
USP8,USP8
TBC1D2B,TBC1D2B
ZNF536,ZNF536
CDCP2,CDCP2
SNORA48,SNORA48
IGSF3,IGSF3
RAX2,RAX2
MRAP2,MRAP2
FAR2,FAR2
FOXJ2,FOXJ2
NT5C3A,NT5C3A
NEUROD4,NEUROD4
ZNF260,ZNF260
INSYN1,INSYN1
TMEM268,TMEM268
SCRG1,SCRG1
MTMR12,MTMR12
HDAC7,HDAC7
RAB3B,RAB3B
KIF9,KIF9
PPM1E,PPM1E
ZNF865,ZNF865
WDR75,WDR75
TRAPPC6A,TRAPPC6A
WDR5B,WDR5B
ENPP6,ENPP6
PTPN12,PTPN12
ALDH1A1,ALDH1A1
PPM1K,PPM1K
VIPAS39,VIPAS39
NUF2,NUF2
ARHGAP19,ARHGAP19
RSPO1,RSPO1
ARHGAP12,ARHGAP12
PCOLCE2,PCOLCE2
SYF2,SYF2
ZCCHC2,ZCCHC2
ITGB1,ITGB1
SRRM3,SRRM3
CCT6B,CCT6B
ZBTB24,ZBTB24
PAH,PAH
DHRS7C,DHRS7C
PLPPR3,PLPPR3
ALAD,ALAD
PLAGL1,PLAGL1
MAT1A,MAT1A
PREP,PREP
PLCD1,PLCD1
SZT2,SZT2
GPR155,GPR155
SKIDA1,SKIDA1
KCNG2,KCNG2
DND1,DND1
P4HA3,P4HA3
UTRN,UTRN
ZDHHC6,ZDHHC6
ATAD2,ATAD2
SQOR,SQOR
DISP3,DISP3
TMEM30A,TMEM30A
GPAA1,GPAA1
HNF4A,HNF4A
ELF4,ELF4
IFT20,IFT20
GAREM1,GAREM1
SKAP2,SKAP2
IL6ST,IL6ST
GPATCH2,GPATCH2
EAPP,EAPP
CAMSAP3,CAMSAP3
BOK,BOK
CRTC3,CRTC3
SRCIN1,SRCIN1
CFAP300,CFAP300
CCBE1,CCBE1
NUP88,NUP88
PTPRR,PTPRR
MKS1,MKS1
NPY,NPY
MIR127,MIR127
SMIM8,SMIM8
SELENOF,SELENOF
SEC14L1,SEC14L1
SOSTDC1,SOSTDC1
RTKN,RTKN
MAP3K4,MAP3K4
SLC25A32,SLC25A32
C11orf54,C11orf54
MYOF,MYOF
CNNM4,CNNM4
ZNF341,ZNF341
MTF1,MTF1
ABAT,ABAT
CCDC120,CCDC120
LMLN,LMLN
PAMR1,PAMR1
GRIP1,GRIP1
ANXA7,ANXA7
TOR1A,TOR1A
ANO4,ANO4
WARS1,WARS1
ATP13A4,ATP13A4
OBSL1,OBSL1
TDRD7,TDRD7
LPL,LPL
FOXC1,FOXC1
MIR92A2,ssc-mir-92a-2
NXPH4,NXPH4
THAP2,THAP2
MAEL,MAEL
PSMC3IP,PSMC3IP
POLD2,POLD2
JAK3,JAK3
POMGNT2,POMGNT2
CHRNG,CHRNG
LAMA4,LAMA4
RORC,RORC
FRA10AC1,FRA10AC1
TNFAIP6,TNFAIP6
PDE6B,PDE6B
P4HTM,P4HTM
NLRX1,NLRX1
ABR,ABR
NKRF,NKRF
DGCR8,DGCR8
TFAP4,TFAP4
SEMA5B,SEMA5B
NANOS1,NANOS1
DUS2,DUS2
MFSD13A,MFSD13A
PANX2,PANX2
SHISA2,SHISA2
HHATL,HHATL
RAB12,RAB12
TXLNA,TXLNA
PLOD1,PLOD1
CIP2A,CIP2A
MME,MME
SNRPA1,SNRPA1
C14orf93,C14orf93
RALBP1,RALBP1
ATXN3,ATXN3
PDHB,PDHB
DPM2,DPM2
TMEM41A,TMEM41A
NABP1,NABP1
SNORA69,SNORA69
B9D1,B9D1
WDR18,WDR18
MN1,MN1
USP2,USP2
CCDC158,CCDC158
RAG1,RAG1
LLGL2,LLGL2
TENT5B,TENT5B
PGRMC2,PGRMC2
HOOK2,HOOK2
SENP1,SENP1
EPRS1,EPRS1
SIPA1L3,SIPA1L3
CACNA1I,CACNA1I
EEF2K,EEF2K
PDE5A,PDE5A
B4GALT2,B4GALT2
ZMYM2,ZMYM2
TSHZ3,TSHZ3
COL21A1,COL21A1
GTPBP4,GTPBP4
ZNF569,ZNF569
INSC,INSC
SNX7,SNX7
RNF215,RNF215
NFIB,NFIB
PPP1R37,PPP1R37
TMEM266,TMEM266
AK3,AK3
ERCC8,ERCC8
UFL1,UFL1
TM7SF2,TM7SF2
MRC2,MRC2
HAO1,HAO1
PRLHR,PRLHR
TTC28,TTC28
MIR124-2,ssc-mir-124a-1
PIK3R4,PIK3R4
ZNF335,ZNF335
COX15,COX15
MAML3,MAML3
PBK,PBK
SRPRA,SRPRA
AHCY,AHCY
MIR30D,ssc-mir-30d
SAMD8,SAMD8
KERA,KERA
DYNC2LI1,DYNC2LI1
FDFT1,FDFT1
NISCH,NISCH
GPN1,GPN1
ZNF3,ZNF3
AVL9,AVL9
CERCAM,CERCAM
G6PC1,G6PC1
ZHX2,ZHX2
MAPKAPK5,MAPKAPK5
COPG1,COPG1
SCARA3,SCARA3
CAPN3,CAPN3
BMS1,BMS1
PANX3,PANX3
PRDX1,PRDX1
NSD1,NSD1
BBS1,BBS1
MIR129-1,ssc-mir-129b
MIR135B,MIR135B
PIR,PIR
ADAP1,ADAP1
HSPH1,HSPH1
JMJD1C,JMJD1C
B4GALNT1,B4GALNT1
SYAP1,SYAP1
SLC25A31,SLC25A31
USP16,USP16
SNORD49A,SNORD49A
BIRC5,BIRC5
METTL6,METTL6
HSPA1L,HSPA1L
ALX3,ALX3
TECTB,TECTB
SH3BP4,SH3BP4
METTL16,METTL16
GPHB5,GPHB5
PYGM,PYGM
AGPAT4,AGPAT4
ATP7A,ATP7A
POLE4,POLE4
CDK5R2,CDK5R2
PRKAR2B,PRKAR2B
PHF20,PHF20
DCAF10,DCAF10
ASB17,ASB17
PTPN3,PTPN3
MET,MET
DUSP8,DUSP8
SHE,SHE
APOBEC2,APOBEC2
PLA2G12B,PLA2G12B
PRICKLE3,PRICKLE3
ABCD3,ABCD3
PUM3,PUM3
ATXN7L2,ATXN7L2
ELP3,ELP3
SNORD117,SNORD83
KATNBL1,KATNBL1
DRD3,DRD3
SMC6,SMC6
ATG3,ATG3
MPDU1,MPDU1
ZFP90,ZFP90
ANGPTL5,ANGPTL5
CDK15,CDK15
VPS36,VPS36
P3H4,P3H4
DCN,DCN
CALCOCO1,CALCOCO1
TPP2,TPP2
DNAJC10,DNAJC10
MLLT1,MLLT1
CNMD,CNMD
THOC7,THOC7
DHCR24,DHCR24
MIR31,ssc-mir-31
CEMIP,CEMIP
BHLHE23,BHLHE23
HTR2B,HTR2B
ARHGEF19,ARHGEF19
WNT8A,WNT8A
ZKSCAN1,ZKSCAN1
DGKE,DGKE
CILK1,CILK1
CRYBB3,CRYBB3
OCIAD1,OCIAD1
TMPRSS6,TMPRSS6
CCDC171,CCDC171
SNRNP35,SNRNP35
RASGRP2,RASGRP2
FANK1,FANK1
RNF26,RNF26
CHCHD2,CHCHD2
ELF5,ELF5
LARS1,LARS1
MMS19,MMS19
DUS1L,DUS1L
HSF4,HSF4
ZNF697,ZNF697
NPTN,NPTN
CNGA4,CNGA4
ABRAXAS2,ABRAXAS2
CRIM1,CRIM1
SNX16,SNX16
GUCY1A1,GUCY1A1
C2CD2L,C2CD2L
SLC35B3,SLC35B3
TOMM40,TOMM40
B3GNT2,B3GNT2
FZD1,FZD1
ATG12,ATG12
NTF4,NTF4
SNORD123,SNORD123
MIR142,MIR142
ATF1,ATF1
STAU2,STAU2
TDG,TDG
SPI1,SPI1
SLC39A8,SLC39A8
AMMECR1,AMMECR1
PPP2R1B,PPP2R1B
ABCA5,ABCA5
MSANTD7,MSANTD7
GLI1,GLI1
SLC44A1,SLC44A1
PROKR2,PROKR2
MYO9A,MYO9A
EFR3A,EFR3A
ERBIN,ERBIN
ADIRF,ADIRF
SEC31A,SEC31A
PARG,PARG
TM2D3,TM2D3
ILK,ILK
PDLIM7,PDLIM7
PKLR,PKLR
NUMBL,NUMBL
TBCCD1,TBCCD1
SAMD5,SAMD5
PHLDB2,PHLDB2
ZNF629,ZNF629
MSRB1,MSRB1
VDAC1,VDAC1
TBC1D4,TBC1D4
SNAPC3,SNAPC3
TUT4,TUT4
MIR320A,ssc-mir-320
EIF4EBP2,EIF4EBP2
PHAX,PHAX
TRAM1,TRAM1
ACVRL1,ACVRL1
SNORA8,SNORA8
MIR671,MIR671
DNAJC25,DNAJC25
ESRRA,ESRRA
TMEM64,TMEM64
RARS1,RARS1
SNRPD2,SNRPD2
LIN28B,LIN28B
TUBB2A,TUBB2A
SLC7A8,SLC7A8
LGALSL,LGALSL
DKK1,DKK1
VIL1,VIL1
POLA1,POLA1
TUBGCP5,TUBGCP5
CLOCK,CLOCK
SHPRH,SHPRH
USP35,USP35
PAGR1,PAGR1
SLC1A4,SLC1A4
PTPRG,PTPRG
