crab_eating_macaque gene name,rhesus_macaque gene name
ADCK1,ADCK1
ACBD3,ACBD3
PLEKHM1,PLEKHM1
OXSR1,OXSR1
ZNF35,ZNF35
POLE2,POLE2
CCNL1,CCNL1
MROH8,MROH8
TOX,TOX
SENP7,SENP7
GPATCH3,GPATCH3
KRT71,KRT71
EPB41L2,EPB41L2
TIGD2,TIGD2
CORO2A,CORO2A
SCN4A,SCN4A
ALPL,ALPL
CCSER2,CCSER2
SYT10,SYT10
MAGEE2,MAGEE2
FARP1,FARP1
KRT24,KRT24
KLB,KLB
TIGD6,TIGD6
KRT4,KRT4
HMGCS1,HMGCS1
HAUS6,HAUS6
KCNG4,KCNG4
MOSPD2,MOSPD2
SLC9B1,SLC9B1
UNC5CL,UNC5CL
ALDH1B1,ALDH1B1
EFEMP1,EFEMP1
TAOK1,TAOK1
C1QL1,C1QL1
EPG5,EPG5
STIL,STIL
IRX4,IRX4
CDADC1,CDADC1
STAB1,STAB1
KPNA7,KPNA7
CYP24A1,CYP24A1
SEMA4F,SEMA4F
DEPDC7,DEPDC7
SLC41A1,SLC41A1
RYR3,RYR3
CYP1A1,CYP1A1
RBBP6,RBBP6
SLC30A5,SLC30A5
SLC7A7,SLC7A7
ETV3,ETV3
SLC16A14,SLC16A14
LMAN1,LMAN1
HERC6,HERC6
GART,GART
ATM,ATM
SLC16A9,SLC16A9
HSPA14,HSPA14
IKZF3,IKZF3
ZNF75D,ZNF75D
TRMT5,TRMT5
SEC63,SEC63
LURAP1L,LURAP1L
LBP,LBP
CYP27B1,CYP27B1
MMP19,MMP19
DISP1,DISP1
TLL2,TLL2
PARP1,PARP1
MCC,MCC
BPIFC,BPIFC
LRIF1,LRIF1
STRN4,STRN4
GCM2,GCM2
AGFG2,AGFG2
SLC38A2,SLC38A2
ANK2,ANK2
SLC26A6,SLC26A6
ESRRA,ESRRA
TAF7L,TAF7L
FOXO4,FOXO4
KRT81,KRT81
FAM227B,FAM227B
RAD18,RAD18
PCYOX1,PCYOX1
PAX7,PAX7
EMX2,EMX2
PSMD5,PSMD5
ZFP3,ZFP3
SLC36A4,SLC36A4
LRRC36,LRRC36
MEF2A,MEF2A
HOXB4,HOXB4
VPS37D,VPS37D
CYP2J2,CYP2J2
TH,TH
SMTN,SMTN
RBM12B,RBM12B
B3GALNT2,B3GALNT2
ENDOD1,ENDOD1
LIPG,LIPG
PLXDC1,PLXDC1
SHROOM4,SHROOM4
RANBP2,RANBP2
AQR,AQR
GGT6,GGT6
TRIM69,TRIM69
SNX29,SNX29
TRIM22,TRIM22
SLC17A3,SLC17A3
PLEKHH2,PLEKHH2
COL8A1,COL8A1
KCNH6,KCNH6
DOP1A,DOP1A
NAF1,NAF1
SAMM50,SAMM50
CHRNA3,CHRNA3
CRISPLD2,CRISPLD2
ZNF565,ZNF565
TCAIM,TCAIM
MBOAT1,MBOAT1
KRT12,KRT12
LVRN,LVRN
ITGBL1,ITGBL1
CHRNA6,CHRNA6
PRKAR1B,PRKAR1B
MAP1B,MAP1B
RAI14,RAI14
ACVR1C,ACVR1C
TXNDC11,TXNDC11
APBB3,APBB3
AARS2,AARS2
C6orf118,C4H6orf118
TMEM200A,TMEM200A
MAGI1,MAGI1
TPH2,TPH2
SYNPO2L,SYNPO2L
HSPH1,HSPH1
ERN1,ERN1
LMBR1L,LMBR1L
EFCAB3,EFCAB3
PAM,PAM
KIT,KIT
ZNF345,ZNF345
MED19,MED19
FGF8,FGF8
STAP2,STAP2
ZIK1,ZIK1
STK4,STK4
HOXB8,HOXB8
GAL3ST4,GAL3ST4
NR1H4,NR1H4
EDIL3,EDIL3
GCNT4,GCNT4
POLG2,POLG2
TRIM68,TRIM68
TEKT5,TEKT5
TMCC3,TMCC3
CASP14,CASP14
SLC12A2,SLC12A2
CCDC47,CCDC47
MMP20,MMP20
KDM5A,KDM5A
TINF2,TINF2
G3BP2,G3BP2
SH3BP4,SH3BP4
CFAP65,CFAP65
CHN2,CHN2
SLC38A11,SLC38A11
PUS3,PUS3
TMEM219,TMEM219
ECT2,ECT2
PLIN2,PLIN2
GSR,GSR
RHCG,RHCG
AK9,AK9
SLC16A7,SLC16A7
ANKAR,ANKAR
FGF3,FGF3
DOLPP1,DOLPP1
MYBPH,MYBPH
CEP57L1,CEP57L1
NARS2,NARS2
CAP2,CAP2
ZNF622,ZNF622
YARS2,YARS2
SAXO1,SAXO1
DCDC2,DCDC2
CAMK1G,CAMK1G
OC90,OC90
DCAF6,DCAF6
PLXNB1,PLXNB1
SLC46A2,SLC46A2
ZMPSTE24,ZMPSTE24
GSS,GSS
PPP1R15B,PPP1R15B
MAP3K14,MAP3K14
HYAL2,HYAL2
VPS13B,VPS13B
CWC27,CWC27
MAPKAPK5,MAPKAPK5
ITPKB,ITPKB
EID2,EID2
DNAAF4,DNAAF4
CORO6,CORO6
GPR137,GPR137
MMP9,MMP9
MATCAP1,MATCAP1
PRSS37,PRSS37
DCSTAMP,DCSTAMP
MIA2,MIA2
RXFP3,RXFP3
GBA3,GBA3
FAM135B,FAM135B
MMP1,MMP1
ETS2,ETS2
SLC52A3,SLC52A3
BOD1L1,BOD1L1
TRIML1,TRIML1
INTS12,INTS12
TRIM75,TRIM75
DCTN4,DCTN4
P2RX4,P2RX4
SOX10,SOX10
SYNRG,SYNRG
SCYL2,SCYL2
PLD2,PLD2
IQGAP3,IQGAP3
RETREG3,RETREG3
ARMC2,ARMC2
NSUN5,NSUN5
UNC45B,UNC45B
KYNU,KYNU
E2F3,E2F3
HYDIN,HYDIN
SMAD1,SMAD1
FUCA2,FUCA2
CCNA1,CCNA1
TRIM38,TRIM38
ADAMTS5,ADAMTS5
BRWD1,BRWD1
GFRA2,GFRA2
SERPINC1,SERPINC1
RCC1L,RCC1L
RFX6,RFX6
ISM1,ISM1
PTPRZ1,PTPRZ1
ZNF607,ZNF607
SIN3B,SIN3B
PLCE1,PLCE1
KCTD19,KCTD19
PNMA3,PNMA3
JMJD4,JMJD4
TBC1D2,TBC1D2
ZNF638,ZNF638
LIPT2,LIPT2
GABRA6,GABRA6
TADA3,TADA3
ERRFI1,ERRFI1
CORO1A,CORO1A
TCAF1,TCAF1
HK1,HK1
LIPI,LIPI
MOCS3,MOCS3
CPN1,CPN1
RNFT2,RNFT2
PAXBP1,PAXBP1
RHBG,RHBG
CHRNB3,CHRNB3
BPIFB2,BPIFB2
PATZ1,PATZ1
ADCY9,ADCY9
ZNF140,ZNF140
FEZF2,FEZF2
PHYKPL,PHYKPL
SLC29A2,SLC29A2
GPAT4,GPAT4
RRP8,RRP8
SPPL2C,SPPL2C
ITIH1,ITIH1
DHX29,DHX29
KIF20B,KIF20B
E2F7,E2F7
BLMH,BLMH
ACD,ACD
HNF4G,HNF4G
AK3,AK3
BPIFB6,BPIFB6
RTL1,RTL1
TIMM44,TIMM44
VCAN,VCAN
WDHD1,WDHD1
EPHA6,EPHA6
KRT38,KRT38
CASP2,CASP2
TFAP2D,TFAP2D
IDH2,IDH2
ANKRD33,ANKRD33
WDR43,WDR43
IGSF1,IGSF1
TUBB1,TUBB1
SDE2,SDE2
ZEB1,ZEB1
CCSER1,CCSER1
SNX4,SNX4
BFAR,BFAR
SLFN13,SLFN13
TIMP4,TIMP4
GRWD1,GRWD1
MAP2K5,MAP2K5
N4BP1,N4BP1
FBXO5,FBXO5
PAPPA2,PAPPA2
GALK2,GALK2
CAPG,CAPG
CASQ2,CASQ2
TUBB6,TUBB6
TBC1D10C,TBC1D10C
MYLIP,MYLIP
FAM171A1,FAM171A1
C10orf88,C9H10orf88
WIF1,WIF1
NEK2,NEK2
VPS4B,VPS4B
XK,XK
SH3RF1,SH3RF1
OSBPL3,OSBPL3
TADA2A,TADA2A
GALNTL5,GALNTL5
C7orf25,C3H7orf25
PLVAP,PLVAP
SRSF2,SRSF2
ABCC4,ABCC4
SH3RF3,SH3RF3
SAP30,SAP30
CCDC121,CCDC121
CCDC91,CCDC91
ZMYND10,ZMYND10
C5orf22,C6H5orf22
AGPS,AGPS
ADGRA3,ADGRA3
BLTP1,BLTP1
MS4A14,MS4A14
FGL2,FGL2
L3MBTL1,L3MBTL1
FOXK2,FOXK2
FIGLA,FIGLA
TMPRSS11F,TMPRSS11F
ALG3,ALG3
COL12A1,COL12A1
TFEC,TFEC
SLIT3,SLIT3
STK40,STK40
PDK1,PDK1
ZNF473,ZNF473
CNTNAP5,CNTNAP5
WWP2,WWP2
ZBTB25,ZBTB25
GJA8,GJA8
ACTL7A,ACTL7A
SLC38A8,SLC38A8
COL4A2,COL4A2
MAEL,MAEL
GPAT3,GPAT3
GIGYF2,GIGYF2
RSAD1,RSAD1
CTH,CTH
INSRR,INSRR
FAT4,FAT4
ADCY4,ADCY4
REN,REN
TBC1D4,TBC1D4
CSPP1,CSPP1
PAG1,PAG1
MAJIN,MAJIN
CCNA2,CCNA2
MCM4,MCM4
TRPS1,TRPS1
ASTL,ASTL
BECN2,BECN2
IGSF11,IGSF11
PIK3CB,PIK3CB
LACC1,LACC1
ORC1,ORC1
LRP12,LRP12
CDHR1,CDHR1
INPP5E,INPP5E
GDF2,GDF2
GPR137C,GPR137C
ZXDC,ZXDC
DOCK7,DOCK7
COL24A1,COL24A1
GCNT1,GCNT1
CCKAR,CCKAR
NVL,NVL
SETD2,SETD2
SIGLEC1,SIGLEC1
EDNRA,EDNRA
SH2D5,SH2D5
HJV,HJV
LPIN3,LPIN3
WDR5,WDR5
ASB4,ASB4
EFNA2,EFNA2
ZNF143,ZNF143
BAZ2A,BAZ2A
RPGRIP1L,RPGRIP1L
KCNJ8,KCNJ8
PSKH1,PSKH1
ZBTB6,ZBTB6
ZNF597,ZNF597
DNAI4,DNAI4
ZFYVE26,ZFYVE26
MARCHF10,MARCHF10
FBXL2,FBXL2
LIPM,LIPM
FLII,FLII
DCP2,DCP2
GUCA1C,GUCA1C
KRT23,KRT23
SERPINA11,SERPINA11
SEMA4G,SEMA4G
STYK1,STYK1
ZNF620,ZNF620
HSD3B2,HSD3B2
PIK3C2A,PIK3C2A
TOPAZ1,TOPAZ1
TRMU,TRMU
ASB6,ASB6
SLITRK6,SLITRK6
ARHGEF15,ARHGEF15
EIF2AK1,EIF2AK1
SSUH2,SSUH2
SCRN3,SCRN3
CFAP221,CFAP221
ESCO1,ESCO1
NUP210,NUP210
CENPU,CENPU
GPR63,GPR63
NELL1,NELL1
ZBBX,ZBBX
SLC25A46,SLC25A46
ACP3,ACP3
LRP1B,LRP1B
TRMT10C,TRMT10C
NLGN4Y,NLGN4Y
PER2,PER2
ADRB3,ADRB3
ZNF550,ZNF550
SEMA4C,SEMA4C
SLC35D3,SLC35D3
KDM8,KDM8
NEU1,NEU1
TRAF1,TRAF1
TLR8,TLR8
IQCA1,IQCA1
KCNAB2,KCNAB2
PTPN2,PTPN2
SERPINA7,SERPINA7
GPR19,GPR19
GOT1L1,GOT1L1
ZNF318,ZNF318
WWOX,WWOX
CEP290,CEP290
ZDHHC6,ZDHHC6
ISL1,ISL1
ZNF33A,ZNF33A
SLC35G2,SLC35G2
PLA2G15,PLA2G15
MALT1,MALT1
ZNF260,ZNF260
RSF1,RSF1
DCP1B,DCP1B
BROX,BROX
NAGA,NAGA
FES,FES
GGA2,GGA2
IP6K3,IP6K3
RSC1A1,RSC1A1
PARP9,PARP9
LIPF,LIPF
SERPINE3,SERPINE3
NOCT,NOCT
RBMS2,RBMS2
ZNF174,ZNF174
ACKR2,ACKR2
NAALADL2,NAALADL2
LHX1,LHX1
EFHB,EFHB
SPATA6L,SPATA6L
TLR10,TLR10
OFD1,OFD1
PGBD1,PGBD1
KRT33A,KRT33A
HEPH,HEPH
CNGB3,CNGB3
MAGED2,MAGED2
SYNJ1,SYNJ1
ZNF804A,ZNF804A
HMCN1,HMCN1
STAC,STAC
SSTR2,SSTR2
RSKR,RSKR
ZNF322,ZNF322
PKD2L1,PKD2L1
TRIM54,TRIM54
OLFML1,OLFML1
GPC3,GPC3
EIF4G1,EIF4G1
ADH5,ADH5
CRTAP,CRTAP
TARS3,TARS3
KRT19,KRT19
SERPINB13,SERPINB13
PHF24,PHF24
TMEM72,TMEM72
P2RX1,P2RX1
CEP44,CEP44
LIPA,LIPA
SLC9A4,SLC9A4
RUBCN,RUBCN
WTAP,WTAP
KDF1,KDF1
RBAK,RBAK
LIPN,LIPN
BRS3,BRS3
ADGRG7,ADGRG7
ARHGAP20,ARHGAP20
ZNF148,ZNF148
F2RL1,F2RL1
MFSD6,MFSD6
MRPS9,MRPS9
RTN4IP1,RTN4IP1
CABS1,CABS1
SNIP1,SNIP1
GPR84,GPR84
DHH,DHH
EML5,EML5
LMX1B,LMX1B
TRPV3,TRPV3
CDH9,CDH9
TMEM79,TMEM79
AZI2,AZI2
TCF15,TCF15
CYTH4,CYTH4
NEK8,NEK8
NIN,NIN
SERBP1,SERBP1
PROKR1,PROKR1
TRPC4,TRPC4
OTOGL,OTOGL
CRH,CRH
PANX3,PANX3
SERPINB11,SERPINB11
ZNF200,ZNF200
PNPT1,PNPT1
ART3,ART3
SEMA3G,SEMA3G
PNPLA8,PNPLA8
HRH4,HRH4
MCAT,MCAT
NMBR,NMBR
C16orf46,C20H16orf46
MMEL1,MMEL1
ALKBH1,ALKBH1
HCN3,HCN3
CYP46A1,CYP46A1
DCP1A,DCP1A
LEPR,LEPR
MFGE8,MFGE8
HSD17B2,HSD17B2
CSPG4,CSPG4
MTFR2,MTFR2
UPB1,UPB1
FBXL8,FBXL8
CIART,CIART
COG7,COG7
TBX10,TBX10
WDR74,WDR74
ZFYVE16,ZFYVE16
NRAP,NRAP
PROKR2,PROKR2
GOLGA1,GOLGA1
SSC4D,SSC4D
SCAF4,SCAF4
WDR54,WDR54
NIPAL2,NIPAL2
CXCR6,CXCR6
CHI3L1,CHI3L1
ADAMTSL2,ADAMTSL2
AS3MT,AS3MT
SYCP2,SYCP2
POLR1A,POLR1A
TSHR,TSHR
ZNF428,ZNF428
LAYN,LAYN
PTGR3,PTGR3
TOPBP1,TOPBP1
ST6GALNAC2,ST6GALNAC2
MTRF1L,MTRF1L
IFNA6,IFNA6
CDH13,CDH13
GOLGA5,GOLGA5
EEPD1,EEPD1
CCR6,CCR6
ZNF883,ZNF883
ARMCX3,ARMCX3
CPXM2,CPXM2
PSMD13,PSMD13
AOC2,AOC2
MEA1,MEA1
ICE1,ICE1
TEX2,TEX2
KAT6B,KAT6B
SLC10A6,SLC10A6
CFAP263,CFAP263
RXFP2,RXFP2
SLC30A7,SLC30A7
GMEB1,GMEB1
SFTPD,SFTPD
SERPINB5,SERPINB5
ACTRT1,ACTRT1
NCAPD3,NCAPD3
USP36,USP36
COL28A1,COL28A1
TEX14,TEX14
NAPA,NAPA
ASPN,ASPN
CPO,CPO
SLC35F2,SLC35F2
HOXA2,HOXA2
EMB,EMB
ZKSCAN7,ZKSCAN7
LTF,LTF
SULF1,SULF1
ARFIP1,ARFIP1
CCDC92,CCDC92
AIFM2,AIFM2
CXCR5,CXCR5
RABEPK,RABEPK
JUP,JUP
LMOD3,LMOD3
EIF2AK3,EIF2AK3
ELF3,ELF3
PDCD2L,PDCD2L
RB1,RB1
GPR32,GPR32
COL27A1,COL27A1
ABCA12,ABCA12
MED13L,MED13L
TRAM2,TRAM2
DQX1,DQX1
STARD7,STARD7
TMEM59,TMEM59
MBNL3,MBNL3
IL2RG,IL2RG
TRAM1L1,TRAM1L1
SLC30A8,SLC30A8
ZNF24,ZNF24
STK19,STK19
PRR5L,PRR5L
UROC1,UROC1
OGFOD1,OGFOD1
CCDC34,CCDC34
PAK1IP1,PAK1IP1
WNT8A,WNT8A
HS3ST2,HS3ST2
TNC,TNC
TMEM132D,TMEM132D
GHSR,GHSR
LDB3,LDB3
NCF4,NCF4
SIN3A,SIN3A
GNL2,GNL2
ATP10B,ATP10B
AGTR2,AGTR2
ANKRD40,ANKRD40
LIMS2,LIMS2
PROCA1,PROCA1
POPDC2,POPDC2
HJURP,HJURP
CDK5,CDK5
MCTS1,MCTS1
CCDC15,CCDC15
LEMD3,LEMD3
ZFAND4,ZFAND4
SPATA22,SPATA22
SULT2B1,SULT2B1
ELAC1,ELAC1
C5AR1,C5AR1
SLCO4C1,SLCO4C1
MAB21L3,MAB21L3
MFAP3,MFAP3
ZNF750,ZNF750
MCM2,MCM2
PLEKHG1,PLEKHG1
TOMM40,TOMM40
PLSCR2,PLSCR2
CXorf66,CXHXorf66
ARHGAP31,ARHGAP31
EIF2B5,EIF2B5
ACSL3,ACSL3
GPR15,GPR15
TPD52,TPD52
TMEM198,TMEM198
SPATA31G1,SPATA31G1
LAMB2,LAMB2
SEC14L1,SEC14L1
PNN,PNN
NOXRED1,NOXRED1
SKAP2,SKAP2
NANS,NANS
C16orf96,C20H16orf96
ANKRD52,ANKRD52
DCTN1,DCTN1
ANXA5,ANXA5
GDAP1,GDAP1
ZNF391,ZNF391
SCN11A,SCN11A
LAMC1,LAMC1
HTR5A,HTR5A
G6PC1,G6PC1
SORD,SORD
DENND10,DENND10
AFG2A,AFG2A
WRN,WRN
USP44,USP44
MIPEP,MIPEP
PRAF2,PRAF2
HS2ST1,HS2ST1
GPANK1,GPANK1
PDE4C,PDE4C
LMAN2,LMAN2
CAPRIN1,CAPRIN1
PON1,PON1
AMMECR1L,AMMECR1L
CMKLR2,CMKLR2
GNA14,GNA14
TGM7,TGM7
CCR8,CCR8
SHOX2,SHOX2
ITGA8,ITGA8
WDFY3,WDFY3
MYBPHL,MYBPHL
NEGR1,NEGR1
ISG20L2,ISG20L2
TMEM260,TMEM260
C2CD2L,C2CD2L
B3GNT4,B3GNT4
PLPP3,PLPP3
RBM43,RBM43
ADD3,ADD3
MDH1,MDH1
SLC25A14,SLC25A14
BRIX1,BRIX1
COL6A3,COL6A3
PLXDC2,PLXDC2
CEP63,CEP63
NACC1,NACC1
AUNIP,AUNIP
DAO,DAO
ACTMAP,ACTMAP
WNT8B,WNT8B
TDRD10,TDRD10
CEBPZ,CEBPZ
HECW2,HECW2
SMARCA5,SMARCA5
KLHDC8A,KLHDC8A
ACKR4,ACKR4
ARL3,ARL3
DKK3,DKK3
TCEANC,TCEANC
TMEM185B,TMEM185B
API5,API5
NOA1,NOA1
OPN1SW,OPN1SW
CD200R1,CD200R1
TMX4,TMX4
ANKRD27,ANKRD27
MTHFR,MTHFR
GBX2,GBX2
PDZK1,PDZK1
RHO,RHO
DBN1,DBN1
CD180,CD180
TMIGD3,TMIGD3
RPH3A,RPH3A
GAS2L3,GAS2L3
RAX,RAX
MAP3K21,MAP3K21
DCLRE1A,DCLRE1A
TP53I3,TP53I3
PYCR1,PYCR1
LUZP2,LUZP2
XRCC3,XRCC3
HCAR1,HCAR1
MTUS2,MTUS2
TBC1D15,TBC1D15
ATXN1L,ATXN1L
DPP6,DPP6
IL12RB2,IL12RB2
KLF3,KLF3
MAGEA4,MAGEA4
SLC34A2,SLC34A2
GUCY1A1,GUCY1A1
AKAP8,AKAP8
FRMD4B,FRMD4B
RBPJL,RBPJL
IL16,IL16
SPHKAP,SPHKAP
ACSS1,ACSS1
EMC2,EMC2
PCGF2,PCGF2
COX4I2,COX4I2
FST,FST
OR4K15,OR4K15
DLX2,DLX2
ANGPTL7,ANGPTL7
TLR9,TLR9
MON2,MON2
SFXN5,SFXN5
MILR1,MILR1
DUOXA1,DUOXA1
CNTN6,CNTN6
OR6K6,OR6K6
GARIN1B,GARIN1B
TMEM94,TMEM94
XKR5,XKR5
SMCO2,SMCO2
ADPRM,ADPRM
METTL9,METTL9
RNLS,RNLS
SNX15,SNX15
PRSS36,PRSS36
CD2BP2,CD2BP2
RELL2,RELL2
MPHOSPH10,MPHOSPH10
KRTAP29-1,KRTAP29-1
DNAJC22,DNAJC22
PGLYRP3,PGLYRP3
CKAP2,CKAP2
LRRC55,LRRC55
ANO10,ANO10
RAD17,RAD17
ESRP1,ESRP1
PGF,PGF
ST3GAL1,ST3GAL1
EFNB3,EFNB3
PRRT2,PRRT2
THEMIS,THEMIS
EI24,EI24
CNOT11,CNOT11
SLC5A2,SLC5A2
SEZ6L,SEZ6L
SNRNP48,SNRNP48
EMILIN1,EMILIN1
FERMT1,FERMT1
NCAPG,NCAPG
IFI35,IFI35
GPR33,GPR33
SLC25A40,SLC25A40
LUM,LUM
MAML1,MAML1
NIT1,NIT1
CYSLTR1,CYSLTR1
FIGNL1,FIGNL1
PPIL6,PPIL6
RRH,RRH
FTSJ1,FTSJ1
TTC3,TTC3
ZNF335,ZNF335
RASGRP4,RASGRP4
ATP5F1D,ATP5F1D
CA6,CA6
MRRF,MRRF
ODAD4,ODAD4
DDX18,DDX18
KIF22,KIF22
CCDC198,CCDC198
HOXA1,HOXA1
KAT2A,RAB5C
MOGAT2,MOGAT2
MUC15,MUC15
MYNN,MYNN
SLC16A1,SLC16A1
TAS2R38,TAS2R38
VAX1,VAX1
RPAP3,RPAP3
ZNF528,ZNF528
SEZ6,SEZ6
AGR3,AGR3
MC4R,MC4R
ADGRV1,ADGRV1
SLC5A1,SLC5A1
IGSF22,IGSF22
SPON2,SPON2
KANK4,KANK4
DFFA,DFFA
NEUROD4,NEUROD4
MX1,MX1
C6orf58,C4H6orf58
OR51M1,OR51M1
PDLIM1,PDLIM1
AIP,AIP
NME9,NME9
PPP1R14C,PPP1R14C
RAB3GAP1,RAB3GAP1
TP53BP1,TP53BP1
CEP76,CEP76
DDX3Y,DDX3Y
NR3C2,NR3C2
C3orf38,C2H3orf38
TMEM165,TMEM165
SLC7A2,SLC7A2
HGFAC,HGFAC
CACNA1F,CACNA1F
UBALD2,UBALD2
GNRHR,GNRHR
NUDT10,NUDT10
TNRC6A,TNRC6A
CCDC54,CCDC54
SUPT3H,SUPT3H
COQ5,COQ5
NDUFAF1,NDUFAF1
GPS2,GPS2
NGLY1,NGLY1
SERAC1,SERAC1
PPEF1,PPEF1
DNAJB6,DNAJB6
RCAN2,RCAN2
ADORA1,ADORA1
PRSS38,PRSS38
POP5,POP5
NHS,NHS
DSE,DSE
GPR156,GPR156
ALG13,ALG13
SUCNR1,SUCNR1
C13orf42,C17H13orf42
LDAH,LDAH
CLBA1,CLBA1
CYC1,CYC1
EIF3I,EIF3I
DEPDC1,DEPDC1
ABCA8,ABCA8
NLRX1,NLRX1
YAE1,YAE1
CXXC5,CXXC5
TMEM68,TMEM68
UNK,UNK
TBC1D17,TBC1D17
COL6A6,COL6A6
MYH4,MYH4
OR51S1,OR51S1
DEGS1,DEGS1
ZHX3,ZHX3
OR5D3P,OR5D3P
MC3R,MC3R
SIRT4,SIRT4
AARS1,AARS1
DARS2,DARS2
ADAMTS1,ADAMTS1
RBKS,RBKS
EPYC,EPYC
ADCY10,ADCY10
SRSF11,SRSF11
LYVE1,LYVE1
OR14J1,OR14J1
SLC6A14,SLC6A14
OR52N4,OR52N4
ANXA4,ANXA4
RPP30,RPP30
DOCK11,DOCK11
COL16A1,COL16A1
SETX,SETX
OR3A1,OR3A1
SERTAD2,SERTAD2
RBM42,RBM42
ALAS1,ALAS1
GPR171,GPR171
ZNF507,ZNF507
ACOT8,ACOT8
ACY3,ACY3
NOP9,NOP9
GALNT8,NDUFA9
ADAMTS20,ADAMTS20
TMEM89,TMEM89
ANKRD37,ANKRD37
RDH11,RDH11
IBSP,IBSP
OR13C9,OR13C9
GGH,GGH
EDA2R,EDA2R
OR10H5,OR10H5
OR2B11,OR2B11
SLC49A4,SLC49A4
ZSCAN26,ZSCAN26
RLBP1,RLBP1
TNFSF11,TNFSF11
ZNF792,ZNF792
BRDT,BRDT
DIP2B,DIP2B
PDE9A,PDE9A
ZSWIM2,ZSWIM2
NBAS,NBAS
OR12D3,OR12D3
KNSTRN,KNSTRN
RDH12,RDH12
HEATR5A,HEATR5A
KCNC4,KCNC4
SLC40A1,SLC40A1
SYNPO2,SYNPO2
CYB5RL,CYB5RL
C1GALT1C1L,C1GALT1C1L
ART4,ART4
TMC3,TMC3
PCNX3,PCNX3
U2AF2,U2AF2
SFRP1,SFRP1
OR10A6,OR10A6
OR4K2,OR4K2
ROR2,ROR2
INTU,INTU
OR1Q1,OR1Q1
OR10G2,OR10G2
GPR50,GPR50
FSIP2,FSIP2
CYB5R4,CYB5R4
ZNF555,ZNF555
SASH1,SASH1
CFP,CFP
PNLIPRP2,PNLIPRP2
TYMS,TYMS
ARSL,ARSL
CDX2,CDX2
OR10P1,OR10P1
GRHL3,GRHL3
INPP4B,INPP4B
DNAAF9,DNAAF9
ZNF300,ZNF300
OXNAD1,OXNAD1
SMCR8,SMCR8
OR6C74,OR6C74
GOLGB1,GOLGB1
OR4K1,OR4K1
FOXR2,FOXR2
JAM2,JAM2
IL20RB,IL20RB
SEMA3D,SEMA3D
OR5AN1,OR5AN1
FRMD6,FRMD6
OR6B1,OR6B1
OR5BS1P,OR5BS1P
ZIC3,ZIC3
FBXL4,FBXL4
KLHL40,KLHL40
ELL,ELL
ERCC6L2,ERCC6L2
OR2A12,OR2A12
OR8U1,OR8U1
CFAP52,CFAP52
ARHGEF25,ARHGEF25
MRTFA,MRTFA
CFAP61,CFAP61
SDR16C5,SDR16C5
DNAJB7,DNAJB7
DENND2C,DENND2C
TSHZ3,TSHZ3
STOX2,STOX2
RIF1,RIF1
ENPP1,ENPP1
COPS7B,COPS7B
HIPK4,HIPK4
RPA1,RPA1
RRAD,RRAD
ZNF808,ZNF808
ZNF585A,ZNF585A
UCP1,UCP1
OR4N2,OR4N2
DLST,DLST
EIF2B1,EIF2B1
MOXD1,MOXD1
NR1D1,NR1D1
AGL,AGL
TTC39A,TTC39A
LYSMD3,LYSMD3
CD300LF,CD300LF
PPP2R2A,PPP2R2A
SLC5A8,SLC5A8
DSEL,DSEL
AFF1,AFF1
PPP6C,PPP6C
DNASE1L3,DNASE1L3
GDPD5,GDPD5
TEX52,TEX52
PEX26,PEX26
SYTL3,SYTL3
ZNF527,ZNF527
NALF1,NALF1
PRR16,PRR16
CFAP100,CFAP100
GPR158,GPR158
ANKRD10,ANKRD10
NEXMIF,NEXMIF
SEC22C,SEC22C
CTSZ,CTSZ
PASD1,PASD1
GEMIN5,GEMIN5
DNASE1L1,DNASE1L1
KLF7,KLF7
ALKBH4,ALKBH4
BEST1,BEST1
ANKMY2,ANKMY2
PDCL,PDCL
ANKRD29,ANKRD29
DPPA4,DPPA4
ZZZ3,ZZZ3
ADGRF1,ADGRF1
SYTL5,SYTL5
LRBA,LRBA
THSD7A,THSD7A
ZNF543,ZNF543
GARIN1A,GARIN1A
PENK,PENK
POLN,POLN
MAK16,MAK16
PICK1,PICK1
ETAA1,ETAA1
SPATS2L,SPATS2L
YJEFN3,YJEFN3
ANKRD54,ANKRD54
CKAP4,CKAP4
RTN4,RTN4
MLF1,MLF1
TEX13B,TEX13B
PIK3C2G,PIK3C2G
ITIH3,ITIH3
INKA2,INKA2
UBXN1,UBXN1
MS4A1,MS4A1
FADS3,FADS3
CCDC69,CCDC69
MMADHC,MMADHC
TMEM156,TMEM156
RNF180,RNF180
SLC6A20,SLC6A20
CCNG1,CCNG1
PIGZ,PIGZ
SHISA2,SHISA2
RAVER1,RAVER1
SLC9C1,SLC9C1
SLC17A8,SLC17A8
C2CD3,C2CD3
SPACA1,SPACA1
WBP2NL,WBP2NL
SULT1E1,SULT1E1
SHOX,SHOX
ZNF773,ZNF773
CDK5RAP1,CDK5RAP1
SPATC1,SPATC1
LRRC63,LRRC63
DYNLT2,DYNLT2
C3orf33,C2H3orf33
LAMB3,LAMB3
SDR39U1,SDR39U1
SGF29,SGF29
PCNX4,PCNX4
CPXM1,CPXM1
AP5B1,AP5B1
SWAP70,SWAP70
ZNF862,ZNF862
HERC5,HERC5
TAFAZZIN,TAFAZZIN
BCL2L11,BCL2L11
ZNF677,ZNF677
