mice gene name,frog gene name
Tmed11,gp25l
Arfgap1,arfgap1
Itgb4,itgb4
Matk,matk
Ikzf3,ikzf3
Pdhx,pdhx
Slc12a8,slc12a8
Ppfibp2,ppfibp2
Gpr61,gpr61
Gpalpp1,gpalpp1
Cmas,cmas
Slc39a8,slc39a8
Kmt2c,kmt2c
Slc28a3,slc28a3
Cdc34,cdc34
Trak2,trak2
Scly,scly
Chodl,chodl
Lrfn1,lrfn1.1
Rab11fip2,rab11fip2
Ntan1,ntan1
Rnf14,rnf14.4
Timp4,timp4
Mtrf1l,mtrf1l
Tnfaip8l2,tnfaip8l2
Sike1,sike1
Morn2,morn2
Sdsl,sdsl
Lamp5,lamp5
Spata2,spata2
Lox,lox
Mms19,mms19
Wdr86,wdr86
P3h4,p3h4
Cpz,cpz
Mrps7,mrps7
Tgm2,tgm2
Hopx,hopx
Slc2a6,slc2a6
Topbp1,topbp1
Vnn3,vnn2
4930579G24Rik,C4orf46
Ctbs,ctbs
Cdkn2c,cdkn2c
Acsf3,acsf3
Prelid2,prelid2
Zc3h4,zc3h4
Mrpl27,mrpl27
Malt1,malt1
Cyb5d1,cyb5d1
Dusp9,idh3b
Prmt9,prmt9
Abcg5,abcg5
Fkbp11,fkbp11
Gba1,GBA1
A830018L16Rik,c8orf34
Mast1,mast1
Arhgef9,arhgef9
Amotl1,amotl1
Ankrd27,ankrd27
Iws1,iws1
Sema4d,sema4d
Fam72a,fam72a
Ppp1r9a,ppp1r9a
Insm1,insm1
Tyk2,tyk2
Smcr8,smcr8
Cdk5rap3,cdk5rap3
Uri1,uri1
Dis3l2,dis3l2
Axl,axl
Pycr3,pycr3
Slc25a48,slc25a48
Ccna1,ccna1
B4galt4,b4galt4
Spats2,spats2
Acvrl1,acvrl1
Smpd3,smpd3
Sla,sla
Tgfbr3,tgfbr3
Parp3,parp3
Cenpv,cenpv
Kcns1,kcns1
Kif16b,kif16b
Cdnf,cdnf
Jade2,jade2
Cidec,cidec
Pcdh8,pcdh8
Pipox,pipox
Dhrs11,dhrs11
Scfd2,scfd2
Mrap2,mrap2
Trip11,trip11
Vipr2,vipr2
Faxdc2,faxdc2
Fstl3,fstl3
Chst5,chst6
Mecr,mecr
Zcchc4,zcchc4
Elk4,elk4
Nectin3,nectin3
B3gat3,b3gat3
Casp7,casp7
Mnx1,mnx1
Pclo,pclo
Rdh9,rdh7.2
Esf1,esf1
Ndufb5,ndufb5
Psip1,psip1
Scd2,scd
Nop14,ppp1r16a
Ptk7,ptk7
Hapln4,hapln4
Prc1,prc1
Adgrd1,adgrd1
Lrpprc,lrpprc
Fam171a2,fam171a2
Nub1,nub1
Inpp5d,inpp5d
Fzd6,fzd6
Palld,palld
Mrpl49,mrpl49
Bend5,agbl4
St6galnac6,st6galnac6
Irak4,irak4
Iglon5,iglon5
Hmcn1,hmcn1
Ccne1,ccne1
Aanat,aanat
Suco,suco
Specc1,specc1
Cep41,cep41
Anks1,anks1a
Casc3,casc3
Plekha2,plekha2
Myrf,myrf
Chchd3,chchd3
Tcf25,tcf25
Clgn,clgn
Col19a1,col19a1
Mettl15,mettl15
Smpd1,smpd1
Hmces,hmces
Ccn3,ccn3
Trmt2a,trmt2a
Cyp26c1,cyp26c1
Erbb3,erbb3
Fam20a,fam20a
Foxn4,foxn4
Zbtb21,zbtb21
Fbln1,fbln1
Cga,cga
Alkbh8,alkbh8
Cfap300,cfap300
Taar1,taar1
Matn4,matn4
Skap2,skap2
Gtpbp10,gtpbp10
Plcd3,plcd3
Mindy1,mindy1
Bbox1,bbox1
Postn,postn
Gpatch1,gpatch1
Prkcsh,prkcsh
Prrc2c,prrc2c
Ackr4,ackr4
Slc4a1,slc4a1
Kif17,kif17
Fank1,fank1
Skic3,ttc37
Pla2g6,pla2g6
Pvalb,pvalb
Zfc3h1,zfc3h1
Six4,six4
Ganc,ganc
Pigl,pigl
Spdya,spdya
Dhfr,dhfr
Smc6,smc6
Htr2b,htr2b
Ddx18,dpp10
Rbsn,rbsn
Ptges3l,ptges3l
Gpha2,gpha2
Clic3,clic3
Lypla2,lypla2
Exog,exog
Ssbp2,ssbp2
Pttg1ip,pttg1ip.1
Gpr68,gpr68
Plk4,plk4
Adrb1,ADRB1
Rassf10,RASSF10
Slc30a1,slc30a1
Limk2,limk2
Lrch3,lrch3
Rxylt1,rxylt1
Gk5,gk5
Kdm3a,kdm3a
Ovol2,ovol2
Gxylt2,gxylt2
Stx8,stx8
Spef1,spef1
Adamtsl3,adamtsl3
Rpa2,rpa2
Slc25a39,slc25a39
Cdcp2,cdcp2
Glt1d1,glt1d1
Rdh16,XB5807236 [provisional]
Man2b1,man2b1
Tsc1,tsc1
Socs1,socs1
Hmgn3,hmgn3
Nol4l,nol4l
Fa2h,fa2h
Bcl2,bcl2
Gnptg,gnptg
Kank1,kank1
Htatip2,htatip2
Cndp1,cndp1
Creb3l2,CREB3L2
Myo9a,myo9a
Erbb2,erbb2
Gm22270,SNORA66
Rskr,rskr
Ncapg,ncapg
Itm2a,itm2a
Plekhb2,plekhb2
Cdc42se1,cdc42se1
Skic2,skiv2l
Med26,med26
Slain1,slain1
Lrp3,lrp3
Pld6,pld6
Lrrc39,lrrc39
Pex10,pex10
Rgr,rgr
Hivep2,hivep2
Chid1,chid1
Spryd4,SPRYD4
Dpcd,dpcd
Naa30,naa30
Zmynd19,zmynd19
Mcat,mcat
Gpc1,gpc1
Adgra2,adgra2
Uxt,uxt
Nxf1,nxf1
Focad,focad
Plxdc1,plxdc1
Wscd1,wscd1
Adra2b,adra2b
Cdc14b,cdc14b
Kera,kera
Ppa2,ppa1
Fgf4,fgf4
Fcsk,fcsk
Ctsa,ctsa
Emx1,emx1
Ankrd11,ankrd11
Ank2,ank2
Helq,helq
Tlr7,tlr7
Klf15,klf15
Spata13,spata13
Asb9,asb9
Cyp1a1,cyp1a1
Tst,tst
Mpv17,mpv17
Tsfm,tsfm
Dhrs7,dhrs7
Mettl13,mettl13
Mrpl39,mrpl39
Coro7,coro7
Fdps,fdps
Itih2,itih2
Lnpep,lnpep
Mmab,mmab
Errfi1,errfi1
Hcfc2,hcfc2
Serp1,serp1
Itga7,itga7
Gnpat,gnpat
Acads,acads
Slc22a15,slc22a15.1
Sort1,sort1
Srek1ip1,srek1ip1
Slc26a11,slc26a11
Tcp11l1,tcp11l1
Trip4,trip4
Srp9,srp9
Lrrc47,lrrc47
Rdh5,rdh5
Susd6,susd6
Zfp639,znf639
Agpat2,agpat2
Spred1,spred1
Galt,galt
Slc25a47,slc25a47
Asb1,asb1
Ccdc149,ccdc149
Klhl30,klhl30
Sptssb,sptssb
Bend3,pdss2
Rbp3,rbp3
Dhrs9,dhrs9
Smug1,smug1
Ccdc186,ccdc186
Tgfbr2,tgfbr2
Enkur,enkur
Ncstn,ncstn
Dpep1,dpep1
Efcab7,efcab7
Cldn2,cldn2
Ap4m1,ap4m1
Fbxo47,fbxo47
Heatr3,heatr3
Szt2,szt2
Mob2,mob2.1
Phf20l1,phf20l1
Aopep,aopep
Nefm,nefm
Tax1bp1,tax1bp1
Lurap1l,lurap1l
Lamtor5,lamtor5
Alk,alk
Gda,gda
Ate1,ate1
Caml,camlg
Brms1,brms1
Ntaq1,ntaq1
Clcn1,clcn1
Slc2a12,slc2a12
Zdhhc13,zdhhc13
Cep135,cep135
Ctss,ctss
Syt14,syt14
Bhlhe23,bhlhe23
Egln1,egln1
Fignl1,fignl1
Tmem182,tmem182
Frs3,frs3
Adap2,adap2
Armc9,armc9
Rbp4,rbp4
Tmem59,tmem59
Pon2,pon2
Slco1c1,slco1c1
Dclre1c,dclre1c
Ppp4r2,ppp4r2
Lmcd1,lmcd1
Ep400,ep400
Uchl1,uchl1
Cbx8,cbx8
Slc18b1,slc18b1
Ankrd34a,ankrd34a
Cyb561d2,XB5922676 [provisional:cav3]
Arhgap17,arhgap17
Hps1,hps1
Pros1,pros1
Shisal2b,shisal2b
Brinp2,brinp2
Slco4a1,slco4a1
Garem2,garem2
Pdlim4,pdlim4
Ptprb,ptprb
Ncoa7,ncoa7
Kcnn3,KCNN3
Abcb8,abcb8
Mmp21,mmp21
Fam98b,fam98b
Bnc1,bnc1
Slc26a7,slc26a7
Lrp2bp,lrp2bp
Tyro3,tyro3
Cdca4,cdca4
Zfp706,znf706
Arhgdig,arhgdig
Snx10,snx10
Cyb5b,cyb5b
Mrps27,mrps27
Rgs19,rgs19
Fam107a,fam107a
Nts,nts
Adad1,adad1
Atg2a,atg2a
Hmgxb3,hmgxb3
Hook2,hook2
Coch,coch
Mrps35,mrps35
Nol12,nol12
Gfi1b,gfi1b
Tmem18,tmem18
Armh1,armh1
Arfgap3,arfgap3
Adra1b,adra1b
Bphl,bphl
Otop1,otop1
Hhat,hhat
Rev3l,rev3l
Dennd4b,dennd4b
Cyth4,cyth4
Metrnl,metrnl
Morn3,morn3
Enpp4,enpp4
Tstd2,tstd2
Prdm2,prdm2
Zfp326,znf326
Dync2i2,dync2i2
Ddit4,ddit4
Gabrp,gabrp
Pex16,pex16
Susd4,susd4
Wdr81,wdr81
Mtf1,mtf1
Ntrk1,ntrk1
Igfbp2,igfbp2
Tbce,tbce
Mep1a,mep1a
Aebp1,aebp1
Rabggta,rabggta
En1,en1
Enpp1,enpp1
Man2b2,man2b2
Nek1,nek1
Aasdhppt,aasdhppt
Acbd6,acbd6
Mcfd2,mcfd2
Penk,penk
Vat1,vat1
Dnajc21,dnajc21
Dntt,dntt
Rab7b,rab7b
Cpsf7,cpsf7
Cln8,cln8
Kcnh3,kcnh3
Rdh1,rdh7
Arhgef16,arhgef16
Hsd17b13,hsd17b13
Nthl1,nthl1
Zfp366,znf366
Pxmp2,pxmp2
Mettl24,mettl24
Vps37b,vps37b
Cdon,cdon
Chek2,chek2
Car11,ca11
Zhx2,zhx2
Casp3,casp3.2
Lratd2,lratd2
Oxnad1,oxnad1
Arhgef11,arhgef11
Apbb1ip,apbb1ip
Alcam,alcam
Entrep2,fam189a1
Rpusd2,rpusd2
Nudt15,nudt15
Zswim7,zswim7
Ddx31,ddx31
Slc44a3,slc44a3
Plscr5,plscr5
Ppp1r3c,ppp1r3c
Wdr75,wdr75
Entpd2,entpd2
Dact1,dact1
Igdcc3,igdcc3
Sez6,sez6
Col4a2,col4a2
Il17d,il17d
Pigs,pigs
Fkbp8,fkbp8
Pdcd2,pdcd2
Leng1,leng1
Glmn,glmn
Mcee,mcee
Pdlim1,pdlim1
Gldn,gldn
Iqca1,iqca1
Wrnip1,wrnip1
Uncx,uncx
Mapkbp1,mapkbp1
Atxn7,mapk15
Slc66a3,slc66a3
Amph,amph
Pltp,pltp
Gpatch8,gpatch8
Pcnx4,pcnx4
Mvk,mvk
Nhlrc3,nhlrc3
Stab2,stab2
Nedd4,nedd4
Col24a1,col24a1
Prdm13,prdm13
Klhdc3,klhdc3
Eml2,eml1
Oser1,oser1
Tfpt,tfpt
C1d,c1d
Fbxw4,fbxw4
Pop5,pop5
Dmac2l,dmac2l
Cfap61,cfap61
Sppl2a,sppl2a
Acp7,acp7
Dok7,dok7
Nek11,nek11
Thumpd3,thumpd3
Uros,uros
Hlx,hlx
Sdcbp2,sdcbp2
Prkra,prkra
Prss35,prss35
Pggt1b,pggt1b
Svil,svil
Slc9a4,slc9a4
Frem1,frem1
Cfap96,c4orf47
Sema4b,sema4b
Fam114a2,fam114a2
Mast4,mast4
Cep170,cep170
Slc7a15,slc7a15
Tfe3,tfe3
Pgap2,pgap2
Inpp5b,inpp5b
Nat9,nat9
Ildr2,ildr2
Cyb5r4,cyb5r4
Ttc14,ttc14
1810009A15Rik,lbhd1
Amotl2,amotl2
Cdv3,cdv3
Zfp800,znf800
Nt5dc1,nt5dc1
Xrcc3,xrcc3
Scnn1g,scnn1g
Nedd9,nedd9
Arrdc4,arrdc4
Atp5pd,atp5pd
Pcsk9,pcsk9
Ptafr,ptafr
Klf11,klf11
Tdrd3,tdrd3
Slc35d2,slc35d2
Slc38a11,slc38a11
Ppp6r1,ppp6r1
Chchd7,chchd7
Id4,id4
Cpb2,cpb2
Mrgbp,mrgbp
Sash3,sash3
Aqp9,aqp9
Hmg20a,hmg20a
Macc1,macc1
Faap24,faap24
Ptpn5,ptpn5
Herpud2,herpud2
Cdh15,cdh15
Slbp,slbp
Whrn,whrn
Skor1,skor1
Epb41l3,epb41l3
Taf11,taf11
Cep112,cep112
Exd2,exd2
Vgll4,tamm41
Ndufaf5,ndufaf5
Foxred1,foxred1
Axin2,AXIN2
Ssb,ssb
Scoc,scoc
Hibch,inpp1
Krt18,krt18.1
Irx3,irx3
Hba-x,hba4
Arrdc1,arrdc1
Mlxip,mlxip
Trmt5,trmt5
St14,st14
Tmem199,tmem199
Tfcp2l1,TFCP2L1
Ift27,ift27
Commd3,commd3
Rprd2,rprd2
Patj,patj
Srd5a1,srd5a1
Gba2,gba2
Cttnbp2,cttnbp2
Ptger3,ptger3
Fam219b,FAM219B
Flvcr2,flvcr2
Wdr43,wdr43
Tcaim,tcaim
Bcdin3d,bcdin3d
Pdgfrb,pdgfrb
Kntc1,kntc1
Rimbp2,rimbp2
Higd2a,higd2a
Mrpl43,mrpl43
Ddx4,ddx4
Zfp644,znf644
Abo,abo.1
Cyb561d1,cyb561d1
Nceh1,nceh1
Lnpk,lnpk
Thnsl1,thnsl1
Sdr39u1,sdr39u1
Kcnk15,kcnk15
Ssh1,ssh1
Mst1,mst1
Bend7,bend7
Bfsp2,bfsp2
Intu,intu
Cptp,cptp
Ptges2,ptges2
Gdnf,gdnf
Lacc1,lacc1
Gcnt3,gcnt3
Ccdc43,ccdc43
Pym1,pym1
Bbx,bbx
Ccdc88c,ccdc88c
Nop16,nop16
Asnsd1,asnsd1
Ephx1,ephx1
Fbxo21,fbxo21
Cerk,cerk
Scx,SCX
Lysmd2,btnl8
Rassf3,rassf3
Skp2,skp2
Ssc4d,ssc4d
Slc26a5,slc26a5
Slc30a10,slc30a10
Mmp9,mmp9.1
Otud3,otud3
Efnb3,efnb3
Vmn2r1,vn2r1p
Osbpl2,adrm1
Crx,crx
Xpo5,xpo5
Lct,lct.2
Aatf,aatf
Scn2b,scn2b
Ggh,ggh
Manba,manba
Cyp7a1,cyp7a1
Tmed6,tmed6
Fitm2,fitm2
Rgs20,rgs20
Pstpip2,PSTPIP2
Nipal2,nipal2
Myo16,myo16
Serpinb5,serpinb5
Pou2f2,pou2f2
Btd,btd
Nufip2,nufip2
Chrdl1,chrdl1
Vegfd,vegfd
Batf,batf
Msra,msra.1
Sp7,sp7
Mcm10,mcm10
Nol6,nol6
Paqr6,paqr6
Fam151b,fam151b
Samd12,samd12
Uqcr10,uqcr10
Rhbdd1,rhbdd1
Cers1,cers1
Synj2bp,synj2bp
Epdr1,epdr1
Suox,suox
Haao,haao
Sfmbt1,sfmbt1
Foxj1,foxj1
Acot12,acot12
Ston2,STON2
Aqp2,aqp2
Larp4,larp4
Zfp410,znf410
Raver1,raver1
5730455P16Rik,c17orf75
Lama4,lama4
Nr2c2ap,nr2c2ap
Rnft1,rnft1
Alg14,alg14
Eml3,eml3
Bbln,bbln
Gemin6,gemin6
Loxhd1,loxhd1
Nipal4,nipal4
Tk2,tk2
Ndc1,ndc1
Kxd1,kxd1
Dnase1l3,dnase1l3
Atp6ap1,atp6ap1.2
Nxph3,nxph3
Fabp3,fabp3
Ccnb2,ccnb2
Mgll,mgll
Gpld1,gpld1
Zzz3,zzz3
Ankef1,ankef1
Cars2,cars2
Insyn1,insyn1
Calcr,calcr
Frmd7,helz
Creb3l1,creb3l1
Meltf,meltf
Myct1,myct1
Arl11,arl11
Scarb1,scarb1
Aff2,aff2
Zic4,zic4
Mrps22,mrps22
Arhgap45,arhgap45
Gigyf1,gigyf1
Bhlhe40,bhlhe40
Acp2,acp2
Rnaseh1,rnaseh1
Plekha5,plekha5
Slc27a2,slc27a2
Ado,ado
Pdzd8,PDZD8
Grin2c,grin2c
Rdh8,rdh8
Eef1akmt3,eef1akmt3
Nipsnap3a,nipsnap3a
Scnn1a,scnn1a
Arid1a,arid1a
Gal3st1,gal3st1
Cpb1,cpb1
Mppe1,mppe1
Phf1,phf1
Srd5a2,srd5a2
Ikbke,ikbke
Zbtb25,zbtb25
Hsd17b8,hsd17b8
Grin3b,grin3b
Pcyox1,pcyox1
Rdh19,rdh16
Fnip2,fnip2
Glb1l,glb1
Cd36,cd36
Sypl2,sypl2
Hspb2,hspb2
Cox16,cox16
Wdr89,wdr89
Ankrd16,ankrd16
Unc13b,UNC13B
Rtel1,rtel1
Mmp19,mmp19
Qser1,qser1
Haghl,haghl
Pard3b,pard3b
Ngfr,ngfr
Ptn,ptn
Uevld,uevld
Ift25,hspb11
Cntnap1,cntnap1
Hdx,hdx
Pnmt,pnmt
Gtf2ird1,gtf2ird1
Manbal,manbal
Mrm2,mrm2
R3hdm4,r3hdm4
Cdc42ep2,cdc42ep2
Megf6,megf6
Birc2,birc2
Mmp23,mmp23b
Ssx2ip,ssx2ip
Srebf1,srebf1
Inpp5e,inpp5e
Dao,dao
Fam53a,fam53a
Vstm2l,vstm2l
Atf4,atf4
Rpgrip1l,rpgrip1l
Zcchc8,zcchc8
Cebpb,cebpb
Cacng8,cacng8
Noc4l,noc4l
Pemt,pemt
Ankrd12,ankrd12
Myo19,myo19
Arhgap23,arhgap23
Lgals4,lgals4.1
Prr15l,prr15l
Upf3b,upf3b
Nppc,nppc
Mrpl12,mrpl12
Gm25176,U4
Dpp4,fap
Sycn,SYCN
Ppdpf,ppdpf
Hk3,hk2
Plscr2,plscr1
Rem2,rem2
Xrcc1,xrcc1
Lipc,lipc
Asb12,asb12.2
Nemp1,nemp1
Ccr7,ccr7
Htr2c,htr2c
Tnfrsf19,tnfrsf19
Prmt6,prmt6
Otol1,otol1
Afap1l2,afap1l2
Amigo1,amigo1
Ssh2,ssh2
Slc3a1,slc3a1
Rnmt,rnmt
Tamalin,tamalin
Msrb3,MSRB3
Rnf128,rnf128
Mrrf,mrrf
Hnrnpul1,hnrnpul1
C8b,c8b
Nphp4,nphp4.2
Esyt1,esyt1
Myrfl,myrfl
Slc15a2,slc15a2
Nphp1,nphp1
Setd4,setd4
Tdp2,tdp2
Slc46a1,slc46a1
Cebpd,cebpd
Wfikkn1,wfikkn1
Fgd4,fgd4
Tmprss9,tmprss9
Usp35,usp35
Sult6b2,sult6b1l
Drc7,drc7
Erp29,erp29
Mov10l1,mov10l1
Scaf4,scaf4
Klf4,klf4
Zfyve19,zfyve19
Cebpe,cebpe
Gse1,stk35
Rpap3,rpap3
Pkhd1l1,pkhd1l1.1
Psme2,psme2
Clcf1,clcf1
Cfap69,cfap69
Htd2,HTD2
Srrm3,srrm3
Ppp1r16b,ppp1r16b
Itga4,itga4
Slc30a8,slc30a8
Rdh16f2,mgc89248
Prr5l,prr5l
Gpr153,gpr153
Mfge8,mfge8
Ahr,ahr
Ddx59,ddx59
Gcgr,gcgr
Skida1,skida1
Dbp,dbp
Gpc3,gpc3
Hmgn2,hmgn2
Cks1b,CKS1B
Zgpat,zgpat
Usp45,usp45
Rfng,rfng
Trub1,trub1
Igbp1,igbp1
Npc1l1,npc1l1
Cish,cish
Aadat,aadat
Cdc42ep4,cdc42ep4
Psd,PSD
Nphs2,nphs2
Chm,chm
Glb1l2,glb1l2
Hyal2,hyal2
Igfbp4,igfbp4
Hint2,hint2
Pnpla8,pnpla8
Nrde2,nrde2
Dab2,dab2
Nexmif,nexmif
Nid2,nid2
Mtfr1,mtfr1
Sh3bgrl3,sh3bgrl3
Cebpa,cebpa
Cp,cp
Lipt1,lipt1
Hjv,hjv
Sec22c,sec22c
Hdac7,hdac7
Ttc9,ttc9
Entpd5,entpd5
Hs3st6,hs3st6
Or52z12,or52d1
Ap4s1,ap4s1
Fgl2,fgl2
1110059E24Rik,c9orf85
Rem1,rem1
C1qtnf12,c1qtnf12
Sox13,sox13
Gata6,gata6
Card9,card9
Acp5,acp5
Tm6sf2,tm6sf2
She,she
Ogfod2,ogfod2
Ston1,ston1
Dusp29,dusp29
Timm10b,timm10b
Ggact,ggact
Avpr1b,avpr1b
Alkbh2,alkbh2
Ppp2r3a,ppp2r3a
Avp,oxt
Trmt13,trmt13
Camk2n2,camk2n2
Spata20,spata20
Ptpmt1,ptpmt1
Ranbp2,ranbp2
Pnrc2,pnrc2
Ephx2,ephx2
Ndufa10,ndufa10
Poc1b,poc1b
Camsap3,camsap3
Ier5l,ier5l
Or52m1,or52m1
Soat2,soat2
Baiap2l2,baiap2l2
Trmt44,trmt44
Kit,kit
Phf20,phf20
Slc29a1,slc29a1
Gpr158,gpr158
Olfml3,olfml3
Depdc1a,depdc1
Bcap29,bcap29
Ifitm10,ifitm10
Cercam,cercam
Lrrc73,lrrc73
Nps,NPS
Krt4,krt78.6
Or51d1,or51e1
Crtc2,crtc2
Mphosph8,mphosph8
Tmem229a,TMEM229A
Opcml,opcml
Nit1,nit1
Tbkbp1,tbkbp1
Ank3,ank3
Ric3,ric3
Syn2,syn2
Hormad1,hormad1
Coq8b,coq8b
Ap5m1,ap5m1
Tcf24,tcf24
Ehhadh,ehhadh
Bri3,bri3
Setd1b,setd1b
Ncaph,ncaph
Nt5c1b,nt5c1a
Allc,allc
Baiap3,baiap3
Ccni,ccni
Mir133b,xtr-mir-133a
Saxo2,saxo2
Camta2,camta2
Tmem161a,tmem161a
Zbtb22,zbtb22
Alg1,alg1
Tmprss6,tmprss6
Cmc2,cmc2
Hspb3,hspb3
Rsph14,rsph14
Piwil4,piwil4
Mrc1,mrc1
Tdrd7,tdrd7
Snph,SNPH
Kif11,kif11
Mns1,mns1
Rnpc3,rnpc3
Mrpl45,mrpl45
Fbxo4,fbxo4
Txndc15,txndc15
Kif18a,kif18a
Lrrc9,lrrc9
Lemd3,lemd3
Ppan,ppan
Tmem26,tmem26
Serpinf1,serpinf1
Tcerg1l,tcerg1l
Bahcc1,bahcc1
Myo7b,myo7b
Trmt1l,trmt1l
Asph,asph
Mrps11,mrps11
Mms22l,mms22l
Kansl2,kansl2
Dnai3,dnai3
Rnf32,rnf32
Mul1,mul1
Mrpl4,mrpl4
Dbi,dbi
Vasp,vasp
Atp1b3,atp1b3
Fam13c,fam13c
Rflna,rflna
Gjc2,gjc2
Amn1,amn1
Bcl2l11,bcl2l11
Mrpl46,mrpl46
Wdr53,wdr53
Syt11,syt11
Urad,urad
Phldb1,phldb1
Golim4,golim4
Bptf,bptf
Cep131,cep131
Actr8,actr8
Rhebl1,rhebl1
Arl14epl,ARL14EPL
Ndufb1,ndufb1
Odf2,odf2
Gadd45b,gadd45b
Phf13,phf13
Lactb,lactb
Nuak2,nuak2
Cnfn,cnfn.1
Tspan8,tspan8
D8Ertd738e,c19orf53
Zmynd10,zmynd10
Itprip,itprip
Itgb8,itgb8
Mfap3,mfap3
Srcin1,srcin1
Mgme1,mgme1
Apbb3,apbb3
Nab2,nab2
Fam135b,fam135b
Nkd1,nkd1
Irag1,irag1
Smn1,smn1
Or51h5,or51ao1
Dnaaf5,dnaaf5
Pou2f3,pou2f3
Pgpep1l,pgpep1l
Lrrc59,lrrc59
Txndc11,txndc11
Lypd6b,lypd6b
Mrps28,mrps28
Zdhhc21,zdhhc21
Itih5,itih5
Crppa,crppa
Dnmbp,dnmbp
Mertk,mertk
Id2,id2
Asah2,asah2
Tnmd,tnmd
Sdc2,sdc2
Cep57,cep57
Phospho1,phospho1
B4galnt4,b4galnt4
Abcb5,abcb5
Tut7,tut7
B3gnt4,b3gnt4
Kazn,kazn
Itga3,itga3
Hdac9,hdac9
Trpa1,trpa1
Atpaf1,atpaf1
Ccdc39,ccdc39
Scpep1,scpep1
Pop1,pop1
Mtcl1,mtcl1
Ankrd22,ankrd22
Ush1c,ush1c
Pdlim5,pdlim5
Bag6,bag6
Vhl,vhl
Gjb5,gjb4
Hspg2,hspg2
Per1,per1
Hacd4,hacd4
Sgpp2,sgpp2
Spart,spart
1700123O20Rik,c14orf119
Dglucy,dglucy
Hoxb4,hoxb4
Ktn1,ktn1
Cdh5,cdh5
Angel2,angel2
Dzank1,dzank1
Maml1,maml1
Mustn1,mustn1
Cenps,cenps
Slc45a3,slc45a3
Hdhd5,hdhd5
Cyp1b1,cyp1b1
Tubgcp6,tubgcp6
Chac1,chac1
Cgnl1,cgnl1
Zdhhc23,zdhhc23
Cc2d1b,cc2d1b
Wfdc1,wfdc1
Fkrp,fkrp
Grxcr2,grxcr2
Tmem35b,tmem35b
Trp53inp1,tp53inp1
Omd,omd
Rps6kc1,rps6kc1
Mbp,mbp
Myg1,myg1
Junb,junb
Paqr5,paqr5
Ttc22,ttc22
Plekhb1,PLEKHB1
Fn3k,fn3k
Ptprn2,ptprn2
C1qb,C1QB
Egfl6,egfl6
St3gal1,st3gal1
Fbxl22,fbxl22
Chtf18,chtf18
Pkn1,pkn1
Pwwp2b,pwwp2b
Ppp1r42,ppp1r42
Cyp4a14,cyp4b1
Vwf,vwf
Tmprss3,tmprss3
Lmf2,lmf2
Zfp598,znf598
Aadac,aadac
Odad4,odad4
Ccdc32,ccdc32
Cdca7,cdca7
Zbtb33,zbtb33
Ubl3,ubl3
Efna1,efna1
Rreb1,rreb1
Angptl3,angptl3
Kyat1,kyat1
Arhgef33,arhgef33
Mthfsd,mthfsd
Pgls,pgls
Minpp1,minpp1
Tex9,tex9
Pabir2,pabir2
Ciapin1,ciapin1
Saal1,saal1
Plcd4,plcd4
Prdx5,prdx5
Cubn,cubn
Gga3,gga3
Mllt6,mllt6
Asxl3,asxl3
Kri1,kri1
Faah,faah.2
Gpr162,gpr162
Phf21b,phf21b
Fshb,fshb
Dtl,dtl
Chpf2,chpf2
Sema4g,sema4g
Gjd3,gjd3
Smyd3,smyd3
Tut4,tut4
Afg2b,spata5l1
Efhc2,efhc2
mt-Atp6,ATP6
6430571L13Rik,C3orf18
Pcf11,pcf11
Orc6,orc6
Dnaaf11,dnaaf11
Srrm4,srrm4
Asah1,asah1
Ins2,ins
Krt12,krt12.3
Hoxb1,hoxb1
Tango6,tango6
Chdh,CHDH
Gpx3,gpx3
Slc52a3,slc52a3
Ankrd50,ankrd50
Ccdc28b,ccdc28b
Rwdd3,rwdd3
Gtf3c1,gtf3c1
Ppp1r2,ppp1r2
Tmtc1,tmtc1
C330018D20Rik,C5orf63
Mmp28,mmp28
Adprs,adprs
Hrh2,hrh2
Npas2,npas2
Cd82,cd82
Caap1,caap1
Rsph9,rsph9
Creld2,creld2
Ocln,ocln
Fam131a,FAM131A
Rabl6,rabl6
1110004F10Rik,c11orf58
Tmem150a,tmem150a
Mrpl32,mrpl32
Sox17,sox17a
Slc17a9,slc17a9
Arl6ip4,arl6ip4
Nlrx1,nlrx1
Tlcd3a,tlcd3a
Cpa3,cpa3
Gramd1c,gramd1c
Sclt1,sclt1
Ptprn,ptprn
Tfec,tfec
Marchf1,marchf1
Ttc32,ttc32
Mfsd9,mfsd9
Hfm1,hfm1
Nr1h5,nr1h5
Mc1r,mc1r
Hebp1,hebp1
Spag16,spag16
Tbxa2r,tbxa2r
Otud6b,otud6b
Popdc2,popdc2
Pnkd,pnkd
Gprc6a,XB991396 [provisional:gprc6a]
Ogfrl1,ogfrl1
Mcrip2,mcrip2
Nherf1,slc9a3r1
Abhd15,abhd15
Mrm3,mrm3
Mtrfr,mtrfr
Haus1,haus1
Rassf6,rassf6
Shq1,shq1
Ugt2b34,ugt2a1
Cckbr,cckbr
Cdip1,cdip1
Pfn1,pfn1
Tmem214,tmem214
Sstr3,sstr3
Mmachc,mmachc
Clec3b,clec3b
Ubox5,ubox5
Rspo1,rspo1
Fbh1,fbh1
Zfp653,znf653
Polk,polk
Mpc1,mpc1
Ccn6,ccn6
Cxcl12,cxcl12
Mindy4b-ps,mindy4b
Evpl,evpl
