rhesus_macaque gene name,commonmarmoset gene name
PNP,PNP
ROBO3,ROBO3
C17H13orf42,C13orf42
AKIRIN1,AKIRIN1
HELQ,HELQ
ACAT2,ACAT2
UBAP2L,UBAP2L
PITRM1,PITRM1
TOE1,TOE1
L3MBTL1,L3MBTL1
NRF1,NRF1
REV1,REV1
TXLNG,TXLNG
UQCC2,UQCC2
SLC35A4,SLC35A4
CYP7A1,CYP7A1
ETFRF1,ETFRF1
TRPV6,TRPV6
DISP1,DISP1
ATP8B1,ATP8B1
DDRGK1,DDRGK1
USP19,USP19
CACNA1E,CACNA1E
MTMR12,MTMR12
MYBPC2,MYBPC2
ATP1A3,ATP1A3
PTGES2,PTGES2
USP33,USP33
MAD1L1,MAD1L1
ERBIN,ERBIN
PPT1,PPT1
CDK3,CDK3
STIP1,STIP1
PCLO,PCLO
HSD11B1L,HSD11B1L
LHFPL4,LHFPL4
LIPM,LIPM
CRYBB1,CRYBB1
SP1,SP1
INPP5J,INPP5J
PBK,PBK
CSPG4,CSPG4
SORCS1,SORCS1
PLCD3,PLCD3
BCL6,BCL6
IGDCC3,IGDCC3
SBK3,SBK3
HDDC3,HDDC3
FER1L6,FER1L6
CAD,CAD
ADCY6,ADCY6
NUCB1,NUCB1
GSPT2,GSPT2
DTWD1,DTWD1
SYT4,SYT4
MYOCD,MYOCD
NAGA,NAGA
SPEN,SPEN
UNC5CL,UNC5CL
TIGD5,TIGD5
SLC5A5,SLC5A5
TSACC,TSACC
ZBTB40,ZBTB40
ZSWIM3,ZSWIM3
AFAP1L2,AFAP1L2
TMCO4,TMCO4
CSNK1D,CSNK1D
DMRT2,DMRT2
GABRA2,GABRA2
FJX1,FJX1
STXBP5L,STXBP5L
TNS2,TNS2
TINAG,TINAG
FAM240A,FAM240A
OTOS,OTOS
RPGRIP1L,RPGRIP1L
KCNN4,KCNN4
PPP2R3A,PPP2R3A
WFIKKN1,WFIKKN1
DDC,DDC
LATS1,LATS1
TP53BP2,TP53BP2
RBPMS,RBPMS
NOL6,NOL6
LMBR1,LMBR1
CEPT1,CEPT1
RASSF5,RASSF5
MOB3B,MOB3B
AFAP1L1,AFAP1L1
LRRC36,LRRC36
PLA2G2E,PLA2G2E
METTL6,METTL6
IFT46,IFT46
TIMM44,TIMM44
DRP2,DRP2
KCNG2,KCNG2
ZNF235,ZNF235
FCRLB,FCRLB
TANK,TANK
LRP6,LRP6
PDCD10,PDCD10
FAM193B,FAM193B
ASPDH,ASPDH
PEX2,PEX2
TFAP2E,TFAP2E
DOCK1,DOCK1
MAPK1IP1L,MAPK1IP1L
FIGNL1,FIGNL1
CDX1,CDX1
HYCC1,HYCC1
CS,CS
ADGRV1,ADGRV1
EXTL2,EXTL2
TFDP2,TFDP2
ARID4A,ARID4A
RASA1,RASA1
RAD51,RAD51
CNTRL,CNTRL
SYNRG,SYNRG
MEX3C,MEX3C
SLF2,SLF2
CEP112,CEP112
NNMT,NNMT
AGMAT,AGMAT
SYCE3,SYCE3
TRAP1,TRAP1
PRPF3,PRPF3
PPFIA1,PPFIA1
SLC2A5,SLC2A5
TWF1,TWF1
ZKSCAN2,ZKSCAN2
TEN1,TEN1
IRX2,IRX2
IPCEF1,IPCEF1
COL26A1,COL26A1
SIK3,SIK3
JUNB,JUNB
COQ8B,COQ8B
WDR13,WDR13
ASCL2,ASCL2
HIP1R,HIP1R
PLXNC1,PLXNC1
SIPA1L2,SIPA1L2
TPGS1,TPGS1
RNF169,RNF169
FRAS1,FRAS1
BMX,BMX
TARS2,TARS2
SGCE,SGCE
SNORD63,SNORD63
IFT70A,TTC30B
DNAL4,DNAL4
NGDN,NGDN
mml-mir-761,cja-mir-761
DMXL1,DMXL1
HORMAD1,HORMAD1
SLC30A6,SLC30A6
SLC2A12,SLC2A12
ZFP36,ZFP36
MKS1,MKS1
SLC2A2,SLC2A2
NHSL2,NHSL2
DDX4,DDX4
TAGLN2,TAGLN2
ZCCHC9,ZCCHC9
DEPDC1,DEPDC1
CEP170,CEP170
ALOX12,ALOX12
STRA6,STRA6
USP53,USP53
MOGS,MOGS
GLG1,GLG1
PSMG3,PSMG3
H2BK1,H2BK1
RNF111,RNF111
GANC,GANC
PLCH1,PLCH1
TRIM35,TRIM35
FUBP1,FUBP1
COL21A1,COL21A1
ALKBH2,ALKBH2
NUP133,NUP133
GPANK1,GPANK1
ESYT1,ESYT1
UNG,UNG
SDR9C7,SDR9C7
ZNF18,ZNF18
PHF13,PHF13
FGFRL1,FGFRL1
ZNF318,ZNF318
CLN8,CLN8
FBXL21,FBXL21P
MAEL,MAEL
CENPN,CENPN
SH3RF2,SH3RF2
AGPAT1,AGPAT1
MTHFD2L,MTHFD2L
DNMT1,DNMT1
SNX1,SNX1
TPP1,TPP1
ABI2,ABI2
FGR,FGR
DIPK2B,DIPK2B
SCN10A,SCN10A
TMEM53,TMEM53
NUB1,NUB1
SMCO3,SMCO3
VLDLR,VLDLR
NAA38,NAA38
SSR4,SSR4
ACAP3,ACAP3
ZNF35,ZNF35
RBBP4,RBBP4
MINK1,MINK1
CWF19L1,CWF19L1
C1H1orf232,C1orf232
SNORC,SNORC
RPP40,RPP40
STK10,STK10
TM7SF3,TM7SF3
MAT2B,MAT2B
ZNF84,ZNF84
GBF1,GBF1
MYBL1,MYBL1
DNAH9,DNAH9
STK17A,STK17A
SNORD38C,SNORD38C
BRIX1,BRIX1
PSMD4,PSMD4
KDR,KDR
KRT40,KRT40
TNK1,TNK1
BBX,BBX
RECQL,RECQL
LMAN2L,LMAN2L
PAWR,PAWR
ITFG2,ITFG2
RTN4IP1,RTN4IP1
WIPF3,WIPF3
MRTFA,MRTFA
GSTO1,GSTO1
ADAM10,ADAM10
ITPKC,ITPKC
ZNF614,ZNF614
SFMBT1,SFMBT1
PNPLA8,PNPLA8
SH3TC2,SH3TC2
ASCL5,ASCL5
ABCB4,ABCB4
ROR1,ROR1
TSSK2,TSSK2
PPP1R3F,PPP1R3F
NPAS1,NPAS1
QSER1,QSER1
SRBD1,SRBD1
ZNF263,ZNF263
TMEM79,TMEM79
ADAMTS14,ADAMTS14
CCS,CCS
CIMIP1,CIMIP1
INKA1,INKA1
ARHGAP28,ARHGAP28
ZNF483,ZNF483
ARMC10,ARMC10
ASXL2,ASXL2
ILDR2,ILDR2
SRRM2,SRRM2
THUMPD3,THUMPD3
DIP2A,DIP2A
FNDC7,FNDC7
WDR31,WDR31
LTA,TNLG1E
MAP3K6,MAP3K6
DACT1,DACT1
SLC16A13,SLC16A13
A1CF,A1CF
TMC2,TMC2
MPHOSPH10,MPHOSPH10
SS18L1,SS18L1
MFSD11,MFSD11
WDR55,WDR55
GOLGA1,GOLGA1
RXFP1,RXFP1
COL19A1,COL19A1
PHLPP2,PHLPP2
SMIM35,SMIM35
STEAP4,STEAP4
SARDH,SARDH
ZNF784,ZNF784
G6PC1,G6PC1
NUDT18,NUDT18
ATP5F1E,ATP5E
OTULIN,OTULIN
TYRP1,TYRP1
RPAP3,RPAP3
SHROOM4,SHROOM4
WIPI2,WIPI2
MMS19,MMS19
NUAK2,NUAK2
CHDH,CHDH
CHD5,CHD5
UBE3B,UBE3B
DHCR7,DHCR7
DNAH10,DNAH10
LPO,LPO
POU2AF2,POU2AF2
SEC24A,SEC24A
LRRC4,LRRC4
FAM13A,FAM13A
ARSA,ARSA
PLOD2,PLOD2
PAGR1,PAGR1
EPHB3,EPHB3
ATXN7L2,ATXN7L2
MAD2L2,MAD2L2
PHF14,PHF14
KIF19,KIF19
ALKBH1,ALKBH1
FA2H,FA2H
RFT1,RFT1
CMKLR2,CMKLR2
SECISBP2,SECISBP2
NINJ1,NINJ1
HOXB1,HOXB1
RGS21,RGS21
ALKBH3,ALKBH3
NSUN7,NSUN7
FAM53B,FAM53B
XPNPEP3,XPNPEP3
PTGR3,ZADH2
VIL1,VIL1
GJB3,GJB3
SMUG1,SMUG1
CCDC174,CCDC174
MTTP,MTTP
CTTNBP2,CTTNBP2
CNPY4,CNPY4
PPFIBP1,PPFIBP1
PGR,PGR
USF3,USF3
GCK,GCK
STAT2,STAT2
WDR53,WDR53
SEC22C,SEC22C
WDR89,WDR89
GALR2,GALR2
BAG5,BAG5
KIAA2013,KIAA2013
TRIM42,TRIM42
GAK,GAK
ZSCAN20,ZSCAN20
DIPK2A,DIPK2A
ZIK1,ZIK1
PUS3,PUS3
STXBP4,STXBP4
UTP20,UTP20
LYSMD1,LYSMD1
TOM1L2,TOM1L2
PKD2L1,PKD2L1
TMPRSS4,TMPRSS4
RAB42,RAB42
RPL9,RPL9
FZD7,FZD7
MATCAP2,MATCAP2
COL6A3,COL6A3
ZNF526,ZNF526
CEP350,CEP350
C4orf52,C4orf52
SAMD3,SAMD3
NUP153,NUP153
SKIDA1,SKIDA1
NUDT21,NUDT21
ANKUB1,ANKUB1
WWC1,WWC1
FOXR1,FOXR1
FAM193A,FAM193A
AADACL2,AADACL2
GALC,GALC
EIF2D,EIF2D
SLC23A3,SLC23A3
CYP2R1,CYP2R1
GIT1,GIT1
ZNF574,ZNF574
TSPYL5,TSPYL5
PCYT1A,PCYT1A
SORCS2,SORCS2
GON7,GON7
ENDOD1,ENDOD1
LIPG,LIPG
LTC4S,LTC4S
LRRC58,LRRC58
GAL3ST4,GAL3ST4
GOLGA5,GOLGA5
HJV,HFE2
MMP20,MMP20
EZH2,EZH2
USP37,USP37
GOLGA2,GOLGA2
RHOQ,RHOQ
TRPV3,TRPV3
KLHL3,KLHL3
METTL24,METTL24
MFAP2,MFAP2
ATG4A,ATG4A
NID1,NID1
FLI1,FLI1
PPP1R3D,PPP1R3D
PRDM1,PRDM1
ZNF316,ZNF316
LDHAL6A,LDHAL6A
AGBL3,AGBL3
ABCG1,ABCG1
TCEA3,TCEA3
CLRN2,CLRN2
ZDHHC6,ZDHHC6
CERKL,CERKL
FAM114A1,FAM114A1
FHIT,FHIT
TIMELESS,TIMELESS
AGTR2,AGTR2
AGPAT5,AGPAT5
NAP1L5,NAP1L5
EXO5,EXO5
MEGF11,MEGF11
TARBP1,TARBP1
SCN2B,SCN2B
SQLE,SQLE
OR5I1,OR5I1
SEMA3B,SEMA3B
TGFB1I1,TGFB1I1
ELP2,ELP2
ZUP1,ZUP1
RNF180,RNF180
MTMR8,MTMR8
FMO2,FMO2
PRRT4,PRRT4
CCR10,CCR10
TECRL,TECRL
GCAT,GCAT
TRAPPC11,TRAPPC11
MAD2L1BP,MAD2L1BP
DHRS1,DHRS1
KCNK6,KCNK6
MYO3A,MYO3A
ARHGEF37,ARHGEF37
HPSE,HPSE
SLC9B2,SLC9B2
FOXI1,FOXI1
FBXW4,FBXW4
GARNL3,GARNL3
MYH7,MYH7
ARID3A,ARID3A
CACNG8,CACNG8
ZNF471,ZNF471
SELENOF,SELENOF
FRMD4A,FRMD4A
WDR33,WDR33
CPN1,CPN1
SLC10A6,SLC10A6
ACE,ACE
POLR3F,POLR3F
OGFOD1,OGFOD1
GPRC5D,GPRC5D
SPMIP11,SPMIP11
SPMIP6,C9orf24
TREML1,TREML1
OR4D11,OR4D11
DENND5B,DENND5B
OR6K2,OR6K2
SART3,SART3
NAA11,NAA11
ATP6V1B2,ATP6V1B2
LNX1,LNX1
NBR1,NBR1
FAM184B,FAM184B
ADRB2,ADRB2
CPZ,CPZ
MANEAL,MANEAL
FLVCR1,FLVCR1
RIN1,RIN1
SPR,SPR
ACOX1,ACOX1
NOP9,NOP9
SENP8,SENP8
MRPL48,MRPL48
CEP83,CEP83
HINT2,HINT2
TRDMT1,TRDMT1
PGRMC2,PGRMC2
GBE1,GBE1
TRIM55,TRIM55
PIGK,PIGK
PTAFR,PTAFR
RALGPS1,RALGPS1
PIK3CD,PIK3CD
ATP13A4,ATP13A4
SMARCD2,SMARCD2
PQBP1,PQBP1
F2RL2,F2RL2
NR2E1,NR2E1
PLS1,PLS1
ATL3,ATL3
TUFT1,TUFT1
CCDC127,CCDC127
MAOB,MAOB
GPR149,GPR149
EIF3M,EIF3M
C4H6orf62,C6orf62
LINGO1,LINGO1
GBP6,GBP6
LIPK,LIPK
ANXA13,ANXA13
ORC6,ORC6
TK1,TK1
ANGPTL3,ANGPTL3
OXTR,OXTR
KRT7,KRT7
GTF2E2,GTF2E2
TNFRSF11B,TNFRSF11B
AP4B1,AP4B1
SH3BP1,SH3BP1
SBNO2,SBNO2
FAM89B,FAM89B
ARHGAP6,ARHGAP6
FAM234B,FAM234B
GRB7,GRB7
POLG2,POLG2
MYADML2,MYADML2
RHOD,RHOD
DEGS1,DEGS1
SORT1,SORT1
NUP50,NUP50
TSPAN6,SYTL4
PHF3,PHF3
PLXDC1,PLXDC1
CHST9,CHST9
SPNS2,SPNS2
MICALL1,MICALL1
CHRM5,CHRM5
PPFIBP2,PPFIBP2
SVEP1,SVEP1
PAPSS2,PAPSS2
ZNF142,ZNF142
CCDC102A,CCDC102A
WFS1,WFS1
NOP58,NOP58
GATM,GATM
MDN1,MDN1
MYADM,MYADM
EPHB1,EPHB1
UGT2A1,UGT2A1
PAQR3,PAQR3
CFAP126,CFAP126
RXRG,RXRG
ENAH,ENAH
FAM83B,FAM83B
PPP1R9A,PPP1R9A
CPXM1,CPXM1
NTSR1,NTSR1
CNTD1,CNTD1
PRR5L,PRR5L
SCYL2,SCYL2
SLC1A7,SLC1A7
SGPL1,SGPL1
KIAA1191,KIAA1191
TOR2A,TOR2A
HMGXB4,HMGXB4
CBLIF,CBLIF
AP1S1,AP1S1
BEGAIN,BEGAIN
ITGA5,ITGA5
ZNF571,ZNF571
FREM1,FREM1
DIAPH1,DIAPH1
CIAO1,CIAO1
ANK2,ANK2
EXOC6,EXOC6
DNMBP,DNMBP
TMEM41B,TMEM41B
PLOD3,PLOD3
DLX4,DLX4
NUDT13,NUDT13
EHD1,EHD1
ZC3H12A,ZC3H12A
PRKN,PRKN
OXNAD1,OXNAD1
CTDSPL2,CTDSPL2
CEBPZ,CEBPZ
GPR107,GPR107
CCDC158,CCDC158
PHACTR2,PHACTR2
SLC7A11,SLC7A11
ACAA1,ACAA1
PNMT,PNMT
GABRA1,GABRA1
TCAF1,TCAF1
SRM,SRM
GINS3,GINS3
SPTY2D1,SPTY2D1
HEPH,HEPH
CETN3,CETN3
SMAD4,SMAD4
SIVA1,SIVA1
PITPNM3,PITPNM3
RDH12,RDH12
USP43,USP43
TLR7,TLR7
COL13A1,COL13A1
ARHGEF17,ARHGEF17
IFRD2,IFRD2
TTC19,TTC19
PAICS,PAICS
NFRKB,NFRKB
NIN,NIN
RAD17,RAD17
TCFL5,TCFL5
ABHD15,ABHD15
PRIM2,PRIM2
TMTC3,TMTC3
HMGCLL1,HMGCLL1
SLC4A9,SLC4A9
PARP1,PARP1
KIF5C,KIF5C
ADAMTS12,ADAMTS12
SLC14A2,SLC14A2
EN2,EN2
AP3S1,AP3S1
UBAP2,UBAP2
SLC6A6,SLC6A6
HPS6,HPS6
PACC1,PACC1
PGM3,PGM3
RHPN2,RHPN2
OR4D10,OR4D10
TMEM74B,TMEM74B
ARMCX6,ARMCX6
NFE2L2,NFE2L2
ZNF771,ZNF771
ASXL3,ASXL3
ANO6,ANO6
HBQ1,HBQ1_2
NOX3,NOX3
RRM2,RRM2
HSPB1,HSPB1
ARSK,ARSK
KLHL31,KLHL31
THSD7B,THSD7B
EPHA2,EPHA2
SH2B3,SH2B3
GRK6,GRK6
OR4E1,OR4E1
PTGS1,PTGS1
NEK1,NEK1
CAVIN2,CAVIN2
ZZEF1,ZZEF1
TMCO6,TMCO6
DDX54,DDX54
SYNDIG1,SYNDIG1
PROSER1,PROSER1
ZNF445,ZNF445
FLOT1,FLOT1
DLL4,DLL4
MRPS25,MRPS25
SLC1A5,SLC1A5
ZNF182,ZNF182
OR4S2,OR4S2
CYP19A1,CYP19A1
TSHZ2,TSHZ2
DNAJB5,DNAJB5
MRFAP1L2,MRFAP1L2
CDH5,CDH5
EGR4,EGR4
CROT,CROT
ZMYND19,ZMYND19
TGM6,TGM6
FRMD7,FRMD7
ELOVL7,ELOVL7
SETDB1,SETDB1
GOLGB1,GOLGB1
EPHB2,EPHB2
EEIG1,EEIG1
OR10Z1,OR10Z1
TMPRSS11F,TMPRSS11F
PTPN12,PTPN12
ATP6AP1,ATP6AP1
HMGCS1,HMGCS1
CEP63,CEP63
ZNF207,ZNF207
TUSC3,TUSC3
MRPL18,MRPL18
PCGF6,PCGF6
SYTL5,SYTL5
CDKL2,CDKL2
GTPBP3,GTPBP3
ORC5,ORC5
CPO,CPO
UAP1,UAP1
HSF5,HSF5
GPR34,GPR34
CFAP58,CFAP58
MECOM,MECOM
DNM2,DNM2
MPDZ,MPDZ
RHBDF2,RHBDF2
RNF214,RNF214
POLL,POLL
DHX33,DHX33
SNRPB,SNRPB
SLC66A3,SLC66A3
SPOCK2,SPOCK2
ERAS,ERAS
CNKSR3,CNKSR3
ATMIN,ATMIN
GLRA4,GLRA4
GPATCH3,GPATCH3
MT4,MT4
DNAJC22,DNAJC22
ZNF283,ZNF283
HOXB2,HOXB2
HSPA9,HSPA9
ADAMTS3,ADAMTS3
THAP5,THAP5
RNF125,RNF125
CHUK,CHUK
C1QL4,C1QL4
ZNF549,ZNF549
FAM110D,FAM110D
POGZ,POGZ
KRT32,KRT32
EP300,EP300
CDH19,CDH19
TLCD1,TLCD1
TGM7,TGM7
BLOC1S4,BLOC1S4
SLC39A5,SLC39A5
USH2A,USH2A
ESCO1,ESCO1
CCDC88A,CCDC88A
GAPDHS,GAPDHS
NQO1,NQO1
EPG5,EPG5
HAX1,HAX1
TCTE1,TCTE1
SPMAP1,SPMAP1
SLC6A1,SLC6A1
MAP7,MAP7
TRA2B,TRA2B
SDR42E1,SDR42E1
TRAF6,TRAF6
DAZL,DAZL
UBA5,UBA5
ENPP5,ENPP5
POMT1,POMT1
PALM2AKAP2,PALM2AKAP2
GALR3,GALR3
RIC3,RIC3
ACSS3,ACSS3
ELMOD2,ELMOD2
AFG2B,AFG2B
CP,CP
DUSP15,DUSP15
TREH,TREH
TRPV4,TRPV4
SEMA5B,SEMA5B
MSS51,MSS51
S100A5,S100A5
CFAP210,CCDC173
EHF,EHF
FXYD1,FXYD1
FAM89A,FAM89A
AGTR1,AGTR1
KCNH6,KCNH6
MMP11,MMP11
BTBD19,BTBD19
NOP53,NOP53
LIPN,LIPN
IL11,IL11
S1PR5,S1PR5
ZPR1,ZNF259
CALHM4,CALHM4
CLPP,CLPP
DUOX2,DUOX2
KIF7,KIF7
ENOX2,ENOX2
RRS1,RRS1
FTSJ3,FTSJ3
SUPV3L1,SUPV3L1
CCNC,CCNC
RADX,RADX
ESYT3,ESYT3
LIMCH1,LIMCH1
ACSM4,ACSM4
C10H22orf31,C22orf31
ZNF212,ZNF282
AMOTL1,AMOTL1
SERINC3,SERINC3
ARHGAP20,ARHGAP20
OR10G2,OR10G2
HSF1,HSF1
SREBF1,SREBF1
SYNPO2,SYNPO2
DENND2B,DENND2B
MYC,MYC
PIRT,PIRT
NUDT9,NUDT9
ACKR4,CCRL1
ALKBH4,ALKBH4
ENPP3,ENPP3
PHLDB2,PHLDB2
ARMT1,ARMT1
PKHD1L1,PKHD1L1
KRT1,KRT1
ARHGEF10,ARHGEF10
IL1F10,IL1F10
CASP3,CASP3
RPN1,RPN1
PEPD,PEPD
STK32A,STK32A
THRB,THRB
RNaseP_nuc,RNaseP_nuc
SKAP2,SKAP2
BAD,BAD
EMP2,EMP2
OLFM2,OLFM2
GLYATL3,GLYATL3
ZMAT3,ZMAT3
IGF1,IGF1
FKBP8,FKBP8
FAM181B,FAM181B
RFX1,RFX1
ATP5IF1,ATP5IF1
SLC35A5,SLC35A5
PPP2R5E,PPP2R5E
SCFD2,SCFD2
NR5A1,NR5A1
SELENOH,SELENOH
PTPRB,PTPRB
SNORA11F,SNORA11F
PCNX2,PCNX2
CDK2AP1,CDK2AP1
USP3,USP3
ACSL4,ACSL4
NUP42,NUP42
ACTN1,ACTN1
GNL3L,GNL3L
GRIN2C,GRIN2C
NLRP3,NLRP3
ZNF397,ZNF397
ASB16,ASB16
DOHH,DOHH
VIPAS39,VIPAS39
LSG1,LSG1
CDH13,CDH13
GAS1,GAS1
ANGPT1,ANGPT1
VDAC3,VDAC3
ABHD12B,ABHD12B
TET2,TET2
ETV1,ETV1
NCL,NCL
LUZP1,LUZP1
KIF18A,KIF18A
SEMA4A,SEMA4A
USP16,USP16
EDAR,EDAR
RPS6KB2,RPS6KB2
VIPR2,VIPR2
AQP10,AQP10
TRAF5,TRAF5
ADRA1A,ADRA1A
SMARCC1,SMARCC1
BUB1B,BUB1B
MYG1,MYG1
ABCC1,ABCC1
THUMPD2,THUMPD2
HDGFL2,HDGFL2
DDX47,DDX47
CXCR4,CXCR4
CAPN6,CAPN6
PIR,PIR
TBC1D8B,TBC1D8B
SAMD13,SAMD13
PCDH1,PCDH1
ARNTL2,BMAL2
KCNJ1,KCNJ1
NDUFS8,NDUFS8
NMBR,NMBR
POC1A,POC1A
RADIL,RADIL
LMCD1,LMCD1
ZNF304,ZNF304
HTR7,HTR7
CRHR2,CRHR2
FCHO1,FCHO1
RMDN1,RMDN1
SYT2,SYT2
SC5D,SC5D
ASGR1,ASGR1
BTBD6,BTBD6
GFM2,GFM2
USP21,USP21
SYNGR2,SYNGR2
DKK4,DKK4
LPXN,LPXN
MRPL21,MRPL21
PHF7,PHF7
ADSL,ADSL
PITX1,PITX1
IL22,IL22
SLC25A34,SLC25A34
LONP2,LONP2
BUB3,BUB3
CHRNA4,CHRNA4
SYT1,SYT1
OTOP1,OTOP1
LRIF1,LRIF1
ELOVL6,ELOVL6
ST3GAL4,ST3GAL4
PINK1,PINK1
GOLGA4,GOLGA4
UBL7,UBL7
SLC4A10,SLC4A10
CXCR5,CXCR5
RABEPK,RABEPK
SLC15A2,SLC15A2
DCLK1,DCLK1
PXDN,PXDN
EML4,EML4
TUBGCP2,TUBGCP2
DRD2,DRD2
TMEM229A,TMEM229A
OPRK1,OPRK1
OS9,OS9
PLPP3,PLPP3
ARHGAP27,ARHGAP27
NFKBIB,NFKBIB
MYO7B,MYO7B
FAM167B,FAM167B
OR8A1,OR8A1
KLB,KLB
GART,GART
SLC35A2,SLC35A2
OGDHL,OGDHL
OBI1,OBI1
SLC30A7,SLC30A7
FSCN2,FSCN2
MST1,MST1
PATJ,PATJ
LRRC9,LRRC9
IGF2R,IGF2R
CAPRIN1,CAPRIN1
FAM187A,FAM187A
MYSM1,MYSM1
SPATC1L,SPATC1L
CAPN3,CAPN3
P2RX1,P2RX1
ELP6,ELP6
ANKEF1,ANKEF1
RTN4RL1,RTN4RL1
IBTK,IBTK
CSPG5,CSPG5
AP5B1,AP5B1
SLC9A4,SLC9A4
DDIT4,DDIT4
DECR1,DECR1
FTSJ1,FTSJ1
ZNF821,ZNF821
TMPO,TMPO
OR2AT4,OR2AT4
LONRF3,LONRF3
CHRM4,CHRM4
CD37,CD37
LRRC71,LRRC71
EML1,EML1
FGD2,FGD2
SNX3,SNX3
P4HB,P4HB
STN1,STN1
LETM1,LETM1
MPV17L2,MPV17L2
SLC39A2,SLC39A2
ATP2C2,ATP2C2
MDM4,MDM4
SWSAP1,SWSAP1
TRPC6,TRPC6
COL4A6,COL4A6
MRC1,MRC1
P2RY14,P2RY14
IGSF21,IGSF21
MAST2,MAST2
GK,GK
TMEM132B,TMEM132B
EPS8L1,EPS8L1
OR4D9,OR4D9
FBXO24,FBXO24
FN3KRP,FN3KRP
ZSWIM1,ZSWIM1
COG1,COG1
FMO4,FMO4
UTP14A,UTP14A
CDK5RAP3,CDK5RAP3
COX7B,COX7B
BSCL2,BSCL2
DUSP16,DUSP16
TRPC4AP,TRPC4AP
RSPO4,RSPO4
NYAP1,NYAP1
ASIC5,ASIC5
BMP10,BMP10
YTHDF1,YTHDF1
CRISPLD2,CRISPLD2
MINAR2,MINAR2
SIPA1,SIPA1
ABRAXAS1,ABRAXAS1
VWA7,VWA7
RRP9,RRP9
ENKUR,ENKUR
KLK15,KLK15
SLC4A1,SLC4A1
TANGO6,TANGO6
KDELR3,KDELR3
XIAP,BIRC4
INSM2,INSM2
KY,KY
MIDN,MIDN
IRX4,IRX4
FHIP2A,FHIP2A
KLK13,KLK13
TMEM132C,TMEM132C
GON4L,GON4L
CCDC68,CCDC68
UNC79,UNC79
RUBCN,RUBCN
SSH3,SSH3
PPP4R1,PPP4R1
ENTPD3,ENTPD3
WNK2,WNK2
mml-mir-365-2,MIR365B
CTNNBL1,CTNNBL1
TXNDC11,TXNDC11
VANGL1,VANGL1
CCSER2,CCSER2
PPP1CA,PPP1CA
FEZF2,FEZF2
BRD10,KIAA2026
CPA4,CPA4
PPP1R12B,PPP1R12B
ODAD2,ODAD2
EP400,EP400
PLK4,PLK4
IQGAP2,IQGAP2
ANKFY1,ANKFY1
ZNF599,ZNF599
TMEM150C,TMEM150C
GDF2,GDF2
INPP5B,INPP5B
WDR1,WDR1
TXN2,TXN2
GRK3,GRK3
ZNF692,ZNF692
MARCHF8,MARCHF8
G2E3,G2E3
LIN7C,LIN7C
MTMR11,MTMR11
GLP1R,GLP1R
KIT,KIT
ADRA2B,ADRA2B
PIK3R5,PIK3R5
CEP78,CEP78
TCERG1L,TCERG1L
MPO,MPO
OR2B11,OR2B11
EMILIN3,EMILIN3
SLC51B,SLC51B
CENPL,CENPL
THNSL2,THNSL2
RARS1,RARS1
NCOA7,NCOA7
SLC40A1,SLC40A1
ARL14EPL,ARL14EPL
TM4SF4,TM4SF4
ABCA3,ABCA3
USP13,USP13
NLRX1,NLRX1
CEP76,CEP76
FAM180A,FAM180A
XRCC3,XRCC3
APAF1,APAF1
UCP3,UCP3
PDZD8,PDZD8
PIEZO1,PIEZO1
CNN2,CNN2
RFLNA,RFLNA
PAG1,PAG1
ZNF180,ZNF180
TRIM16,TRIM16
EIF1AD,EIF1AD
ST3GAL6,ST3GAL6
RPAP2,RPAP2
DNAI3,DNAI3
AOX1,AOX1
U2SURP,U2SURP
HYAL3,HYAL3
ANKS4B,ANKS4B
C6H5orf63,C2H5orf63
SAMM50,SAMM50
NAF1,NAF1
AP4S1,AP4S1
NCF2,NCF2
TFR2,TFR2
MEIOC,MEIOC
LTB,LTB
PHLDB3,PHLDB3
ZNF467,ZNF467
CC2D1B,CC2D1B
IMPG2,IMPG2
MYRIP,MYRIP
CFAP161,CFAP161
ABCC8,ABCC8
TYR,TYR
KLHL26,KLHL26
RIMBP2,RIMBP2
TRMT6,TRMT6
EHHADH,EHHADH
DUOXA1,DUOXA1
VEGFC,VEGFC
ENPEP,ENPEP
CCDC117,CCDC117
REEP4,REEP4
S1PR3,S1PR3
METTL4,METTL4
OR10A6,OR10A6
GAPT,GAPT
DNASE1,DNASE1
ANKDD1B,ANKDD1B
KIF3A,KIF3A
HADHA,HADHA
LTBP2,LTBP2
HOXD1,HOXD1
CIART,CIART
ALYREF,ALYREF
RNLS,RNLS
FBXO30,FBXO30
WRAP53,WRAP53
PTGES3,PTGES3
PTOV1,PTOV1
LRRD1,LRRD1
IQCB1,IQCB1
GRAP2,GRAP2
FHIP1B,FHIP1B
BLM,BLM
MRPS14,MRPS14
ODR4,ODR4
NGF,NGF
POLR1A,POLR1A
OLFML2B,OLFML2B
PPEF2,PPEF2
SLC37A1,SLC37A1
DQX1,DQX1
UQCC6,C12orf73
XPO7,XPO7
ZSCAN10,ZSCAN10
GNL3,GNL3
ARID3C,ARID3C
SEMA3C,SEMA3C
SNORA48B,SNORA48B
EPHA1,EPHA1
GOLM1,GOLM1
RIMS2,RIMS2
CNRIP1,CNRIP1
HYAL4,HYAL4
TBXAS1,TBXAS1
PLEKHA4,PLEKHA4
CIAO3,CIAO3
CLDN15,CLDN15
XRCC5,XRCC5
KDM4D,KDM4D
