zebrafish gene name,frog gene name
SLC31A1,slc31a1
SOX5,sox5
LCMT1,lcmt1
APLP2,aplp2
ZPR1,zpr1
CTSD,ctsd
RAB3GAP1,rab3gap1
CDK11A,cdk11b
GMCL1,gmcl1
TIMM10,timm10
DPP9,dpp9
INTS3,ints3
UBIAD1,ubiad1
RUNX1,runx1
CIAO3,ciao3
ACAP2,acap2
cox6b1,cox6b1
PMM2,pmm1
CRY2,cry2
MIR22,xtr-mir-22
NDFIP2,ndfip2
MCM7,mcm7
TANC2,tanc2
ACOT8,acot8
FGFR2,fgfr2
SLC5A6,slc5a6
MIR222,xtr-mir-222
METTL3,mettl3
arl3l1,arl3l2
YOD1,yod1
PAQR4,paqr4
YBX1,ybx1
EIF2A,eif2a
COX15,cox15
SLC35F6,slc35f6
CLPP,clpp
HSPA12B,hspa12b
PTER,pter
GALNT16,galnt16
STXBP5L,stxbp5l
SEMA3C,sema3c
WNT8A,wnt8a
DPM3,dpm3
LIMK1,limk1
GALNT12,galnt12
VPS18,vps18
si:ch211-117c9.5,slc6a8l
TRAPPC9,trappc9
ABTB1,abtb1
CSGALNACT2,csgalnact2
OPA3,opa3
prph2la,prph2l
TAGLN,tagln
TSPAN14,tspan14
SLC20A1,slc20a1
galnt14,galnt14
ROBO2,robo2
PDXK,pdxk
GSC,gsc
B9D1,b9d1
ST8SIA4,st8sia4
atp5if1b,atp5if1
COL5A2,col5a2
ace,ace
MIR29A,xtr-mir-29a
RNASEH2A,rnaseh2a
IDH2,idh2
DOP1A,dop1a
PHPT1,phpt1
SKI,ski
SLIT3,slit3
CMBL,cmbl
CEP76,cep76
slc1a6,slc1a6
WFDC1,wfdc1
GPR75,gpr75
MED13,med13
STIMATE,stimate
DNAH1,dnah1
CORO1A,coro1a
GUK1,guk1
coa5,coa5
ABCF1,abcf1
wwp2,wwp2
CIB1,cib1
TULP4,tulp4
WWP1,wwp1
SPTBN2,sptbn2
LMBR1L,lmbr1l
RIOK2,riok2
PHF2,phf2
SYT10,syt10
LASP1,lasp1
SESN1,sesn1
SGSH,sgsh
UBQLN4,ubqln4
HECTD3,hectd3
AIFM3,aifm3
PREX1,prex1
AKR1B1,akr1b1
LRRC4B,lrrc4b
PPM1K,ppm1k
ADD1,add1
ela2l,ctrc
SMYD5,smyd5
ACSS1,acss1
POU6F2,pou6f2
VKORC1L1,vkorc1l1
FGFR1OP2,fgfr1op2
POLA1,pola1
IFT81,ift81
ANKRD13B,ankrd13b
EDEM3,edem3
NOSIP,znf484
SAP30BP,sap30bp
sh3gl3a,sh3gl3
PAPOLA,papola
snord31.1,SNORD31
MTMR2,mtmr2
PXMP4,pxmp4
DAW1,daw1
FSD1L,fsd1l
NUBP2,nubp2
GTF2H3,gtf2h3
RABEP1,rabep1
HMX3,hmx3
NT5C1A,nt5c1b
CABP1,cabp1
APBA2,apba2
ATP5PD,atp5pd
FABP2,fabp2
XPO6,xpo6
LOXL3,loxl3
TXNDC9,lyg2
PDIA3,pdia3
CHTOP,chtop
TMEM9B,tmem9b
CDH18,cdh18
CPA1,cpa1
CPT2,cpt2
CAPN1,capn1
ATG4A,atg4a
KRTCAP2,krtcap2
CDS1,cds1
ST13,st13
METTL6,mettl6
EIF3F,eif3f
ARSI,arsi
UGGT1,uggt1
MITD1,mitd1
KBTBD4,kbtbd4
MIR19B1,xtr-mir-19b-2
ARHGAP24,arhgap24
CHCHD4,chchd4
SACS,sacs
zgc:113162,tesk1
GRHL2,grhl2
HTR4,htr4
KALRN,kalrn
CCDC12,ccdc12
HEY1,hey1
G3BP1,g3bp1
FGFR1,fgfr1
AXIN1,axin1
SLC16A7,slc16a7
IMP4,imp4
GPR137B,gpr137b
MEF2A,mef2a
MAP4K4,map4k4
ntn2,ntn3
PI4K2B,pi4k2b
ASH2L,ash2l
USP44,usp44
MAN2A2,man2a2
SH3BP4,sh3bp4
CTDNEP1,ctdnep1
FNDC4,fndc4
SMO,smo
CRTC1,crtc1
TBX5,tbx5
ATP11C,atp11c
TSPAN13,tspan13
GTF2F1,gtf2f1
mir192,xtr-mir-192
CANX,canx
NUDC,nudc
TBL2,tbl2
HTR7,htr7
SPPL2B,sppl2b
STAM,stam
CHRND,chrnd
ATP5PB,atp5pb
zgc:77375,cecr5
COG7,cog7
ACADVL,acadvl
SLC27A4,slc27a4
XDH,xdh
atp8b5a,XB994119 [provisional:atp8b2]
VCPIP1,vcpip1
dre-mir-375-2,xtr-mir-375
KCTD7,kctd7
FRS2,frs2
DCAF12,dcaf12
FZR1,fzr1
SCOC,scoc
SLC7A1,slc7a1
MGAT4A,mgat4a
AFAP1,afap1
ROBO1,robo1
CELSR1,celsr1
UAP1L1,uap1l1
RFC4,rfc4
mfsd14bb,mfsd14bl
smad10a,smad4.2
EFHD1,efhd1
VMA21,vma21
G6PC1,g6pc1.1
DLGAP1,dlgap1
PITPNB,pitpnb.2
PRPH,prph
FKBP9,fkbp9
SCYL2,scyl2
SPRY4,spry4
PGM2L1,pgm2l1
LRP1B,LRP1B
LRRC28,lrrc28
NDEL1,ndel1
chmp4c,chmp4c
SEL1L,sel1l
FNTB,fntb
C2CD5,c2cd5
CLIC1,clic1
gpr185b,gpr12
RNF13,rnf13
C2H7orf25,c7orf25
PCNX1,pcnx1
SRPRA,srpra
EXOSC9,exosc9
HOXB3,hoxb3
GPX7,gpx7
strip2,strip2
ANKHD1,ankhd1
CAPSL,capsl
TMEM204,tmem204
EEFSEC,eefsec
ADGRL1,adgrl1
NDUFA9,ndufa9
NUP35,nup35
GNL3L,gnl3l
LETM1,letm1
GUCA1B,guca1b
TAF5L,taf5l
OSBP,osbp
VDR,vdr
THSD7A,thsd7a
TP53RK,tp53rk
MAX,max
ATG9A,atg9a
prodha,prodh
SGPL1,sgpl1
RASAL2,rasal2
ptpn9b,ptpn9l
RBBP9,rbbp9
EPRS1,eprs1
nog2,nog2
sft2d2b,sft2d2
P4HA2,p4ha2
PSEN1,psen1
PSMB8,psmb8
KAZN,kazn
TIMM50,timm50
WRAP73,wrap73
EDRF1,edrf1
SRP19,srp19
ppm1h,ppm1h
GNL2,gnl2
RNF126,rnf126
MRPL27,mrpl27
EMG1,emg1
EDF1,edf1
POFUT2,pofut2
PDAP1,pdap1
MIR216A,xtr-mir-216
RUNDC1,rundc1
GULP1,gulp1
tnk2b,tnk2
CDIPT,cdipt
ITPK1,itpk1
trmt112,trmt112
SLC44A1,slc44a1
MPP2,mpp2
PITRM1,pitrm1
ANTXR1,antxr1
SELENOI,selenoi
GAS8,gas8
MRPL17,mrpl17
STAC3,stac3
PAPOLG,papolg
ADGRL3,adgrl3
CISD1,cisd1
GRPR,grpr
ECH1,ech1
PIR,pir
MRPL57,mrpl57
HACD1,hacd1
si:dkeyp-59c12.1,rergl
GRM7,grm7
SCAP,scap
SNORD58,SNORD58
BYSL,bysl
ABHD10,abhd10
BOP1,bop1
RHAG,rhag
CMTR1,cmtr1
AMFR,amfr
GPR63,gpr63
ABCD1,abcd1
SCUBE2,scube2
RABL3,rabl3
SLC37A2,slc37a2
b4galt5,b4galt6
NOMO2,nomo3
GPER1,gper1
GAS7,gas7
BUD23,bud23
HIRA,hira
CCAR1,ccar1
myo10l1,myo10.2
cldna,cldn4
TXNDC12,txndc12
INSR,insr
PWP1,pwp1
DNAJB9,dnajb9
NPC1,npc1
lztfl1,lztfl1
PDIA4,pdia4
MYBPC3,mybpc3
GPD1,gpd1
ERLIN1,erlin1
ATP8B1,atp8b1
RAD23B,rad23b
ARAF,araf
DECR1,pif1
BTBD7,btbd7
STX3,stx3
YIF1B,yif1b
PTGES,ptges
rxrgb,rxrg
pmt,pmt [provisional]
GRAMD1B,gramd1b
SOAT1,soat1
URM1,urm1
MMEL1,mmel1
TAF10,taf10
DLGAP2,dlgap2
CLASRP,clasrp
ATPAF2,atpaf2
SLC35A2,SLC35A2
LDHD,ldhd
MAP3K5,map3k5
CHPF,chpf
RHOBTB2,rhobtb2
PLOD3,plod3
METTL16,mettl16
SLC4A2,slc4a2
RPUSD1,rpusd1
gabrr3b,gabrr3
RRH,rrh
TRHDE,trhde
BANP,znf516
CYP17A1,cyp17a1
gabrz,XB5799637
ABCC9,slco1a2
C1QBP,c1qbp
MACIR,macir
PCBD1,pcbd1
DGKE,dgke
CPAMD8,cpamd8
DNPEP,dnpep
C1QTNF7,c1qtnf7
MYOF,myof.1
ORC4,orc4
UNC5B,unc5b
zyg11,zyg11b
FHIT,fhit
ANAPC1,anapc1
POLG,polg
SMIM13,smim13
OSTF1,ostf1
MIR206,xtr-mir-206
NDUFS4,ndufs4
RACGAP1,racgap1
GEMIN2,gemin2
NUP107,nup107
TALDO1,taldo1
SLC5A9,slc5a9
SRRT,srrt
PARD6G,pard6g
ABTB2,abtb2
APEX1,apex1
ETNPPL,etnppl
TSPAN18,tspan18
DENND11,dennd11
COX5B,cox5b.2
SLC2A13,slc2a13
PIP4P1,pip4p1
HDDC3,hddc3
RNF170,rnf170
HTR1D,htr1d
CYB5A,cyb5a
RFK,rfk
KHDRBS3,khdrbs3
TRAPPC4,trappc4
RPL35,rpl35
mir155,xtr-mir-155
PRPF3,prpf3
RAP1GDS1,rap1gds1
prdx1,prdx1
ST3GAL2,st3gal2.1
SLC35C1,slc35c1
VTA1,vta1
ZER1,zer1
ACSS2,acss2.1
GPR139,gpr139
chrna10a,chrna10
MGRN1,mgrn1
UNC45A,unc45a
gjc4b,gja7
RCVRN,rcvrn.2
DDX55,ddx55
LARP1,larp1
CROT,crot
TRAPPC8,trappc8
XYLT1,xylt1
HYOU1,hyou1
akt1,akt1
CWF19L1,cwf19l1
AQP3,aqp3
CAPNS1,capns2
YTHDC1,ythdc1
LACTBL1,lactbl1
RIOK1,riok1
LRP12,lrp12
CCDC93,ccdc93
FBXL4,fbxl4
SLC5A2,slc5a2
ATG5,atg5
PDXDC1,pdxdc1
mir93,xtr-mir-93a
cyba,cyba
IYD,iyd
LAMTOR4,lamtor4
MIR221,xtr-mir-221
SLC7A4,slc7a4
PAK4,pak4
HMBS,hmbs
TAF6,taf6
mark1,mark1
ptgs1,ptgs1
MVD,mvd
SQOR,sqor
OXSM,oxsm
BCAT2,bcat2
ARHGAP35,arhgap35
RPF2,rpf2
PFAS,pfas
DHDDS,dhdds
si:cabz01090165.1,lrfn3
CYP8B1,cyp8b1.1
NT5DC3,nt5dc3
SRI,sri
PGM3,pgm3
AANAT,aanat
METTL1,mettl1
SATB2,satb2
DDX47,ddx47
TCERG1,rbm27
CPNE8,cpne8
VIL1,vil1
KCNF1,kcnf1
MFHAS1,mfhas1
ABCC4,abcc4
COLGALT1,colgalt1
SLC6A4,slc6a4
E2F4,e2f4
CANT1,cant1
MIR133A2,xtr-mir-133d
foxe3,foxe3
SLC25A19,slc25a19
TM2D2,tm2d2
PTPRU,ptpru
AHSA1,ahsa1
ITFG2,itfg2
cldn7b,cldn7
ppifb,ppif
JAK2,jak2
CHRNB4,chrnb4
KLF7,klf7
CSGALNACT1,csgalnact1
SHKBP1,shkbp1
tafa3b,tafa3
RNF139,rnf139
DOCK5,dock5
MBTPS1,mbtps1
ARFGAP2,arfgap2
FADS3,fads2
RAB23,rab23
ZDHHC15,zdhhc15
NEURL4,neurl4
CLSTN1,clstn1
ctrb.2,ctrb2
dohh,dohh
MTHFD1L,mthfd1l
VARS1,lsm2
NEK2,nek2
PPP6R3,ppp6r3
htra4,htra4
UQCRB,UQCRB
CTNNAL1,ctnnal1
rplp2,XB5843130 [provisional]
NBEAL1,nbeal1
MMP14,mmp14
peds1,peds1
SQLE,sqle
lft1,lefty
EIF2B4,eif2b4
TARBP2,tarbp2
PRDM10,prdm10
TPT1,tpt1
IGF1R,igf1r
ANKFN1,ankfn1
GCK,gck
WDR36,wdr36
SALL1,sall1
LIG4,lig4
NSMAF,nsmaf
PAX8,pax8
CRYBB1,crybb1
WWOX,wwox
SMG5,smg5
vapal,vapa
BCKDHA,bckdha
B3GALT2,b3galt2
VAV3,vav3
RASL12,rasl12
GORASP2,gorasp2
PDE5A,pde5a
ZC3H12B,zc3h12b
MIR9-2,xtr-mir-9a-2
CAPN15,capn15
NUBPL,nubpl
SLC38A7,slc38a7
NAA25,naa25
THOC5,thoc5
PKLR,pklr
AARSD1,aarsd1
TATDN3,tatdn3
TBX18,tbx18
alas2,alas2
BRI3,bri3
CNIH4,cnih4
EVI5L,evi5l
MRI1,mri1
CLEC16A,clec16a
HELLS,hells
CACFD1,cacfd1
SLC23A1,slc23a1
ECE1,ece1
MIPEP,mipep
C10H17orf49,c17orf49
MC3R,mc3r
ERCC3,ercc3
IKZF5,ikzf5
elovl8b,MGC115163
SYT4,slc52a1
DUSP10,dusp10
CFAP58,cfap58
LPAR4,lpar4
dync1li1,dync1li1
APPL2,appl2
FSTL5,fstl5
ARPC5,arpc5
ADAMTS17,adamts17
si:ch211-245j22.3,XB5856770 [provisional]
PCDH1,pcdh1
DOC2A,doc2a
kcnh7,kcnh7
mrpl20,mrpl20
PNP,pnp
FBLN7,fbln7
ARHGEF3,arhgef3.2
NME3,nme3
impa2,impa2
PUS7,pus7
BCAP31,bcap31
ABL2,abl2
ANGPT1,angpt1
VAX2,vax2
RABGEF1,rabgef1
DGKA,dgka
SHPRH,shprh
LRRC3,lrrc3
TFIP11,tfip11
DSTYK,dstyk
SVBP,svbp
TEKT3,tvp23b
CACNG1,cacng1
POGLUT3,poglut3
CPEB1,cpeb1
adpgk2,XB5992952 [provisional:adpgk]
KCNV1,kcnv1
PSPH,psph
FAT4,fat4
NECAB2,necab2
GRIN2B,grin2b
RPN2,rpn2
CBX3,cbx3
SKIC8,wdr61
POLR1A,polr1a
FNDC3B,fndc3b
LIG3,lig3
MED8,med8
CD81,cd81
ATF7,atf7
COG2,cog2
ACHE,ache
APC,apc
ABHD16A,abhd16a
ARHGAP44,arhgap44
PPM1G,ppm1g
LRRC7,lrrc7
PLAA,plaa
TTYH2,ttyh2
HSD17B7,hsd17b7
MYORG,myorg
COL8A2,col8a2
ANAPC4,anapc4
VPS54,vps54
ATL2,atl2
MRE11,mre11
GAK,gak
CLXN,efcab1
DHX35,dhx35
PRPH2,prph2
TOP2A,top2a
npy8br,npy4r
si:ch73-314g15.3,XB5959486 [provisional]
KHK,khk
MAP3K13,map3k13
TAF8,taf8
BRF1,brf1
NONO,nono
BLOC1S2,bloc1s2
TMOD3,tmod3
SMARCC1,smarcc1
abhd12,abhd12
CPN1,cpn1
STX6,stx6
FBXO3,fbxo3
SOX10,sox10
RAB33A,rab33a
POMT1,pomt1
SMG8,smg8
PLK2,plk2
STRADA,strada
BAP1,bap1
lingo3a,lingo3
MEF2D,mef2d
USP48,usp48
SLC12A9,slc12a9
SS18,ss18
RASA4,rasa4
IFT22,ift22
SART3,sart3
col4a5,col4a5
GNGT2,gngt2.1
EDC3,edc3
rxfp2l,XB5873923 [provisional]
PLEKHJ1,plekhj1
capn2l,capn2
GPAA1,gpaa1
ARSJ,arsj
SIRT6,sirt6
SNORA71,SNORA71
SPAG9,spag9
RFX1,rfx1
REEP2,reep2
POLD2,kcnk5
TLCD4,tlcd4
TYRP1,tyrp1
hs3st3b1b,hs3st3a1
TRAM2,tram2
POLR3E,polr3e
SNX18,snx18
LCLAT1,lclat1
ALG8,alg8
BMS1,bms1
DYNLL2,vti1b
GJB3,gjb3
PLCXD2,plcxd2
ELFN1,elfn1
ELOVL3,elovl3
FURIN,furin
CYP26A1,cyp26a1
NUP205,nup205
ECEL1,ecel1
DPP3,dpp3
NEDD4L,nedd4l
ACSM3,acsm3
TMEM267,tmem267
PLOD1,plod1
ppp1r7,ppp1r7
CYP20A1,ndufb3
EXOSC5,exosc5
GUSB,gusb
ING2,ing2
MYO10,myo10
RPL18,rpl18
UBXN7,ubxn7
CYB5D1,cyb5d1
SMNDC1,smndc1
PLEK,plek
CYP24A1,cyp24a1
RNPEP,rnpep
LIN28A,lin28a
SNRNP25,snrnp25
GLDC,gldc
PLPP6,plpp6
TM7SF2,tm7sf2
CLYBL,clybl
NPTX2,nptx2
ZFP36L1,zfp36l1
PPCS,ppcs
AKAP10,akap10
MFSD8,mfsd8
selenon,selenon
GJC2,gjc2
FIBCD1,fibcd1
ITGA9,itga9
NDUFB6,ndufb6
MRPS34,mrps34
GALC,galc
si:ch73-233f7.1,pcdha13
STX1A,stx1a
DHX37,dhx37
ANXA4,anxa4
MATN1,matn1
IFT57,ift57
DOCK10,dock10
COG8,cog8
ABL1,abl1
CNTNAP2,cntnap2
FUS,fus
EPM2A,epm2a
RALGDS,ralgds
sesn3,sesn3
FAM110B,fam110b
CUEDC1,cuedc1
NIPSNAP1,nipsnap1
KCNV2,kcnv2
SCAMP2,scamp2
TMED5,tmed5
SNRNP70,snrnp70
UBA6,uba6
MXD4,mxd4
CNGA2,cnga2
GALR2,galr2
NABP2,nabp2
VGLL2,vgll2
ATL3,atl3
ASL,asl
higd1a,higd1a
SLC24A3,slc24a3
MESD,mesd
SNORD15,SNORD15
SF3B2,sf3b2
HDAC5,hdac5
PSD,PSD
TIPRL,tiprl
EMC7,emc7
RDH8,XB1000829 [provisional]
SPSB3,spsb3
GTF3C3,gtf3c3
kcnj11l,kcnj11
ABCA3,abca3
ERG28,erg28
PIGQ,pigq
TP53I11,tp53i11
HCCS,hccs
PEX11B,pex11b
ARG2,arg2
ACOXL,acoxl
IL1RAPL1,il1rapl1
ADAM22,adam22
MIR30C1,xtr-mir-30c-1
PDE1C,pde1c
NEURL2,neurl2
RNF40,rnf40
ATP6V0A2,atp6v0a2
PGAP3,pgap3
myh14,myh14
BBS9,bbs9
RNF157,rnf157
UST,ust
ZNF319,znf319
si:dkey-43k4.5,kcns1
OSR2,osr2
TMEM94,tmem94
CCDC102A,ccdc102a
RIC1,ric1
NME6,nme6
INTS10,ints10
zgc:77880,dnz1
carm1l,carm1p1
PPP1R14C,ppp1r14c
gpsm2l,gpsm2
SNX25,snx25
TK1,tk1
GSKIP,gskip
HOOK1,hook1
KCNK1,kcnk1
ZNF521,znf521
DYNLT3,dynlt3
zgc:171775,XB956263 [provisional:mapk12]
IGSF9B,igsf9b
nmur1a,nmur1
NMBR,nmbr
RRP12,rrp12
FEZ1,fez1
MAN1B1,man1b1
SYVN1,syvn1
STXBP2,stxbp2
nfu1,nfu1
SYNJ1,synj1
IRF2BP2,irf2bp2
NUP37,nup37
PITPNM3,pitpnm3
SEMA3B,sema3b
S100A1,s100a1
JMJD8,tuba8
MIEF1,mief1
TMLHE,tmlhe
SRPK3,srpk2
PTPRD,ptprd
atox1,atox1
DOLPP1,dolpp1
ANK1,ank1
mfsd10,mfsd10
sstr1b,sstr4
HM13,hm13
ddr2l,ddr2l
PYROXD1,pyroxd1
IRF6,irf6
CBY1,cby1
SYNDIG1,syndig1
PSPC1,pspc1
FAM78A,fam78a
FIBIN,fibin
CRTAP,crtap
METAP1D,metap1d
ORC5,orc5
GDAP1,gdap1
GDE1,gde1
MAT2B,mat2b
MIR196A2,xtr-mir-196a
MYBPC2,mybpc2
FOXRED1,foxred1
EEF2K,eef2k
tmcc1b,tmcc1
NOTUM,notum
S1PR2,s1pr2
ARRDC2,arrdc2
SLC24A2,slc24a2
CALCRL,calcrl
HIP1R,hip1r
CACTIN,cactin
RRN3,rrn3
ranbp1,ranbp1
CBLL2,cbll1
NEUROD2,neurod2
NDUFB10,ndufb10
THG1L,thg1l
FUCA1,fuca1
NIPBL,nipbl
ZMYND8,zmynd8
RGMB,rgmb
gja2,MGC69466
CORO2A,coro2a
AVL9,avl9
LAMB1,lamb1
drd4b,drd4
HMGB3,hmgb3
ZBTB46,zbtb46
CLIC3,clic3
COMMD4,commd4
ATXN3,atxn3
GATAD2B,gatad2b
selenou1a,prxl2a
CBR4,cbr4
DYNC1H1,dync1h1
ALG11,alg11
SPATA18,spata18a
si:dkey-42i9.4,mgc75753
CDC20,cdc20
AURKB,aurkb
WDR83,wdr83
FIS1,fis1
SCRIB,scrib
CTSZ,ctsz
med29,med29
RAB3IP,rab3ip
REN,ren
KCNIP2,kcnip2
ZNF367,znf367
STAMBP,stambp
DECR2,decr2
DDX54,ddx54
PKD2,pkd2
KHDRBS1,khdrbs1
mapk13,mapk13
WNT10B,wnt10b
UBL7,ubl7
EPC1,epc1
AGA,aga
MAP3K12,map3k12
YJEFN3,yjefn3
LOXHD1,loxhd1
KXD1,kxd1
GJB1,gjb1
gnrhr4,gnrhr2
DAZAP2,dazap2
PKNOX1,pknox1
PACSIN2,pacsin2
gabra3,gabra3
BNC2,bnc2
LRP6,lrp6
LHPP,lhpp
SLC16A12,slc16a12
SLC37A1,slc37a1
EDAR,edar
ADGRB1,adgrb1
prxl2b,prxl2b
RGS9BP,rgs9bp
PLS1,pls1
blvrb,blvrb
TPP1,tpp1
METTL2B,mettl2b
CIAO2A,ciao2a
PWP2,pwp2
si:ch211-210c8.6,XB5780651 [provisional]
ddx10,ddx10
CYP27B1,cyp27b1
SYNGAP1,syngap1
foxi2,foxi4.1
HHIP,hhip
zgc:92275,XB5992703 [provisional]
CTSB,ctsb
HMGN2,hmgn2
SNX9,snx9
UNC5D,unc5d
SLC45A2,slc45a2
HIGD2A,higd2a
cybb,cybb
TRNT1,trnt1
DOCK11,dock11
RGS11,rgs9
ACAD11,acad11
SYAP1,syap1
MGAT2,mgat2
TJP1,tjp1
si:ch211-200p22.4,picalml
YTHDF2,ythdf2
TMEM106B,tmem106b
mfsd1l,XB5829846 [provisional:mfsd1]
ZNF207,znf207
CNN1,cnn1
LLGL2,llgl2
slc4a3,slc4a3
FAM118B,fam118b
QRICH1,qrich1
CCNJ,ccnj
TMCC2,tmcc2
SLC30A2,slc30a3
LRRC3B,lrrc3b
PHOX2A,phox2a
h2af1al,h2ac17
ATR,xrn1
CRBN,crbn
MCF2L,mcf2l
PITPNM2,pitpnm2
IRS1,irs1
ECI2,eci2
ERF,erf
TMEM145,tmem145
UNG,ung
LSM10,lsm10
cdh10a,cdh10
GPAM,gpam
SLC45A1,slc45a1
DCP2,dcp2
IP6K2,ip6k2
opn1sw2,XB5817984 [provisional:opn1sw]
CEBPA,cebpa
CXCL14,cxcl14
abcb5,abcb1l
KCNAB3,kcnab3
zgc:103559,XB5950266 [provisional]
MMP17,mmp17
MIGA2,miga2
CADM2,cadm2
STK17A,stk17a
KDM5A,kdm5a
ESRP1,esrp1
IL1RAPL2,il1rapl2
BRI3BP,bri3bp
GOLT1B,golt1b
CAPN9,capn9
ARMC6,armc6
CDH23,cdh23
CACNA2D2,XB5760648 [provisional:pinlyp]
kpna7,kpna7
GIPC3,gipc3
DIAPH3,diaph3
GGA1,gga1
PIN1,krt12.3
MTMR10,mtmr10
MIR16-2,xtr-mir-16b
SIRT2,sirt2
SUMF2,sumf2
MRPL28,mrpl28
DEDD,dedd
ELOVL1,elovl1
XK,xk
cdh4,cdh4
TOMM22,tomm22
dnajc3b,XB22063322 [provisional:dnajc3]
UGGT2,uggt2
RSPH3,rsph3
POMT2,pomt2
LANCL1,lancl1
MAFB,mafb
BAIAP2,baiap2
TWF2,twf2
en1b,en1
LRRC57,lrrc57
HMGCL,hmgcl
NAXE,naxe
cmah,cmahp
COQ5,coq5
DTNBP1,dtnbp1
SEPTIN3,septin3
KCNK10,kcnk10
PMM1,pmm2
HOGA1,hoga1
CHRNA6,chrna6
SNTG2,sntg2
MAGI2,magi2
SYT7,syt7
NT5E,nt5e
FLCN,flcn
LTV1,ltv1
zgc:101583,mgc108429
INTS8,ints8
MED17,med17
colgalt2b,colgalt2
DENND6B,dennd6b
DNAJC1,dnajc1
mfn1b,mfn1
ACSL3,awat1
GLOD4,glod4
FNIP1,fnip1
RPL28,rpl28
cnot3b,cnot3
gata4,gata4
BGN,bgn
LATS1,lats1
APP,app
SPOUT1,spout1
ZMIZ2,zmiz2
DNAJB13,dnajb13
MSANTD2,msantd2
RFLNA,rflna
TMEM183A,tmem183a
CHST14,chst14
gng8,dact3
DOC2B,doc2b
irg1l,acod1la
PLPBP,plpbp
CAPN3,capn3
ZFAND1,zfand1
FGD1,fgd1
crybb1l3,cryba1.2
WDR91,wdr91
OAZ1,oaz1
ABCB8,abcb8
nudt4b,nudt4
RHBDL3,RHBDL3
CRISPLD2,crispld2
DBX1,dbx1
SLC13A3,slc13a3
FAM120C,fam120c
SH3BGRL,sh3bgrl
EPN2,epn2
COQ2,coq2
SPNS1,spns1
cnpy2,cnpy2
HBP1,hbp1
PPP1R13B,ppp1r13b
SLC25A32,slc25a32
SLC9A1,slc9a1
CNNM4,cnnm4
ACY1,acy1.1
AQP4,aqp4
SGMS1,sgms1
ZBTB20,zbtb20
SNORA70,SNORA70
PLK3,plk3
BARX2,barx2
CDH22,cdh22
PANX2,panx2
CHD9,chd9
ZNF703,znf703
RIMKLA,rimkla
DRP2,drp2
CMTM4,cmtm4
MAP3K10,map3k10
CITED2,cited2
mcf2l2,mcf2l.2
mtnr1al,mtnr1al
MARK4,mark4
anxa5b,anxa5
CEP131,cep131
KATNB1,katnb1
myl6,myl6
ppp1caa,ppp1ca
LPAR6,lpar6
FBXO31,fbxo31
SIN3B,sin3b
SHANK2,shank2
DUSP26,dusp26
VPS16,vps16
CERS2,cers2
POLR2B,polr2b
MFSD12,XB5954422 [provisional]
VEZF1,vezf1
mapre1b,mapre1
RNF208,rnf208
OPN1SW,opn1sw
PRELP,prelp
SLC16A10,slc16a10
LMNA,lmna
TMEM19,tmem19
NOG,nog
slc26a10,slc26a10
KIF4A,kif4a
ATP7A,atp7a
MTX2,mtx2
OLIG2,olig2
FAM50A,fam50a
TSPAN15,tspan15
gatd1,gatd1
CLTB,cltb
NEUROD6,neurod6
CLSTN2,clstn2
SLC13A4,slc13a4
PTGES3,ptges3
ITGB5,itgb5
PTK2,ptk2
SGMS2,sgms2
SAMHD1,samhd1
zgc:77056,kiaa1143
DCTPP1,dctpp1
PSMC3IP,psmc3ip
si:dkey-57a22.15,cryga.4
PLA2G6,pla2g6
ABITRAM,abitram
DLX3,dlx3
NELFE,nelfe
KIF13A,kif13a
RRP9,rrp9
cpt1a2b,cpt1al
SLC13A2,slc13a2
MPI,mpi
tbc1d10ab,tbc1d10a
ASB8,asb8
GART,gart
LRRC40,lrrc40
pcmtd1,pcmtd2
BLOC1S1,bloc1s1
SEPTIN9,septin9
AKR7L,akr7a2
EOMES,eomes
GUCA1A,guca1a
TBCB,tbcb
UQCRQ,uqcrq
DDX52,ddx52
TRIP13,trip13
DHDH,dhdh
CLUAP1,cluap1
JAKMIP1,jakmip1
ABHD8,abhd8
AIF1L,aif1l
MRPS9,mrps9
FAM167A,fam167a
MNS1,mns1
ENDOG,endog
sec24c,sec24c
DUSP22,dusp22
parn,parn
ZNF622,znf622
NOTCH3,notch3
snap23.1,snap23
kcnt2a,kcnt2
FHL5,fhl5
FAT3,fat3
dre-mir-30b,xtr-mir-30b
TSPAN4,TSPAN4
slc6a14,slc6a14.1
VPS13D,vps13d
RCHY1,rchy1
CCKBR,cckbr
TCF4,tcf4
PPEF1,ppef1
MMP9,mmp9.1
slc17a5,slc17a5
SPDEF,spdef
CHERP,cherp
kynu,kynu
atp6v0e1,atp6v0e1
DCAF11,dcaf11
GPR83,gpr83
MRPL4,mrpl4
SORL1,sorl1
WDR1,wdr1
GSS,gss
CCNG1,ccng1
SUPT3H,supt3h
ARPIN,arpin
LINGO2,lingo2
CTTN,cttn
meis3,meis3
ABLIM2,ablim2
GLB1,glb1l
RWDD4,rwdd4
BRD9,brd9
ARMT1,armt1
RHOV,rhov
PIWIL1,piwil1
ECE2,ece2
CSAD,csad
TAF12,taf12
dre-mir-31,xtr-mir-31a
RNF115,rnf115
EPHX4,ephx4
AVIL,avil
PIGT,pigt
GLS2,gls2
SGTA,sgta
RABIF,rabif
SYT3,syt3
LSM7,lsm7
