human gene name,chimpanzee gene name,correlation,identical_scores,orthology confidence,combo_score
OR3A1,OR3A1,0.9980616,97.17845,1.0,1.9620734198388607
AHCY,AHCY,0.9989541,97.05015,1.0,1.9620659681756512
ZNF692,ZNF692,0.9830105,99.33115000000001,1.0,1.9620651123671
ASXL2,ASXL2,0.9827188,99.3728,1.0,1.9620640860912955
DUSP12,DUSP12,0.9783312,100.0,1.0,1.9620574882170645
ZNF560,ZNF560,0.99867773,97.0886,1.0,1.9620526229147515
CCT6A,CCT6A,0.9987667,97.07445,1.0,1.9620352350054457
WBP2,WBP2,0.97830015,100.0,1.0,1.9620031280635577
PLPP7,PLPP7,0.97829616,100.0,1.0,1.9619961426525272
DNTTIP1,DNTTIP1,0.9782887,100.0,1.0,1.9619830822098492
DCTN5,DCTN5,0.9782785,100.0,1.0,1.9619652247681176
LTBP2,LTBP2,0.9821143,99.4509,1.0,1.9619614619324484
TESMIN,TESMIN,0.99065965,98.2283,1.0,1.961961381828047
KCNK18,KCNK18,0.9982855,97.1354,1.0,1.9619386151685956
FBRS,FBRS,0.9786171,99.949,1.0,1.9619339464454912
NLGN2,NLGN2,0.97951114,99.82050000000001,1.0,1.9619267435514884
TOP2B,TOP2B,0.97973704,99.78465,1.0,1.9618835450969416
MYNN,MYNN,0.97821844,100.0,1.0,1.9618600759494504
BIRC3,BIRC3,0.9920175,98.02545,1.0,1.9618563808421043
EPHA6,EPHA6,0.9794522,99.823,1.0,1.961854147479312
RND3,RND3,0.978211,100.0,1.0,1.9618470505213637
ITLN1,ITLN1,0.99830365,97.1246,1.0,1.9618382337756672
EFCAB12,EFCAB12,0.98675364,98.7762,1.0,1.961827541813704
ST6GALNAC5,ST6GALNAC5,0.9813159,99.55314999999999,1.0,1.961814889345354
MT-CO3,MT-CO3,0.9969362,97.318,1.0,1.9618107902646482
KIF18B,KIF18B,0.9993258,96.97445,1.0,1.9617903907401015
LYN,LYN,0.9781747,100.0,1.0,1.9617834990375536
CLGN,CLGN,0.98161197,99.5082,1.0,1.9617831849626752
SCEL,SCEL,0.99237555,97.9651,1.0,1.9617447403940342
CALN1,CALN1,0.97815055,100.0,1.0,1.9617412189181596
SCRN2,SCRN2,0.9847276,99.0588,1.0,1.9617386053471288
ADCY8,ADCY8,0.9798231,99.7602,1.0,1.9617350238155924
BATF3,BATF3,0.9947354,97.625,1.0,1.961714473526953
RORB,RORB,0.99925643,96.9761,1.0,1.9616891333024074
CYP27B1,CYP27B1,0.98086417,99.6063,1.0,1.9616744166896702
LCE1A,LCE1A,0.9971717,97.2727,1.0,1.9616687613211052
ICMT,ICMT,0.980562,99.6479,1.0,1.9616544484365597
IFNAR1,IFNAR1,0.9837405,99.1929,1.0,1.961651411268039
RAB11A,RAB11A,0.97809744,100.0,1.0,1.961648237670084
POLR2E,POLR2E,0.9814153,99.5238,1.0,1.9616297626150776
EXOC2,EXOC2,0.97959304,99.7835,1.0,1.961617367749695
PROS1,PROS1,0.98220545,99.4083,1.0,1.9615997544575183
OR10C1,OR10C1,0.99815756,97.12559999999999,1.0,1.961594706462844
GCA,GCA,0.9909506,98.1567,1.0,1.961594603742938
RXFP1,RXFP1,0.9897481,98.32745,1.0,1.961578780196396
EP400,EP400,0.9837482,99.1845,1.0,1.9615621030031687
ALKBH8,ALKBH8,0.9911627,98.12219999999999,1.0,1.96154376486202
OR8H2,OR8H2,0.9981983,97.1154,1.0,1.9615412161142087
CTNNA2,CTNNA2,0.9780336,100.0,1.0,1.9615364710935985
RBBP5,RBBP5,0.9972694,97.24584999999999,1.0,1.9615112502798997
TBCB,TBCB,0.97801715,100.0,1.0,1.9615076715919824
C4orf19,C4H4orf19,0.9824598,99.3631,1.0,1.961491950443762
LIPF,LIPF,0.9952252,97.5336,1.0,1.9614535399386048
ALG1,ALG1,0.9855181,98.9224,1.0,1.961453461415477
NCAPH2,NCAPH2,0.98548627,98.92660000000001,1.0,1.961449130134221
CAMKV,CAMKV,0.9793771,99.8004,1.0,1.9614461166463282
NOXRED1,NOXRED1,0.9857675,98.8858,1.0,1.961442227527289
SIRPG,SIRPG,0.99603474,97.416,1.0,1.9614317812069695
SPATA25,SPATA25,0.9964353,97.3568,1.0,1.9614086365609162
METTL9,METTL9,0.9779563,100.0,1.0,1.9614011396969457
MUC1,MUC1,0.994657,97.61025000000001,1.0,1.9613967239445387
HBA2,HBA1,0.9779513,100.0,1.0,1.961392386049038
ACKR3,ACKR3,0.97988135,99.7238,1.0,1.9613915853222417
PHLDB1,PHLDB1,0.979979,99.7095,1.0,1.9613875582299425
KCNH7,KCNH7,0.979114,99.8328,1.0,1.9613819710979254
B3GALT5,B3GALT5,0.9980762,97.11935,1.0,1.9613757872806912
PDE8B,PDE8B,0.9795176,99.774,1.0,1.9613690433784972
BAHCC1,BAHCC1,0.9976913,97.17349999999999,1.0,1.9613645526546848
RFLNB,RFLNB,0.99734366,97.2222,1.0,1.9613518598068833
ORAI2,ORAI2,0.9885856,98.4733,1.0,1.9613282902166944
TMEM51,TMEM51,0.97789633,100.0,1.0,1.9612961484439408
ECHDC1,ECHDC1,0.98702514,98.69385,1.0,1.9612951667419876
TRIP10,TRIP10,0.9790545,99.8336,1.0,1.9612875921052189
PDLIM4,PDLIM4,0.97788846,100.0,1.0,1.961282370202134
RARRES1,RARRES1,0.9921483,97.9592,1.0,1.9612746901433409
N4BP2L1,N4BP2L1,0.9850499,98.97375,1.0,1.9612621280544462
SLC29A4,SLC29A4,0.9831552,99.2442,1.0,1.961254455634423
NRL,NRL,0.9778712,100.0,1.0,1.961252152609557
MYT1,MYT1,0.9922935,97.93505,1.0,1.961233378040967
NHEJ1,NHEJ1,0.98953956,98.3278,1.0,1.9612179659195723
ZNF540,ZNF540,0.9852576,98.9394,1.0,1.9612054214791315
HLF,HLF,0.9778398,100.0,1.0,1.9611971797006964
CST5,CST5,0.997524,97.1831,1.0,1.9611891286044343
DPP4,DPP4,0.9805687,99.6084,1.0,1.9611828258408748
ABCB7,ABCB7,0.97922456,99.8007,1.0,1.9611827313874834
PLAGL1,PLAGL1,0.98085046,99.568,1.0,1.9611817458293186
KRTAP22-1,KRTAP22-1,0.9923917,97.9167,1.0,1.961180754924375
AP4B1,AP4B1,0.97971773,99.7294,1.0,1.9611736568698759
OR6Q1,OR6Q1,0.9976703,97.1609,1.0,1.9611736040095007
MMP28,MMP28,0.98185825,99.4231,1.0,1.9611730053686172
EXPH5,EXPH5,0.9871359,98.66735,1.0,1.9611648030992272
ATP8B2,ATP8B2,0.98783016,98.56795,1.0,1.9611639295071701
MAOA,MAOA,0.9831226,99.241,1.0,1.9611582241804846
PCDHGC5,PCDHGA4,0.9807775,99.5763,1.0,1.961155577804523
ASB15,ASB15,0.98375493,99.1497,1.0,1.9611480457565675
RFFL,RFFL,0.97973734,99.7245,1.0,1.9611480284954252
PRSS54,PRSS54,0.9901168,98.2393,1.0,1.9611456027638912
KRTAP4-2,KRTAP4-2,0.9983629,97.0588,1.0,1.9611367849226298
PRL,PRL,0.9870377,98.6784,1.0,1.9611280977820895
ELOVL3,ELOVL3,0.99850196,97.037,1.0,1.9611134797542231
CEP19,CEP19,0.98615307,98.8024,1.0,1.9610967095686076
DENND6A,DENND6A,0.9789298,99.8355,1.0,1.961092525992714
TGFB3,TGFB3,0.97777957,100.0,1.0,1.9610917332580005
TRMU,TRMU,0.9810973,99.5249,1.0,1.9610864910570667
CEACAM5,CEACAM5,0.9947001,97.5783,1.0,1.9610812155322876
ZBTB47,ZBTB47,0.9829062,99.26429999999999,1.0,1.9610644830806705
SERPINI2,SERPINI2,0.99129826,98.0634,1.0,1.9610615715855566
DPEP3,DPEP3,0.9989835,96.96355,1.0,1.961057735192333
CYTH4,CYTH4,0.9892365,98.35794999999999,1.0,1.9610563284806672
DMTN,DMTN,0.977752,100.0,1.0,1.9610434656434372
GNAT2,GNAT2,0.97775096,100.0,1.0,1.9610416448846726
MFSD4B,MFSD4B,0.9831452,99.2278,1.0,1.9610362652820088
REPS1,REPS1,0.97950345,99.7487,1.0,1.9610346802297998
RAX,RAX,0.9797643,99.711,1.0,1.9610300317464018
CYP2B6,CYP2B6,0.98770356,98.5743,1.0,1.9610199906427206
PSMG2,PSMG2,0.98567307,98.8636,1.0,1.9610052498001913
PSMA6,PSMA6,0.9777194,100.0,1.0,1.9609863918590793
KDM5D,KDM5D,0.9909463,98.10730000000001,1.0,1.9609825790815925
AK3,AK3,0.9838633,99.1189,1.0,1.960960879751609
SAGE1,SAGE1,0.98929876,98.3407,1.0,1.9609542445918333
MAP1B,MAP1B,0.97967976,99.7164,1.0,1.960948103634995
OGT,OGT,0.99795234,97.102,1.0,1.9609466339249666
ZNF462,ZNF462,0.9799259,99.6808,1.0,1.960943399140115
CMYA5,CMYA5,0.99443287,97.6023,1.0,1.960907050588065
LONP2,LONP2,0.97849154,99.8826,1.0,1.9609016031954434
LMNB1,LMNB1,0.98005384,99.6587,1.0,1.9608969548272381
OR51V1,OR51V1,0.9973749,97.17845,1.0,1.9608711938352181
RASSF7,RASSF7,0.9832748,99.1957,1.0,1.9608703594627994
PCDH18,PCDH18,0.9779554,99.95595,1.0,1.960860534245007
MYH15,MYH15,0.98773223,98.55635000000001,1.0,1.960850534007022
ATXN2,ATXN2,0.98520666,98.9173,1.0,1.9608458066587091
GPRC5D,GPRC5D,0.983715,99.1304,1.0,1.9608419694297208
CDC73,CDC73,0.9776285,100.0,1.0,1.9608272505401174
FGFR1OP2,FGFR1OP2,0.9776268,100.0,1.0,1.9608242742998288
ARHGEF7,ARHGEF7,0.97842586,99.884,1.0,1.960803746756969
AGR3,AGR3,0.9860332,98.7952,1.0,1.960798744857113
RPL39L,RPL39L,0.9913024,98.0392,1.0,1.9607726897298234
CWH43,CWH43,0.9815952,99.4278,1.0,1.9607699887793892
HSPA4,HSPA4,0.9792596,99.7619,1.0,1.96076929020836
IL2,IL2,0.97758645,100.0,1.0,1.9607536323612136
CDKL3,CDKL3,0.9799446,99.6622,1.0,1.9607485338288546
STRADA,STRADA,0.9792002,99.768,1.0,1.9607399411788538
SYNE1,SYNE1,0.98186606,99.3862,1.0,1.9607351416893017
OR4K1,OR4K1,0.99780226,97.1061,1.0,1.9607340551935188
KLHDC7A,KLHDC7A,0.9991582,96.9112,1.0,1.9607229926494385
ZPBP2,ZPBP2,0.9920437,97.929,1.0,1.9607220133224486
ARMC9,ARMC9,0.98525614,98.8998,1.0,1.960718289252887
PEX19,PEX19,0.9775624,100.0,1.0,1.960711527314778
FBXO8,FBXO8,0.97756,100.0,1.0,1.960707325563782
MAP2,MAP2,0.9813813,99.4527,1.0,1.9607002033383192
RIMKLB,RIMKLB,0.977541,100.0,1.0,1.9606740617017326
TMEM201,TMEM201,0.9775398,100.0,1.0,1.9606719608262348
CELA1,CELA1,0.99649847,97.2868,1.0,1.9606626561265141
C2CD4B,C2CD4B,0.99865156,96.978,1.0,1.9606534193667353
SMAD9,SMAD9,0.9790247,99.7859,1.0,1.9606517263515082
TMEM235,TMEM235,0.9963299,97.3094,1.0,1.9606440866823645
MYOM3,MYOM3,0.987247,98.6082,1.0,1.960635504107089
ATG4B,ATG4B,0.98285365,99.2366,1.0,1.9606335236638568
KLRC1,KLRC1,0.99251574,97.8541,1.0,1.9606318935105054
OR2L5,OR2L5,0.99766755,97.1154,1.0,1.9606120163888072
KRT19,KRT19,0.98100007,99.5,1.0,1.9606115720034323
ADIRF,ADIRF,0.97750235,100.0,1.0,1.9606063960034064
HAS1,HAS1,0.991192,98.0413,1.0,1.9606051064046839
CENPJ,CENPJ,0.9863795,98.7294,1.0,1.9605998429304559
NRDE2,NRDE2,0.98049676,99.5704,1.0,1.9605918810285137
TRIM62,TRIM62,0.980426,99.5789,1.0,1.9605720119631465
MINDY4,MINDY4,0.99909973,96.90690000000001,1.0,1.9605680093723077
FBLN7,FBLN7,0.98859173,98.4055,1.0,1.960509369064798
TBC1D24,TBC1D24,0.97744274,100.0,1.0,1.9605020350130506
ZKSCAN7,ZKSCAN7,0.9834699,99.1374,1.0,1.9604985230114924
FOXI1,FOXI1,0.9903741,98.1481,1.0,1.9604800719021842
PRKG1,PRKG1,0.97742766,100.0,1.0,1.9604756340109613
STPG2,STPG2,0.98655856,98.6928,1.0,1.9604654627235023
HCFC1,HCFC1,0.97913843,99.7543,1.0,1.960464154839712
FBXO28,FBXO28,0.9774122,100.0,1.0,1.9604485677316306
ZDHHC8,ZDHHC8,0.9792388,99.7386,1.0,1.960447758251433
OR10H4,OR10H4,0.9973129,97.1519,1.0,1.9604377623113642
PER3,PER3,0.9951166,97.46549999999999,1.0,1.960430086550295
ZNF394,ZNF394,0.9990418,96.90365,1.0,1.9604268200994817
PGLS,PGLS,0.98010564,99.6124,1.0,1.9604210800878228
ANTXR2,ANTXR2,0.9802375,99.5902,1.0,1.9603802749577315
ITGA1,ITGA1,0.980335,99.5759,1.0,1.960375985255995
LTBP1,LTBP1,0.98344964,99.12795,1.0,1.9603474157371914
SPINT1,SPINT1,0.9892356,98.29575,1.0,1.9602936256215782
NCR2,NCR2,0.99755853,97.1014,1.0,1.9602498370454144
ST6GALNAC4,ST6GALNAC4,0.98886466,98.3444,1.0,1.9602395289359393
NOX5,NOX5,0.9928646,97.77029999999999,1.0,1.9602172115601881
SCFD1,SCFD1,0.9772746,100.0,1.0,1.9602076673412108
KIAA0513,KIAA0513,0.9806756,99.5134,1.0,1.9602074855174778
PARP3,PARP3,0.998116,97.018,1.0,1.9602052695017997
TCEA2,TCEA2,0.9772684,100.0,1.0,1.9601968128178053
SPINK1,SPINK1,0.9861121,98.7342,1.0,1.9601904343447232
PSAP,PSAP,0.9785977,99.8092,1.0,1.9601892816018227
H2BC18,H2BC18,0.99812484,97.01495,1.0,1.9601834237974818
TLK1,TLK1,0.9865777,98.66579999999999,1.0,1.9601685788506096
ASH1L,ASH1L,0.9794874,99.6798,1.0,1.9601634674468664
OR8B2,OR8B2,0.99734116,97.1246,1.0,1.960153174060732
TRIM42,TRIM42,0.98593324,98.7552,1.0,1.9601342710583896
MTUS1,MTUS1,0.9898882,98.189,1.0,1.9601298763628368
ZCCHC10,ZCCHC10,0.97722954,100.0,1.0,1.9601287794662667
NPB,NPB,0.98840886,98.4,1.0,1.960121910901631
SLC16A7,SLC16A7,0.97722006,100.0,1.0,1.9601121825498338
PAPOLG,PAPOLG,0.9772163,100.0,1.0,1.9601055998066073
GLMP,GLMP,0.98237693,99.2611,1.0,1.9600987167654695
PSME3IP1,PSME3IP1,0.9827141,99.2126,1.0,1.9600955268289013
KRT40,KRT40,0.99503475,97.4478,1.0,1.9600701984741802
ZBTB7B,ZBTB7B,0.9979262,97.03315,1.0,1.9600583681191428
HECTD3,HECTD3,0.9779881,99.8839,1.0,1.9600361236981807
STATH,STATH,0.9884436,98.3871,1.0,1.9600248768917983
VENTX,VENTX,0.99881727,96.8992,1.0,1.9599792751522784
KANK1,KANK1,0.9919113,97.8872,1.0,1.9599787196669611
TMEM67,TMEM67,0.9785443,99.799,1.0,1.9599709775703815
HAX1,HAX1,0.9796416,99.6416,1.0,1.9599659852677256
PLCD1,PLCD1,0.9983842,96.9599,1.0,1.959963858737252
TMEM135,TMEM135,0.9801866,99.5633,1.0,1.9599619936621224
LRP8,LRP8,0.98476285,98.9082,1.0,1.9599574607402577
PPRC1,PPRC1,0.98321396,99.1289,1.0,1.9599464287225712
RALB,RALB,0.9870091,98.5849,1.0,1.9599338887580098
NME6,NME6,0.9771133,100.0,1.0,1.9599252746597087
SLAMF6,SLAMF6,0.9960416,97.2892,1.0,1.9598921685547817
OR52L1,OR52L1,0.998334,96.9605,1.0,1.9598833141753051
TMEM223,TMEM223,0.98399884,99.0099,1.0,1.9598643655190138
CETN1,CETN1,0.9973871,97.093,1.0,1.959846920590603
KIAA2012,KIAA2012,0.98831105,98.3912,1.0,1.959842988449915
HESX1,HESX1,0.98839897,98.3784,1.0,1.959840281916403
A1BG,A1BG,0.9932792,97.67920000000001,1.0,1.9598282941388319
CDK5RAP1,CDK5RAP1,0.99051756,98.0741,1.0,1.9598257104589085
LENG1,LENG1,0.9982298,96.9697,1.0,1.9598134664529518
SCAF11,SCAF11,0.98278165,99.1798,1.0,1.9598124224989366
ZNF106,ZNF106,0.98863757,98.34094999999999,1.0,1.9597997388927517
PRF1,PRF1,0.9845913,98.9189,1.0,1.9597880565382035
CCDC70,CCDC70,0.9966061,97.1997,1.0,1.959785264332488
AP2B1,AP2B1,0.97702706,100.0,1.0,1.959774291740597
TDP1,TDP1,0.98391235,99.0132,1.0,1.959753326264261
DACT2,DACT2,0.9905583,98.062,1.0,1.95974897024396
OR2B6,OR2B6,0.99710315,97.1246,1.0,1.9597364829130304
CD1A,CD1A,0.99836797,96.9419,1.0,1.959715182504755
TRPC3,TRPC3,0.97850734,99.7828,1.0,1.9597080349027975
CNTNAP1,CNTNAP1,0.97698843,100.0,1.0,1.959706661056862
C20orf96,C20H20orf96,0.9981681,96.9697,1.0,1.9597054464377712
PARD6G,PARD6G,0.9788454,99.734,1.0,1.959702732084034
UQCRC2,UQCRC2,0.9816134,99.3377,1.0,1.9596993189236545
OR52B4,OR52B4,0.9970138,97.1338,1.0,1.9596926335249627
KLRF2,KLRF2,0.9972345,97.1014,1.0,1.9596825481391085
DLG1,DLG1,0.9901967,98.10815,1.0,1.9596806334432533
TMEM207,TMEM207,0.99612087,97.2603,1.0,1.9596773061853139
SLC22A10,SLC22A10,0.9905483,98.0574,1.0,1.9596751737981233
RELA,RELA,0.97822464,99.8185,1.0,1.9596499564013514
ATP6V1D,ATP6V1D,0.9769539,100.0,1.0,1.9596462083644117
NLGN3,NLGN3,0.9777716,99.8821,1.0,1.9596350645546385
PAGE3,PAGE3,0.9924642,97.77969999999999,1.0,1.959631245090132
DCDC2C,DCDC2C,0.9981563,96.9596,1.0,1.9595611964340962
OR8D4,OR8D4,0.9969383,97.1338,1.0,1.959560453441557
NPR2,NPR2,0.9789065,99.7135,1.0,1.9595588478407175
ZNF674,ZNF674,0.9895769,98.1868,1.0,1.9595579533462675
ZNF311,ZNF311,0.9991774,96.812,1.0,1.9595427189004164
CCNYL1,CCNYL1,0.9768917,100.0,1.0,1.9595373129844398
XPNPEP1,XPNPEP1,0.9952397,97.37434999999999,1.0,1.9595302196173325
IFT22,IFT22,0.976886,100.0,1.0,1.9595273338258252
RAMP3,RAMP3,0.99785465,96.99975,1.0,1.9595243952413397
CACNA2D3,CACNA2D3,0.9768736,100.0,1.0,1.959505624779014
UBE2E1,UBE2E1,0.99244404,97.7723,1.0,1.9595053982708641
MPHOSPH6,MPHOSPH6,0.98561037,98.75,1.0,1.95950538178533
KCNMA1,KCNMA1,0.9954512,97.34195,1.0,1.959504027519328
HSPB6,HSPB6,0.9768659,100.0,1.0,1.959492144161236
IFI6,IFI6,0.9978761,96.99195,1.0,1.9594665015712622
MFSD4A,MFSD4A,0.9795492,99.6109,1.0,1.959428548961856
RTP2,RTP2,0.99546653,97.3333,1.0,1.9594250181282291
CREB3L4,CREB3L4,0.982136,99.2405,1.0,1.9594248359894668
SLC25A46,SLC25A46,0.97682685,100.0,1.0,1.959423778171077
SLC33A1,SLC33A1,0.9806405,99.4536,1.0,1.959414275958885
ATG101,ATG101,0.9768205,100.0,1.0,1.9594126610382343
KRT10,KRT10,0.9978621,96.9889,1.0,1.9594046692033018
GRIK5,GRIK5,0.9789519,99.6939,1.0,1.9593984902375405
SDC4,SDC4,0.99092996,97.9798,1.0,1.959393783762892
SLC35E1,SLC35E1,0.9768072,100.0,1.0,1.9593893763347998
LIN28B,LIN28B,0.99589944,97.26820000000001,1.0,1.95938631263085
SEC61A1,SEC61A1,0.98553103,98.7513,1.0,1.9593823867035978
METTL25B,METTL25B,0.9826871,99.1579,1.0,1.9593789057158126
SNAP29,SNAP29,0.97948986,99.6124,1.0,1.9593430158261032
SNX22,SNX22,0.9803946,99.4819,1.0,1.959330072195135
SLC37A2,SLC37A2,0.98925966,98.2123,1.0,1.9593145895732877
TMPRSS12,TMPRSS12,0.9868067,98.5632,1.0,1.9593140031438656
ARR3,ARR3,0.9785646,99.7423,1.0,1.9593126924230118
MICAL1,MICAL1,0.9893613,98.19624999999999,1.0,1.959296133541467
SGK3,SGK3,0.9781616,99.7984,1.0,1.9592936312964802
MOSMO,MOSMO,0.9767518,100.0,1.0,1.9592923859159825
CSPG5,CSPG5,0.99721897,97.0715,1.0,1.959289479833567
OR8I2,OR8I2,0.99703366,97.0968,1.0,1.9592746424599308
CYLD,CYLD,0.97673625,100.0,1.0,1.9592651620709898
NAV2,NAV2,0.9867279,98.57025,1.0,1.9592623148936343
MYH6,MYH6,0.99845773,96.89125,1.0,1.9592525355031691
KLC3,KLC3,0.98891026,98.2572,1.0,1.9592523157087962
KIZ,KIZ,0.98864114,98.2955,1.0,1.959249827721601
CCNP,CCNP,0.99266356,97.7199,1.0,1.959248511589227
TUSC1,TUSC1,0.9982721,96.91704999999999,1.0,1.9592432562819386
CNST,CNST,0.98539925,98.7586,1.0,1.9592410039930725
RWDD4,RWDD4,0.97671986,100.0,1.0,1.9592364676131484
SAFB,SAFB,0.98962027,98.15325,1.0,1.9592233387962135
C17orf78,C17H17orf78,0.9956416,97.2904,1.0,1.959206560848259
FAR2,FAR2,0.97940844,99.6116,1.0,1.959190682006179
CR2,CR2,0.99952465,96.7334,1.0,1.9591888494885412
VSX2,VSX2,0.99605405,97.2299,1.0,1.959188324573663
BTRC,BTRC,0.97784585,99.8347,1.0,1.9591850332454106
SLC38A7,SLC38A7,0.9782036,99.7835,1.0,1.959184834039922
AKT1,AKT1,0.9766669,100.0,1.0,1.95914374897451
LCE1C,LCE1C,0.9766636,100.0,1.0,1.9591379715668908
ZNF506,ZNF506,0.9876814,98.4234,1.0,1.9591346656190505
PABPN1L,PABPN1L,0.98922646,98.2014,1.0,1.9591230845391732
KLRD1,KLRD1,0.98445815,98.8827,1.0,1.9591119757572955
CBFA2T2,CBFA2T2,0.99700826,97.08635000000001,1.0,1.9591022996638368
LIMD2,LIMD2,0.97662807,100.0,1.0,1.9590757681448587
TARS1,TARS1,0.99377316,97.5469,1.0,1.9590741596212204
WNK3,WNK3,0.98653597,98.5822,1.0,1.9590725267873883
TRIP6,TRIP6,0.9824933,99.1597,1.0,1.9590616405120493
ABCB5,ABCB5,0.9882961,98.3294,1.0,1.9590605825489025
ZNF292,ZNF292,0.9786715,99.7062,1.0,1.9590580979553263
TPD52L1,TPD52L1,0.99174196,97.83515,1.0,1.9590453271503572
SMURF1,SMURF1,0.9886048,98.2827,1.0,1.959029575530287
PHTF2,PHTF2,0.99446905,97.44355,1.0,1.9590278044699927
ANKRD44,ANKRD44,0.98882955,98.25035,1.0,1.9590271924378246
MGST2,MGST2,0.98134744,99.3197,1.0,1.9590134329927595
SLC37A4,SLC37A4,0.9984002,96.87875,1.0,1.9589988563835452
ZNF69,ZNF69,0.987694,98.4099,1.0,1.958991528393236
CATSPERG,CATSPERG,0.98259974,99.1372,1.0,1.9589726608044724
CTSG,CTSG,0.99849516,96.8627,1.0,1.95896870547812
PLP1,PLP1,0.9765664,100.0,1.0,1.9589678006515654
GPC1,GPC1,0.9803203,99.4624,1.0,1.9589613759382223
ISOC1,ISOC1,0.976559,100.0,1.0,1.958954845252662
PIP,PIP,0.9957027,97.2603,1.0,1.9589452035962018
GRB10,GRB10,0.97890425,99.6633,1.0,1.9589406227576194
ATG10,ATG10,0.98288584,99.0909,1.0,1.9589069820060114
AVPI1,AVPI1,0.9955453,97.2789,1.0,1.9588972427145026
FOSB,FOSB,0.9765232,100.0,1.0,1.958892169133643
RWDD3,RWDD3,0.98960924,98.1273,1.0,1.958886484022177
C6orf15,C6H6orf15,0.9977693,96.95935,1.0,1.958880604893105
NCR1,NCR1,0.99377173,97.5291,1.0,1.9588538415408787
PPP1R7,PPP1R7,0.993269,97.60045,1.0,1.9588467909222738
BOK,BOK,0.99472576,97.38855000000001,1.0,1.9588042118149591
XYLB,XYLB,0.9868976,98.5075,1.0,1.9587915562766964
PLD4,PLD4,0.9894653,98.14005,1.0,1.958790502845944
SNX9,SNX9,0.97822315,99.74815000000001,1.0,1.958786490922097
TRIM13,TRIM13,0.9841526,98.89975000000001,1.0,1.958785677291889
SEC22A,SEC22A,0.9764605,100.0,1.0,1.9587823983888804
USP16,USP16,0.9836575,98.96940000000001,1.0,1.9587711822280265
PLA2G2A,PLA2G2A,0.99586636,97.2222,1.0,1.9587655069960763
ACBD7,ACBD7,0.9923274,97.7273,1.0,1.9587505384440014
PYHIN1,PYHIN1,0.9900034,98.05965,1.0,1.9587487339855663
CRYBG2,CRYBG2,0.98864233,98.2541,1.0,1.9587453087396085
MLEC,MLEC,0.9776291,99.82935,1.0,1.9587400958797825
NUDT8,NUDT8,0.9764353,100.0,1.0,1.9587382800034256
SH3KBP1,SH3KBP1,0.97748417,99.8496,1.0,1.9587341572693426
MUSK,MUSK,0.98440284,98.85905,1.0,1.958725743252399
OR6Y1,OR6Y1,0.99792105,96.9231,1.0,1.9587026951313897
SCGN,SCGN,0.9789403,99.6377,1.0,1.9586904752023915
TNRC6C,TNRC6C,0.97945607,99.56205,1.0,1.9586677372162413
KLC2,KLC2,0.97863597,99.6785,1.0,1.95865693595599
POLN,POLN,0.9911354,97.8889,1.0,1.9586411310966096
TCOF1,TCOF1,0.99482393,97.3596,1.0,1.9586218263959951
ARL14EP,ARL14EP,0.979049,99.6154,1.0,1.9586078994980172
LETM1,LETM1,0.9990105,96.75694999999999,1.0,1.9585768878487602
ARHGEF28,ARHGEF28,0.9901354,98.02655,1.0,1.9585747931456088
BSPH1,BSPH1,0.9975194,96.9697,1.0,1.9585697481582272
ZNF445,ZNF445,0.9776914,99.806,1.0,1.958563437712494
CHKA,CHKA,0.9809219,99.34255,1.0,1.9585480377609783
LARP1B,LARP1B,0.98167646,99.2341,1.0,1.9585419903784058
TENM1,TENM1,0.9778518,99.7804,1.0,1.9585309933807311
LDB2,LDB2,0.9763163,100.0,1.0,1.9585299431832226
CTSC,CTSC,0.98386127,98.9201,1.0,1.958524655547886
DGKG,DGKG,0.9798349,99.4943,1.0,1.9585019248179711
MAPKAPK3,MAPKAPK3,0.9799519,99.4764,1.0,1.9584877219647967
FGF8,FGF8,0.9762747,100.0,1.0,1.9584571128326307
PGBD2,PGBD2,0.985718,98.6487,1.0,1.9584542278325416
OR4S1,OR4S1,0.9966247,97.0874,1.0,1.958443638435873
GPR141,GPR141,0.9808438,99.3443,1.0,1.9584327201312117
NAT9,NAT9,0.9911733,97.86595,1.0,1.9584266498362293
ATF2,ATF2,0.97624445,100.0,1.0,1.958404153262789
CCNL1,CCNL1,0.97623944,100.0,1.0,1.9583953821075855
PRKAR2A,PRKAR2A,0.9796921,99.505,1.0,1.9583828540913863
SLC44A5,SLC44A5,0.9995908,96.65755,1.0,1.9583765011135907
LCT,LCT,0.984568,98.8064,1.0,1.9583706277177737
TIMMDC1,TIMMDC1,0.9835802,98.9474,1.0,1.9583666418530095
ZNF823,ZNF823,0.9807935,99.3456,1.0,1.9583605662365273
HSCB,HSCB,0.98811436,98.2979,1.0,1.9583569466448232
FXYD2,FXYD2,0.9973824,96.9697,1.0,1.9583298982055564
SMPDL3A,SMPDL3A,0.9854535,98.6755,1.0,1.9583191053409592
ABCG8,ABCG8,0.9824204,99.1085,1.0,1.9583074896122712
PRSS55,PRSS55,0.9940503,97.4432,1.0,1.9582904035876134
FLT4,FLT4,0.98488367,98.7528,1.0,1.9582673895593088
UGT8,UGT8,0.9787415,99.6303,1.0,1.9582518780506777
SREBF2,SREBF2,0.9813416,99.25540000000001,1.0,1.9582163843088756
GTF2IRD1,GTF2IRD1,0.99444234,97.38085000000001,1.0,1.9582137968945321
