human gene name,mice gene name,correlation,identical_scores,orthology confidence,combo_score
PCDHGA2,Pcdhga2,0.9915976,86.0977,1.0,1.8477178998337473
CHRDL1,Chrdl1,0.969916,89.51595,1.0,1.8476983480135123
MIF,Mif,0.98062474,87.8261,1.0,1.8476925533677953
LSM10,Lsm10,0.9733005,88.9811,1.0,1.8476887918361815
HCN1,Hcn1,0.9407019,94.1227,1.0,1.8476815109682048
TRABD,Trabd,0.9489639,92.8191,1.0,1.8476785598270893
BCORL1,Bcorl1,0.96170235,90.80215,1.0,1.847603569780666
MYBPC1,Mybpc1,0.97738034,88.3286,1.0,1.8475996129517016
PRDM1,Prdm1,0.98262715,87.5001,1.0,1.8475912930634524
UBB,Ubb,0.9847905,87.1587,1.0,1.847589910619597
PCDHGA12,Pcdhga12,0.9924843,85.9442,1.0,1.8475816415939956
LTBP3,Ltbp3,0.9497544,92.6802,1.0,1.8475365490697604
KERA,Kera,0.9926003,85.9177,1.0,1.8474996279977274
SULF1,Sulf1,0.94737345,93.05,1.0,1.8474786742597191
CDKN1B,Cdkn1b,0.98515415,87.08915,1.0,1.8474680572206057
B3GAT3,B3gat3,0.92979634,95.8209,1.0,1.8474603281657975
RMC1,Rmc1,0.93514085,94.9772,1.0,1.8474541269986218
ARHGAP32,Arhgap32,0.98314846,87.39930000000001,1.0,1.8474056434266366
IKZF4,Ikzf4,0.98005044,87.8878,1.0,1.8474036129224238
SUGT1,Sugt1,0.98376286,87.29625,1.0,1.8473443403788146
BMP10,Bmp10,0.9954891,85.44485,1.0,1.8473281204382437
MYO1E,Myo1e,0.92754626,96.16255000000001,1.0,1.8473273967234833
ZCCHC3,Zcchc3,0.98293614,87.4234,1.0,1.8473117152090472
DNAJB5,Dnajb5,0.9625139,90.6404,1.0,1.8472662647457385
NACC2,Nacc2,0.9490966,92.75370000000001,1.0,1.847233889963082
TRPS1,Trps1,0.9491107,92.75025,1.0,1.8472216322759494
POLR2B,Polr2b,0.90366447,99.9148,1.0,1.847177113389229
SAP130,Sap130,0.94270515,93.7559,1.0,1.8471735757378198
ETNK1,Etnk1,0.94153196,93.9394,1.0,1.8471579048844244
TOLLIP,Tollip,0.94938195,92.7007,1.0,1.8471540207415722
GPD2,Gpd2,0.9458345,93.26,1.0,1.8471510283457298
TMEM169,Tmem169,0.9799252,87.8788,1.0,1.847116050705154
MEX3B,Mex3b,0.92132014,97.12155,1.0,1.847095885447609
CKB,Ckb,0.924692,96.5879,1.0,1.8470783900621472
AQP2,Aqp2,0.97321504,88.9299,1.0,1.8470419813356393
DPY30,Dpy30,0.91580385,97.9798,1.0,1.8469766089903616
KBTBD13,Kbtbd13,0.99015707,86.2445,1.0,1.8469135084185104
DCUN1D2,Dcun1d2,0.95923686,91.1197,1.0,1.8468898357415604
ABCA5,Abca5,0.96586293,90.0731,1.0,1.8468762557430596
BBS2,Bbs2,0.966238,90.0139,1.0,1.846875917040022
HELLS,Hells,0.96362054,90.4254,1.0,1.8468619550373382
KIF23,Kif23,0.9755583,88.5419,1.0,1.8468584013391576
LIN28A,Lin28a,0.9241406,96.6507,1.0,1.846836573656823
PCDHA13,Pcdha12,0.9869676,86.7368,1.0,1.8468052183744597
DERPC,Derpc,0.98979974,86.2882,1.0,1.8467868314215674
RAB27B,Rab27b,0.9377557,94.4954,1.0,1.8467609718072215
BIN1,Bin1,0.9876071,86.62559999999999,1.0,1.8467020097984803
LAMB1,Lamb1,0.948591,92.7772,1.0,1.846671321637852
SCAP,Scap,0.95316726,92.0549,1.0,1.8466672299132039
GMCL1,Gmcl1,0.96559286,90.0934,1.0,1.8466532286908546
LOXHD1,Loxhd1,0.94886994,92.73044999999999,1.0,1.8466438408400667
CETN3,Cetn3,0.91036594,98.8024,1.0,1.8466244745531535
DUSP2,Dusp2,0.98498964,87.02879999999999,1.0,1.8466050477957965
CCND2,Ccnd2,0.953194,92.0415,1.0,1.846575411434202
MDGA2,Mdga2,0.92128444,97.0732,1.0,1.8465560698043915
DHRS3,Dhrs3,0.934195,95.0331,1.0,1.84652107794716
SYNDIG1L,Syndig1l,0.9734295,88.8425,1.0,1.8465062853368832
TIMM17A,Timm17a,0.92864394,95.9064,1.0,1.8464974528928637
ZBTB45,Zbtb45,0.98564357,86.9125,1.0,1.8464736020974533
P2RY6,P2ry6,0.9877131,86.5854,1.0,1.846467221512235
TNRC6B,Tnrc6b,0.94282824,93.6628,1.0,1.8464367463967453
CHRNA7,Chrna7,0.94558156,93.2271,1.0,1.8464230233374548
PTHLH,Pthlh,0.9926559,85.79820000000001,1.0,1.846392335273999
PSMB5,Psmb5,0.9423182,93.73849999999999,1.0,1.8463891741091651
EVX1,Evx1,0.94491845,93.3283,1.0,1.846388987870399
COL14A1,Col14a1,0.9673381,89.78569999999999,1.0,1.8463292906843765
EEFSEC,Eefsec,0.97187436,89.06935,1.0,1.846321600199821
ING4,Ing4,0.91150564,98.59195,1.0,1.8463178159698166
PLCG1,Plcg1,0.9219758,96.93915,1.0,1.846306168770632
OTOR,Otor,0.9867527,86.7188,1.0,1.8462862202868573
CACNA2D3,Cacna2d3,0.9147584,98.0752,1.0,1.8462814440267308
PDGFA,Pdgfa,0.9510678,92.3469,1.0,1.8462753968513215
KRT28,Krt28,0.9942523,85.52955,1.0,1.846224106781905
STAC3,Stac3,0.94101954,93.9255,1.0,1.84621057822063
CLASP2,Clasp2,0.9788168,87.96244999999999,1.0,1.8462040840681184
CYSLTR1,Cysltr1,0.993331,85.67195,1.0,1.8461947845943367
DHCR24,Dhcr24,0.9221482,96.8992,1.0,1.8461786244258327
DNPEP,Dnpep,0.9738685,88.74045000000001,1.0,1.8461782942268676
PPFIBP2,Ppfibp2,0.9799887,87.77455,1.0,1.8461737199865071
NADK2,Nadk2,0.9605325,90.8391,1.0,1.846127667673723
ZNF219,Zfp219,0.97511506,88.53659999999999,1.0,1.8461062039806233
MGAT4A,Mgat4a,0.94272405,93.6449,1.0,1.8460933899018768
MBD5,Mbd5,0.97447634,88.63295,1.0,1.846062142982421
EIF1AD,Eif1ad,0.9722908,88.97505,1.0,1.8460355213892177
RANGAP1,Rangap1,0.9767835,88.26554999999999,1.0,1.8460276163551228
SLTM,Sltm,0.9579577,91.23505,1.0,1.8460255004984802
KCNJ16,Kcnj16,0.9516197,92.23429999999999,1.0,1.8460200019911444
WDR48,Wdr48,0.9122143,98.44795,1.0,1.8459957051497171
DHX8,Dhx8,0.91722876,97.6554,1.0,1.8459803603398552
CHPT1,Chpt1,0.969497,89.4089,1.0,1.845966888503482
ARL5B,Arl5b,0.90409684,99.7222,1.0,1.8459331636597587
KCMF1,Kcmf1,0.9189611,97.3753,1.0,1.845912072983307
NRG2,Nrg2,0.93757993,94.43625,1.0,1.8458922000814981
CBL,Cbl,0.94795346,92.7996,1.0,1.845889622053067
OPRL1,Oprl1,0.9392763,94.1671,1.0,1.8458766711651036
SNRNP25,Snrnp25,0.98470616,86.9995,1.0,1.8458648668843323
SCARA5,Scara5,0.9806984,87.62819999999999,1.0,1.8458297497341647
IKZF3,Ikzf3,0.98586375,86.81135,1.0,1.8458094292213643
HACL1,Hacl1,0.98046726,87.6624,1.0,1.84580713355004
APLP1,Aplp1,0.9716815,89.0426,1.0,1.8457498695289272
NRTN,Nrtn,0.98629254,86.73695000000001,1.0,1.845741832152882
GPR18,Gpr18,0.9922197,85.8006,1.0,1.845728243297208
OTUD7B,Otud7b,0.9575728,91.2659,1.0,1.8457268326812706
GPHB5,Gphb5,0.98509663,86.9231,1.0,1.8457168212038588
SLC6A8,Slc6a8,0.90918696,98.8976,1.0,1.8457166701542613
SH3GL1,Sh3gl1,0.9400933,94.0217,1.0,1.8457114633362133
MAPK13,Mapk13,0.94984,92.4762,1.0,1.8456315804159624
SLC6A4,Slc6a4,0.9494278,92.5397,1.0,1.845616347695116
SLC27A4,Slc27a4,0.95142394,92.224,1.0,1.8456081966601574
ABHD18,Abhd18,0.9567632,91.3793,1.0,1.8455837137807438
NTNG2,Ntng2,0.97021717,89.2562,1.0,1.8455759343515457
AXL,Axl,0.97893494,87.8798,1.0,1.8455639462555053
TBC1D21,Tbc1d21,0.98321295,87.2024,1.0,1.845538374402297
GUCY2D,Gucy2e,0.9958253,85.21075,1.0,1.8455174655152657
P2RY12,P2ry12,0.9876064,86.50675000000001,1.0,1.8455124055701821
XPOT,Xpot,0.9333505,95.06495000000001,1.0,1.8455074053786142
KCNH3,Kcnh3,0.93055165,95.50335,1.0,1.8454763062744397
PEX5,Pex5,0.9427171,93.5837,1.0,1.8454704264923423
LTV1,Ltv1,0.99121237,85.92835,1.0,1.8454167114517688
NR2F6,Nr2f6,0.94331986,93.47995,1.0,1.8453837617053879
COMMD10,Commd10,0.9710288,89.1089,1.0,1.8453832555141378
ADCY5,Adcy5,0.9308797,95.44194999999999,1.0,1.8453797949791306
TCTA,Tcta,0.9655616,89.97065,1.0,1.8453764170099873
HEATR5B,Heatr5b,0.9281605,95.87055,1.0,1.8453763412806223
MFAP2,Mfap2,0.971264,89.071,1.0,1.8453752762223932
CRIP2,Crip2,0.94767255,92.7885,1.0,1.845335495236927
FERMT1,Fermt1,0.97873706,87.8877,1.0,1.845330796690243
LATS1,Lats1,0.9454438,93.13855000000001,1.0,1.8453202112083336
KRT82,Krt82,0.99249595,85.715,1.0,1.845308019107819
CISD1,Cisd1,0.9899827,86.1111,1.0,1.8453044451493836
BTF3L4,Btf3l4,0.9019163,100.0,1.0,1.8452714294115435
KLHL23,Klhl23,0.920078,97.1326,1.0,1.8452469481068228
SESN3,Sesn3,0.94054914,93.9024,1.0,1.8452375368041185
DGKG,Dgkg,0.9664902,89.804,1.0,1.8451747547212385
MAST2,Mast2,0.9782885,87.93775,1.0,1.8451237071966406
ARL14EP,Arl14ep,0.965156,90.00555,1.0,1.8450855955845253
RELA,Rela,0.97209364,88.90934999999999,1.0,1.8450675076016338
MCM5,Mcm5,0.9294222,95.6403,1.0,1.845064133915003
ESR2,Esr2,0.99187547,85.7858,1.0,1.8450372311441343
FRMD4B,Frmd4b,0.94251335,93.5718,1.0,1.845030017184064
LIX1,Lix1,0.9332053,95.0355,1.0,1.84498385688015
MTMR3,Mtmr3,0.9900956,86.0598,1.0,1.8449695413992224
SLC25A18,Slc25a18,0.98252225,87.2495,1.0,1.8449198165655951
HMGXB3,Hmgxb3,0.9720077,88.9066,1.0,1.8449044399159729
ODR4,Odr4,0.9895931,86.13175,1.0,1.8448963632278854
ISLR,Islr,0.9875463,86.4486,1.0,1.844836099683421
EIF4ENIF1,Eif4enif1,0.96475595,90.0407,1.0,1.8448060291120012
PLD3,Pld3,0.9430754,93.4564,1.0,1.8447626336342133
KLF16,Klf16,0.9759462,88.2707,1.0,1.8447583015633602
R3HDM1,R3hdm1,0.95996195,90.78890000000001,1.0,1.844725642737093
DDX18,Ddx18,0.987325,86.47104999999999,1.0,1.844711505794233
GABRR2,Gabrr2,0.978819,87.80885,1.0,1.8446715544999133
CEMIP,Cemip,0.95695823,91.2564,1.0,1.8446623675593627
ZC3H7B,Zc3h7b,0.92707175,95.96795,1.0,1.8446328719093912
HNRNPR,Hnrnpr,0.90400827,99.6048,1.0,1.8446194472306332
SPEG,Speg,0.95652777,91.31575000000001,1.0,1.8445768302546186
FAM110A,Fam110a,0.9926362,85.61785,1.0,1.8445577591347444
ALG8,Alg8,0.9653294,89.924,1.0,1.8445436287087242
NECTIN1,Nectin1,0.9346181,94.7678,1.0,1.8445355050800814
TAAR2,Taar2,0.98945886,86.113,1.0,1.844497103789636
SORBS2,Sorbs2,0.98396045,86.9753,1.0,1.8444465324780674
YDJC,Ydjc,0.9802689,87.55664999999999,1.0,1.8444367267996586
STK4,Stk4,0.91829896,97.3306,1.0,1.844420567661179
MYOF,Myof,0.939513,93.9835,1.0,1.8444140580768562
PCK2,Pck2,0.9508737,92.1875,1.0,1.8443752101188706
HSPB3,Hspb3,0.98883474,86.19909999999999,1.0,1.8443735738387996
CLIP3,Clip3,0.9106179,98.5375,1.0,1.8443729336418104
UBA2,Uba2,0.9360546,94.52289999999999,1.0,1.8443525392952573
SPOCK2,Spock2,0.9409909,93.74275,1.0,1.8443378995085362
SACS,Sacs,0.94247836,93.5051,1.0,1.8443078215438349
PRR15L,Prr15l,0.9917439,85.733,1.0,1.844301683548109
PIGO,Pigo,0.98960954,86.0681,1.0,1.8442857968182074
NUAK2,Nuak2,0.99080735,85.8786,1.0,1.8442803049583256
INTS13,Ints13,0.9398798,93.9111,1.0,1.8442686737052072
HADHB,Hadhb,0.9593262,90.83255,1.0,1.844159266821814
CHCHD2,Chchd2,0.9887671,86.18795,1.0,1.8441553738357965
PIK3C2A,Pik3c2a,0.963239,90.2135,1.0,1.8441410875159607
ELOVL7,Elovl7,0.9733865,88.6121,1.0,1.8441344541699825
SDK1,Sdk1,0.9633291,90.19704999999999,1.0,1.8441187174726523
SLC25A15,Slc25a15,0.9327273,95.0166,1.0,1.844040826699256
FBXO31,Fbxo31,0.9696882,89.1848,1.0,1.8440275005758395
MLLT11,Mllt11,0.98564905,86.6667,1.0,1.8440242466275607
RAP1B,Rap1b,0.9011127,100.0,1.0,1.8440037753250027
SEMA6B,Sema6b,0.96899164,89.28985,1.0,1.8439791987708112
PRKG2,Prkg2,0.92105246,96.8504,1.0,1.8439621285463077
ZFP3,Zfp3,0.9892751,86.08824999999999,1.0,1.843959728086621
NRSN1,Nrsn1,0.95133996,92.0722,1.0,1.8439577208137314
CEP120,Cep120,0.9665932,89.66575,1.0,1.8439547340280003
STX19,Stx19,0.9875859,86.34909999999999,1.0,1.8439035674557294
TFAP2A,Tfap2a,0.9488573,92.458,1.0,1.843899401631936
LOXL4,Loxl4,0.9830681,87.05430000000001,1.0,1.8438288780179821
SLBP,Slbp,0.9764942,88.08080000000001,1.0,1.8437237545740923
ACAP2,Acap2,0.94120467,93.64695,1.0,1.8437171150561718
HSF2BP,Hsf2bp,0.9782649,87.80075,1.0,1.8437164789282952
PDE6A,Pde6a,0.93260777,95.0,1.0,1.8436862718299625
HOXC10,Hoxc10,0.91758066,97.3684,1.0,1.8436654716801408
SCNN1G,Scnn1g,0.99033046,85.8914,1.0,1.8436560257680195
NUDT15,Nudt15,0.9804008,87.4534,1.0,1.8436122949604536
CPXM1,Cpxm1,0.99310833,85.44535,1.0,1.843577529572622
FBXO44,Fbxo44,0.9232123,96.4706,1.0,1.8435712091862708
SHISA9,Shisa9,0.9411768,93.6321,1.0,1.8435246509952063
FAM110D,Fam110d,0.9849956,86.7159,1.0,1.8434854495110224
LZTS1,Lzts1,0.96601856,89.7077,1.0,1.84346775724317
RBFOX1,Rbfox1,0.98513234,86.69065,1.0,1.8434486526217664
SOX18,Sox18,0.9831264,86.99815000000001,1.0,1.8433593444605474
TMEM74B,Tmem74b,0.99030423,85.86340000000001,1.0,1.8433346487562101
ARID3C,Arid3c,0.99101084,85.75025,1.0,1.843317804124665
WDR11,Wdr11,0.93716615,94.23785,1.0,1.8432554749596357
TMBIM6,Tmbim6,0.94071835,93.6709,1.0,1.843189460333217
C1D,C1d,0.96353525,90.0709,1.0,1.8431824127065253
BRS3,Brs3,0.99430865,85.213,1.0,1.8431474971599249
PLXNA2,Plxna2,0.92231464,96.5681,1.0,1.8431301783658078
MAOA,Maoa,0.9805953,87.3695,1.0,1.8430801126805032
FSHB,Fshb,0.99107957,85.71555000000001,1.0,1.843079223568876
DNAL1,Dnal1,0.94389296,93.1579,1.0,1.843067309187962
NLRX1,Nlrx1,0.9629308,90.1538,1.0,1.8430579115708738
MSL2,Msl2,0.9071039,98.9601,1.0,1.8430557075839409
FAM167B,Fam167b,0.9882566,86.15469999999999,1.0,1.8430175759124774
KMT2E,Kmt2e,0.96818817,89.31895,1.0,1.84300274975524
PTK2B,Ptk2b,0.9293748,95.441,1.0,1.8429963618845127
NFXL1,Nfxl1,0.9680099,89.33975000000001,1.0,1.8429295343570224
TSPAN3,Tspan3,0.9179567,97.2332,1.0,1.8429066631220308
EGR2,Egr2,0.9674,89.43275,1.0,1.8428974360153336
GFI1,Gfi1,0.9791726,87.5741,1.0,1.842881847537495
ANGPT2,Angpt2,0.99313617,85.36840000000001,1.0,1.8428519463095177
SMS,Sms,0.92457324,96.1749,1.0,1.8427610498439821
BTBD3,Btbd3,0.9463818,92.7274,1.0,1.8426883771281635
ARHGEF3,Arhgef3,0.9437251,93.14320000000001,1.0,1.8426555152420105
STARD10,Stard10,0.97943676,87.4991,1.0,1.842548551747924
WLS,Wls,0.92478883,96.1183,1.0,1.8425351363851932
SS18L1,Ss18l1,0.96050465,90.4813,1.0,1.8425057351621374
MGST3,Mgst3,0.98952943,85.90255,1.0,1.8425039257768026
KDELR2,Kdelr2,0.90910643,98.5849,1.0,1.842462636575878
HERC2,Herc2,0.9280563,95.59465,1.0,1.8424529690110631
BMS1,Bms1,0.9855927,86.51605,1.0,1.8424288562495412
CHN1,Chn1,0.9235719,96.2963,1.0,1.8423954670378389
CAMSAP3,Camsap3,0.9662138,89.56954999999999,1.0,1.8423942422902782
STK38L,Stk38l,0.9151167,97.6293,1.0,1.8423876511686017
ATXN1L,Atxn1l,0.9406242,93.60485,1.0,1.842380441627085
IRF5,Irf5,0.9833212,86.86930000000001,1.0,1.8423781354212967
DEF6,Def6,0.9478371,92.46635,1.0,1.8423735677604962
GPR137,Gpr137,0.9304907,95.202,1.0,1.842366659539031
XIAP,Xiap,0.9670583,89.42605,1.0,1.842291414858824
ATAT1,Atat1,0.9647665,89.7862,1.0,1.8422776714099265
SETD1B,Setd1b,0.9649385,89.7515,1.0,1.8422019960775287
ASPHD1,Asphd1,0.99038106,85.7372,1.0,1.8421938456993023
LFNG,Lfng,0.9694488,89.0358,1.0,1.842159854497793
PRDX3,Prdx3,0.9876718,86.16015,1.0,1.8421495720426306
MGRN1,Mgrn1,0.98264444,86.95295,1.0,1.8421470675024223
ABHD6,Abhd6,0.93849903,93.90805,1.0,1.8420600518372718
DYNC1I2,Dync1i2,0.9158261,97.48245,1.0,1.8420382076755604
RSPO3,Rspo3,0.9725496,88.53190000000001,1.0,1.842012270365819
NTRK2,Ntrk2,0.94368714,93.0779,1.0,1.8419426345188583
BTBD1,Btbd1,0.919369,96.91095,1.0,1.841912022587463
BCL6,Bcl6,0.9334158,94.69220000000001,1.0,1.841882914104163
GSK3B,Gsk3b,0.9152195,97.56075,1.0,1.8418643149815637
CADM2,Cadm2,0.94198877,93.33365,1.0,1.841821008497258
NAGS,Nags,0.98752207,86.1489,1.0,1.841800877609607
ITPRIPL2,Itpripl2,0.992132,85.4206,1.0,1.841789899266111
UQCC1,Uqcc1,0.97438365,88.2195,1.0,1.8417814273810256
BRF1,Brf1,0.9648151,89.7266,1.0,1.8417583364032144
JUP,Jup,0.9098953,98.3893,1.0,1.8417510545440825
HOOK3,Hook3,0.9138062,97.7716,1.0,1.841743378047134
FKRP,Fkrp,0.9387749,93.83224999999999,1.0,1.8417372282096633
PPFIBP1,Ppfibp1,0.97334224,88.37795,1.0,1.841723135392145
GIT1,Git1,0.9174498,97.19475,1.0,1.8417225440871037
SLC13A3,Slc13a3,0.9766628,87.8538,1.0,1.8417197158471021
UBE2J2,Ube2j2,0.93637717,94.2085,1.0,1.8417173834698413
CRHBP,Crhbp,0.9803576,87.2671,1.0,1.8416811482997537
ZNF593,Zfp593,0.96113986,90.2985,1.0,1.8416797592441574
BCL7B,Bcl7b,0.97493845,88.1188,1.0,1.8416496071809418
ABCB4,Abcb4,0.95642805,91.0373,1.0,1.8416350250461693
CAPRIN1,Caprin1,0.9192723,96.89285000000001,1.0,1.841578481335387
NUDT12,Nudt12,0.97639054,87.8788,1.0,1.841540234137792
CCR7,Ccr7,0.9816996,87.037,1.0,1.8414971116946486
TESK2,Tesk2,0.974527,88.16835,1.0,1.8414960575618438
KRT75,Krt75,0.9950027,84.9365,1.0,1.8414773395177688
IFT88,Ift88,0.96754694,89.26625000000001,1.0,1.8414642293098535
ANKRA2,Ankra2,0.93093073,95.04025,1.0,1.841443293222083
MYBPH,Mybph,0.99191153,85.42,1.0,1.841436114676191
MSX2,Msx2,0.94695807,92.5094,1.0,1.8414174251874602
TTC14,Ttc14,0.9787087,87.50059999999999,1.0,1.8414150596694685
ETV3,Etv3,0.98913616,85.85374999999999,1.0,1.8413955545440825
PXDC1,Pxdc1,0.94884413,92.2078,1.0,1.8413766263652365
CSPG5,Cspg5,0.9960789,84.7565,1.0,1.841375011653079
SMAD4,Smad4,0.9092089,98.45885000000001,1.0,1.8413637798240705
CCT2,Cct2,0.9148013,97.5701,1.0,1.8412981174467313
SLC27A1,Slc27a1,0.9661144,89.4737,1.0,1.841278941871908
TNR,Tnr,0.9423158,93.2253,1.0,1.841253388183571
DYNC1LI2,Dync1li2,0.9186947,96.9512,1.0,1.8412508352423231
ACAT2,Acat2,0.97759086,87.6574,1.0,1.8412197017250946
RNF182,Rnf182,0.9096135,98.3806,1.0,1.8412195237805342
SYT4,Syt4,0.9634756,89.8824,1.0,1.8412033166808137
KRT6C,Krt6b,0.99228144,85.3378,1.0,1.8411976362331253
NDEL1,Ndel1,0.92505634,95.942,1.0,1.8411941251167643
VAMP3,Vamp3,0.9710087,88.6893,1.0,1.841155548387284
CIB3,Cib3,0.9365927,94.1176,1.0,1.8411483753629123
SLC48A1,Slc48a1,0.9470499,92.4658,1.0,1.8411262841655176
FLT3,Flt3,0.9892827,85.80135,1.0,1.8411027168510035
FBXO40,Fbxo40,0.99531573,84.8485,1.0,1.841091134638115
INSIG2,Insig2,0.91895056,96.8889,1.0,1.8410314464600712
CTR9,Ctr9,0.9137949,97.6982,1.0,1.8409915526474598
BTBD10,Btbd10,0.9165233,97.2632,1.0,1.840945519060747
FBXO38,Fbxo38,0.9364136,94.1232,1.0,1.8409218506654268
BIRC6,Birc6,0.92860365,95.34925,1.0,1.8408623966669468
INO80C,Ino80c,0.9570025,90.86225,1.0,1.8407907021118903
PFN1,Pfn1,0.92623264,95.7143,1.0,1.840772701898743
OCLN,Ocln,0.96043473,90.31649999999999,1.0,1.840747438529819
PNPO,Pnpo,0.9621831,90.0383,1.0,1.8407234380013038
ABHD14B,Abhd14b,0.9805367,87.1429,1.0,1.840721672997239
PDPK1,Pdpk1,0.9302935,95.06795,1.0,1.840715082652687
HSPA12A,Hspa12a,0.9261994,95.7037,1.0,1.8406142668292595
HBS1L,Hbs1l,0.968573,89.01925,1.0,1.8406128071496195
KCNK6,Kcnk6,0.9941375,84.984,1.0,1.8405875133409708
EIF3C,Eif3c,0.919083,96.8203,1.0,1.8405543664541248
MIER3,Mier3,0.9443771,92.8248,1.0,1.8405000250285015
CCAR2,Ccar2,0.9528291,91.49055,1.0,1.8404902929969464
IRF2,Irf2,0.9461082,92.5501,1.0,1.8404837816103963
SMYD3,Smyd3,0.9373812,93.9252,1.0,1.8404682096675882
JMY,Jmy,0.9795647,87.2659,1.0,1.840418373131488
S100A14,S100a14,0.9597921,90.3846,1.0,1.840414709627836
WDR47,Wdr47,0.92744565,95.4867,1.0,1.8404101875676262
ANKRD22,Ankrd22,0.98512715,86.3874,1.0,1.840407965557668
TMEM242,Tmem242,0.98680156,86.1221,1.0,1.840396295422084
DOCK11,Dock11,0.92022413,96.6233,1.0,1.8403844636514548
SLC30A6,Slc30a6,0.9508268,91.7944,1.0,1.8403702268228792
FAR2,Far2,0.9751195,87.9612,1.0,1.840359207942973
SLC15A1,Slc15a1,0.9931965,85.10945000000001,1.0,1.8403576150141483
GCNT1,Gcnt1,0.99356234,85.0467,1.0,1.8403072162722616
CSNK1D,Csnk1d,0.9248833,95.87095,1.0,1.8402106598814045
ECT2,Ect2,0.95385134,91.29724999999999,1.0,1.8401698449051411
MRPL24,Mrpl24,0.9749796,87.963,1.0,1.8401565200301966
DHX38,Dhx38,0.91597325,97.27090000000001,1.0,1.8401548322385701
CORO2A,Coro2a,0.992325,85.22409999999999,1.0,1.8401293507826644
SLC25A20,Slc25a20,0.94287556,93.0233,1.0,1.840116392229716
TTYH1,Ttyh1,0.97331095,88.2222,1.0,1.8401162763872074
RNF40,Rnf40,0.9461162,92.5075,1.0,1.8400704013623779
CAB39L,Cab39l,0.9080073,98.5163,1.0,1.8400427930764507
ZFAT,Zfat,0.97270477,88.30695,1.0,1.84000754623019
XKRX,Xkrx,0.94939184,91.9822,1.0,1.839984621909959
SDHB,Sdhb,0.9526832,91.46025,1.0,1.8399571402701838
INTS2,Ints2,0.92449486,95.9065,1.0,1.8399534078239435
SH3GL3,Sh3gl3,0.98440236,86.4553,1.0,1.8399436318028353
COX17,Cox17,0.94883716,92.0635,1.0,1.8399226314063224
HMCN1,Hmcn1,0.97891283,87.31915000000001,1.0,1.8399225684159664
GRAMD4,Gramd4,0.95963544,90.3598,1.0,1.8399195833346587
LTN1,Ltn1,0.9909261,85.42314999999999,1.0,1.8399131294018012
CDC42BPG,Cdc42bpg,0.99331295,85.0419,1.0,1.8398658112789286
DERA,Dera,0.946314,92.4528,1.0,1.8398354247301203
TRMT11,Trmt11,0.9499681,91.87530000000001,1.0,1.8398246541945662
FHL5,Fhl5,0.99220765,85.2113,1.0,1.8398162347957858
ATP8B2,Atp8b2,0.9165539,97.1429,1.0,1.8397907896120764
ACTR8,Actr8,0.9167275,97.1154,1.0,1.8397896382300747
ATXN7L1,Atxn7l1,0.98629963,86.1353,1.0,1.8397365164080755
COMMD9,Commd9,0.96242636,89.899,1.0,1.839714173109681
ZNF189,Zfp189,0.948591,92.07795,1.0,1.8396788216378521
ITPA,Itpa,0.9694667,88.78475,1.0,1.8396775911928518
BNIP1,Bnip1,0.9372879,93.8596,1.0,1.839665031810104
CRTAC1,Crtac1,0.969582,88.76455,1.0,1.839657473368285
SCIN,Scin,0.95237,91.4685,1.0,1.8395455769801086
NAB1,Nab1,0.9445267,92.7031,1.0,1.8395190143905555
TAC1,Tac1,0.9300693,94.9821,1.0,1.8395029141034058
GCKR,Gckr,0.97441244,87.981,1.0,1.839441842713469
POR,Por,0.94824743,92.10335,1.0,1.839390850614317
ATG14,Atg14,0.9419705,93.0894,1.0,1.83934968813867
ZIC4,Zic4,0.9778771,87.4251,1.0,1.8393482364509928
B3GALNT1,B3galnt1,0.94025785,93.3535,1.0,1.8392890358597822
TMED7,Tmed7,0.92358017,95.9821,1.0,1.8392665127064496
GPC1,Gpc1,0.9702891,88.60995,1.0,1.839226901696549
CHRNB1,Chrnb1,0.96261036,89.8204,1.0,1.8392184274052554
CXADR,Cxadr,0.9623379,89.863,1.0,1.8392146302021457
FNDC7,Fndc7,0.9912017,85.30675,1.0,1.8391838798575635
PCP4,Pcp4,0.91849613,96.7742,1.0,1.8391675972234525
IKZF1,Ikzf1,0.9544058,91.10255000000001,1.0,1.8390974883655984
SLC16A2,Slc16a2,0.9377346,93.7298,1.0,1.8390716872113706
NKX3-2,Nkx3-2,0.9912574,85.2853,1.0,1.8390572448807345
SLC35C1,Slc35c1,0.97558093,87.7581,1.0,1.8390560994625753
AQP5,Aqp5,0.957753,90.566,1.0,1.8390120925946536
TRIM41,Trim41,0.93718475,93.8095,1.0,1.8390013158829928
TMEM107,Tmem107,0.96582204,89.2857,1.0,1.8389377530357445
ZFYVE27,Zfyve27,0.9776936,87.41125,1.0,1.8389202708899173
RABGAP1,Rabgap1,0.9136299,97.5158,1.0,1.8389072702628417
PQBP1,Pqbp1,0.9746936,87.88005000000001,1.0,1.8388758638968583
DVL3,Dvl3,0.91023785,98.04765,1.0,1.83887491654924
SBDS,Sbds,0.9156097,97.2,1.0,1.838872343384461
RAB8B,Rab8b,0.9070433,98.5507,1.0,1.8388661129626813
ATP6V0A4,Atp6v0a4,0.9876403,85.83535,1.0,1.8388518817692037
SLC7A8,Slc7a8,0.9442075,92.6842,1.0,1.838826486286494
