crab_eating_macaque gene name,mice gene name,correlation
STMN1,Stmn1,0.9821193
LRRTM4,Lrrtm4,0.98211575
TLR9,Tlr9,0.98211
VIL1,Vil1,0.98210955
CCDC188,Ccdc188,0.98210305
CABP2,Cabp2,0.98209363
KRTAP29-1,Krtap29-1,0.98208475
DUSP14,Dusp14,0.9820775
CCDC182,Ccdc182,0.98207444
PSEN2,Psen2,0.98206955
ABCG5,Abcg5,0.9820666
RTL9,Rtl9,0.98206264
IVD,Ivd,0.9820507
ATP6V1B2,Atp6v1b2,0.98204887
SH3BGRL2,Sh3bgrl2,0.98204696
DNAJB8,Dnajb3,0.98204035
RASSF9,Rassf9,0.9820398
GRHL2,Grhl1,0.98203415
NRXN2,Nrxn2,0.982032
OR6K3,Olfr424,0.9820246
HNRNPUL2,Hnrnpul2,0.98201936
LRP2,Lrp2,0.9820124
FAM120C,Fam120c,0.9819924
CLBA1,Clba1,0.98197496
KRT3,Krt5,0.981971
FILIP1L,Filip1l,0.9819693
TSN,Tsn,0.98196566
TMEM223,Tmem223,0.9819623
TMED9,Tmed9,0.98195195
SLC26A4,Slc26a4,0.98195183
RAB8B,Rab8b,0.9819499
PPP1R11,Ppp1r11,0.9819497
CSTF1,Cstf1,0.9819449
AMT,Amt,0.9819418
PKMYT1,Pkmyt1,0.9819408
ADAMTS1,Adamts1,0.9819345
RAB13,Rab13,0.98193
RPS6KA5,Rps6ka5,0.9819156
SHPRH,Shprh,0.98191494
GALC,Galc,0.98191434
ITGA1,Itga1,0.9818931
FUBP1,Fubp1,0.98188895
TMCO2,Tmco2,0.9818581
ACLY,Acly,0.9818565
EYA1,Eya2,0.98185533
CAPN7,Capn7,0.9818464
MYOZ3,Myoz3,0.981833
CXCR6,Cxcr6,0.9818298
CADM1,Cadm1,0.98181665
SKI,Ski,0.98181295
PABPC1L,Pabpc1l,0.98181105
CNOT1,Cnot1,0.98181045
SULT1B1,Sult1b1,0.98180765
ZNHIT1,Znhit1,0.98179764
TTF1,Ttf1,0.9817944
OR1Q1,Olfr357,0.9817924
ITIH4,Itih4,0.9817912
PDZRN3,Pdzrn3,0.9817845
SLCO1B3,Slco1b2,0.9817837
DYNC1I1,Dync1i1,0.98176813
HPSE,Hpse,0.98176223
ALB,Alb,0.9817598
GCNT2,Gcnt2,0.9817563
ARMC5,Armc5,0.98175573
PLVAP,Plvap,0.9817544
SMYD2,Smyd2,0.9817511
CCDC136,Ccdc136,0.98174334
KRT26,Krt26,0.9817429
CDIN1,Cdin1,0.9817298
ITGAL,Itgal,0.98172957
XRCC5,Xrcc5,0.98171985
IKZF2,Ikzf2,0.9817191
AGRP,Agrp,0.98171395
CRYGB,Crygb,0.9817074
CCNB2,Ccnb2,0.9817042
GALNTL5,Galntl5,0.9817003
UQCC5,Smim4,0.9816945
GALNT6,Galnt6,0.98169196
GOLM1,Golm1,0.9816907
TMEM252,Tmem252,0.9816858
DARS2,Dars2,0.98168296
SLC1A7,Slc1a7,0.98167425
BPNT1,Bpnt1,0.98167324
CCDC70,Ccdc70,0.98167205
PGM2L1,Pgm2l1,0.98166394
IFT122,Ift122,0.9816635
MRPL16,Mrpl16,0.98165566
TOGARAM1,Togaram1,0.9816541
DMAP1,Dmap1,0.98165375
IL22RA1,Il22ra1,0.98165274
MYL1,Myl1,0.98164755
RBBP9,Rbbp9,0.9816475
ZNF169,Zfp169,0.98163986
TM6SF2,Tm6sf2,0.98163533
VPS35L,Vps35l,0.98162574
KLF1,Klf1,0.9816236
SCTR,Sctr,0.9816135
LDLRAD4,Ldlrad4,0.98160136
ADAT1,Adat1,0.98159873
ABHD17B,Abhd17b,0.9815946
DERL1,Derl1,0.98159367
TBC1D21,Tbc1d21,0.98159206
LAMTOR3,Lamtor3,0.9815787
MMP15,Mmp15,0.9815766
RMI1,Rmi1,0.98156714
ELOB,Elob,0.981565
PRSS37,Prss37,0.98156154
VASH2,Vash2,0.9815576
CRYGS,Crygs,0.98154944
AWAT2,Awat2,0.9815376
CPED1,Cped1,0.9815359
AURKB,Aurkb,0.9815332
RGCC,Rgcc,0.98153317
TCEAL1,Tceal1,0.981533
ACMSD,Acmsd,0.981492
IBSP,Ibsp,0.98148197
NAT2,Nat1,0.98146343
STAU1,Stau1,0.9814542
SNTB2,Sntb2,0.9814512
NTRK1,Ntrk1,0.9814426
PRKAB1,Prkab1,0.9814336
POLR3C,Polr3c,0.98142004
AKR1D1,Akr1d1,0.9814059
LRP8,Lrp8,0.9814045
NAGLU,Naglu,0.98140264
PHYKPL,Phykpl,0.98139
RAB5B,Rab5b,0.9813896
NAA15,Naa15,0.981384
FAM216A,Fam216a,0.9813827
ZNF597,Zfp597,0.98138136
VPS16,Vps16,0.98137856
ACSL3,Acsl3,0.981366
SCNN1G,Scnn1g,0.98136455
CXCR3,Cxcr3,0.9813633
RCL1,Rcl1,0.9813583
SVEP1,Svep1,0.98135823
BFSP1,Bfsp1,0.9813447
HSD17B3,Hsd17b3,0.9813388
ITGA3,Itga3,0.9813376
MAST2,Mast2,0.98133
CIDEA,Cidea,0.9813245
FZD1,Fzd1,0.98131835
ARVCF,Arvcf,0.98131126
AQP8,Aqp8,0.98130333
NME7,Nme7,0.9812917
KRTAP11-1,Krtap11-1,0.9812712
FLT4,Flt4,0.9812544
PLAAT3,Plaat3,0.98125273
ANKFY1,Ankfy1,0.9812517
TXNRD3,Txnrd3,0.9812465
SEZ6,Sez6,0.98124117
TMEM102,Tmem102,0.9812376
WDR74,Wdr74,0.9812346
TRAF5,Traf5,0.9812323
PLD1,Pld1,0.9812304
CLDN8,Cldn8,0.9812291
CYP4F57,Cyp4f40,0.981225
PBX2,Pbx2,0.98121816
EMCN,Emcn,0.9812141
CLEC16A,Clec16a,0.9812112
NCALD,Ncald,0.9812101
AKNA,Akna,0.98120403
OR51F2,Olfr568,0.98120165
KIF18B,Kif18b,0.9812015
JRK,Jrk,0.9811965
TEKT5,Tekt5,0.98119545
OR2T27,Olfr31,0.9811901
MAP2K7,Map2k7,0.9811845
RHOF,Rhof,0.9811822
SLC17A2,Slc17a2,0.98117423
ZNHIT3,Znhit3,0.9811714
ACSF3,Acsf3,0.9811681
MAL2,Mal2,0.9811587
MEOX1,Meox1,0.981152
ALDH1A1,Aldh1a7,0.9811189
NEK4,Nek4,0.98111886
RNF19B,Rnf19b,0.9811096
RET,Ret,0.98110867
AP1M2,Ap1m2,0.9811046
WWC2,Wwc2,0.9811016
NRF1,Nrf1,0.9810994
COX3,mt-Co3,0.9810985
CPVL,Cpvl,0.9810926
SNX7,Snx7,0.9810915
SLC36A4,Slc36a4,0.9810858
LRRC19,Lrrc19,0.98107266
ELOVL3,Elovl3,0.98106855
CKAP2L,Ckap2l,0.9810653
MXD3,Mxd3,0.98105514
CDK1,Cdk1,0.9810542
NUMBL,Numbl,0.9810499
DCDC2B,Dcdc2b,0.9810357
CFAP99,Cfap99,0.98103493
CILP2,Cilp2,0.9810309
OPTN,Optn,0.9810227
TELO2,Telo2,0.9810125
ADCK1,Adck1,0.981011
SGIP1,Sgip1,0.98101074
HDAC7,Hdac7,0.9810096
GLE1,Gle1,0.98100775
CCR9,Ccr9,0.9810074
NAPEPLD,Napepld,0.9810029
PIK3R6,Pik3r6,0.98098105
BZW1,Bzw1,0.98097974
MOXD1,Moxd1,0.98097754
GTF3C2,Gm29609,0.9809745
ARHGAP28,Arhgap28,0.98096603
POGLUT1,Poglut1,0.9809656
RHBDL3,Rhbdl3,0.98096323
RAC2,Rac3,0.98096085
SAP30BP,Sap30bp,0.98095965
MTFMT,Mtfmt,0.9809576
SGK2,Sgk2,0.980956
IFT57,Ift57,0.9809558
CTSZ,Ctsz,0.9809509
C9orf152,D630039A03Rik,0.98094803
TRAF3IP2,Traf3ip2,0.9809458
CFAP70,Cfap70,0.98094106
STYK1,Styk1,0.9809406
PFKM,Pfkm,0.9809183
E4F1,E4f1,0.9809153
CTCF,Ctcf,0.9809114
IL18RAP,Il18rap,0.9809062
TAAR1,Taar1,0.98090506
RBCK1,Rbck1,0.98090255
SLC6A1,Slc6a1,0.9808864
SPMIP1,Atp6v1fnb,0.9808801
CRYGC,Crygc,0.98087865
TIMM29,Timm29,0.9808772
PRR35,A930017K11Rik,0.9808762
PGAP6,Pgap6,0.98087394
GSTCD,Gstcd,0.9808737
APEX1,Apex1,0.9808635
ROPN1L,Ropn1l,0.9808631
CRYM,Crym,0.98086184
ROPN1B,Ropn1,0.98086154
C3orf38,4930453N24Rik,0.9808493
FDXR,Fdxr,0.98084736
VAV2,Vav2,0.9808407
OLFM2,Olfm2,0.9808359
RNASET2,Gm49673,0.98082703
YLPM1,Ylpm1,0.9808247
MESP1,Mesp1,0.9808236
NLGN2,Nlgn2,0.9808187
PLA2G4F,Pla2g4f,0.9808153
LRRC55,Lrrc55,0.98080987
SPATA4,Spata4,0.98080677
OR1B1,Olfr362,0.9808038
SLC44A5,Slc44a5,0.98080343
CCR1,Ccr1,0.98079544
CORIN,Corin,0.9807803
NAXE,Naxe,0.9807786
SGTB,Sgtb,0.9807721
ACVR1C,Acvr1c,0.9807667
MCMBP,Mcmbp,0.9807645
PATL2,Patl2,0.98075557
YIPF2,Yipf2,0.98075515
NOS1,Nos1,0.9807448
HOXA5,Hoxa5,0.98072135
GDF5,Gdf5,0.9807176
PTK6,Ptk6,0.9807165
LRCH4,Gm20605,0.98070407
RPL4,Rpl4,0.9807013
SPPL2C,Sppl2c,0.9806794
SAMD4A,Samd4,0.9806747
LTBP1,Ltbp1,0.98067266
GAS6,Gas6,0.9806637
RPN2,Rpn2,0.9806456
SLC25A52,Slc25a51,0.9806298
IL1RAP,Il1rap,0.98062974
MIF,Mif,0.98062474
TRIL,Tril,0.9806205
ARHGEF10L,Arhgef10l,0.98061836
PARP12,Parp12,0.98061305
RBL2,Rbl2,0.98060685
UFL1,Ufl1,0.98060375
SLC52A2,Slc52a2,0.9805998
OR5T1,Olfr141,0.98059523
ATG2A,Atg2a,0.98058975
CTSB,Ctsb,0.98058915
RCC1,Rcc1,0.98058605
HEYL,Heyl,0.9805792
ZFAND5,Zfand5,0.980573
TEX52,Tex52,0.9805705
PDE1B,Pde1b,0.9805669
AP1S3,Ap1s3,0.9805643
DDR2,Ddr2,0.9805535
POLDIP2,Poldip2,0.98053783
RGS19,Rgs19,0.9805353
ELOVL2,Elovl2,0.980527
MRPS30,Mrps30,0.9805196
CGNL1,Cgnl1,0.98050934
TBPL2,Tbpl2,0.9805046
TCERG1L,Tcerg1l,0.98050106
AADACL2,Aadacl2,0.98049796
KLHL25,Klhl25,0.9804914
UTP18,Utp18,0.98048705
FOXJ2,Foxj2,0.9804786
LRRCC1,Lrrcc1,0.9804766
CALM3,Calm1,0.9804764
PACRG,Pacrg,0.980476
MAPK1,Mapk3,0.98047507
SERPINB12,Serpinb12,0.98047316
DKK4,Dkk4,0.9804654
SKAP2,Skap2,0.980465
TAL1,Tal1,0.98045486
FSD2,Fsd2,0.9804532
TAS2R13,Tas2r121,0.9804504
FAM180A,Fam180a,0.9804424
SERGEF,Sergef,0.9804377
ROM1,Rom1,0.98043317
NOSTRIN,Nostrin,0.98042303
SLC17A6,Slc17a7,0.9804108
ASF1A,Asf1b,0.98040044
FAM124B,Fam124b,0.98039794
SLC38A11,Slc38a11,0.98039645
INTS12,Ints12,0.980387
ZDHHC9,Zdhhc9,0.98037857
ZNF879,Zfp354c,0.98037624
COQ6,Coq6,0.9803753
ARID4A,Arid4a,0.98037463
NODAL,Nodal,0.9803731
NKX6-3,Nkx6-3,0.9803673
SLC1A3,Slc1a3,0.98036486
FAM217B,Fam217b,0.98036015
TMEM207,Tmem207,0.98035926
ANKRD28,Ankrd28,0.9803531
TBL1XR1,Tbl1x,0.98034954
TMEM67,Tmem67,0.9803469
PPM1N,Ppm1n,0.9803462
LGALS8,Lgals8,0.9803435
DCTPP1,Dctpp1,0.9803396
SLC14A1,Slc14a1,0.9803372
MID1,Mid2,0.9803342
CXCR4,Cxcr4,0.98031455
GGA1,Gga1,0.98031354
FOS,Fos,0.9803111
ECM2,Ecm2,0.9803092
TRPV1,Trpv1,0.9803049
AK8,Ak8,0.98030007
MOS,Mos,0.98029965
ING4,Ing4,0.9802995
FMR1,Fmr1,0.9802985
RRM2,Rrm2,0.98028994
MAOB,Maoa,0.98027796
ASXL1,Asxl1,0.98027486
CCR3,Ccr3,0.9802731
ATP6V1D,Atp6v1d,0.9802684
KLC2,Klc2,0.9802649
NASP,Nasp,0.9802534
INO80C,Ino80c,0.980245
PRPF18,Prpf18,0.9802432
CCDC148,Ccdc148,0.9802426
BRMS1L,Brms1l,0.9802258
CYB561A3,Cyb561a3,0.98020965
BAG4,Bag4,0.9801959
TEX10,Tex10,0.9801906
FGF2,Fgf2,0.98018575
MTMR7,Mtmr7,0.98018223
JADE1,Jade1,0.9801794
NCF1,Ncf1,0.98017037
DPH6,Dph6,0.9801644
RAB11A,Rab11b,0.9801641
FGD6,Fgd6,0.9801589
PSMA7,Psma7,0.98015666
GTF2F1,Gtf2f1,0.98014057
BTK,Btk,0.9801323
APOF,Apof,0.98012716
DNAH2,Dnah2,0.9801238
DOP1B,Dop1b,0.98011136
FSTL1,Fstl1,0.9801046
PRLH,Prlh,0.9801035
SLC25A47,Slc25a47,0.9800963
SPATA25,Spata25,0.9800959
MOAP1,Moap1,0.9800929
DFFA,Dffa,0.98008996
SH3YL1,Sh3yl1,0.9800804
BOC,Boc,0.98007506
FARP2,Farp2,0.98006594
STAP1,Stap1,0.98005915
PHLPP2,Phlpp2,0.98005515
CBX3,Cbx3,0.98004603
TARDBP,Tardbp,0.9800453
CLSTN1,Clstn1,0.9800368
RPL18,Rpl18,0.98003453
CDKL2,Cdkl2,0.98002875
ESYT1,Esyt1,0.9800237
HSP90B1,Hsp90b1,0.9800197
ACSF2,Acsf2,0.980019
RADX,Radx,0.98001707
ATP4B,Atp4b,0.9800099
OR3A3,Olfr399,0.9800069
ZXDC,Zxdc,0.9800037
SYT7,Syt7,0.979996
LRRC52,Lrrc52,0.9799901
SLC9A3,Slc9a3,0.9799885
HYAL4,Hyal4,0.97997856
PRSS54,Prss54,0.97997344
NUTM1,Nutm1,0.9799708
PIPOX,Pipox,0.9799686
TXNL1,Txnl1,0.9799626
ACAD11,Acad11,0.9799531
TBCC,Tbcc,0.97994405
TRMT12,Trmt12,0.97992224
TTR,Ttr,0.97988474
DDB1,Ddb1,0.9798816
OR52E4,Olfr677,0.97987026
ASCL3,Ascl3,0.97986615
MFSD1,Mfsd1,0.9798633
SRSF6,Srsf6,0.9798616
MYSM1,Mysm1,0.97986066
SNX6,Snx6,0.9798546
MYOC,Myoc,0.97984195
CIMAP1C,Odf3l1,0.9798398
LSAMP,Lsamp,0.9798232
IL2RB,Il2rb,0.97982144
TFE3,Tfe3,0.9798175
ARHGAP19,Arhgap19,0.9798167
TRAF3IP1,Traf3ip1,0.9798164
ABCA7,Abca7,0.97981155
ADM2,Adm2,0.9798002
ASTN1,Astn1,0.979795
DUOXA2,Duoxa2,0.9797827
ANKIB1,Ankib1,0.97978204
RSKR,Rskr,0.97977746
AIFM2,Aifm2,0.97977436
EED,Eed,0.9797692
ZC3H8,Zc3h8,0.9797685
AMBN,Ambn,0.97976726
BNIP2,Bnip2,0.9797526
RIPOR2,Ripor2,0.97974837
CWH43,Cwh43,0.97974753
PER1,Per1,0.97974384
TSPEAR,Tspear,0.97973555
BPIFA1,Bpifa1,0.9797353
CWC15,Cwc15,0.9797346
TAGLN2,Tagln2,0.9797234
VDAC2,Vdac2,0.9797186
SAMD13,Samd13,0.9797093
SLC5A9,Slc5a9,0.9797073
THOP1,Thop1,0.979706
AGXT,Agxt,0.9796998
CHN2,Chn2,0.9796945
BSCL2,Bscl2,0.9796773
MARVELD2,Marveld2,0.9796649
PGS1,Pgs1,0.9796622
PYCR1,Pycr2,0.979657
SIK1,Sik1,0.9796555
ZC2HC1C,Zc2hc1c,0.9796529
GHITM,Ghitm,0.97965175
TP53RK,Trp53rka,0.97965133
SGMS1,Sgms1,0.979642
AUTS2,Auts2,0.9796336
TMEM74,Tmem74,0.97963136
LGALS12,Lgals12,0.9796233
TMED6,Tmed6,0.9796183
SHISAL2B,Shisal2b,0.97961307
DYNC2I2,Dync2i2,0.9796127
LCE5A,Lce1k,0.9796029
VAMP1,Vamp1,0.97958905
HAUS2,Haus2,0.9795805
SPRED2,Spred2,0.97957873
FBP2,Fbp2,0.97957635
KRTAP4-12,Gm11563,0.97957146
PHF10,Phf10,0.97956496
FMO5,Fmo5,0.9795633
GNRHR,Gnrhr,0.9795616
GDF3,Gdf3,0.9795613
VSIG8,Vsig8,0.9795605
HIGD1A,Higd1a,0.97955656
CDH1,Cdh1,0.97955513
CER1,Cer1,0.97955513
TGM3,Tgm3,0.97955346
TMF1,Tmf1,0.9795524
EARS2,Ears2,0.9795466
INO80D,Ino80d,0.9795464
DCTD,Dctd,0.97954214
OLFM3,Olfm3,0.9795412
SYTL4,Sytl4,0.9795398
WASHC5,Washc5,0.9795382
TMEM210,Tmem210,0.9795377
ECE2,Ece2,0.9795354
ZKSCAN4,Zkscan4,0.97953355
CYP26A1,Cyp26a1,0.97952837
ATRN,Atrnl1,0.9795278
NSD2,Nsd2,0.9795244
SPOCK2,Spock2,0.9795232
SGPP2,Sgpp2,0.9795157
PRR9,Prr9,0.9795044
HDAC2,Hdac2,0.97949773
DNAAF10,Wdr92,0.97949445
CSTPP1,1110051M20Rik,0.9794783
SLC6A15,Slc6a15,0.9794749
SSC5D,Ssc5d,0.97947425
EPHX2,Ephx2,0.9794735
ICAM5,Icam5,0.9794734
SRSF5,Srsf5,0.9794721
PPP1R15B,Ppp1r15b,0.9794674
LRIT1,Lrit1,0.97945726
DRAP1,Drap1,0.97945344
CFAP65,Cfap65,0.9794389
PTX3,Ptx3,0.97943807
ETNPPL,Etnppl,0.97942895
NDUFB3,Ndufb3,0.9794259
SLC44A2,Slc44a2,0.9794197
KDF1,Kdf1,0.979414
GDA,Gda,0.97941047
MPDZ,Mpdz,0.97940844
EDN3,Edn3,0.97940665
VWA8,Vwa8,0.9794026
ADAT2,Adat2,0.9793973
CIROP,Gm29776,0.9793948
RIC8B,Ric8b,0.9793891
SAXO4,Ppp1r32,0.9793804
FAM174A,Fam174a,0.97937965
SELENOT,Selenot,0.9793713
PICK1,Pick1,0.9793644
ACBD5,Acbd5,0.97936374
ZNF653,Zfp653,0.979359
PRMT1,Prmt1,0.97935677
GRM3,Grm3,0.97935283
NOX3,Nox3,0.97934943
CXCR1,Cxcr2,0.9793474
SLC29A2,Slc29a2,0.97933775
ATG13,Atg13,0.97933364
KRT85,Gm49425,0.97932434
GPR33,Gpr33,0.97930956
G3BP2,G3bp1,0.97928464
ADSS1,Adssl1,0.9792814
COX4I2,Cox4i2,0.9792779
FSTL5,Fstl5,0.9792734
UACA,Uaca,0.97927177
ROGDI,Rogdi,0.9792664
HNRNPUL1,Hnrnpul1,0.9792562
ADO,Ado,0.97925144
SLC25A34,Slc25a34,0.97924846
WRN,Wrn,0.97923374
LIPA,Lipa,0.97923094
MYL3,Myl3,0.979212
LMNA,Lmna,0.9792113
KNL1,Knl1,0.9792105
PTGS2,Ptgs1,0.9792031
STAB2,Stab2,0.97919905
PPP3CA,Ppp3ca,0.9791986
FBXL22,Fbxl22,0.97918516
DHFR,Dhfr,0.97918475
BMP3,Bmp3,0.97917557
SERPINE1,Serpine1,0.9791688
TGFBI,Tgfbi,0.9791629
ARG1,Arg1,0.97915834
COL26A1,Col26a1,0.9791458
WDR64,Wdr64,0.97914326
CLRN3,Clrn3,0.9791282
ZNF496,Zkscan17,0.9791251
UBE4B,Ube4b,0.9791139
IRF5,Irf5,0.97910815
RD3L,Rd3l,0.97909737
SH3BGRL,Sh3bgrl,0.9790923
HOGA1,Hoga1,0.97908825
SGCG,Sgcg,0.979085
PKIG,Pkig,0.9790799
ENOX1,Enox1,0.9790758
ESRP2,Esrp2,0.97907037
PLCL2,Plcl2,0.97906363
TMEM266,Tmem266,0.9790557
NRP1,Nrp1,0.97905135
ZNF521,Zfp521,0.9790465
POLR1F,Polr1f,0.97904277
UCMA,Ucma,0.9790418
TMED4,Tmed4,0.97903925
MPRIP,Mprip,0.9790344
KRI1,Kri1,0.97903323
GAMT,Gamt,0.9790329
NFX1,Nfx1,0.979032
OR1J1,Olfr3,0.9790245
MYMK,Mymk,0.97902304
PTGER3,Ptger3,0.9790215
SERINC3,Serinc3,0.9790158
KRBA1,Krba1,0.9790134
ZBTB44,Zbtb44,0.9790114
SLC16A4,Slc16a4,0.9790091
OTOL1,Otol1,0.979005
RSBN1,Rsbn1,0.97899956
GSDME,Gsdme,0.9789979
MRPS26,Mrps26,0.97899634
USP19,Usp19,0.97899616
TAF4,Taf4,0.9789896
DLK1,Dlk1,0.97898066
NDST4,Ndst4,0.9789695
AXIN1,Axin1,0.97896093
UGT2A1,Gm43638,0.97896075
FPR2,Fpr1,0.9789584
ND5,mt-Nd5,0.97895265
PTCH1,Ptch1,0.9789492
TBC1D9,Tbc1d9b,0.97894543
NUP85,Nup85,0.9789371
PRMT9,Prmt9,0.97893655
LMO7,Lmo7,0.97892785
POLR3GL,Polr3gl,0.9789235
CTSS,Ctss,0.9789203
TPT1,Tpt1,0.97891825
ACSS3,Acss3,0.9789147
TRIM17,Trim17,0.9789131
SSBP1,Ssbp1,0.9789088
SYDE2,Syde2,0.9789075
CACNA1E,Cacna1e,0.9789026
CYP2J2,Cyp2j6,0.97890186
SH3GL2,Sh3gl2,0.9789018
ASCC1,Ascc1,0.97888714
PLCD4,Plcd4,0.97888666
PTCH2,Eif2b3,0.97888595
CD9,Cd9,0.9788857
RCAN2,Rcan2,0.978876
INO80,Ino80,0.97885865
ANKRD1,Ankrd1,0.97885513
SESTD1,Sestd1,0.97884774
CD5L,Cd5l,0.9788474
MLXIP,Mlxip,0.97883046
VSIG1,Vsig1,0.9788303
RABGAP1,Rabgap1,0.9788262
CCDC190,Ccdc190,0.9788226
PP2D1,Pp2d1,0.97880566
TTYH2,Ttyh2,0.9788045
C18orf63,Gm17266,0.9787961
C5orf34,4833420G17Rik,0.9787957
FKBP15,Fkbp15,0.97877765
PLCD3,Plcd3,0.9787654
TACO1,Taco1,0.9787452
FCER1G,Fcer1g,0.97874105
LRRTM2,Lrrtm2,0.97873545
MLX,Mlx,0.9787242
SLC6A4,Slc6a2,0.9786935
C1QTNF5,C1qtnf5,0.9786895
GSE1,Gse1,0.97868913
TMEM170A,Tmem170,0.9786837
GNAO1,Gnai1,0.9786833
CIB2,Cib2,0.9786731
CA12,Car12,0.97866493
SLFN5,Slfn14,0.9786606
TRPV2,Trpv2,0.9786576
MAP6D1,Map6d1,0.9786439
LIPI,Lipi,0.9786316
OR51B5,Olfr66,0.9786206
KIF19,Kif19a,0.9786095
MFSD6,Mfsd6,0.97860926
MMEL1,Mmel1,0.97860193
NRG1,Nrg1,0.9786016
IGF1,Igf1,0.9785989
SOX18,Sox18,0.97859275
POLR1H,Polr1h,0.9785913
PSMD3,Psmd3,0.9785855
SLC13A1,Slc13a1,0.97858506
KLHL14,Klhl14,0.9785824
WAS,Was,0.9785745
HEATR3,Heatr3,0.97857225
CABP4,Cabp4,0.97857076
ENKUR,Enkur,0.9785677
CSRP2,Csrp2,0.9785653
ASL,Asl,0.9785633
SCEL,Scel,0.97855365
FGF11,Fgf11,0.9785466
RUFY1,Rufy1,0.978545
HIPK4,Hipk4,0.9785417
SPATA21,Spata21,0.97853667
MBTD1,Mbtd1,0.9785359
EDC4,Edc4,0.97853
LDHD,Ldhd,0.97852594
OR4E2,Olfr1509,0.97852224
RND2,Rnd2,0.9785218
ZNF385A,Zfp385a,0.97851455
BZW2,Bzw2,0.97850764
OR13C9,Olfr271-ps1,0.9784977
MAGED1,Maged1,0.978488
FMO2,Fmo2,0.97846097
COG6,Cog6,0.9784499
OR6C4,Olfr820,0.97844744
APEH,Apeh,0.97843903
DNAJC5,Dnajc5,0.9784207
SERPINA12,Serpina12,0.97841215
RXFP2,Rxfp2,0.9784099
ETAA1,Etaa1,0.97840947
CCT3,Cct3,0.97840005
HCFC1,Hcfc1,0.97839427
AOC1,Aoc1,0.97838795
TIFA,Tifa,0.97838205
PTER,Pter,0.97837514
KPRP,Kprp,0.9783628
CRTAM,Crtam,0.97836107
NXN,Nxn,0.97836053
JMY,Jmy,0.9783565
XXYLT1,Xxylt1,0.9783561
ADAM15,Adam15,0.978356
GSS,Gss,0.9783551
GSTO2,Gsto2,0.9783471
PQBP1,Pqbp1,0.97834677
ADPRM,Adprm,0.9783447
RNF186,Rnf186,0.978344
PIK3CG,Pik3cg,0.97832835
NDUFA1,Ndufa1,0.97832596
OR6K6,Olfr231,0.97832525
NIPSNAP2,Nipsnap2,0.97831017
CBFA2T2,Cbfa2t2,0.97830886
RAB3A,Rab3a,0.97830874
FGF21,Fgf21,0.97830236
EMC3,Emc3,0.978297
HPGDS,Hpgds,0.97829604
DTX3L,Dtx3l,0.978296
TAS2R10,Tas2r105,0.978296
TNFSF14,Tnfsf14,0.9782923
LRCH1,Lrch1,0.97829217
SERBP1,Serbp1,0.978279
CHGB,Chgb,0.97827786
CYB5R3,Cyb5r3,0.97826976
GKN2,Gkn2,0.9782635
AGXT2,Agxt2,0.9782475
SHANK2,Shank2,0.9782268
CRIP3,Crip3,0.97822213
FRZB,Frzb,0.97822136
ZRANB3,Zranb3,0.97821677
C14orf132,D430019H16Rik,0.9782129
B3GAT1,B3gat1,0.97821236
ELAC1,Elac1,0.9781975
PCDH7,Pcdh7,0.978195
TMEM147,Tmem147,0.9781911
SHC4,Shc4,0.9781885
SIPA1L1,Sipa1l1,0.97818774
RERGL,Rergl,0.9781868
ZNF224,Zfp111,0.97818583
SDR42E2,Gm5737,0.9781848
TAS2R39,Tas2r139,0.97818434
RETREG3,Retreg3,0.9781837
OR51F1,Olfr566,0.9781808
RAB11FIP1,Rab11fip1,0.9781735
CWC22,Gm13691,0.97817117
LPXN,Lpxn,0.9781639
OR2D3,Olfr1532-ps1,0.9781591
MFN1,Mfn1,0.97815895
ATG4C,Atg4c,0.9781575
GIPC2,Gipc2,0.97815675
DISP1,Disp1,0.9781567
GRN,Grn,0.97815514
IKBKG,Ikbkg,0.97815514
WNT8A,Wnt8a,0.97814685
NDUFB9,Ndufb9,0.97813964
FRK,Frk,0.9781204
SALL4,Sall4,0.9781195
MEIG1,Meig1,0.9781086
GPR37,Gpr37,0.9781044
IMPDH1,Impdh1,0.97809446
SLC39A13,Slc39a13,0.9780832
ZDHHC15,Zdhhc15,0.9780826
CTNND2,Ctnnd2,0.9780767
SLC10A3,Slc10a3,0.9780764
C1QA,C1qa,0.9780745
MFNG,Mfng,0.97805405
ART4,Art4,0.97805357
TMEM70,Tmem70,0.97804916
SPMIP6,1110017D15Rik,0.97804725
RCHY1,Rchy1,0.97803956
SEMA4B,Sema4b,0.9780391
ANXA11,Anxa11,0.9780368
GALNT3,Galnt3,0.9780338
KLC3,Klc3,0.9780234
EIF2AK2,Eif2ak2,0.9780182
OR2I1P,Olfr94,0.97801375
RAD23A,Rad23a,0.97800344
KRR1,Krr1,0.97799987
EFNB1,Efnb1,0.9779957
MAP3K5,Map3k15,0.977992
PLAAT5,Plaat5,0.9779905
ADIPOR2,Adipor1,0.97798467
LZTR1,Lztr1,0.97797334
B3GLCT,B3glct,0.977973
PSMD6,Psmd6,0.97796893
ZDHHC13,Zdhhc13,0.97796637
BTBD3,Btbd3,0.977966
ZC3H15,Zc3h15,0.9779637
ABCA5,Abca5,0.97795904
CYRIB,Cyrib,0.9779563
FDFT1,Fdft1,0.9779556
MYOCD,Myocd,0.9779506
COIL,Coil,0.9779497
MARCHF7,Marchf7,0.9779459
