rhesus_macaques gene name,commonmarmosets gene name,correlation
STK11,STK11,0.99739444
TMEM33,TMEM33,0.9973944
MACC1,MACC1,0.9973937
GPRIN1,GPRIN1,0.99739337
NAA35,NAA35,0.9973918
SMAD4,SMAD4,0.99739146
DPP6,DPP6,0.9973908
HTR7,HTR7,0.9973893
PAK2,PAK2,0.9973879
ITIH6,ITIH6,0.99738663
TMEM150C,TMEM150C,0.99738634
ARHGEF3,ARHGEF3,0.99738383
KCNK6,KCNK6,0.99738336
TAOK2,TAOK2,0.99738234
METTL9,METTL9,0.99738216
SH3PXD2A,SH3PXD2A,0.99738145
RFXAP,RFXAP,0.99738026
FNIP2,FNIP2,0.9973782
FHL5,FHL5,0.9973778
PARG,PARG,0.9973765
GRM5,GRM5,0.9973758
SYNCRIP,SYNCRIP,0.9973739
GPM6A,GPM6A,0.9973722
HEATR3,HEATR3,0.9973716
NET1,NET1,0.9973716
CLCN5,CLCN5,0.99737126
TFAP2E,TFAP2E,0.9973701
CDC7,CDC7,0.99737
NOTCH3,NOTCH3,0.9973698
UPK1B,UPK1B,0.997367
AHR,AHR,0.99736655
BTG2,BTG2,0.9973661
SGIP1,SGIP1,0.99736494
GPR17,GPR17,0.99736303
MPHOSPH9,MPHOSPH9,0.99736226
SLC24A2,SLC24A2,0.99736196
KIAA1549,KIAA1549,0.9973614
CCDC106,CCDC106,0.9973608
DEPDC1B,DEPDC1B,0.9973598
ANOS1,ANOS1,0.99735963
EXOC1L,EXOC1L,0.99735874
FOXP4,FOXP4,0.997358
ZRANB2,ZRANB2,0.99735785
ATP1A2,ATP1A2,0.9973576
QRFPR,QRFPR,0.9973573
B3GALT9,B3GALT9,0.9973566
P2RY6,P2RY6,0.9973559
TFAP2B,TFAP2B,0.9973556
CDH16,CDH16,0.99735534
RXRA,RXRA,0.9973546
MBTPS1,MBTPS1,0.99735445
TJP2,TJP2,0.99735403
AXL,AXL,0.9973538
RPL10L,RPL10L,0.9973537
KCNAB1,KCNAB1,0.99735314
TPCN1,TPCN1,0.997353
LIMK1,LIMK1,0.9973521
QKI,QKI,0.99735194
MAP7,MAP7,0.9973513
CEP104,CEP104,0.99734825
SORCS2,SORCS2,0.9973477
SMIM32,SMIM32,0.99734735
ULK1,ULK1,0.9973463
SLC25A2,SLC25A2,0.99734604
TRAF3IP2,TRAF3IP2,0.99734515
TRIM63,TRIM63,0.9973446
RNF43,RNF43,0.99734384
RAB40AL,RAB40AL,0.99734366
GEMIN5,GEMIN5,0.9973436
DAB1,DAB1,0.99734116
TTYH3,TTYH3,0.99733794
PCARE,PCARE,0.99733615
LZTFL1,LZTFL1,0.9973346
MTCH2,MTCH2,0.9973344
ATE1,ATE1,0.99733377
UBA6,UBA6,0.9973333
VANGL1,VANGL1,0.9973303
BCL9,BCL9,0.9973283
DCLK2,DCLK2,0.9973281
OTUD4,OTUD4,0.997328
BCL6,BCL6,0.99732745
FCHO2,FCHO2,0.99732554
MAN1A2,MAN1A2,0.99732333
MIER3,MIER3,0.9973208
CFAP96,CFAP96,0.9973201
MORF4L1,MORF4L1,0.9973199
PLEKHM1,PLEKHM1,0.9973186
QPRT,QPRT,0.9973178
SEC62,SEC62,0.99731725
HAUS5,HAUS5,0.9973148
WIPI2,WIPI2,0.99731404
PLA2G4E,PLA2G4E,0.9973138
TAOK3,TAOK3,0.9973138
TNFAIP6,TNFAIP6,0.99731314
DRD1,DRD1,0.9973131
SETX,SETX,0.99731237
NAPG,NAPG,0.99731165
BPNT2,IMPAD1,0.9973116
TRPS1,TRPS1,0.9973103
KLK9,KLK9,0.9973102
PKD2L1,PKD2L1,0.9973101
GART,GART,0.99730974
GNE,GNE,0.9973095
ABHD15,ABHD15,0.9973088
UBASH3B,UBASH3B,0.9973053
MED13L,MED13L,0.9973041
RASGEF1A,RASGEF1A,0.997303
COG3,COG3,0.9973016
EEPD1,EEPD1,0.99729896
TBCCD1,TBCCD1,0.9972987
C13H2orf68,C2orf68,0.99729806
LIFR,LIFR,0.9972975
FAM149B1,FAM149B1,0.99729645
CD101,CD101,0.99729514
ZSWIM5,ZSWIM5,0.99729484
CD2AP,CD2AP,0.9972942
SCGN,SCGN,0.99729407
ZNF260,ZNF260,0.9972933
MRFAP1,MRFAP1,0.9972905
PHKG2,PHKG2,0.9972885
SLC27A1,SLC27A1,0.9972883
USP19,USP19,0.99728733
ANGPTL3,ANGPTL3,0.99728715
JMY,JMY,0.99728626
POLDIP2,POLDIP2,0.9972855
ADGRG2,ADGRG2,0.99728495
ACTR5,ACTR5,0.9972847
SPEN,SPEN,0.9972812
CRTAP,CRTAP,0.99727845
SPAG5,SPAG5,0.99727803
CLCN3,CLCN3,0.99727714
UTS2R,UTS2R,0.9972765
CACNA2D3,CACNA2D3,0.9972763
GALNT6,GALNT6,0.9972759
SSTR3,SSTR3,0.9972758
ARAP2,ARAP2,0.99727553
GTF2IRD1,GTF2IRD1,0.99727374
TMEM102,TMEM102,0.9972733
GPATCH2,GPATCH2,0.99727327
PLEK2,PLEK2,0.99727297
SLC18A3,SLC18A3,0.9972721
GGPS1,GGPS1,0.99727046
SLC12A4,SLC12A4,0.9972686
BACH1,BACH1,0.99726766
CLTC,CLTC,0.9972654
SLC2A13,SLC2A13,0.99726427
MTSS2,MTSS2,0.99726343
ZNF512,ZNF512,0.9972633
SPINDOC,SPINDOC,0.99726206
CETN3,CETN3,0.9972616
MTTP,MTTP,0.99726087
CDC42BPG,CDC42BPG,0.9972585
ARHGEF37,ARHGEF37,0.9972578
SLC4A11,SLC4A11,0.99725616
SNAPC4,SNAPC4,0.99725586
IMMT,IMMT,0.9972548
ZNF546,ZNF546,0.9972544
PYGL,PYGL,0.9972543
PGAM2,PGAM2,0.99725163
PIK3R3,PIK3R3,0.99725074
NDC80,NDC80,0.9972505
TMPRSS11F,TMPRSS11F,0.99725014
ITGA3,ITGA3,0.99724823
LRRK2,LRRK2,0.99724704
C5H4orf17,C4orf17,0.9972469
KCNJ6,KCNJ6,0.9972449
PCSK2,PCSK2,0.9972433
PBX3,PBX3,0.99724233
ATOSA,ATOSA,0.9972419
KLHL38,KLHL38,0.99724185
PGK1,PGK1,0.9972416
ZW10,ZW10,0.99724126
SPIRE2,SPIRE2,0.99724084
BCL3,BCL3,0.99724007
ZEB2,ZEB2,0.9972391
MYO1C,MYO1C,0.99723893
SLC26A1,SLC26A1,0.99723893
THAP5,THAP5,0.99723876
TLR1,TLR1,0.99723744
ANGPTL1,ANGPTL1,0.99723697
FOXS1,FOXS1,0.9972357
FAM187A,FAM187A,0.99723566
TUBB2B,TUBB2B,0.99723434
MCM3AP,MCM3AP,0.9972343
ZNF571,ZNF571,0.9972329
ARHGEF28,ARHGEF28,0.99723274
RALGAPA2,RALGAPA2,0.9972302
PCDHB4,PCDHB4,0.99723005
MSH4,MSH4,0.9972295
SMYD2,SMYD2,0.99722856
WDR48,WDR48,0.99722856
INCENP,INCENP,0.9972282
STAT6,STAT6,0.99722564
CHPF2,CHPF2,0.9972253
SLC48A1,SLC48A1,0.99722505
MEA1,MEA1,0.99722344
CP,CP,0.9972228
ELAPOR2,ELAPOR2,0.99722266
BLOC1S3,BLOC1S3,0.99722165
STAG3,STAG3,0.9972211
FGF18,FGF18,0.997221
P3H2,P3H2,0.99721974
MGAT5B,MGAT5B,0.9972195
BYSL,BYSL,0.9972191
GABRD,GABRD,0.9972178
RGS7,RGS7,0.9972169
AFF1,AFF1,0.9972168
DOCK8,DOCK8,0.99721587
OR6B1,OR6B1,0.9972116
PINK1,PINK1,0.9972097
OSTM1,OSTM1,0.9972094
PDZRN4,PDZRN4,0.9972087
CERK,CERK,0.997207
HECTD2,HECTD2,0.9972059
BUB1,BUB1,0.9972046
SCAP,SCAP,0.9972045
ITGAV,ITGAV,0.9972036
SCFD1,SCFD1,0.997203
TRNP1,TRNP1,0.99720246
MPHOSPH8,MPHOSPH8,0.99720126
MMRN1,MMRN1,0.99720085
SMC4,SMC4,0.9972
TRMT11,TRMT11,0.9971989
HYAL4,HYAL4,0.9971976
HAL,HAL,0.9971965
TBC1D15,TBC1D15,0.99719524
ZPR1,ZPR1,0.9971943
RBM15,RBM15,0.9971941
MYO7B,MYO7B,0.99719185
PAGR1,PAGR1,0.99718875
SUSD2,SUSD2,0.997188
SMG9,SMG9,0.9971867
STK35,STK35,0.9971867
MYB,MYB,0.9971862
MAN1A1,MAN1A1,0.99718547
NIPAL1,NIPAL1,0.99718225
ARHGEF10L,ARHGEF10L,0.99718124
CIDEB,CIDEB,0.9971782
ABCA13,ABCA13,0.99717736
LRIT1,LRIT1,0.9971773
RETREG2,RETREG2,0.99717695
MARK3,MARK3,0.99717677
CHRDL1,CHRDL1,0.9971766
CXCR5,CXCR5,0.9971758
NOD2,NOD2,0.9971742
LRSAM1,LRSAM1,0.9971734
ASIC5,ASIC5,0.9971731
PRKAR2B,PRKAR2B,0.99717057
AGTR1,AGTR1,0.99717003
ZNF502,ZNF502,0.9971693
WDR73,WDR73,0.99716794
PPEF2,PPEF2,0.9971676
DPAGT1,DPAGT1,0.99716663
NEURL2,NEURL2,0.9971654
MYH1,MYH8,0.9971644
PPIL4,PPIL4,0.99716395
NR3C1,NR3C1,0.99716383
ADAMTS8,ADAMTS8,0.9971636
B3GNT2,B3GNT2,0.9971631
SLC7A3,SLC7A3,0.9971613
FYCO1,FYCO1,0.9971595
NCAN,NCAN,0.99715835
OAZ1,OAZ1,0.9971577
RCC1,RCC1,0.99715656
CTU1,CTU1,0.9971565
URB2,URB2,0.99715525
ZNF182,ZNF182,0.9971544
PLOD2,PLOD2,0.997154
CCDC175,CCDC175,0.99715394
SLC10A4,SLC10A4,0.99715304
ETFRF1,ETFRF1,0.99715227
TLE4,TLE4,0.99715143
ZNF354B,ZNF354B,0.9971512
MLH3,MLH3,0.99715
PLAA,PLAA,0.9971482
CEP152,CEP152,0.99714684
FAM83C,FAM83C,0.9971461
COPG2,COPG2,0.99714446
AMIGO1,AMIGO1,0.9971444
ALAS2,ALAS2,0.9971407
ZNF239,ZNF239,0.99714035
PLCG1,PLCG1,0.9971399
TCF12,TCF12,0.9971393
SLC16A14,SLC16A14,0.997139
MGAM,MGAM,0.9971389
VSNL1,VSNL1,0.9971377
CUBN,CUBN,0.9971376
DOK4,DOK4,0.9971373
POGLUT2,POGLUT2,0.9971367
PTPDC1,PTPDC1,0.99713653
SENP2,SENP2,0.9971356
ARHGAP29,ARHGAP29,0.99713546
HAT1,HAT1,0.9971348
ZNF256,ZNF256,0.9971347
VSTM5,VSTM5,0.9971346
ZNF385B,ZNF385B,0.9971338
PITPNB,PITPNB,0.99713254
GPR107,GPR107,0.9971315
GJB3,GJB3,0.9971314
PGM3,PGM3,0.9971309
PTPRN,PTPRN,0.9971304
EIF2B4,EIF2B4,0.99712825
MCUB,MCUB,0.99712783
CNKSR3,CNKSR3,0.99712753
GLOD4,GLOD4,0.99712753
ZNF549,ZNF549,0.9971267
BCO1,BCO1,0.9971261
PAWR,PAWR,0.99712366
SLC39A7,SLC39A7,0.9971236
MYSM1,MYSM1,0.9971225
ACSL3,ACSL3,0.99712235
ZNF566,ZNF566,0.9971214
CERS1,CERS1,0.99711984
RBM19,RBM19,0.99711967
SYCE3,SYCE3,0.99711853
PRDM14,PRDM14,0.9971185
CDKN1B,CDKN1B,0.9971174
NAP1L4,NAP1L4,0.997116
OR5D14,OR5D14,0.99711525
ZBTB10,ZBTB10,0.9971152
FAM89A,FAM89A,0.9971151
CARD10,CARD10,0.9971147
OGT,OGT,0.99711406
DESI1,DESI1,0.99711376
SMARCC1,SMARCC1,0.9971132
TMEM74,TMEM74,0.9971129
MPP7,MPP7,0.9971112
SLC38A5,SLC38A5,0.9971109
VIT,VIT,0.99711025
ARFIP1,ARFIP1,0.997109
INTS9,INTS9,0.99710774
SPDEF,SPDEF,0.99710727
KCNS1,KCNS1,0.997106
CREB3L4,CREB3L4,0.9971041
DCTN2,DCTN2,0.99710333
POR,POR,0.99710214
TM4SF18,TM4SF18,0.99710166
ZNF831,ZNF831,0.99710155
ACSM4,ACSM4,0.9971014
BRSK1,BRSK1,0.99710095
ATP5MC3,ATP5MC3,0.9971009
MAGI1,MAGI1,0.9970946
LRRC75A,LRRC75A,0.99709296
PCDHB8,PCDHB8,0.9970901
EPB41L5,EPB41L5,0.9970899
ECD,ECD,0.9970898
GRIP2,GRIP2,0.9970894
KCNA5,KCNA5,0.99708927
TRPV3,TRPV3,0.9970888
FSTL5,FSTL5,0.9970879
HEXB,HEXB,0.99708754
DGCR8,DGCR8,0.99708587
MAPK8IP2,MAPK8IP2,0.9970852
DCAF12,DCAF12,0.99708414
CPED1,CPED1,0.99708325
ZFP1,ZFP1,0.9970831
OR4K1,OR4K1,0.9970829
WWP1,WWP1,0.99708235
AXIN1,AXIN1,0.9970822
INIP,INIP,0.99708205
MCM10,MCM10,0.99708176
TOB2,TOB2,0.9970811
TNIP1,TNIP1,0.9970805
ZNF35,ZNF35,0.99708045
LRRC8C,LRRC8C,0.997079
MIDN,MIDN,0.9970773
MTMR1,MTMR1,0.9970763
LRRC32,LRRC32,0.99707544
CYP26C1,CYP26C1,0.99707454
MAT2A,MAT2A,0.99707437
SPMIP7,SPMIP7,0.9970741
OLFML1,OLFML1,0.99707234
ITIH2,ITIH2,0.997072
GALNT5,GALNT5,0.99707097
DNAI3,DNAI3,0.9970704
SYNJ1,SYNJ1,0.99706984
ZDHHC8,ZDHHC8,0.99706656
NOL9,NOL9,0.99706614
KLHL33,KLHL33,0.9970653
DAB2,DAB2,0.9970621
UCHL3,UCHL3,0.99705875
PREX1,PREX1,0.9970583
FEZF1,FEZF1,0.99705696
TJP1,TJP1,0.99705666
RAP1GAP,RAP1GAP,0.9970565
TMUB2,TMUB2,0.9970557
NPC1,NPC1,0.99705535
DTD2,DTD2,0.9970549
HR,HR,0.9970542
LRP2,LRP2,0.997054
NHSL1,NHSL1,0.9970538
CIART,CIART,0.9970531
ACAP2,ACAP2,0.997053
ARHGAP45,ARHGAP45,0.9970527
GYS1,GYS1,0.9970498
FASLG,FASLG,0.9970471
DOCK6,DOCK6,0.99704653
TMEM174,TMEM174,0.9970464
CCDC148,CCDC148,0.9970459
KRT84,KRT84,0.9970457
LNX1,LNX1,0.9970452
ESYT3,ESYT3,0.9970451
HYDIN,HYDIN,0.99704486
MTF1,MTF1,0.9970443
RANBP3,RANBP3,0.997043
C7,C7,0.99704224
SENP3,SENP3,0.9970411
CDCA7,CDCA7,0.99704075
DOK2,DOK2,0.9970401
SH3BP5,SH3BP5,0.99703944
HIC1,HIC1,0.9970356
HOXB4,HOXB4,0.9970331
FAM131A,FAM131A,0.99703264
PCDHB5,PCDHB5,0.9970317
PYGO1,PYGO1,0.9970299
TRPA1,TRPA1,0.99702966
HIBADH,HIBADH,0.99702847
KLF15,KLF15,0.9970274
SBK3,SBK3,0.9970272
MATN4,MATN4,0.9970269
E2F4,E2F4,0.9970261
MKKS,MKKS,0.9970259
IL36RN,IL36RN,0.9970252
MMS22L,MMS22L,0.99702466
ATPAF2,ATPAF2,0.9970243
SART1,SART1,0.99702317
STAM2,STAM2,0.99702215
POC1A,POC1A,0.9970213
CYFIP2,CYFIP2,0.9970205
SQLE,SQLE,0.9970191
KCNJ3,KCNJ3,0.9970184
ADGRA3,ADGRA3,0.99701715
CLCN4,CLCN4,0.99701595
ZBED5,ZBED5,0.99701506
DDX11,DDX11,0.9970139
GEN1,GEN1,0.99701345
SUSD5,SUSD5,0.9970125
TRPC1,TRPC1,0.9970112
KALRN,KALRN,0.99701047
CCDC112,CCDC112,0.9970102
GREB1,GREB1,0.9970068
PLEKHH2,PLEKHH2,0.9970065
MYO1F,MYO1F,0.9970053
RASSF4,RASSF4,0.9970018
ABCG5,ABCG5,0.9970013
TPX2,TPX2,0.9970004
NR1H4,NR1H4,0.99699956
ATP6V1H,ATP6V1H,0.9969992
PDE1C,PDE1C,0.9969984
TAAR5,TAAR5,0.99699783
CLK3,CLK3,0.99699616
ADGB,ADGB,0.9969951
ALS2,ALS2,0.99699503
USP8,USP8,0.9969948
POLR3C,POLR3C,0.9969947
PPP1R3D,PPP1R3D,0.99699354
GRIK1,GRIK1,0.996993
FLOT1,FLOT1,0.99699193
PDZRN3,PDZRN3,0.9969904
XAB2,XAB2,0.9969889
DHCR7,DHCR7,0.9969882
GLMN,GLMN,0.9969882
GNRHR,GNRHR,0.9969874
RBPJL,RBPJL,0.99698615
PLBD1,PLBD1,0.9969847
SLC24A1,SLC24A1,0.9969833
SNIP1,SNIP1,0.99698144
PPM1N,PPM1N,0.99698085
FAAP100,FAAP100,0.9969806
UBIAD1,UBIAD1,0.9969806
RAVER2,RAVER2,0.99697936
BPIFA1,BPIFA1,0.99697924
RIPOR2,RIPOR2,0.996979
BLOC1S4,BLOC1S4,0.9969756
EYA3,EYA3,0.99697524
FAM110B,FAM110B,0.9969747
COPS3,COPS3,0.9969745
IL21,IL21,0.9969744
COL17A1,COL17A1,0.9969723
ERCC6L2,ERCC6L2,0.9969719
NPEPPS,NPEPPS,0.99696887
SCD5,SCD5,0.9969676
MYO1H,MYO1H,0.99696714
CUL2,CUL2,0.9969664
KCNJ9,KCNJ9,0.9969637
OLFML2B,OLFML2B,0.9969616
NT5DC2,NT5DC2,0.9969594
TGS1,TGS1,0.9969586
CCDC47,CCDC47,0.9969583
ZNF646,ZNF646,0.9969583
SLC44A5,SLC44A5,0.9969582
FLII,FLII,0.9969578
VANGL2,VANGL2,0.9969574
ACKR4,ACKR4,0.99695617
TAF6L,TAF6L,0.99695355
CMIP,CMIP,0.9969529
SPIRE1,SPIRE1,0.996952
HNRNPU,HNRNPU,0.99695104
FBL,FBL,0.9969507
PUS3,PUS3,0.9969485
OR52N4,OR52N4,0.9969431
EPN3,EPN3,0.99693996
SNX12,SNX12,0.99693704
ANKS6,ANKS6,0.9969368
ZNF793,ZNF793,0.99693644
NDST3,NDST3,0.9969349
EPYC,EPYC,0.99693483
CDK5RAP2,CDK5RAP2,0.99693364
DNAJB9,DNAJB9,0.9969334
ADARB1,ADARB1,0.9969315
RIPOR1,RIPOR1,0.99692845
CASR,CASR,0.99692816
KMT5A,KMT5A,0.9969279
SPMIP4,SPMIP4,0.9969275
GABRB3,GABRB3,0.99692744
ADSS2,ADSS2,0.9969264
FBXO42,FBXO42,0.9969261
LVRN,LVRN,0.99692565
ZFP91,ZFP91,0.9969223
FHOD3,FHOD3,0.996922
TAT,TAT,0.99692076
NFIX,NFIX,0.99692017
CHAF1B,CHAF1B,0.9969197
KIRREL3,KIRREL3,0.99691874
CNTN2,CNTN2,0.9969178
NGDN,NGDN,0.9969162
A1CF,A1CF,0.9969155
ARID4B,ARID4B,0.9969143
BRAP,BRAP,0.9969127
WDR87,WDR87,0.99691224
MPO,MPO,0.99691147
CYP7A1,CYP7A1,0.9969111
HAPLN1,HAPLN1,0.9969109
INO80B,INO80B,0.9969093
MYL4,MYL4,0.99690783
ZBTB22,ZBTB22,0.99690664
IQCA1,IQCA1,0.9969053
SLC7A7,SLC7A7,0.9969051
ZNF500,ZNF500,0.9969051
ATF5,ATF5,0.9969047
ATCAY,ATCAY,0.99690354
FAM167A,FAM167A,0.99690306
GGT7,GGT7,0.99690074
EPS15,EPS15,0.99689996
SEC31A,SEC31A,0.996898
KIF12,KIF12,0.9968963
EXOC6,EXOC6,0.99689627
BBS4,BBS4,0.9968943
AGBL2,AGBL2,0.99689406
STK24,STK24,0.99689335
INHBB,INHBB,0.9968932
EID2,EID2,0.9968927
EIF4EBP1,EIF4EBP1,0.99689245
RHBDF2,RHBDF2,0.9968917
RIT1,RIT1,0.9968917
WNT8B,WNT8B,0.99689066
ARMC5,ARMC5,0.9968904
TECPR1,TECPR1,0.99688995
DST,DST,0.9968884
MTIF2,MTIF2,0.99688834
TMEM104,TMEM104,0.99688715
ELF4,ELF4,0.9968851
CCN3,CCN3,0.99688417
OXTR,OXTR,0.99688375
H1-4,H1-4,0.99688214
ABCC2,ABCC2,0.99688166
UBXN2A,UBXN2A,0.9968816
ARHGEF10,ARHGEF10,0.9968814
MSN,MSN,0.99687976
HNRNPDL,HNRNPDL,0.9968766
PIK3CG,PIK3CG,0.99687654
OTOG,OTOG,0.99687636
GRN,GRN,0.9968759
LIPE,LIPE,0.99687475
NGLY1,NGLY1,0.9968744
DMP1,DMP1,0.99687314
ZMAT3,ZMAT3,0.99687314
F13B,F13B,0.9968724
TMEM229A,TMEM229A,0.9968714
ZFP36,ZFP36,0.9968704
EDIL3,EDIL3,0.99687034
PLCD3,PLCD3,0.99686986
MNT,MNT,0.9968697
ADCYAP1R1,ADCYAP1R1,0.9968696
OR5I1,OR5I1,0.9968694
MED23,MED23,0.99686897
GRHL3,GRHL3,0.9968678
FAM13C,FAM13C,0.9968661
SLC22A3,SLC22A3,0.99686545
CBLB,CBLB,0.9968654
ZNF385D,ZNF385D,0.9968641
NOL6,NOL6,0.99686086
IMPACT,IMPACT,0.9968588
ICAM5,ICAM5,0.99685764
GBE1,GBE1,0.9968552
RNF149,RNF149,0.99685377
ZNF8,ZNF8,0.996853
SH3PXD2B,SH3PXD2B,0.9968527
PIP4K2C,PIP4K2C,0.99685246
DAXX,DAXX,0.9968521
EIF4A2,EIF4A2,0.99685174
NWD1,NWD1,0.99685
INKA1,INKA1,0.9968496
COPS4,COPS4,0.9968493
POU2AF1,POU2AF1,0.9968491
FGF3,FGF3,0.996849
SLC38A10,SLC38A10,0.99684864
NCF1,NCF1,0.9968474
ITGA1,ITGA1,0.99684733
CRHR2,CRHR2,0.9968443
GIGYF2,GIGYF2,0.9968443
DDIT4,DDIT4,0.9968438
GPR68,GPR68,0.99684286
PREPL,PREPL,0.9968419
PLK2,PLK2,0.99684
MIEF1,MIEF1,0.9968397
PHF5A,PHF5A,0.99683803
NLRC3,NLRC3,0.99683636
GLYR1,GLYR1,0.9968351
CLTCL1,CLTCL1,0.9968346
STEAP3,STEAP3,0.99683446
LRRC49,LRRC49,0.9968344
CALCOCO1,CALCOCO1,0.996832
WAS,WAS,0.9968314
KLF13,KLF13,0.99683136
ACTL7B,ACTL7B,0.9968304
DNAH8,DNAH8,0.9968287
SUGP2,SUGP2,0.9968276
NHLRC1,NHLRC1,0.9968263
SLC10A5,SLC10A5,0.9968246
RASAL2,RASAL2,0.99682117
NTN4,NTN4,0.99682033
PGM5,PGM5,0.99682015
NEUROG2,NEUROG2,0.9968145
ZNF692,ZNF692,0.99681425
DDHD2,DDHD2,0.99681157
AGFG2,AGFG2,0.996811
RMND5A,RMND5A,0.996809
SEL1L2,SEL1L2,0.99680716
FBXL7,FBXL7,0.9968068
MGAM2,MGAM2,0.99680674
COG6,COG6,0.9968055
RNF180,RNF180,0.9968051
EXTL3,EXTL3,0.9968011
AAMP,AAMP,0.99680007
ADAM19,ADAM19,0.9967995
PDC,PDC,0.9967983
SHISA8,SHISA8,0.99679756
SLC20A2,SLC20A2,0.9967974
UBAP2,UBAP2,0.9967974
CSRNP1,CSRNP1,0.99679726
NALF1,NALF1,0.99679714
ADRA2B,ADRA2B,0.99679583
SIK3,SIK3,0.99679554
SPCS1,SPCS1,0.9967951
BRPF1,BRPF1,0.9967945
GRK6,GRK6,0.9967943
SEMA4F,SEMA4F,0.9967935
CSE1L,CSE1L,0.99679244
CDC25A,CDC25A,0.99679166
MCM6,MCM6,0.996791
PLCB3,PLCB3,0.9967903
TET2,TET2,0.9967894
ADGRL2,ADGRL2,0.99678785
TSPYL1,TSPYL1,0.99678606
KDR,KDR,0.99678487
MTCL1,MTCL1,0.9967845
RBL1,RBL1,0.99678403
TLR9,TLR9,0.9967823
RASEF,RASEF,0.99678123
FAT1,FAT1,0.99677914
TBL3,TBL3,0.99677795
DNAJC28,DNAJC28,0.99677706
ZNF366,ZNF366,0.99677706
GPR15,GPR15,0.99677634
CAPN14,CAPN14,0.9967755
ANKRD31,ANKRD31,0.99677545
MYG1,MYG1,0.9967748
GNPDA1,GNPDA1,0.996774
AFF3,AFF3,0.99677366
TLR10,TLR10,0.996772
PRDM4,PRDM4,0.9967716
HS6ST2,HS6ST2,0.99677
LOXL3,LOXL3,0.99676925
DNAH7,DNAH7,0.9967689
SLC17A9,SLC17A9,0.9967687
RRAGB,RRAGB,0.99676645
B3GNT5,B3GNT5,0.9967651
ADD3,ADD3,0.99676466
MAST1,MAST1,0.9967645
GPR20,GPR20,0.9967639
KIAA1217,KIAA1217,0.9967616
MFSD14B,MFSD14B,0.9967611
ARHGAP22,ARHGAP22,0.9967593
CNGA3,CNGA3,0.99675924
COG2,COG2,0.99675834
HAND1,HAND1,0.99675816
PLEK,PLEK,0.9967577
KRT40,KRT40,0.9967576
CDKN2D,CDKN2D,0.9967563
KLHDC10,KLHDC10,0.99675626
VCL,VCL,0.99675554
RBM20,RBM20,0.9967551
VWA8,VWA8,0.9967548
CISH,CISH,0.9967529
ANKRD22,ANKRD22,0.9967525
DIPK2A,DIPK2A,0.9967524
ZNF41,ZNF41,0.9967511
E2F8,E2F8,0.996751
MAPT,MAPT,0.99675095
PLK1,PLK1,0.9967494
ZNF18,ZNF18,0.99674857
TGFB1I1,TGFB1I1,0.9967485
WEE2,WEE2,0.9967484
STXBP4,STXBP4,0.99674785
MCM3,MCM3,0.9967467
GCDH,GCDH,0.9967461
COL6A6,COL6A6,0.996745
SELENOM,SELENOM,0.99674493
MESD,MESD,0.9967441
NOL11,NOL11,0.9967428
HNF1B,HNF1B,0.9967422
SLC35F2,SLC35F2,0.9967411
PACS2,PACS2,0.99674034
TMCO3,TMCO3,0.99673975
CCDC127,CCDC127,0.99673957
PPP1R7,PPP1R7,0.99673855
PARP2,PARP2,0.99673826
AFG2A,AFG2A,0.9967379
DIAPH1,DIAPH1,0.99673754
DDN,DDN,0.99673474
MSS51,MSS51,0.9967347
OR6C4,OR6C4,0.99673444
MYBPC1,MYBPC1,0.9967338
MSH6,MSH6,0.99673367
DNAH1,DNAH1,0.99673206
TDRD1,TDRD1,0.9967308
PPP5C,PPP5C,0.99673027
HOXD1,HOXD1,0.99672997
GTF3C4,GTF3C4,0.99672925
DENND6A,DENND6A,0.9967291
NALF2,NALF2,0.9967285
CENPI,CENPI,0.9967282
CRHBP,CRHBP,0.9967253
PTH,PTH,0.9967248
HSPB1,HSPB1,0.9967246
TRMT10A,TRMT10A,0.9967233
SYNGR2,SYNGR2,0.99672234
NDE1,NDE1,0.9967221
ARRB2,ARRB2,0.996722
CLTB,CLTB,0.99672174
MMP20,MMP20,0.9967215
WWTR1,WWTR1,0.9967214
ITGB6,ITGB6,0.99672127
MSTN,MSTN,0.9967208
SUPV3L1,SUPV3L1,0.99671894
SNX32,SNX32,0.99671876
KCMF1,KCMF1,0.9967185
BTBD7,BTBD7,0.996716
ROCK2,ROCK2,0.9967151
BCL2L1,BCL2L1,0.996715
PTGES3,PTGES3,0.9967137
TCF3,TCF3,0.9967112
OTUD5,OTUD5,0.99671113
SCIN,SCIN,0.99671024
HEY2,HEY2,0.99670947
ANKDD1B,ANKDD1B,0.99670815
RHPN2,RHPN2,0.99670756
ITSN1,ITSN1,0.99670625
PROM1,PROM1,0.9967056
TNFSF11,TNFSF11,0.9967056
ADAM22,ADAM22,0.9967053
NCOA4,NCOA4,0.996704
DHX15,DHX15,0.99670315
LHFPL3,LHFPL3,0.9967023
GJB5,GJB5,0.996702
TMEM200C,TMEM200C,0.9967018
SRRM3,SRRM3,0.99670154
PLAGL1,PLAGL1,0.99670136
TTC28,TTC28,0.9967013
PGR,PGR,0.99670106
C13H2orf49,C2orf49,0.99670064
SCARA3,SCARA3,0.99669904
PTGFRN,PTGFRN,0.9966989
FRMPD1,FRMPD1,0.9966985
ANKH,ANKH,0.9966983
ZSCAN25,ZSCAN25,0.99669665
