rhesus_macaque gene name,human gene name,correlation
LCE5A,LCE5A,0.99552625
ACOT11,ACOT11,0.99552226
CCDC142,CCDC142,0.9955209
EIF4EBP1,EIF4EBP1,0.99552083
PABIR2,PABIR2,0.9955202
ME1,ME1,0.9955173
RDH16,RDH16,0.9955117
WFDC13,WFDC13,0.99551123
CYC1,CYC1,0.9955112
OR4K13,OR4K13,0.9955097
DOC2B,DOC2B,0.9955093
GSC2,GSC2,0.9955079
MAGED1,MAGED1,0.9955073
PROZ,PROZ,0.99550444
TMLHE,TMLHE,0.99550354
VTI1A,VTI1A,0.9954987
GBP7,GBP6,0.995497
CALR,CALR,0.99549544
ZMYND19,ZMYND19,0.99549454
OR5C1,OR5C1,0.9954934
BOLA1,BOLA1,0.9954865
OR5B2,OR5B2,0.99548495
GARIN4,FAM71A,0.99548376
ABT1,ABT1,0.9954835
RELCH,RELCH,0.99547964
TMEM186,TMEM186,0.9954769
MAN2B2,MAN2B2,0.99547523
ARFIP1,ARFIP1,0.99547035
OR8D1,OR8D1,0.99546844
CCNE1,CCNE1,0.99546796
SRARP,SRARP,0.9954615
YPEL2,YPEL2,0.9954602
ZNF652,ZNF652,0.9954597
HNRNPA1L3,HNRNPA1L2,0.9954533
NR2E3,NR2E3,0.9954407
RRN3,RRN3,0.995436
OR8H3,OR8H3,0.9954328
ENG,ENG,0.99543256
F9,F9,0.99543244
OTOR,OTOR,0.9954303
DSC2,DSC2,0.9954268
SELP,SELP,0.9954238
FRMPD3,FRMPD3,0.99542
RTP2,RTP2,0.9954185
ZNF572,ZNF572,0.99540955
FOXO3,FOXO3,0.9954082
CHMP4C,CHMP4C,0.9954054
PPEF1,PPEF1,0.99539596
TPRKB,TPRKB,0.99539536
TGM3,TGM3,0.9953951
VNN1,VNN1,0.9953932
SH3GL2,SH3GL2,0.99539196
KCNQ4,KCNQ4,0.9953907
ELF2,ELF2,0.9953871
GMCL2,GMCL2,0.99538666
MFSD2A,MFSD2A,0.9953852
CSF2,CSF2,0.9953802
BCAR3,BCAR3,0.99538016
ZCCHC7,ZCCHC7,0.99537873
CRYBB1,CRYBB1,0.9953784
NLRP3,NLRP3,0.9953726
TSPAN1,TSPAN1,0.99537235
ARL14EPL,ARL14EPL,0.99537164
GRIK1,GRIK1,0.99537057
GARIN6,FAM71C,0.99536693
MTF2,MTF2,0.9953663
GOT1,GOT1,0.9953662
SUFU,SUFU,0.99536085
UBR2,UBR2,0.9953567
RASSF10,RASSF10,0.99535644
DEFB129,DEFB129,0.99535155
MEAF6,MEAF6,0.9953434
KICS2,KICS2,0.99534285
GADD45GIP1,GADD45GIP1,0.99534047
GLRA2,GLRA2,0.99533933
OR8A1,OR8A1,0.99533886
KIF3C,KIF3C,0.9953377
GBA1,GBA,0.99533683
PPBP,PPBP,0.9953364
GJD4,GJD4,0.99533045
ANGPTL6,ANGPTL6,0.99532783
PLEKHM3,PLEKHM3,0.99532765
RUNDC3A,RUNDC3A,0.9953244
GMPR,GMPR,0.99532205
CEP15,C3orf14,0.9953204
TXNIP,TXNIP,0.9953192
CCDC85A,CCDC85A,0.9953174
MCC,MCC,0.99531525
OR8B4,OR8B4,0.9953085
ZMYND11,ZMYND11,0.99530745
MAGEB17,MAGEB17,0.9953037
TM4SF19,TM4SF19-DYNLT2B,0.995303
TNFSF9,TNFSF9,0.9953028
NUTM1,NUTM1,0.99530005
TET2,TET2,0.99529195
TRPC4,TRPC4,0.9952884
CYP11B1,CYP11B2,0.99528795
GREP1,GREP1,0.9952869
STK39,STK39,0.99528444
MC5R,MC5R,0.9952841
SIPA1L2,SIPA1L2,0.99528235
OR10D3,OR10D3,0.99528134
LRIT2,LRIT2,0.9952813
MAGEE1,MAGEE1,0.9952797
POLR3GL,POLR3GL,0.9952797
TCF24,TCF24,0.9952767
CSDE1,CSDE1,0.9952595
ZG16,ZG16,0.995255
UBXN2A,UBXN2A,0.9952495
ATP5F1E,ATP5F1E,0.995249
JARID2,JARID2,0.995248
RARRES2,RARRES2,0.9952437
WIPI2,WIPI2,0.9952434
OR4N4,LINC02203,0.995243
GPR31,GPR31,0.9952283
CACNG6,CACNG6,0.9952253
TIMM23,TIMM23,0.99522483
GMPS,GMPS,0.99522334
ERICH6B,ERICH6B,0.99522305
CEP63,CEP63,0.99522287
EGR4,EGR4,0.9952205
PNMA6F,PNMA6F,0.9952147
CYP4X1,CYP4X1,0.9952139
PRCD,PRCD,0.9952113
FBXW4,FBXW4,0.99520504
MAGEB10,MAGEB10,0.99520415
NEUROG3,NEUROG3,0.9952041
ZDHHC4,ZDHHC4,0.99520373
SUPT20H,SUPT20H,0.9952032
TCN1,TCN1,0.9952003
GNB2,GNB2,0.9951974
RNF122,RNF122,0.9951965
IGFL1,IGFL1,0.9951955
SLC44A4,SLC44A4,0.99519295
OR5W2,OR5W2,0.99519265
ZSCAN4,ZSCAN4,0.9951922
MOSPD1,MOSPD1,0.9951876
OGT,OGT,0.9951873
BRD1,BRD1,0.99517673
KCNE5,KCNE5,0.99517125
OR52K1,OR52K1,0.9951609
ZNF311,ZNF311,0.99515885
PCDH10,PCDH10,0.99515307
TEDDM1,TEDDM1,0.99514914
ADAMTS14,ADAMTS14,0.9951457
FAM110C,FAM110C,0.99514127
OR10W1,OR10W1,0.99513847
OPRL1,OPRL1,0.99513566
PCDHB13,PCDHB13,0.9951333
HRAS,HRAS,0.99513185
ADAM11,ADAM11,0.99512416
OVCH2,OVCH2,0.9951221
FADD,FADD,0.99512076
SSBP2,SSBP2,0.9951188
SLC19A2,SLC19A2,0.99511766
C1H1orf131,C1orf131,0.995115
MBD3L1,MBD3L1,0.99511164
RASGRP4,RASGRP4,0.99510974
LPAR1,LPAR1,0.9951094
OR5K2,OR5K2,0.99510527
RIBC2,RIBC2,0.99510336
FNDC5,FNDC5,0.9951001
SLC24A2,SLC24A2,0.995096
BTK,BTK,0.9950943
ALS2,ALS2,0.9950913
SGCZ,SGCZ,0.99509
TCHH,TCHH,0.9950898
KRTAP17-1,KRTAP17-1,0.9950864
KCNE2,KCNE2,0.99508435
B3GLCT,B3GLCT,0.9950696
BABAM2,BABAM2,0.99506855
ZNF665,ZNF665,0.99506694
IGFBPL1,IGFBPL1,0.9950662
AFTPH,AFTPH,0.99506456
OOSP4A,OOSP4A,0.9950593
CIAO1,CIAO1,0.99505925
DCDC2B,DCDC2B,0.9950562
MINAR2,MINAR2,0.99505514
KIF1B,KIF1B,0.99505264
SLC66A3,SLC66A3,0.9950433
ANXA9,ANXA9,0.99503255
RBFOX1,RBFOX1,0.9950306
PSKH2,PSKH2,0.9950294
DUXB,DUXB,0.9950269
DEFB121,DEFB121,0.99502414
LRRC52,LRRC52,0.99501884
STX11,STX11,0.9950156
MAK,MAK,0.99501514
ARL8A,ARL8A,0.99501455
CAVIN3,CAVIN3,0.9950101
RTP3,RTP3,0.9950084
CNNM2,CNNM2,0.9950073
GADL1,GADL1,0.995006
GRHL3,GRHL3,0.9950045
RAB3GAP2,RAB3GAP2,0.99500346
ADAM2,ADAM2,0.99500304
FTMT,FTMT,0.9950027
DRP2,DRP2,0.99499995
NUDT12,NUDT12,0.994998
CAPRIN1,CAPRIN1,0.99499446
RASA1,RASA1,0.99499345
SLC17A8,SLC17A8,0.99498516
SIK2,SIK2,0.99498314
SELENOM,SELENOM,0.99497867
PRR33,PRR33,0.9949785
DNAJC15,DNAJC15,0.9949777
HTR3A,HTR3A,0.9949738
OR5M3,OR5M3,0.9949736
DEFB136,DEFB136,0.99496704
CEBPZOS,CEBPZOS,0.99496174
KLHDC8B,KLHDC8B,0.99496114
HS3ST6,HS3ST6,0.9949598
PNMA5,PNMA5,0.994959
C14H11orf68,C11orf68,0.99495244
IFNA16,IFNA16,0.99494773
LRRC41,LRRC41,0.99494743
LTB,LTB,0.9949465
NID1,NID1,0.9949449
RIPOR3,RIPOR3,0.99494445
SSR4,SSR4,0.9949443
NTMT2,NTMT2,0.9949422
RPL24,RPL24,0.994941
KLHL38,KLHL38,0.9949367
SPATA1,SPATA1,0.9949344
ANAPC16,ANAPC16,0.9949335
GSTA2,GSTA1,0.9949289
C2CD4B,C2CD4B,0.9949246
CCDC8,CCDC8,0.9949203
CLRN3,CLRN3,0.99491817
LBHD2,LBHD2,0.9949168
KANK1,KANK1,0.99491423
CASS4,CASS4,0.99491304
DCAF1,DCAF1,0.99490935
OR13C4,OR13C4,0.9949089
OR6B3,OR6B2,0.99490863
PRR23A,PRR23A,0.9949085
TNNI1,TNNI1,0.9949074
PAPPA2,PAPPA2,0.99490684
NSMF,NSMF,0.9949065
TGM6,TGM6,0.9949053
PPP2R5E,PPP2R5E,0.9949044
BMS1,BMS1,0.99490076
C2H3orf20,C3orf20,0.99489594
UCN,UCN,0.994893
JUNB,JUNB,0.9948908
DCHS2,DCHS2,0.9948905
FBXW2,FBXW2,0.9948842
GPRC6A,GPRC6A,0.99488354
NEFM,NEFM,0.99487966
ATP10B,ATP10B,0.9948794
TMPO,TMPO,0.9948773
MAMDC2,MAMDC2,0.994875
MRPL38,MRPL38,0.9948709
PPP1R2C,PPP1R2C,0.9948703
RAB11FIP2,RAB11FIP2,0.994862
RNASE7,RNASE7,0.9948561
MAST2,MAST2,0.9948533
S1PR1,S1PR1,0.99484533
ABL2,ABL2,0.9948435
TAS2R10,TAS2R10,0.9948416
TPSG1,TPSG1,0.99484026
KIF26A,KIF26A,0.9948395
SERPINB12,SERPINB12,0.9948388
MYH1,MYH3,0.9948377
OR5M9,OR5M9,0.9948329
IPP,IPP,0.99483156
FABP2,FABP2,0.9948307
MYL10,MYL10,0.99482876
FRMD7,FRMD7,0.99482465
RALGAPB,RALGAPB,0.99482375
ADAM22,ADAM22,0.9948219
SPEM1,SPEM1,0.99482137
OR2T10,OR2T10,0.9948194
CLSTN2,CLSTN2,0.9948185
OR13A1,OR13A1,0.9948165
SCAND3,ZBED9,0.9948141
CRYGC,CRYGC,0.9948127
MRPL28,MRPL28,0.99481
ZNF280A,ZNF280A,0.9948096
ARSF,ARSF,0.9948089
SLC5A1,SLC5A1,0.9948057
OR2W3,OR2W3,0.99480486
ARHGEF10,ARHGEF10,0.9948038
TRUB2,TRUB2,0.9948037
ZFP41,ZFP41,0.9948006
CA13,CA13,0.99480003
CACHD1,CACHD1,0.99479955
INHA,INHA,0.99479944
FUBP1,FUBP1,0.99479353
CYP8B1,CYP8B1,0.99479294
CCNI2,CCNI2,0.9947915
CHMP5,CHMP5,0.99479127
ZNF286A,ZNF286A-TBC1D26,0.99478984
SLCO5A1,SLCO5A1,0.994788
SUGT1,SUGT1,0.9947874
BRPF1,BRPF1,0.99478537
MCF2,MCF2,0.99478406
LRRC25,LRRC25,0.9947813
H1-2,H1-2,0.9947805
ARHGEF25,ARHGEF25,0.99476886
IFNA10,IFNA21,0.99476814
ZNF75D,ZNF75D,0.9947646
IL27RA,IL27RA,0.9947608
RMI1,RMI1,0.99476075
PRKAR1B,PRKAR1B,0.99475986
C9H10orf105,C10orf105,0.99475914
ARSL,ARSL,0.9947588
CC2D1B,CC2D1B,0.9947585
LIPN,LIPN,0.99475074
OR2J1,OR2J1,0.9947504
ODR4,ODR4,0.9947455
RBM41,RBM41,0.9947435
C8H8orf76,C8orf76,0.9947421
NXPE2,NXPE2,0.99474204
BMPR1B,BMPR1B,0.99473673
DCHS1,DCHS1,0.9947366
IL1F10,IL1F10,0.9947366
MAP3K1,MAP3K1,0.9947347
CALHM3,CALHM3,0.9947344
SERPINA12,SERPINA12,0.9947315
PNPLA2,PNPLA2,0.9947295
PLPPR4,PLPPR4,0.994723
PDIK1L,PDIK1L,0.9947186
LRRC57,LRRC57,0.9947171
RIPPLY3,RIPPLY3,0.9947157
ZBTB16,ZBTB16,0.9947156
CNIH3,CNIH3,0.9947137
TMEM81,TMEM81,0.9947073
VIP,VIP,0.9946971
ANO3,ANO3,0.9946891
OR51S1,OR51S1,0.9946867
HNRNPAB,HNRNPAB,0.9946795
CRABP2,CRABP2,0.9946793
ANKRD17,ANKRD17,0.99467736
AS3MT,AS3MT,0.99467534
PLA2G7,PLA2G7,0.99466485
HSPD1,HSPD1,0.9946644
NRM,NRM,0.99465966
KRT5,KRT6C,0.9946596
PPM1B,PPM1B,0.9946578
ACE2,ACE2,0.9946576
ZKSCAN8P1,ZKSCAN8P1,0.9946543
TMED2,TMED2,0.99465424
IFNA14,IFNA14,0.99465305
CFAP68,C11orf1,0.9946494
OR1A1,OR1A1,0.99464875
OR4N5,OR4N5,0.99464434
FYB2,FYB2,0.9946359
PPP1R17,PPP1R17,0.9946339
TAAR2,TAAR2,0.9946325
NTNG2,NTNG2,0.9946239
MYOZ2,MYOZ2,0.9946236
WASF3,WASF3,0.9946211
ECM1,ECM1,0.9946186
OR2L2,OR2L2,0.9946175
EDAR,EDAR,0.99461335
MAP4K4,MAP4K4,0.9946119
ECHS1,ECHS1,0.99461144
PTH1R,PTH1R,0.994611
OR51G2,OR51G2,0.99459434
CYP2A24,CYP2A13,0.99459136
ZBTB10,ZBTB10,0.9945906
MAGEC2,MAGEC2,0.99458736
B3GALT5,B3GALT5,0.9945872
HMGCS2,HMGCS2,0.99458563
WFIKKN2,WFIKKN2,0.9945825
APOBEC4,APOBEC4,0.99458176
FZR1,FZR1,0.99457884
RPS8,RPS8,0.99457175
C10H20orf141,C20orf141,0.9945703
NOTO,NOTO,0.9945694
PPP1R2,PPP1R2B,0.9945683
ARHGEF10L,ARHGEF10L,0.99455875
SLC16A3,SLC16A3,0.99455863
CCDC63,CCDC63,0.9945581
OR2T6,OR2T6,0.9945576
TCAF2,TCAF2,0.99455386
TMEM59,TMEM59,0.99454695
OR13C8,OR13C8,0.99454486
ZFP37,ZFP37,0.99454296
DDX53,DDX53,0.9945363
F5,F5,0.9945354
ASIP,ASIP,0.99453336
KRT16,KRT14,0.99453187
NPS,NPS,0.9945299
PTPN3,PTPN3,0.99452764
LRRC31,LRRC31,0.9945276
CACNA1G,CACNA1G,0.99452645
GBE1,GBE1,0.99452406
KIF2B,KIF2B,0.99452394
WDR1,WDR1,0.9945178
ZDHHC16,ZDHHC16,0.9945144
CASQ2,CASQ2,0.9945135
KCNN1,KCNN1,0.99451345
CSNK1D,TPTEP2-CSNK1E,0.99451214
HNRNPLL,HNRNPLL,0.9945108
GNPNAT1,GNPNAT1,0.9945099
ESYT2,ESYT2,0.9945078
CIZ1,CIZ1,0.99450606
EEF2K,EEF2K,0.99450094
GSPT2,GSPT2,0.9944912
OR1M1,OR1M1,0.99448824
SYNPO2,SYNPO2,0.9944881
CYP1A2,CYP1A2,0.9944862
ATF4,ATF4,0.99448544
CCT2,CCT2,0.99448466
PEX26,PEX26,0.9944837
ZNF605,ZNF605,0.9944814
PCDHB10,PCDHB10,0.9944802
FAM240C,FAM240C,0.9944799
NOA1,NOA1,0.9944798
CETP,CETP,0.99447596
HRH3,HRH3,0.99447256
EDIL3,EDIL3,0.9944692
MCOLN2,MCOLN2,0.99446553
SLC39A13,SLC39A13,0.99446344
WDR35,WDR35,0.9944586
AARS2,AARS2,0.9944516
CRBN,CRBN,0.99445075
TMEM102,TMEM102,0.9944494
RRP9,RRP9,0.9944483
ATP5PF,ATP5PF,0.9944429
C5AR2,C5AR2,0.99444264
CLCA4,CLCA4,0.9944402
SLC5A10,SLC5A10,0.9944376
BTBD16,BTBD16,0.99443686
PRRT1B,PRRT1B,0.994435
MLANA,MLANA,0.9944297
OR7E24,OR7E24,0.9944286
HAMP,HAMP,0.9944285
RELL1,RELL1,0.9944278
SPTB,SPTB,0.9944275
MRGPRD,MRGPRD,0.9944257
ADIPOQ,ADIPOQ,0.9944144
NONO,NONO,0.99440694
MROH1,MROH1,0.99440527
CNKSR2,CNKSR2,0.9944035
OR4D2,OR4D2,0.99440217
VCAN,VCAN,0.99440217
HTRA4,HTRA4,0.9944016
FNDC7,FNDC7,0.99439985
HMBOX1,HMBOX1,0.99439925
ANKAR,ANKAR,0.9943984
COL11A2,COL11A2,0.99439824
RNF183,RNF183,0.99439657
MAGEA8,MAGEA8,0.994392
ESRRA,ESRRA,0.99439186
CD84,CD84,0.9943901
FOXI2,FOXI2,0.99438447
RXFP1,RXFP1,0.9943841
MYL9,MYL12B,0.99438286
ZNRF3,ZNRF3,0.99438256
EPCIP,C21orf62,0.99438184
CFL1,CFL1,0.9943813
RSBN1,RSBN1,0.99438035
NOX5,NOX5,0.9943765
CDX4,CDX4,0.99437374
GATA1,GATA1,0.9943693
ESR2,ESR2,0.99436605
CIROP,LMLN2,0.9943639
APIP,APIP,0.9943564
UPK2,UPK2,0.994353
LDHAL6B,LDHAL6B,0.9943422
SERPINA10,SERPINA10,0.9943418
UNC80,UNC80,0.99433875
CDC25B,CDC25B,0.994336
FAM78B,FAM78B,0.9943345
EDDM3A,EDDM3A,0.99432915
TUBAL3,TUBAL3,0.9943256
C16H17orf67,C17orf67,0.9943249
CH25H,CH25H,0.9943206
MMRN1,MMRN1,0.9943185
WNT8A,WNT8A,0.9943132
TAS2R20,TAS2R20,0.9943117
SBK2,SBK2,0.9943091
CDKN1C,CDKN1C,0.99430865
KCTD14,KCTD14,0.99430645
MRGPRX3,MRGPRX3,0.9943058
RCAN2,RCAN2,0.99430317
ASIC4,ASIC4,0.99429405
CFAP90,C5orf49,0.994288
SLFN12L,SLFN12L,0.99428546
ADAM15,ADAM15,0.99428207
SPATA19,SPATA19,0.99428153
KIRREL1,KIRREL1,0.99428123
LRRN4,LRRN4,0.9942783
HMGB4,HMGB4,0.9942698
KRTAP11-1,KRTAP11-1,0.99426466
KIRREL3,KIRREL3,0.9942643
C2CD5,C2CD5,0.99425477
MAD2L1BP,MAD2L1BP,0.9942484
ELAVL2,ELAVL2,0.99424547
CYP24A1,CYP24A1,0.9942454
STX7,STX7,0.994245
CCDC174,CCDC174,0.9942429
PTX3,PTX3,0.9942401
OR2F1,OR2F1,0.9942395
THEMIS,THEMIS,0.9942389
DCAF16,DCAF16,0.9942356
RAB40A,RAB40A,0.99423534
ARRDC5,ARRDC5,0.99422455
OR2A12,OR2A12,0.9942204
KPNA7,KPNA7,0.99421763
CHMP2B,CHMP2B,0.9942134
IGF2BP2,IGF2BP2,0.9942125
PTGFR,PTGFR,0.99421066
KRTAP4-2,KRTAP4-2,0.9942088
SLC51B,SLC51B,0.9942081
TMEM244,TMEM244,0.9942061
TMEM127,TMEM127,0.99419874
SLC33A1,SLC33A1,0.99419826
MAP3K9,MAP3K9,0.9941982
ZPLD1,ZPLD1,0.9941968
CPS1,CPS1,0.9941963
IQCF5,IQCF5,0.9941933
GPR119,GPR119,0.9941853
H1-6,H1-6,0.9941853
TEX13A,TEX13A,0.9941833
BANK1,BANK1,0.9941816
PRR23C,PRR23C,0.9941811
DNAJB7,DNAJB7,0.9941791
BPIFA1,BPIFA1,0.99417615
LORICRIN,LORICRIN,0.9941742
THBS4,THBS4,0.9941717
ACBD6,ACBD6,0.99416924
BARHL2,BARHL2,0.9941545
LYG1,LYG1,0.9941485
JAM2,JAM2,0.994148
NIPSNAP3B,NIPSNAP3A,0.9941478
OR2T27,OR2T27,0.99414593
PPP6R2,PPP6R2,0.9941417
MDK,MDK,0.9941408
CYSTM1,CYSTM1,0.9941245
ITGB8,ITGB8,0.9941241
SLC25A21,SLC25A21,0.994123
ENOX2,ENOX2,0.9941186
ZFYVE26,ZFYVE26,0.99411124
RNGTT,RNGTT,0.9941005
MTNR1A,MTNR1A,0.9940968
AKR1C2,AKR1C4,0.9940946
TMEM267,TMEM267,0.99409026
BNIP3,BNIP3,0.9940902
SCT,SCT,0.9940894
OR13F1,OR13F1,0.99408656
MED25,MED25,0.99408644
NDOR1,NDOR1,0.9940862
WDR87,WDR87,0.99408007
VCPKMT,VCPKMT,0.99407864
ZNF679,ZNF679,0.99407643
WFDC9,WFDC9,0.9940763
HRG,HRG,0.9940759
OR1C1,OR1C1,0.99406976
CCDC187,CCDC187,0.9940675
C1QL3,C1QL3,0.99406284
OR4D11,OR4D11,0.9940597
LRRC14B,LRRC14B,0.9940585
NRN1,NRN1,0.9940583
TM4SF5,TM4SF5,0.9940553
KIF4B,KIF4B,0.99405074
SYNCRIP,SYNCRIP,0.9940497
CCNG2,CCNG2,0.9940481
CENPO,CENPO,0.9940468
COA4,COA4,0.9940405
KRR1,KRR1,0.9940269
COX6A1,COX6A1,0.9940255
TRPA1,TRPA1,0.9940239
STARD3NL,STARD3NL,0.99402386
H3Y1,H3Y1,0.99402237
KLK14,KLK14,0.99402124
PAQR5,PAQR5,0.9940174
LCN1,LCN1,0.99401367
FAM53C,FAM53C,0.99401045
CCDC170,CCDC170,0.9940099
IRS4,IRS4,0.9940062
TLR3,TLR3,0.9940039
ADH1B,ADH1B,0.9939971
SATL1,SATL1,0.9939918
RIOX1,RIOX1,0.993989
CD5L,CD5L,0.99398845
ANXA10,ANXA10,0.9939867
DPPA5,DPPA5,0.9939777
GNRH1,GNRH1,0.9939759
LEP,LEP,0.99397206
PRDM12,PRDM12,0.99397135
LRRC38,LRRC38,0.99397
ZRANB3,ZRANB3,0.9939691
EOMES,EOMES,0.99396735
NKD1,NKD1,0.99396545
BTG4,BTG4,0.99396455
LAPTM4A,LAPTM4A,0.9939637
AADACL3,AADACL3,0.99396336
FBXO48,FBXO48,0.9939512
TSTD1,TSTD1,0.99395037
TAF8,TAF8,0.9939398
PRR19,PRR19,0.99393886
RBM26,RBM26,0.9939381
PYGM,PYGM,0.9939336
KSR2,KSR2,0.9939305
IL20,IL20,0.99393046
GZMK,GZMK,0.9939295
CREBZF,CREBZF,0.9939275
SLC39A12,SLC39A12,0.993926
XRCC4,XRCC4,0.99392366
TAF4B,TAF4B,0.99392295
STEAP2,STEAP2,0.99392164
BCAT2,BCAT2,0.9939175
RNASEL,RNASEL,0.9939168
TAS2R60,TAS2R60,0.99391454
PLAC1,PLAC1,0.9939145
C19H19orf81,C19orf81,0.9939137
NOTCH4,NOTCH4,0.9939129
GIMD1,GIMD1,0.99390936
LRRC61,LRRC61,0.99390906
ZBTB40,ZBTB40,0.9939051
SPP1,SPP1,0.9938994
EVA1A,EVA1A,0.9938991
NRP2,NRP2,0.9938977
PI16,PI16,0.99389154
CXCL10,CXCL10,0.9938903
MRPS12,MRPS12,0.99388784
LTV1,LTV1,0.9938857
C2CD2L,C2CD2L,0.99388355
LIMD1,LIMD1,0.9938807
GAP43,GAP43,0.99388057
DTHD1,DTHD1,0.9938592
R3HDML,R3HDML,0.9938578
NEXN,NEXN,0.9938577
KCNJ3,KCNJ3,0.9938481
MMP12,MMP12,0.99384284
OR8I2,OR8I2,0.99384254
OCLN,OCLN,0.9938409
IL1A,IL1A,0.99383664
KRT80,KRT80,0.99383587
SPESP1,SPESP1,0.9938331
OTOP3,OTOP3,0.99383223
TAF9B,TAF9B,0.9938228
IGF2BP1,IGF2BP1,0.9938185
TCFL5,TCFL5,0.99381846
SLC45A1,SLC45A1,0.99381584
TNFRSF6B,TNFRSF6B,0.99381477
CLDN8,CLDN8,0.99381226
OR5F1,OR5F1,0.99381095
PLIN4,PLIN4,0.9938093
TEX13B,TEX13B,0.9938078
PARP3,PARP3,0.9938047
MMADHC,MMADHC,0.99380434
PLCH2,PLCH2,0.99380136
DNMT3L,DNMT3L,0.9937995
TP53TG5,TP53TG5,0.99379164
EFNA2,EFNA2,0.99379146
DNMT3B,DNMT3B,0.99378943
SLIT1,SLIT1,0.993788
MRPL40,MRPL40,0.99378693
BIK,BIK,0.9937861
AAMP,AAMP,0.9937782
SRXN1,SRXN1,0.99377775
AKR7A3,AKR7A3,0.9937754
AMBN,AMBN,0.99377346
UBB,UBC,0.9937654
DCST1,DCST1,0.9937631
OR2T1,OR2T1,0.9937605
ADAM12,ADAM12,0.99376047
EIF2S1,EIF2S1,0.99376035
STYX,STYX,0.9937545
LFNG,LFNG,0.9937531
IQCA1,IQCA1,0.9937489
CACNA1E,CACNA1E,0.99374837
NCKAP5L,NCKAP5L,0.99374175
MESP1,MESP1,0.99373245
CYS1,CYS1,0.99373186
C1H1orf43,C1orf43,0.99373037
ZKSCAN3,ZKSCAN3,0.9937251
CBX5,CBX5,0.9937245
CSRP2,CSRP2,0.99372405
ARHGEF6,ARHGEF6,0.9937233
ADIPOR2,ADIPOR2,0.993723
HOMEZ,HOMEZ,0.9937139
DACH2,DACH2,0.9937092
EFNA1,EFNA1,0.99370676
ABCB10,ABCB10,0.99370337
TMEM207,TMEM207,0.99369717
OR2A2,OR2A2,0.9936969
TMEM247,TMEM247,0.99369645
NR4A3,NR4A3,0.9936956
UBE4A,UBE4A,0.9936885
IFIT1,IFIT1B,0.99368674
PPM1G,PPM1G,0.99368614
CD2BP2,CD2BP2,0.9936835
LHFPL1,LHFPL1,0.9936801
HYLS1,HYLS1,0.99367964
MRPS6,MRPS6,0.9936749
ST7L,ST7L,0.9936698
SGPP1,SGPP1,0.9936693
TMEM8B,TMEM8B,0.99366885
HPSE2,HPSE2,0.99366444
LDLR,LDLR,0.99365985
MIA2,MIA2,0.99364966
ADGRL3,ADGRL3,0.9936488
AQP9,AQP9,0.99364376
A1CF,A1CF,0.9936419
KYAT3,KYAT3,0.9936409
OR14I1,OR14I1,0.9936404
ABCG1,ABCG1,0.99363095
PPP1R35,PPP1R35,0.99363035
OR10Z1,OR10Z1,0.993628
OPRM1,OPRM1,0.99362713
REG1A,REG1A,0.9936251
ITGA10,ITGA10,0.99361694
SCN2A,SCN3A,0.9936149
SLC46A3,SLC46A3,0.99361223
CCDC180,CCDC180,0.9936079
KPNA2,KPNA2,0.9935982
NR1I2,NR1I2,0.9935902
REN,REN,0.99358356
JAKMIP3,JAKMIP3,0.99358195
ARAP3,ARAP3,0.99358106
DNAAF2,DNAAF2,0.9935804
ZNF566,ZNF566,0.99357235
RASD2,RASD2,0.99357194
GPR32,GPR32,0.99356335
RHOBTB2,RHOBTB2,0.99356186
EXOC6,EXOC6,0.9935523
ANKRD50,ANKRD50,0.99354374
UBA52,UBA52,0.9935417
PTPN11,PTPN11,0.9935413
SETSIP,SETSIP,0.9935403
NOL10,NOL10,0.9935379
B4GALNT2,B4GALNT2,0.9935365
SRI,SRI,0.99353635
OR7A10,OR7A10,0.9935323
C1QTNF2,C1QTNF2,0.99353135
NCOA4,NCOA4,0.9935302
SPG11,SPG11,0.9935275
ZNF266,ZNF266,0.99352574
PEX12,PEX12,0.99352455
LTK,LTK,0.9935223
FCN1,FCN1,0.9935217
ZBTB43,ZBTB43,0.9935181
TRAPPC5,TRAPPC5,0.99350363
PSME4,PSME4,0.99350244
FAM162B,FAM162B,0.9934864
ARSG,ARSG,0.99348396
IFNK,IFNK,0.9934777
ENDOU,ENDOU,0.9934763
MATCAP1,KIAA0895L,0.9934752
IGSF1,IGSF1,0.9934748
ZNF878,ZNF878,0.9934747
MARCHF10,MARCHF10,0.99347466
UBE2L3,UBE2L3,0.9934736
CCT8L2,CCT8L2,0.9934696
ARHGEF39,ARHGEF39,0.99346256
CMYA5,CMYA5,0.9934621
MRGPRX1,MRGPRX1,0.9934608
MC1R,MC1R,0.99346066
CALB2,CALB2,0.9934485
CD63,CD63,0.993447
SRSF2,SRSF2,0.9934377
SUMF1,SUMF1,0.9934357
HROB,HROB,0.9934356
CXCL14,CXCL14,0.99343526
CPEB2,CPEB2,0.99343485
CRB1,CRB1,0.9934337
MRPL15,MRPL15,0.9934324
TMPRSS11A,TMPRSS11A,0.9934303
OR1Q1,OR1Q1,0.9934274
OR14K1,OR14K1,0.9934244
CDH15,CDH15,0.9934243
MAGI1,MAGI1,0.99342424
ZNF550,ZNF550,0.99342275
ZAR1,ZAR1,0.9934203
HENMT1,HENMT1,0.9934166
MRPS30,MRPS30,0.99341524
EDN1,EDN1,0.99341416
ZNF735,ZNF735,0.9934124
