crab_eating_macaque gene name,rhesus_macaque gene name,correlation
RBMS3,RBMS3,0.99926203
SLC39A4,SLC39A4,0.9992609
CSGALNACT1,CSGALNACT1,0.99926084
UGT8,UGT8,0.9992607
RGS1,RGS1,0.99925995
ESYT1,ESYT1,0.99925894
GRIA2,GRIA2,0.99925876
TCEAL4,TCEAL4,0.9992585
ADNP,ADNP,0.99925834
CD96,CD96,0.9992582
PDCD1LG2,PDCD1LG2,0.99925804
PRRX1,PRRX1,0.9992576
ZNF274,ZNF274,0.9992575
ESRRA,ESRRA,0.9992574
SLC66A3,SLC66A3,0.99925697
CLDN22,CLDN22,0.9992561
TMEM248,TMEM248,0.9992555
KIF1C,KIF1C,0.9992544
OR8K1,OR8K1,0.9992541
KDM4F,KDM4F,0.99925375
TRBV11-1,TRBV11-1,0.9992537
SLC26A2,SLC26A2,0.99925345
URB1,URB1,0.99925345
BRD8,BRD8,0.99925333
PSD2,PSD2,0.99925315
FAM3A,FAM3A,0.9992527
PLAGL1,PLAGL1,0.9992521
ANAPC10,ANAPC10,0.99925196
ZNF300,ZNF300,0.9992516
KIF18B,KIF18B,0.99925137
OR51B5,OR51B5,0.99925125
TRAPPC13,TRAPPC13,0.99925065
CCDC142,CCDC142,0.99925035
RCOR2,RCOR2,0.9992501
CATSPERG,CATSPERG,0.99925005
ITGA7,ITGA7,0.9992495
ELL3,ELL3,0.9992483
MOCS3,MOCS3,0.99924666
SELP,SELP,0.9992458
CSTF2,CSTF2,0.9992454
ZNF658,ZNF658,0.9992438
VPS54,VPS54,0.9992432
ABHD16A,ABHD16A,0.999243
ATP2B1,ATP2B1,0.999243
WDR33,WDR33,0.9992425
LNX2,LNX2,0.9992423
MIEF2,MIEF2,0.9992421
MSL3B,MSL3B,0.9992417
ONECUT2,ONECUT2,0.99924165
TICAM1,TICAM1,0.99924153
CFAP92,CFAP92,0.9992415
MYSM1,MYSM1,0.9992411
SPEM1,SPEM1,0.9992407
SEZ6,SEZ6,0.99924016
OR5K1,OR5K1,0.9992401
IRX1,IRX1,0.99923885
PTCH1,PTCH1,0.9992374
CRISPLD2,CRISPLD2,0.99923736
ZNF512B,ZNF512B,0.99923736
AFTPH,AFTPH,0.999236
CCDC181,CCDC181,0.9992354
VEZF1,VEZF1,0.9992348
RNF24,RNF24,0.9992339
MLPH,MLPH,0.9992328
SNCAIP,SNCAIP,0.9992322
FSTL5,FSTL5,0.99923015
OR2A25,OR2A25,0.9992299
SYNM,SYNM,0.9992299
THEM6,THEM6,0.9992298
ZNF530,ZNF530,0.9992296
ZNF423,ZNF423,0.99922913
PTPRQ,PTPRQ,0.9992288
STPG2,STPG2,0.9992287
SPICE1,SPICE1,0.99922806
BYSL,BYSL,0.99922746
ZNF740,ZNF740,0.99922687
FADS3,FADS3,0.99922615
VNN1,VNN1,0.99922603
CSF2RB,CSF2RB,0.9992253
SLC7A11,SLC7A11,0.9992251
ERAP1,ERAP1,0.999224
CCL21,CCL21,0.9992234
WIPI2,WIPI2,0.9992228
SGTB,SGTB,0.9992224
GNS,GNS,0.99922234
SIAH1,SIAH1,0.99922234
CEBPZOS,CEBPZOS,0.9992223
KIAA0319L,KIAA0319L,0.9992223
GAB1,GAB1,0.99922144
SERPINE3,SERPINE3,0.99922115
WRN,WRN,0.99922067
LGR5,LGR5,0.9992206
SELL,SELL,0.9992204
MARS2,MARS2,0.9992198
FANCB,FANCB,0.9992183
SUSD1,SUSD1,0.9992182
DEFB128,DEFB128,0.999218
SDCCAG8,SDCCAG8,0.9992175
PISD,PISD,0.9992163
CHCHD3,CHCHD3,0.9992161
PROK1,PROK1,0.9992158
SNRPN,SNRPN,0.99921566
CEP44,CEP44,0.99921554
SHOX,SHOX,0.9992155
ABCC10,ABCC10,0.99921507
PDK3,PDK3,0.99921435
DHRS7C,DHRS7C,0.9992137
KLLN,KLLN,0.9992133
ZNF93,ZNF93,0.999213
C9orf72,C9orf72,0.99921274
MTMR12,MTMR12,0.9992127
CACNB2,CACNB2,0.9992125
MYNN,MYNN,0.9992125
HSPH1,HSPH1,0.99921167
AFG2A,AFG2A,0.99921155
TEKT2,TEKT2,0.9992111
RECK,RECK,0.99920994
SPMAP1,SPMAP1,0.9992099
GABBR1,GABBR1,0.9992093
MARK2,MARK2,0.9992075
CSTB,CSTB,0.99920607
SERPINA9,SERPINA9,0.9992055
C7orf78,C7orf78,0.9992047
PHLDB1,PHLDB1,0.9992045
INTS9,INTS9,0.9992044
TOPAZ1,TOPAZ1,0.99920386
PRG3,PRG3,0.9992037
NOX1,NOX1,0.99920267
DEF8,DEF8,0.99920183
ZHX2,ZHX2,0.9992011
DNASE2B,DNASE2B,0.999201
OR2D2,OR2D2,0.9992002
TGIF2LX,TGIF2LX,0.9991985
CENPI,CENPI,0.99919844
REN,REN,0.99919844
CCT6B,CCT6B,0.9991983
CFAP126,CFAP126,0.9991983
FABP2,FABP2,0.9991983
TRPC3,TRPC3,0.99919736
ZSCAN12,ZSCAN12,0.9991971
ZNFX1,ZNFX1,0.9991968
IRX6,IRX6,0.99919635
TAF1,TAF1,0.9991963
CCAR1,CCAR1,0.99919605
APOF,APOF,0.9991958
UPF2,UPF2,0.99919564
TANC2,TANC2,0.999195
TASOR,TASOR,0.999195
SLC4A11,SLC4A11,0.9991947
OR1A1,OR1A1,0.9991946
SHMT2,SHMT2,0.9991946
CDK5RAP1,CDK5RAP1,0.9991943
EHF,EHF,0.99919397
OR4Q2,OR4Q2,0.9991931
OR2J1,OR2J1,0.9991925
CACNA1F,CACNA1F,0.99919236
DAO,DAO,0.9991903
TACC2,TACC2,0.99918944
MYBL2,MYBL2,0.9991892
KRT74,KRT74,0.99918807
TPCN1,TPCN1,0.99918693
CNGA3,CNGA3,0.9991869
HYLS1,HYLS1,0.9991856
GAPDHS,GAPDHS,0.99918544
TAF1C,TAF1C,0.9991847
ZFP2,ZFP2,0.9991847
TBC1D5,TBC1D5,0.99918437
ZNF700,ZNF700,0.99918354
MTX3,MTX3,0.99918276
BPIFB3,BPIFB3,0.9991825
GAL3ST4,GAL3ST4,0.9991825
HOXD13,HOXD13,0.9991823
MLH3,MLH3,0.9991818
MTNAP1,MTNAP1,0.9991808
CRNN,CRNN,0.99918073
THUMPD3,THUMPD3,0.9991807
ADSL,ADSL,0.99918014
WFDC2,WFDC2,0.9991797
MFAP3,MFAP3,0.999179
ENOX2,ENOX2,0.9991782
BAZ1A,BAZ1A,0.9991774
PAPOLG,PAPOLG,0.999176
TAF8,TAF8,0.99917555
KRT76,KRT76,0.99917537
GLCCI1,GLCCI1,0.9991738
NLRP14,NLRP14,0.9991734
C5orf58,C5orf58,0.9991731
IMMT,IMMT,0.9991728
ASAP3,ASAP3,0.99917257
EML6,EML6,0.99917144
NOL10,NOL10,0.99917114
OR5M9,OR5M9,0.9991709
CR1L,CR1L,0.99917066
ARSL,ARSL,0.999169
CASP14,CASP14,0.99916893
ARF5,ARF5,0.99916846
CP,CP,0.999168
BDNF,BDNF,0.9991672
CNOT10,CNOT10,0.9991662
REV1,REV1,0.999166
COPG1,COPG1,0.9991651
RNF175,RNF175,0.99916494
RAB11FIP2,RAB11FIP2,0.99916154
NDST4,NDST4,0.9991608
MAP2K6,MAP2K6,0.9991605
BCLAF3,BCLAF3,0.9991604
CDC20,CDC20,0.9991597
MTMR1,MTMR1,0.99915946
RPS4Y1,RPS4Y1,0.99915904
NEK1,NEK1,0.9991583
BEND2,BEND2,0.99915755
C10orf67,C9H10orf67,0.99915737
PDILT,PDILT,0.99915653
IGDCC4,IGDCC4,0.9991564
DHX30,DHX30,0.9991553
CXXC1,CXXC1,0.999155
SLC35C1,SLC35C1,0.99915475
RGL2,RGL2,0.9991538
MTHFR,MTHFR,0.9991522
SETDB2,SETDB2,0.9991522
RSF1,RSF1,0.99915123
SF3A3,SF3A3,0.99915093
THEMIS2,THEMIS2,0.9991509
ZNF687,ZNF687,0.9991507
MYH3,MYH1,0.99915063
DENND1C,DENND1C,0.99915016
FBXO10,FBXO10,0.9991498
GARIN3,GARIN3,0.99914896
NIPA1,NIPA1,0.9991484
HMGB4,HMGB4,0.99914813
SV2C,SV2C,0.9991481
VWA5B2,VWA5B2,0.9991477
YTHDC1,YTHDC1,0.99914765
BICC1,BICC1,0.99914694
STEAP2,STEAP2,0.9991464
DIS3,DIS3,0.9991455
MANBA,MANBA,0.9991455
GLYATL3,GLYATL3,0.9991452
PIGS,PIGS,0.99914473
ZNF217,ZNF217,0.9991447
CTC1,CTC1,0.9991441
NAMPT,NAMPT,0.99914324
SLC4A5,SLC4A5,0.9991429
HRH2,HRH2,0.99914277
NECAB3,NECAB3,0.9991427
RCOR1,RCOR1,0.9991422
DEDD,DEDD,0.9991418
OIP5,OIP5,0.99914145
LRRC49,LRRC49,0.99914134
SMTN,SMTN,0.9991408
RILPL1,RILPL1,0.9991397
OR4D9,OR4D9,0.99913937
QARS1,QARS1,0.99913913
DAW1,DAW1,0.9991381
BMF,BMF,0.9991373
RPS6KA5,RPS6KA5,0.99913687
MFF,MFF,0.9991365
ZNF227,ZNF227,0.99913555
KDM1A,KDM1A,0.9991347
BLZF1,BLZF1,0.99913466
NFXL1,NFXL1,0.9991328
CDYL,CDYL,0.99913216
PREX2,PREX2,0.9991318
CCR10,CCR10,0.99913096
ZMYND11,ZMYND11,0.99913085
EZH1,EZH1,0.9991307
TMEM132B,TMEM132B,0.99913055
TSPOAP1,TSPOAP1,0.9991303
PRSS35,PRSS35,0.99912965
KIF20A,KIF20A,0.9991296
HKDC1,HKDC1,0.99912953
FUBP3,FUBP3,0.9991279
SCMH1,SCMH1,0.9991278
BRD7,BRD7,0.9991266
MFSD5,MFSD5,0.99912596
DNTTIP1,DNTTIP1,0.99912536
OR9Q2,OR9Q2,0.9991245
MALT1,MALT1,0.9991241
MRGPRF,MRGPRF,0.99912304
KIF22,KIF22,0.99912095
SPC25,SPC25,0.9991207
KLF1,KLF1,0.9991206
HMG20A,HMG20A,0.99912035
CBLN4,CBLN4,0.99912024
INTS7,INTS7,0.9991198
GCK,GCK,0.99911934
OR1Q1,OR1Q1,0.99911886
TRAV34,TRAV34,0.9991179
ARK2N,ARK2N,0.9991156
FBXO30,FBXO30,0.9991147
TEC,TEC,0.9991144
TRMT44,TRMT44,0.99911433
HERC5,HERC5,0.9991136
CBLL2,CBLL2,0.99911296
ATP6V1H,ATP6V1H,0.9991126
SULT2B1,SULT2B1,0.9991124
F12,F12,0.99911207
BZW1,BZW1,0.9991105
SLC51A,SLC51A,0.99911034
VARS2,VARS2,0.99911016
CDC6,CDC6,0.99910915
NUMA1,NUMA1,0.9991091
OR4D10,OR4D10,0.9991078
ZNF557,ZNF557,0.99910724
CT83,CT83,0.99910665
ARHGEF11,ARHGEF11,0.9991063
TGFBR3,TGFBR3,0.9991063
NEO1,NEO1,0.9991062
REL,REL,0.9991051
TUFM,TUFM,0.9991051
SNX30,SNX30,0.999105
OR51F1,OR51F1,0.99910474
RNF213,RNF213,0.99910396
ISG15,ISG15,0.99910367
ZNF367,ZNF367,0.99910367
FER1L6,FER1L6,0.99910206
CLMN,CLMN,0.9991018
GPR162,GPR162,0.9991017
CCNB3,CCNB3,0.9991014
RHOQ,RHOQ,0.99910134
NHEJ1,NHEJ1,0.9991013
GPRC5A,GPRC5A,0.9991011
L1CAM,L1CAM,0.9991006
SPSB2,SPSB2,0.99909997
HSDL2,HSDL2,0.9990995
KBTBD8,KBTBD8,0.9990993
HNRNPR,HNRNPR,0.99909884
KIAA0232,KIAA0232,0.99909836
EHBP1,EHBP1,0.9990978
RHOBTB2,RHOBTB2,0.99909693
GLI1,GLI1,0.9990968
OR4N5,OR4N5,0.99909633
LDB2,LDB2,0.99909556
DHH,DHH,0.99909484
LRRTM4,LRRTM4,0.99909467
EFR3A,EFR3A,0.9990946
DYSF,DYSF,0.9990944
OR2M4,OR2M4,0.9990939
VGLL3,VGLL3,0.99909335
PPM1N,PPM1N,0.9990931
PLXNA2,PLXNA2,0.9990909
CNTN6,CNTN6,0.99909025
SULT1B1,SULT1B1,0.9990899
SNX1,SNX1,0.9990898
SLC19A1,SLC19A1,0.9990894
PTPRD,PTPRD,0.99908847
AMPD2,AMPD2,0.9990878
GEMIN5,GEMIN5,0.9990876
CCDC70,CCDC70,0.9990874
BBS7,BBS7,0.9990866
MUC13,MUC13,0.9990856
LMNTD1,LMNTD1,0.9990853
ZIC5,ZIC5,0.9990838
PLA2G2E,PLA2G2E,0.9990835
ARHGEF6,ARHGEF6,0.9990822
HDAC2,HDAC2,0.9990817
TBC1D23,TBC1D23,0.99908125
BUB1,BUB1,0.9990811
TRBV7-3,TRBV7-3,0.9990804
CDH11,CDH11,0.9990788
ZNF808,ZNF808,0.9990784
SETD4,SETD4,0.99907815
PIK3R1,PIK3R1,0.9990781
CDH9,CDH9,0.999078
UGT1A8,UGT1A1,0.9990776
HDGFL3,HDGFL3,0.99907744
AADAT,AADAT,0.9990771
GSX1,GSX1,0.999077
BDP1,BDP1,0.9990755
RIT1,RIT1,0.9990752
PI4KB,PI4KB,0.99907345
MMEL1,MMEL1,0.99907327
STMN3,STMN3,0.99907315
SERPINA10,SERPINA10,0.99907285
TRBV15,TRBV15,0.99907166
DCX,DCX,0.9990716
C1QTNF6,C1QTNF6,0.99907136
OR6M1,OR6M1,0.9990713
OR1M1,OR1M1,0.9990683
GCNT3,GCNT3,0.99906784
ZCWPW2,ZCWPW2,0.99906594
OR1E1,OR1E1,0.999064
ZNF555,ZNF555,0.9990639
MTR,MTR,0.99906373
ABCG5,ABCG5,0.9990637
SSBP3,SSBP3,0.99906194
TRIM24,TRIM24,0.99906176
LSM14A,LSM14A,0.9990612
TERB2,TERB2,0.9990602
ACSL1,ACSL1,0.9990598
FAR2,FAR2,0.99905944
HK2,HK2,0.99905896
AK1,AK1,0.99905807
PSORS1C2,PSORS1C2,0.99905807
AKAP13,AKAP13,0.9990571
GUCY1A2,GUCY1A2,0.99905705
TFPI,TFPI,0.99905676
MKI67,MKI67,0.9990546
GCC2,GCC2,0.9990543
PLCG2,PLCG2,0.99905217
C3orf62,C2H3orf62,0.9990516
GDF3,GDF3,0.99905133
TRAF5,TRAF5,0.99905103
HMOX1,HMOX1,0.9990468
RABEPK,RABEPK,0.9990468
TTPA,TTPA,0.9990462
ZNF107,ZNF107,0.99904597
KRBA2,KRBA2,0.99904567
SBK3,SBK3,0.9990455
MSH2,MSH2,0.9990445
SEMA4F,SEMA4F,0.9990443
PDE9A,PDE9A,0.9990433
SEC23A,SEC23A,0.9990412
NPHP1,NPHP1,0.9990411
MCF2L2,MCF2L2,0.9990408
TRIM59,TRIM59,0.9990399
FBXL4,FBXL4,0.99903876
C1QL2,C1QL2,0.99903786
MAMDC2,MAMDC2,0.99903744
SLC22A3,SLC22A3,0.99903613
ASAP2,ASAP2,0.9990354
OR8B4,OR8B4,0.9990354
PRKCI,PRKCI,0.99903476
RSAD1,RSAD1,0.9990345
NOL8,NOL8,0.9990341
PKN2,PKN2,0.99903166
SPINK4,SPINK4,0.9990315
SCN5A,SCN5A,0.9990312
AAAS,AAAS,0.9990311
SUPT5H,SUPT5H,0.999031
USP16,USP16,0.9990309
DLGAP3,DLGAP3,0.9990305
OR6B3,OR6B3,0.99903035
IVD,IVD,0.9990294
ANKUB1,ANKUB1,0.99902886
PDE7B,PDE7B,0.99902874
PCYT1A,PCYT1A,0.9990287
LRRC31,LRRC31,0.9990281
PHACTR3,PHACTR3,0.9990273
OR5F1,OR5F1,0.9990253
ZNF577,ZNF577,0.99902415
XPO6,XPO6,0.9990234
DNM2,DNM2,0.9990225
PNPLA7,PNPLA7,0.9990225
DDX27,DDX27,0.9990219
MSC,MSC,0.99902123
BARX1,BARX1,0.9990212
TFAP2A,TFAP2A,0.9990206
FAM151B,FAM151B,0.9990196
NR2C2,NR2C2,0.9990193
TMEM213,TMEM213,0.9990192
SLC26A3,SLC26A3,0.99901885
RPAP3,RPAP3,0.9990185
TRIM26,TRIM26,0.9990178
RALGPS2,RALGPS2,0.99901766
PRICKLE1,PRICKLE1,0.9990174
AJUBA,AJUBA,0.9990172
P3H1,P3H1,0.9990169
OR1I1,OR1I1,0.99901664
TTLL2,TTLL2,0.99901503
SPATA12,SPATA12,0.9990145
PLAAT5,PLAAT5,0.99901396
AMOTL2,AMOTL2,0.99901384
ABCC4,ABCC4,0.9990137
NEK8,NEK8,0.99901366
RAB3C,RAB3C,0.99901295
ABT1,ABT1,0.99901205
CNKSR2,CNKSR2,0.9990119
EIF5B,EIF5B,0.9990112
INTS10,INTS10,0.99901015
BTRC,BTRC,0.9990092
PICK1,PICK1,0.9990089
BACH2,BACH2,0.99900794
UFD1,UFD1,0.99900734
ALPI,ALPI,0.999007
TMEM52B,TMEM52B,0.99900436
ZNF484,ZNF484,0.9990039
RUBCN,RUBCN,0.9990035
PGGHG,PGGHG,0.99900335
UBE4A,UBE4A,0.99900204
SLCO2B1,SLCO2B1,0.9990017
CDC14C,CDC14C,0.9990016
TOGARAM2,TOGARAM2,0.9990014
TAOK2,TAOK2,0.999001
TRIM63,TRIM63,0.99900025
MDFIC2,MDFIC2,0.9989991
UBALD2,UBALD2,0.99899894
ELOVL4,ELOVL4,0.9989989
OR10Z1,OR10Z1,0.99899775
AHR,AHR,0.99899614
BCL6,BCL6,0.9989931
FRK,FRK,0.99899286
SLCO6A1,SLCO6A1,0.9989923
PHF20L1,PHF20L1,0.99899197
PPFIBP2,PPFIBP2,0.99899185
FGB,FGB,0.998991
PTPRG,PTPRG,0.99898916
RRM1,RRM1,0.998989
PDZD11,PDZD11,0.9989887
CD2AP,CD2AP,0.9989886
EXOC7,EXOC7,0.99898815
RINT1,RINT1,0.99898815
MTA3,MTA3,0.99898744
NUS1,NUS1,0.99898684
EEF2K,EEF2K,0.9989868
OR4D5,OR4D5,0.99898565
ZMIZ1,ZMIZ1,0.99898547
CLEC4F,CLEC4F,0.9989846
MAP3K12,MAP3K12,0.9989841
SNX14,SNX14,0.99898356
CDC42BPA,CDC42BPA,0.998983
ITGA3,ITGA3,0.9989827
SOAT1,SOAT1,0.9989827
SLC44A4,SLC44A4,0.9989825
DAXX,DAXX,0.9989822
OOSP4B,OOSP4B,0.99898195
PHKA2,PHKA2,0.9989816
CENPW,CENPW,0.99898154
CUL2,CUL2,0.99898064
ABCA1,ABCA1,0.9989782
CDH16,CDH16,0.9989782
CTNNB1,CTNNB1,0.99897784
RARRES1,RARRES1,0.9989778
UNC13D,UNC13D,0.9989762
SH3GL2,SH3GL2,0.99897593
ZDHHC7,ZDHHC7,0.99897534
CST5,CST5,0.99897504
PCIF1,PCIF1,0.9989747
MOV10,MOV10,0.99897444
PRPF18,PRPF18,0.9989734
SENP5,SENP5,0.99897325
IRAG1,IRAG1,0.9989731
DGCR8,DGCR8,0.9989727
SPATS2L,SPATS2L,0.9989724
PTH,PTH,0.99897176
ANLN,ANLN,0.99897134
PINK1,PINK1,0.9989712
EPO,EPO,0.99897116
ZNF500,ZNF500,0.9989701
ADGRG1,ADGRG1,0.99897
VPS13C,VPS13C,0.9989699
UTY,UTY,0.9989696
OGFOD1,OGFOD1,0.99896735
CFAP43,CFAP43,0.9989649
UCN2,UCN2,0.99896485
PRR14,PRR14,0.9989643
EPN2,EPN2,0.99896336
NUAK1,NUAK1,0.99896306
PRDM10,PRDM10,0.99896306
CCNDBP1,CCNDBP1,0.998963
KIRREL3,KIRREL3,0.99896264
DBF4,DBF4,0.99896246
SCG3,SCG3,0.9989624
LENG8,LENG8,0.9989621
SGSM1,SGSM1,0.9989608
C8orf88,C8H8orf88,0.99896014
SCGB3A1,SCGB3A1,0.99895954
ZFYVE21,ZFYVE21,0.9989594
TTC21B,TTC21B,0.9989589
ATXN2L,ATXN2L,0.99895775
CSNK1G1,CSNK1G1,0.9989568
ATG16L1,ATG16L1,0.99895483
MMS22L,MMS22L,0.99895346
GMNN,GMNN,0.9989527
PGP,PGP,0.9989526
SERPINB12,SERPINB12,0.99895173
MORC2,MORC2,0.99895006
PLEKHA4,PLEKHA4,0.9989499
PRR3,PRR3,0.9989498
ZSCAN16,ZSCAN16,0.99894917
RFX6,RFX6,0.99894893
MDGA2,MDGA2,0.99894863
NCAM1,NCAM1,0.9989483
LHX3,LHX3,0.99894774
ICOSLG,ICOSLG,0.9989474
ESRRG,ESRRG,0.99894685
OLAH,OLAH,0.9989465
SYT4,SYT4,0.9989464
RAD17,RAD17,0.99894536
MLN,MLN,0.9989451
ETV3L,ETV3L,0.9989447
GOLGA2,GOLGA2,0.9989447
RBM6,RBM6,0.9989441
CD163L1,CD163L1,0.9989436
VDAC2,VDAC2,0.9989436
HDLBP,HDLBP,0.99894303
PHACTR4,PHACTR4,0.99894255
OSBPL6,OSBPL6,0.9989424
UCP2,UCP2,0.99894214
FCRL5,FCRL5,0.99894184
NAPA,NAPA,0.998941
AMIGO3,AMIGO3,0.99894065
UBAP1,UBAP1,0.99894035
NPY2R,NPY2R,0.9989402
VPS50,VPS50,0.99894017
PCGF5,PCGF5,0.99893934
CD101,CD101,0.9989374
GIMAP2,GIMAP2,0.99893594
PHAF1,PHAF1,0.99893516
SLC52A2,SLC52A2,0.998935
ATF6B,ATF6B,0.9989347
CYLC2,CYLC2,0.99893385
MAP3K13,MAP3K13,0.9989331
ZNF583,ZNF583,0.9989319
PRDM16,PRDM16,0.9989312
RORA,RORA,0.9989308
CLDN16,CLDN16,0.99893004
PSMD12,PSMD12,0.9989299
LPAR2,LPAR2,0.9989294
ANKRD44,ANKRD44,0.998929
IFT122,IFT122,0.99892867
KRT26,KRT26,0.99892765
KPNA3,KPNA3,0.99892604
TPSG1,TPSG1,0.9989253
TBPL2,TBPL2,0.99892515
NMU,NMU,0.9989251
UNC5B,UNC5B,0.9989245
ARHGAP26,ARHGAP26,0.99892443
ZNF16,ZNF16,0.9989236
IREB2,IREB2,0.9989235
SELE,SELE,0.9989231
OR2Y1,OR2Y1,0.9989227
LRRC8B,LRRC8B,0.99892235
CACNB4,CACNB4,0.99892175
ADH1B,ADH1B,0.9989217
KCNAB2,KCNAB2,0.9989212
LRP6,LRP6,0.99892116
NOTO,NOTO,0.99891984
NFE2L1,NFE2L1,0.998918
MVD,MVD,0.99891764
PTAR1,PTAR1,0.9989172
PKLR,PKLR,0.9989164
GPAT4,GPAT4,0.9989158
SLC17A9,SLC17A9,0.9989155
DPM1,DPM1,0.99891543
TAAR5,TAAR5,0.9989153
JAZF1,JAZF1,0.99891394
TGS1,TGS1,0.99891317
CCDC190,CCDC190,0.9989129
POPDC2,POPDC2,0.99891216
TRUB2,TRUB2,0.99891204
PDIA4,PDIA4,0.9989117
OR6Y1,OR6P1,0.998911
PLEK,PLEK,0.9989109
SRRT,SRRT,0.99890995
CPLANE1,CPLANE1,0.9989091
C2orf49,C13H2orf49,0.99890894
TAF12,TAF12,0.998908
OR1J1,OR1J1,0.9989076
GARNL3,GARNL3,0.9989072
CDH1,CDH1,0.99890715
IGLV9-49,IGLV9-49,0.9989065
PAFAH2,PAFAH2,0.99890643
SERPIND1,SERPIND1,0.99890584
SP100,SP100,0.99890393
SFMBT1,SFMBT1,0.9989034
H2BW2,H2BW2A,0.9989026
NRF1,NRF1,0.9989021
OR4K13,OR4K13,0.9989021
WDR59,WDR59,0.99890184
ITPA,ITPA,0.9989017
SLC4A9,SLC4A9,0.99890167
ARFGEF3,ARFGEF3,0.9989002
PYGL,PYGL,0.99889994
ACO2,ACO2,0.998899
LRG1,LRG1,0.99889743
TOP2B,TOP2B,0.9988959
HELZ,HELZ,0.9988957
COX2,COX2,0.99889404
RAD51AP2,RAD51AP2,0.9988939
TRIM46,TRIM46,0.99889386
PIBF1,PIBF1,0.9988932
ADAMTS18,ADAMTS18,0.998893
SFR1,SFR1,0.9988927
TRMT1L,TRMT1L,0.99889237
CEPT1,CEPT1,0.9988923
TBC1D20,TBC1D20,0.99889225
PDE1A,PDE1A,0.9988922
GRN,GRN,0.99889207
GPATCH1,GPATCH1,0.9988899
PRPF8,PRPF8,0.9988894
ZNF540,ZNF540,0.9988892
SLC5A2,SLC5A2,0.9988887
AXL,AXL,0.9988886
ZNF384,ZNF384,0.9988885
ANK2,ANK2,0.9988877
SESN2,SESN2,0.99888766
CHRNA6,CHRNA6,0.99888676
MED23,MED23,0.99888575
GNE,GNE,0.99888545
MARCHF5,MARCHF5,0.9988851
PHKG1,PHKG1,0.99888474
KIAA0930,KIAA0930,0.9988842
ITFG1,ITFG1,0.9988835
MTPAP,MTPAP,0.9988829
GEN1,GEN1,0.9988818
ACIN1,ACIN1,0.9988815
PNLIPRP3,PNLIPRP3,0.9988804
EXOSC8,EXOSC8,0.9988803
TTF1,TTF1,0.998879
STXBP5,STXBP5,0.9988789
FADD,FADD,0.998878
PCDH10,PCDH10,0.99887776
OR10G7,OR10G7,0.9988762
PLB1,PLB1,0.998875
ACTR1A,ACTR1A,0.9988745
ADAM19,ADAM19,0.9988744
USH1C,USH1C,0.9988734
MTERF4,MTERF4,0.9988728
EML4,EML4,0.9988721
EIF2D,EIF2D,0.99887186
OR13G1,OR13G1,0.99887145
TIMM10B,TIMM10B,0.9988709
CNTLN,CNTLN,0.9988701
METAP1D,METAP1D,0.99887
MROH2A,MROH2A,0.9988692
XAF1,XAF1,0.99886906
OR51V1,OR51V1,0.998868
PRR20G,PRR20G,0.99886733
CREB1,CREB1,0.9988667
C14orf39,C7H14orf39,0.99886614
IFNB1,IFNB1,0.9988654
DENND2C,DENND2C,0.99886376
EML1,EML1,0.99886304
VCL,VCL,0.9988617
GOLPH3L,GOLPH3L,0.9988616
FUT5,FUT5,0.9988615
ASB6,ASB6,0.99886143
RASAL2,RASAL2,0.9988609
ZNF546,ZNF546,0.9988607
FBXO34,FBXO34,0.99886
NLRC3,NLRC3,0.9988583
RBM44,RBM44,0.9988576
RHOXF1,RHOXF1,0.99885756
GC,GC,0.99885285
MIPEP,MIPEP,0.99884874
PRKACB,PRKACB,0.99884874
FAM240C,FAM240C,0.9988486
FRS2,FRS2,0.9988482
ACTR8,ACTR8,0.99884653
FAM13B,FAM13B,0.9988464
ZSCAN31,ZSCAN31,0.998846
ADAMTSL4,ADAMTSL4,0.99884474
RGS17,RGS17,0.9988446
NOL7,NOL7,0.99884367
KCNJ5,KCNJ5,0.9988429
BAZ1B,BAZ1B,0.99884236
USP40,USP40,0.9988423
EHMT2,EHMT2,0.9988421
MAP7,MAP7,0.99884194
XRCC4,XRCC4,0.9988415
SPP1,SPP1,0.9988404
SPATA46,SPATA46,0.99884003
ARMC9,ARMC9,0.99883986
C2orf78,C13H2orf78,0.9988386
MYLK2,MYLK2,0.99883735
GPX7,GPX7,0.99883723
GPR37L1,GPR37L1,0.99883634
JUP,JUP,0.9988358
SLC16A14,SLC16A14,0.9988352
PHF3,PHF3,0.9988336
SBNO1,SBNO1,0.9988336
TRAF3,TRAF3,0.9988332
HNRNPD,HNRNPD,0.9988331
MYBBP1A,MYBBP1A,0.99883246
UBFD1,UBFD1,0.99883246
SPATA31H1,SPATA31H1,0.9988315
EDNRB,EDNRB,0.99883133
NAIP,NAIP,0.99883133
RAC1,RAC1,0.9988307
GPX6,GPX6,0.99883026
CHD4,CHD4,0.99882996
MFSD2A,MFSD2A,0.9988288
CASP8AP2,CASP8AP2,0.9988287
CHD1,CHD1,0.9988279
ERCC8,ERCC8,0.9988264
CCDC198,CCDC198,0.9988255
CHUK,CHUK,0.99882364
TC2N,TC2N,0.9988227
USP19,USP19,0.9988214
CALCOCO2,CALCOCO2,0.9988207
ATMIN,ATMIN,0.9988202
CSN3,CSN3,0.9988187
BMX,BMX,0.9988168
STAP2,STAP2,0.9988163
HTATSF1,HTATSF1,0.99881625
CSF3R,CSF3R,0.9988161
