gorillas gene name,rhesus_macaques gene name,correlation
NPHS1,NPHS1,0.99840313
H2BC14,H2BC14,0.998403
C10orf71,C9H10orf71,0.9984018
PDIA4,PDIA4,0.9984013
FRS3,FRS3,0.99840105
ALKBH1,ALKBH1,0.99840057
SPEGNB,SPEGNB,0.9983996
ADORA2B,ADORA2B,0.99839956
CACNB3,CACNB3,0.99839944
SYK,SYK,0.9983991
BTRC,BTRC,0.9983978
PTCHD4,PTCHD4,0.9983969
SLC12A6,SLC12A6,0.9983967
SFT2D1,SFT2D1,0.9983963
PIK3R1,PIK3R1,0.99839556
ZBED2,ZBED2,0.99839544
ZNF280B,ZNF280B,0.99839544
DDB1,DDB1,0.99839467
HOMEZ,HOMEZ,0.9983945
SLC16A9,SLC16A9,0.99839395
ELAVL2,ELAVL2,0.9983931
HTR1F,HTR1F,0.99839246
EFCAB12,EFCAB12,0.9983917
C6orf120,C4H6orf120,0.9983912
GYS1,GYS1,0.99839115
TBC1D22B,TBC1D22B,0.99839044
ANOS1,ANOS1,0.9983904
TRAF1,TRAF1,0.99839026
CYCS,CYCS,0.99838966
AADACL2,AADACL2,0.9983894
CCDC69,CCDC69,0.9983892
MEIS1,MEIS1,0.9983892
SOX15,SOX15,0.99838877
TERB1,TERB1,0.99838805
GALNT14,GALNT14,0.99838793
PSPN,PSPN,0.9983864
NTN5,NTN5,0.998386
SNTB1,SNTB1,0.9983845
MDM1,MDM1,0.99838436
ANKRD31,ANKRD31,0.99838376
EHMT2,EHMT2,0.99838245
FKBP15,FKBP15,0.9983823
BAG4,BAG4,0.9983822
NUP210,NUP210,0.99838173
DOCK7,DOCK7,0.99838066
FAM114A1,FAM114A1,0.9983778
LGI3,LGI3,0.99837554
THEMIS,THEMIS,0.9983746
EPOP,EPOP,0.9983745
SUPV3L1,SUPV3L1,0.99837387
MORC2,MORC2,0.9983735
ICE1,ICE1,0.99837345
UBQLN3,UBQLN3,0.9983731
KIFAP3,KIFAP3,0.9983726
PSMG3,PSMG3,0.9983722
DCC,DCC,0.9983718
KRT74,KRT74,0.99837154
NAV2,NAV2,0.9983713
UTP15,UTP15,0.99837035
A4GALT,A4GALT,0.99836975
BBS7,BBS7,0.9983694
FAM184B,FAM184B,0.9983694
KRT75,KRT75,0.99836916
EHF,EHF,0.99836814
ATAD1,ATAD1,0.9983674
FOXR1,FOXR1,0.9983667
BTBD6,BTBD6,0.99836606
ANGPTL5,ANGPTL5,0.99836576
SPTA1,SPTA1,0.9983657
NIM1K,NIM1K,0.99836564
FBXO34,FBXO34,0.9983648
HMGXB3,HMGXB3,0.9983642
PCDHB6,PCDHB6,0.9983639
CRISPLD2,CRISPLD2,0.99836385
SPMIP4,SPMIP4,0.9983638
ADAMTS1,ADAMTS1,0.998363
CKAP2L,CKAP2L,0.99836284
ZNF407,ZNF407,0.9983628
CTC1,CTC1,0.9983622
TCF23,TCF23,0.9983622
IDH3B,IDH3B,0.99836177
FREM3,FREM3,0.9983617
CEP126,CEP126,0.9983615
SLC34A2,SLC34A2,0.998361
EPB41L4A,EPB41L4A,0.99836046
PTPRN,PTPRN,0.99835795
PTH1R,PTH1R,0.9983567
MAPK1IP1L,MAPK1IP1L,0.9983561
LRRC26,LRRC26,0.9983558
MPL,MPL,0.99835575
SH2D3C,SH2D3C,0.9983553
ZNF622,ZNF622,0.99835515
CFAP96,CFAP96,0.99835336
COL2A1,COL2A1,0.99835336
SCN10A,SCN10A,0.99835306
TP53BP1,TP53BP1,0.9983521
TMEM174,TMEM174,0.99835193
EML1,EML1,0.9983515
PAWR,PAWR,0.9983515
SEC13,SEC13,0.99834955
SPTAN1,SPTAN1,0.99834955
PPP2R3A,PPP2R3A,0.9983493
ADAT2,ADAT2,0.9983486
PCSK1N,PCSK1N,0.99834764
CXXC1,CXXC1,0.9983473
ADAM21,ADAM21,0.99834704
TBX22,TBX22,0.99834704
TRIML1,TRIML1,0.9983455
ZKSCAN2,ZKSCAN2,0.9983439
ANKRD13D,ANKRD13D,0.9983436
KIF21B,KIF21B,0.9983433
SMARCA4,SMARCA4,0.9983428
HIP1,HIP1,0.9983417
VSIG2,VSIG2,0.99834067
NCOA2,NCOA2,0.99833894
PEX11B,PEX11B,0.99833846
METTL3,METTL3,0.9983383
GNB2,GNB2,0.9983381
LPCAT2,LPCAT2,0.9983375
PLVAP,PLVAP,0.9983368
RNF180,RNF180,0.9983359
PDCD4,PDCD4,0.9983354
CDH8,CDH8,0.99833536
PHAF1,PHAF1,0.9983353
MYL4,MYL4,0.99833506
CASKIN2,CASKIN2,0.99833465
KIF20A,KIF20A,0.9983338
RILPL1,RILPL1,0.9983336
WDR59,WDR59,0.99833155
KCNC1,KCNC1,0.9983315
GLDN,GLDN,0.99832976
DLEC1,DLEC1,0.9983282
WDR76,WDR76,0.99832815
IFT57,IFT57,0.99832714
SERINC3,SERINC3,0.99832636
COL13A1,COL13A1,0.99832606
SIX2,SIX2,0.9983257
TAOK1,TAOK1,0.9983248
KIAA0513,KIAA0513,0.99832445
ROBO2,ROBO2,0.99832386
ZNF213,ZNF213,0.99832237
CETN3,CETN3,0.998321
SLC35F1,SLC35F1,0.9983202
C18orf63,C18H18orf63,0.9983198
ZNF836,ZNF836,0.9983193
HDAC9,HDAC9,0.99831533
SENP7,SENP7,0.99831516
OR2W1,OR2W1,0.9983151
HIP1R,HIP1R,0.998315
SPPL3,SPPL3,0.9983148
MRGPRF,MRGPRF,0.99831426
FGF3,FGF3,0.99831355
GHRH,GHRH,0.9983129
PIAS2,PIAS2,0.99831265
RBMX2,RBMX2,0.99831265
NEURL1,NEURL1,0.99831206
OR4K1,OR4K1,0.99830896
CHDH,CHDH,0.9983075
SDHAF1,SDHAF1,0.9983055
HEXIM2,HEXIM2,0.998305
HOXB2,HOXB2,0.99830496
RPE65,RPE65,0.99830365
EPS8,EPS8,0.9983029
SLC22A8,SLC22A8,0.99830264
TEF,TEF,0.9983018
CNGA3,CNGA3,0.9983011
TP53INP2,TP53INP2,0.998301
GPR19,GPR19,0.9983008
CGGBP1,CGGBP1,0.99830073
VIPAS39,VIPAS39,0.99830043
SYNDIG1,SYNDIG1,0.9983004
PGLYRP3,PGLYRP3,0.9982998
DNTT,DNTT,0.99829745
RAB11A,RAB11A,0.99829733
ARID3C,ARID3C,0.9982969
PLEC,PLEC,0.998296
PREP,PREP,0.99829596
PRICKLE1,PRICKLE1,0.99829596
KRT20,KRT20,0.9982955
C19orf47,C19H19orf47,0.9982954
ZNF329,ZNF329,0.9982952
WAS,WAS,0.9982951
TSPYL4,TSPYL4,0.99829465
IPMK,IPMK,0.9982936
TBX19,TBX19,0.9982935
HRH1,HRH1,0.99829316
ASB3,ASB3,0.99829257
MFSD14B,MFSD14B,0.9982913
CIDEB,CIDEB,0.99829096
ADGRG6,ADGRG6,0.9982909
NRBP1,NRBP1,0.9982896
GALR2,GALR2,0.99828655
AHCY,AHCY,0.9982862
F11,F11,0.9982857
LNX1,LNX1,0.9982839
OCRL,OCRL,0.9982839
A2M,PZP,0.99828374
SEMA4C,SEMA4C,0.9982837
ERI3,ERI3,0.99828196
DGCR2,DGCR2,0.99828184
GPR20,GPR20,0.9982814
PPM1B,PPM1B,0.9982804
CPO,CPO,0.9982796
RD3L,RD3L,0.9982792
SCMH1,SCMH1,0.9982788
PYGO2,PYGO2,0.9982786
PTGER4,PTGER4,0.99827796
ERCC4,ERCC4,0.9982773
TSTD2,TSTD2,0.9982772
NCKAP5L,NCKAP5L,0.998277
ADAMTS20,ADAMTS20,0.9982764
PLXND1,PLXND1,0.9982758
ATG7,ATG7,0.99827474
ZNF512B,ZNF512B,0.99827445
GPR37L1,GPR37L1,0.9982724
TEX52,TEX52,0.9982723
INSL5,INSL5,0.9982718
APBA3,APBA3,0.9982707
SP9,SP9,0.99827003
CCDC51,CCDC51,0.9982697
CCDC120,CCDC120,0.9982673
GLP2R,GLP2R,0.9982673
RNF169,RNF169,0.9982665
GMEB1,GMEB1,0.9982663
SLC39A6,SLC39A6,0.99826604
CNTROB,CNTROB,0.9982649
CUL2,CUL2,0.9982641
ABCC2,ABCC2,0.99826366
LMTK2,LMTK2,0.99826324
RASSF7,RASSF7,0.99826306
FABP4,FABP4,0.9982625
SPATA6,SPATA6,0.9982622
TEKT5,TEKT5,0.99826115
METTL16,METTL16,0.9982609
BACH2,BACH2,0.9982606
PRPF4B,PRP4K,0.9982586
GTF2H1,GTF2H1,0.9982576
CCDC127,CCDC127,0.99825704
PGM3,PGM3,0.9982568
ATXN2L,ATXN2L,0.9982559
TANGO6,TANGO6,0.99825436
TNRC6C,TNRC6C,0.99825376
MPZL2,MPZL2,0.9982535
CCDC87,CCDC87,0.9982526
RNF175,RNF175,0.9982481
SLK,SLK,0.9982475
THUMPD3,THUMPD3,0.99824744
VEGFD,VEGFD,0.99824625
ZFP36,ZFP36,0.9982456
RGS13,RGS13,0.9982449
TJAP1,TJAP1,0.99824387
ORC1,ORC1,0.9982435
SYBU,SYBU,0.99824333
FGF10,FGF10,0.9982407
LPIN3,LPIN3,0.99824065
EXO1,EXO1,0.9982397
SF3A3,SF3A3,0.99823916
LENG8,LENG8,0.998239
DNMT3A,DNMT3A,0.9982384
SPDEF,SPDEF,0.99823815
TRIM50,TRIM50,0.99823475
TIGD6,TIGD6,0.9982347
CCT8,CCT8,0.9982346
TMEM132B,TMEM132B,0.99823445
AGFG1,AGFG1,0.9982342
FOXI1,FOXI1,0.99823296
SPHK1,SPHK1,0.99823296
MEN1,MEN1,0.9982325
CNTN6,CNTN6,0.99823195
SLC7A11,SLC7A11,0.9982311
ZBTB20,ZBTB20,0.9982309
DCLK2,DCLK2,0.9982298
OLIG3,OLIG3,0.99822867
GAS2L3,GAS2L3,0.9982264
PCCA,PCCA,0.99822634
ABCC11,ABCC11,0.99822515
JMJD1C,JMJD1C,0.99822426
OR6C4,OR6C4,0.99822396
OR4K17,OR4K17,0.9982226
ZEB1,ZEB1,0.9982214
ADPRM,ADPRM,0.9982207
OVCH2,OVCH2,0.9982205
FFAR1,FFAR1,0.99822015
WFIKKN1,WFIKKN1,0.99822
RTP1,RTP1,0.99821985
SEMA4F,SEMA4F,0.9982194
SHCBP1,SHCBP1,0.99821895
WDR83,WDR83,0.9982179
TRMT10A,TRMT10A,0.998215
MARCHF3,MARCHF3,0.9982146
ANAPC5,ANAPC5,0.9982137
CYP7A1,CYP7A1,0.9982104
OR8K1,OR8K1,0.99820966
DHX30,DHX30,0.99820864
ADRA1A,ADRA1A,0.9982079
RPL7,RPL7,0.99820673
MAMDC2,MAMDC2,0.9982056
ZNF516,ZNF516,0.99820524
PRR15L,PRR15L,0.99820375
AVPR2,AVPR2,0.99820286
WWC3,WWC3,0.9982023
TAF10,TAF10,0.9982015
PLCG1,PLCG1,0.9982012
MAGEE2,MAGEE2,0.9982011
EFTUD2,EFTUD2,0.99819994
CCDC14,CCDC14,0.9981994
NOP56,NOP56,0.99819887
MARK1,MARK1,0.99819595
PATL2,PATL2,0.9981958
EXOSC10,EXOSC10,0.99819475
MYO18B,MYO18B,0.9981936
TRAF7,TRAF7,0.99819046
DHRS7C,DHRS7C,0.99818677
EXO5,EXO5,0.9981864
MAP1A,MAP1A,0.9981863
RPS6KA3,RPS6KA3,0.99818575
AGL,AGL,0.99818504
FOXL3,FOXL3,0.9981846
ESRP1,ESRP1,0.99818456
GPR68,GPR68,0.9981844
ZMYND8,ZMYND8,0.99818367
ICA1,ICA1,0.99818355
SKI,SKI,0.9981833
POLG2,POLG2,0.99818283
PIGN,PIGN,0.99818265
SLC38A1,SLC38A1,0.9981819
CLOCK,CLOCK,0.9981815
TSPYL1,TSPYL1,0.9981799
GRID1,GRID1,0.9981796
SCYL3,SCYL3,0.9981792
KIAA0232,KIAA0232,0.99817836
ERCC6L,ERCC6L,0.99817795
MFF,MFF,0.9981756
TFIP11,TFIP11,0.998175
OSBPL6,OSBPL6,0.9981741
FAM200A,FAM200A,0.99817353
HOOK1,HOOK1,0.99817234
CLIC3,CLIC3,0.99817216
PPP1R3A,PPP1R3A,0.99817103
BAIAP2,BAIAP2,0.9981704
PRF1,PRF1,0.9981679
TPBG,TPBG,0.9981662
ZNF217,ZNF217,0.9981655
HR,HR,0.99816525
PRPF4,PRPF4,0.99816334
AFAP1L1,AFAP1L1,0.99816144
ABHD15,ABHD15,0.99816054
PTPN18,PTPN18,0.99815995
CHRNA10,CHRNA10,0.99815804
SLC40A1,SLC40A1,0.9981575
MTDH,MTDH,0.9981569
TIMM29,TIMM29,0.9981567
SRPX,SRPX,0.9981548
KPRP,KPRP,0.9981539
LIM2,LIM2,0.9981539
DPYSL2,DPYSL2,0.9981529
SMIM13,SMIM13,0.9981528
LINS1,LINS1,0.9981523
SRBD1,SRBD1,0.99815065
PAQR7,PAQR7,0.9981504
SLIT2,SLIT2,0.99814856
TMCC2,TMCC2,0.998146
ARHGAP10,ARHGAP10,0.99814594
PRKCG,PRKCG,0.9981451
MRPL57,MRPL57,0.99814475
MFN1,MFN1,0.9981446
FRMPD3,FRMPD3,0.9981445
PTGES2,PTGES2,0.9981445
MX1,MX1,0.9981419
PDE4A,PDE4A,0.99814165
SIGLEC15,SIGLEC15,0.99814093
TOR4A,TOR4A,0.9981402
PSD2,PSD2,0.9981383
ALX3,ALX3,0.9981365
C8A,C8A,0.99813634
RXFP3,RXFP3,0.9981363
GALNT1,GALNT1,0.9981361
STC2,STC2,0.99813557
GTF2F2,GTF2F2,0.9981352
OSER1,OSER1,0.9981336
DDI1,DDI1,0.9981332
TLR3,TLR3,0.99813277
FAM124A,FAM124A,0.998132
ZIC4,ZIC4,0.9981315
EP300,EP300,0.99813086
C3,C3,0.99813044
FRAT1,FRAT1,0.99812996
ETV6,ETV6,0.9981299
SLC30A10,SLC30A10,0.9981298
RAB19,RAB19,0.99812865
SPEF1,SPEF1,0.99812865
RBBP9,RBBP9,0.9981286
LRRC24,LRRC24,0.9981269
CD83,CD83,0.99812603
HNRNPLL,HNRNPLL,0.99812603
SPAG5,SPAG5,0.9981238
SLC36A4,SLC36A4,0.9981233
PROM1,PROM1,0.99812305
ARHGEF16,ARHGEF16,0.99812114
KCNV2,KCNV2,0.9981208
SEC23IP,SEC23IP,0.99812067
PAG1,PAG1,0.99812007
FYCO1,FYCO1,0.9981192
CEBPZ,CEBPZ,0.99811876
ZYG11A,ZYG11A,0.9981179
LSG1,LSG1,0.9981173
MARCHF1,MARCHF1,0.9981168
SFR1,SFR1,0.99811673
SCN2A,SCN2A,0.99811655
PTPRA,PTPRA,0.9981163
MCAM,MCAM,0.99811625
TATDN2,TATDN2,0.99811625
PRKX,PRKX,0.99811506
RASSF9,RASSF9,0.9981147
PADI6,PADI6,0.99811405
TRPV5,TRPV5,0.9981135
SAP30BP,SAP30BP,0.9981131
MSH2,MSH2,0.9981129
AKAP8,AKAP8,0.9981125
TBX15,TBX15,0.9981125
ZGRF1,ZGRF1,0.9981125
TBC1D32,TBC1D32,0.99811244
MLH3,MLH3,0.9981123
MEDAG,MEDAG,0.99810845
POLR2B,POLR2B,0.9981074
GDF11,GDF11,0.99810725
ITIH2,ITIH2,0.99810696
NECTIN2,NECTIN2,0.9981055
DLGAP5,DLGAP5,0.99810517
TMEM63A,TMEM63A,0.99810505
CFAP97D1,CFAP97D1,0.9981046
CEP63,CEP63,0.99810326
MAP7D1,MAP7D1,0.9980994
DLG3,DLG3,0.9980993
ZFP2,ZFP2,0.9980993
CROT,CROT,0.99809873
NAMPT,NAMPT,0.998098
DICER1,DICER1,0.9980965
VPS29,VPS29,0.99809563
PRSS35,PRSS35,0.9980953
GIP,GIP,0.9980949
BLMH,BLMH,0.9980929
BCL11B,BCL11B,0.9980922
AGO1,AGO1,0.9980911
WWC2,WWC2,0.9980903
CYP7B1,CYP7B1,0.99809015
UNC5A,UNC5A,0.998088
PRKCA,PRKCA,0.9980857
FANCM,FANCM,0.9980852
CENPE,CENPE,0.9980851
DENND5B,DENND5B,0.99808455
CDC25A,CDC25A,0.99808437
SEC16B,SEC16B,0.9980836
C21orf140,C21orf140,0.9980826
RNF43,RNF43,0.99808234
STARD8,STARD8,0.99808216
SCN11A,SCN11A,0.9980815
BICDL2,BICDL2,0.9980812
ZNF395,ZNF395,0.99808055
CDC45,CDC45,0.9980795
IQSEC1,IQSEC1,0.9980791
KAZALD1,KAZALD1,0.9980781
ADCY10,ADCY10,0.9980772
IKBKE,IKBKE,0.9980754
EME2,EME2,0.998075
TCEAL5,TCEAL5,0.9980745
BLTP3A,BLTP3A,0.99807274
ACKR3,ACKR3,0.9980726
NUP205,NUP205,0.99807197
FST,FST,0.9980692
ASAP1,ASAP1,0.9980681
NOP9,NOP9,0.9980664
ALAS2,ALAS2,0.99806565
SLC44A5,SLC44A5,0.9980646
TIMM17A,TIMM17A,0.99806297
OR4E2,OR4E2,0.99806255
SDS,SDS,0.99806094
SIDT2,SIDT2,0.99806094
CCDC22,CCDC22,0.99805945
ZSWIM2,ZSWIM2,0.9980592
DYNC2H1,DYNC2H1,0.9980577
ZC3HAV1L,ZC3HAV1L,0.9980561
SMAD2,SMAD2,0.99805605
ACVR2A,ACVR2A,0.9980557
GPC3,GPC3,0.99805546
PNMA8A,PNMA8A,0.9980552
SMG9,SMG9,0.9980546
HOXB7,HOXB7,0.9980533
NFE2L1,NFE2L1,0.9980527
CLSPN,CLSPN,0.9980526
MYCL,MYCL,0.99805063
MEX3B,MEX3B,0.9980501
TAS2R7,TAS2R7,0.99804926
PIPOX,PIPOX,0.9980492
GLRA1,GLRA1,0.998048
DHX58,DHX58,0.9980469
SPINK6,SPINK6,0.9980465
SLC22A13,SLC22A13,0.998043
SEPTIN8,SEPTIN8,0.9980407
CCDC34,CCDC34,0.9980406
APP,APP,0.99804056
FGF19,FGF19,0.9980386
SPACA9,SPACA9,0.99803853
CLEC12B,CLEC12B,0.99803555
JAK2,JAK2,0.99803555
ADAR,ADAR,0.9980353
KIF14,KIF14,0.9980353
ACY3,ACY3,0.99803525
ACD,ACD,0.9980351
RPS6KA5,RPS6KA5,0.9980327
SEC62,SEC62,0.99803245
ANKEF1,ANKEF1,0.9980309
UBL7,UBL7,0.9980306
MST1,MST1,0.99803054
ERVV-2,ERVV-2,0.998029
GTF2E1,GTF2E1,0.9980281
TRAM1L1,TRAM1L1,0.99802774
USP44,USP44,0.99802643
XKR5,XKR5,0.9980264
NCAPG,NCAPG,0.9980253
COL20A1,COL20A1,0.99802476
PIP4K2B,PIP4K2B,0.99802476
METTL4,METTL4,0.9980244
SMIM32,SMIM32,0.998023
KCNT1,KCNT1,0.99802285
CORO7,CORO7,0.9980217
CPN1,CPN1,0.9980204
DHX37,DHX37,0.9980197
PCARE,PCARE,0.9980193
SGSM2,SGSM2,0.998019
CD2AP,CD2AP,0.9980187
USP33,USP33,0.99801856
MSH5,MSH5,0.99801767
SERPINB6,SERPINB6,0.99801755
CEMIP,CEMIP,0.99801743
IFT140,IFT140,0.9980161
IPCEF1,IPCEF1,0.99801534
ZNF408,ZNF408,0.9980152
CILP2,CILP2,0.99801505
MARCHF7,MARCHF7,0.99801487
GPR150,GPR150,0.9980147
PHKB,PHKB,0.99801254
ZNF740,ZNF740,0.99801177
RERGL,RERGL,0.99801135
PROSER2,PROSER2,0.99801046
GCC2,GCC2,0.9980098
KDM1B,KDM1B,0.9980089
LYAR,LYAR,0.9980089
FAM167B,FAM167B,0.99800885
PLBD1,PLBD1,0.99800825
ESF1,ESF1,0.99800783
ZNF543,ZNF543,0.99800736
COX15,COX15,0.998007
HECTD2,HECTD2,0.9980063
IL17B,IL17B,0.9980062
BAG3,BAG3,0.9980048
ENTPD4,ENTPD4,0.9980045
EIF2AK3,EIF2AK3,0.9980017
NOXRED1,NOXRED1,0.997998
ABCA3,ABCA3,0.9979959
CTBP1,CTBP1,0.9979939
NDRG2,NDRG2,0.9979939
COL4A5,COL4A5,0.9979937
TAAR5,TAAR5,0.9979928
COQ5,COQ5,0.99799174
DNAH9,DNAH9,0.997991
HNRNPU,HNRNPU,0.99799
CCR6,CCR6,0.9979882
ITGB6,ITGB6,0.9979882
TSSK3,TSSK3,0.997988
ZNF490,ZNF490,0.997988
QRFPR,QRFPR,0.9979864
CDC42SE1,CDC42SE1,0.9979847
SPATC1L,SPATC1L,0.9979843
KRT32,KRT32,0.9979838
PRX,PRX,0.9979826
UNC5CL,UNC5CL,0.9979823
NDUFS2,NDUFS2,0.9979817
UFL1,UFL1,0.99798167
ZFYVE16,ZFYVE16,0.99798113
ZNF576,ZNF576,0.99798095
CEP131,CEP131,0.99798024
ITGA8,ITGA8,0.9979755
SI,SI,0.99797434
LRRC3,LRRC3,0.9979742
FAM13B,FAM13B,0.9979737
LSM14A,LSM14A,0.9979737
CDK3,CDK3,0.9979734
GCM2,GCM2,0.9979714
KCNH6,KCNH6,0.9979709
EPN3,EPN3,0.99796945
THEM6,THEM6,0.9979694
TRIM9,TRIM9,0.9979687
ANGPT4,ANGPT4,0.99796855
TUBAL3,TUBAL3,0.9979682
RAB20,RAB20,0.99796665
HOOK2,HOOK2,0.99796623
SLC10A5,SLC10A5,0.9979658
TTF1,TTF1,0.99796414
POR,POR,0.9979637
FAM234A,FAM234A,0.9979626
PPP2CA,PPP2CB,0.99796236
ZP2,ZP2,0.9979623
RRP15,RRP15,0.9979591
ERCC3,ERCC3,0.9979588
EDA2R,EDA2R,0.9979587
ICAM5,ICAM5,0.99795836
MBNL1,MBNL1,0.9979581
S100A3,S100A3,0.9979572
ADRB3,ADRB3,0.9979568
CRYBA1,CRYBA1,0.9979553
PLAC8L1,PLAC8L1,0.99795514
PPARGC1B,PPARGC1B,0.9979548
PLAAT1,PLAAT1,0.99795437
RALGAPA1,RALGAPA1,0.99795306
P2RY4,P2RY4,0.9979529
TPGS1,TPGS1,0.99795234
GSDME,GSDME,0.99794984
CNGB3,CNGB3,0.9979495
ENPP4,ENPP4,0.9979495
EXOC1L,EXOC1L,0.9979494
AQP10,AQP10,0.99794817
DEAF1,DEAF1,0.99794775
HEATR9,HEATR9,0.997947
PDYN,PDYN,0.9979469
DIAPH2,DIAPH2,0.99794656
EXOSC7,EXOSC7,0.99794626
DNAJC22,DNAJC22,0.99794596
GAR1,GAR1,0.9979453
HPGDS,HPGDS,0.9979434
CGNL1,CGNL1,0.9979433
ZNF496,ZNF496,0.99794286
SMTN,SMTN,0.9979428
POGK,POGK,0.9979424
C5,C5,0.9979423
GNL3L,GNL3L,0.9979415
ZCCHC12,ZCCHC12,0.9979409
AKAP5,AKAP5,0.9979404
RFC1,RFC1,0.99793994
GRIN2D,GRIN2D,0.9979375
B3GNT5,B3GNT5,0.9979361
ZNF26,ZNF26,0.9979355
CD47,CD47,0.99793524
SLC39A2,SLC39A2,0.9979352
BRWD3,BRWD3,0.9979346
LAMB1,LAMB1,0.9979345
STXBP3,STXBP3,0.99793386
RBM19,RBM19,0.99793375
GDF3,GDF3,0.99793255
LRRK2,LRRK2,0.9979317
INTS6,INTS6,0.99793094
PAPPA2,PAPPA2,0.99793077
BRDT,BRDT,0.9979297
GEMIN5,GEMIN5,0.99792933
AMELX,AMELX,0.9979279
IREB2,IREB2,0.9979271
AGBL1,AGBL1,0.997927
MAP2K1,MAP2K1,0.9979255
FGF6,FGF6,0.9979238
ABHD13,ABHD13,0.997922
STAC,STAC,0.997922
MEA1,MEA1,0.99792063
PLA2G12B,PLA2G12B,0.99792
KMT2D,KMT2D,0.9979191
ANPEP,ANPEP,0.99791884
SERTAD2,SERTAD2,0.99791855
FASTK,FASTK,0.99791527
TRIL,TRIL,0.99791485
FEM1B,FEM1B,0.99791336
CYP26C1,CYP26C1,0.9979126
ARHGAP17,ARHGAP17,0.99791247
NAPG,NAPG,0.99791247
KLF1,KLF1,0.99791235
ZBTB7B,ZBTB7B,0.9979103
MTCH2,MTCH2,0.9979089
SYNRG,SYNRG,0.99790835
SLC25A53,SLC25A53,0.99790746
CCDC171,CCDC171,0.997907
OR6B1,OR6B1,0.99790543
C8G,C8G,0.9979051
IQCA1,IQCA1,0.997905
JARID2,JARID2,0.99790454
GRK7,GRK7,0.9979029
MOCOS,MOCOS,0.9979023
LLGL2,LLGL2,0.9979011
RUFY4,RUFY4,0.997901
SLC7A2,SLC7A2,0.9979002
RARB,RARB,0.9978989
ACTRT2,ACTRT2,0.9978988
ZNF16,ZNF16,0.99789727
MTMR3,MTMR3,0.99789655
TESPA1,TESPA1,0.99789655
PRRG3,PRRG3,0.99789596
PCDHB15,PCDHB15,0.99789566
MIDN,MIDN,0.9978956
AKAP12,AKAP12,0.99789417
XPR1,XPR1,0.99789387
SSR1,SSR1,0.9978938
CDC42,CDC42,0.99789375
NAA11,NAA11,0.9978937
EIF3L,EIF3L,0.99789166
SENP8,SENP8,0.99788994
METAP2,METAP2,0.9978894
EXOC1,EXOC1,0.99788815
CCNF,CCNF,0.9978873
SOCS1,SOCS1,0.9978873
CCDC86,CCDC86,0.99788713
CDC23,CDC23,0.9978871
TAS1R2,TAS1R2,0.9978867
MRPL15,MRPL15,0.9978859
ARHGAP45,ARHGAP45,0.9978854
PRKAR2B,PRKAR2B,0.9978846
MRPL28,MRPL28,0.9978838
TMEM215,TMEM215,0.9978827
COASY,COASY,0.9978811
STON2,STON2,0.99787974
KRT24,KRT24,0.99787843
HCAR1,HCAR1,0.9978782
SDCBP2,SDCBP2,0.99787766
GPRIN2,GPRIN2,0.99787754
TRPC3,TRPC3,0.99787754
LZTS3,LZTS3,0.9978773
POP7,POP7,0.997877
WDR43,WDR43,0.9978766
SNAPC4,SNAPC4,0.99787617
TRIM24,TRIM24,0.99787605
ETAA1,ETAA1,0.9978758
C1orf127,C1H1orf127,0.99787545
LRRC38,LRRC38,0.9978747
LPAR5,LPAR5,0.9978742
PRR14L,PRR14L,0.9978739
IGSF22,IGSF22,0.99787277
MIER1,MIER1,0.99787277
NODAL,NODAL,0.99787277
BMX,BMX,0.99787116
PKD2,PKD2,0.99787116
PCDHB5,PCDHB5,0.9978701
CERS3,CERS3,0.99786836
PPL,PPL,0.99786663
C1QTNF9,C1QTNF9,0.9978657
DLX4,DLX4,0.99786514
PNMA3,PNMA3,0.9978647
PEX5,PEX5,0.99786454
ZNF14,ZNF14,0.99786144
ZNF165,ZNF165,0.99786067
NHS,NHS,0.99785995
VPS11,VPS11,0.9978598
ZSCAN16,ZSCAN16,0.99785787
CDCA2,CDCA2,0.9978558
TSEN34,TSEN34,0.99785477
ABRAXAS2,ABRAXAS2,0.99785465
NANOS2,NANOS2,0.9978545
PLOD3,PLOD3,0.99785304
SNX17,SNX17,0.9978529
IZUMO1R,IZUMO1R,0.9978524
GPATCH2L,GPATCH2L,0.997851
STMN3,STMN3,0.99785095
IRS2,IRS2,0.9978496
MESD,MESD,0.99784935
GPRIN1,GPRIN1,0.99784815
GUCY1B1,GUCY1B1,0.9978478
RIT1,RIT1,0.9978473
MEGF11,MEGF11,0.9978471
MED12L,MED12L,0.99784684
FLCN,FLCN,0.99784565
FAF2,FAF2,0.99784553
GOLGB1,GOLGB1,0.9978446
PADI1,PADI1,0.9978439
DCTN2,DCTN2,0.99784374
KCNJ16,KCNJ16,0.99783975
COL27A1,COL27A1,0.99783796
MBTPS1,MBTPS1,0.9978373
NOL10,NOL10,0.9978362
SH3GL2,SH3GL2,0.997834
CCDC142,CCDC142,0.9978337
PLIN1,PLIN1,0.9978335
PLEKHM3,PLEKHM3,0.9978334
USP5,USP5,0.9978333
ST3GAL1,ST3GAL1,0.99783295
CNTN5,CNTN5,0.99783266
GCKR,GCKR,0.9978323
ERLEC1,ERLEC1,0.9978322
C2orf88,C12H2orf88,0.9978309
ODC1,ODC1,0.9978304
AHR,AHR,0.9978294
DENND2C,DENND2C,0.9978279
ANKRD1,ANKRD1,0.99782664
