human gene name,chimpanzees gene name,correlation
HOXB7,HOXB7,0.99914896
TAS2R9,TAS2R9,0.99914867
GSG1L2,GSG1L2,0.99914825
SLC10A6,SLC10A6,0.9991475
FBXW9,FBXW9,0.9991454
FBXO41,FBXO41,0.999145
C9orf43,C9H9orf43,0.9991449
CYP3A7,CYP3A7,0.9991447
FGFBP3,FGFBP3,0.99914247
CNGA3,CNGA3,0.99914145
NINJ1,NINJ1,0.9991414
TNFSF9,TNFSF9,0.9991404
SRFBP1,SRFBP1,0.99914026
ATOH8,ATOH8,0.99914014
SLC25A34,SLC25A34,0.9991389
FCER1G,FCER1G,0.9991386
KRTAP6-1,KRTAP6-1,0.9991378
FUT1,FUT1,0.9991376
IRX6,IRX6,0.99913645
MFHAS1,MFHAS1,0.9991345
TAS2R14,TAS2R14,0.9991345
TAS2R38,TAS2R38,0.99913335
MAFA,MAFA,0.9991323
RTP3,RTP3,0.9991321
NCOA4,NCOA4,0.9991305
KRTAP16-1,KRTAP16-1,0.9991299
WDR87,WDR87,0.99912953
SYK,SYK,0.9991286
PRG3,PRG3,0.99912584
C7,C7,0.99912554
CHRDL1,CHRDL1,0.99912477
KRT18,KRT18,0.99912393
CDSN,CDSN,0.99912345
PDCL2,PDCL2,0.9991223
BCL11B,BCL11B,0.9991222
STAM2,STAM2,0.9991215
FOXC1,FOXC1,0.9991213
THAP4,THAP4,0.9991212
P2RY13,P2RY13,0.99912
NIBAN2,NIBAN2,0.99911636
KRT71,KRT71,0.9991148
NIBAN3,NIBAN3,0.99911445
CLCNKA,CLCNKA,0.99911416
XAGE3,XAGE3,0.9991129
PGM2L1,PGM2L1,0.9991127
PYROXD2,PYROXD2,0.9991123
OR52J3,OR52J3,0.9991115
MED28,MED28,0.99911124
AQP8,AQP8,0.9991105
ACER1,ACER1,0.9991101
MAGEB4,MAGEB4,0.9991064
INAFM1,INAFM1,0.9991058
AVPR1A,AVPR1A,0.9991052
SOX8,SOX8,0.9991045
OR4D1,OR4D1,0.99910426
PRH2,PRH2,0.99910283
LOXL1,LOXL1,0.9991022
CAVIN4,CAVIN4,0.99910164
GDF3,GDF3,0.9991003
MINDY4,MINDY4,0.99909973
NMBR,NMBR,0.9990992
USP19,USP19,0.999099
RBP4,RBP4,0.9990988
FGF3,FGF3,0.9990973
GABRR3,GABRR3,0.99909705
UFC1,UFC1,0.9990967
AIRE,AIRE,0.9990963
TUBG2,TUBG2,0.9990963
PRPF4,PRPF4,0.99909604
TAS2R30,TAS2R30,0.9990959
TIMP4,TIMP4,0.9990939
CRYGB,CRYGB,0.9990932
AS3MT,AS3MT,0.999092
IHH,IHH,0.99909157
PRKCI,PRKCI,0.99909157
SLC52A1,SLC52A1,0.9990903
ZNF768,ZNF768,0.9990899
B3GNT9,B3GNT9,0.99908966
BAIAP2L1,BAIAP2L1,0.9990896
CCDC96,CFAP184,0.99908876
CNTF,CNTF,0.99908805
SPEGNB,SPEGNB,0.9990873
ZNF891,ZNF891,0.99908656
CCDC112,CCDC112,0.9990858
SAA4,SAA4,0.9990857
ANKRD60,ANKRD60,0.9990852
MRI1,MRI1,0.9990851
AQP11,AQP11,0.999085
OR1A1,OR1A1,0.9990844
NXPE2,NXPE2,0.9990843
TACO1,TACO1,0.99908334
EIF1AY,EIF1AY,0.99908316
OR5AN1,OR5AN1,0.99908304
APCS,APCS,0.9990824
OR10A5,OR10A5,0.9990824
TPMT,TPMT,0.99908173
PRR23A,PRR23A,0.9990802
LEUTX,LEUTX,0.9990794
HIGD1C,HIGD1C,0.99907774
GOLT1A,GOLT1A,0.9990774
OR2B11,OR2B11,0.999075
CDC25B,CDC25B,0.9990742
SCN10A,SCN10A,0.9990738
MAGEB1,MAGEB1,0.9990727
CLDN25,CLDN25,0.9990726
CTF1,CTF1,0.9990718
ECM1,ECM1,0.9990702
GAS2L2,GAS2L2,0.9990702
OR4D9,OR4D9,0.9990696
TMEM69,TMEM69,0.9990696
SYCE3,SYCE3,0.9990686
PTGFRN,PTGFRN,0.9990683
VTA1,VTA1,0.99906665
GHRH,GHRH,0.99906415
SHTN1,SHTN1,0.99906415
SMARCA1,SMARCA1,0.99906385
TMEM92,TMEM92,0.99906385
INMT,INMT,0.9990627
BRAP,BRAP,0.99906224
FBXO48,FBXO48,0.9990618
OR2J3,OR2J3,0.9990612
NXPH2,NXPH2,0.9990599
KRT35,KRT35,0.99905896
NLRP8,NLRP8,0.9990588
ZNF280A,ZNF280A,0.99905854
ZNF622,ZNF622,0.99905777
CEBPZOS,CEBPZOS,0.9990577
LYG1,LYG1,0.9990566
NSMCE4A,NSMCE4A,0.9990565
LRIT3,LRIT3,0.9990564
EPHA5,EPHA5,0.99905574
KRT24,KRT24,0.99905545
RASSF10,RASSF10,0.9990537
SYTL3,SYTL3,0.9990513
AK4P3,AK4,0.99905103
TP73,TP73,0.9990501
SPR,SPR,0.9990498
RD3,RD3,0.999048
OR1Q1,OR1Q1,0.9990454
SLC25A53,SLC25A53,0.99904525
POLE4,POLE4,0.99904484
TMCC2,TMCC2,0.99904317
IGSF22,IGSF22,0.9990422
ZNF394,ZNF394,0.9990418
SMOC1,SMOC1,0.99904126
CDC16,CDC16,0.9990398
SERPINB1,SERPINB1,0.99903953
GPR135,GPR135,0.9990394
IGF2BP1,IGF2BP1,0.9990384
NPVF,NPVF,0.9990327
CCDC166,CCDC166,0.99903154
PIR,PIR,0.99903125
ESR2,ESR2,0.99903107
STMN4,STMN4,0.99903005
MT-CO2,MT-CO2,0.99902964
BPIFB3,BPIFB3,0.99902904
SST,SST,0.9990274
DUXB,DUXB,0.9990261
CPO,CPO,0.9990244
CCDC182,CCDC182,0.99902374
NRROS,NRROS,0.9990237
TMEM238L,TMEM238L,0.99902284
PNO1,PNO1,0.9990218
NEK2,NEK2,0.99902135
ITGA8,ITGA8,0.9990211
GLYCTK,GLYCTK,0.9990192
RAD21,RAD21,0.9990179
SFR1,SFR1,0.99901783
MAGEA1,MAGEA1,0.99901575
ADGRG2,ADGRG2,0.9990151
NAA20,NAA20,0.9990148
ZBED2,ZBED2,0.9990148
OC90,OC90,0.9990135
TSHB,TSHB,0.9990124
OR13C2,OR13C2,0.9990123
PAX4,PAX4,0.9990108
PLXNA2,PLXNA2,0.99901056
TARM1,TARM1,0.99901056
C20orf141,C20H20orf141,0.9990105
LETM1,LETM1,0.9990105
KCNG3,KCNG3,0.99901
NDOR1,NDOR1,0.9990097
CD93,CD93,0.9990092
CACHD1,CACHD1,0.9990087
OR10J5,OR10J5,0.9990077
BEX5,BEX5,0.9990073
SLC25A32,SLC25A32,0.99900657
NRK,NRK,0.9990056
FAM120C,FAM120C,0.9990049
TSPYL6,TSPYL6,0.9990035
ADGRF5,ADGRF5,0.9990023
ARGFX,ARGFX,0.9990022
ARL14,ARL14,0.99900204
TMEM86A,TMEM86A,0.99900186
EEFSEC,EEFSEC,0.9990013
FAM133A,FAM133A,0.99899906
MYH10,MYH10,0.998997
POLR3K,POLR3K,0.9989963
PRAMEF20,PRAMEF20,0.9989962
DRD5,DRD5,0.99899614
DEFB103A,DEFB103A,0.99899554
PODXL2,PODXL2,0.9989952
OR52E8,OR52E8,0.9989934
SFT2D3,SFT2D3,0.9989923
GTSE1,GTSE1,0.9989921
BTBD16,BTBD16,0.99899125
ALG14,ALG14,0.9989877
TENM2,TENM2,0.9989864
CLDN8,CLDN8,0.9989859
PTPN5,PTPN5,0.9989849
ANKS4B,ANKS4B,0.9989847
PANX1,PANX1,0.99898416
DPEP3,DPEP3,0.9989835
GUCA2B,GUCA2B,0.9989825
KRT27,KRT27,0.99898213
VWA8,VWA8,0.9989816
GPR150,GPR150,0.9989814
ADAMTSL2,ADAMTSL2,0.9989807
CLRN2,CLRN2,0.9989774
CD207,CD207,0.99897635
NOS1,NOS1,0.99897516
ASCL5,ASCL5,0.9989743
GTSF1,GTSF1,0.9989742
CRYGS,CRYGS,0.9989741
OR9Q2,OR9Q2,0.9989737
TGFBRAP1,TGFBRAP1,0.99897283
TEKT4,TEKT4,0.9989718
IQGAP3,IQGAP3,0.99896955
OLFML3,OLFML3,0.998969
HAS3,HAS3,0.99896854
RNF38,RNF38,0.99896824
NCOA3,NCOA3,0.99896723
PHPT1,PHPT1,0.9989666
OR51S1,OR51S1,0.9989665
PRR33,PRR33,0.9989624
SIKE1,SIKE1,0.998962
SMTNL1,SMTNL1,0.99896175
MIIP,MIIP,0.9989613
SHISA4,SHISA4,0.9989609
ZSCAN22,ZSCAN22,0.9989603
A4GNT,A4GNT,0.9989599
ZNF518A,ZNF518A,0.9989596
AREG,AREG,0.99895763
FRAT2,FRAT2,0.99895537
OPALIN,OPALIN,0.9989547
AHCY,AHCY,0.9989541
ZNF557,ZNF557,0.9989538
FAM83A,FAM83A,0.9989531
CER1,CER1,0.9989527
RGS18,RGS18,0.99895185
RNASEL,RNASEL,0.99895185
NYX,NYX,0.99895114
OR2C3,OR2C3,0.99895024
TAS2R41,TAS2R41,0.99894965
DENND1A,DENND1A,0.9989477
KRTDAP,KRTDAP,0.99894726
ZNF75D,ZNF75D,0.99894565
EXOSC7,EXOSC7,0.99894506
TRPM5,TRPM5,0.998945
RABIF,RABIF,0.99894494
C8B,C8B,0.9989431
PLA2G5,PLA2G5,0.9989429
CALCB,CALCB,0.99894184
MAPK1,MAPK1,0.99894
MRGPRX4,MRGPRX4,0.9989396
SLC25A11,SLC25A11,0.9989385
MIS18A,MIS18A,0.9989377
TSSK2,TSSK2,0.99893767
ACTRT2,ACTRT2,0.99893737
CRISP1,CRISP1,0.99893624
SDR16C5,SDR16C5,0.99893254
CLPSL2,CLPSL2,0.99893135
SERINC2,SERINC2,0.99893075
MACROD1,MACROD1,0.9989302
OR5A2,OR5A2,0.99892986
ZSCAN16,ZSCAN16,0.99892956
C16orf91,UQCC4,0.9989288
WFDC8,WFDC8,0.9989285
LDLRAD3,LDLRAD3,0.99892825
CXCL5,CXCL5,0.99892706
C10orf82,SPMIP5,0.9989269
RNF145,RNF145,0.99892676
MAP2K7,MAP2K7,0.9989262
RNF43,RNF43,0.9989257
MAP3K9,MAP3K9,0.99892485
OR2M7,OR2M7,0.99892485
C16orf54,C16H16orf54,0.99892384
PNLIPRP2,PNLIPRP2,0.9989225
ACTRT1,ACTRT1,0.9989218
HOXC12,HOXC12,0.99892056
ELANE,ELANE,0.99892014
PERM1,PERM1,0.99891895
FAM200A,FAM200A,0.9989184
IL1RN,IL1RN,0.9989166
UCP1,UCP1,0.99891657
KLHL9,KLHL9,0.99891496
ZNF214,ZNF214,0.9989145
PNLIP,PNLIP,0.9989141
TRERF1,TRERF1,0.99891394
EYA3,EYA3,0.99891263
FAM163A,FAM163A,0.9989086
SMC5,SMC5,0.9989069
TGM6,TGM6,0.9989062
IBSP,IBSP,0.9989039
TCF19,TCF19,0.99890286
CCDC187,CCDC187,0.99890137
PALD1,PALD1,0.9989002
ABHD17B,ABHD17B,0.99889886
USP20,USP20,0.99889874
COLEC12,COLEC12,0.99889755
EXO5,EXO5,0.9988969
INHBC,INHBC,0.99889666
MMP7,MMP7,0.9988953
FEZF2,FEZF2,0.9988952
KCNRG,KCNRG,0.9988941
CETN2,CETN2,0.99889344
IZUMO1R,IZUMO1R,0.99889106
OR10G3,OR10G3,0.9988895
MRPS15,MRPS15,0.9988881
PRAMEF12,PRAMEF12,0.9988881
MEP1B,MEP1B,0.99888676
NKX2-1,NKX2-1,0.9988843
MORC1,MORC1,0.9988827
PRKAR2B,PRKAR2B,0.9988819
TBX10,TBX10,0.9988814
THAP11,THAP11,0.99887854
CD19,CD19,0.9988779
CCDC89,CCDC89,0.9988761
C9orf40,C9H9orf40,0.998876
FNBP1L,FNBP1L,0.998876
CCDC160,CCDC160,0.99887574
OR5P3,OR5P3,0.9988757
IQSEC1,IQSEC1,0.9988745
C1QTNF8,C1QTNF8,0.9988737
KDM4E,KDM4E,0.99887305
HEMGN,HEMGN,0.99887186
OPN5,OPN5,0.998871
THSD1,THSD1,0.9988704
SPTBN1,SPTBN1,0.9988699
CRMP1,CRMP1,0.9988675
MCM6,MCM6,0.9988674
AGTPBP1,AGTPBP1,0.9988657
IL17REL,IL17REL,0.9988656
LCN2,LCN2,0.9988648
NLRP12,NLRP12,0.9988644
OR51A7,OR51A7,0.99886215
HS6ST3,HS6ST3,0.9988596
CFAP126,CFAP126,0.9988593
ATP6V1C2,ATP6V1C2,0.99885863
EXOC1,EXOC1,0.9988564
OR6C74,OR6C74,0.9988559
VANGL1,VANGL1,0.9988559
CITED4,CITED4,0.9988557
BOD1L2,BOD1L2,0.99885523
RPL34,RPL34,0.9988548
NOX3,NOX3,0.998853
PTN,PTN,0.9988527
NUP133,NUP133,0.99884945
RCAN2,RCAN2,0.9988491
CXCL8,CXCL8,0.9988483
IL22RA2,IL22RA2,0.9988444
SLC25A51,SLC25A51,0.9988444
MOSPD1,MOSPD1,0.9988441
PTTG1IP,PTTG1IP,0.9988434
SCX,SCX,0.99884224
MAGEE2,MAGEE2,0.9988419
ASTL,ASTL,0.9988417
SNAI1,SNAI1,0.998841
SLCO2A1,SLCO2A1,0.9988398
OR56B1,OR56B1,0.9988376
B3GNT7,B3GNT7,0.99883693
IL20,IL20,0.9988355
ALDH18A1,ALDH18A1,0.9988339
IL25,IL25,0.9988333
MATN3,MATN3,0.99883175
PAPPA,PAPPA,0.9988307
S100A9,S100A9,0.9988299
TGIF2LX,TGIF2LX,0.9988294
PYURF,PYURF,0.99882567
RAPSN,RAPSN,0.99882543
CRYBB1,CRYBB1,0.9988253
SLC15A5,SLC15A5,0.9988244
KRT3,KRT3,0.99882424
OR2W1,OR2W1,0.9988233
TFF2,TFF2,0.9988231
IFNA6,IFNA6,0.9988217
SLC26A5,SLC26A5,0.99882007
C2orf50,C2AH2orf50,0.9988196
FXYD4,FXYD4,0.9988182
ARFIP1,ARFIP1,0.998818
VENTX,VENTX,0.99881727
SLC10A5,SLC10A5,0.9988156
KRTAP1-3,KRTAP1-3,0.9988153
CXorf66,CXHXorf66,0.99881494
KRT36,KRT36,0.99881464
PAICS,PAICS,0.9988115
KHDC3L,KHDC3L,0.99880755
OXT,OXT,0.99880666
ETV3L,ETV3L,0.9988065
CLEC2A,CLEC2A,0.998806
COPE,COPE,0.99880093
LRRC2,LRRC2,0.9987998
MCCD1,MCCD1,0.9987996
AKR1B10,AKR1B10,0.9987984
DCAF8L1,DCAF8L1,0.99879634
SHOC2,SHOC2,0.998796
C8orf48,C8H8orf48,0.99879557
ANXA10,ANXA10,0.99879503
OR2M4,OR2M4,0.99879396
RIPPLY3,RIPPLY3,0.9987937
OR7D2,OR7D2,0.99879366
ZC3H7B,ZC3H7B,0.9987918
PTPRG,PTPRG,0.9987911
PAX2,PAX2,0.99878925
PLA2G4D,PLA2G4D,0.9987878
DTL,DTL,0.99878585
ZCCHC24,ZCCHC24,0.99878544
OR1N1,OR1N1,0.9987842
BTN1A1,BTN1A1,0.9987841
EFR3B,EFR3B,0.99878347
LIN28A,LIN28A,0.9987788
TAP2,TAP2,0.9987785
PINK1,PINK1,0.99877644
RGP1,RGP1,0.99877405
OR4K13,OR4K13,0.99877006
TSTD3,TSTD3,0.99876827
CCL22,CCL22,0.99876803
ZNF597,ZNF597,0.99876696
CCT6A,CCT6A,0.9987667
SLC6A17,SLC6A17,0.9987634
TAS2R16,TAS2R16,0.99876213
CD52,CD52,0.9987607
H2AP,H2AP,0.9987592
MMP13,MMP13,0.9987589
ANKS6,ANKS6,0.9987587
F2RL2,F2RL2,0.9987579
DSTN,DSTN,0.99875724
AHSG,AHSG,0.9987572
SUPT7L,SUPT7L,0.99875635
TIMM10B,TIMM10B,0.99875563
SBSPON,SBSPON,0.9987531
SRI,SRI,0.99875295
LHX8,LHX8,0.9987526
TMPRSS11B,TMPRSS11B,0.998752
EDIL3,EDIL3,0.99875027
DNAJC3,DNAJC3,0.99874866
DYNC1I1,DYNC1I1,0.99874735
TAAR1,TAAR1,0.99874693
DPM2,DPM2,0.99874604
PRSS57,PRSS57,0.99874604
GEMIN7,GEMIN7,0.99874526
MT-ND4,MT-ND4,0.9987438
TAAR5,TAAR5,0.99874365
C1QL4,C1QL4,0.99874353
SLC4A8,SLC4A8,0.9987427
ASB12,ASB12,0.99874246
OR52W1,OR52W1,0.99874073
ZNF771,ZNF771,0.9987404
LYPD3,LYPD3,0.9987369
RNF186,RNF186,0.9987359
H6PD,H6PD,0.998733
MAK,MAK,0.99873275
DYNLT4,DYNLT4,0.9987318
SPRN,SPRN,0.9987308
DCAF12L1,DCAF12L1,0.99873
MT-ND2,MT-ND2,0.99872786
MEAF6,MEAF6,0.9987274
HYKK,HYKK,0.9987265
ITIH3,ITIH3,0.9987259
PRAG1,PRAG1,0.9987258
DNAJC22,DNAJC22,0.99872464
TP53TG5,TP53TG5,0.9987214
BEX1,BEX1,0.99872124
OR2G3,OR2G3,0.998721
SLC28A3,SLC28A3,0.99872077
UQCRFS1,UQCRFS1,0.99872
NTF3,NTF3,0.9987193
OR1D2,OR1D2,0.9987186
CST11,CST11,0.9987178
CCL15-CCL14,CCL15,0.9987176
PKHD1,PKHD1,0.9987161
C14orf132,C14H14orf132,0.9987155
WDR24,WDR24,0.9987155
SNX12,SNX12,0.99871445
MOG,MOG,0.998713
NPPB,NPPB,0.9987129
ENO4,ENO4,0.99870974
TAS2R19,TAS2R19,0.9987092
FCN2,FCN2,0.9987072
TCEAL1,TCEAL1,0.99870527
LIPC,LIPC,0.9987008
IQCF5,IQCF5,0.99869895
MAGEB17,MAGEB17,0.99869794
MARS2,MARS2,0.998694
BECN2,BECN2,0.9986937
SOWAHC,SOWAHC,0.99869347
OR12D3,OR12D3,0.9986928
KNG1,KNG1,0.9986921
GJB4,GJB4,0.99869055
OR6N2,OR6N2,0.99868846
JARID2,JARID2,0.9986869
HSD17B13,HSD17B13,0.9986843
MXRA8,MXRA8,0.99868363
S100A16,S100A16,0.99868333
OR5C1,OR5C1,0.9986832
MOCS3,MOCS3,0.9986802
TENT5D,TENT5D,0.9986796
ZNF560,ZNF560,0.99867773
TGM5,TGM5,0.9986774
BCDIN3D,BCDIN3D,0.99867666
KRTAP9-3,KRTAP9-3,0.9986761
FOXI2,FOXI2,0.99867487
GATA5,GATA5,0.9986717
FAM83D,FAM83D,0.99867123
MYBPC3,MYBPC3,0.9986708
SUDS3,SUDS3,0.99866986
ZMYND15,ZMYND15,0.99866784
OR2D3,OR2D3,0.99866474
KRTAP4-12,KRTAP4-12,0.9986637
PTK6,PTK6,0.99866295
DEDD,DEDD,0.9986621
CMPK2,CMPK2,0.99866116
CSNKA2IP,CSNKA2IP,0.9986593
OR4C6,OR4C6,0.99865794
ABCD3,ABCD3,0.99865675
WDR88,WDR88,0.9986548
UGCG,UGCG,0.9986518
C2CD4B,C2CD4B,0.99865156
S100P,S100P,0.9986515
HRG,HRG,0.9986504
GIPC2,GIPC2,0.99864733
MAGED2,MAGED2,0.9986468
C11orf86,C11H11orf86,0.998646
EGF,EGF,0.9986455
SLC25A21,SLC25A21,0.9986438
ACTR3B,ACTR3B,0.9986432
CCL21,CCL21,0.99864274
TOX,TOX,0.99864066
GAPDH,GAPDH,0.99863964
ANAPC16,ANAPC16,0.9986394
NTNG1,NTNG1,0.998639
ZC2HC1B,ZC2HC1B,0.9986362
MSMP,MSMP,0.99863493
PNPLA2,PNPLA2,0.99863434
IFNA8,IFNA8,0.9986342
VCAN,VCAN,0.9986322
PLPP6,PLPP6,0.99863183
SCG5,SCG5,0.9986313
WFDC9,WFDC9,0.9986285
PPARGC1B,PPARGC1B,0.99862754
ITIH4,ITIH4,0.99862653
BPIFA1,BPIFA1,0.99862444
OR2L2,OR2L2,0.9986211
PNLIPRP3,PNLIPRP3,0.9986203
FGF4,FGF4,0.99862003
ZNF608,ZNF608,0.9986174
LFNG,LFNG,0.998613
PIK3AP1,PIK3AP1,0.99861276
LRRC3,LRRC3,0.9986087
PLAG1,PLAG1,0.99860805
TMEM139,TMEM139,0.9986071
OR4B1,OR4B1,0.998603
NCR3LG1,NCR3LG1,0.9986019
VSIG10L,VSIG10L,0.99860185
C1GALT1C1L,C1GALT1C1L,0.9986004
FGL1,FGL1,0.9986003
SLC17A2,SLC17A2,0.99859935
HTR7,HTR7,0.99859893
AMELY,AMELY,0.9985986
OR52E6,OR52E6,0.99859834
HEYL,HEYL,0.9985975
NR1I2,NR1I2,0.9985959
ART1,ART1,0.9985955
PAX3,PAX3,0.998593
EID2B,EID2B,0.9985925
MAP7,MAP7,0.9985902
TSPAN8,TSPAN8,0.99859005
VDAC1,VDAC1,0.99859005
PABPC3,PABPC3,0.9985894
PPP1R2C,PPP1R2C,0.9985888
ZNF670,ZNF670,0.9985885
EIF5B,EIF5B,0.9985882
OR52K2,OR52K2,0.9985874
MTMR11,MTMR11,0.9985861
CPEB3,CPEB3,0.9985852
MBD3L1,MBD3L1,0.99858487
NKAPL,NKAPL,0.998582
KCNE5,KCNE5,0.99858147
HIPK4,HIPK4,0.9985813
ZNF124,ZNF124,0.9985804
PRDX5,PRDX5,0.99857986
SMYD1,SMYD1,0.9985797
TMCO2,TMCO2,0.9985749
HAMP,HAMP,0.9985739
CSMD1,CSMD1,0.9985695
NANOGP8,NANOG,0.99856937
TEX50,TEX50,0.9985687
PRSS2,PRSS2,0.99856764
CDCA8,CDCA8,0.99856746
BEND2,BEND2,0.99856496
NCKAP1,NCKAP1,0.99856335
SYNGR1,SYNGR1,0.998563
OR6C68,OR6C68,0.9985629
OR2J1,OR2J1,0.99856055
SPDYC,SPDYC,0.9985595
GRIK1,GRIK1,0.99855804
DIAPH3,DIAPH3,0.9985573
ACP2,ACP2,0.9985572
INSL4,INSL4,0.99855715
MPG,MPG,0.9985562
ZMYM5,ZMYM5,0.9985552
UBE4A,UBE4A,0.99855477
NPHS2,NPHS2,0.9985543
OR6A2,OR6A2,0.99855405
BSN,BSN,0.9985531
ATP9A,ATP9A,0.9985514
PAPSS2,PAPSS2,0.99855095
DEFB4A,DEFB4A,0.99854994
SIGLEC6,SIGLEC6,0.99854785
VPS18,VPS18,0.9985463
NRN1,NRN1,0.9985452
SPACA1,SPACA1,0.99854463
PPIC,PPIC,0.99854386
IGFL1,IGFL1,0.9985434
MRPS34,MRPS34,0.9985433
DOCK3,DOCK3,0.99854225
IFNW1,IFNW1,0.99854225
RNF224,RNF224,0.99853766
MPST,MPST,0.99853706
SHPK,SHPK,0.9985362
CNTN3,CNTN3,0.99853545
ARL4C,ARL4C,0.99853534
PLPP4,PLPP4,0.9985338
C7orf57,C7H7orf57,0.9985311
GPR55,GPR55,0.9985311
RIPPLY1,RIPPLY1,0.9985301
ABCB10,ABCB10,0.9985288
GFRA3,GFRA3,0.99852747
RSPH1,RSPH1,0.99852705
TAS2R5,TAS2R5,0.99852604
IL34,IL34,0.99852556
SRSF4,SRSF4,0.9985236
TEX11,TEX11,0.9985213
ZNF304,ZNF304,0.99852127
OR5W2,OR5W2,0.99852085
NKX6-3,NKX6-3,0.99852026
SRRM5,SRRM5,0.99851894
MED7,MED7,0.99851763
INSL5,INSL5,0.9985176
F11R,F11R,0.9985174
CCL24,CCL24,0.9985168
OR1E1,OR1E1,0.99851644
OR10V1,OR10V1,0.99851626
OR10R2,OR10R2,0.99851525
NR3C2,NR3C2,0.9985148
SLC44A1,SLC44A1,0.9985141
GLRA3,GLRA3,0.9985137
SYCN,SYCN,0.9985136
C5AR2,C5AR2,0.99851036
PCDH8,PCDH8,0.99850875
OR5L1,OR5L1,0.9985087
GABRB2,GABRB2,0.9985078
SCIMP,SCIMP,0.99850476
MRGPRG,MRGPRG,0.9985047
SLC39A12,SLC39A12,0.9985033
KRT33B,KRT33B,0.9985029
VSTM2B,VSTM2B,0.9985026
ELOVL3,ELOVL3,0.99850196
MRPL53,MRPL53,0.99850005
OR4C12,OR4C12,0.9984989
CEACAM16,CEACAM16,0.9984965
NAA35,NAA35,0.9984954
CTSG,CTSG,0.99849516
CDCA3,CDCA3,0.9984942
MMD2,MMD2,0.9984929
FBXL6,FBXL6,0.9984884
NFATC2,NFATC2,0.9984877
TMEM225B,TMEM225B,0.9984871
OR5D18,OR5D18,0.9984851
OR51F1,OR51F1,0.99848187
TMC3,TMC3,0.9984808
EFCAB9,EFCAB9,0.9984807
JAM2,JAM2,0.99847996
OSTN,OSTN,0.9984789
NT5C1A,NT5C1A,0.99847746
ACOT13,ACOT13,0.99847615
SNRK,SNRK,0.99847555
LRRC18,LRRC18,0.9984745
NPFF,NPFF,0.9984721
P2RY10,P2RY10,0.99847
CACNA2D2,CACNA2D2,0.99846697
TIPARP,TIPARP,0.99846554
P2RX5-TAX1BP3,P2RX5,0.99846536
SDCBP,SDCBP,0.9984653
RBBP8NL,RBBP8NL,0.9984652
SYNE3,SYNE3,0.99846494
DEFB121,DEFB121,0.9984633
IL21,IL21,0.998461
MYH6,MYH6,0.99845773
TRPV1,TRPV1,0.9984544
GSTA1,GSTA1,0.99845237
DRGX,DRGX,0.99845225
DNALI1,DNALI1,0.99845153
CDX4,CDX4,0.9984515
TFDP3,TFDP3,0.9984515
GDF11,GDF11,0.9984458
DPEP2NB,DPEP2NB,0.99844563
RNF19B,RNF19B,0.9984442
GJD4,GJD4,0.9984428
TAS2R43,TAS2R43,0.9984426
CDH15,CDH15,0.9984418
COL15A1,COL15A1,0.9984397
SLC10A7,SLC10A7,0.9984393
PTGIS,PTGIS,0.99843824
OR2L8,OR2L3,0.9984375
YIPF6,YIPF6,0.99843705
TPD52L2,TPD52L2,0.99843645
CASS4,CASS4,0.99843276
NDST4,NDST4,0.99843025
TRIM55,TRIM55,0.9984279
RPS7,RPS7,0.9984274
WFDC12,WFDC12,0.99842674
TMEM128,TMEM128,0.9984258
DEFB136,DEFB136,0.998425
FAM241A,FAM241A,0.9984246
CLCA4,CLCA4,0.9984236
ITGB3BP,ITGB3BP,0.99842334
HPF1,HPF1,0.9984229
PNMA5,PNMA5,0.9984224
MAGEB10,MAGEB10,0.99842113
C11orf87,C11H11orf87,0.99842036
KRT80,KRT80,0.9984192
NKX3-2,NKX3-2,0.9984181
OR2V1,OR2V1,0.998418
EDEM3,EDEM3,0.9984145
DNLZ,DNLZ,0.99841315
NHLRC4,NHLRC4,0.9984111
NEU2,NEU2,0.99841106
KCNK16,KCNK16,0.9984105
KIAA0319,KIAA0319,0.9984093
LBP,LBP,0.9984071
OR10Z1,OR10Z1,0.9984067
MCUB,MCUB,0.99840623
SKI,SKI,0.99840623
MCAM,MCAM,0.99840534
MRPL14,MRPL14,0.99840516
DNAAF9,DNAAF9,0.9984041
UPK3A,UPK3A,0.99840087
SLC37A4,SLC37A4,0.9984002
IFNL1,IFNL1,0.9983994
HABP2,HABP2,0.9983987
INKA1,INKA1,0.99839324
F2R,F2R,0.9983928
GTF2F2,GTF2F2,0.998391
CCDC201,CCDC201,0.99839026
ERICH2,ERICH2,0.9983894
CEPT1,CEPT1,0.99838835
EXOSC1,EXOSC1,0.99838763
TRPC4,TRPC4,0.99838686
C5orf49,CFAP90,0.99838674
MAP1LC3B2,MAP1LC3B,0.9983862
CRTC1,CRTC1,0.99838555
NFXL1,NFXL1,0.99838525
PLCD1,PLCD1,0.9983842
GDF15,GDF15,0.998381
CCT2,CCT2,0.99837667
FOXQ1,FOXQ1,0.99837637
SDHAF1,SDHAF1,0.99837583
CCDC194,CCDC194,0.99837476
RAB13,RAB13,0.99837327
DEFB118,DEFB118,0.99837077
TMDD1,TMDD1,0.9983703
NUP210,NUP210,0.99837
OR4E1,OR4E1,0.99836993
PIK3R3,PIK3R3,0.9983688
CD1A,CD1A,0.99836797
LRRC31,LRRC31,0.9983678
SPRR2G,SPRR2G,0.99836564
IGKC,IGKC,0.9983651
SURF2,SURF2,0.99836487
