zebrafish gene name,frog gene name,correlation
ACSS3,acss3,0.9764381
mamdc2a,mamdc2,0.9764354
kat8,kat8,0.9764345
alox5a,alox5,0.9764268
nde1,nde1,0.9764255
las1l,las1l,0.97642493
adora1b,adora1,0.97642386
mier1b,mier1,0.9764221
rcan2,rcan2,0.97641796
tg,tg,0.97641605
phf6,phf6,0.97641575
MINDY4B,mindy4b,0.97641265
coa7,coa7,0.9764103
nxn,nxn,0.97640544
chrm2a,chrm2,0.97639966
onecutl,onecut1.2,0.97639847
clstn2b,clstn3,0.9763915
DGKH,dgkh,0.9763883
supt7l,supt7l,0.97638655
DGKI,dgki,0.9763825
slc26a1,slc26a1,0.97637755
plcd1b,plcd1,0.9763754
st3gal2,st3gal2,0.97636986
dnai4,dnai4,0.97635525
tmcc1b,tmcc1,0.9763456
suox,suox,0.9763433
os9,os9,0.97634083
dusp4,dusp4,0.97633666
tlcd2,tlcd2,0.9763352
prph2lb,prph2l,0.9763286
C24H8orf34,c6h8orf34,0.9763165
eif2d,eif2d,0.9763158
yjefn3,yjefn3,0.9763153
arl2,arl2,0.9763136
trim8a,trim8,0.97631043
nudcd2,nudcd2,0.97630507
edc4,edc4,0.9763047
dhx57,dhx57,0.9762953
c3a.1,c3,0.9762932
clasrp,clasrp,0.97628886
gpsm1b,gpsm1,0.9762879
rnf126,rnf126,0.976286
prdx4,prdx4,0.97628564
stk25a,stk24,0.9762826
ltn1,ltn1,0.9762791
bms1,bms1,0.9762786
baiap2a,baiap2,0.9762603
ndst2a,ndst2,0.97625846
pigw,pigw,0.976252
rab10,rab10,0.9762486
tspan31,tspan31,0.97623926
CLEC16A,clec16a,0.9762349
slc6a18,slc6a20,0.9762284
stambpl1,stambpl1,0.9762276
lmod3,lmod3,0.9762215
mphosph6,mphosph6,0.9762098
rsph3,rsph3,0.97620654
mpp7a,mpp7,0.97620416
blk,blk,0.97619736
atmin,atmin,0.97619605
gyg1a,gyg1,0.9761722
sesn3,sesn3,0.97616565
bap1,bap1,0.9761564
becn1,becn1,0.9761513
ss18,ss18,0.97614616
znf362b,znf362,0.9761394
elapor1,elapor1,0.97613907
gatad2b,gatad2b,0.9761368
ddr1,ddr1,0.9761367
col9a1b,col9a1,0.97611946
ikbkg,ikbkg,0.9761042
tomm5,tomm5,0.97610134
galk1,galk1,0.9761011
RBSN,rbsn,0.97609895
prpf31,prpf31,0.97608304
pus10,pus10,0.9760822
trip4,trip4,0.9760783
SPTBN4,sptbn4,0.976072
sp9,sp9,0.9760595
adipor2,adipor2,0.976058
phf14,phf14,0.9760537
exoc6b,exoc6b,0.97604805
myca,myc,0.97604686
hmx3a,hmx3,0.9760455
twf1b,twf1,0.97604424
celsr1a,celsr1,0.9760389
zgc:56235,vdac3,0.9760369
syn1,syn1,0.97603613
cldne,cldn6.1,0.9760249
gja10a,gja10,0.976024
mid2,mid1,0.97601956
tdrd9,tdrd9,0.97601616
hivep3a,hivep3,0.97599965
emsy,emsy,0.9759952
chst15,chst15,0.9759916
arhgef1b,arhgef1,0.9759915
rhbg,rhbg,0.9759856
thap12a,thap12,0.9759855
pkhd1l1.1,pkhd1l1,0.9759789
pth3r,crhr1.1,0.9759764
rfx6,rfx6,0.9759672
med31,med31,0.97595114
garem,garem2,0.9759323
clint1b,clint1,0.975926
fbp1a,fbp1,0.9759166
ssbp2b,ssbp3,0.97590876
C1H3orf70,c9h3orf70,0.97590476
ift88,ift88,0.9758992
parvg,parvg,0.975897
mcoln1a,mcoln3,0.9758926
mgst1.2,mgst1,0.97589016
otx2b,otx2,0.9758872
ccnh,ccnh,0.97588485
kifbp,kifbp,0.9758764
recql5,recql5,0.97587085
ift20,ift20,0.97586894
ncbp3,ncbp3,0.9758676
cntnap5l,cntnap5,0.9758674
ablim3,ablim3,0.9758673
rrn3,rrn3,0.9758573
larp7,larp7,0.9758542
krt92,krt18.1,0.97585154
s100z,s100z,0.9758481
stmn2a,stmn2,0.9758463
rnd1a,rnd1,0.9758403
slc2a6,slc2a6,0.9758346
ghsrb,ghsr,0.9758338
fap,fap,0.9758318
mus81,mus81,0.9758298
tmem126a,tmem126a,0.9758251
ablim1a,ablim1,0.97582436
flt3,flt3,0.9758241
tnca,tnc,0.9758232
pdlim3b,pdlim3,0.97581834
eepd1,eepd1,0.9758146
LRRTM4,lrrtm4,0.9758098
dync1i2b,dync1i2,0.975807
mospd2,mospd2,0.9757981
mrps5,mrps5,0.9757979
atp6v1b2,atp6v1b2,0.97579217
MAP3K13,map3k13,0.97579044
stmn4l,stmn4,0.97578895
cdc14aa,cdc14a,0.97577703
GTF3C4,gtf3c4,0.9757758
gkup,XB5896631,0.97577524
cdc16,cdc16,0.9757743
TMEM164,tmem164,0.9757697
arhgap1,arhgap1,0.97576827
jade1,jade1,0.97576225
ndufa9a,ndufa9,0.97575414
sccpdhb,sccpdh.2,0.975747
mettl6,mettl6,0.9757407
wash1,washc1,0.97574055
krt94,krt19,0.9757398
bcl11ba,bcl11a,0.97572887
coq2,coq2,0.97572774
golga7,golga7,0.97572505
cdhr2,cdhr2,0.9757217
focad,focad,0.9757208
slain1a,slain1,0.9757169
zgc:101540,slc27a3,0.97571605
hs3st3b1b,hs3st3a1,0.97571415
cd151l,cd151,0.9757126
slc30a2,slc30a2,0.97570026
vps33b,vps33b,0.9756995
lhfpl4a,lhfpl4,0.97569394
wnt7ab,wnt7c,0.9756919
znf703,znf503,0.97568566
CRISPLD2,crispld2,0.9756769
fhip2a,fhip2a,0.9756758
adgra2,adgra2,0.9756745
nostrin,nostrin,0.9756721
ikzf1,ikzf1,0.97566557
pir,pir,0.97566235
upp2,upp1,0.97565216
usp30,usp30,0.9756465
tox3,tox3,0.975646
npat,npat,0.97564006
pcdh18b,pcdh8,0.9756355
reep2,reep2,0.97563505
SH2B2,sh2b2,0.9756343
rab15,rab15,0.9756317
sos2,sos2,0.9756316
saxo2,saxo2,0.9756264
synpo2la,synpo2l,0.9756263
cln5,cln5,0.9756229
sdc2,sdc2,0.9756224
asic1b,asic4,0.97561616
tefa,tef,0.97561496
iqgap1,iqgap1,0.9756098
tnksa,tnks2,0.9756094
slc25a19,slc25a19,0.9756077
lrmp,irag2,0.97560704
rbm19,rbm19,0.97560555
zgc:162698,tmem87a,0.97560453
clrn2,clrn2,0.9756039
wwc3,wwc3,0.97560036
islr2,islr2,0.9755991
slc10a7,slc10a7,0.97558826
kcnc1a,kcnc2,0.9755868
pleca,plec,0.9755863
zbtb41,zbtb41,0.9755847
nhp2,nhp2,0.9755826
casr,casr,0.9755629
pam16,pam16,0.97554916
MAP3K1,map3k1,0.9755356
smad2,smad2,0.9755343
marveld2a,marveld2,0.9755228
sult4a1,sult4a1,0.9755203
tmeff2a,tmeff2,0.9755151
ninj1,ninj1,0.975515
imp4,imp4,0.97551244
ca10b,ca10,0.9755104
cptp,cptp,0.97550726
gpt2,gpt2,0.9755047
mrps27,mrps27,0.975499
samsn1b,samsn1,0.97549546
cds1,cds1,0.97549236
kl,kl,0.9754885
GCN1,gcn1,0.97548324
pdzd4,pdzd4,0.9754821
ahcyl2a,ahcyl1,0.97548187
elovl1b,elovl1,0.97548103
cryba2b,cryba2,0.97546405
rps6kc1,rps6kc1,0.97546095
gab2,gab2,0.97545695
lmnb2,lmnb2,0.9754452
wdr46,wdr46,0.975444
HCN2,hcn1,0.97544205
p4hb,p4hb,0.9754345
ilf2,ilf2,0.9754324
ubtd1b,ubtd1,0.9754322
tdrd3,tdrd3,0.97543126
pabpc1l,pabpc1,0.9754203
gpn1,gpn1,0.97541916
atg2a,atg2a,0.9754177
nop2,nop2,0.97541386
ilf3b,ilf3,0.9754111
gid8a,gid8,0.97540635
helb,helb,0.9754042
rnf115a,rnf115,0.9754018
prelid3b,PRELID3B,0.97540176
lypla1,lypla1,0.9753997
aqp3a,aqp3,0.9753966
rgs17,rgs17,0.97538364
klhdc4,klhdc4,0.9753826
ift57,ift57,0.97538227
lta4h,lta4h,0.9753809
ADCY2,adcy7,0.97538066
gli1,gli1,0.9753781
gopc,gopc,0.97537714
si:zfos-323e3.4,lrrc8e,0.9753762
hoxb9a,hoxb9,0.97537535
kbtbd4,kbtbd4,0.9753669
KIF21B,kif21b,0.97536075
adora2aa,adora2a,0.97536075
abhd13,abhd13,0.9753576
gcdha,gcdh,0.97535616
lmf2a,lmf2,0.97535217
depdc7a,depdc7,0.97533864
psmb2,psmb2,0.9753368
mfsd4b,mfsd4b,0.97533655
si:dkey-49n23.1,sema3d,0.9753301
socs3b,socs3,0.9753295
brinp1,brinp1,0.97532785
gjc4a.1,gjc1,0.97532696
CBARP,cbarp,0.9753224
tbrg4,tbrg4,0.97531885
foxi2,foxi2,0.9753159
CHD3,chd5,0.9753119
TBC1D1,tbc1d4,0.9753059
bckdha,bckdha,0.9752882
lig1,lig1,0.97527033
pdcd2,pdcd2,0.9752639
rai14,rai14,0.9752633
anapc15,anapc15,0.975259
nkiras2,nkiras2,0.97525424
map6b,map6,0.9752537
trpa1b,trpa1,0.97525084
rasa4,rasa4,0.97525036
kars1,kars1,0.9752498
vipr2,vipr2,0.97524166
fam43a,fam43a,0.97524124
atrip,atrip,0.97523504
slc2a2,slc2a2,0.97523445
mibp2,nmrk2,0.97523344
pparab,pparg,0.9752316
adhfe1,adhfe1,0.9752308
zbtb2a,zbtb2,0.97521967
sestd1,sestd1,0.975215
stox1,stox1,0.9752149
arhgef2,arhgef2,0.97521317
snx12,snx12,0.97520876
itln1,cgl.2,0.9751991
dohh,dohh,0.9751973
guca1b,guca1b,0.9751967
tnrc6c1,tnrc6b,0.9751852
cab39l,cab39l,0.975183
tmed5,tmed5,0.9751826
abraxas2,abraxas2,0.97518146
myef2,myef2,0.9751773
abcg5,abcg5,0.97517323
tpte,tpte2,0.9751701
dcp2,dcp2,0.9751642
chrm4a,chrm4,0.9751634
sri,sri,0.97515774
isoc1,isoc1,0.97515464
hsd17b4,hsd17b4,0.9751514
grm1b,grm1,0.9751505
rnf19a,rnf19a,0.9751414
acer1,acer1,0.9751406
mef2d,mef2a,0.97514045
fkbp4,fkbp4,0.97513056
BRCC3,brcc3,0.9751268
cnn3b,cnn3,0.97512317
pgm2,pgm2,0.97510827
adam11,adam11,0.9751069
lratb.1,XB983422,0.97510666
nfatc3b,nfatc3,0.9751046
matn1,matn1,0.97509986
bora,bora,0.97509384
pou3f2b,pou3f2,0.97509253
osbp2a,osbp,0.97508764
bcas2,bcas2,0.97508025
smim13,smim13,0.9750784
ttll2,ttll2,0.97507554
pknox1.1,pknox1,0.9750693
parp3,parp3,0.9750601
cyb5r2,cyb5r2,0.9750576
kctd14,kctd14,0.97504663
crip2,crip2,0.9750339
lsm8,lsm8,0.9750278
GRAMD4,gramd4,0.9750255
psmd8,psmd8,0.9750146
cdt1,cdt1,0.97501034
tmem163b,tmem163,0.97500557
wnt9b,wnt9b,0.97500414
sec31a,sec31a,0.9749953
abhd17ab,abhd17c,0.974984
gtf2f1,gtf2f1,0.9749809
COG1,cog1,0.9749774
rasa1a,rasa1,0.97497135
pwwp2b,pwwp2b,0.9749687
akr1b1.2,akr1b1,0.97495407
mtf2,mtf2,0.9749539
pcbp2,pcbp3,0.9749424
frem2b,frem2,0.9749315
tfr1b,tfrcl,0.97493106
api5,api5,0.9749305
shcbp1,shcbp1,0.9749293
qtrt1,qtrt1,0.974918
calhm6,calhm6,0.97489995
npy,npy,0.9748985
angptl6,angptl6,0.9748958
vps26c,vps26c,0.9748944
exoc1,exoc1,0.97488123
slc25a55b,slc25a18,0.97488004
stx5al,stx5,0.9748684
INPP4B,inpp4b,0.9748666
crybb1l3,cryba1.2,0.9748655
KSR2,ksr2,0.97486234
gramd1c,gramd1c,0.97485656
znf330,znf330,0.9748534
pi4kb,pi4kb,0.9748364
sirt5,sirt5,0.974822
dnajc10,dnajc10,0.97480106
nup98,nup98,0.97479314
hoxc9a,hoxa9,0.9747829
uba6,uba6,0.97477907
lrrcc1,lrrcc1,0.9747747
dhcr24,dhcr24,0.9747699
pcyox1,pcyox1,0.97475886
ca7,ca7,0.9747537
shq1,shq1,0.9747432
ctsba,ctsb,0.9747418
cpda,cpd,0.9747402
ckap5,ckap5,0.97473955
sfi1,sfi1,0.9747382
slc39a5,slc39a5,0.97472304
samhd1,samhd1,0.97471243
ptpn6,ptpn6,0.9747063
mrpl57,mrpl57,0.9746983
KCNK12,kcnk12,0.974696
cdo1,cdo1,0.9746911
aida,aida,0.97468907
rtel1,rtel1,0.9746869
mcc,mcc,0.9746864
NPC1L1,npc1l1,0.9746823
tcea1,tcea1,0.9746794
pld1b,pld1,0.9746734
prkg2,prkg2,0.97467256
gfer,gfer,0.9746706
RHPN1,rhpn1,0.9746695
haao,haao,0.9746557
fnip1,fnip1,0.9746525
hmgcs1,hmgcs1,0.9746496
crb1,crb1,0.97463757
rpp40,rpp40,0.97463405
akap11,akap11,0.97463274
fbxo32,fbxo32,0.9746269
fkrp,fkrp,0.97462493
nup58,nup58,0.97462314
pstpip1a,pstpip1,0.97459984
bmt2,bmt2,0.9745838
vps16,vps16,0.9745838
taf7,taf7,0.9745801
stim1a,stim1,0.97457725
ERC1,erc2,0.97456753
usp38,usp35,0.9745668
mink1,mink1,0.9745581
akirin2,akirin2,0.97455597
polr2m,polr2m,0.97454786
casc3,casc3,0.9745445
cuedc1b,cuedc1,0.9745436
shroom2b,shroom2,0.97454286
ptger4b,ptger4,0.9745269
csf3r,csf3r,0.9745224
gphna,mtss1,0.97451836
ttc14,ttc14,0.97451425
smad9,smad9,0.97450775
myd88,myd88,0.97450256
nfxl1,nfxl1,0.9745009
usp40,usp40,0.97449106
ndufa11,ndufa11,0.97449
MICAL2,mical2,0.97448856
nrarpb,nrarp,0.97448754
ctdsp2,ctdsp2,0.9744828
crhbp,crhbp,0.9744787
aga,aga,0.97447586
rhogb,rhog,0.97447413
fignl1,fignl1,0.97447276
gskip,gskip,0.9744727
rchy1,rchy1,0.9744664
raf1b,araf,0.9744658
dnah10,dnah10,0.974463
rnf128a,rnf128,0.9744628
elob,elob,0.9744585
col17a1a,col17a1,0.97445667
COL4A2,col4a2,0.9744555
nkain1,nkain1,0.9744547
E2F1,e2f1,0.97444
eefsec,eefsec,0.9744391
trpc1,trpc1,0.9744264
lipt1,lipt1,0.97442573
tomm40l,tomm40,0.97441876
zbtb38,zbtb38,0.974416
znrf2b,znrf2,0.97441584
dnali1,dnali1,0.9744143
glsa,gls,0.97440374
st3gal8,st3gal8,0.9743954
brd3b,brd3,0.9743922
atxn2l,atxn2l,0.9743889
gars1,gars1,0.97438127
mrpl19,mrpl19,0.9743803
atp5md,atp5mk,0.97437775
srpk1a,srpk3,0.9743777
gtf2h3,gtf2h3,0.9743732
TNNI1,tnni1,0.9743693
ppa1b,ppa2,0.97436696
slc22a13b,slc22a13,0.9743608
rtf2,rtf2,0.9743479
gcgrb,gcgr,0.9743471
stx18,stx18,0.97434705
serpinc1,serpinc1,0.9743465
gaa2,gaa,0.97434336
lamb1b,lamb1,0.97434187
poc5,poc5,0.97434056
gjb9b,gjb4,0.97433805
BRSK2,brsk2,0.9743347
asic2,asic2,0.97433263
vps18,vps18,0.9743287
slc10a2,slc10a2,0.97432643
fbln7,fbln7,0.9743198
tacr2,tacr1,0.9743099
adpgk2,XB5992952,0.97430986
myb,myb,0.9743093
vapb,vapb,0.9743053
rxylt1,rxylt1,0.97429997
arfgap2,arfgap2,0.9742967
mid1ip1b,mid1ip1,0.9742934
btbd6a,btbd6,0.97429234
slc12a10.1,slc12a3l,0.9742909
bmper,bmper,0.9742906
rpl10,rpl10,0.97427315
rbp4l,rbp4l,0.9742712
katnal2,katnal2,0.9742683
hoxc6a,hoxc6,0.9742502
glis2b,glis2,0.9742414
lypd6b,lypd6b,0.97423756
kif20bb,kif20b,0.974225
fbxw8,fbxw8,0.9742218
stxbp5b,stxbp5,0.9742208
adal,adal,0.9742076
psme1,psme1,0.9742021
sass6,sass6,0.9741934
smg6,smg6,0.97419095
mapk12a,mapk12,0.9741891
mgat4a,mgat4a,0.97418493
lpla,lpl,0.9741839
SIDT2,sidt2,0.974183
IGDCC3,igdcc3,0.9741779
cwf19l1,cwf19l1,0.97417706
hsd17b7,hsd17b7,0.97417694
BEND4,bend4,0.9741723
sybu,sybu,0.9741684
nr2f1b,nr2f2,0.97416717
ptcd2,ptcd2,0.97416425
STK39,stk39,0.97416407
ccdc22,ccdc22,0.97416204
ITGA10,itga10,0.9741595
sntg2,sntg2,0.9741534
plat,plat,0.97414863
abrab,abra,0.974146
wdr43,wdr43,0.9741447
tnnt1,tnnt1,0.9741423
chrna6,chrna6,0.9741355
rbp2a,rbp2,0.9741351
tasorb,tasor,0.9741334
nrp2b,nrp2,0.97413117
AGAP3,agap1,0.9741255
supt4h1,supt4h1,0.97412515
twnk,twnk,0.9741236
sostdc1a,sostdc1,0.9741215
slc5a6b,slc5a6,0.97411543
krt99,krt12.2,0.9741078
hspe1,hspe1,0.9741021
htr1fa,htr1f,0.9740941
polr2j,polr2j,0.9740923
znhit1,znhit1,0.97408724
slc17a9b,slc17a9,0.97408295
cltb,cltb,0.9740801
rbm48,rbm48,0.9740789
slc52a3-1,slc52a3,0.9740787
ccdc124,ccdc124,0.9740739
tmprss15,tmprss15,0.9740721
mapre2,mapre2,0.97407025
NFIC,nfic,0.97406596
rpp30,rpp30,0.9740589
ehhadh,ehhadh,0.9740499
lrrc57,lrrc57,0.9740474
mnat1,mnat1,0.9740362
pgpep1,pgpep1,0.97403306
micos10,micos10,0.9740326
chrna10a,chrna9,0.9740297
nuak1b,nuak1,0.9740265
nup88,nup88,0.9740144
gabra6b,gabra6,0.97401315
ints7,ints7,0.97401184
mgst3b,XB5796436,0.97400546
tox4a,tox4,0.97399867
alg13,alg13,0.97399396
lsr,lsr,0.9739932
syngr3a,syngr3,0.9739909
gpr22b,gpr22l,0.97398853
gpr26,gpr26,0.97397715
dync2li1,dync2li1,0.97397375
fbxo22,fbxo22,0.9739667
MAP3K15,map3k15,0.9739653
akap12b,akap12,0.9739617
ednrab,ednra,0.97395575
cyp1b1,cyp1b1,0.9739543
phf24,phf24,0.97394323
esf1,esf1,0.97393167
dnmt3ab,dnmt3a,0.9739307
gde1,gde1,0.97391695
fahd1,fahd1,0.9739087
SLC66A2,slc66a2.2,0.9739072
foxn4,foxn4,0.97390634
atp6v1h,atp6v1h,0.9739034
il17rd,il17rd,0.97390217
slc25a43,slc25a43,0.9738871
mex3a,mex3a,0.9738806
kcnq1.1,kcnq1,0.97387826
cd9a,cd9,0.9738734
slc35a5,slc35a5,0.9738579
basp1,basp1,0.9738501
tfdp2,tfdp2,0.9738367
snrpd1,snrpd1,0.97383404
zbtb34,zbtb34,0.97383285
eif2ak1,eif2ak1,0.97382975
ccnf,ccnf,0.97382265
tox2,tox2,0.9738155
kxd1,kxd1,0.97381485
serpind1,serpind1,0.97381324
psme2,psme2,0.9738119
mtap,mtap,0.9738079
ndufs8a,ndufs8,0.9738013
si:dkey-199f5.8,b4galt3l2,0.9737966
rgl1,rgl3,0.9737955
slit3,slit3,0.9737955
celf1,lrrc61,0.97378486
nudcd1,nudcd1,0.9737754
tmem129,tmem129,0.97377527
lima1a,lima1,0.9737733
arhgef25b,arhgef25,0.9737697
oxsm,oxsm,0.973765
tmem127,tmem127,0.97375447
nit2,nit2,0.973741
g6pd,g6pd,0.9737394
fibinb,fibin,0.9737371
SYNDIG1,syndig1,0.9737357
pdpr,pdpr,0.97373253
enpep,enpep,0.9737325
cdc7,cdc7,0.97372925
lats2,lats2,0.9737272
spry4,spry4,0.9737222
lrsam1,lrsam1,0.97370905
cope,cope,0.973707
foxl2b,foxl2,0.97369975
syt12,syt12,0.9736973
PAM,pam,0.9736971
robo2,robo2,0.9736896
hnrnpd,hnrnpd,0.9736692
gata4,gata4,0.9736684
rhoub,rhou,0.9736661
mafba,mafb,0.9736641
plppr4a,plppr4,0.97365785
ADARB2,adarb2,0.97364765
abca3b,abca3,0.9736455
patl2,patl2,0.9736434
aatkb,lmtk3,0.9736341
llph,llph,0.9736297
cbsb,cbs,0.97362864
mfsd8,mfsd8,0.9736251
hmgxb3,hmgxb3,0.9736167
mc1r,mc1r,0.97361255
NMUR1,nmur1,0.9736123
ctrb.1,ctrb2,0.97361106
cplx3b,lman1l,0.97360957
cables2a,cables2,0.97359884
gtpbp10,gtpbp10,0.9735954
prkab1a,prkab1,0.9735708
zgc:110366,XB5731323,0.9735676
disp2,disp2,0.97356325
wdr74,wdr74,0.9735544
gpr27,gpr27,0.9735483
kcnj12b,kcnj4,0.9735413
opn1sw2,opn1sw2,0.9735389
myog,myog,0.9735308
zgc:194209,apmapl,0.97352135
ptrh2,ptrh2,0.97351706
rps13,rps13,0.9735084
triap1,triap1,0.9735081
foxh1,foxh1,0.9735074
b3galt2,b3galt2,0.9734908
ralbp1,ralbp1,0.9734866
ankrd13d,ankrd13b,0.97348344
borcs8,borcs8,0.9734787
gjb8,gjb2,0.97347534
tgfb1b,tgfb1,0.9734753
wdr91,wdr91,0.9734753
slc43a1b,slc43a1,0.9734703
rps6,rps6,0.9734701
p2rx7,p2rx7,0.97346777
arhgap12b,arhgap12,0.97346544
ube2t,ube2t,0.97345006
PTPRT,ptprk,0.9734434
rhbdd1,rhbdd1,0.97343576
trnt1,trnt1,0.97343343
slc30a1b,slc30a1,0.97343314
fktn,fktn,0.9734305
gnpat,gnpat,0.9734295
nfil3,nfil3,0.9734199
klhl22,klhl22,0.97341955
popdc2,popdc2,0.9734003
glrx3,glrx3,0.9733901
anks3,anks3,0.9733893
hyal1,hyal1,0.9733874
OIT3,oit3,0.9733836
krtcap2,krtcap2,0.9733803
gsto2,gsto2,0.9733747
hnrnpl,hnrnpl,0.9733695
nrxn2a,nrxn2,0.9733619
spoplb,spopl,0.97336096
pisd,pisd,0.9733538
gfus.1,gfus,0.9733535
b9d2,b9d2,0.97333926
pcdh1gb2,pcdhgc4,0.97333807
bet1,bet1,0.9733377
hgsnat,hgsnat,0.9733325
hexa,hexb,0.973327
def6a,def6,0.97332555
scamp2,scamp2,0.9733124
ppp1r3ab,ppp1r3a,0.9733058
rag1,RAG1,0.97330076
ralgapa1,ralgapa1,0.97329456
pole3,pole3,0.97327834
ccar1,ccar1,0.9732539
tie1,tek,0.97325313
sh3bgrl2,sh3bgrl2,0.9732523
zfpm2b,zfpm2,0.9732488
crocc2,crocc,0.97324836
zdhhc12b,zdhhc12,0.9732388
rdh5,XB5957220,0.97323817
b3gnt3.4,b3gnt3.2,0.9732371
sdf2,sdf2,0.9732311
tbc1d12b,tbc1d12,0.9732296
IGSF10,igsf10,0.97322273
faua,fau,0.9732207
h1-0,h1-0,0.97321606
aspm,aspm,0.97320575
trak1a,trak1,0.9732037
tp53i11a,tp53i11,0.97319907
irx5b,irx2,0.9731959
sstr2a,sstr2,0.9731958
adap2,ADAP2,0.9731909
zgc:113531,vwc2l.2,0.9731797
daw1,daw1,0.9731777
efhb,efhb,0.97317606
seh1l,seh1l,0.97316676
DOK7,dok7,0.9731648
adora2b,adora2b,0.97315407
gemin8,gemin8,0.97315174
dlst,dlst,0.9731499
farsa,farsa,0.97314864
LINGO2,lingo2,0.9731475
vmn2r1,vn2r1,0.9731445
naa25,naa25,0.9731406
klf2a,klf2,0.9731387
tbx15,tbx15,0.97313505
lypla2,lypla2,0.97313434
bmp3,bmp3,0.9731281
tgm2b,tgm2,0.97312784
vps35l,vps35l,0.97312605
eif2s3,adamts3,0.9731227
klhl40a,klhl40,0.97311956
neurog1,neurog1,0.97311527
ubiad1,ubiad1,0.973115
ergic2,ergic2,0.9731148
st13,st13,0.9731133
ccna1,ccna1,0.9731093
pdca,pdc,0.97310346
EML6,eml6,0.97310084
gtf2e1,gtf2e1,0.9730937
cryba4,cryba4,0.9730905
ppig,ppig,0.97308975
rpl27,rpl27,0.9730767
mrpl32,mrpl32,0.9730755
kctd12b,XB5843935,0.9730749
C19H6orf62,c6h6orf62,0.97307175
SERINC2,serinc3,0.97306937
mtf1,mtf1,0.97306526
lrrc45,lrrc45,0.9730583
faap24,faap24,0.973057
gapdhs,gapdh,0.97305655
pkp4,pkp4,0.97305477
shmt2,shmt2,0.97304904
tnfrsf21,tnfrsf21,0.97304124
slc38a7,slc38a7,0.97303945
slain2,slain2,0.9730376
ero1b,ero1b,0.9730313
ndufc2,ndufc2,0.9730193
phc2b,phc1,0.9730133
opn7c,opn7b,0.9730099
srpk1b,srpk1,0.9730042
nphs1,nphs1,0.97299814
cdk16,cdk16,0.9729956
adh8a,adh1,0.97299314
kics2,kics2,0.9729868
mrps14,mrps14,0.97298527
pnhd,pnhd,0.97298366
gdap2,gdap2,0.9729773
rnf2,rnf2,0.9729746
h2az2a,h2az1,0.972972
oaz1a,oaz1,0.9729687
vdrb,vdr,0.9729571
sox7,sox7,0.9729467
fgl1,fgl1a,0.9729447
slc12a9,slc12a9,0.9729426
bpgm,bpgm,0.97293746
fam210aa,fam210a,0.9729372
kbtbd12,kbtbd12,0.97293454
slbp2,XB5920187,0.97293323
atosa,atosa,0.9729285
NEK10,nek10,0.9729179
snrnp48,snrnp48,0.9729178
pnpla3,pnpla2,0.9729177
cyp7a1,cyp7a1,0.9729164
RAB11FIP2,rab11fip2,0.97291505
psmd10,psmd10,0.9729101
tdrd7b,tdrd7,0.9729092
meltf,meltf,0.9729065
foxl3,foxl3-ot1,0.9729015
rab27a,rab27a,0.97289956
lias,lias,0.97289866
fgl2a,fgl2,0.9728963
prmt1,prmt1,0.97288847
zmiz1a,zmiz1,0.97288746
lasp1,lasp1,0.9728643
zgc:86764,prc1.2,0.9728594
mtnr1c,mtnr1c,0.9728577
slc2a13b,slc2a13,0.97285587
ivns1abpb,ivns1abp,0.9728507
SCML4,scml4,0.97284675
tafa3b,tafa2,0.97283953
vps35,vps35,0.9728298
neff1,nefl,0.972829
klf7a,klf7,0.97282696
rapgef4b,rapgef4,0.9728247
irf2bpl,irf2bpl,0.9728211
cyba,cyba,0.97281694
usp20,usp20,0.97281516
stx3b,stx3,0.972814
hagh,hagh,0.9728106
cfap45,cfap45,0.97280735
bcl7a,bcl7a,0.97280586
admp,admp,0.9728021
dnajc22,dnajc22,0.97280174
slc7a8a,slc7a8,0.9727906
trim71,trim71,0.97279024
plscr3b,plscr1,0.9727861
ctsd,ctsd,0.9727826
plpp7a,plpp7,0.9727732
plxnb1b,plxnb1,0.97276855
pgrmc1,pgrmc1,0.9727577
ctnnd2a,ctnnd2,0.9727571
SLC44A2,slc44a4,0.9727552
CEP170B,cep170b,0.9727475
crk,crk,0.97274464
gna15.1,gna15,0.9727313
fabp2,fabp2,0.97271335
aurkaip1,aurkaip1,0.97270566
hoxb6b,hoxa6,0.97270566
fibpb,fibp,0.97270304
zpr1,zpr1,0.9726872
mt-nd5,nd5,0.9726833
snrnp25,snrnp25,0.9726619
hoxb2a,hoxb2,0.9726481
srrm1,srrm1,0.9726449
hpse,hpse,0.97261935
btbd7,btbd7,0.9726186
slc20a2,slc20a2,0.9726166
macroh2a1,macroh2a2,0.97261125
rfk,rfk,0.97260267
tbcela,tbcel,0.9726025
tpcn1,TPCN1,0.9725991
tecpr2,tecpr2,0.97259617
RPRD1A,rprd1a,0.97258455
akirin1,akirin1,0.9725827
slc36a1,slc36a1,0.97257817
cftr,cftr,0.97257775
znrf3,znrf3,0.97257596
colec11,colec11,0.9725758
fbxl4,fbxl4,0.97257346
tnnt2a,tnnt2,0.97257304
si:ch211-117k10.3,klf15.2,0.97256845
mlycd,mlycd,0.9725681
SNX1,snx1,0.97256774
mfsd12a,XB5954422,0.9725658
nup210,nup210,0.97256356
OTOP2,otop2,0.9725612
d2hgdh,d2hgdh,0.972554
gngt2a,gngt2,0.9725514
brat1,brat1,0.97254235
