chimpanzees gene name,gorillas gene name,correlation
MDC1,MDC1,0.99956816
PCCB,PCCB,0.9995681
ARMCX5,ARMCX5,0.9995679
CROCC,CROCC,0.99956787
PEX2,PEX2,0.99956787
RIMS1,RIMS1,0.99956745
EIF4A1,EIF4A1,0.99956715
KCNIP3,KCNIP3,0.99956703
PHF24,PHF24,0.99956703
ACOT4,ACOT4,0.999567
WHRN,WHRN,0.99956685
SLC5A1,SLC5A1,0.9995667
DNAH7,DNAH7,0.9995666
SCN5A,SCN5A,0.99956656
OTOR,OTOR,0.9995664
WNT6,WNT6,0.9995664
OR2B3,OR2B3,0.9995663
MARK1,MARK1,0.9995662
CCIN,CCIN,0.9995661
OLFM2,OLFM2,0.99956596
SYT3,SYT3,0.99956596
NSUN2,NSUN2,0.99956566
TRIM21,TRIM21,0.9995656
KLHL40,KLHL40,0.99956554
CPPED1,CPPED1,0.9995654
ACD,ACD,0.99956524
C10orf143,C10orf143,0.99956524
MFSD12,MFSD12,0.99956524
DMBX1,DMBX1,0.9995652
AMOT,AMOT,0.9995651
CDC7,CDC7,0.99956506
TCP11L1,TCP11L1,0.99956495
SLC27A2,SLC27A2,0.9995649
WDR55,WDR55,0.99956477
IPO4,IPO4,0.9995646
ESF1,ESF1,0.9995644
MFRP,MFRP,0.99956435
URB2,URB2,0.9995643
CUL9,CUL9,0.9995641
NLRX1,NLRX1,0.9995641
LSR,LSR,0.9995638
RPA3,RPA3,0.99956363
RBKS,RBKS,0.99956346
CDK12,CDK12,0.99956316
ROBO3,ROBO3,0.9995631
F11,F11,0.9995626
FAM124A,FAM124A,0.9995625
VPREB3,VPREB3,0.9995623
CCDC170,CCDC170,0.9995622
DDX59,DDX59,0.9995622
ELAPOR1,ELAPOR1,0.99956214
BAG5,BAG5,0.9995619
FAM83D,FAM83D,0.99956155
TRIL,TRIL,0.99956137
BBS12,BBS12,0.9995613
CDH19,CDH19,0.99956113
TTC24,TTC24,0.9995607
PTX3,PTX3,0.9995606
JAK2,JAK2,0.99956053
TNFSF13,TNFSF13,0.9995605
FBXL7,FBXL7,0.9995603
BPIFB1,BPIFB1,0.9995601
PHLDB2,PHLDB2,0.99956
FUT1,FUT1,0.99955994
KLRC1,KLRC1,0.9995598
UBE3B,UBE3B,0.99955946
FANCL,FANCL,0.9995593
PEG10,PEG10,0.9995592
CCDC22,CCDC22,0.9995588
NUBP1,NUBP1,0.9995584
ANGPTL1,ANGPTL1,0.99955815
RYR2,RYR2,0.9995581
ABCA12,ABCA12,0.99955773
COQ10B,COQ10B,0.9995576
GPHA2,GPHA2,0.9995576
PCARE,PCARE,0.9995576
MTERF2,MTERF2,0.9995575
ANKDD1A,ANKDD1A,0.99955714
MLEC,MLEC,0.9995571
RERGL,RERGL,0.999557
FASLG,FASLG,0.99955696
DIXDC1,DIXDC1,0.9995569
SAMD14,SAMD14,0.9995568
CTSH,CTSH,0.9995566
TREX1,TREX1,0.9995566
WDR54,WDR54,0.9995563
PARP16,PARP16,0.99955624
DHX29,DHX29,0.99955606
SESN2,SESN2,0.99955606
ATP8B2,ATP8B2,0.99955565
KRTCAP2,KRTCAP2,0.99955565
PADI3,PADI3,0.99955547
EPB41L5,EPB41L5,0.999555
ZNF217,ZNF217,0.99955463
POU6F1,POU6F1,0.9995545
NAT16,NAT16,0.9995543
AURKAIP1,AURKAIP1,0.9995542
SMYD5,SMYD5,0.99955416
TERF1,TERF1,0.99955416
ZNF804B,ZNF804B,0.9995541
LAD1,LAD1,0.9995539
REXO5,REXO5,0.9995539
C9,C9,0.9995538
DHTKD1,DHTKD1,0.9995537
PATE2,PATE2,0.9995537
STARD3,STARD3,0.9995537
PUS3,PUS3,0.9995536
DUSP16,DUSP16,0.9995534
NDOR1,NDOR1,0.9995534
TLR3,TLR3,0.9995532
CLSPN,CLSPN,0.999553
LY96,LY96,0.999553
AIMP1,AIMP1,0.9995529
CHST8,CHST8,0.99955285
SEPTIN8,SEPTIN8,0.99955237
ANKRD46,ANKRD46,0.9995523
HMX2,HMX2,0.99955225
ZFP69,ZFP69,0.99955225
CPN1,CPN1,0.9995522
CSF2RB,CSF2RB,0.9995522
LAMC3,LAMC3,0.99955213
NLRP7,NLRP7,0.9995521
ATG5,ATG5,0.99955183
CUEDC1,CUEDC1,0.9995517
PHOSPHO2,PHOSPHO2,0.9995516
NKAPD1,NKAPD1,0.99955153
COL17A1,COL17A1,0.9995515
KY,KY,0.99955136
FOXO1,FOXO1,0.9995512
GHR,GHR,0.99955106
PLEKHG3,PLEKHG3,0.99955106
TKFC,TKFC,0.99955106
ACO1,ACO1,0.9995509
OR10K2,OR10K2,0.99955046
RNASE6,RNASE6,0.99955046
CLPS,CLPS,0.9995503
TAF1C,TAF1C,0.9995502
C3H3orf38,C3orf38,0.9995499
TULP1,TULP1,0.9995499
CAPG,CAPG,0.99954975
SSTR3,SSTR3,0.9995496
PXYLP1,PXYLP1,0.99954957
CSRP3,CSRP3,0.99954927
MYLK2,MYLK2,0.9995492
TNRC6C,TNRC6C,0.99954873
PTPRCAP,PTPRCAP,0.9995487
MMP20,MMP20,0.9995485
ELAVL3,ELAVL3,0.9995484
GRIK3,GRIK3,0.999548
KCNJ16,KCNJ16,0.9995478
FAM98A,FAM98A,0.9995477
PON1,PON1,0.9995477
SI,SI,0.99954766
FAM161A,FAM161A,0.9995476
MMP27,MMP27,0.99954754
NCCRP1,NCCRP1,0.9995474
TACO1,TACO1,0.9995471
NFRKB,NFRKB,0.99954706
SMAD9,SMAD9,0.9995467
LARP1B,LARP1B,0.99954665
RCHY1,RCHY1,0.9995465
CPLANE1,CPLANE1,0.99954623
SERTAD1,SERTAD1,0.99954623
LIPT1,LIPT1,0.9995462
FMO3,FMO3,0.9995461
GLCE,GLCE,0.999546
ITGA11,ITGA11,0.99954563
ANKRD34B,ANKRD34B,0.9995449
GPR83,GPR83,0.9995449
NOB1,NOB1,0.9995448
IL17B,IL17B,0.9995446
TMEM144,TMEM144,0.9995445
DOT1L,DOT1L,0.99954426
PTK7,PTK7,0.99954426
KHNYN,KHNYN,0.9995442
LRRC18,LRRC18,0.9995442
CDH1,CDH1,0.99954414
SAMHD1,SAMHD1,0.9995436
MPP4,MPP4,0.9995435
DAB2,DAB2,0.99954337
JMJD1C,JMJD1C,0.9995432
DENND2C,DENND2C,0.99954295
HBP1,HBP1,0.99954283
KCNJ15,KCNJ15,0.9995426
PPCS,PPCS,0.99954253
HBQ1,HBQ1,0.9995423
RPL37,RPL37,0.9995421
ZNF18,ZNF18,0.99954206
MTNAP1,C17orf80,0.9995418
RTP5,RTP5,0.9995417
DNAI1,DNAI1,0.9995413
PCDHGA4,PCDHGA4,0.999541
CCL20,CCL20,0.9995409
CRAMP1,CRAMP1,0.9995409
MIB1,MIB1,0.99954087
CRYGB,CRYGB,0.9995405
BNC2,BNC2,0.99954003
TMEM205,TMEM205,0.99954
GPR158,GPR158,0.9995397
NIBAN3,NIBAN3,0.9995394
BARX2,BARX2,0.9995391
CEP70,CEP70,0.999539
HOXD4,HOXD4,0.999539
HOXA2,HOXA2,0.99953896
CCDC124,CCDC124,0.9995389
DCLRE1A,DCLRE1A,0.9995389
ZNF648,ZNF648,0.9995389
SMLR1,SMLR1,0.99953866
BUB1,BUB1,0.9995384
TGS1,TGS1,0.9995382
FASTK,FASTK,0.99953806
PNPLA4,PNPLA4,0.99953747
FBF1,FBF1,0.99953693
NECTIN4,NECTIN4,0.9995367
TOM1L1,TOM1L1,0.99953663
CHL1,CHL1,0.9995365
SLC38A1,SLC38A1,0.9995365
TFDP2,TFDP2,0.99953645
VPS4B,VPS4B,0.99953634
STAM2,STAM2,0.9995362
IL2RB,IL2RB,0.9995361
CLP1,CLP1,0.9995357
COG6,COG6,0.9995355
MEF2D,MEF2D,0.9995355
WDFY4,WDFY4,0.99953544
WDR36,WDR36,0.9995352
ZKSCAN7,ZKSCAN7,0.999535
CASP10,CASP10,0.9995343
MAST1,MAST1,0.9995343
GAS7,GAS7,0.99953425
RELL1,RELL1,0.9995342
ANKRD16,ANKRD16,0.999534
TM6SF2,TM6SF2,0.9995339
DNPEP,DNPEP,0.99953383
ANXA10,ANXA10,0.9995338
GPR143,GPR143,0.9995338
REXO4,REXO4,0.9995336
ATCAY,ATCAY,0.9995335
M1AP,M1AP,0.9995335
ABCA9,ABCA9,0.9995332
DHX38,DHX38,0.9995331
ELK4,ELK4,0.999533
ZBTB49,ZBTB49,0.99953264
STYXL2,STYXL2,0.9995325
NTN5,NTN5,0.99953216
GIT1,GIT1,0.9995321
ZNF408,ZNF408,0.9995317
TP53INP2,TP53INP2,0.9995316
NCF2,NCF2,0.9995315
ZNF616,ZNF616,0.9995313
KRT20,KRT20,0.9995312
ZC3H7A,ZC3H7A,0.9995312
ABHD10,ABHD10,0.9995311
DYNC1I1,DYNC1I1,0.9995311
PLEKHG6,PLEKHG6,0.9995311
GBA2,GBA2,0.99953085
MTERF1,MTERF1,0.9995307
TMEM216,TMEM216,0.9995304
ZDHHC6,ZDHHC6,0.9995303
CLEC20A,CLEC20A,0.9995302
NEUROG1,NEUROG1,0.9995302
CADM1,CADM1,0.99952984
H6PD,H6PD,0.9995294
HSD17B4,HSD17B4,0.99952936
HNF4G,HNF4G,0.99952906
PTCD1,PTCD1,0.99952877
FNDC11,FNDC11,0.99952865
COG2,COG2,0.9995284
RALY,RALY,0.9995284
CCDC184,CCDC184,0.99952835
TH,TH,0.9995283
PRORP,PRORP,0.99952817
CUBN,CUBN,0.99952775
GPR84,GPR84,0.99952775
ETAA1,ETAA1,0.999527
PPP1R15B,PPP1R15B,0.99952686
B4GALT7,B4GALT7,0.99952674
RSAD1,RSAD1,0.99952674
CELA1,CELA1,0.9995267
IL36A,IL36A,0.99952644
CHCHD1,CHCHD1,0.9995264
KCNAB3,KCNAB3,0.9995261
GPRC5B,GPRC5B,0.99952585
SLC6A12,SLC6A12,0.99952525
SLC25A19,SLC25A19,0.999525
GARNL3,GARNL3,0.99952495
ZNF253,ZNF253,0.99952495
KPNA5,KPNA5,0.9995245
PSMB3,PSMB3,0.9995245
PRKAR1A,PRKAR1A,0.9995243
METTL25,METTL25,0.99952394
PAK5,PAK5,0.9995237
CIROP,CIROP,0.99952364
SEL1L2,SEL1L2,0.99952364
MFSD5,MFSD5,0.9995234
TSPOAP1,TSPOAP1,0.9995232
ALDH8A1,ALDH8A1,0.9995231
ZNF35,ZNF35,0.9995229
RAB8A,RAB8A,0.99952245
TTC38,TTC38,0.9995222
CENPC,CENPC,0.9995221
MASTL,MASTL,0.99952185
NLRP13,NLRP13,0.9995218
ABHD18,ABHD18,0.99952173
UTF1,UTF1,0.99952155
METTL18,METTL18,0.9995215
ENY2,ENY2,0.9995212
ACTN4,ACTN4,0.99952096
ERP27,ERP27,0.99952096
SNRNP200,SNRNP200,0.9995208
MCEE,MCEE,0.9995206
G2E3,G2E3,0.99952006
PRF1,PRF1,0.99951965
ATP6V0D2,ATP6V0D2,0.99951935
BCAR1,BCAR1,0.9995192
LRRC74B,LRRC74B,0.99951917
BLVRA,BLVRA,0.999519
MESD,MESD,0.9995187
HRAS,HRAS,0.99951863
SULT1B1,SULT1B1,0.99951845
TRIM42,TRIM42,0.99951845
H2BC4,H2BC13,0.9995182
MYO5A,MYO5A,0.99951804
MDM4,MDM4,0.999518
MTCL1,MTCL1,0.999518
HUS1,HUS1,0.99951786
SLC4A9,SLC4A9,0.9995173
CRH,CRH,0.99951714
HEG1,HEG1,0.99951696
FGF6,FGF6,0.9995169
PIGS,PIGS,0.9995169
BCORL1,BCORL1,0.99951655
EGFL7,EGFL7,0.9995165
ZSCAN31,ZSCAN31,0.99951637
C8H8orf82,C8orf82,0.99951583
LMO1,LMO1,0.9995154
KANSL1L,KANSL1L,0.99951535
AOPEP,AOPEP,0.99951464
HNRNPU,HNRNPU,0.99951416
PSMA7,PSMA7,0.99951375
APEX2,APEX2,0.9995136
CCDC105,TEKTL1,0.9995136
MTDH,MTDH,0.9995134
REEP4,REEP4,0.9995133
DUSP2,DUSP2,0.99951327
GPR50,GPR50,0.99951303
R3HCC1L,R3HCC1L,0.99951303
DERA,DERA,0.9995128
MROH2B,MROH2B,0.9995127
CA5B,CA5B,0.9995125
HECTD3,HECTD3,0.99951214
SEPTIN14,SEPTIN14,0.99951196
SFTPB,SFTPB,0.99951196
FGD6,FGD6,0.9995119
LALBA,LALBA,0.99951166
CCN2,CCN2,0.9995116
CNPY3,CNPY3,0.9995116
ASXL3,ASXL3,0.9995115
NARS2,NARS2,0.99951106
SDR9C7,SDR9C7,0.9995106
TATDN3,TATDN3,0.9995105
DNAJC7,DNAJC7,0.9995102
ZNF772,ZNF772,0.99950993
OGDHL,OGDHL,0.9995099
BRCA2,BRCA2,0.9995098
CHRM5,CHRM5,0.9995098
UBAP1L,UBAP1L,0.9995097
MTMR11,MTMR11,0.99950963
MINPP1,MINPP1,0.9995094
PITPNM1,PITPNM1,0.9995092
VSIG10,VSIG10,0.9995089
CACNA2D1,CACNA2D1,0.9995086
IL1B,IL1B,0.99950844
TET3,TET3,0.9995084
MINDY4B,MINDY4B,0.999508
DSG2,DSG2,0.99950755
NLRP1,NLRP1,0.9995071
MDGA1,MDGA1,0.999507
COG3,COG3,0.9995069
EPB41L3,EPB41L3,0.99950683
KRT73,KRT73,0.99950683
CILP2,CILP2,0.9995068
SLC8B1,SLC8B1,0.99950665
KRT32,KRT32,0.9995065
DSC2,DSC2,0.99950606
SGPL1,SGPL1,0.999506
PRLR,PRLR,0.9995059
DUXA,DUXA,0.99950564
RSL24D1,RSL24D1,0.99950564
GPR33,GPR33,0.9995051
OPTC,OPTC,0.999505
VRTN,VRTN,0.9995047
AKAP8L,AKAP8L,0.9995046
KLHL23,KLHL23,0.9995046
CDK14,CDK14,0.99950427
FHDC1,FHDC1,0.9995037
CYP2S1,CYP2S1,0.9995036
CFAP157,CFAP157,0.99950296
NES,NES,0.99950236
NR5A1,NR5A1,0.9995023
TOR4A,TOR4A,0.9995023
ZBTB40,ZBTB40,0.9995021
LSS,LSS,0.9995018
ABCG8,ABCG8,0.9995015
ADAM23,ADAM23,0.99950147
SHROOM1,SHROOM1,0.9995014
SLC11A1,SLC11A1,0.9995011
SFSWAP,SFSWAP,0.99950093
VNN1,VNN1,0.9995009
MCF2,MCF2,0.99950045
INKA2,INKA2,0.9995004
SIX6,SIX6,0.9995004
LRRC58,LRRC58,0.99950004
TAT,TAT,0.99949956
HOXB2,HOXB2,0.9994995
UBQLN1,UBQLN1,0.9994995
ZNF845,ZNF845,0.99949944
CTIF,CTIF,0.9994994
SCN2A,SCN2A,0.99949926
NR4A1,NR4A1,0.999499
CDC42BPG,CDC42BPG,0.9994989
AMIGO3,AMIGO3,0.99949884
C1QC,C1QC,0.99949884
ITGAD,ITGAD,0.9994982
GSTM3,GSTM3,0.9994978
ESPL1,ESPL1,0.99949753
GNAI2,GNAI2,0.9994975
TEX264,TEX264,0.9994975
AKAP9,AKAP9,0.99949735
MIA2,MIA2,0.99949735
SLC13A5,SLC13A5,0.9994972
FOXN1,FOXN1,0.99949706
DDX60L,DDX60L,0.99949676
FRMPD1,FRMPD1,0.99949634
JAM3,JAM3,0.9994962
CDCA7,CDCA7,0.99949616
TLE7,TLE7,0.99949604
SASH3,SASH3,0.9994958
HEATR9,HEATR9,0.999495
PLAC1,PLAC1,0.99949485
CXCR4,CXCR4,0.9994948
GPR152,GPR152,0.9994948
MARVELD2,MARVELD2,0.99949473
LAYN,LAYN,0.9994947
AIF1,AIF1,0.99949443
GJA9,GJA9,0.99949443
LRRC30,LRRC30,0.9994944
C14H14orf39,C14orf39,0.99949414
C1GALT1,C1GALT1,0.99949414
CWF19L2,CWF19L2,0.999494
VSIG10L2,VSIG10L2,0.9994938
WRAP73,WRAP73,0.99949366
KIZ,KIZ,0.9994936
HDAC7,HDAC7,0.9994934
PITX2,PITX2,0.9994933
ANKEF1,ANKEF1,0.999493
ARHGAP33,ARHGAP33,0.9994928
ART5,ART5,0.99949265
SLC27A6,SLC27A6,0.99949265
FBXO32,FBXO32,0.9994926
PDX1,PDX1,0.999492
GATD3,GATD3,0.9994919
CENPE,CENPE,0.99949175
IL31,IL31,0.99949175
MRPL35,MRPL35,0.99949175
PGM3,PGM3,0.99949175
KCNK17,KCNK17,0.9994917
MPPE1,MPPE1,0.99949145
STAR,STAR,0.99949145
ZNF384,ZNF384,0.99949133
HHIP,HHIP,0.9994913
FBXO43,FBXO43,0.999491
PLA2G4B,PLA2G4B,0.9994906
INSYN2A,INSYN2A,0.9994905
BIN2,BIN2,0.9994904
IFT74,IFT74,0.99949014
CCDC77,CCDC77,0.9994899
PALM,PALM,0.9994897
SFT2D3,SFT2D3,0.9994894
ZNF691,ZNF691,0.9994893
DCTN1,DCTN1,0.99948925
ARHGEF26,ARHGEF26,0.9994891
SCD,SCD,0.99948883
ZACN,ZACN,0.9994888
EXOSC8,EXOSC8,0.9994887
OTOP3,OTOP3,0.9994887
NCOR2,NCOR2,0.99948865
B4GALT1,B4GALT1,0.9994885
STRA6,STRA6,0.99948823
IER5,IER5,0.9994882
TMOD1,TMOD1,0.9994882
MBOAT1,MBOAT1,0.999488
MPP7,MPP7,0.9994879
APPL2,APPL2,0.9994878
LEP,LEP,0.9994872
CSDE1,CSDE1,0.99948704
COA5,COA5,0.9994869
MAGI2,MAGI2,0.99948657
CCDC175,CCDC175,0.99948645
LY86,LY86,0.999486
SOX30,SOX30,0.9994859
FANCI,FANCI,0.99948585
MYD88,MYD88,0.99948573
KATNIP,KATNIP,0.9994857
IP6K3,IP6K3,0.99948555
TSTD1,TSTD1,0.9994849
CHCHD6,CHCHD6,0.99948484
WDR89,WDR89,0.9994848
FBXW11,FBXW11,0.99948466
OCM2,OCM2,0.99948466
TBP,TBP,0.9994845
TRAF3,TRAF3,0.9994844
IGDCC4,IGDCC4,0.9994843
CNGA3,CNGA3,0.9994842
CAPZB,CAPZB,0.999484
PACSIN2,PACSIN2,0.9994839
DHX30,DHX30,0.9994836
NRSN2,NRSN2,0.9994836
GDF5,GDF5,0.99948347
RAB3D,RAB3D,0.99948347
ALOXE3,ALOXE3,0.999483
KCNA10,KCNA10,0.999483
PPP1R15A,PPP1R15A,0.99948287
CLCN1,CLCN1,0.9994827
ARAP3,ARAP3,0.99948263
ERI2,ERI2,0.9994826
MBLAC1,MBLAC1,0.99948233
MMP13,MMP13,0.9994821
MOXD1,MOXD1,0.9994821
RD3,RD3,0.99947995
MYO1H,MYO1H,0.99947953
TP53I13,TP53I13,0.99947953
WDR11,WDR11,0.9994794
EXOC3L4,EXOC3L4,0.9994793
SLC28A2,SLC28A2,0.9994792
STC2,STC2,0.99947906
CHDH,CHDH,0.99947894
NDST4,NDST4,0.9994789
ADAM18,ADAM18,0.99947876
DHX58,DHX58,0.99947834
SIX1,SIX1,0.99947804
ART1,ART1,0.999478
LDLRAP1,LDLRAP1,0.99947774
WBP1L,WBP1L,0.9994777
CFAP97,CFAP97,0.9994772
GNPDA1,GNPDA1,0.9994772
NUCB1,NUCB1,0.99947685
FZD6,FZD6,0.99947673
TRIM45,TRIM45,0.9994767
PI16,PI16,0.99947655
NARS1,NARS1,0.9994765
LONRF2,LONRF2,0.9994757
RHOC,RHOC,0.99947566
SERPINB8,SERPINB8,0.9994756
CALHM4,CALHM4,0.99947554
FNDC7,FNDC7,0.99947536
SAMD9,SAMD9,0.9994753
TOPAZ1,TOPAZ1,0.9994753
ARHGAP28,ARHGAP28,0.9994743
DIAPH2,DIAPH2,0.9994742
HRH1,HRH1,0.9994739
CNPPD1,CNPPD1,0.9994738
TSPYL6,TSPYL6,0.99947304
DHRS11,DHRS11,0.999473
KLK15,KLK15,0.9994729
SLC47A2,SLC47A2,0.9994725
CHRNB3,CHRNB3,0.9994723
NICN1,NICN1,0.9994721
SIGLEC10,SIGLEC10,0.999472
FRZB,FRZB,0.99947196
GINM1,GINM1,0.99947184
C1QTNF9,C1QTNF9,0.9994716
INTS3,INTS3,0.99947125
SPEF1,SPEF1,0.99947125
TMEM87B,TMEM87B,0.99947095
CERS3,CERS3,0.99947065
MACROD2,MACROD2,0.99947065
B3GNT8,B3GNT8,0.99947053
LY75,LY75,0.99947035
CYP2C9,CYP2C9,0.9994703
MGAT1,MGAT1,0.99947023
POF1B,POF1B,0.99947006
C6H6orf163,C6orf163,0.99947
ALG9,ALG9,0.9994696
RPS6KA2,RPS6KA2,0.9994695
TAF4B,TAF4B,0.9994695
CDC23,CDC23,0.99946946
SUV39H1,SUV39H1,0.99946946
LCT,LCT,0.9994693
PIGO,PIGO,0.9994692
C21orf140,C21orf140,0.9994691
ZNF805,ZNF805,0.999469
ARFGAP1,ARFGAP1,0.99946874
DNAJC16,DNAJC16,0.9994687
MMP12,MMP12,0.99946845
RAD23B,RAD23B,0.99946845
C1H1orf210,C1orf210,0.9994684
MKKS,MKKS,0.9994683
BMP10,BMP10,0.99946827
ZNF420,ZNF420,0.9994682
TMPRSS15,TMPRSS15,0.99946815
DLAT,DLAT,0.99946743
WDR90,WDR90,0.9994673
ADAM20,ADAM20,0.99946725
ADAM15,ADAM15,0.9994672
CIITA,CIITA,0.9994672
LONRF3,LONRF3,0.99946696
MND1,MND1,0.9994666
RASL11A,RASL11A,0.9994666
AXDND1,AXDND1,0.9994665
KLHDC7A,KLHDC7A,0.9994664
KLF8,KLF8,0.99946624
DCLK3,DCLK3,0.9994662
MYPOP,MYPOP,0.999466
ETV4,ETV4,0.99946594
MORN1,MORN1,0.99946547
TCEANC,TCEANC,0.99946475
TAS1R3,TAS1R3,0.99946463
ZNF572,ZNF572,0.99946463
IL3,IL3,0.9994642
ZNF697,ZNF697,0.9994642
MBNL2,MBNL2,0.999464
ATP6V1H,ATP6V1H,0.9994637
BRD4,BRD4,0.9994635
SUSD2,SUSD2,0.99946344
ATAT1,ATAT1,0.9994632
QRFPR,QRFPR,0.999463
CMTM6,CMTM6,0.99946296
SHISA6,SHISA6,0.99946296
PSMD14,PSMD14,0.9994626
FCHO2,FCHO2,0.9994617
SLC24A5,SLC24A5,0.9994614
PAPSS2,PAPSS2,0.99946094
CA6,CA6,0.99946064
LRIT2,LRIT2,0.9994606
HSD11B1,HSD11B1,0.99946046
PAFAH1B3,PAFAH1B3,0.99946046
PCOLCE,PCOLCE,0.99946016
ZNF438,ZNF438,0.99946
SIGLEC15,SIGLEC15,0.9994599
DOC2A,DOC2A,0.99945945
MT-CO2,COX2,0.99945873
HIF1A,HIF1A,0.99945855
ZNF502,ZNF502,0.9994585
DNM1L,DNM1L,0.9994584
HARBI1,HARBI1,0.99945825
PSMB8,PSMB8,0.99945825
DBF4B,DBF4B,0.9994579
STOML1,STOML1,0.9994575
WDR75,WDR75,0.9994573
NEUROG2,NEUROG2,0.99945694
SLCO1C1,SLCO1C1,0.9994565
EGFL6,EGFL6,0.99945647
STX10,STX10,0.99945647
C13orf42,C13orf42,0.99945587
ACSM4,ACSM4,0.9994558
CCNB2,CCNB2,0.9994557
MEDAG,MEDAG,0.9994556
PLAAT4,PLAAT4,0.9994555
DAB1,DAB1,0.99945533
NCAPG2,NCAPG2,0.9994553
BCAT2,BCAT2,0.9994552
PADI2,PADI2,0.9994552
SSPN,SSPN,0.9994552
SLC24A1,SLC24A1,0.99945515
AVPR1B,AVPR1B,0.9994549
IDE,IDE,0.99945474
KLHL38,KLHL38,0.99945474
C8G,C8G,0.9994547
ZNF571,ZNF571,0.9994545
C1H1orf232,C1orf232,0.9994544
GGH,GGH,0.9994542
RASGRP1,RASGRP1,0.9994542
CLIC3,CLIC3,0.9994541
HAPLN4,HAPLN4,0.9994541
IRGC,IRGC,0.99945384
YARS1,YARS1,0.99945366
ENG,ENG,0.9994535
ARSG,ARSG,0.9994533
PTPRQ,PTPRQ,0.9994533
SOWAHB,SOWAHB,0.999453
ATP5MC1,ATP5MC1,0.9994529
ITGB7,ITGB7,0.9994523
KANK3,KANK3,0.9994523
PER2,PER2,0.9994521
PIP5K1C,PIP5K1C,0.999452
MAP6,MAP6,0.99945194
KCNN4,KCNN4,0.9994519
DEFA6,DEFA6,0.99945176
FKBP15,FKBP15,0.99945176
DMXL1,DMXL1,0.9994516
TTYH2,TTYH2,0.99945134
ARHGAP24,ARHGAP24,0.99945104
ALDH16A1,ALDH16A1,0.99945074
NCAN,NCAN,0.99945015
JAG1,JAG1,0.99944985
KRT24,KRT24,0.9994495
SHANK2,SHANK2,0.9994493
MYO10,MYO10,0.99944925
NLRP8,NLRP8,0.9994488
TTYH1,TTYH1,0.9994486
ARHGAP22,ARHGAP22,0.99944836
CALR,CALR,0.99944836
UPB1,UPB1,0.999448
LURAP1,LURAP1,0.9994479
ECT2,ECT2,0.9994477
OXA1L,OXA1L,0.9994476
THOC1,THOC1,0.99944746
INSYN2B,INSYN2B,0.9994472
B3GNT3,B3GNT3,0.9994471
ZSCAN32,ZSCAN32,0.99944705
ABHD15,ABHD15,0.999447
PRSS16,PRSS16,0.99944675
LRRN2,LRRN2,0.9994467
ENOX2,ENOX2,0.99944633
DTD2,DTD2,0.9994463
KMT2D,KMT2D,0.9994463
TGM7,TGM7,0.99944615
HSH2D,HSH2D,0.9994461
PATR-DMB,HLA-DMB,0.9994459
SLC25A27,SLC25A27,0.9994459
NAALADL1,NAALADL1,0.99944586
DLGAP5,DLGAP5,0.9994457
GRK7,GRK7,0.9994454
RLIG1,RLIG1,0.99944496
ANGPTL3,ANGPTL3,0.9994449
ARHGAP9,ARHGAP9,0.9994449
ANKH,ANKH,0.9994447
DCST2,DCST2,0.9994447
ZNFX1,ZNFX1,0.9994444
TRABD2A,TRABD2A,0.9994442
IMPG1,IMPG1,0.999444
SQSTM1,SQSTM1,0.99944395
ZNF251,ZNF251,0.9994438
RPS6KA3,RPS6KA3,0.99944377
UTP15,UTP15,0.99944377
PKD1L3,PKD1L3,0.99944353
EI24,EI24,0.9994431
EXOC3L1,EXOC3L1,0.999443
SLC6A16,SLC6A16,0.99944293
CCDC81,CCDC81,0.99944216
FBXO16,FBXO16,0.9994419
CASP3,CASP3,0.99944186
RDH12,RDH12,0.9994418
TRIM60,TRIM60,0.99944156
NAP1L4,NAP1L4,0.9994415
OR14J1,OR14J1,0.99944127
INCENP,INCENP,0.9994409
ADSS1,ADSSL1,0.9994407
CD80,CD80,0.9994407
KAT8,KAT8,0.99944067
EMID1,EMID1,0.9994403
PTRH1,PTRH1,0.9994402
BBS9,BBS9,0.9994401
MTRR,MTRR,0.9994399
PSD2,PSD2,0.9994399
C9H9orf78,C9orf78,0.9994397
ANKAR,ANKAR,0.9994396
AFM,AFM,0.99943936
ZSCAN16,ZSCAN16,0.9994393
HNRNPM,HNRNPM,0.9994391
SERPINA7,SERPINA7,0.9994391
DHRS1,DHRS1,0.99943894
ALB,ALB,0.99943864
FAM200A,FAM200A,0.9994383
AHSP,AHSP,0.9994382
TIMP4,TIMP4,0.9994382
MRPL44,MRPL44,0.9994381
DDC,DDC,0.99943763
ACP2,ACP2,0.9994376
ADA2,ADA2,0.99943733
PCDH17,PCDH17,0.99943703
ZNF576,ZNF576,0.9994362
TIMM22,TIMM22,0.9994359
BARD1,BARD1,0.9994357
NIF3L1,NIF3L1,0.9994356
CACNA1G,CACNA1G,0.999435
SP7,SP7,0.9994348
RPL22L1,RPL22L1,0.99943477
ZNF550,ZNF550,0.99943453
SLC52A1,SLC52A1,0.99943435
LARP4B,LARP4B,0.99943364
NENF,NENF,0.9994329
FPR3,FPR3,0.99943286
USP44,USP44,0.99943286
SPAM1,SPAM1,0.99943244
UBE2L5,UBE2L5,0.9994324
MYO1C,MYO1C,0.99943197
SSH3,SSH3,0.9994316
CEP250,CEP250,0.9994313
DDOST,DDOST,0.99943113
FSTL4,FSTL4,0.9994307
