mice gene name,pig gene name,correlation
Ubqln2,UBQLN2,0.9859069
Nme3,NME3,0.9859064
Snx7,SNX7,0.9859055
Ash2l,ASH2L,0.98590004
Itih1,ITIH1,0.98589313
Pag1,PAG1,0.98588896
Zdhhc6,ZDHHC6,0.98588777
H13,HM13,0.98588365
Aldoc,ALDOC,0.98588085
Polr1h,POLR1H,0.9858788
B3glct,B3GLCT,0.98587614
Ftsj3,FTSJ3,0.9858754
Col6a5,COL6A5,0.98587215
Elovl1,ELOVL1,0.9858716
Lactb2,LACTB2,0.9858641
Pak4,PAK4,0.9858588
Rprd1b,RPRD1B,0.9858562
Spint1,SPINT1,0.98585427
Adgra1,ADGRA1,0.9858538
Mast1,MAST1,0.98585176
Plbd1,PLBD1,0.9858494
Isoc1,ISOC1,0.9858443
Mak,MAK,0.9858345
Clasp1,CLASP1,0.98582226
Ppp3cc,PPP3CC,0.9858118
Otud1,OTUD1,0.9858078
Bcl2,BCL2,0.9858074
Caly,CALY,0.985807
Heph,HEPH,0.9858019
Bloc1s4,BLOC1S4,0.9858013
Ylpm1,YLPM1,0.98580086
Ntng2,NTNG2,0.98580015
Ccdc43,CCDC43,0.98579645
Ccne2,CCNE2,0.98579514
A930018P22Rik,C11orf91,0.9857937
Tmem178b,TMEM178B,0.985793
Popdc2,POPDC2,0.98578846
Rom1,ROM1,0.98578525
Rad51c,RAD51C,0.98577654
Cers6,CERS6,0.98577625
Gm49322,ADAT3,0.98577505
Slc24a5,SLC24A5,0.98577225
Mrpl47,MRPL47,0.98577094
Brd1,BRD1,0.9857534
Pax6,PAX6,0.9857517
Map2k1,MAP2K1,0.9857394
Apold1,APOLD1,0.98573893
Zfp30,ZFP30,0.98573875
Atp8a1,ATP8A1,0.9857382
Jmjd6,JMJD6,0.9857344
Tldc2,TLDC2,0.98573315
Tubb3,TUBB6,0.98573
Rnf2,RNF2,0.9857258
Rrp15,RRP15,0.985717
Zfp692,ZNF692,0.9857131
Ybx3,YBX3,0.9857118
Pthlh,PTHLH,0.98570913
Pir,PIR,0.98570865
Tmem132e,TMEM132E,0.9856974
Rnf128,RNF128,0.9856966
Cyp26c1,CYP26C1,0.98569316
Fam120c,FAM120C,0.98569304
Olfr582,OR52R1,0.9856925
Dmrt2,DMRT2,0.98568994
Ucn,UCN,0.9856899
Plppr2,PLPPR2,0.9856858
Yes1,YES1,0.98568356
Bfsp2,BFSP2,0.9856829
Meiob,MEIOB,0.98567885
Eme1,EME1,0.9856722
Fgf23,FGF23,0.9856694
Dbh,DBH,0.98566806
Cpox,CPOX,0.98566276
Zfp398,ZNF398,0.9856545
Agrn,AGRN,0.9856481
Olfr272,OR13C8,0.9856457
Cnnm3,CNNM3,0.9856455
Rbpms,RBPMS,0.9856447
Dse,DSE,0.98564273
Ppif,PPIF,0.9856407
Bdh2,BDH2,0.9856347
Cux1,CUX1,0.9856325
Acot12,ACOT12,0.98563206
Ldlrap1,LDLRAP1,0.9856298
Arpc1a,ARPC1A,0.98561865
Tspear,TSPEAR,0.9856184
Xpnpep2,XPNPEP2,0.98561674
Tmem170,TMEM170A,0.9856143
Kif1b,KIF1B,0.9856137
Pik3c3,PIK3C3,0.98561364
Efhc1,EFHC1,0.98560834
Fbxw8,FBXW8,0.98560584
Rnft1,RNFT1,0.98560417
Ubtd2,UBTD2,0.98559445
Card9,CARD9,0.985592
Rabif,RABIF,0.9855857
Nhsl1,NHSL1,0.9855735
Dctn3,DCTN3,0.9855728
Slc17a5,SLC17A5,0.98557067
Cbfa2t3,CBFA2T3,0.98557043
AA986860,C1orf116,0.98556536
Megf6,MEGF6,0.98555803
Alx4,ALX4,0.98555374
Zfp541,ZNF541,0.9855537
Muc2,MUC2,0.9855509
Tlr2,TLR2,0.98555005
Hesx1,HESX1,0.9855445
Loxl4,LOXL4,0.9855433
H1f6,H1-6,0.98553544
Mlx,MLX,0.98553437
Chic2,CHIC2,0.9855284
Tcf7,TCF7,0.985528
Baiap2,BAIAP2,0.98551774
Fstl5,FSTL5,0.98551553
Kcnmb1,KCNMB1,0.98551553
Dsg3,DSG3,0.98551
C8b,C8B,0.9855083
Cdh6,CDH18,0.9855057
Nt5e,NT5E,0.9855034
Aff1,AFF1,0.98550326
Ankrd31,ANKRD31,0.98550117
Foxp4,FOXP4,0.9854976
Trpv6,TRPV6,0.9854927
Slc4a9,SLC4A9,0.9854859
Frem1,FREM1,0.98548156
Slc16a9,SLC16A9,0.9854777
Mrpl44,MRPL44,0.9854746
Galk1,GALK1,0.98547333
Zfp422,ZNF22,0.9854718
Plek2,PLEK2,0.9854696
Maged1,MAGED1,0.9854694
Tmed9,TMED9,0.9854605
Tnfsf11,TNFSF11,0.9854568
Tns3,TNS3,0.9854543
Acer1,ACER1,0.98544955
Nnt,NNT,0.9854413
Fos,FOS,0.9854399
Rnf146,RNF146,0.9854272
Adamts16,ADAMTS16,0.9854214
Sertad4,SERTAD4,0.9854163
Aspn,ASPN,0.9854084
Olfr412,OR1D5,0.98540825
Kcnk10,KCNK10,0.9854002
Dcbld2,DCBLD2,0.9853998
Krt12,KRT12,0.98539966
Sltm,SLTM,0.9853964
Ewsr1,EWSR1,0.985395
Slc11a1,SLC11A1,0.98538953
Rgs8,RGS8,0.98538935
Dock2,DOCK2,0.98538905
Bpnt1,BPNT1,0.9853886
Olfr1049,OR8K5,0.9853866
Duoxa2,DUOXA2,0.98538345
Taldo1,TALDO1,0.9853799
Bub3,BUB3,0.985371
Cxxc4,CXXC4,0.9853697
Il22ra1,IL22RA1,0.9853677
Atg2a,ATG2A,0.98536134
Zfat,ZFAT,0.98535347
Rbl1,RBL1,0.9853466
Ace,ACE,0.9853447
Lsr,LSR,0.9853392
Rchy1,RCHY1,0.9853356
Dach1,DACH1,0.98533195
Gpr20,GPR20,0.98532623
Pphln1,PPHLN1,0.9853255
Rhbdd1,RHBDD1,0.9853255
Fam133b,FAM133B,0.985325
Cacng1,CACNG1,0.9853197
Pfn4,PFN4,0.98531824
Nr4a2,NR4A2,0.98531586
Npm1,NPM1,0.9853016
Rfx6,RFX6,0.9853016
Ptpra,PTPRA,0.9852979
mt-Nd4,ND4,0.98529273
Cox14,COX14,0.98528415
Slc22a2,SLC22A2,0.98528045
Lrp5,LRP5,0.98527837
Ubn1,UBN1,0.98527503
Chst7,CHST7,0.9852745
Rnf208,RNF208,0.9852744
Psma4,PSMA4,0.9852621
Clpx,CLPX,0.98525935
Acsm3,ACSM3,0.98525846
E2f2,E2F2,0.9852531
Pals2,PALS2,0.9852525
Capzb,CAPZB,0.9852464
Gja10,GJA10,0.9852461
Ccdc51,CCDC51,0.98524433
Shank1,SHANK1,0.98524004
Rabggta,RABGGTA,0.9852348
Tnp1,TNP1,0.9852249
Trim11,TRIM11,0.9852239
Tenm2,TENM4,0.9852216
Qsox1,QSOX1,0.98522073
Wrn,WRN,0.9852199
Zc3h4,ZC3H4,0.9852094
Pros1,PROS1,0.9852011
Dpy19l4,DPY19L4,0.9851985
Cpb1,CPB1,0.9851974
Brf1,BRF1,0.98519516
Pik3r6,PIK3R6,0.9851933
Srp72,SRP72,0.9851925
Sh2b1,SH2B1,0.9851921
Gpr152,GPR152,0.9851903
Kazald1,KAZALD1,0.98518986
Cnmd,CNMD,0.9851609
Tmem131l,TMEM131L,0.9851591
Snx27,SNX27,0.98515904
Atp5g1,ATP5MC2,0.9851579
Mgst3,MGST3,0.9851576
Gsc2,GSC2,0.98515636
Matn3,MATN3,0.98515373
Mettl24,METTL24,0.98515
Slc25a20,SLC25A20,0.98514336
Elf3,ELF3,0.98514223
Gm4131,C13orf42,0.9851374
Zfp580,ZNF580,0.9851277
Inhbc,INHBC,0.98512256
Spsb2,SPSB2,0.98511666
Amot,AMOT,0.98511606
Slc30a8,SLC30A8,0.98511255
Krtcap3,KRTCAP3,0.9851055
Eif2ak4,EIF2AK4,0.98510325
Kri1,KRI1,0.98510003
Crbn,CRBN,0.98509884
E2f1,E2F1,0.98509556
Acsf2,ACSF2,0.98509467
4930453N24Rik,C3orf38,0.985094
Shprh,SHPRH,0.985077
Rbms3,RBMS3,0.98507226
Avpr1a,AVPR1A,0.9850606
H3f3b,H3-3A,0.9850573
Tmem145,TMEM145,0.98505276
Fabp2,FABP2,0.98504525
Smcr8,SMCR8,0.9850394
Kif20a,KIF20A,0.98503375
Cenpc1,CENPC,0.9850301
Nup205,NUP205,0.9850211
Wbp4,WBP4,0.9850189
Cyp1a1,CYP1A1,0.98501676
Krt4,KRT4,0.98501474
Ephb1,EPHB1,0.98499966
Rnf24,RNF24,0.9849974
Iqcg,IQCG,0.9849968
Gap43,GAP43,0.98499626
Cyp2a4,CYP2A19,0.9849921
Lancl3,LANCL3,0.9849779
Nphp4,NPHP4,0.984972
Klhl30,KLHL30,0.98496705
Sgk2,SGK2,0.9849625
Smc2,SMC2,0.9849596
Rnf19a,RNF19A,0.98495543
Tmprss11f,TMPRSS11F,0.9849545
Parp14,PARP14,0.9849534
Rcor1,RCOR1,0.9849526
Atad5,ATAD5,0.98495144
Sh3bp5,SH3BP5,0.98494744
Rflnb,RFLNB,0.98493314
Prr5,PRR5,0.98492503
Cyp2b10,CYP2B6B,0.984922
Capn12,CAPN12,0.9849024
Tent5b,TENT5B,0.9848952
Pcsk6,PCSK6,0.9848947
Trappc3l,TRAPPC3L,0.98488694
Slc45a1,SLC45A1,0.98488647
Gpx2,GPX2,0.98486876
Usp15,USP15,0.9848669
Dlg2,DLG2,0.98486525
Arf5,ARF5,0.9848595
2610301B20Rik,CFAP418,0.98485786
Slc38a7,SLC38A7,0.9848574
Upp2,UPP2,0.98485494
Dlec1,DLEC1,0.9848482
Znfx1,ZNFX1,0.98484516
Nek10,NEK10,0.98484325
Tas1r1,TAS1R1,0.9848427
Adss,ADSS2,0.98484254
Tgm7,TGM7,0.9848301
Klhl38,KLHL38,0.9848211
Dtx4,DTX4,0.9848176
Gm49601,SEPTIN5,0.98481464
Prkcd,PRKCD,0.98481363
Nfe2l2,NFE2L2,0.98480827
Il25,IL25,0.9848016
Mreg,MREG,0.98480034
Gpd2,GPD2,0.98479676
Sh3yl1,SH3YL1,0.98478293
Pex3,PEX3,0.98478025
Ncf1,NCF1,0.98477924
Cyp8b1,CYP8B1,0.9847727
Pomt2,POMT2,0.98477095
Ppp2r2b,PPP2R2B,0.9847688
Prss37,PRSS37,0.984766
Adgrg7,ADGRG7,0.98476195
Tdo2,TDO2,0.9847607
Sdc2,SDC2,0.9847533
Fundc1,FUNDC1,0.98473084
Gcgr,GCGR,0.98472863
Cyp2u1,CYP2U1,0.98471814
Arvcf,ARVCF,0.98470825
Shoc1,SHOC1,0.9847051
Polr1b,POLR1B,0.98470455
Taar2,TAAR2,0.98469824
Aldh2,ALDH2,0.9846974
Olfr571,OR51S1,0.9846912
Cyp4f15,CYP4F3,0.9846796
Impg2,IMPG2,0.9846681
Syt1,SYT2,0.9846657
Rffl,RFFL,0.9846572
Mab21l3,MAB21L3,0.98465025
Mlc1,MLC1,0.98464584
Kcne2,KCNE2,0.9846418
Drc7,DRC7,0.98463297
Khnyn,KHNYN,0.9846297
Clic4,CLIC4,0.9846289
Alpk3,ALPK3,0.9846279
Rtn1,RTN1,0.9846187
C2cd5,C2CD5,0.9846118
Clic3,CLIC3,0.9846091
Ptk7,PTK7,0.98460776
Rnf169,RNF169,0.9846077
Wdr45b,WDR45B,0.9846039
Itm2c,ITM2C,0.984597
Ift122,IFT122,0.9845952
Ube2h,UBE2H,0.9845933
Timeless,TIMELESS,0.98459107
Ckap2l,CKAP2L,0.984582
Prss35,PRSS35,0.98457575
Clec3a,CLEC3A,0.984572
Gorasp1,GORASP1,0.9845713
Tbc1d12,TBC1D12,0.98455226
Casp2,CASP2,0.98455137
Zic3,ZIC3,0.98454916
Elf4,ELF4,0.9845269
Rps2,RPS2,0.98450315
Mgam,MGAM,0.9845026
Dlg1,DLG1,0.98450136
Rap1gds1,RAP1GDS1,0.9844984
Dpm3,DPM3,0.9844982
Asph,ASPH,0.98449063
Tmem71,TMEM71,0.98448426
Sec11a,SEC11A,0.9844839
Tmem17,TMEM17,0.9844789
Mrtfa,MRTFA,0.9844781
Septin14,SEPTIN14,0.98447657
Efna3,EFNA3,0.9844736
Nfatc3,NFATC3,0.9844717
Septin8,SEPTIN8,0.9844701
Senp5,SENP5,0.984468
Jazf1,JAZF1,0.984467
Supt6,SUPT6H,0.9844625
Fkbp5,FKBP5,0.98445785
Acvr1,ACVR1,0.98445743
D8Ertd738e,C19orf53,0.9844557
Siglec15,SIGLEC15,0.9844541
Nudt2,NUDT2,0.9844502
Nelfe,NELFE,0.9844348
Plpp6,PLPP6,0.98442525
Khdrbs1,KHDRBS1,0.9844216
Zcchc3,ZCCHC3,0.98440164
Cib2,CIB2,0.98437655
Tcf3,TCF3,0.98437524
Tada2b,TADA2B,0.98437333
Mpnd,MPND,0.98437285
Ntm,NTM,0.98437285
Rspo2,RSPO2,0.98436856
Ddhd1,DDHD1,0.984366
Ier2,IER2,0.98436207
Gfral,GFRAL,0.9843523
Insyn2a,INSYN2A,0.9843491
Sh3pxd2b,SH3PXD2B,0.9843315
Ecpas,ECPAS,0.98433137
Chtop,CHTOP,0.9843229
Nptx1,NPTX1,0.98432136
Chdh,CHDH,0.98432004
Abhd3,ABHD3,0.9843198
Olfr657,OR56B1,0.98431176
Dlx6,DLX6,0.9843116
Mc2r,MC2R,0.98431045
Cpa4,CPA4,0.9843097
Ctsk,CTSK,0.9843069
Mctp1,MCTP1,0.9842993
Faim,FAIM,0.98429555
Rsrp1,RSRP1,0.9842935
Plekhf1,PLEKHF1,0.9842917
Nanos1,NANOS1,0.9842893
Pax4,PAX4,0.984285
Spata4,SPATA4,0.98428464
Gtf2h3,GTF2H3,0.98428196
Matk,MATK,0.9842804
Klc2,KLC2,0.98427325
Coa4,COA4,0.9842712
Fn1,FN1,0.9842707
Col4a6,COL4A6,0.984268
Taf4,TAF4,0.9842584
Tmc8,TMC8,0.98425424
Bbs1,BBS1,0.98424214
Olfr11,OR2B6,0.9842419
Vdac3,VDAC3,0.9842411
Plb1,PLB1,0.9842398
Snx5,SNX6,0.98423845
Usp6nl,USP6NL,0.9842346
Mtcl1,MTCL1,0.98423415
Olfr560,OR51C1P,0.9842184
Apex1,APEX1,0.9842152
Pdgfrb,PDGFRB,0.98420835
Ovol3,OVOL3,0.98420644
Rgma,RGMA,0.9842064
Mterf1b,MTERF1,0.9842062
Timm50,TIMM50,0.9842012
Klf15,KLF15,0.9842001
Thsd1,THSD1,0.98419076
Krt36,KRT36,0.9841849
Zmym4,ZMYM4,0.9841793
Galnt14,GALNT14,0.98417664
Taok3,TAOK3,0.98417646
Cchcr1,CCHCR1,0.98417354
Hic2,HIC2,0.9841684
Il1r1,IL1R1,0.98416656
Hspb6,HSPB6,0.9841656
Magi2,MAGI2,0.9841653
Alb,ALB,0.984165
Thyn1,THYN1,0.98415637
Plekha8,PLEKHA8,0.98415154
Pcsk9,PCSK9,0.9841463
Mettl14,METTL14,0.98414344
Tfe3,TFE3,0.9841414
Syne3,SYNE3,0.9841386
Rsph6a,RSPH6A,0.9841296
Dpp8,DPP8,0.9841289
Extl1,EXTL1,0.98412424
Slc27a6,SLC27A6,0.9841188
Fnip2,FNIP2,0.9841113
Sgsm1,SGSM1,0.9840955
Rab40c,RAB40C,0.9840922
Arhgap28,ARHGAP28,0.9840912
Opn4,OPN4,0.9840892
Trpc6,TRPC6,0.9840812
Rapgef6,RAPGEF6,0.98408103
Rfx8,RFX8,0.98407984
Coq6,COQ6,0.9840737
Abr,ABR,0.9840725
Cluh,CLUH,0.9840722
Slc12a6,SLC12A4,0.9840694
Crygc,CRYGC,0.98406583
Ppargc1a,PPARGC1A,0.98406416
Lgr4,LGR4,0.9840635
Ssbp3,SSBP3,0.9840568
Ap4s1,AP4S1,0.98405206
Rplp0,RPLP0,0.98405033
Ddi1,DDI1,0.9840476
Acod1,ACOD1,0.98404217
Orc1,ORC1,0.9840414
Wnt10b,WNT10B,0.98403615
Nek3,NEK3,0.9840329
Zfp651,ZBTB47,0.9840283
Sox10,SOX10,0.9840184
Gm14698,STYX,0.984018
Slc25a48,SLC25A48,0.9840178
Dbnl,DBNL,0.984014
Vsig8,VSIG8,0.98401076
Cap1,CAP1,0.9840103
Pcdhga3,PCDHGA4,0.98400515
Nfx1,NFX1,0.9839978
Med30,MED30,0.9839965
Slit3,SLIT2,0.9839963
Atoh7,ATOH7,0.98399556
Mtss2,MTSS2,0.98399115
Shc3,SHC3,0.98399043
Gipc2,GIPC2,0.9839841
Tspan1,TSPAN1,0.9839787
Scn7a,SCN7A,0.98397064
Nbeal2,NBEAL2,0.98396796
Lrp8,LRP8,0.9839652
Acp4,ACP4,0.98396355
Sord,SORD,0.9839587
Paf1,PAF1,0.9839458
Ndfip2,NDFIP2,0.98394096
Zfp2,ZFP2,0.9839388
Emx1,EMX1,0.9839334
Rgs6,RGS6,0.98393285
Rwdd2b,RWDD2B,0.98393285
Pp2d1,PP2D1,0.98392737
Hexb,HEXB,0.9839264
Rab11a,RAB11A,0.98391956
Pdhb,PDHB,0.98391414
Zswim3,ZSWIM3,0.98391056
Cdk7,CDK7,0.9839067
Ptafr,PTAFR,0.98390615
Myom2,MYOM2,0.9839061
Creg2,CREG2,0.98388803
Tcerg1l,TCERG1L,0.98388684
Trim46,TRIM46,0.9838866
Pnliprp2,PNLIPRP2,0.9838839
Olfr1270,OR4B1,0.9838809
Pdik1l,PDIK1L,0.9838744
Olfr578,OR51G1,0.9838495
Ntng1,NTNG1,0.983841
Dnttip2,DNTTIP2,0.9838301
Neb,NEB,0.9838297
Tas2r130,TAS2R7,0.9838259
Gm28047,ATF7,0.98382384
Nhlh1,NHLH1,0.9838141
Myo9b,MYO9B,0.983813
Lypd6,LYPD6,0.98380804
Cd53,CD53,0.98378617
Elovl2,ELOVL2,0.983783
Appl1,APPL1,0.98377556
F13b,F13B,0.9837712
Htr2c,HTR2C,0.983771
Plcb1,PLCB1,0.9837706
Hsf2,HSF2,0.98376507
Mapk14,MAPK14,0.9837642
Frzb,FRZB,0.98376137
Wapl,WAPL,0.9837495
Sephs1,SEPHS1,0.9837484
Rnf112,RNF112,0.9837434
Olfr218,OR10J3,0.9837394
Rbmx2,RBMX2,0.9837335
Cldn22,CLDN22,0.9837322
Tia1,TIA1,0.98373014
Ahnak,AHNAK,0.9837249
Cpa1,CPA1,0.9837126
Tmem181a,TMEM181,0.98371166
Tnfaip8l2,TNFAIP8L2,0.9837096
Otol1,OTOL1,0.98370653
Ttc34,TTC34,0.9837001
Tpm3-rs7,TPM4,0.98369986
Bbip1,BBIP1,0.98368686
Casz1,CASZ1,0.98367923
Phtf1,PHTF1,0.98367375
Sh3bgrl2,SH3BGRL2,0.98367244
Fa2h,FA2H,0.98366815
Lox,LOX,0.9836644
Amigo3,AMIGO3,0.9836606
Dlx4,DLX4,0.9836604
Rbp1,RBP1,0.98365694
Rpl38,RPL38,0.98365587
Kcne3,KCNE3,0.98364294
Gria3,GRIA3,0.9836399
Nucks1,NUCKS1,0.98362225
Spast,SPAST,0.9836197
Slc4a1,SLC4A1,0.9836156
Glb1l2,GLB1L2,0.9836077
Gabrb1,GABRB1,0.9835948
Rnf19b,RNF19B,0.9835915
P3h1,P3H1,0.9835779
Sik1,SIK1,0.9835664
Phf21b,PHF21B,0.98356444
Ccn1,CCN1,0.98356336
1700029J07Rik,CFAP96,0.9835561
Coasy,COASY,0.98355466
Fgd4,FGD4,0.9835522
Slc12a8,SLC12A8,0.9835462
Tmeff1,TMEFF1,0.9835452
Inha,INHA,0.983544
Prkab1,PRKAB1,0.9835431
Fbxl22,FBXL22,0.9835373
Mipol1,MIPOL1,0.9835369
Ehbp1,EHBP1,0.9835262
Chchd2,CHCHD2,0.98351634
Nid2,NID2,0.98350984
Arid1a,ARID1A,0.9835051
Rfx3,RFX3,0.9835047
St7,ST7,0.9835029
Necab1,NECAB1,0.9834842
Abcb10,ABCB10,0.9834825
Klf5,KLF5,0.9834823
Oxct1,OXCT1,0.98348045
Creb1,CREB1,0.98347783
Rufy1,RUFY1,0.98347676
Camk2n1,CAMK2N1,0.9834716
Irx4,IRX4,0.98346555
Gna15,GNA15,0.9834507
Sdf2,SDF2,0.9834473
Malrd1,MALRD1,0.98344004
Rgs18,RGS18,0.98343927
Adm2,ADM2,0.9834385
Cacfd1,CACFD1,0.9834349
Ttc14,TTC14,0.98342466
Myh14,MYH14,0.9834185
Nrros,NRROS,0.98341596
Prss1,PRSS2,0.98341185
Ano5,ANO6,0.9834041
Rab3gap1,RAB3GAP1,0.9834009
Mcmbp,MCMBP,0.9834
Mfsd14a,MFSD14A,0.9833994
Ankfy1,ANKFY1,0.983399
Kirrel,KIRREL1,0.98339814
Pgbd5,PGBD5,0.98339474
Gm5678,CBR3,0.98339397
Ptgr1,PTGR1,0.9833937
Ptprj,PTPRJ,0.98339266
Eng,ENG,0.98338354
Tut1,TUT1,0.98337877
Psmc5,PSMC5,0.98337793
Pank1,PANK1,0.98336804
Creb3l3,CREB3L3,0.9833508
Lrrc3c,LRRC3C,0.98334664
Tmem62,TMEM62,0.98334336
Sowahb,SOWAHB,0.98334116
Dcaf12l2,DCAF12L2,0.98333496
Plat,PLAT,0.9833345
Adam15,ADAM15,0.9833315
Sik2,SIK2,0.98333144
Il27ra,IL27RA,0.9833309
Epb41l3,EPB41L3,0.9833236
A930017K11Rik,PRR35,0.9833209
Cenpq,CENPQ,0.98331755
Sstr5,SSTR5,0.9833161
Bicra,BICRA,0.9833115
Lypd2,LYPD2,0.9833069
D630039A03Rik,C9orf152,0.9833007
Fam243,C21orf140,0.9832992
Pheta2,PHETA2,0.9832927
Rpa1,RPA1,0.9832843
Ythdf3,YTHDF3,0.9832804
Sft2d3,SFT2D3,0.98326766
Spata7,SPATA7,0.9832572
Prss53,PRSS53,0.9832541
Qpctl,QPCTL,0.98325115
Olfr401,OR3A2,0.98325104
Epop,EPOP,0.9832509
Cyth1,CYTH1,0.98324823
Gadd45gip1,GADD45GIP1,0.98324645
Fyttd1,FYTTD1,0.9832101
Timm44,TIMM44,0.9832044
Dnase1l3,DNASE1L3,0.9832
Ppp1r37,PPP1R37,0.9831925
Klhdc3,KLHDC3,0.98318976
Lyve1,LYVE1,0.9831858
Dusp2,DUSP2,0.98318166
Rbak,RBAK,0.98317546
Rbx1,RBX1,0.9831724
Crebrf,CREBRF,0.9831695
Gip,GIP,0.98316234
Otub1,OTUB1,0.98315203
Heg1,HEG1,0.98315144
Ly6h,LY6H,0.9831508
Ankrd22,ANKRD22,0.98313636
Mettl4,METTL4,0.98313624
Bpifb4,BPIFB4,0.9831333
Slc25a36,SLC25A36,0.9831333
Armcx1,ARMCX1,0.9831321
Rbks,RBKS,0.98312515
Clec14a,CLEC14A,0.983123
Atp6v1g3,ATP6V1G3,0.98311144
Rgs9,RGS9,0.9830999
Hpgds,HPGDS,0.9830996
Zfp521,ZNF521,0.98309624
Plcd3,PLCD3,0.9830925
Usp35,USP35,0.98308897
Lmnb2,LMNB2,0.9830844
Dync2li1,DYNC2LI1,0.98308426
Cnot11,CNOT11,0.9830821
Lrrfip2,LRRFIP2,0.9830786
Scara3,SCARA3,0.98307693
Atp13a5,ATP13A5,0.98307407
Enpp4,ENPP4,0.98307323
Itga3,ITGA3,0.98306173
Casp6,CASP6,0.98306125
Olfr1497,OR9Q2,0.9830603
Skap2,SKAP2,0.9830591
Plscr4,PLSCR4,0.9830575
Stambpl1,STAMBPL1,0.98305744
Sall4,SALL4,0.9830517
Ube2q1,UBE2Q1,0.98304737
Dipk1b,DIPK1B,0.9830329
Gga1,GGA1,0.98303086
Spef1,SPEF1,0.9830132
Ltbr,LTBR,0.98301286
Poldip3,POLDIP3,0.9830124
Dcun1d5,DCUN1D5,0.98301214
Cdkn2c,CDKN2C,0.9830103
Oxsm,OXSM,0.9829988
Irak1bp1,IRAK1BP1,0.98299867
Msrb1,MSRB1,0.98299646
Slc13a3,SLC13A3,0.9829946
Bco2,BCO2,0.98298967
Prss56,PRSS56,0.98298025
Dlx2,DLX2,0.9829783
Slc35c1,SLC35C1,0.98297566
Snap23,SNAP23,0.9829742
Emp2,EMP2,0.98297095
Sctr,SCTR,0.9829679
Hsd11b2,HSD11B2,0.9829609
Mylk2,MYLK2,0.98295724
Polr1f,POLR1F,0.98294866
Stoml2,STOML2,0.98294485
Gm136,C6orf163,0.9829427
Dcaf8,DCAF8,0.9829415
Taf8,TAF8,0.98294
Hmgn2,HMGN2,0.98293865
Tesc,TESC,0.98293585
Slc2a10,SLC2A10,0.9829194
Klhl36,KLHL36,0.982914
Slc26a4,SLC26A4,0.98290884
Cdc42,CDC42,0.98289806
Hoxd8,HOXD8,0.98289275
Itpkc,ITPKC,0.9828917
Immp2l,IMMP2L,0.98289067
Degs1,DEGS1,0.98288155
Nostrin,NOSTRIN,0.9828783
Atad2,ATAD2,0.98287433
Plekha1,PLEKHA1,0.9828741
mt-Atp8,ATP8,0.9828611
Snx24,SNX24,0.9828595
Apip,APIP,0.98285884
Gm29609,GTF3C2,0.982858
Crhbp,CRHBP,0.98285794
Fndc9,FNDC9,0.98285586
Serpine2,SERPINE2,0.98284924
Tubal3,TUBAL3,0.9828393
Grk1,GRK1,0.9828371
Fuca1,FUCA1,0.98283
Usp8,USP8,0.98282695
Gm49337,PIK3R3,0.9828223
Mmp27,MMP27,0.9828172
Dab2ip,DAB2IP,0.9828168
Nme7,NME7,0.9828126
Cpvl,CPVL,0.9827989
Fbxo32,FBXO32,0.98279816
Bmerb1,BMERB1,0.98279715
Mrps30,MRPS30,0.98279405
Slc6a17,SLC6A17,0.98279214
Kctd1,KCTD1,0.982789
Rgs16,RGS16,0.98278487
Galc,GALC,0.9827846
Mmp8,MMP8,0.9827834
Rmnd5a,RMND5A,0.9827718
Cacna1s,CACNA1S,0.98277116
Azin2,AZIN2,0.9827558
Taf6l,TAF6L,0.9827513
Unc50,UNC50,0.98275036
Anxa13,ANXA13,0.9827429
Ubxn10,UBXN10,0.9827429
Anxa4,ANXA4,0.9827372
Kcne1l,KCNE5,0.98272187
Atf6,ATF6,0.9827152
Ralgapa2,RALGAPA2,0.9827082
Tecpr1,TECPR1,0.98270637
Mfap4,MFAP4,0.9827026
Wdr33,WDR33,0.9826893
Sez6,SEZ6,0.9826864
Mybpc1,MYBPC1,0.9826831
Slc22a13,SLC22A13,0.98268217
Pitpna,PITPNA,0.9826752
B3gnt4,B3GNT4,0.98266035
Myot,MYOT,0.9826601
Elp1,ELP1,0.9826577
Trim36,TRIM36,0.9826461
Entpd2,ENTPD2,0.9826448
Slc5a10,SLC5A10,0.9826446
Higd1c,HIGD1C,0.9826381
P2ry4,P2RY4,0.9826373
Btg1,BTG1,0.9826352
Bcap29,BCAP29,0.98263043
Pnma2,PNMA2,0.9826185
Pycr2,PYCR1,0.98261845
Sde2,SDE2,0.98261815
Cdcp2,CDCP2,0.98261374
Zfand2b,ZFAND2B,0.9826091
Rpl7,RPL7,0.9825863
Fstl1,FSTL1,0.9825775
Stim1,STIM1,0.9825747
Rnf222,RNF222,0.9825744
Ndufaf6,NDUFAF6,0.9825651
Pla1a,PLA1A,0.98256314
C1qtnf12,C1QTNF12,0.98256296
Aatf,AATF,0.9825612
Cmpk2,CMPK2,0.9825582
Tmf1,TMF1,0.98255444
Fgfr3,FGFR3,0.9825537
Sgk3,SGK3,0.98255306
Noc4l,NOC4L,0.9825407
Kmt2b,KMT2B,0.9825343
Zscan29,ZSCAN29,0.9825341
Cadm1,CADM1,0.9825269
Olfr568,OR51F2,0.98252034
Radx,RADX,0.9825082
Sqle,SQLE,0.9825059
Lrit2,LRIT2,0.9825035
Cpeb2,CPEB2,0.9824954
