Human gene name,Mouse gene name,correlation
PRKCE,Prkce,0.97639984
PMS2,Pms2,0.9763994
SENP3-EIF4A1,Senp3,0.9763991
ANO6,Ano5,0.9763918
NUDT12,Nudt12,0.97639054
UGT8,Ugt8a,0.9763878
ADGRF4,Adgrf2,0.9763846
LIMK2,Limk2,0.9763837
AATF,Aatf,0.9763771
PLPPR1,Plppr1,0.9763684
GAS6,Gas6,0.97636735
KRT73,Krt73,0.97636217
GABPB2,Gabpb2,0.9763608
CDC45,Cdc45,0.97635376
CTF1,Ctf1,0.9763501
PHLDA1,Phlda1,0.9763488
ARNT,Arnt,0.9763477
RASGEF1C,Rasgef1c,0.976347
GREM1,Grem1,0.97634643
HNRNPK,Hnrnpk,0.9763332
ODF2L,Odf2l,0.97632927
ANKRD33B,Ankrd33b,0.97632164
GAL3ST3,Gal3st3,0.9763194
TCEAL6,Tceal6,0.97631246
C19orf67,1700067K01Rik,0.97631073
TOR1A,Tor1a,0.9762978
KRTAP5-4,Gm40460,0.9762931
KLHL5,Klhl5,0.9762927
GNAT2,Gnat2,0.9762824
CDK19,Cdk8,0.9762755
RBM19,Rbm19,0.976275
C17orf67,Gm525,0.976254
SIKE1,Sike1,0.97625303
ZNF655,Zfp655,0.97623485
DYNLT3,Dynlt3,0.9762343
GRM4,Grm4,0.9762335
CACUL1,Cacul1,0.97621953
MYO1D,Myo1d,0.9762168
ZNF354C,Zfp354c,0.9762044
EREG,Ereg,0.9762026
BCLAF1,Bclaf1,0.97620094
HEPH,Heph,0.9761931
DRD3,Drd3,0.97619265
SGCZ,Sgcz,0.9761924
TRPC3,Trpc3,0.97618175
PGRMC1,Pgrmc1,0.9761756
PTPA,Ptpa,0.97617245
MRPS22,Mrps22,0.9761724
BGN,Bgn,0.9761715
FFAR3,Ffar3,0.9761646
NINJ1,Ninj1,0.9761643
KCNN1,Kcnn1,0.97616345
SFRP4,Sfrp4,0.97616035
NSDHL,Nsdhl,0.9761576
EFNB2,Efnb2,0.97614354
KPRP,Kprp,0.9761338
KIAA1671,2900026A02Rik,0.97612375
NEK9,Nek9,0.97612005
PHF10,Phf10,0.97611874
TAS2R4,Tas2r108,0.9761082
IDE,Ide,0.97610396
ZNF362,Zfp362,0.9760932
MGAM2,Mgam2-ps,0.9760929
DUSP13,Dusp13,0.97607744
ADD2,Add2,0.97607213
NES,Nes,0.97607034
HABP2,Habp2,0.9760694
COL25A1,Col25a1,0.976068
KRTAP4-7,Krtap4-2,0.97605795
NXPH2,Nxph2,0.97603923
CACNA1A,Cacna1b,0.9760345
CYP4F11,Cyp4f15,0.97603214
LCE3E,Lce3d,0.9760281
PSMB7,Psmb7,0.97602624
NIF3L1,Nif3l1,0.9760205
UBE3A,Ube3a,0.976016
WDR46,Wdr46,0.9760034
TRAC,Trac,0.976
LYPD6,Lypd6,0.9759886
LRRC3B,Lrrc3b,0.97598547
MRPS31,Mrps31,0.9759801
SPACA4,Spaca4,0.975978
CLCN2,Clcn2,0.9759728
FRMD3,Frmd3,0.9759682
OR5B17,Olfr1459,0.97596365
CD101,Cd101,0.97595906
NAA38,Naa38,0.9759526
PLCH2,Plch2,0.97595185
CHIT1,Chit1,0.97595096
KLF16,Klf16,0.9759462
CIB4,Cib4,0.9759325
OAS1,Oas1g,0.97593087
BAIAP3,Baiap3,0.9759229
GPR82,Gpr82,0.9759189
ST8SIA2,St8sia2,0.9759092
NANOS3,Nanos3,0.9759023
OR52E5,Olfr678,0.9758937
COL13A1,Col13a1,0.9758919
SIT1,Sit1,0.9758904
AMY1B,Amy1,0.97588825
OR2D3,Olfr707,0.975865
RMND5A,Rmnd5a,0.9758539
KREMEN1,Kremen1,0.9758462
FAM83A,Fam83a,0.9758345
C19orf85,Gm36210,0.97583264
CTNNAL1,Ctnnal1,0.9758289
GPC3,Gpc3,0.9758259
TARBP1,Tarbp1,0.9758237
PLOD2,Plod2,0.9758176
NIPSNAP3B,Nipsnap3b,0.9758125
PERP,Perp,0.9758121
CXCR1,Cxcr2,0.9758118
TAS2R7,Tas2r130,0.9758098
OR13J1,Olfr71,0.9758007
ARHGEF11,Arhgef11,0.9757931
AGXT2,Agxt2,0.97578835
AQP11,Aqp11,0.9757843
PHF13,Phf13,0.97578245
CEP250,Cep250,0.9757802
SET,Set,0.97577435
RPS16,Rps16,0.9757704
NXNL1,Nxnl1,0.97576755
RAB2B,Rab2b,0.975747
C18orf63,Gm17266,0.97574663
DMRTA1,Dmrta1,0.97572714
MICU2,Micu2,0.9757204
HIPK4,Hipk4,0.97571903
DDX21,Ddx21,0.9756914
TNNC1,Tnnc1,0.9756779
TRAK1,Trak1,0.9756775
CYTH3,Cyth1,0.9756573
CAP1,Cap1,0.97565407
MT-ATP6,mt-Atp6,0.9756501
MRPL40,Mrpl40,0.97564876
NOP2,Nop2,0.97564614
MICU1,Micu1,0.975631
CHRM3,Chrm3,0.9756234
CTCFL,Ctcfl,0.9756183
TINAGL1,Tinagl1,0.97561157
MPC1,Mpc1,0.97560215
WDR61,Wdr61,0.97560036
CHST4,Chst4,0.9755857
PUS1,Pus1,0.97558486
SLC35C1,Slc35c1,0.97558093
UFC1,Ufc1,0.9755802
RASSF5,Rassf5,0.9755611
KIF23,Kif23,0.9755583
EID3,Eid3,0.9755522
TRDC,Trdc,0.9755513
AURKAIP1,Aurkaip1,0.9755463
OGDH,Ogdh,0.9755341
EHD1,Ehd1,0.9755303
RBBP8NL,Rbbp8nl,0.9755264
ATP2A3,Atp2a3,0.9755083
ZFYVE9,Zfyve16,0.9755
NDUFA8,Ndufa8,0.97549236
UBE2J1,Ube2j1,0.9754834
PDLIM4,Pdlim4,0.97547907
ALPP,Akp3,0.97546786
MTMR1,Mtmr1,0.9754606
DNAL4,Dnal4,0.97545964
KRT38,Krt40,0.97544724
ZNF384,Zfp384,0.975447
SLC35C2,Slc35c2,0.9754441
KLHL34,Klhl34,0.97544116
SCN3B,Scn3b,0.97542924
LMLN,Lmln,0.97542584
ZNF7,Zfp7,0.9754176
RAB28,Rab28,0.9754093
KLF12,Klf12,0.9754077
TAS2R10,Tas2r104,0.9753923
KRTAP20-2,Gm7735,0.97538894
CNPPD1,Cnppd1,0.97538817
ZP2,Zp2,0.97538644
SPECC1L,Specc1l,0.9753855
TMED8,Tmed8,0.97538054
TEF,Tef,0.97537863
HBA1,Hba-a1,0.9753747
FAM166A,Fam166a,0.9753727
LCE3B,Lce3b,0.975369
KAT7,Kat7,0.9753682
ZNF608,Zfp608,0.9753615
KRTAP4-3,Krtap4-6,0.97535783
DLGAP2,Dlgap2,0.97535694
KCNQ2,Kcnq2,0.97535664
PRDX4,Prdx4,0.9753484
TPT1,Tpt1,0.9753474
GRAMD2B,Gramd3,0.97534615
FUCA1,Fuca1,0.9753426
KRTAP4-5,Gm11563,0.9753415
RIMBP3,Rimbp3,0.97533786
UCK1,Uck1,0.9753251
TRAV9-2,Trav6-5,0.97531503
CERT1,Cert1,0.9753106
ZBTB41,Zbtb41,0.9753105
NRIP1,Nrip1,0.9753044
POLL,Poll,0.9753011
LAMP1,Lamp1,0.9752785
SYAP1,Syap1,0.97527176
PPP6C,Ppp6c,0.9752676
DHRS4,Dhrs4,0.9752649
TAS2R14,Tas2r125,0.97525203
LRRC3C,Lrrc3c,0.97524786
BHLHA15,Bhlha15,0.975247
PRAMEF4,Pramel20,0.9752446
ADO,Ado,0.97521645
TLE4,Tle1,0.9752078
SNTG1,Sntg1,0.97520673
FGF18,Fgf18,0.9752056
LYG2,Lyg2,0.9752036
NEIL2,Neil2,0.9751922
ARHGEF10L,Arhgef10l,0.9751902
PHF21B,Phf21b,0.9751864
STEAP4,Steap4,0.975186
TIFA,Tifa,0.9751753
LBHD1,Lbhd1,0.9751693
CYP21A2,Cyp21a1,0.9751516
NPPA,Nppa,0.97514284
HDLBP,Hdlbp,0.97514224
FIGLA,Figla,0.97514004
TAF6,Taf6,0.9751374
SERBP1,Serbp1,0.97512823
FAR2,Far2,0.9751195
ADIPOR2,Adipor1,0.97511697
ZNF219,Zfp219,0.97511506
PUM1,Pum1,0.975114
CD81,Cd81,0.9751116
WDR53,Wdr53,0.97510797
CEP97,Cep97,0.975106
EIF3K,Eif3k,0.975097
LANCL1,Lancl1,0.9750854
COX20,Cox20,0.97507894
PACSIN2,Pacsin2,0.97507626
RHOG,Rhog,0.97506636
GPR39,Gpr39,0.975066
TIFAB,Tifab,0.9750638
MYH13,Myh13,0.9750634
RIMBP2,Rimbp2,0.97505504
UBR4,Ubr4,0.9750523
KIRREL1,Kirrel,0.9750465
PDGFRL,Pdgfrl,0.9750407
SNX33,Snx33,0.97503966
MMS19,Mms19,0.9750387
GTDC1,Gtdc1,0.97502935
FAM98A,Fam98a,0.9750293
OSER1,Oser1,0.9750197
FITM2,Fitm2,0.975016
COL9A3,Col9a3,0.97501457
ZNF346,Zfp346,0.97501034
TBX19,Tbx19,0.97499835
PABPC1,Pabpc4,0.9749939
CREBBP,Crebbp,0.9749893
CYFIP2,Cyfip2,0.9749848
MRPL24,Mrpl24,0.9749796
KRTAP3-1,Krtap3-1,0.97496974
MSRA,Msra,0.9749625
BCL7B,Bcl7b,0.97493845
SDCBP2,Sdcbp2,0.9749271
GZMA,Gzma,0.97492296
CBR3,Gm5678,0.9749147
KCNK15,Kcnk15,0.9749006
SGCD,Sgcd,0.97489166
CCL21,Ccl21b,0.97488695
EIF4G3,Eif4g3,0.9748762
SLC2A7,Slc2a7,0.974874
CNTLN,Cntln,0.97486854
DCAF12,Dcaf12,0.974849
CCR5,Ccr2,0.9748365
MATR3,Matr3,0.97483474
CDIN1,Cdin1,0.9748313
UCMA,Ucma,0.97482824
RNF103,Rnf103,0.9748229
SLC26A6,Slc26a6,0.9748116
ACTRT3,Actrt3,0.9748035
PLEKHO2,Plekho2,0.9748024
IRX4,Irx4,0.9747874
ABCC12,Abcc12,0.97477925
PPP1R9A,Ppp1r9a,0.974774
AKR1C1,Akr1c6,0.9747584
MYL9,Myl12a,0.97475827
TBC1D7,Tbc1d7,0.9747568
PRAF2,Praf2,0.974752
RPS15A,Rps15a,0.9747482
OR7A10,Olfr57,0.9747468
CLK3,Clk3,0.97474426
POLD2,Pold2,0.97474253
RPAP1,Rpap1,0.97473395
CLDN17,Cldn17,0.9747305
GNRHR,Gnrhr,0.9747292
MFSD5,Mfsd5,0.9747283
UBE2O,Ube2o,0.9747271
MARCHF3,Marchf3,0.97472376
STX12,Stx12,0.9747223
PRRX2,Prrx2,0.9747185
OS9,Os9,0.97471654
NKX2-8,Nkx2-9,0.9747118
HINFP,Hinfp,0.9747114
ZNF700,Zfp867,0.9747053
TSPAN8,Tspan8,0.9746966
PQBP1,Pqbp1,0.9746936
OR14C36,Olfr292,0.97469056
TRAV8-3,Trav9-4,0.9746864
MRPS15,Mrps15,0.97467715
AADACL3,Aadacl4fm4,0.97467417
BATF3,Batf3,0.97466886
KL,Kl,0.9746653
OR4K17,Olfr1311,0.9746513
KRT24,Krt24,0.9746489
C1GALT1,C1galt1,0.9746441
UBE2D2,Ube2d2b,0.9746399
IP6K2,Ip6k2,0.9746377
AGPAT3,Agpat3,0.9746355
TRAJ31,Traj31,0.9746219
HLA-DQB1,H2-Ab1,0.9746143
AMMECR1L,Ammecr1l,0.97460926
SLC35E1,Slc35e1,0.97459656
LPIN1,Lpin2,0.9745962
FAM76A,Fam76b,0.9745903
BANP,Banp,0.97458845
USP9Y,Usp9x,0.9745867
ARHGAP27,Arhgap27,0.97458214
PGK1,Pgk1,0.97458166
DNAAF10,Wdr92,0.9745757
SLC25A11,Slc25a11,0.9745739
HSPB1,Hspb1,0.9745734
ZNF484,Zfp119b,0.9745639
PLD6,Pld6,0.9745489
HAS1,Has1,0.9745459
TOR3A,Tor3a,0.9745418
MT-ND1,mt-Nd1,0.974536
TESK2,Tesk2,0.974527
RASL10A,Rasl10a,0.97452605
TCF12,Tcf12,0.9745243
DKK2,Dkk2,0.9745195
IL21,Il21,0.97451884
DMXL2,Dmxl2,0.97450906
RNF133,Rnf133,0.9745069
P3H1,P3h1,0.9745059
RAMP3,Ramp3,0.97450185
FAM240B,Fam240b,0.97449905
ITM2A,Itm2a,0.9744944
AGBL4,Agbl4,0.9744858
MBD5,Mbd5,0.97447634
PSIP1,Psip1,0.974475
CTH,Cth,0.9744706
FMNL3,Fmnl3,0.97446203
DOK7,Dok7,0.9744509
JPH4,Jph4,0.9744503
UBAP1,Ubap1,0.97444874
GSTM4,Gstm4,0.9744206
MED13L,Med13l,0.9744203
VASH2,Vash2,0.97441775
ASB4,Asb4,0.974415
LONP2,Lonp2,0.97441375
GCKR,Gckr,0.97441244
OR4C46,Olfr1258,0.9744114
IGFBPL1,Igfbpl1,0.9744041
TMEM114,Tmem114,0.97439396
UQCC1,Uqcc1,0.97438365
RPS17,Rps17,0.97438264
TNFSF14,Tnfsf14,0.9743694
EPB41,Epb41,0.97436166
KIDINS220,Kidins220,0.97435176
RNF220,Rnf220,0.97435063
NFKBID,Nfkbid,0.97433424
USP35,Usp35,0.97432894
HPSE,Hpse,0.9743208
PLEKHA6,Plekha6,0.9742945
PHAX,Phax,0.97429293
BNIPL,Bnipl,0.9742762
DHX35,Dhx35,0.97426957
OIT3,Oit3,0.9742693
LTBP2,Ltbp2,0.97426844
EIF4EBP1,Eif4ebp1,0.9742631
OSTN,Ostn,0.97426164
NSMF,Nsmf,0.97425914
TOM1L2,Tom1l2,0.97425294
UQCRFS1,Uqcrfs1,0.9742487
CCR6,Ccr6,0.9742412
MRGPRD,Mrgprd,0.9742404
DIP2A,Dip2b,0.9742362
AMPD3,Ampd3,0.9742353
SERPINA11,Serpina11,0.9742339
LMNTD1,Lmntd1,0.9742336
RNF223,Rnf223,0.9742336
REXO2,Rexo2,0.9742294
PPP2R3A,Ppp2r3a,0.9742281
NUP210L,Nup210l,0.97422266
CTNNA1,Ctnna1,0.97422034
LCE3D,Lce3a,0.9742155
GPX8,Gpx8,0.9742092
ITPKA,Itpka,0.9741914
OR8S1,Olfr283,0.9741802
NPL,Npl,0.9741769
RC3H1,Rc3h1,0.97417176
URAD,Urad,0.9741681
AZIN1,Azin1,0.97416514
GPRASP1,Gprasp1,0.97416514
APBA1,Apba1,0.9741617
H1-10,H1f10,0.9741615
HMGB4,Hmgb4,0.97415173
STAG2,Stag2,0.974151
SOD1,Sod1,0.9741506
KRTAP17-1,Krtap17-1,0.9741452
OTOS,Otos,0.9741411
DEFB123,Defb36,0.9741386
SMC2,Smc2,0.9741344
GTSF1L,Gtsf1l,0.97410536
CCDC50,Ccdc50,0.9741042
SMARCA4,Smarca4,0.9741009
ATG4C,Atg4c,0.97409856
AADACL4,Aadacl4fm1,0.9740983
NPHS2,Nphs2,0.97409695
PAQR8,Paqr8,0.9740899
RAP1GDS1,Rap1gds1,0.97408885
TMED7-TICAM2,Tmed7,0.9740836
FBXO3,Fbxo3,0.9740769
ZNF711,Zfp711,0.9740657
QPCT,Qpct,0.9740616
CEBPB,Cebpb,0.9740549
LRRC32,Lrrc32,0.97405225
RPAP3,Rpap3,0.97404104
FEN1,Fen1,0.9740376
OR4D6,Olfr1427,0.97403646
PCBP4,Pcbp4,0.9740328
CPN2,Cpn2,0.9740305
CNTN4,Cntn4,0.974029
WBP2,Wbp2,0.974015
PRRC2C,Prrc2c,0.9740096
ITGA8,Itga8,0.97400194
NLRC3,Nlrc3,0.97399473
TDRD7,Tdrd7,0.9739935
SNRNP70,Snrnp70,0.9739838
PSMB6,Psmb6,0.9739828
AGXT,Agxt,0.97395974
PRICKLE1,Prickle1,0.97394115
BCL2L2,Bcl2l2,0.9739411
ACTN4,Actn1,0.9739362
KLKB1,Klkb1,0.9739275
KRTAP5-8,Krtap5-4,0.9739271
RPL30,Rpl30,0.9739271
KIAA1217,Etl4,0.97392595
ZDHHC12,Zdhhc12,0.9739199
OXSR1,Oxsr1,0.97391856
SLITRK3,Slitrk3,0.973917
EPAS1,Hif1a,0.97390914
ZG16,Zg16,0.97389764
NME1,Nme1,0.97389734
PLP1,Plp1,0.97389424
NIPBL,Nipbl,0.9738929
MAPKAPK5,Mapkapk5,0.97388905
MPHOSPH6,Mphosph6,0.97387147
POLR2D,Polr2d,0.97387105
DNPEP,Dnpep,0.9738685
ATP6V1E2,Atp6v1e2,0.9738683
NAA60,Naa60,0.9738609
GRIK2,Grik2,0.9738603
ZNF888,Zfp677,0.9738506
FAM71B,Fam71b,0.97384846
ZC3H13,Zc3h13,0.97383726
CHRFAM7A,Chrna7,0.97382647
SLC7A5,Slc7a5,0.9738255
C17orf49,0610010K14Rik,0.973821
IGFBP1,Igfbp1,0.97382075
WBP1L,Wbp1l,0.97381204
KAZALD1,Kazald1,0.97381026
UFL1,Ufl1,0.9738066
COPB1,Copb1,0.97380495
DBP,Dbp,0.9737806
TSPOAP1,Tspoap1,0.9737793
GOPC,Gopc,0.9737745
SNRNP35,Snrnp35,0.9737737
NAT8,Nat8,0.97376853
AKAP12,Akap12,0.9737665
RC3H2,Rc3h2,0.9737642
E2F8,E2f8,0.97376186
BCDIN3D,Bcdin3d,0.97376126
IGHV3-64,Ighv5-17,0.97375154
RIT1,Rit1,0.97374743
METTL2A,Mettl2,0.9737461
CRISPLD1,Crispld1,0.9737426
SLC22A24,Slc22a19,0.97374225
GKN2,Gkn2,0.97373503
CLRN3,Clrn3,0.9737283
GHITM,Ghitm,0.97372025
APOA4,Apoa4,0.9737185
TAOK2,Taok2,0.97371745
RAB6B,Rab6b,0.9737141
WASHC5,Washc5,0.97371274
C12orf71,1700034J05Rik,0.97370225
DPYSL4,Dpysl4,0.9737014
CCDC54,Ccdc54,0.97368383
ADD3,Add3,0.97367615
CHRM1,Chrm1,0.9736733
NIT1,Nit1,0.97366947
CALCR,Calcr,0.97366536
TAS2R3,Tas2r137,0.9736645
GDI2,Gdi2,0.97366303
ABCB10,Abcb10,0.97365505
MEIG1,Meig1,0.97365344
RNF170,Rnf170,0.97365123
CLASRP,Clasrp,0.9736495
SELENBP1,Selenbp1,0.9736487
SFXN3,Sfxn3,0.9736408
TRAV9-1,Trav6n-5,0.9736238
SMARCA2,Smarca2,0.9736174
EPS8,Eps8,0.97360086
TOX2,Tox2,0.9735992
PIGP,Pigp,0.97359395
ETF1,Etf1,0.973586
TRA2A,Tra2a,0.97358495
DCTN1,Dctn1,0.9735841
KLHL32,Klhl32,0.9735638
LCE3C,Lce3e,0.97355956
RAD51,Rad51,0.97355545
MED24,Med24,0.973552
CNKSR3,Cnksr3,0.97355133
IGHA1,Igha,0.97354746
PLCH1,Plch1,0.9735449
IARS2,Iars2,0.97352886
PLAT,Plat,0.97352856
PHKA2,Phka2,0.9735272
CCDC149,Ccdc149,0.97352636
MAPKAPK2,Mapkapk2,0.9735263
FRZB,Frzb,0.9735255
TTLL9,Ttll9,0.9735117
UBXN10,Ubxn10,0.9735093
WDR18,Wdr18,0.97348654
UBD,Ubd,0.9734802
FAM120C,Fam120c,0.9734788
OR1F1,Olfr161,0.97347754
ANK2,Ank1,0.973465
CEP192,Cep192,0.97346264
ICMT,Icmt,0.97345895
HSD17B10,Hsd17b10,0.97345775
RTCA,Rtca,0.9734547
GABRG2,Gabrg2,0.97344595
SYNDIG1L,Syndig1l,0.9734295
ANKDD1A,Ankdd1a,0.9734158
SNX17,Snx17,0.9734124
C4orf50,Gm1043,0.9734093
TYW5,Tyw5,0.9733966
FXYD1,Fxyd1,0.9733955
MIEF1,Mief1,0.9733918
PPP1R9B,Ppp1r9b,0.97338736
ELOVL7,Elovl7,0.9733865
TAS2R60,Tas2r135,0.97338575
FGF1,Fgf1,0.9733713
SLC45A3,Slc45a3,0.97336537
B3GALNT2,B3galnt2,0.97335523
TMIE,Tmie,0.9733519
C10orf99,2610528A11Rik,0.9733502
CTSK,Ctsk,0.97335017
PPFIBP1,Ppfibp1,0.97334224
POLR1C,Polr1c,0.97333646
KRTCAP2,Krtcap2,0.9733333
DHX30,Dhx30,0.97333246
CFAP36,Cfap36,0.9733316
OR4C16,Olfr1199,0.973324
DONSON,Donson,0.9733216
TTYH1,Ttyh1,0.97331095
NICN1,Nicn1,0.97330153
LSM10,Lsm10,0.9733005
PMPCA,Pmpca,0.9732935
ABCC1,Abcc3,0.9732857
CHD2,Chd2,0.97328407
TPX2,Tpx2,0.9732572
KRT19,Krt19,0.9732561
CLEC2L,Clec2l,0.973244
KRTAP10-12,Gm9639,0.97324127
RBIS,Rbis,0.9732408
SMG5,Smg5,0.97323525
MSANTD1,Msantd1,0.97322965
NPTN,Nptn,0.9732167
AQP2,Aqp2,0.97321504
TRPC1,Trpc1,0.97319824
GIMAP5,Gimap5,0.9731966
TFDP2,Tfdp2,0.9731966
PLEKHA1,Plekha1,0.9731945
ETFB,Etfb,0.97319335
ACMSD,Acmsd,0.9731933
RAB7A,Rab7,0.9731919
TMEM201,Tmem201,0.97319067
COL11A2,Col11a2,0.97318697
MAGEL2,Magel2,0.9731777
RTN4,Rtn4,0.97317725
TMEM91,Tmem91,0.97316086
GPR55,Gpr55,0.97315466
LECT2,Lect2,0.9731432
PRPF8,Prpf8,0.97314197
GALNT17,Galnt17,0.97314095
P2RY13,P2ry13,0.97313935
FAM71F1,Fam71f1,0.9731289
PMP22,Pmp22,0.97312856
MFSD4B,Mfsd4b4,0.973123
DUSP4,Dusp4,0.97311914
IL36RN,Il36rn,0.9731163
NDUFB10,Ndufb10,0.97311324
TAPT1,Tapt1,0.97310865
METTL6,Mettl6,0.9731065
TBC1D24,Tbc1d24,0.9731025
NT5E,Nt5e,0.9730941
PHF1,Phf1,0.97309023
OR2T4,Olfr331,0.9730803
IARS1,Iars,0.9730708
MRGPRX4,Mrgprb4,0.97306234
EP400,Ep400,0.9730612
BCL2A1,Bcl2a1b,0.97305745
GDF1,Gdf1,0.9730517
BNIP3L,Bnip3l,0.973043
NDST1,Ndst1,0.9730383
DVL1,Dvl1,0.9730295
F13B,F13b,0.97302794
ZDHHC1,Zdhhc1,0.9730163
PLEKHA7,Plekha7,0.9729923
KRT37,Krt39,0.9729915
PSMB2,Psmb2,0.9729912
C12orf56,D930020B18Rik,0.9729869
STX18,Stx18,0.9729842
ARMC1,Armc1,0.97297907
ZSWIM8,Zswim8,0.97297585
FOXRED2,Foxred2,0.97297543
DDX47,Ddx47,0.97296685
TRMU,Trmu,0.972962
TMEM141,Tmem141,0.9729431
FAM83H,Fam83h,0.97293687
ESD,Esd,0.97293204
MBL2,Mbl2,0.9729281
MARCHF10,Marchf10,0.9729177
MCHR1,Mchr1,0.97291213
DHX15,Dhx15,0.9729085
DSE,Dse,0.9729029
SEC61A2,Sec61a2,0.9728976
PRDM11,Prdm11,0.97289664
CAPNS1,Capns1,0.9728949
CCDC32,Ccdc32,0.9728772
CEP68,Cep68,0.9728743
DCUN1D3,Dcun1d3,0.9728701
CRYGA,Cryga,0.9728608
SLC12A6,Slc12a6,0.9728561
IGKV1-5,Igkv15-103,0.9728512
PHC2,Phc2,0.9728455
RAB40AL,Rab40b,0.97284275
PITX2,Pitx2,0.97283924
MAPK10,Mapk10,0.9728359
RPL4,Rpl4,0.97283214
TAS2R42,Tas2r131,0.9728211
SINHCAF,Sinhcaf,0.9728122
PEBP1,Pbp2,0.972812
AP2B1,Ap2b1,0.9728044
EBI3,Ebi3,0.9728035
HNRNPLL,Hnrnpll,0.97279936
CLGN,Clgn,0.972775
C2orf66,Gm34066,0.97276175
SIGLEC5,Siglecg,0.9727585
SULT1C4,Sult1c1,0.9727576
POLE2,Pole2,0.97275174
ELMO3,Elmo3,0.9727514
ISOC2,Isoc2a,0.97274613
BFSP1,Bfsp1,0.97273386
LHX8,Lhx6,0.9727316
OTUD6B,Otud6b,0.9727283
GFUS,Gfus,0.97271925
YEATS4,Yeats4,0.9727125
ZFAT,Zfat,0.97270477
NUP62,Nup62,0.9727039
SNX10,Snx10,0.9726879
FCHO1,Fcho1,0.97268295
RNASE1,Rnase1,0.97268254
CLDN7,Cldn7,0.9726822
PCM1,Pcm1,0.97268206
TNS1,Tns1,0.9726818
FKBP6,Fkbp6,0.9726762
CYP4X1,Cyp4x1,0.9726688
SAMD13,Samd13,0.9726609
TAFAZZIN,Taz,0.9726561
LIN9,Lin9,0.9726514
SMARCE1,Smarce1,0.97264904
ARHGAP21,Arhgap21,0.97263855
IRAK1,Irak1,0.9726373
NELFE,Nelfe,0.97261816
SMAD7,Smad7,0.9726117
CCDC96,Ccdc96,0.9726103
TUT4,Tut4,0.97260106
RPL10A,Rpl10a,0.97259915
KRT80,Krt80,0.97259206
LSM8,Lsm8,0.97258675
SENP6,Senp6,0.97256947
SETD3,Setd3,0.9725581
GPR107,Gpr107,0.9725571
RSPO3,Rspo3,0.9725496
COG4,Cog4,0.9725443
OSBPL2,Osbpl1a,0.9725435
TRBJ1-1,Trbj1-1,0.9725394
PTAFR,Ptafr,0.9725335
GTF2H4,Gtf2h4,0.9725328
TCHH,Tchh,0.97252935
MEI4,Mei4,0.972522
TIMM10B,Gm45799,0.97251934
RAB11FIP1,Rab11fip1,0.9725153
NRL,Nrl,0.9725103
NDUFB1,Ndufb1,0.97250956
TMIGD1,Tmigd1,0.97250235
PDGFD,Pdgfd,0.9724977
SARS1,Sars,0.9724948
RTL4,Rtl4,0.97248673
VPS53,Vps53,0.97247547
AQP9,Aqp9,0.97247183
RNF145,Rnf145,0.97247154
GPR50,Gpr50,0.9724688
DTX3,Dtx3,0.9724664
LMNA,Lmna,0.9724661
ARHGEF5,Arhgef5,0.9724624
RDH12,Rdh12,0.97245747
SDHAF4,Sdhaf4,0.9724516
SNAPC3,Snapc3,0.9724408
ARHGAP26,Arhgap26,0.9724405
ITLN1,Itln1,0.9724335
CLCA4,Clca4b,0.97242624
ARMC3,Armc3,0.9724128
PIK3AP1,Pik3ap1,0.9724122
PAPLN,Papln,0.97240967
NDUFA5,Ndufa5,0.9724006
TAF13,Taf13,0.9723998
CPLX1,Cplx2,0.9723992
THEMIS,Themis,0.9723927
SLC8A1,Slc8a3,0.97238725
FAM71F2,Fam71f2,0.9723835
ITGA1,Itga1,0.9723764
MINDY2,Mindy2,0.9723717
GOLIM4,Golim4,0.97237027
ECEL1,Ecel1,0.97236973
TNNT1,Tnnt1,0.9723695
TSPAN17,Tspan17,0.9723531
PARP4,Parp4,0.97234106
CLVS2,Clvs1,0.9723367
ZNF131,Zfp131,0.97233605
AIP,Aip,0.97232616
MAS1,Mrgprh,0.972326
RNASE12,Rnase12,0.9723219
SPOCK1,Spock1,0.9723156
SLC22A18AS,Gm10277,0.9723096
IGKV2-28,Igkv1-122,0.97230905
GNA13,Gna12,0.97230583
ARL11,Arl11,0.9722989
EIF1AD,Eif1ad,0.9722908
ENY2,Eny2,0.97228616
DDC,Ddc,0.97227865
NHLRC4,Nhlrc4,0.9722754
ISX,Isx,0.9722753
LRIG2,Lrig3,0.9722722
ZKSCAN7,Zkscan7,0.97226405
GSN,Gsn,0.9722547
C21orf91,D16Ertd472e,0.97225076
ZNF878,AU041133,0.9722492
RAB14,Rab14,0.97224116
SLC24A2,Slc24a2,0.9722326
FOXD4L1,Foxd4,0.97223
OSGEPL1,Osgepl1,0.9722294
RBBP7,Rbbp7,0.97222763
PABPN1,Pabpn1,0.9722202
ATF1,Atf1,0.9722093
GABRA2,Gabra2,0.9722083
NUP58,Gm49336,0.97220767
FKBP9,Fkbp9,0.9721972
GET3,Get3,0.97218996
ZCCHC17,Zcchc17,0.97218835
LACTB2,Lactb2,0.9721725
FGD4,Fgd4,0.9721713
SF3B1,Sf3b1,0.9721698
PUS3,Pus3,0.9721654
CSRP1,Csrp1,0.9721582
RICTOR,Rictor,0.9721557
BRCC3,Brcc3,0.97214997
POMGNT1,Pomgnt1,0.972147
TPM4,Tpm3,0.9721439
