human gene name,pig gene name,correlation
GPR33,GPR33,0.982758
SCARB1,SCARB1,0.9827491
CLDN18,CLDN18,0.9827479
GPN3,GPN3,0.98274505
MRPL18,MRPL18,0.982714
MBTD1,MBTD1,0.9827122
AMTN,AMTN,0.9827109
GDI2,GDI2,0.9827025
OR52B2,OR52B2,0.9827023
BRCC3,BRCC3,0.98269063
NOXO1,NOXO1,0.98268896
TRPT1,TRPT1,0.9826872
MEX3D,MEX3D,0.9826855
ABCA8,ABCA9,0.9826832
TNIP1,TNIP1,0.9826805
MANEAL,MANEAL,0.9826802
GINS3,GINS3,0.98267734
TADA3,TADA3,0.9826766
MANSC4,MANSC4,0.9826736
A4GALT,A4GALT,0.98266906
LYZL4,LYZL4,0.9826672
CNPY3,CNPY3,0.9826664
DUSP26,DUSP26,0.98265857
FFAR4,FFAR4,0.98265076
CRISP2,CRISP2,0.9826476
HTR4,HTR4,0.98264027
SLC35D1,SLC35D1,0.98263335
DCAF10,DCAF10,0.982624
VAPB,VAPB,0.98262054
UMAD1,UMAD1,0.98261195
SCN2A,SCN2A,0.9826067
ZNF41,ZNF81,0.9826045
PERCC1,PERCC1,0.982602
ZBTB46,ZBTB46,0.9825963
RAPGEF6,RAPGEF6,0.9825895
CST6,CST6,0.9825857
NOX5,NOX5,0.98258114
ACTB,ACTB,0.9825693
WNK3,WNK3,0.98255676
FERMT2,FERMT2,0.98255074
GLCCI1,GLCCI1,0.98255056
TMPRSS6,TMPRSS6,0.98254967
LACTB2,LACTB2,0.9825436
GJC3,GJC3,0.98253846
INKA1,INKA1,0.98253536
SLCO2A1,SLCO2A1,0.98253095
ZDHHC8,ZDHHC8,0.9825304
CRNN,CRNN,0.9825296
NTN4,NTN4,0.9825238
CFAP36,CFAP36,0.9825228
HSPA5,HSPA5,0.98252004
CDKN1B,CDKN1B,0.9825111
DYDC2,DYDC2,0.98250914
ZBTB47,ZBTB47,0.98250777
RPP25,RPP25,0.9825001
ANKRD24,ANKRD24,0.9824991
TLK1,TLK1,0.98249114
OR51F2,OR51F2,0.98248965
NR6A1,NR6A1,0.9824888
LIN54,LIN54,0.9824826
PIK3CG,PIK3CG,0.9824823
NEK11,NEK11,0.98248214
UNC5C,UNC5C,0.9824775
HEY1,HEY1,0.98247546
SMIM28,SMIM28,0.98245585
PTH2,PTH2,0.9824455
FAM237A,FAM237A,0.9824453
OR52R1,OR52R1,0.98244
CP,CP,0.9824399
RSPH6A,RSPH6A,0.98243576
TCEAL7,TCEAL7,0.9824348
PIKFYVE,PIKFYVE,0.98242825
CTCFL,CTCFL,0.9824266
KRT40,KRT40,0.98241746
PIGV,PIGV,0.9824131
MUC2,MUC2,0.98241067
MIF4GD,MIF4GD,0.9824063
KRTAP11-1,KRTAP11-1,0.9824019
WNT10B,WNT10B,0.98239857
EMILIN2,EMILIN2,0.9823984
DDX24,DDX24,0.98239774
MCM3,MCM3,0.9823951
CYP1A1,CYP1A1,0.9823861
VRK1,VRK1,0.98237246
PROK1,PROK1,0.98236877
AKAP12,AKAP12,0.98236287
ANTKMT,ANTKMT,0.98236126
FAM83A,FAM83A,0.98235834
SAP25,SAP25,0.98235554
SMARCE1,SMARCE1,0.98235446
SCO2,SCO2,0.9823542
COL14A1,COL14A1,0.98235404
OR51G2,OR51G2,0.98233485
OR51T1,OR51T1,0.98233277
MTCH1,MTCH1,0.9823264
ZNF200,ZNF200,0.98232526
MRPL4,MRPL4,0.9823221
TAS2R60,TAS2R60,0.98231596
PUS7,PUS7,0.9823158
TMEM251,LYSET,0.9823108
MGST2,MGST2,0.9822958
SLC22A7,SLC22A7,0.9822931
OR9A4,OR9A2,0.9822861
VCPKMT,VCPKMT,0.9822824
PRRT1B,PRRT1B,0.9822777
TPX2,TPX2,0.98227435
ACOT4,ACOT6,0.9822696
TGFBRAP1,TGFBRAP1,0.9822688
SEPTIN8,SEPTIN8,0.9822683
ZNF133,ZNF133,0.9822571
RAB7A,RAB7A,0.9822531
TFB2M,TFB2M,0.9822445
AADACL3,AADACL3,0.9822428
PGBD2,PGBD2,0.9822428
PEX1,PEX1,0.982239
FBXO3,FBXO3,0.9822368
MARCHF10,MARCHF10,0.9822246
FCGR1A,FCGR1A,0.9822133
RAB29,RAB29,0.982211
TPPP2,TPPP2,0.9822107
GGT6,GGT6,0.98220855
SEMA5A,SEMA5A,0.9822042
TRAF5,TRAF5,0.9822026
EPHX1,EPHX1,0.98220253
CCDC28B,CCDC28B,0.9822014
FAM187B,FAM187B,0.9821887
TXNDC9,TXNDC9,0.98218817
BMP3,BMP3,0.9821854
LRRC8B,LRRC8B,0.98217946
PSME1,PSME1,0.9821778
PDE7B,PDE7B,0.9821692
WDR93,WDR93,0.9821632
ASB15,ASB15,0.98215467
DYNC2H1,DYNC2H1,0.98215044
DLX5,DLX5,0.9821483
FBN3,FBN3,0.98214674
CADM1,CADM1,0.98214364
RNLS,RNLS,0.9821409
SOWAHD,SOWAHD,0.9821403
ALOX5,ALOX5,0.9821401
CARHSP1,CARHSP1,0.9821299
WIPF2,WIPF2,0.9821282
DCAF6,DCAF6,0.98212194
ACER2,ACER2,0.9821183
ZNF300,ZNF300,0.9821176
SLC22A2,SLC22A2,0.98210686
NXT2,NXT2,0.9821041
APAF1,APAF1,0.9820988
ACTL10,ACTL10,0.98209864
RAB7B,RAB7B,0.98209834
PLA2G7,PLA2G7,0.9820982
CASK,CASK,0.9820886
SLC35B2,SLC35B2,0.9820885
RIT1,RIT1,0.9820857
NAA16,NAA15,0.98208547
TIA1,TIA1,0.98208314
DDB1,DDB1,0.98207563
CTXND2,CTXND2,0.9820707
PPA1,PPA1,0.9820672
DENND5B,DENND5B,0.9820573
ZNF25,ZNF25,0.98205554
YWHAQ,YWHAQ,0.9820382
KLHL35,KLHL35,0.98202497
PSMA7,PSMA7,0.9820247
TAS2R10,TAS2R10,0.98202395
FOXJ2,FOXJ2,0.9820062
FAM71B,GARIN3,0.9820035
RD3L,RD3L,0.98200274
ATF3,ATF3,0.9820017
SLC6A4,SLC6A4,0.98199755
AGAP3,AGAP3,0.98199344
SSTR1,SSTR1,0.98198956
TAS2R3,TAS2R3,0.98198664
PSMB7,PSMB7,0.9819684
TP53INP1,TP53INP1,0.9819681
CCDC82,CCDC82,0.9819673
VIL1,VIL1,0.98195344
JMJD1C,JMJD1C,0.981953
SPACA5,SPACA5,0.98194516
CTSK,CTSK,0.9819449
FOSB,FOSB,0.981938
AP1M1,AP1M1,0.98193294
LMLN,LMLN,0.981925
PRR5,PRR5,0.9819245
COX4I2,COX4I2,0.98192436
B3GNT2,B3GNT2,0.9819167
PRMT6,PRMT6,0.9819142
CFB,CFB,0.9819108
SH2D2A,SH2D2A,0.98190755
SMPDL3B,SMPDL3B,0.9818921
FERMT1,FERMT1,0.9818899
EFCAB14,EFCAB14,0.98188376
ITGB6,ITGB6,0.9818727
AZIN1,AZIN1,0.9818685
ACKR1,ACKR1,0.9818573
SLC37A2,SLC37A2,0.9818564
SH2D3C,SH2D3C,0.9818548
IGFBP6,IGFBP6,0.98184526
SLC25A36,SLC25A36,0.98183686
IFIT2,IFIT2,0.98183393
GSN,GSN,0.98183084
TTC3,TTC3,0.98182696
TMIGD1,TMIGD1,0.9818263
TMEM186,TMEM186,0.9818259
SIGLEC1,SIGLEC1,0.9818228
STIP1,STIP1,0.9818218
PRSS50,PRSS50,0.9818174
CPO,CPO,0.9818161
KCNIP1,KCNIP1,0.9818153
TAF6,TAF6,0.9818142
CREB3L3,CREB3L3,0.98180366
PSMB3,PSMB3,0.98179674
KLHDC2,KLHDC2,0.98179597
PALMD,PALMD,0.98178804
KCNQ3,KCNQ3,0.9817857
GYG1,GYG1,0.98177755
TGIF1,TGIF1,0.98177063
LIPA,LIPA,0.9817696
CD302,CD302,0.9817658
OLA1,OLA1,0.98176014
CYP2U1,CYP2U1,0.9817546
AK6,AK6,0.98175323
EP300,EP300,0.9817523
PIGU,PIGU,0.9817504
NFKBID,NFKBID,0.98174626
HINT3,HINT3,0.9817438
HPDL,HPDL,0.9817376
ILF2,ILF2,0.9817361
RRAGD,RRAGD,0.9817336
COG2,COG2,0.9817332
IQCF2,IQCF2,0.9817302
SC5D,SC5D,0.9817253
ZNF2,ZNF2,0.9817209
ADIPOQ,ADIPOQ,0.9817182
WBP2,WBP2,0.98171717
DDIT3,DDIT3,0.9817163
MYEF2,MYEF2,0.98171604
BNIP3,BNIP3,0.981716
COMMD8,COMMD8,0.98171127
ADH7,ADH7,0.98170495
PCDHA7,PCDHA13,0.9816947
PPP6C,PPP6C,0.98169315
HSPA13,HSPA13,0.9816872
HORMAD1,HORMAD1,0.98168594
NT5E,NT5E,0.98168194
CERKL,CERKL,0.981676
TBC1D17,TBC1D17,0.9816617
SULT2B1,SULT2B1,0.9816592
LRTM1,LRTM1,0.98165596
MT4,MT4,0.9816536
CYBB,GP91-PHOX,0.9816412
SUMF1,SUMF1,0.9816384
PPARG,PPARG,0.9816296
HOXB8,HOXB8,0.98162806
INHBE,INHBE,0.9816268
SLC25A25,SLC25A25,0.9816264
KIAA1549,KIAA1549,0.98162574
AQP2,AQP2,0.9816192
CRYBB1,CRYBB1,0.98161745
LAMP2,LAMP2,0.98161334
TMEM69,TMEM69,0.98161113
SLC46A3,SLC46A3,0.98160964
SAAL1,SAAL1,0.98160344
FAM43B,FAM43B,0.98159575
MSLNL,MSLNL,0.9815931
LMBRD1,LMBRD1,0.9815811
OR11L1,OR11L1,0.9815782
ZSCAN26,ZSCAN26,0.98157114
USP16,USP16,0.98156023
ERLEC1,ERLEC1,0.98155564
NEIL2,NEIL2,0.9815381
PHLDB2,PHLDB2,0.9815303
OR13A1,OR13A1,0.981526
DBNDD2,DBNDD2,0.9815182
TUBD1,TUBD1,0.9815146
CCDC185,CCDC185,0.9814982
ARRDC2,ARRDC2,0.981497
DGKH,DGKH,0.9814908
SNRPC,SNRPC,0.9814886
PSTPIP2,PSTPIP2,0.9814732
GPRIN1,GPRIN1,0.9814703
CELF4,CELF4,0.9814677
ETS1,ETS1,0.9814502
DOP1B,DOP1B,0.9814465
ABCA6,ABCA6,0.98144114
TMEM35A,TMEM35A,0.9814404
TMEM205,TMEM205,0.981439
MIXL1,MIXL1,0.981422
EGFL8,EGFL8,0.981414
TTC39B,TTC39B,0.9814123
DNAJB12,DNAJB12,0.98140955
LAPTM4B,LAPTM4B,0.9814066
CAMKK2,CAMKK2,0.98140657
NOP14,NOP14,0.98138577
ANXA1,ANXA1,0.98137915
FGF19,FGF19,0.9813682
CDC73,CDC73,0.9813658
RNF150,RNF150,0.98136145
PCDHGC5,PCDHGA4,0.98136115
PPAT,PPAT,0.9813573
RXRG,RXRG,0.9813529
OSGEPL1,OSGEPL1,0.9813428
THAP6,THAP6,0.98133075
ZNF185,ZNF185,0.9813291
RSPH3,RSPH3,0.98132586
NKPD1,NKPD1,0.9813115
KDM5D,KDM5D,0.98129994
CREB3,CREB3,0.98129034
TEAD1,TEAD1,0.98128587
PXT1,PXT1,0.9812846
RNF183,RNF183,0.9812798
BNIP2,BNIP2,0.98127246
CCDC68,CCDC68,0.9812639
GIP,GIP,0.9812635
SCN8A,SCN8A,0.9812619
KIAA0513,KIAA0513,0.9812567
BBOX1,BBOX1,0.9812493
BNIP3L,BNIP3L,0.9812452
CYP27B1,CYP27B1,0.9812445
CXCR3,CXCR3,0.98123974
TRAPPC4,TRAPPC4,0.98123205
PPM1D,PPM1D,0.9812291
CLCC1,CLCC1,0.98121846
PRR16,PRR16,0.98121643
CHODL,CHODL,0.98120874
TRAPPC8,TRAPPC8,0.98120767
TNRC6B,TNRC6B,0.9812003
KCNC4,KCNC4,0.9811955
OR56B1,OR56B1,0.9811954
ELF3,ELF3,0.98119456
DYRK1B,DYRK1B,0.98119193
DMXL2,DMXL2,0.9811826
C6orf163,C6orf163,0.98118
PWWP2B,PWWP2B,0.98117757
PMP2,PMP2,0.9811738
ENO4,ENO4,0.9811726
TMCO4,TMCO4,0.9811685
OR2G2,OR2G2,0.9811634
MLC1,MLC1,0.98115736
TBCC,TBCC,0.98114985
CNTNAP4,CNTNAP4,0.98114336
ZSWIM9,ZSWIM9,0.9811431
RHOD,RHOD,0.9811429
TBC1D2,TBC1D2,0.9811425
TRMT112,TRMT112,0.9811325
TNNT2,TNNT2,0.9811298
FDPS,FDPS,0.98112065
ARRB2,ARRB2,0.9811179
TNR,TNR,0.9811126
VIT,VIT,0.98110414
SCART1,SCART1,0.9811022
MYH11,MYH11,0.981092
TMPRSS11A,TMPRSS11A,0.98108965
CLDN25,CLDN25,0.98108834
RAB43,RAB43,0.9810804
HEATR9,HEATR9,0.98107386
EMC2,EMC2,0.9810726
ZNF576,ZNF576,0.9810707
PHF7,PHF7,0.98106915
IL2,IL2,0.9810686
SPA17,SPA17,0.9810684
MAP1B,MAP1B,0.98106325
ENAH,ENAH,0.98104763
CLIP1,CLIP1,0.9810448
MDK,MDK,0.98104006
MOSPD3,MOSPD3,0.9810347
DLGAP2,DLGAP2,0.9810143
CYTH2,CYTH2,0.9810116
H1-6,H1-6,0.98100835
ANTXR2,ANTXR2,0.9810068
COQ7,COQ7,0.9810065
CXADR,CXADR,0.9810057
HLF,HLF,0.98099285
VWA5A,VWA5A,0.980987
LAX1,LAX1,0.9809845
MARCHF7,MARCHF7,0.98098433
PRR19,PRR19,0.980982
NSL1,NSL1,0.980981
CFAP45,CFAP45,0.9809782
TRHDE,TRHDE,0.98097706
STPG2,STPG2,0.9809735
EMB,EMB,0.9809611
POLR2H,POLR2H,0.98094743
C5,C5,0.9809414
CHCHD1,CHCHD1,0.98094016
TRIB2,TRIB2,0.980936
HRG,HRG,0.98091143
GKN1,GKN1,0.98090464
ZMAT3,ZMAT3,0.9808991
MRPL30,MRPL30,0.980891
REN,REN,0.9808893
ELP1,ELP1,0.9808828
MRPS27,MRPS27,0.9808808
PLPP2,PLPP2,0.98087746
TEN1-CDK3,TEN1,0.980868
FLT4,FLT4,0.9808488
MBD5,MBD5,0.980847
SYT14,SYT14,0.9808389
DZIP1,DZIP1,0.9808386
FAM3B,FAM3B,0.9808376
DEPDC7,DEPDC7,0.98082995
KREMEN1,KREMEN1,0.9808237
NDUFAF5,NDUFAF5,0.9808169
PLA2G5,PLA2G5,0.98081434
RRP15,RRP15,0.9808138
CASS4,CASS4,0.98080486
DPEP3,DPEP3,0.98080117
SMUG1,SMUG1,0.9807854
USF2,USF2,0.98077357
GPNMB,GPNMB,0.9807684
CLDN20,CLDN20,0.9807648
PI4K2B,PI4K2B,0.9807581
SMG7,SMG7,0.98075795
ITGAV,ITGAV,0.98075587
FAM162B,FAM162B,0.9807342
SERINC3,SERINC3,0.98072547
SERPINB1,SERPINB1,0.98072183
SPACA4,SPACA4,0.98071593
DGAT2L6,DGAT2L6,0.9807155
DSC2,DSC2,0.9807141
RPS6KC1,RPS6KC1,0.9807119
MET,MET,0.98071146
HMGN2,HMGN2,0.98070455
ZDHHC9,ZDHHC9,0.98069364
MC5R,MC5R,0.980681
TNFSF14,TNFSF14,0.98068017
SNAP23,SNAP23,0.9806747
CDCP2,CDCP2,0.9806724
MT-ATP6,ATP6,0.98067045
SCOC,SCOC,0.9806695
BPIFB3,BPIFB3,0.9806645
C11orf97,C11orf97,0.9806644
SARNP,SARNP,0.98066175
DNM1,DNM1,0.98065436
AQP4,AQP4,0.9806538
DST,DST,0.9806512
SLC29A4,SLC29A4,0.98064566
TCF19,TCF19,0.98064095
STXBP5L,STXBP5L,0.9806337
TECPR2,TECPR2,0.9806323
CD247,CD247,0.98063004
TRUB1,TRUB1,0.9806297
MOG,MOG,0.98062074
PI4KB,PI4KB,0.9806178
DRD5,DRD5,0.98061675
TRPM1,TRPM1,0.9806133
LCE3D,LCE3B,0.9806059
MAIP1,MAIP1,0.9806053
TGFBR3L,TGFBR3L,0.9805915
PDE8B,PDE8B,0.98058575
CTSB,CTSB,0.98058367
SPESP1,SPESP1,0.98058337
NAP1L1,NAP1L1,0.98058265
ABCF1,ABCF1,0.98058015
MAP1LC3B2,MAP1LC3B,0.98057836
CLDND1,CLDND1,0.9805689
SGTA,SGTA,0.9805618
MID1,MID2,0.9805473
HAX1,HAX1,0.98054546
TMEM212,TMEM212,0.9805408
FAM189B,ENTREP3,0.98052996
IARS2,IARS2,0.98051995
AATF,AATF,0.9805182
BZW1,BZW1,0.9804943
PRDX6,PRDX6,0.980488
ZNF622,ZNF622,0.9804826
DMAP1,DMAP1,0.9804799
ZBTB14,ZBTB14,0.98047644
ADORA1,ADORA1,0.9804745
GZMK,GZMK,0.9804723
PLXNA1,PLXNA1,0.98046035
MMP12,MMP12,0.98045886
JCAD,JCAD,0.9804566
TMEM106A,TMEM106A,0.9804541
PCSK1N,PCSK1N,0.98044646
SPSB3,SPSB3,0.98044527
ZCCHC17,ZCCHC17,0.9804347
C17orf49,C17orf49,0.9804312
NAPRT,NAPRT,0.98041576
GDA,GDA,0.98041457
SPINT1,SPINT1,0.9804103
UTY,KDM6A,0.9803978
PDC,PDC,0.9803921
FNDC3A,FNDC3A,0.9803919
IL6ST,IL6ST,0.98038954
MAPK1,MAPK1,0.98038834
DYNLT4,DYNLT4,0.9803822
PPP2R5D,PPP2R5D,0.9803752
CCL4L2,CCL4,0.98036736
LAMTOR3,LAMTOR3,0.98036575
TMEM139,TMEM139,0.98036534
PIWIL2,PIWIL2,0.98035955
TGM3,TGM3,0.9803585
SLC35C2,SLC35C2,0.980357
BCL2A1,BCL2A1,0.9803548
HCFC1,HCFC1,0.9803546
GDF3,GDF3,0.9803454
MED10,MED10,0.9803452
CEACAM20,CEACAM20,0.9803355
DYNLRB2,DYNLRB2,0.9803317
CACNB4,CACNB4,0.9803304
IRX5,IRX5,0.9803292
BTBD6,BTBD6,0.98031723
OLFML2A,OLFML2A,0.98029447
UCHL5,UCHL5,0.9802857
PRDM10,PRDM10,0.9802852
MYT1L,MYT1L,0.98028374
ST3GAL3,ST3GAL3,0.9802834
SAMD13,SAMD13,0.9802802
ZDHHC6,ZDHHC6,0.9802789
LCN2,LCN2,0.9802754
PLA1A,PLA1A,0.98027277
ING1,ING1,0.98027205
CLASP1,CLASP1,0.98026013
IL15,IL15,0.9802508
OAT,OAT,0.9802506
BBS12,BBS12,0.98024875
ZSWIM4,ZSWIM4,0.9802477
LORICRIN,LORICRIN,0.98024666
FHDC1,FHDC1,0.98023194
PABIR2,PABIR2,0.9802201
NEK6,NEK6,0.98020315
OR51S1,OR51S1,0.9801945
FAM166B,CIMIP2B,0.98019284
DDX25,DDX25,0.9801559
HOXD10,HOXD10,0.9801471
TSSK4,TSSK4,0.9801451
CACUL1,CACUL1,0.9801437
PPP3CC,PPP3CC,0.98012257
ABCC8,ABCC8,0.98011965
SSBP1,SSBP1,0.98011905
CMKLR1,CMKLR1,0.9801159
AMBRA1,AMBRA1,0.98011273
CSF2,CSF2,0.9801099
NSG2,NSG2,0.98008823
SMPDL3A,SMPDL3A,0.9800699
FNDC8,FNDC8,0.98006475
APCS,APCS,0.9800645
RAB5C,RAB5C,0.9800592
REM2,REM2,0.98005664
COMMD10,COMMD10,0.9800554
SPPL2C,SPPL2C,0.980046
TGM7,TGM7,0.98004544
CAPN5,CAPN5,0.9800431
KCNT2,KCNT2,0.98004305
ZNF668,ZNF668,0.9800427
ENG,ENG,0.98004067
TBX6,TBX6,0.98003334
DCDC1,DCDC1,0.980033
RBM19,RBM19,0.9800131
PEX3,PEX3,0.98001087
PSIP1,PSIP1,0.98000085
CTDNEP1,CTDNEP1,0.97998476
METRNL,METRNL,0.97997475
SLC35A5,SLC35A5,0.9799693
FAM111A,FAM111A,0.97995746
SLC14A2,SLC14A2,0.979956
NUDT17,NUDT17,0.9799492
ZNF550,ZNF550,0.97994256
TRMT10C,TRMT10C,0.97993785
SLC39A6,SLC39A6,0.9799365
FRMD6,FRMD6,0.97993314
EIF2AK2,EIF2AK2,0.97993237
PVRIG,PVRIG,0.9799268
TEX47,TEX47,0.97992307
SCRIB,SCRIB,0.9799211
DPYSL4,DPYSL2,0.97991765
ASXL2,ASXL2,0.9799156
DTNA,DTNA,0.97990996
CBX1,CBX1,0.97990376
MASP1,MASP1,0.9799018
DEPDC5,DEPDC5,0.9798985
ESR1,ESR1,0.9798964
LSM14A,LSM14A,0.97989386
FGF8,FGF8,0.9798801
ALG8,ALG8,0.979879
CDH1,CDH1,0.97987634
CHMP3,CHMP3,0.9798628
KLRF1,KLRF1,0.9798506
NTRK1,NTRK1,0.9798494
HPN,HPN,0.9798446
CELA2A,CELA2A,0.97984254
DNMT3L,DNMT3L,0.9798408
PNOC,PNOC,0.9798278
CEP20,CEP20,0.9798194
FABP3,FABP3,0.9798193
AHCYL2,AHCYL2,0.97981226
FAM204A,FAM204A,0.9798111
REPS1,REPS1,0.9798046
NXNL1,NXNL1,0.97979975
TAS1R3,TAS1R3,0.97979534
USP37,USP37,0.9797874
GALE,GALE,0.9797872
PTPRR,PTPRR,0.9797858
B3GNT9,B3GNT9,0.9797853
FBXL19,FBXL19,0.97978306
GSG1,GSG1,0.9797795
BET1,BET1,0.9797641
C1orf56,C1orf56,0.97976226
PSMB11,PSMB11,0.9797542
UBXN2A,UBXN2A,0.97974926
FAR1,FAR1,0.97974724
LHPP,LHPP,0.97974104
TMEM54,TMEM54,0.97973937
CFI,CFI,0.9797392
CHCHD3,CHCHD3,0.9797228
MSANTD2,MSANTD2,0.9797182
RASGRF1,RASGRF1,0.97970563
SIDT2,SIDT2,0.9797048
ZAR1L,ZAR1L,0.97970104
PES1,PES1,0.97970074
NEU2,NEU2,0.97969633
ASL,ASL,0.979695
PIP4K2A,PIP4K2A,0.97968686
SFT2D3,SFT2D3,0.97968405
ARSA,ARSA,0.9796791
DSN1,DSN1,0.9796602
RAD17,RAD17,0.9796562
ALOX5AP,ALOX5AP,0.979647
C19orf67,C19orf67,0.9796451
MRPL17,MRPL17,0.97964305
WDTC1,WDTC1,0.97963893
TINF2,TINF2,0.9796315
SYNRG,SYNRG,0.97963023
PSPC1,PSPC1,0.9796225
SAC3D1,SAC3D1,0.9796201
LRP11,LRP11,0.97960854
SKOR2,SKOR2,0.97959846
SLC31A1,SLC31A1,0.9795964
ISX,ISX,0.9795931
UEVLD,UEVLD,0.9795926
PABPC4L,PABPC4L,0.9795921
PPP1R27,PPP1R27,0.9795911
THBS2,THBS2,0.979587
CLNK,CLNK,0.9795821
FANCB,FANCB,0.9795792
LRMDA,LRMDA,0.979575
GNPDA1,GNPDA1,0.9795734
GRAMD2B,GRAMD2B,0.979563
PBLD,PBLD,0.9795567
SAFB,SAFB,0.9795506
PKN3,PKN3,0.9795476
CCN3,CCN3,0.97954184
VPS16,VPS16,0.9795412
C11orf42,C11orf42,0.9795405
MGRN1,MGRN1,0.9795396
HTR2A,HTR2A,0.97953075
PSENEN,PSENEN,0.9795303
CROCC,CROCC,0.97952914
ST6GALNAC5,ST6GALNAC5,0.9795291
ALDH1A1,ALDH1A1,0.9795287
IFNE,IFNE,0.9795287
CUL4A,CUL4A,0.97952867
APOOL,APOOL,0.97952455
SAR1A,SAR1A,0.9795244
IGF2BP3,IGF2BP3,0.97951543
STK35,STK35,0.9795091
AKAP9,AKAP9,0.97950715
ACADS,ACADS,0.9795022
PRL,PRL,0.97949946
ATG4C,ATG4C,0.9794895
ALPK2,ALPK2,0.979481
EVC2,EVC2,0.9794741
SMC2,SMC2,0.97947407
SLCO4A1,SLCO4A1,0.9794665
MT-ND5,ND5,0.97946054
RASL10A,RASL10A,0.97946054
COLGALT2,COLGALT2,0.979441
TMEM41A,TMEM41A,0.9794298
VPS11,VPS11,0.9794285
KCNH6,KCNH6,0.97942454
EIF3I,EIF3I,0.9794243
SLC14A1,SLC14A1,0.9794152
AGER,AGER,0.97940856
KCNJ3,KCNJ3,0.9794001
EIF2B2,EIF2B2,0.97939897
XRN2,XRN2,0.9793977
EXOC7,EXOC7,0.97939426
ARHGEF18,ARHGEF18,0.97938955
TMEM81,TMEM81,0.9793858
STEAP4,STEAP4,0.9793803
HOXB3,HOXB3,0.9793771
PSMA4,PSMA4,0.97937626
SLC6A9,SLC6A9,0.979374
GVQW3,GVQW3,0.9793655
ERBB2,ERBB2,0.9793499
ORC4,ORC4,0.97934586
PRSS58,PRSS58,0.9793406
FZD1,FZD1,0.97932035
FMO1,FMO1,0.9793189
CFD,CFD,0.9793127
TRIM32,TRIM32,0.97930205
GSDMA,GSDMA,0.97929627
PATE3,PATE3,0.97928655
SFTA2,SFTA2,0.97928584
RETREG1,RETREG1,0.979285
ENPP4,ENPP4,0.97928
KRTAP24-1,KRTAP24-1,0.9792758
THSD1,THSD1,0.9792729
PPP1R12C,PPP1R12C,0.9792593
SGTB,SGTB,0.979256
TEKT5,TEKT5,0.9792552
IFT172,IFT172,0.9792476
VSTM4,VSTM4,0.9792436
RPUSD4,RPUSD4,0.9792342
DBT,DBT,0.979233
NKAPL,NKAPL,0.9792315
HEPH,HEPH,0.9792283
MTA1,MTA1,0.9792214
SLC2A4,SLC2A4,0.97922015
ALKAL1,ALKAL1,0.97921455
SUMO2,SUMO2,0.9792121
COA4,COA4,0.9792071
SH3BP1,SH3BP1,0.9792068
TCTN2,TCTN2,0.9792038
PLAGL1,PLAGL1,0.9791967
SCN9A,SCN9A,0.9791836
SPEGNB,SPEGNB,0.97917265
RD3,RD3,0.97917235
CLDN23,CLDN23,0.9791707
TRIM72,TRIM72,0.9791656
COL9A3,COL9A3,0.9791643
SYN2,SYN2,0.97915006
SCAND1,SCAND1,0.9791448
GZMA,GZMA,0.97914183
LYN,LYN,0.97913086
CSMD1,CSMD1,0.9791286
BNIP5,BNIP5,0.9791276
IDE,IDE,0.9791256
NDUFAF4,NDUFAF4,0.97912115
HES4,HES4,0.97911185
PNN,PNN,0.97910357
KCNK1,KCNK1,0.9791013
ATXN10,ATXN10,0.979101
PPRC1,PPRC1,0.9790947
SNAPC3,SNAPC3,0.9790893
PIP5K1C,PIP5K1C,0.97908723
PLD6,PLD6,0.97908235
IL20,IL20,0.9790799
USH1C,USH1C,0.97907275
RPL7,RPL7,0.97904766
SALL3,SALL3,0.979043
COMMD5,COMMD5,0.97904134
ELOVL2,ELOVL2,0.97904044
TDRD9,TDRD9,0.9790399
ZNF804B,ZNF804B,0.979034
ADSL,ADSL,0.9790335
ZNF71,ZNF71,0.97903234
LENEP,LENEP,0.9790313
WDR45,WDR45,0.97903067
CD164L2,CD164L2,0.97902775
MPV17L2,MPV17L2,0.9790277
FANCI,FANCI,0.9790273
EBF2,EBF2,0.97902083
NDUFA1,NDUFA1,0.9790207
ANKFN1,ANKFN1,0.9790162
CTHRC1,CTHRC1,0.979014
HCCS,HCCS,0.9790075
KCNJ10,KCNJ10,0.979004
DENND1A,DENND1A,0.9790022
MEN1,MEN1,0.9789978
CWC27,CWC27,0.97897464
CFAP126,CFAP126,0.9789722
PPIL2,PPIL2,0.97896355
ABHD5,ABHD5,0.97895056
NPM3,NPM3,0.9789496
POLR2A,POLR2A,0.9789492
CXCL11,CXCL11,0.9789472
GCM2,GCM2,0.97894585
MYO1D,MYO1D,0.9789338
ADCY8,ADCY8,0.97893363
PAFAH1B1,PAFAH1B1,0.97893363
ASTL,ASTL,0.9789229
TOMM20,TOMM20,0.97891027
P2RY11,P2RY11,0.9789059
SFSWAP,SFSWAP,0.97889704
TM6SF1,TM6SF1,0.978897
HOXA13,HOXA13,0.97889626
UBXN10,UBXN10,0.97888744
FSD1L,FSD1L,0.97888476
PLEKHA8,PLEKHA8,0.97888154
USP43,USP43,0.97888124
OCIAD1,OCIAD1,0.9788742
GSTO2,GSTO2,0.9788688
HTATIP2,HTATIP2,0.97885877
LYPD4,LYPD4,0.97885394
ATP6V1D,ATP6V1D,0.9788494
