microcebus gene name,human gene name,correlation
RPS6KA3,RPS6KA3,0.9910818
CACNA1E,CACNA1E,0.9910816
YPEL1,YPEL1,0.9910635
OC90,OC90,0.9910634
CLSTN1,CLSTN1,0.9910618
FIGLA,FIGLA,0.9910612
GDPD2,GDPD2,0.99106044
ZIC2,ZIC2,0.99105704
PPP2R5E,PPP2R5E,0.99105257
ZBTB41,ZBTB41,0.99105173
NDUFAF5,NDUFAF5,0.9910463
TOMM6,TOMM6,0.9910367
BIRC3,BIRC3,0.9910356
JPH4,JPH4,0.9910338
FAM120C,FAM120C,0.99103206
FJX1,FJX1,0.9910309
MARCHF6,MARCHF6,0.9910292
CD247,CD247,0.99102604
ZNF566,ZNF566,0.9910206
MAPK3,MAPK3,0.9910168
MAP3K5,MAP3K5,0.99101657
SLC10A3,SLC10A3,0.99100435
TPMT,TPMT,0.99100155
CAPG,CAPG,0.9909989
NME7,NME7,0.9909945
MAFF,MAFF,0.99099433
FRRS1,FRRS1,0.9909925
PLXNB1,PLXNB1,0.9909876
NUAK2,NUAK2,0.99098384
VDAC2,VDAC2,0.9909834
CCNE1,CCNE1,0.9909816
MYT1,MYT1,0.99098116
CC2D1B,CC2D1B,0.99097914
F2RL2,F2RL2,0.9909781
TARBP1,TARBP1,0.9909779
MKLN1,MKLN1,0.990976
UBFD1,UBFD1,0.9909709
KHDRBS1,KHDRBS1,0.99096704
DTHD1,DTHD1,0.9909639
COPB2,COPB2,0.9909581
GRK7,GRK7,0.99095017
FAM83A,FAM83A,0.99094707
MRPS31,MRPS31,0.9909411
DEGS1,DEGS1,0.9909385
CCNB2,CCNB2,0.99093527
PAIP2,PAIP2,0.990929
CYP24A1,CYP24A1,0.99092585
MRPL44,MRPL44,0.9909233
CECR2,CECR2,0.990907
KRT5,KRT6B,0.9908994
LURAP1,LURAP1,0.99089694
FAM50A,FAM50A,0.9908931
STRIP1,STRIP1,0.99088967
XYLT1,XYLT1,0.9908876
TNFSF13,TNFSF13,0.9908875
MTG1,MTG1,0.99088603
TNN,TNN,0.99088293
ALS2,ALS2,0.9908827
TGM5,TGM5,0.9908825
MYO3B,MYO3B,0.990882
SSR1,SSR1,0.9908694
IGSF8,IGSF8,0.9908621
SCYL1,SCYL1,0.99085975
ZC3H8,ZC3H8,0.9908594
RALYL,RALYL,0.99085635
INVS,INVS,0.99085456
ZNF165,ZNF165,0.99085027
MCFD2,MCFD2,0.9908461
SSR2,SSR2,0.99084204
SLC38A11,SLC38A11,0.99084073
FMNL2,FMNL2,0.9908328
SLC5A1,SLC5A1,0.99083257
PDF,PDF,0.9908299
SBK1,SBK1,0.9908283
TMEM128,TMEM128,0.9908274
TMED4,TMED4,0.9908241
FBN2,FBN2,0.99082047
IMPG2,IMPG2,0.9908051
C2CD2L,C2CD2L,0.99080276
NR2E3,NR2E3,0.9908014
CIMIP1,C20orf85,0.99078566
KRT80,KRT80,0.9907703
PATZ1,PATZ1,0.99076194
AJM1,AJM1,0.99076176
CXCL14,CXCL14,0.99076176
VPS4B,VPS4A,0.99075687
EMILIN3,EMILIN3,0.99075323
RGS13,RGS13,0.9907483
WBP1,WBP1,0.99074155
SP7,SP7,0.99074024
RPP14,RPP14,0.990738
SIX4,SIX4,0.9907323
B3GLCT,B3GLCT,0.99073166
MAT2B,MAT2B,0.9907294
SNRNP35,SNRNP35,0.9907266
OLFML3,OLFML3,0.990726
MRPL15,MRPL15,0.9907251
PAX3,PAX3,0.99072
PVALB,PVALB,0.9907164
XIRP2,XIRP2,0.99070895
GRID1,GRID1,0.9907026
PMP2,PMP2,0.9906933
DNAJC10,DNAJC10,0.99069
CXADR,CXADR,0.99068946
CDYL2,CDYL2,0.99068624
TRAPPC3,TRAPPC3,0.99068564
C16orf54,C16orf54,0.99068284
MBNL3,MBNL3,0.9906777
PRRX2,PRRX2,0.9906758
CLDN19,CLDN19,0.99066913
CLP1,CLP1,0.99066526
NUP210,NUP210,0.9906636
SYNCRIP,SYNCRIP,0.990656
GNB4,GNB4,0.9906554
BMP7,BMP7,0.9906545
ZMAT1,ZMAT1,0.9906543
RAB6A,RAB6A,0.9906522
LRRC52,LRRC52,0.9906519
SYNPO,SYNPO,0.9906505
SERPINB5,SERPINB5,0.9906492
RPS27A,RPS27A,0.99064225
TMEM236,TMEM236,0.9906394
DOK6,DOK6,0.99063534
ASPHD2,ASPHD2,0.99063283
KLHL29,KLHL29,0.9906292
DVL2,DVL2,0.99061775
SLC16A11,SLC16A11,0.9906164
MAN2B2,MAN2B2,0.9906139
CCDC125,CCDC125,0.9906064
NDUFA6,NDUFA6,0.99060565
SACS,SACS,0.99060524
TLN2,TLN2,0.9906029
CBS,CBSL,0.9906019
TGFB2,TGFB2,0.9905961
MMP20,MMP20,0.99059576
ITPR3,ITPR3,0.99058884
XPO1,XPO1,0.9905827
ADRB2,ADRB2,0.99057645
GNMT,GNMT,0.9905728
DDAH2,DDAH2,0.99057263
ENTPD2,ENTPD2,0.9905698
NLRP3,NLRP3,0.99056685
PUF60,PUF60,0.9905623
SLC44A5,SLC44A5,0.990555
SULF2,SULF2,0.99055445
NCKAP5L,NCKAP5L,0.99055076
NCOA4,NCOA4,0.9905417
SERPINC1,SERPINC1,0.9905325
VAX1,VAX1,0.9905313
RSPO1,RSPO1,0.9905291
ZNF469,ZNF469,0.990527
ZNF827,ZNF827,0.9905238
CASK,CASK,0.99052274
IMMP2L,IMMP2L,0.9905196
ABCC1,ABCC1,0.9905194
ULK4,ULK4,0.9905126
MAP7D1,MAP7D1,0.99051154
NANP,NANP,0.9905083
DYNC2H1,DYNC2H1,0.99050796
TET2,TET2,0.99050134
ANGEL2,ANGEL2,0.9904961
RRP9,RRP9,0.9904948
HS3ST3B1,HS3ST3B1,0.99049306
TPX2,TPX2,0.99048865
SMTNL1,SMTNL1,0.99047714
QRSL1,QRSL1,0.990476
IRX1,IRX1,0.9904723
MPC2,MPC2,0.9904647
CRABP2,CRABP2,0.99045736
SURF6,SURF6,0.9904556
SLC26A1,SLC26A1,0.99045527
KCNMB1,KCNMB1,0.9904516
ZSWIM8,ZSWIM8,0.9904471
RD3L,RD3L,0.9904449
SLCO5A1,SLCO5A1,0.9904439
ZNF829,ZNF829,0.9904432
PHOX2B,PHOX2B,0.9904426
NMBR,NMBR,0.9904375
PLA2G3,PLA2G3,0.99043465
CEP20,CEP20,0.9904334
EVI5,EVI5,0.99043334
FAM78B,FAM78B,0.99043167
PRRX1,PRRX1,0.9904227
RAB29,RAB29,0.9904213
SEPTIN11,SEPTIN6,0.9904196
PLEKHO2,PLEKHO2,0.9904116
LRFN4,LRFN4,0.99040604
SPR,SPR,0.99040586
BRMS1,BRMS1,0.9904058
IFT56,TTC26,0.990404
DNAH6,DNAH6,0.99040043
KCTD12,KCTD12,0.99039954
ITLN2,ITLN1,0.9903956
MOCOS,MOCOS,0.9903932
TAF1A,TAF1A,0.99039197
CHST9,CHST9,0.99038213
DLK2,DLK2,0.9903798
VIP,VIP,0.9903745
ZBTB8A,ZBTB8A,0.9903726
PADI6,PADI6,0.99037033
NEK5,NEK5,0.9903679
TPGS1,TPGS1,0.9903586
TACC2,TACC2,0.99035585
OPN5,OPN5,0.99035406
FAM111A,FAM111A,0.9903489
TPD52L1,TPD52L1,0.99034756
ACKR1,ACKR1,0.9903373
S100A6,S100A6,0.9903319
OR51G1,OR51G1,0.99032545
NUDT13,NUDT13,0.99031776
WAPL,WAPL,0.99031407
PHLPP2,PHLPP2,0.9903082
COX6A1,COX6A1,0.99030614
TCF19,TCF19,0.9902994
RASGEF1A,RASGEF1A,0.99029905
STK39,STK39,0.9902965
ADIPOQ,ADIPOQ,0.9902941
CDK5RAP2,CDK5RAP2,0.9902898
TMEM171,TMEM171,0.99028134
SLC2A7,SLC2A7,0.990281
GTF2H4,GTF2H4,0.9902716
BVES,BVES,0.99026823
FYB2,FYB2,0.99026114
PRKAB2,PRKAB2,0.9902544
NRXN2,NRXN2,0.99025416
GRID2IP,GRID2IP,0.99024576
KCNN1,KCNN1,0.99024105
CABIN1,CABIN1,0.9902347
HASPIN,HASPIN,0.99023414
BICDL2,BICDL2,0.9902282
ERO1B,ERO1B,0.9902281
APOF,APOF,0.9902271
NR5A1,NR5A1,0.9902264
PHTF1,PHTF1,0.99022394
PPDPFL,PPDPFL,0.99022305
SP3,SP3,0.9902216
TARBP2,TARBP2,0.99021167
SAT1,SAT1,0.9902061
CD101,CD101,0.9902024
PTX4,PTX4,0.9901969
ACBD6,ACBD6,0.99019057
OVOL3,OVOL3,0.9901884
PNPLA4,PNPLA4,0.9901861
CWC22,CWC22,0.9901847
CCNG2,CCNG2,0.99017906
AVPI1,AVPI1,0.99016225
NF2,NF2,0.99015903
ARL8A,ARL8A,0.9901584
CCM2,CCM2,0.99015325
ECM1,ECM1,0.9901522
DCAF6,DCAF6,0.9901473
SYCP3,SYCP3,0.9901386
WDR4,WDR4,0.99013627
RBP4,RBP4,0.9901321
KCNG2,KCNG2,0.9901266
NNMT,NNMT,0.99012446
SLC26A7,SLC26A7,0.9901206
OBSL1,OBSL1,0.9901151
ATP6V0A4,ATP6V0A4,0.99011207
DNAAF2,DNAAF2,0.99011
NSDHL,NSDHL,0.990105
GCM1,GCM1,0.99010295
TRRAP,TRRAP,0.9900978
NHLH2,NHLH2,0.9900941
CHCHD2,CHCHD2,0.99009234
EDNRB,EDNRB,0.9900908
SCNN1B,SCNN1B,0.99009037
KLF9,KLF9,0.9900876
OSGIN2,OSGIN2,0.9900867
MPV17L2,MPV17L2,0.99008226
OR52N2,OR52N2,0.9900729
WDR97,WDR97,0.9900708
JAG2,JAG2,0.9900692
MPP4,MPP4,0.99006873
TPM2,TPM2,0.99006486
ARF5,ARF5,0.99006295
CD53,CD53,0.9900533
PCCB,PCCB,0.9900507
RGS14,RGS14,0.99004906
MUSTN1,MUSTN1,0.99004257
CA12,CA12,0.99004114
TEKTL1,CCDC105,0.9900392
ARHGEF39,ARHGEF39,0.9900388
NPEPL1,NPEPL1,0.9900328
INSYN2A,INSYN2A,0.9900245
LIPA,LIPA,0.9900217
TLK1,TLK1,0.99002045
WNT8A,WNT8A,0.9900167
KRT2,KRT2,0.9900123
NR2F2,NR2F2,0.99000645
ZG16,ZG16,0.9900031
ZNF75D,ZNF75D,0.9899994
FAHD1,FAHD1,0.9899894
AFAP1L2,AFAP1L2,0.9899817
RAB37,RAB37,0.98997885
CLIC3,CLIC3,0.98997116
SLC23A2,SLC23A2,0.9899688
NFATC4,NFATC4,0.9899637
BEND6,BEND6,0.98995006
FUCA1,FUCA1,0.9899429
MYLK2,MYLK2,0.98994106
ZKSCAN3,ZKSCAN4,0.98993766
ZFYVE26,ZFYVE26,0.9899296
APLN,APLN,0.98992324
TDRD5,TDRD5,0.989922
BLM,BLM,0.9899206
KANK1,KANK1,0.9899196
EIF2S1,EIF2S1,0.9899181
PRSS57,PRSS57,0.9899178
RBM46,RBM46,0.98991394
PGBD1,PGBD1,0.98991287
UGT2A1,UGT2A1,0.989911
MRPS26,MRPS26,0.9899033
GPHB5,GPHB5,0.9899016
MDP1,MDP1,0.98988205
OVCH2,OVCH2,0.98988134
IL1F10,IL1F10,0.9898724
EOMES,EOMES,0.9898716
OTUD5,OTUD5,0.98986983
GULP1,GULP1,0.9898681
PHF6,PHF6,0.9898639
TIA1,TIA1,0.98986155
TMED9,TMED9,0.9898602
POMP,POMP,0.98985964
MAP6,MAP6,0.9898567
CSGALNACT2,CSGALNACT2,0.9898555
ANKRD61,ANKRD61,0.9898409
SFMBT2,SFMBT2,0.98983914
RTP1,RTP1,0.9898332
DEK,DEK,0.98983026
WFIKKN2,WFIKKN2,0.9898156
CBLN2,CBLN2,0.9898124
HOXD9,HOXD9,0.9898106
CRTC1,CRTC1,0.98980904
WNT3A,WNT3A,0.9898022
DOP1A,DOP1A,0.98979616
HTR4,HTR4,0.9897921
TM4SF18,TM4SF18,0.9897919
LIPF,LIPF,0.9897867
ADPRH,ADPRH,0.98978573
TRIM2,TRIM2,0.98977995
PDCD4,PDCD4,0.9897798
ADM,ADM,0.98977935
XRCC4,XRCC4,0.9897768
ARID3C,ARID3C,0.98976815
MOV10,MOV10,0.9897548
PTPRZ1,PTPRZ1,0.9897518
PPP6R2,PPP6R2,0.98975086
DDIT4,DDIT4,0.98974967
PLIN4,PLIN4,0.9897434
ALPL,ALPL,0.9897369
CNFN,CNFN,0.9897369
TRPM3,TRPM3,0.989733
TMED5,TMED5,0.98973083
UST,UST,0.9897289
C4orf51,C4orf51,0.9897277
LRRC4B,LRRC4B,0.989722
ZNF235,ZNF235,0.98972154
RNF149,RNF149,0.9897032
CHST4,CHST4,0.98970073
ZMYND15,ZMYND15,0.98970044
FOXJ3,FOXJ3,0.98969865
MYCBP2,MYCBP2,0.9896953
MBTPS2,MBTPS2,0.98969495
DDX1,DDX1,0.9896931
ELAVL2,ELAVL2,0.98969156
RAB20,RAB20,0.98969084
CAMTA1,CAMTA1,0.98968804
CDS2,CDS2,0.98968565
STEEP1,STEEP1,0.98968095
GRB2,GRB2,0.9896674
DNM3,DNM3,0.98966557
IL17RA,IL17RA,0.9896597
MYRIP,MYRIP,0.9896573
ATP5MK,ATP5MK,0.98965037
LIPI,LIPI,0.989645
SOHLH2,SOHLH2,0.9896447
TRIM27,TRIM27,0.98963904
SCARB2,SCARB2,0.98963726
C3orf80,C3orf80,0.9896344
ZBTB44,ZBTB44,0.989631
AFF2,AFF2,0.9896309
SLC25A1,SLC25A1,0.9896246
AGTR1,AGTR1,0.98961943
MAPK8,MAPK8,0.9896137
G6PC1,G6PC1,0.98961306
AIRE,AIRE,0.9896123
DENND11,DENND11,0.9896118
FUS,FUS,0.9896082
NTNG2,NTNG2,0.9896049
ENO4,ENO4,0.9895883
MAN1A1,MAN1A1,0.9895837
PRDM11,PRDM11,0.9895775
RASAL2,RASAL2,0.98957616
ANO6,ANO6,0.9895745
SCNM1,SCNM1,0.98956937
LSM1,LSM1,0.9895676
NBDY,NBDY,0.9895616
PRICKLE4,PRICKLE4,0.9895604
MSH4,MSH4,0.98954886
THBS3,THBS3,0.98954797
TMEM106A,TMEM106A,0.98954344
RBBP8NL,RBBP8NL,0.9895395
SCNN1A,SCNN1A,0.9895369
KLHL13,KLHL13,0.9895302
ANKRD23,ANKRD23,0.98952335
NRM,NRM,0.98952335
GPSM2,GPSM2,0.9895148
DCAF7,DCAF7,0.98950785
YTHDF1,YTHDF1,0.98950297
C10orf71,C10orf71,0.9895014
AGAP3,AGAP3,0.9894973
CDH6,CDH6,0.9894971
WDR86,WDR86,0.98948926
DNAH3,DNAH3,0.98947144
ACMSD,ACMSD,0.9894714
CLVS2,CLVS2,0.98946303
AQP5,AQP5,0.9894602
C13orf42,C13orf42,0.9894593
ADAM12,ADAM12,0.9894575
MGARP,MGARP,0.98945725
OSTF1,OSTF1,0.9894562
GDF3,GDF3,0.98944944
OCSTAMP,OCSTAMP,0.98944783
PALMD,PALMD,0.9894393
TCEAL2,TCEAL2,0.98943913
SALL3,SALL3,0.98943865
FCER1G,FCER1G,0.98943627
PAPPA,PAPPA,0.9894229
DDRGK1,DDRGK1,0.9894207
PTP4A2,PTP4A2,0.9894177
RPS9,RPS9,0.9894083
ABHD14B,ABHD14B,0.989405
CCDC188,CCDC188,0.9894001
CAMK2A,CAMK2D,0.9893975
EIF2B1,EIF2B1,0.9893823
SLC4A1,SLC4A1,0.9893805
MANEAL,MANEAL,0.9893777
FAM124A,FAM124A,0.98937535
IPP,IPP,0.9893728
TSPAN4,TSPAN4,0.98936224
ACAT2,ACAT2,0.9893573
CRTC2,CRTC2,0.989354
MACROD1,MACROD1,0.98934835
HIGD1A,HIGD1A,0.9893443
ANP32B,ANP32B,0.98934114
RPL26L1,RPL26,0.98933566
SFT2D2,SFT2D2,0.9893321
IL25,IL25,0.98932666
PCBP3,PCBP3,0.9893261
RUNX2,RUNX2,0.9893211
BUB3,BUB3,0.98932064
AMER1,AMER1,0.98931134
GDPD5,GDPD5,0.9893111
ASB3,ASB3,0.989311
KRTAP29-1,KRTAP29-1,0.98931015
NSUN7,NSUN7,0.9893085
ACSL3,ACSL3,0.9893021
CSTF2,CSTF2T,0.9892948
VSNL1,VSNL1,0.98929316
PRKX,PRKX,0.9892906
ANKS1A,ANKS1A,0.9892898
SPTBN4,SPTBN4,0.9892845
ACVR1,ACVR1,0.9892825
SIAH1,SIAH1,0.98927456
TRMT6,TRMT6,0.9892705
P2RY11,P2RY11,0.9892642
UBXN1,UBXN1,0.9892641
SEC11C,SEC11C,0.9892632
ADAM20,ADAM20,0.9892624
ARMC1,ARMC1,0.9892596
THYN1,THYN1,0.98925585
TMEM102,TMEM102,0.98925394
DRAP1,DRAP1,0.98925376
SYNE3,SYNE3,0.98925024
ZNHIT6,ZNHIT6,0.9892488
MANSC4,MANSC4,0.9892484
ASTL,ASTL,0.9892423
SRSF1,SRSF1,0.9892418
SLC6A20,SLC6A20,0.9892355
CAMK1G,CAMK1G,0.9892279
SLC44A4,SLC44A4,0.9892244
EDAR,EDAR,0.9892164
TRAF1,TRAF1,0.9892121
CDH24,CDH24,0.98920476
MOG,MOG,0.9892033
CCDC102A,CCDC102A,0.9891989
MAFG,MAFG,0.9891963
MAP10,MAP10,0.98919487
IL26,IL26,0.98919296
TBR1,TBR1,0.9891808
ANO2,ANO2,0.9891773
RBM4B,RBM4,0.9891772
PPP3CA,PPP3CB,0.98917687
TAMALIN,TAMALIN,0.98917586
SDR16C5,SDR16C5,0.9891644
UPK1B,UPK1B,0.9891637
TTLL7,TTLL7,0.98915535
FUT4,FUT4,0.9891502
HEYL,HEYL,0.989148
NDOR1,NDOR1,0.9891476
ANKRD45,ANKRD45,0.989141
GBP4,GBP4,0.98913807
ACOD1,ACOD1,0.98913246
ETS2,ETS2,0.98913044
SUSD2,SUSD2,0.9891209
PEX6,PEX6,0.98911047
ZNF266,ZNF266,0.98910326
C9orf40,C9orf40,0.9891032
ADAMTS7,ADAMTS7,0.9890843
C18orf32,C18orf32,0.98907363
CSRNP3,CSRNP3,0.9890736
COX5B,COX5B,0.9890619
NIPSNAP3A,NIPSNAP3A,0.9890584
NAGA,NAGA,0.9890562
ISX,ISX,0.98905444
IKBKG,IKBKG,0.98905295
MAMDC4,MAMDC4,0.989051
RAB13,RAB13,0.98905027
KIF5B,KIF5B,0.9890442
CYTB,MT-CYB,0.989043
RDH12,RDH12,0.9890356
GNA13,GNA13,0.98902816
POSTN,POSTN,0.9890269
PACC1,PACC1,0.989016
CLTA,CLTA,0.9890038
CIAO1,CIAO1,0.9889974
PRMT8,PRMT8,0.9889931
ATP2C1,ATP2C1,0.9889841
MTMR9,MTMR9,0.9889776
CAMK1D,CAMK1D,0.9889754
TMEM98,TMEM98,0.98897326
CLDN12,CLDN12,0.98896384
LIPK,LIPK,0.98896265
SEZ6L2,SEZ6L2,0.9889607
DICER1,DICER1,0.9889581
GPC3,GPC3,0.988952
VAMP2,VAMP2,0.9889497
CELF5,CELF5,0.98894435
PHC1,PHC1,0.98894376
VAPB,VAPB,0.98894346
ZNF79,ZNF79,0.9889315
OGA,OGA,0.98893017
SIT1,SIT1,0.9889288
ITPKB,ITPKB,0.9889223
ELP1,ELP1,0.9889203
ADAM7,ADAM7,0.98890007
ARHGEF28,ARHGEF28,0.9888976
PIF1,PIF1,0.9888968
NHERF4,PDZD3,0.9888942
GDPD1,GDPD1,0.988885
ANKRD2,ANKRD2,0.9888787
CMBL,CMBL,0.9888781
ZNF48,ZNF48,0.9888743
TDRD9,TDRD9,0.98887384
AP1B1,AP1B1,0.98887086
TC2N,TC2N,0.9888702
COQ3,COQ3,0.9888653
ADISSP,C20orf27,0.9888574
ZNF397,ZNF397,0.9888569
FHL3,FHL3,0.988849
FAM163B,FAM163B,0.98884803
DLG3,DLG3,0.9888477
LRIT1,LRIT1,0.98884535
HES7,HES7,0.9888346
MRS2,MRS2,0.9888346
TET3,TET3,0.9888301
SLC22A23,SLC22A23,0.98882884
AKAP12,AKAP12,0.9888147
CCDC15,CCDC15,0.98881346
SLC17A2,SLC17A2,0.9888088
SRC,SRC,0.9888078
ZBTB20,ZBTB20,0.9888054
S100A16,S100A16,0.98879075
LDLRAD1,LDLRAD1,0.9887897
GRM5,GRM1,0.98877263
ZUP1,ZUP1,0.9887685
FGF19,FGF19,0.9887682
PEA15,PEA15,0.9887613
SPATA24,SPATA24,0.9887613
KCNK16,KCNK16,0.9887583
DKK4,DKK4,0.98875785
SLC12A1,SLC12A1,0.98875636
RIF1,RIF1,0.98875624
LRRC32,LRRC32,0.98875374
CRYGC,CRYGC,0.98874927
GRK2,GRK2,0.9887445
TRAK1,TRAK1,0.9887423
TTC21B,TTC21B,0.98873794
DRD4,DRD4,0.98872435
ELOVL3,ELOVL3,0.9887233
ALLC,ALLC,0.9887213
IRX6,IRX6,0.9887143
MCOLN2,MCOLN2,0.9887094
GMDS,GMDS,0.98870206
NOTCH1,NOTCH1,0.9886979
CUL7,CUL7,0.9886944
ZNF7,ZNF7,0.9886923
SLC35E4,SLC35E4,0.9886904
GJB6,GJB6,0.9886903
DIRAS1,DIRAS1,0.9886807
COPS2,COPS2,0.98867726
TTC9C,TTC9C,0.98867214
PTBP1,PTBP1,0.9886595
TRIR,TRIR,0.98865914
PLEKHG6,PLEKHG6,0.98865193
PLAGL2,PLAGL2,0.98864985
VPS54,VPS54,0.98864937
SDHAF4,SDHAF4,0.988642
FAM241A,FAM241A,0.98863906
MESP1,MESP1,0.9886312
TNNT1,TNNT1,0.98863065
DACH2,DACH2,0.98862916
AGRP,AGRP,0.9886289
LY6G5B,LY6G5B,0.988627
PMPCA,PMPCA,0.98862475
PPP2R2C,PPP2R2C,0.9886246
PATL1,PATL1,0.9886237
SERPINA7,SERPINA7,0.98861206
NMUR2,NMUR2,0.9886091
RASEF,RASEF,0.98860806
MEIG1,MEIG1,0.9885976
ZNF792,ZNF792,0.98859555
ZNF853,ZNF853,0.98859227
CCT8,CCT8,0.9885903
ZFHX3,ZFHX3,0.98858964
SLC13A3,SLC13A3,0.988589
ELMO2,ELMO2,0.9885884
RHAG,RHAG,0.9885822
TXNIP,TXNIP,0.98857915
GBP1,GBP2,0.9885704
ZMYND8,ZMYND8,0.9885684
MRPL14,MRPL14,0.98856825
MRPS2,MRPS2,0.98856384
RCC1,RCC1,0.98856056
TRAF3,TRAF3,0.988553
GSPT1,GSPT2,0.9885423
SPMIP10,TEX43,0.9885407
RPP30,RPP30,0.9885328
DNAJA1,DNAJA1,0.9885321
CNN3,CNN3,0.98852646
B3GALT5,B3GALT5,0.9885248
DCSTAMP,DCSTAMP,0.98852164
R3HDM2,R3HDM2,0.9885211
LRRC3C,LRRC3C,0.9885174
NBL1,NBL1,0.98851484
KLHL33,KLHL33,0.9885074
GCM2,GCM2,0.98850214
FIBP,FIBP,0.9885005
CC2D1A,CC2D1A,0.9884948
COX3,MT-CO3,0.9884923
ECPAS,ECPAS,0.9884912
TRIM63,TRIM63,0.98848456
BRI3BP,BRI3BP,0.988482
COQ10B,COQ10B,0.988476
CACNG5,CACNG5,0.98847544
C6orf52,C6orf52,0.98847526
QDPR,QDPR,0.98847204
PTGR2,PTGR2,0.9884718
HSF2BP,HSF2BP,0.9884647
MTMR4,MTMR4,0.9884631
HIPK4,HIPK4,0.9884576
ARL6IP4,ARL6IP4,0.98845255
PCP2,PCP2,0.98843825
HOXA9,HOXA9,0.9884331
IL15,IL15,0.9884319
SERINC5,SERINC5,0.9884288
ITGBL1,ITGBL1,0.9884273
BOLL,BOLL,0.9884195
NAGS,NAGS,0.9884158
GLO1,GLO1,0.98841465
SURF4,SURF4,0.9884101
ARL14,ARL14,0.9884035
TMPRSS11A,TMPRSS11A,0.988403
AGER,AGER,0.9884015
SH2D3C,SH2D3C,0.9883968
SAP25,SAP25,0.98839664
CFD,CFD,0.9883943
TCTA,TCTA,0.9883826
MC1R,MC1R,0.9883767
PAX7,PAX7,0.98837465
SLC17A8,SLC17A8,0.98837227
AKIRIN1,AKIRIN1,0.9883698
INO80B,INO80B-WBP1,0.9883673
TSR2,TSR2,0.98836577
BOLA3,BOLA3,0.9883596
PPP1R42,PPP1R42,0.9883594
PPP5C,PPP5C,0.9883511
TMEM222,TMEM222,0.98834705
COCH,COCH,0.98834676
MYO5C,MYO5C,0.98834264
DELE1,DELE1,0.9883423
PFKFB1,PFKFB1,0.98834157
HYAL3,HYAL3,0.9883362
TENM1,TENM1,0.9883352
AP2M1,AP2M1,0.9883291
PBDC1,PBDC1,0.9883232
CMTM4,CMTM4,0.9883219
TUBG1,TUBG1,0.98832124
ACLY,ACLY,0.988319
GCH1,GCH1,0.98831147
AGXT2,AGXT2,0.98831046
BFSP1,BFSP1,0.98830605
PDE12,PDE12,0.98830014
RTP2,RTP2,0.98829544
HNRNPL,HNRNPL,0.9882871
SH3D19,SH3D19,0.98828465
WDR87,WDR87,0.988284
ZNF404,ZNF404,0.9882839
NPHS2,NPHS2,0.9882681
JKAMP,JKAMP,0.9882675
INO80E,INO80E,0.98826575
MMP7,MMP7,0.98826313
ZNF746,ZNF746,0.98826164
CENPQ,CENPQ,0.98825693
UBE2E3,UBE2E3,0.9882561
FXYD1,FXYD1,0.98825425
PTER,PTER,0.98824614
TBXT,TBXT,0.9882456
SERPINE1,SERPINE1,0.9882405
GBE1,GBE1,0.9882403
PPIB,PPIB,0.9882399
SBK2,SBK2,0.98823965
CFAP184,CCDC96,0.98823875
ADAM2,ADAM2,0.98823816
PCDHGA9,PCDHGA9,0.9882309
HAS1,HAS1,0.9882283
DTWD2,DTWD2,0.9882229
ADAM11,ADAM11,0.9882209
ATP5F1E,ATP5F1E,0.98821646
GOLPH3L,GOLPH3L,0.98821294
NMNAT2,NMNAT2,0.9882103
PKHD1,PKHD1,0.98820883
PCDHGA4,PCDHGA12,0.98818254
LRRC26,LRRC26,0.98818004
EYA1,EYA1,0.98816496
EIF5A2,EIF5A,0.98816353
SYK,SYK,0.98816293
PEAK1,PEAK1,0.98816156
ARHGEF10,ARHGEF10,0.9881545
MFSD10,MFSD10,0.9881516
SUMF1,SUMF1,0.9881457
CLDND1,CLDND1,0.9881444
CADM3,CADM3,0.988142
POLDIP2,POLDIP2,0.9881389
SNRPD2,SNRPD2,0.9881343
ZNF286A,ZNF286A,0.98813003
IBA57,IBA57,0.98812944
NEURL1B,NEURL1B,0.98812616
SPACA1,SPACA1,0.98811686
NRROS,NRROS,0.98810923
UNC5C,UNC5C,0.9880967
TUBGCP3,TUBGCP3,0.9880944
PADI2,PADI2,0.9880937
CREB5,CREB5,0.9880868
ZNF511,ZNF511,0.9880819
ZBED2,ZBED2,0.98808074
BIN1,BIN1,0.98808026
NONO,NONO,0.9880776
ZNF841,ZNF841,0.9880768
ZNF804A,ZNF804A,0.9880697
ENG,ENG,0.9880673
PDZK1IP1,PDZK1IP1,0.98806244
PCSK1N,PCSK1N,0.98805904
ACAA1,ACAA1,0.9880464
MTMR6,MTMR6,0.98803633
CCDC141,CCDC141,0.988032
HPGDS,HPGDS,0.9880295
PHACTR3,PHACTR3,0.98802924
PHF19,PHF19,0.9880232
BCCIP,BCCIP,0.98801845
FHDC1,FHDC1,0.988016
GKN1,GKN1,0.9880157
SEMA6A,SEMA6A,0.9880138
PCYT1B,PCYT1B,0.988011
ZFYVE28,ZFYVE28,0.98799473
CPN2,CPN2,0.98798835
BRAF,BRAF,0.9879867
PHLDB1,PHLDB1,0.98798496
EXOC7,EXOC7,0.98798144
OTOP1,OTOP1,0.98797494
EHMT2,EHMT2,0.98797363
SERPINB1,SERPINB1,0.9879696
KDM5C,KDM5C,0.98796463
IL21,IL21,0.9879609
NFATC2IP,NFATC2IP,0.98795825
CUEDC2,CUEDC2,0.9879545
