Gene name,Chimpanzee gene name
RNU4-4P,U4
RNU6-1233P,U6
SLC17A1,SLC17A1
RNU4-91P,U4
SNORA63E,SNORA63
RNU6-1317P,U6
U8,U8
RNU6-1109P,U6
RN7SL141P,Metazoa_SRP
ADGRG7,ADGRG7
NUDCD1,NUDCD1
SLC25A10,SLC25A10
CLDN2,CLDN2
DRP2,DRP2
ERG28,ERG28
TANK,TANK
RNU6-132P,U6
EFEMP2,EFEMP2
RNU6-865P,U6
PNKP,PNKP
CPA3,CPA3
MIR6506,MIR6506
MIR484,ptr-mir-484
GPATCH2L,GPATCH2L
NDE1,NDE1
SLC17A3,SLC17A3
ANKRD46,ANKRD46
GARS1,GARS1
FSCN2,FSCN2
GYG1,GYG1
TST,TST
LRTM2,LRTM2
RECQL5,RECQL5
GRIA3,GRIA3
ELFN2,ELFN2
MFNG,MFNG
UBE2QL1,UBE2QL1
DCP1B,DCP1B
NSUN2,NSUN2
SNX31,SNX31
IFT43,IFT43
HIF1AN,HIF1AN
TRIM38,TRIM38
CARD10,CARD10
H1-1,H1-1
H3C2,H3C11
RALA,RALA
H1-6,H1-6
PHC1,PHC1
H1-4,H1-4
RNU6-1092P,U6
MIR7705,MIR7705
RNU6ATAC41P,RNU6ATAC41P
CATSPERE,CATSPERE
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
PABPC1,PABPC1
SLF2,SLF2
PLEKHH1,PLEKHH1
RALGDS,RALGDS
RNU6-719P,U6
MIR653,ptr-mir-653
MIR489,ptr-mir-489
CALCR,CALCR
METRN,METRN
TBL1X,TBL1X
FIBP,FIBP
CALCRL,CALCRL
HLTF,HLTF
ANTKMT,ANTKMT
MCCD1,MCCD1
DDX39B,DDX39B
GPR143,GPR143
CIAO3,CIAO3
TENT4A,TENT4A
TWNK,TWNK
PIGH,PIGH
EGFL6,EGFL6
EDARADD,EDARADD
ANKRD44,ANKRD44
CDC42EP1,CDC42EP1
RN7SKP20,7SK
RAB9A,RAB9A
ARG2,ARG2
OFD1,OFD1
PDZD7,PDZD7
LGALS2,LGALS2
BRINP3,BRINP3
SMIM6,SMIM6
Metazoa_SRP,Metazoa_SRP
TTLL8,TTLL8
VTI1B,VTI1B
RNU6-1111P,U6
ARPIN,ARPIN
SAP30BP,SAP30BP
CCDC85B,CCDC85B
FOSL1,FOSL1
M6PR,M6PR
LMX1A,LMX1A
RAC2,RAC2
RN7SKP79,7SK
RDH11,RDH11
KAZALD1,KAZALD1
MSLN,MSLN
ANXA2,ANXA2
HINT1,HINT1
C11orf68,C11H11orf68
DRAP1,DRAP1
IFIT2,IFIT2
ADCY10,ADCY10
U3,U3
RN7SKP39,7SK
RNU6-1067P,U6
BAMBI,BAMBI
KLRG1,KLRG1
RNU4-52P,U4
GPKOW,GPKOW
LYRM7,LYRM7
C2orf88,C2BH2orf88
MED25,MED25
RNU6-270P,U6
UTF1,UTF1
VENTX,VENTX
RN7SL262P,Metazoa_SRP
PSMD14,PSMD14
SH3TC2,SH3TC2
ADAM8,ADAM8
PZP,PZP
RDH12,RDH12
SART1,SART1
Y_RNA,Y_RNA
HPS3,HPS3
RN7SL369P,Metazoa_SRP
RN7SL213P,Metazoa_SRP
NKX2-8,NKX2-8
RN7SKP257,7SK
PAX9,PAX9
SH3BP4,SH3BP4
LTA,LTA
SELE,SELE
PALS1,PALS1
SMIM10L2B,SMIM10L2B
ETDB,ETDB
ATP6V1D,ATP6V1D
LTB,LTB
RPN1,RPN1
ETDC,ETDC
ZNF449,ZNF449
SMIM10L2A,SMIM10L2B
LST1,LST1
PRDX4,PRDX4
EIF1AD,EIF1AD
GAS2L1,GAS2L1
RN7SKP216,7SK
SLC4A10,SLC4A10
Y_RNA,Y_RNA
SPG7,SPG7
TBX5,TBX5
ZNF511,ZNF511
GBGT1,GBGT1
POU6F2,POU6F2
EMC2,EMC2
CALY,CALY
C3orf38,C3H3orf38
GPATCH2,GPATCH2
Y_RNA,Y_RNA
SELL,SELL
ECHS1,ECHS1
RNY1P12,Y_RNA
KCNK9,KCNK9
MRTFA,MRTFA
KY,KY
GABRA6,GABRA6
CAPN8,CAPN8
SRP54,FAM177A1
PAOX,PAOX
STAP2,STAP2
RNU6-879P,U6
INHBC,INHBC
CHRAC1,CHRAC1
GLI1,GLI1
NCR3,NCR3
CST6,CST6
EIF3E,EIF3E
SNCAIP,SNCAIP
CATSPER1,CATSPER1
RHOU,RHOU
RNU6-1174P,U6
FANCD2OS,FANCD2OS
RGS5,RGS5
APOO,APOO
AIF1,AIF1
BRK1,BRK1
GAL3ST3,GAL3ST3
UNK,UNK
IRAK2,IRAK2
SF3B2,SF3B2
ERCC6,ERCC6
ARHGAP9,ARHGAP9
Y_RNA,Y_RNA
CXorf58,CXorf58
AKT1S1,AKT1S1
Y_RNA,Y_RNA
SURF6,SURF6
GHRL,GHRL
WBP2,WBP2
SPATA17,SPATA17
Y_RNA,Y_RNA
MED22,MED22
CHAT,CHAT
SNORA38,SNORA38
MIR6832,MIR6832
APOM,APOM
PRRX1,PRRX1
YIPF2,YIPF2
GPANK1,GPANK1
ZNF236,ZNF236
DTL,DTL
IGHV1-45,IGHV1-45
RPL7A,RPL7A
Y_RNA,Y_RNA
SEC13,SEC13
IGHV5-51,IGHV5-51
CRYGA,CRYGA
ABHD16A,ABHD16A
TRIM47,TRIM47
TBX1,TBX1
NEK9,NEK9
ADIG,ADIG
ITM2C,ITM2C
CYP24A1,CYP24A1
TRIM65,TRIM65
RAB1B,RAB1B
GPRASP1,GPRASP1
DUS4L,DUS4L
RNU6-589P,U6
GUCY2F,GUCY2F
SNORD24,SNORD24
SNORD36B,SNORD36
SNORD36A,SNORD36
SNORD36C,SNORD36
MRPL38,MRPL38
SURF1,SURF1
CNIH2,CNIH2
SLC18A3,SLC18A3
SOAT1,SOAT1
ZNF248,ZNF248
NXT2,NXT2
5_8S_rRNA,5_8S_rRNA
U6,U6
BCAS1,BCAS1
TMEM151A,TMEM151A
FXYD1,FXYD1
CD248,CD248
SURF2,SURF2
RIN1,RIN1
KCNE5,KCNE5
CPA2,CPA2
ACSL4,ACSL4
SLC4A9,SLC4A9
SURF4,SURF4
NCOA4,NCOA4
TEN1,TEN1
TLK1,TLK1
BRMS1,BRMS1
MARS1,MARS1
SYT4,SYT4
CPA4,CPA4
CNST,CNST
EVPL,EVPL
PTGR3,PTGR3
RN7SL39P,Metazoa_SRP
RNU6-831P,U6
MARK3,MARK3
DLGAP1,DLGAP1
NID1,NID1
MIR378B,MIR378B
SLC25A20,SLC25A20
PITPNB,PITPNB
MEST,MEST
UBL5,UBL5
B4GAT1,B4GAT1
SLC29A2,SLC29A2
SRP68,SRP68
STKLD1,STKLD1
P4HTM,P4HTM
LY6G6F,LY6G6F
REXO4,REXO4
TP53RK,TP53RK
DRGX,DRGX
PRPF6,PRPF6
ZNF678,ZNF678
LY6G6C,LY6G6C
HMX2,HMX2
PARG,PARG
SPAG4,SPAG4
LHX9,LHX9
MSH5,MSH5
NYNRIN,NYNRIN
DALRD3,DALRD3
KHNYN,KHNYN
MNT,MNT
CACFD1,CACFD1
SLC26A9,SLC26A9
ZNF334,ZNF334
CRYGB,CRYGB
METTL16,METTL16
ANKHD1,EIF4EBP3
KIAA2012,KIAA2012
TRAPPC6A,TRAPPC6A
GSS,GSS
RN7SL757P,Metazoa_SRP
CMA1,CMA1
MN1,MN1
Metazoa_SRP,Metazoa_SRP
TIAL1,TIAL1
PACS1,PACS1
SLC2A6,SLC2A6
RBX1,RBX1
GPR55,GPR55
RN7SL33P,Metazoa_SRP
MIR6776,MIR6776
MIR1253,ptr-mir-1253
RNU6-1158P,U6
MIR3614,MIR3614
Y_RNA,Y_RNA
COIL,COIL
SLC39A10,SLC39A10
Y_RNA,Y_RNA
SMARCB1,SMARCB1
ZNF30,ZNF30
CTSG,CTSG
SCPEP1,SCPEP1
F8A2,F8A1
NRXN3,NRXN3
RNU6-798P,U6
MIR6758,MIR6758
MBD6,MBD6
MIR425,ptr-mir-425
NDUFAF3,NDUFAF3
GARRE1,GARRE1
ARSD,ARSD
ILDR2,ILDR2
PLEKHA2,PLEKHA2
DAGLA,DAGLA
RNU6-921P,U6
SLC16A9,SLC16A9
ARSH,ARSH
DCAF5,DCAF5
TFPI,TFPI
ZNF254,ZNF254
ARSF,ARSF
FAM107B,FAM107B
MIR191,ptr-mir-191
PTX3,PTX3
SNTN,SNTN
RN7SL578P,Metazoa_SRP
HTRA4,HTRA4
THOC7,THOC7
TAF9B,TAF9B
ZNF418,ZNF418
KIF26B,KIF26B
PIP4K2C,PIP4K2C
TMEM258,TMEM258
TM2D2,TM2D2
AKAP1,AKAP1
ZNF570,ZNF570
DCC,DCC
RRP15,RRP15
FEN1,FEN1
SNORD38D,SNORD38D
TIGIT,TIGIT
ADAM32,ADAM32
RECK,RECK
BOK,BOK
FADS1,FADS1
IGFLR1,IGFLR1
DTX3,DTX3
PTPN14,PTPN14
CCDC115,CCDC115
STRIT1,STRIT1
Y_RNA,Y_RNA
THRB,THRB
G2E3,G2E3
U2AF1L4,U2AF1L4
RNU6-1130P,U6
SLC25A14,SLC25A14
MAPRE2,MAPRE2
IGLV2-8,IGLV2-8
MIR650,ptr-mir-650
ARHGEF25,ARHGEF25
MIR5571,MIR5571
SNORD68,SNORD68
CPNE7,CPNE7
SLC25A12,SLC25A12
TRPC4AP,TRPC4AP
GNE,GNE
NEK2,NEK2
IGLC3,IGLC3
MSI2,MSI2
IGLC7,IGLC7
PSENEN,PSENEN
TRMT2A,TRMT2A
LIN37,LIN37
C1orf53,C1H1orf53
B4GALNT1,B4GALNT1
RNU6-407P,U6
HSPB6,HSPB6
HMGB1P1,HMGB1P1
CTCFL,CTCFL
LYL1,LYL1
OSBPL6,OSBPL6
NDUFA2,NDUFA2
CD320,CD320
TADA1,TADA1
ZNF397,ZNF397
DND1,DND1
SCFD1,SCFD1
NDUFA7,NDUFA7
DHX9,DHX9
HARS2,HARS2
TERF1,TERF1
PPP6C,PPP6C
ZSCAN30,ZSCAN30
RNU6-850P,U6
VWA7,VWA7
RNU6-285P,U6
GGH,GGH
RPS28,RPS28
FADS3,FADS3
RANGAP1,RANGAP1
RABEPK,RABEPK
CSPP1,CSPP1
Y_RNA,Y_RNA
RNU6-975P,U6
RN7SL827P,Metazoa_SRP
CUEDC1,CUEDC1
DDAH2,DDAH2
ZNF24,ZNF24
MIR335,ptr-mir-335
ANGPTL4,ANGPTL4
HSPA5,HSPA5
CPSF4,CPSF4
TSPAN31,TSPAN31
ZNF396,ZNF396
SFR1,SFR1
SERPINA10,SERPINA10
GPR119,GPR119
RNU6-1020P,U6
RNU6-266P,U6
OGA,OGA
VEZF1,VEZF1
PHEX,PHEX
INO80C,INO80C
ACO1,ACO1
CDK4,CDK4
COP1,COP1
SERPINA6,SERPINA6
SPATA2L,SPATA2L
SRSF1,SRSF1
VPS9D1,VPS9D1
SERPINA1,SERPINA1
MRO,MRO
RNU6-283P,U6
CNBP,CNBP
UBR2,UBR2
MIR6746,MIR6746
PRAM1,PRAM1
RAB3IL1,RAB3IL1
DYNLL2,DYNLL2
EPX,EPX
ZNF414,ZNF414
RNU6-890P,U6
PRPH2,PRPH2
TBCC,TBCC
RN7SKP299,7SK
PEX7,PEX7
ZNF789,ZNF789
SYNGR4,SYNGR4
RNU6-1243P,U6
MYRF,MYRF
KAT6A,KAT6A
MARCHF9,MARCHF9
KDELR1,KDELR1
MAGEB2,MAGEB2
SERPINA9,SERPINA9
MAGEB4,MAGEB4
IGF2BP2,IGF2BP2
METTL1,METTL1
GRWD1,GRWD1
RGS18,RGS18
ZNF394,ZNF394
SLC35D3,SLC35D3
ME2,ME2
EEF1AKMT3,EEF1AKMT3
CTF1,CTF1
Y_RNA,Y_RNA
PDZD9,PDZD9
GNPAT,GNPAT
HLA-DMB,PATR-DMB
ACKR3,ACKR3
FAM200A,FAM200A
KCNIP2,KCNIP2
ZNF655,ZNF655
DTYMK,DTYMK
USP10,USP10
NDEL1,NDEL1
TSFM,TSFM
ZMAT2,ZMAT2
KCNJ14,KCNJ14
NDUFB6,NDUFB6
EMD,EMD
HLA-DMA,MAMU-DMA
SERPINA12,SERPINA12
SULT2B1,SULT2B1
TAF1L,TAF1L
TOPORS,TOPORS
PARP2,PARP2
NOTCH1,NOTCH1
SPACA4,SPACA4
RPL18,RPL18
MRPL14,MRPL14
GTF3C4,GTF3C4
MYOD1,MYOD1
TMEM63B,TMEM63B
FRMPD3,FRMPD3
KCNC1,KCNC1
AK8,AK8
TGFB2,TGFB2
AANAT,AANAT
C16orf46,C16H16orf46
LUC7L,LUC7L
SPACA9,SPACA9
RNU6-1083P,U6
REXO2,REXO2
RNU6-713P,U6
RBM43,RBM43
ZNF80,ZNF80
RNU7-21P,U7
C12orf50,C12H12orf50
RNU6-667P,U6
GFI1B,GFI1B
TPST2,TPST2
MTHFS,MTHFS
CCNL1,CCNL1
ODR4,ODR4
SP100,SP100
WDR81,WDR81
Metazoa_SRP,Metazoa_SRP
BCL2A1,BCL2A1
RIOK3,RIOK3
SPHK2,SPHK2
RLIG1,RLIG1
TMEM225B,TMEM225B
SPG21,SPG21
DGLUCY,DGLUCY
FOXD4,FOXD4L4
CENPI,CENPI
FMO4,FMO4
CAPN11,CAPN11
ZSCAN25,ZSCAN25
LRSAM1,LRSAM1
PLAT,PLAT
PCK1,PCK1
NSL1,NSL1
HAUS7,HAUS7
ZBP1,ZBP1
LRRC43,LRRC43
POLR1C,POLR1C
DBP,DBP
JMJD6,JMJD6
HFM1,HFM1
Y_RNA,Y_RNA
RMC1,RMC1
NXPE4,NXPE4
GJC3,GJC3
IL31,IL31
CNTNAP2,CNTNAP2
CA11,CA11
B3GNT4,B3GNT4
CABLES2,CABLES2
RN7SL828P,Metazoa_SRP
MPZL2,MPZL2
CIMIP1,CIMIP1
SNORA53,SNORA53
TMEM205,TMEM205
IKBIP,IKBIP
XPO6,XPO6
ANKRD60,ANKRD60
CD40,CD40
FOLR1,FOLR1
MAGEB1,MAGEB1
PHOSPHO1,PHOSPHO1
NCEH1,NCEH1
RBP5,RBP5
TMEM95,TMEM95
RNU6-485P,U6
CLSTN3,CLSTN3
KNDC1,KNDC1
ZNF70,ZNF70
MTFMT,MTFMT
VPREB3,VPREB3
DIPK2A,DIPK2A
C22orf15,C22H22orf15
IFT20,IFT20
GALNT2,GALNT2
NPC1,NPC1
CCDC159,CCDC159
PCDHAC2,PCDHA2
RABL3,RABL3
MIR6812,MIR6812
GCNA,GCNA
MATN4,MATN4
EWSR1,EWSR1
RNU6-1184P,U6
RN7SL456P,Metazoa_SRP
SLC51B,SLC51B
MTMR2,MTMR2
FMO1,FMO1
RNU6-863P,U6
SRRM3,SRRM3
RASL12,RASL12
PCDHB1,PCDHB1
TLX3,TLX3
RN7SL698P,Metazoa_SRP
PDCD7,PDCD7
ATXN7,ATXN7
YWHAG,YWHAG
SNORA70J,SNORA70
FGF18,FGF18
FGF8,FGF8
SWSAP1,SWSAP1
CLPX,CLPX
FOXI1,FOXI1
EPOR,EPOR
ACTRT1,ACTRT1
SPRTN,SPRTN
YIPF3,YIPF3
KCNMB1,KCNMB1
Y_RNA,Y_RNA
ANKRD29,ANKRD29
ADA,ADA
PAFAH1B2,PAFAH1B2
AMOT,AMOT
EGLN1,EGLN1
MYRFL,MYRFL
LCP2,LCP2
GFRA1,GFRA1
GNG4,GNG4
RGL3,RGL3
CILP,CILP
TAGLN,TAGLN
DSC2,DSC2
MYOCD,MYOCD
ZBBX,ZBBX
PAPPA2,PAPPA2
RNU6-686P,U6
KCNMB4,KCNMB4
SNORA24B,SNORA24B
MAGEL2,MAGEL2
RNU6-741P,U6
PAQR5,PAQR5
LDHD,LDHD
RNU4-65P,U4
A2M,A2M
ACTB,ACTB
RNU1-19P,U1
MMRN2,MMRN2
Y_RNA,Y_RNA
XPO5,XPO5
HARS1,HARS1
FLYWCH1,FLYWCH1
SNCG,SNCG
PPP2R5A,PPP2R5A
POLB,POLB
RNF214,RNF214
PAGE3,PAGE3
RNU6-529P,U6
SHLD2,SHLD2
KIF23,KIF23
METTL23,METTL23
RN7SL733P,Metazoa_SRP
ADGRA1,ADGRA1
ZRANB3,ZRANB3
MPC1L,MPC1L
DMRTC1B,DMRTC1B
GPAM,GPAM
SPMIP3,SPMIP3
ODAD3,ODAD3
PLA2G4A,PLA2G4A
POLH,POLH
ZBED1,ZBED1
TMEM45A,TMEM45A
CD99,CD99
MIR4442,MIR4442
MKS1,MKS1
NGLY1,NGLY1
SHCBP1L,SHCBP1L
GTPBP2,GTPBP2
AVPR1A,AVPR1A
ELAVL3,ELAVL3
MSRB3,MSRB3
CEP164,CEP164
TECTB,TECTB
SPHKAP,SPHKAP
MIR6715A,MIR6715A
LPGAT1,LPGAT1
ZNF653,ZNF653
MAD2L1BP,MAD2L1BP
ZEB1,ZEB1
Y_RNA,Y_RNA
RSPH9,RSPH9
DKK4,DKK4
IGIP,IGIP
CYSTM1,CYSTM1
VDAC3,VDAC3
TMEM17,TMEM17
TATDN3,TATDN3
CNN1,CNN1
PFDN1,PFDN1
ADCY4,ADCY4
SPATS2L,SPATS2L
LRRC55,LRRC55
SRP19,SRP19
TNKS1BP1,TNKS1BP1
KIAA0930,KIAA0930
VARS1,VARS1
XG,XG
KASH5,KASH5
NKD1,NKD1
SARM1,SARM1
SSRP1,SSRP1
CCN5,CCN5
VCP,VCP
TATDN1,TATDN1
SUN5,SUN5
OXSM,OXSM
RN7SL314P,Metazoa_SRP
Y_RNA,Y_RNA
ZNF268,ZNF268
TUBGCP2,TUBGCP2
PRG3,PRG3
REEP5,REEP5
ADGRG1,ADGRG1
MAMLD1,MAMLD1
UPK3A,UPK3A
SLC46A1,SLC46A1
PRG2,PRG2
MIR1224,ptr-mir-1224
ALG3,ALG3
LSM2,LSM2
HSD17B10,HSD17B10
PTH2,PTH2
SLC17A7,SLC17A7
BPIFB2,BPIFB2
FAM118A,FAM118A
HSPA1L,HSPA1L
UNC119,UNC119
ZFP92,ZFP92
C14orf132,C14H14orf132
SNORD48,SNORD48
SNORD52,SNORD52
ZBTB12,ZBTB12
H2BW1,H2BW4
CT45A10,CT45A10
NUDT22,NUDT22
BPIFB6,BPIFB6
ESRRB,ESRRB
PDZD4,PDZD4
MBLAC2,MBLAC2
BPIFB4,BPIFB4
SMC1B,SMC1B
ZDHHC6,ZDHHC6
SELP,SELP
ALDH16A1,ALDH16A1
FOXN3,FOXN3
FKBP2,FKBP2
ALDOC,ALDOC
BPIFA2,BPIFA2
RIBC2,RIBC2
LYSMD3,LYSMD3
MAS1,MAS1
DSG2,DSG2
IGF2R,IGF2R
MMP14,MMP14
FBLN1,FBLN1
BPIFA3,BPIFA3
MIR6124,MIR6124
Y_RNA,Y_RNA
MYO5C,MYO5C
DYRK2,DYRK2
RNU1-91P,U1
U3,U3
TC2N,TC2N
ZNF41,ZNF41
OSBPL5,OSBPL5
GABRG2,GABRG2
CAMK2N2,CAMK2N2
WASHC4,WASHC4
BPIFB1,BPIFB1
PSMD2,PSMD2
PNMA3,PNMA3
FLT3LG,FLT3LG
EIF4EBP2,EIF4EBP2
ZNF674,ZNF674
NODAL,NODAL
EBF3,EBF3
CAMK1G,CAMK1G
SLC22A1,SLC22A1
CDK5RAP1,CDK5RAP1
NDUFB9,NDUFB9
DMRTC1,DMRTC1B
TRIP11,TRIP11
FAM133A,FAM133A
F9,F9
C10orf143,C10orf143
GLRX3,GLRX3
ZNF672,ZNF672
MTSS1,MTSS1
Y_RNA,Y_RNA
ACSL5,ACSL5
LAMB3,LAMB3
MIR1266,ptr-mir-1266
ARPP19,ARPP19
SMAD4,SMAD4
NDUFB1,NDUFB1
CPSF2,CPSF2
SNORD32A,SNORD33
RNU6-1161P,U6
SNORD33,SNORD33
SNORD34,SNORD34
MIR4762,MIR4762
SNORD35A,SNORD35A
CSDC2,CSDC2
RPS11,RPS11
C22orf42,C22H22orf42
PDXP,PDXP
CCDC117,CCDC117
SPAG5,SPAG5
KCNC2,KCNC2
ARHGEF10L,ARHGEF10L
KCNV2,KCNV2
TOX4,TOX4
VLDLR,VLDLR
SNORD35B,SNORD35B
MIR150,ptr-mir-150
KBTBD13,KBTBD13
FCGRT,FCGRT
GPC4,GPC4
ROCK1,ROCK1
TM2D3,TM2D3
RNU6-203P,U6
CARS1,CARS1
SNTA1,SNTA1
GPR173,GPR173
ZFC3H1,ZFC3H1
TSPYL2,TSPYL2
BPIFB3,BPIFB3
EIF4G1,EIF4G1
DNMT3B,DNMT3B
METTL3,METTL3
NOS1AP,NOS1AP
MIR4662B,MIR4662B
MIR107,ptr-mir-107
CSGALNACT2,CSGALNACT2
GSR,GSR
RASGEF1A,RASGEF1A
FMR1NB,FMR1NB
RNU6-807P,U6
TARS3,TARS3
RNA5SP524,5S_rRNA
TAB3,TAB3
RCN3,RCN3
RN7SL401P,Metazoa_SRP
GLUD1,GLUD1
ANGEL2,ANGEL2
SMIM21,SMIM21
TNS2,TNS2
NOSIP,NOSIP
SALL2,SALL2
SEC11C,SEC11C
SUPT6H,SUPT6H
C6orf118,C6H6orf118
RN7SKP193,7SK
CLTCL1,CLTCL1
RNU6-730P,U6
VCPKMT,VCPKMT
RN7SL366P,Metazoa_SRP
HLA-E,PATR-E
MED12,MED12
RN7SL37P,Metazoa_SRP
CEP120,CEP120
EXOC8,EXOC8
BRINP2,BRINP2
SOS2,SOS2
ZNF516,ZNF516
ZKSCAN5,ZKSCAN5
PCSK6,PCSK6
NEK7,NEK7
PRR3,PRR3
UBXN8,UBXN8
TMEM130,TMEM130
RNU6-721P,U6
GATA6,GATA6
PGBD5,PGBD5
MIR877,ptr-mir-877
PPP1R10,PPP1R10
FMR1,FMR1
RNU6-702P,U6
RNU6-1032P,U6
RBBP8,RBBP8
ZNF695,ZNF695
Y_RNA,Y_RNA
PRRG2,PRRG2
PLEKHM3,PLEKHM3
PPP2CB,PPP2CB
RPS6KC1,RPS6KC1
RRAS,RRAS
PKN3,PKN3
IQCA1,IQCA1
L2HGDH,L2HGDH
Y_RNA,Y_RNA
RN7SL803P,Metazoa_SRP
FAXDC2,FAXDC2
MRPS18B,MRPS18B
SCAF1,SCAF1
TEX15,TEX15
CPT1A,CPT1A
RAB34,RAB34
DGCR8,DGCR8
C6orf136,C6H6orf136
MIR4504,MIR4504
TMEM71,TMEM71
CDKL1,CDKL1
RN7SL560P,Metazoa_SRP
ZDHHC12,ZDHHC12
PYGB,PYGB
IRF3,IRF3
ADAM9,ADAM9
RPGRIP1,RPGRIP1
ZER1,ZER1
PHF14,PHF14
GEMIN5,GEMIN5
INPP5D,INPP5D
DHX16,DHX16
RN7SL633P,Metazoa_SRP
SMTN,SMTN
RNU6-535P,U6
RN7SKP167,7SK
CTNNA3,CTNNA3
RN7SL745P,Metazoa_SRP
Y_RNA,Y_RNA
SNORA73,SNORA73
MIR8057,MIR8057
ABHD12,ABHD12
CHST9,CHST9
ENDOG,ENDOG
NKAIN3,NKAIN3
MRPL21,MRPL21
SPOUT1,SPOUT1
DENND3,DENND3
NUP133,NUP133
KLHL14,KLHL14
DNAJC12,DNAJC12
MRGPRD,MRGPRD
RNU6-661P,U6
TPCN2,TPCN2
LRRC70,LRRC70
RNU6-1250P,U6
GABRB2,GABRB2
TRAPPC8,TRAPPC8
CEP41,CEP41
RGS21,RGS21
RGS1,RGS1
ABCF1,ABCF1
KYAT1,KYAT1
PGBD2,PGBD2
SELENOM,SELENOM
COX16,COX16
RN7SL220P,Metazoa_SRP
ASIP,ASIP
DNAJB12,DNAJB12
FLVCR1,FLVCR1
AHCY,AHCY
ADGRG3,ADGRG3
PLA2G3,PLA2G3
SAMD12,SAMD12
RNF185,RNF185
FBXL15,FBXL15
USH2A,USH2A
RNU2-51P,U2
Y_RNA,Y_RNA
SYNJ2BP,SYNJ2BP
Y_RNA,Y_RNA
MAP1LC3A,MAP1LC3A
NPM2,NPM2
B3GNT2,B3GNT2
RNU6-659P,U6
ADAM20,ADAM20
MED6,MED6
UBE4A,UBE4A
CCDC93,CCDC93
CCNI2,CCNI2
LIMK2,LIMK2
PIGU,PIGU
DRC7,DRC7
ZFP62,ZFP62
RNU4ATAC16P,RNU4ATAC16P
LBX1,LBX1
LRRC8A,LRRC8A
RAD52,RAD52
RNF125,RNF125
ADAM12,ADAM12
MGAT1,MGAT1
PHYHD1,PHYHD1
DYNLRB1,DYNLRB1
TTC39C,TTC39C
ITCH,ITCH
FGF17,FGF17
PIGBOS1,PIGBOS1
CETN3,CETN3
FAM135A,FAM135A
PIGB,PIGB
MTX2,MTX2
DEFB131B,DEFB131B
FHIP2B,FHIP2B
INSC,INSC
RNU6-1128P,U6
Y_RNA,Y_RNA
RNU5A-6P,U5
CABYR,CABYR
U3,U3
MIR628,ptr-mir-628
CLINT1,CLINT1
SEPTIN3,SEPTIN3
RSL24D1,RSL24D1
RN7SL77P,Metazoa_SRP
TTC9,TTC9
LAMB1,LAMB1
RN7SKP108,7SK
ZNF670,ZNF670
SNORD42B,SNORD42
SNORD4A,SNORD4A
SNORD42A,SNORD42
SNORD4B,SNORD4B
TLCD1,TLCD1
MAP3K9,MAP3K9
ADSS2,ADSS2
WDR75,WDR75
KATNB1,KATNB1
NEK8,NEK8
HR,HR
IPO11,IPO11
Y_RNA,Y_RNA
SEC23A,SEC23A
FARP2,FARP2
ST7L,ST7L
Y_RNA,Y_RNA
KCNJ2,KCNJ2
CHP1,CHP1
ZACN,ZACN
LIPK,LIPK
GINS1,GINS1
MIR6772,MIR6772
RNU6-20P,U6
MPP7,MPP7
CYLD,CYLD
GALR2,GALR2
LPCAT3,LPCAT3
EXOC7,EXOC7
CPT1C,CPT1C
REEP4,REEP4
OIP5,OIP5
FOXA2,FOXA2
POLR3F,POLR3F
NUSAP1,NUSAP1
ROS1,ROS1
SFMBT2,SFMBT2
IGSF9B,IGSF9B
OSBPL1A,OSBPL1A
MIR3192,MIR3192
RBBP9,RBBP9
TMCO6,TMCO6
TRAPPC6B,TRAPPC6B
TRIM34,TRIM6
SEC23B,SEC23B
C1R,C1R
DYNC2I2,DYNC2I2
PNN,PNN
SEMA4D,SEMA4D
KCNS3,KCNS3
TOMM6,TOMM6
SLC43A3,SLC43A3
LGI3,LGI3
XAGE3,XAGE3
PTPRK,PTPRK
BRD8,BRD8
AREL1,AREL1
STK25,STK25
GPRASP2,GPRASP2
BMP1,BMP1
NDUFAF1,NDUFAF1
MAOA,MAOA
RNU6-1169P,U6
ITPKA,ITPKA
FXYD4,FXYD4
XPR1,XPR1
LTK,LTK
HNRNPF,HNRNPF
Metazoa_SRP,Metazoa_SRP
RNU6-435P,U6
MIR320C2,ptr-mir-320c-2
SNORD3J,U3
RNU7-193P,U7
TSKS,TSKS
ZNF485,ZNF485
STYXL2,STYXL2
ZNF32,ZNF32
RNU6-841P,U6
TMEM145,TMEM145
CCNJ,CCNJ
ZNF510,ZNF510
ASTN2,ASTN2
RNU6-1153P,U6
COLGALT2,COLGALT2
AKTIP,AKTIP
MIR3157,MIR3157
RNU6-271P,U6
FCF1,FCF1
PRF1,PRF1
MAGT1,MAGT1
SH3GL1,SH3GL1
RPAP1,RPAP1
ADAMTS14,ADAMTS14
C11orf54,C11H11orf54
SDCCAG8,SDCCAG8
RN7SL638P,Metazoa_SRP
RBCK1,RBCK1
YLPM1,YLPM1
PCBD1,PCBD1
TBATA,TBATA
SLC35F3,SLC35F3
GABRA2,GABRA2
TLX1,TLX1
SPIRE2,SPIRE2
MAEL,MAEL
CALHM2,CALHM2
TYRO3,TYRO3
CHAF1A,CHAF1A
CALHM1,CALHM1
CALHM3,CALHM3
Y_RNA,Y_RNA
PTPN20,PTPN20
LGALS3,LGALS3
