Gene name,Mouse gene name
RNU5E-3P,Gm23102
PCSK1,Pcsk1
RNF212B,Rnf212b
GALNT10,Galnt10
HGFAC,Hgfac
HERC1,Herc1
OCIAD1,Ociad1
PSTPIP1,Pstpip1
DOK7,Dok7
FOXP2,Foxp2
SNAP23,Snap23
AHI1,Ahi1
LRPAP1,Lrpap1
FAM8A1,Fam8a1
PEAK1,Peak1
HOMEZ,Homez
OCIAD2,Ociad2
HMG20A,Hmg20a
HAND1,Hand1
PPP1R3E,Ppp1r3e
MINDY2,Mindy2
CAP2,Cap2
MDFIC,Mdfic
CWH43,Cwh43
HMX1,Hmx1
LINGO1,Lingo1
LARP1,Larp1
RAD51B,Rad51b
LRRC57,Lrrc57
TFEC,Tfec
SLTM,Sltm
CPZ,Cpz
HAUS2,Haus2
HEATR4,Heatr4
TBC1D2B,Tbc1d2b
RBM24,Rbm24
SLC45A2,Slc45a2
C9,C9
MIS18BP1,Mis18bp1
STMND1,Stmnd1
SH2D7,Sh2d7
ZFP36L1,Zfp36l1
CAV2,Cav2
CAST,Cast
SLC22A17,Slc22a17
CAV1,Cav1
TRMT44,Trmt44
RPL10L,Rpl10l
CIB2,Cib2
AMACR,Amacr
SNORD18A,Gm23344
ATXN1,Atxn1
FAXDC2,Faxdc2
RNF111,Rnf111
WDFY3,Wdfy3
EFS,Efs
FYB1,Fyb1
AVEN,Aven
MDGA2,Mdga2
MET,Met
ACTN1,Actn1
HFE,Hfe
GMPR,Gmpr
ACOX3,Acox3
ZWILCH,Zwilch
CHRM5,Chrm5
EMC7,Emc7
IL25,Il25
C1QTNF3,C1qtnf3
CNOT8,Cnot8
HTRA3,Htra3
PDE7B,Pde7b
KATNBL1,Katnbl1
CMTM5,Cmtm5
DAB2,Dab2
CCNB2,Ccnb2
GEMIN5,Gemin5
ACSBG1,Acsbg1
DCAF5,Dcaf5
MYLIP,Mylip
H1-2,H1f2
MTFR2,Mtfr2
EMC4,Emc4
CDAN1,Cdan1
ABLIM2,Ablim2
MYH6,Myh6
DNAJA4,Dnaja4
MYO1E,Myo1e
DTNBP1,Dtnbp1
MRPL22,Mrpl22
H1-1,H1f1
RAI14,Rai14
LRR1,Lrr1
EXD2,Exd2
TRIM38,Trim38
CAPZA2,Capza2
BCLAF1,Bclaf1
MGAT2,Mgat2
LCTL,Lctl
KIF4B,Kif4-ps
MYH7,Myh7
DNAL1,Dnal1
TRIP11,Trip11
SLC17A2,Slc17a2
DNAAF2,Dnaaf2
SGCD,Sgcd
SKIC8,Skic8
TTBK2,Ttbk2
LDHAL6B,Ldhal6b
PNMA1,Pnma1
JARID2,Jarid2
CCNDBP1,Ccndbp1
SLC17A3,Slc17a3
MIDEAS,Mideas
POLE2,Pole2
AFAP1,Afap1
PRKAA1,Prkaa1
TIMD4,Timd4
MIR208A,Mir208a
FAM81A,Fam81a
MIR208B,Mir208b
GALNT16,Galnt16
NGDN,Ngdn
PTGR2,Ptgr2
SLC12A6,Slc12a6
SMAD3,Smad3
GCNT3,Gcnt3
CRABP1,Crabp1
SLC17A1,Slc17a1
GRPEL1,Grpel1
CD83,Cd83
TADA2B,Tada2b
HAVCR2,Havcr2
THTPA,Thtpa
PTGER4,Ptger4
IREB2,Ireb2
ST7,St7
EPB42,Epb42
MAP7,Map7
AAGAB,Aagab
RNF182,Rnf182
ZNF410,Zfp410
KLHDC1,Klhdc1
ZFHX2,Zfhx2
SLC17A4,Slc17a4
MCUR1,Mcur1
ERAP1,Erap1
SNORD72,Snord72
HYKK,Hykk
TBC1D14,Tbc1d14
BNIP2,Bnip2
CARD6,Card6
KLHDC2,Klhdc2
TTC23L,Ttc23l
H2BC1,H2bc1
MAP3K5,Map3k5
SCGN,Scgn
UBR1,Ubr1
FAM161B,Fam161b
RAD1,Rad1
SLC39A9,Slc39a9
PSMA4,Psma4
RANBP9,Ranbp9
DHRS2,Dhrs2
TGM5,Tgm5
MCPH1,Mcph1
NEMF,Nemf
CARMIL1,Carmil1
BRIX1,Brix1
IQCH,Iqch
CPSF2,Cpsf2
NOL7,Nol7
C7,C7
WNT2,Wnt2
DNAJC21,Dnajc21
COQ6,Coq6
FOXB1,Foxb1
ASZ1,Asz1
SIRT5,Sirt5
PLEKHD1,Plekhd1
CHRNA5,Chrna5
TGM7,Tgm7
PEX7,Pex7
ANXA2,Anxa2
AGXT2,Agxt2
SLC24A4,Slc24a4
KIAA0232,D5Ertd579e
GFOD1,Gfod1
CHRNA3,Chrna3
NOP10,Nop10
SLC35D3,Slc35d3
ENTPD5,Entpd5
CFTR,Cftr
CHRNB4,Chrnb4
TBC1D7,Tbc1d7
NUTM1,Nutm1
RIN3,Rin3
ARF6,Arf6
CDS1,Cds1
BBOF1,Bbof1
RNU6-189P,Gm26131
MAPDA,Adal
SUSD6,Susd6
ICE2,Ice2
DAPK2,Dapk2
LPCAT4,Lpcat4
LNPEP,Lnpep
ALDH6A1,Aldh6a1
PRLR,Prlr
VCPKMT,Vcpkmt
ADAMTS7,Adamts7
LGMN,Lgmn
ANGPT2,Angpt2
SRSF5,Srsf5
LIN52,Lin52
PHACTR1,Phactr1
ZSCAN29,Zscan29
CIAO2A,Ciao2a
MAN2B2,Man2b2
C15orf61,2300009A05Rik
LIX1,Lix1
MROH2B,Mroh2b
VSX2,Vsx2
CTTNBP2,Cttnbp2
SLC10A1,Slc10a1
SOS2,Sos2
TUBGCP4,Tubgcp4
CARMIL3,Carmil3
RIOK2,Riok2
ABCD4,Abcd4
GOLGA5,Golga5
RIPOR2,Ripor2
SMOC1,Smoc1
PPP2R2C,Ppp2r2c
TMEM62,Tmem62
TP53BP1,Trp53bp1
MAP2K5,Map2k5
LSM8,Lsm8
AGPAT5,Agpat5
CPNE6,Cpne6
WDR73,Wdr73
EDN1,Edn1
CDKN3,Cdkn3
GJD2,Gjd2
RORA,Rora
VRTN,Vrtn
SPEF2,Spef2
CTSH,Ctsh
ACTC1,Actc1
SLC8A3,Slc8a3
SYNDIG1L,Syndig1l
NRL,Nrl
TMEM43,Tmem43
L2HGDH,L2hgdh
MAP1A,Map1a
WFS1,Wfs1
HIVEP1,Hivep1
ZSCAN2,Zscan2
GMFB,Gmfb
U1,Gm23692
NPC2,Npc2
SNX1,Snx1
XKR5,Xkr5
XPC,Xpc
KCND2,Kcnd2
CHGA,Chga
AQR,Aqr
PCK2,Pck2
IL7R,Il7r
CNIH1,Cnih1
ISCA2,Isca2
TSPAN12,Tspan12
RASGRF1,Rasgrf1
C6,C6
ADTRP,Adtrp
JAKMIP1,Jakmip1
ING3,Ing3
DMAC2L,Dmac2l
PLCXD3,Plcxd3
CAPSL,Capsl
CGRRF1,Cgrrf1
COX16,Cox16
TMEM170B,Tmem170b
SLC6A6,Slc6a6
SYNJ2BP,Synj2bp
DCAF11,Dcaf11
RNU1-64P,Gm23727
LTBP2,Ltbp2
SKOR1,Skor1
SAMD4A,Samd4
ARMH2,Armh2
ITPK1,Itpk1
NEDD9,Nedd9
RGMB,Rgmb
GMNN,Gmnn
FITM1,Fitm1
ZNF770,Zfp770
CDKL1,Cdkl1
PSME1,Psme1
C6orf62,BC005537
CHD1,Chd1
CRMP1,Crmp1
GCH1,Gch1
GRIP2,Grip2
ELOVL2,Elovl2
PIAS1,Pias1
EMC9,Emc9
CPED1,Cped1
DPH6,Dph6
RIMOC1,Rimoc1
MOAP1,Moap1
MAP4K5,Map4k5
ANKRD34C,Ankrd34c
LMBRD2,Lmbrd2
AKAP13,Akap13
TDP2,Tdp2
AREL1,Arel1
TMED3,Tmed3
UBR7,Ubr7
FBXO4,Fbxo4
WDHD1,Wdhd1
SNX22,Snx22
MED6,Med6
U6,Gm25006
MINAR1,Minar1
VPS13C,Vps13c
GON7,Gon7
FCF1,Fcf1
PPIB,Ppib
KIAA0319,D130043K22Rik
ATL1,Atl1
CLN6,Cln6
STRC,Strc
SKP2,Skp2
CDIN1,Cdin1
BRF2,Brf2
EVC,Evc
BTBD7,Btbd7
U2,Gm25783
RNF31,Rnf31
FAM174A,Fam174a
CALML4,Calml4
YLPM1,Ylpm1
TTC9,Ttc9
RNU6-1305P,Gm23041
CSNK1G1,Csnk1g1
ST8SIA4,St8sia4
WNT16,Wnt16
CCDC174,Ccdc174
SAV1,Sav1
FEM1B,Fem1b
SOCS4,Socs4
C3orf20,4930590J08Rik
RAB11FIP1,Rab11fip1
ALDH5A1,Aldh5a1
FAM3C,Fam3c
ITGA11,Itga11
PROX2,Prox2
NADK2,Nadk2
IRF9,Irf9
GHR,Ghr
FGD5,Fgd5
U6,Gm25132
MEIS2,Meis2
MAP3K9,Map3k9
DLST,Dlst
PDIA3,Pdia3
CORO2B,Coro2b
LGALS3,Lgals3
SLCO4C1,Slco4c1
GPLD1,Gpld1
REC8,Rec8
PTPRZ1,Ptprz1
EVC2,Evc2
ADCY4,Adcy4
GOT1L1,Got1l1
RPS6KL1,Rps6kl1
UNC79,Unc79
ANP32A,Anp32a
DLGAP5,Dlgap5
TMCO5A,Tmco5
ADRB3,Adrb3
PGF,Pgf
ELL3,Ell3
NIN,Nin
EIF4EBP1,Eif4ebp1
EIF2B2,Eif2b2
STK32B,Stk32b
SPRED1,Spred1
PCLAF,Pclaf
SLC12A1,Slc12a1
SPESP1,Spesp1
NR2C2,Nr2c2
RIPK3,Ripk3
IPO4,Ipo4
RANBP3L,Ranbp3l
TRIP4,Trip4
ASH2L,Ash2l
FBXO34,Fbxo34
ZNF609,Zfp609
KLHL25,Klhl25
MRS2,Mrs2
MLH3,Mlh3
RNU6-231P,Gm55651
MRPS25,Mrps25
AASS,Aass
GLCE,Glce
RASGRP1,Rasgrp1
ATG14,Atg14
PAM,Pam
SLC1A3,Slc1a3
HYPK,Hypk
OAZ2,Oaz2
TSSK4,Tssk4
TBPL2,Tbpl2
MIR1282,Gm22953
PAQR5,Paqr5
FEZF1,Fezf1
RBSN,Rbsn
AGBL1,Agbl1
STAR,Star
ZC2HC1C,Zc2hc1c
DCDC2,Dcdc2a
SERINC4,Serinc4
RBPMS2,Rbpms2
NFATC4,Nfatc4
NRSN1,Nrsn1
STX18,Stx18
ZNF131,Zfp131
BAG4,Bag4
TRH,Trh
PCNX1,Pcnx1
NEK9,Nek9
TINF2,Tinf2
PIF1,Pif1
RNU6-185P,Gm55060
KIF23,Kif23
FAM98B,Fam98b
TLN2,Tln2
TMCC1,Tmcc1
U6,Gm23932
DDHD2,Ddhd2
WDR76,Wdr76
NIPBL,Nipbl
KTN1,Ktn1
NIM1K,Nim1k
CADPS2,Cadps2
FSIP1,Fsip1
PRL,Prl
HMGCS1,Hmgcs1
FBN1,Fbn1
TMED10,Tmed10
PLPP5,Plpp5
CCL28,Ccl28
NTRK3,Ntrk3
PLXND1,Plxnd1
GMPR2,Gmpr2
FOS,Fos
C5orf34,4833420G17Rik
THBS1,Thbs1
ANKDD1A,Ankdd1a
CTDSPL2,Ctdspl2
FAM181A,Fam181a
GIN1,Gin1
ASB2,Asb2
PYGL,Pygl
RHO,Rho
NSD3,Nsd3
GPR176,Gpr176
JDP2,Jdp2
BATF,Batf
PAIP1,Paip1
OTUB2,Otub2
MRPL46,Mrpl46
IFT122,Ift122
PPIP5K2,Ppip5k2
TGM1,Tgm1
MRPS11,Mrps11
NYNRIN,Nynrin
ABHD12B,Abhd12b
FLVCR2,Flvcr2
CEP152,Cep152
CDKAL1,Cdkal1
SPG21,Spg21
CBLN3,Cbln3
RABGGTA,Rabggta
DET1,Det1
SEMA4B,Sema4b
DDX24,Ddx24
KHNYN,Khnyn
DHRS1,Dhrs1
LETM2,Letm2
MTFMT,Mtfmt
CIB1,Cib1
SDR39U1,Sdr39u1
AEN,Aen
TLE3,Tle3
NOP9,Nop9
TRIM9,Trim9
CIDEB,Cideb
EIF2AK4,Eif2ak4
SLC51B,Slc51b
GDPGP1,Gdpgp1
CMA1,Cma1
FGF10,Fgf10
ERG28,Erg28
IFI27L2,Ifi27
SIPA1L1,Sipa1l1
MRPS30,Mrps30
TTLL13,Ttll13
RASL12,Rasl12
CTSG,Ctsg
PPP4R4,Ppp4r4
ACAN,Acan
MIR190A,Mir190a
E2F3,E2f3
HCN1,Hcn1
PATL2,Patl2
SHC4,Shc4
SNORD56B,Gm23650
UBAP1L,Ubap1l
TMX1,Tmx1
MBOAT1,Mboat1
SERPINA10,Serpina10
SERPINA6,Serpina6
PDCD7,Pdcd7
B2M,B2m
MACIR,Macir
ID4,Id4
CPLANE1,Cplane1
EMB,Emb
HAPLN3,Hapln3
STXBP6,Stxbp6
SERPINA11,Serpina11
FRMD6,Frmd6
RNU6-801P,Gm24750
PELI2,Peli2
CLPX,Clpx
TRIM69,Trim69
IQGAP1,Iqgap1
SERPINA9,Serpina9
RNU6-301P,Gm25112
HMCES,Hmces
SECISBP2L,Secisbp2l
MFGE8,Mfge8
TMEM260,Tmem260
GNG2,Gng2
SERPINA12,Serpina12
TERB2,Terb2
NOVA1,Nova1
COPG1,Copg1
CILP,Cilp
PARP8,Parp8
SORD,Sord
PARP16,Parp16
OTX2,Otx2
ABHD2,Abhd2
FGFR1,Fgfr1
DUOX2,Duox2
MIR323A,Mir323
NID2,Nid2
U5,Rnu5g
U5,Gm25313
SERPINA5,Serpina5
RLBP1,Rlbp1
FOXG1,Foxg1
CNBP,Cnbp
EXOC5,Exoc5
UACA,Uaca
COPS2,Cops2
IGDCC3,Igdcc3
RNU6-480P,Gm26000
DUOXA2,Duoxa2
CRTC3,Crtc3
MIR381,Mir381
IGDCC4,Igdcc4
DUOXA1,Duoxa1
ISY1,Isy1
TGFB3,Tgfb3
PRKD1,Prkd1
FANCI,Fanci
GSC,Gsc
AP5M1,Ap5m1
IFT43,Ift43
RGS6,Rgs6
MIR154,Mir154
NAA30,Naa30
DUOX1,Duox1
MIR496,Mir496a
DPP8,Dpp8
RAB43,Rab43
GALK2,Galk2
MIR541,Mir541
PTGDR,Ptgdr
BLM,Blm
CCDC198,Ccdc198
MIR412,Mir412
GPATCH2L,Gpatch2l
RNU6-1234P,Gm56000
MIR410,Mir410
ISL1,Isl1
TXNDC16,Txndc16
EFCC1,Efcc1
SLC35F4,Slc35f4
LARP6,Larp6
DICER1,Dicer1
PELO,Pelo
HACD3,Hacd3
ESRRB,Esrrb
GPR137C,Gpr137c
ITGA1,Itga1
G2E3,G2e3
BMF,Bmf
RPL32,Rpl32
POLG,Polg
FAM227B,Fam227b
ARMH4,Armh4
ERO1A,Ero1a
FURIN,Furin
VASH1,Vash1
CFAP92,Cfap92
INTS14,Ints14
LRRC49,Lrrc49
ACTR10,Actr10
HIGD2A,Higd2a
ANGEL1,Angel1
FGF7,Fgf7
CLTB,Cltb
BUB1B,Bub1b
ITGA2,Itga2
LRRC74A,Lrrc74a
MIR9-3,Mir9-3
DTWD1,Dtwd1
FAF2,Faf2
RHCG,Rhcg
FES,Fes
PSMA3,Psma3
RNF44,Rnf44
TICRR,Ticrr
SCFD1,Scfd1
SLC24A1,Slc24a1
ATP8B4,Atp8b4
GNPNAT1,Gnpnat1
GATM,Gatm
ARID4A,Arid4a
FZD3,Fzd3
CDHR2,Cdhr2
THSD4,Thsd4
KIF7,Kif7
TOMM20L,Tomm20l
CIPC,Cipc
AFG2B,Afg2b
NR2E3,Nr2e3
DENND4A,Dennd4a
FERMT2,Fermt2
ACAD9,Acad9
MOCS2,Mocs2
TMEM63C,Tmem63c
HSP90AA1,Hsp90aa1
GPRIN1,Gprin1
CLMN,Clmn
5S_rRNA,Gm55688
EXTL3,Extl3
PLIN1,Plin1
COCH,Coch
CCDC9B,Ccdc9b
SNCB,Sncb
SLC27A2,Slc27a2
FST,Fst
RAB7A,Rab7
SLC30A4,Slc30a4
PEX11A,Pex11a
EIF4E1B,Eif4e1b
ZDHHC22,Zdhhc22
MYO9A,Myo9a
NDUFS4,Ndufs4
STRN3,Strn3
TSPAN17,Tspan17
TACC1,Tacc1
WDR93,Wdr93
NGB,Ngb
DISP2,Disp2
MAN2A2,Man2a2
BLOC1S6,Bloc1s6
HDC,Hdc
ARL15,Arl15
POMT2,Pomt2
SYNE3,Syne3
UNC5A,Unc5a
KIAA0586,2700049A03Rik
INTS9,Ints9
RPN1,Rpn1
DDHD1,Ddhd1
KNSTRN,Knstrn
DPF3,Dpf3
ANPEP,Anpep
SQOR,Sqor
HSPB3,Hspb3
GLRX5,Glrx5
GATA2,Gata2
DNAJB8,Dnajb8
MESP1,Mesp1
HK3,Hk3
GABPB1,Gabpb1
GSTZ1,Gstz1
MESP2,Mesp2
RAB11A,Rab11a
EEFSEC,Eefsec
TCL1A,Tcl1
MOK,Mok
AP3S2,Ap3s2
HECTD1,Hectd1
UIMC1,Uimc1
SEMA6D,Sema6d
ESM1,Esm1
C14orf132,D430019H16Rik
RUVBL1,Ruvbl1
GPM6A,Gpm6a
HDDC3,Hddc3
ARPIN,Arpin
GZMK,Gzmk
HMBOX1,Hmbox1
BDKRB2,Bdkrb2
GZMA,Gzma
TMED8,Tmed8
HEATR5A,Heatr5a
UNC45A,Unc45a
SEC61A1,Sec61a1
BMP4,Bmp4
MEGF11,Megf11
ZNF839,Zfp839
PLEKHA2,Plekha2
IDH2,Idh2
CDC20B,Cdc20b
DTD2,Dtd2
ZNF346,Zfp346
SLC24A5,Slc24a5
CINP,Cinp
ATG2B,Atg2b
DIS3L,Dis3l
GPR33,Gpr33
WDR17,Wdr17
KBTBD12,Kbtbd12
HTRA4,Htra4
RCCD1,Rccd1
SENP8,Senp8
DACT1,Dact1
NUBPL,Nubpl
TIPIN,Tipin
USP50,Usp50
GRAMD2A,Gramd2a
SCARNA14,Gm24289
TECPR2,Tecpr2
GPX8,Gpx8
MIR449A,Mir449a
PRC1,Prc1
SORBS3,Sorbs3
MAP2K1,Map2k1
MGLL,Mgll
KIF13B,Kif13b
ARHGAP5,Arhgap5
MCIDAS,Mcidas
DAAM1,Daam1
TRPM7,Trpm7
RCOR1,Rcor1
NSD1,Nsd1
CCNO,Ccno
TM2D2,Tm2d2
SPATA4,Spata4
SNAPC5,Snapc5
U6,Gm22580
DHX29,Dhx29
RPL4,Rpl4
ZFYVE1,Zfyve1
ASB5,Asb5
DUSP4,Dusp4
SNORD18C,Gm22455
AKAP6,Akap6
L3HYPDH,L3hypdh
SNORD16,Snord16a
VPS33B,Vps33b
SARAF,Saraf
ADAM9,Adam9
ABTB1,Abtb1
GSKIP,Gskip
PDLIM2,Pdlim2
CTXN2,Ctxn2
MTREX,Mtrex
TRAF3,Traf3
PODXL2,Podxl2
RAB24,Rab24
VEGFC,Vegfc
PARP6,Parp6
NEIL3,Neil3
PLPP1,Plpp1
PRELID1,Prelid1
MBOAT4,Mboat4
AK7,Ak7
MCM2,Mcm2
SPPL2A,Sppl2a
RBM25,Rbm25
DCTN6,Dctn6
MXD3,Mxd3
CCDC175,Ccdc175
AGA,Aga
ADAM32,Adam32
BOP1,Bop1
TPRA1,Tpra1
NPAS3,Npas3
CCAR2,Ccar2
PSEN1,Psen1
SV2B,Sv2b
SLC38A9,Slc38a9
LMAN2,Lman2
AMN,Amn
HSF1,Hsf1
AP4E1,Ap4e1
BIN3,Bin3
SLCO3A1,Slco3a1
PAPLN,Papln
CELF6,Celf6
PLXNA1,Plxna1
CDC42BPB,Cdc42bpb
PAPOLA,Papola
DCTD,Dctd
LRRC9,Lrrc9
RGS14,Rgs14
ST8SIA2,St8sia2
DGAT1,Dgat1
ADAM5,Adam5
DDX4,Ddx4
EGR3,Egr3
WWC2,Wwc2
HEXA,Hexa
TNFAIP8L3,Tnfaip8l3
NUMB,Numb
PCDH12,Pcdh12
FAM174B,Fam174b
PEBP4,Pebp4
SCRT1,Scrt1
SLC34A1,Slc34a1
EGLN3,Egln3
CHCHD6,Chchd6
TMEM249,Tmem249
CYP19A1,Cyp19a1
RNF14,Rnf14
SPTSSA,Sptssa
5S_rRNA,Gm55351
RHOBTB2,Rhobtb2
FBXL6,Fbxl6
CHD2,Chd2
IL31RA,Il31ra
VRK1,Vrk1
EXOC3L4,Exoc3l4
GRK6,Grk6
EAPP,Eapp
GTF2E2,Gtf2e2
ANKRD55,Ankrd55
TNFAIP2,Tnfaip2
PCNX4,Pcnx4
GLDN,Gldn
GNPDA1,Gnpda1
CDKN2AIP,Cdkn2aip
ING2,Ing2
ARIH1,Arih1
RGMA,Rgma
MAP3K1,Map3k1
EIF5,Eif5
NDFIP1,Ndfip1
F12,F12
GSR,Gsr
DMXL2,Dmxl2
PRR7,Prr7
PPM1A,Ppm1a
SPRY4,Spry4
SLC39A4,Slc39a4
DBN1,Dbn1
TRAPPC11,Trappc11
MIER3,Mier3
MARK3,Mark3
VPS28,Vps28
C14orf39,4930447C04Rik
MCTP2,Mctp2
PDLIM7,Pdlim7
SIX6,Six6
UBXN8,Ubxn8
TMED9,Tmed9
KIFC2,Kifc2
GPBP1,Gpbp1
PPP2CB,Ppp2cb
B4GALT7,B4galt7
STOX2,Stox2
CHMP7,Chmp7
TEX15,Tex15
ZFTRAF1,Zftraf1
BAG5,Bag5
R3HCC1,R3hcc1
ACTBL2,Actbl2
SCG3,Scg3
PURG,Purg
ENPP6,Enpp6
PROP1,Prop1
TRMT61A,Trmt61a
FOXH1,Foxh1
LOXL2,Loxl2
ARHGAP26,Arhgap26
DERL1,Derl1
IDO1,Ido1
PLK2,Plk2
LYSMD2,Lysmd2
COA8,Coa8
N4BP3,N4bp3
GPT,Gpt
WRN,Wrn
IDO2,Ido2
SLC25A37,Slc25a37
IRF2,Irf2
GAPT,Gapt
RMND5B,Rmnd5b
NKX3-1,Nkx3-1
SNORD79,Gm50452
MFSD3,Mfsd3
RAB3C,Rab3c
TCIM,Tcim
NKX2-6,Nkx2-6
NR2F2,Nr2f2
SYCP2L,Sycp2l
STC1,Stc1
ZMAT4,Zmat4
TMOD3,Tmod3
GCM2,Gcm2
SNX6,Snx6
ARRDC4,Arrdc4
JMY,Jmy
LRRC14,Lrrc14
PDE4D,Pde4d
PRIMPOL,Primpol
U6,Gm23790
KLC1,Klc1
MAK,Mak
SFRP1,Sfrp1
C8orf82,C030006K11Rik
NHP2,Nhp2
CENPU,Cenpu
HOMER1,Homer1
IGF1R,Igf1r
MIR582,Mir582
CFL2,Cfl2
RNU6-806P,Gm55959
U6,Gm22805
LEO1,Leo1
ACSL1,Acsl1
ADAM28,Adam28
BAZ1A,Baz1a
GINS4,Gins4
DEPDC1B,Depdc1b
C8orf76,9130401M01Rik
TENT2,Tent2
NR3C1,Nr3c1
PHYKPL,Phykpl
NRG1,Nrg1
GPAT4,Gpat4
ZNF251,Zfp251
ZHX1,Zhx1
HELT,Helt
SYNM,Synm
MAPK6,Mapk6
EFR3A,Efr3a
NKX6-3,Nkx6-3
ELOVL7,Elovl7
PAK1IP1,Pak1ip1
CMYA5,Cmya5
ADAMDEC1,Adamdec1
DLAT,Dlat
ATAD2,Atad2
COL23A1,Col23a1
TTC23,Ttc23
SLC25A4,Slc25a4
ERCC8,Ercc8
MTX3,Mtx3
GNB5,Gnb5
CFAP97,Cfap97
NTAQ1,Ntaq1
YIPF5,Yipf5
OC90,Oc90
NDUFAF2,Ndufaf2
PPP2R3C,Ppp2r3c
THBS4,Thbs4
KCTD16,Kctd16
ADAMTS17,Adamts17
XRCC3,Xrcc3
FBXO32,Fbxo32
ADAM7,Adam7
SNX25,Snx25
LRRC28,Lrrc28
TFAP2A,Tfap2a
HHLA1,Hhla1
PRORP,Prorp
ZFYVE21,Zfyve21
PRELID2,Prelid2
KLHL38,Klhl38
MYO5C,Myo5c
KCNQ3,Kcnq3
SERINC5,Serinc5
FUT10,Fut10
CLK4,Clk4
ANK1,Ank1
CERS3,Cers3
SH3RF2,Sh3rf2
SLC35B3,Slc35b3
PPP1R13B,Ppp1r13b
COMMD5,Commd5
UFSP2,Ufsp2
MEF2A,Mef2a
FAM91A1,Fam91a1
MAK16,Mak16
PLAC8L1,Plac8l1
LINS1,Lins1
EEF1E1,Eef1e1
ZNF250,Zfp647
DNAAF11,Dnaaf11
NFKBIA,Nfkbia
TTI2,Tti2
NEFL,Nefl
INSM2,Insm2
FER1L6,Fer1l6
ASB7,Asb7
ZNF354A,Zfp354a
ANKRD37,Ankrd37
TXNDC5,Txndc5
LYSMD4,Lysmd4
ZNF354B,Zfp354b
FAM151B,Fam151b
RNF122,Rnf122
DOCK5,Dock5
CFAP96,Cfap96
ALDH1A3,Aldh1a3
TMEM71,Tmem71
ANKRD34B,Ankrd34b
DUSP26,Dusp26
ZFP2,Zfp2
SIX1,Six1
ZNF454,Zfp454
BMP6,Bmp6
C8orf33,1110038F14Rik
GRM6,Grm6
LRRK1,Lrrk1
PHF20L1,Phf20l1
SIX4,Six4
SNRNP48,Snrnp48
TMEM65,Tmem65
ZNF879,Zfp879
DSP,Dsp
GNRH1,Gnrh1
PDLIM3,Pdlim3
TRMT12,Trmt12
KCTD9,Kctd9
MSH3,Msh3
RALGAPA1,Ralgapa1
SLC38A6,Slc38a6
RNF139,Rnf139
CHSY1,Chsy1
CDCA2,Cdca2
ADAMTS2,Adamts2
RIOK1,Riok1
SELENOS,Selenos
SLA,Sla
UNC5D,Unc5d
SNRPA1,Snrpa1
TATDN1,Tatdn1
ZMYND11,Zmynd11
MYO5A,Myo5a
CAGE1,Cage1
LARS1,Lars1
TRMT5,Trmt5
EBF2,Ebf2
RUNX1T1,Runx1t1
RUFY1,Rufy1
CCN4,Ccn4
PRKCH,Prkch
DIP2C,Dip2c
SSR1,Ssr1
PCSK6,Pcsk6
MIR486-1,Mir486
NDUFB9,Ndufb9
NDRG1,Ndrg1
RASGRF2,Rasgrf2
PPP2R2A,Ppp2r2a
KAT6A,Kat6a
RREB1,Rreb1
MTSS1,Mtss1
ST3GAL1,St3gal1
HNRNPH1,Hnrnph1
PENK,Penk
AP3M2,Ap3m2
WAC,Wac
CKMT2,Ckmt2
CIBAR1,Cibar1
BNIP3L,Bnip3l
BPNT2,Bpnt2
ZCCHC9,Zcchc9
F13A1,F13a1
PNMA2,Pnma2
HIF1A,Hif1a
ACOT12,Acot12
SQLE,Sqle
FAM110B,Fam110b
DPYSL2,Dpysl2
TM2D3,Tm2d3
PLAT,Plat
CANX,Canx
ZFAT,Zfat
LARP4B,Larp4b
UBXN2B,Ubxn2b
NRN1,Nrn1
WASHC5,Washc5
CBY3,Cby3
TARS3,Tars3
CYP7A1,Cyp7a1
TMEM67,Tmem67
ADRA1A,Adra1a
SSBP2,Ssbp2
BAMBI,Bambi
NSMCE2,Nsmce2
SNCG,Sncg
FARS2,Fars2
MIR30B,Mir30b
RNU6-270P,Gm54642
MIR30D,Mir30d
BRMS1L,Brms1l
KCNU1,Kcnu1
STMN4,Stmn4
BMPR1A,Bmpr1a
MBIP,Mbip
MAML1,Maml1
TRIB1,Trib1
SDCBP,Sdcbp
KHDRBS3,Khdrbs3
TRIM35,Trim35
OR4F6,Or4f6
GTPBP4,Gtpbp4
OR4F15,Or4f15
NKX2-1,Nkx2-1
IKBKB,Ikbkb
SNAPC1,Snapc1
LRATD2,Lratd2
RPP40,Rpp40
OR4N5,Or4n5
PDP1,Pdp1
ATG10,Atg10
U6,Gm24116
NKX2-8,Nkx2-9
LDB3,Ldb3
TPD52,Tpd52
PAX9,Pax9
IDI1,Idi1
MYC,Myc
CDYL,Cdyl
SYT16,Syt16
PTK2B,Ptk2b
FAM135B,Fam135b
CDH17,Cdh17
NSMAF,Nsmaf
SLC25A21,Slc25a21
DEFB135,Defb30
OR4K1,Or4k1
OR4K5,Or4k5
DEFB136,Defb42
RPS23,Rps23
OPN4,Opn4
OR4K2,Or4k2
ERLIN2,Erlin2
WDR37,Wdr37
KCNH5,Kcnh5
SVIL,Svil
GEM,Gem
TOX,Tox
CHRNA2,Chrna2
WAPL,Wapl
CTSB,Ctsb
