Gene name,Gorilla gene name
HCAR1,HCAR1
EIF4G3,EIF4G3
GALR2,GALR2
OR2AG1,OR2AG1
CDK12,CDK12
SIRT7,SIRT7
OR2F1,OR2F1
RNU1-67P,U1
TERB2,TERB2
APBB1IP,APBB1IP
OR52N4,OR52N4
CUTC,CUTC
PPDPFL,PPDPFL
KRTAP10-12,KRTAP10-12
NRN1L,NRN1L
FTSJ3,FTSJ3
OR2AE1,OR2AE1
OR52J3,OR52J3
SNORD113-4,SNORD113-4
HILPDA,HILPDA
UBA3,UBA3
DCN,DCN
PLAC9,PLAC9
CTXN2,CTXN2
ZNF440,ZNF440
APOM,APOM
SRSF8,SRSF8
IFT70A,IFT70A
ZNF71,ZNF71
SGSM2,SGSM2
AASS,AASS
TSKU,TSKU
SAMHD1,SAMHD1
LRFN4,LRFN4
OR1C1,OR1C1
DMXL2,DMXL2
ZNF146,ZNF146
NEUROD2,NEUROD2
U1,U1
IGKC,IGKC
OR52A5,OR52A5
OR10A6,OR10A6
CRABP2,CRABP2
ATXN1L,ATXN1L
LRRC10,LRRC10
CYP1A2,CYP1A2
SNORD15B,SNORD15
H1-4,H1-4
SNX16,SNX16
CHCHD10,CHCHD10
CYSLTR1,CYSLTR1
DERL2,DERL2
GPR20,GPR20
KIAA0040,KIAA0040
UBL7,UBL7
BLOC1S4,BLOC1S4
OR2G3,OR2G3
EXOC3L4,EXOC3L4
OR8D2,OR8D2
ISYNA1,ISYNA1
PBXIP1,PBXIP1
ZNF426,ZNF426
IGLC3,IGLC3
NAT8,NAT8
ATP1B1,ATP1B1
METTL16,METTL16
IKZF5,IKZF5
ASCL1,ASCL1
OR2F2,OR2F2
PIH1D1,PIH1D1
TRIM75,TRIM75
CSNK2A2IP,CSNK2A2IP
BEND6,BEND6
TMEM229A,TMEM229A
KLF14,KLF14
LGALS3,LGALS3
B3GNT6,B3GNT6
GPR119,GPR119
PRR15,PRR15
MEIG1,MEIG1
ERVMER34-1,ERVMER34-1
ADCY6,ADCY6
USP53,USP53
FSIP1,FSIP1
CETN3,CETN3
INTS9,INTS9
RNF222,RNF222
PLA2G12A,PLA2G12A
ALX3,ALX3
TIGD2,TIGD2
EMC1,EMC1
SLC16A11,SLC16A11
XKR9,XKR9
HEXIM2,HEXIM2
KBTBD4,KBTBD4
ZNF329,ZNF329
FAM133A,FAM133A
DAZAP2,DAZAP2
INF2,INF2
LPCAT4,LPCAT4
ZFP2,ZFP2
IHO1,IHO1
ARF6,ARF6
LTBP3,LTBP3
ABCB9,ABCB9
OR5M11,OR5M11
OR7C2,OR7C2
CCDC182,CCDC182
TMEM140,TMEM140
PIGO,PIGO
ARIH1,ARIH1
OR2C3,OR2C3
TYW3,TYW3
RNVU1-34,U1
CCR1,CCR1
GRIP1,GRIP1
SPRY1,SPRY1
RPAIN,RPAIN
U1,U1
OR5D14,OR5D14
KIAA1549L,KIAA1549L
ACTB,ACTB
TKTL2,TKTL2
GPRC5D,GPRC5D
RFC4,RFC4
TMEM39A,TMEM39A
PRR23C,PRR23C
PKDREJ,PKDREJ
FOXJ3,FOXJ3
C1QTNF9,C1QTNF9
FAM174B,FAM174B
CRISP1,CRISP1
S1PR1,S1PR1
SLC30A3,SLC30A3
UBA2,UBA2
CDCA4,CDCA4
PIN4,PIN4
C1orf131,C1orf131
CNTN3,CNTN3
OR1N1,OR1N1
EPOR,EPOR
LRGUK,LRGUK
OR8D4,OR8D4
TMEM132E,TMEM132E
SNORD113-9,SNORD113-9
OR5W2,OR5W2
IGKV1-6,IGKV1-6
OR2A5,OR2A5
TAP2,TAP2
BEST4,BEST4
OR2J3,OR2J3
RTL1,RTL1
TXLNG,TXLNG
MFSD6L,MFSD6L
RAMP3,RAMP3
MAB21L2,MAB21L2
STX6,STX6
BICD2,BICD2
RETREG2,RETREG2
TSPYL1,TSPYL1
CD58,CD58
BIRC5,BIRC5
DCT,DCT
ZBTB42,ZBTB42
PGM3,PGM3
OTUD1,OTUD1
OR5D18,OR5D18
BEX1,BEX1
NEUROG1,NEUROG1
IGLV4-69,IGLV4-69
CIB3,CIB3
SLC35B4,SLC35B4
ZBTB39,ZBTB39
CNKSR1,CNKSR1
EEF2,EEF2
ADGRL2,ADGRL2
SFT2D3,SFT2D3
H1-10,H1-10
OR4C6,OR4C6
RPSA,RPSA
CCNB2,CCNB2
RSBN1L,RSBN1L
TIGD1,TIGD1
RNU12,U12
FANCD2OS,FANCD2OS
ZBTB12,ZBTB12
UPF3A,UPF3A
SAMD8,SAMD8
OR5I1,OR5I1
C10orf95,C10orf95
KLF1,KLF1
U1,U1
ADRA2B,ADRA2B
OR5AR1,OR5AR1
SYCN,SYCN
H2BC3,H2BC3
STIM2,STIM2
ZNF22,ZNF22
PHLDA3,PHLDA3
SYT13,SYT13
ATP5F1B,ATP5F1B
TMEM106C,TMEM106C
CCDC88C,CCDC88C
CHRM4,CHRM4
ADPRHL1,ADPRHL1
RIPOR3,RIPOR3
FAH,FAH
ACTL7B,ACTL7B
CCDC103,CCDC103
SSH1,SSH1
IGKV1D-13,IGKV1D-13
ATP4A,ATP4A
FER1L5,FER1L5
MRFAP1L1,MRFAP1L1
GPBAR1,GPBAR1
SH3BP5L,SH3BP5L
KCNJ11,KCNJ11
HBP1,HBP1
PPP3R1,DNAAF10
SMIM6,SMIM6
RMC1,RMC1
RNU1-80P,U1
FSTL4,FSTL4
CMTM5,CMTM5
MARS2,MARS2
BPI,BPI
SLC18B1,SLC18B1
KRTAP3-1,KRTAP3-1
NPPB,NPPB
OR4D5,OR4D5
H1-1,H1-1
HTR1A,HTR1A
RNU1-7P,U1
AMTN,AMTN
PDAP1,PDAP1
TIFAB,TIFAB
VRTN,VRTN
HERPUD1,HERPUD1
SYT12,SYT12
MECOM,MECOM
GAPT,GAPT
OR1J2,OR1J2
SMIM10L2B,SMIM10L2B
NACA2,NACA2
OR2H1,OR2H1
OR10D3,OR10D3
C1orf87,C1orf87
DENND2C,DENND2C
ASCL2,ASCL2
C1orf167,C1orf167
NSMCE2,NSMCE2
GZMK,GZMK
APLNR,APLNR
FZD5,FZD5
SKIL,SKIL
MARK4,MARK4
ZNF674,ZNF674
SOX7,SOX7
GPR12,GPR12
SLC7A10,SLC7A10
TAAR5,TAAR5
SMCO3,SMCO3
EXO5,EXO5
ACKR3,ACKR3
FGFBP1,FGFBP1
PPP4R1,PPP4R1
PCDHB6,PCDHB6
H1-5,H1-5
STXBP4,STXBP4
GJA9,GJA9
SNORD1C,SNORD1C
C1orf74,C1orf74
SOX4,SOX4
GATAD2A,GATAD2A
CBLL2,CBLL2
RAB9B,RAB9B
GET1,GET1
ZNF337,ZNF337
TBRG1,TBRG1
OARD1,OARD1
PNMA8C,PNMA8C
ENO4,ENO4
DGKD,DGKD
CDC42EP2,CDC42EP2
FGL1,FGL1
AMIGO3,AMIGO3
KDM4D,KDM4D
TMEM60,TMEM60
ZNF436,ZNF436
APOBEC4,APOBEC4
TPRN,TPRN
STAR,STAR
FEZ1,FEZ1
ENTHD1,ENTHD1
MOK,MOK
XPNPEP1,XPNPEP1
ZNF613,ZNF613
PCDHB5,PCDHB5
MUSTN1,MUSTN1
ZFHX2,ZFHX2
OAT,OAT
TRIM66,TRIM66
PIP4P1,PIP4P1
TIGD7,TIGD7
RUNDC3A,RUNDC3A
RNU1-94P,U1
SPO11,SPO11
POLR2I,POLR2I
SCYGR8,SCYGR8
COQ8B,COQ8B
C6orf120,C6orf120
GEMIN7,GEMIN7
CD22,CD22
CNKSR3,CNKSR3
HMCN1,HMCN1
NOD1,NOD1
TM4SF4,TM4SF4
MYO16,MYO16
WDR5B,WDR5B
SERTAD1,SERTAD1
USP7,USP7
KIF25,KIF25
CDK20,CDK20
CNOT1,CNOT1
OR6F1,OR6F1
RNVU1-33,U1
DHRS7B,DHRS7B
IL1RAPL1,IL1RAPL1
PAMR1,PAMR1
ZDHHC2,ZDHHC2
TMEM123,TMEM123
COCH,COCH
OR6A2,OR6A2
ZRSR2,ZRSR2
SOCS3,SOCS3
TSPYL4,TSPYL4
YIPF1,YIPF1
ZNF551,ZNF551
N6AMT1,N6AMT1
RTP1,RTP1
PPME1,PPME1
OR56B4,OR56B4
RBMXL2,RBMXL2
NRIP1,NRIP1
FGFBP2,FGFBP2
TSGA10IP,TSGA10IP
FAM135A,FAM135A
VPS33A,VPS33A
PI4K2B,PI4K2B
FJX1,FJX1
TRPC5OS,TRPC5OS
SPRY3,SPRY3
KIF26B,KIF26B
UQCC1,UQCC1
VPS53,VPS53
PNMA5,PNMA5
OR2A12,OR2A12
NIT1,NIT1
MED12L,MED12L
GLIPR2,GLIPR2
RHOG,RHOG
GPRASP2,GPRASP2
ITPRIP,ITPRIP
RPAP1,RPAP1
PLEKHS1,PLEKHS1
RNU1-63P,U1
TMEM255B,TMEM255B
PLEKHF1,PLEKHF1
POM121L2,POM121L2
LRRN2,LRRN2
SOX14,SOX14
H1-3,H1-3
KPNA3,KPNA3
OR52K2,OR52K2
SLC35G2,SLC35G2
HAO2,HAO2
PIDD1,PIDD1
CEBPZ,CEBPZ
GOLGB1,GOLGB1
OR5J2,OR5J2
SBSN,SBSN
PIWIL3,PIWIL3
GZMA,GZMA
SMCO4,SMCO4
PDHA2,PDHA2
GAB2,GAB2
PPWD1,PPWD1
PPARGC1B,PPARGC1B
OR4D1,OR4D1
MND1,MND1
DNAJB8,DNAJB8
MLH1,MLH1
HAUS3,HAUS3
CHAC1,CHAC1
EMC6,EMC6
ATP6V0A1,ATP6V0A1
CUL4B,CUL4B
OR7C1,OR7C1
TMEM214,TMEM214
METTL6,METTL6
RAB30,RAB30
FNDC9,FNDC9
HUNK,HUNK
SEC14L5,SEC14L5
TMPRSS11E,TMPRSS11E
SORCS2,SORCS2
CCDC8,CCDC8
SLC5A12,SLC5A12
USPL1,USPL1
GOLGA3,GOLGA3
NPRL3,NPRL3
RAB2A,RAB2A
IGHV1-3,IGHV1-3
MRAP2,MRAP2
MAPKAPK5,MAPKAPK5
ADGRE2,ADGRE2
OR10A5,OR10A5
SNORD114-6,SNORD114-6
MAGEA1,MAGEA1
RNU1-146P,U1
OR5F1,OR5F1
HRH4,HRH4
IGFBP5,IGFBP5
ANKRD44,ANKRD44
HRK,HRK
POLQ,POLQ
ZBED2,ZBED2
RIPK1,RIPK1
TMEM64,TMEM64
OR9K2,OR9K2
SYMPK,SYMPK
GLYATL2,GLYATL2
RNU1-117P,U1
DDX28,DDX28
OR52M1,OR52M1
STX12,STX12
SNORD114-17,SNORD114-17
TEX19,TEX19
RNVU1-23,U1
BCORL1,BCORL1
SIPA1L1,SIPA1L1
KRTAP9-2,KRTAP9-2
DIDO1,DIDO1
DNAH7,DNAH7
OR7A10,OR7A10
GPR31,GPR31
DUSP14,DUSP14
CIAPIN1,CIAPIN1
FAM237B,FAM237B
TRAF2,TRAF2
SLC25A20,SLC25A20
SERINC2,SERINC2
ASAP2,ASAP2
LRRC4C,LRRC4C
ZNF653,ZNF653
SMC3,SMC3
SLC16A9,SLC16A9
CCDC89,CCDC89
MTSS1,MTSS1
GPN3,GPN3
CLDN20,CLDN20
MXI1,MXI1
TPM1,TPM1
GJD4,GJD4
SMIM12,SMIM12
IDH3A,IDH3A
OR10A2,OR10A2
DHTKD1,DHTKD1
SMC1B,SMC1B
OR5AS1,OR5AS1
OR51B6,OR51B6
NHLH1,NHLH1
OR51S1,OR51S1
ARL4D,ARL4D
RELL2,RELL2
HNF4A,HNF4A
ZNF830,ZNF830
FUT9,FUT9
ANXA4,ANXA4
RICTOR,RICTOR
ASCL4,ASCL4
ANKRD53,ANKRD53
NUDCD1,NUDCD1
SOWAHB,SOWAHB
PAQR7,PAQR7
SPRR2A,SPRR2A
TRBV16,TRBV16
OR51F2,OR51F2
OCSTAMP,OCSTAMP
ZNF391,ZNF391
ACKR1,ACKR1
SNORD113-2,SNORD113-2
OR13G1,OR13G1
H2BC5,H2BC5
ALG12,ALG12
REEP1,REEP1
HPDL,HPDL
RPL38,RPL38
SMLR1,SMLR1
PRKG1,PRKG1
ARID3C,ARID3C
FEN1,FEN1
VWA5B2,VWA5B2
MMAA,MMAA
TXNL4A,TXNL4A
GMFG,GMFG
CCNI,CCNI
PLCXD3,PLCXD3
SPRR2G,SPRR2G
UBE3C,UBE3C
PRR23A,PRR23A
SPRR2E,SPRR2E
GFM2,GFM2
GRPEL2,GRPEL2
ZSWIM7,ZSWIM7
TNFAIP8L2,TNFAIP8L2
BHMT,BHMT
SNORD114-31,SNORD114-31
RNU1-83P,U1
TMEM86B,TMEM86B
SERPINA6,SERPINA6
MARVELD1,MARVELD1
SGTB,SGTB
MRC2,MRC2
GPR65,GPR65
CIMAP1B,CIMAP1B
ZNF559,ZNF559
OAF,OAF
HCK,HCK
ADGRG1,ADGRG1
SNORD114-14,SNORD114-14
GJB4,GJB4
SNORD113-6,SNORD113-6
JRKL,JRKL
GDAP1L1,GDAP1L1
MAFK,MAFK
CCDC200,CCDC200
JMY,JMY
CDC14A,CDC14A
FAM78A,FAM78A
SIAH2,SIAH2
CUEDC1,CUEDC1
RNU1-108P,U1
SCN5A,SCN5A
UXS1,UXS1
RAG2,RAG2
PPP1R3G,PPP1R3G
SLC25A1,SLC25A1
CDC42BPG,CDC42BPG
PAIP2,PAIP2
KRTAP20-1,KRTAP20-1
NOP56,NOP56
ALKBH7,ALKBH7
SYTL2,SYTL2
LANCL1,LANCL1
DMBX1,DMBX1
DNAH17,DNAH17
AKAP6,AKAP6
OR2W1,OR2W1
KCNE2,KCNE2
RAB7B,RAB7B
SFT2D2,SFT2D2
MAMSTR,MAMSTR
PLCH1,PLCH1
LRRN3,LRRN3
ZNF580,ZNF580
INTS6,INTS6
LSM14B,LSM14B
KIF2B,KIF2B
RNU1-151P,U1
OR4D10,OR4D10
FAM240B,FAM240B
MYADM,MYADM
DIP2C,DIP2C
UQCRHL,UQCRHL
RNF175,RNF175
UBAC1,UBAC1
PRSS36,PRSS36
CLEC6A,CLEC6A
TCF19,TCF19
HTR1D,HTR1D
ERVH48-1,ERVH48-1
WDR89,WDR89
P2RY4,P2RY4
NOSIP,NOSIP
SYT9,SYT9
PTK6,PTK6
MOAP1,MOAP1
CATSPERB,CATSPERB
RNU1-57P,U1
C22orf42,C22orf42
KANSL1L,KANSL1L
TLR2,TLR2
PEX11A,PEX11A
GARNL3,GARNL3
OPCML,OPCML
UHRF2,UHRF2
IGSF5,IGSF5
OR7A5,OR7A5
CFAP95,CFAP95
RASA1,RASA1
KCNG4,KCNG4
C1RL,C1RL
PEX5L,PEX5L
ZNF664,ZNF664
NPM2,NPM2
PTAFR,PTAFR
CNR2,CNR2
VEZT,VEZT
CCL16,CCL16
LRRC30,LRRC30
RNF225,RNF225
KCNA6,KCNA6
KCNV2,KCNV2
CS,CS
CNTNAP5,CNTNAP5
MMP14,MMP14
TOGARAM2,TOGARAM2
AMMECR1,AMMECR1
TEX15,TEX15
KRTAP20-3,KRTAP20-3
OR7D4,OR7D4
EEF1A1,EEF1A1
ANGPT4,ANGPT4
PINX1,PINX1
RNF39,RNF39
NPNT,NPNT
HS3ST2,HS3ST2
SH3RF1,SH3RF1
KPNA7,KPNA7
GORASP1,GORASP1
ACTRT2,ACTRT2
OR7D1,OR7D1
SPATA3,SPATA3
SCARNA2,SCARNA2
ZNF80,ZNF80
GPX8,GPX8
OR4D6,OR4D6
ASPHD2,ASPHD2
NNAT,NNAT
CEND1,CEND1
ORMDL2,ORMDL2
CEP20,CEP20
KDM3A,KDM3A
EHMT1,EHMT1
TPD52L2,TPD52L2
DLGAP4,DLGAP4
ACOT2,ACOT2
ARHGEF2,ARHGEF2
AFF3,AFF3
RBM22,RBM22
RBM26,RBM26
NDUFAF4,NDUFAF4
TESK1,TESK1
CITED2,CITED2
GBP6,GBP6
BTG2,BTG2
ALPK3,ALPK3
ADTRP,ADTRP
RFT1,RFT1
RIBC2,RIBC2
CTNNA3,CTNNA3
CD163L1,CD163L1
ARRDC2,ARRDC2
MMP28,MMP28
KNL1,KNL1
GZMM,GZMM
CHRNA2,CHRNA2
CEP57,CEP57
BASP1,BASP1
MPHOSPH9,MPHOSPH9
CLEC2L,CLEC2L
STK39,STK39
FARP2,FARP2
BUB1,BUB1
MARCHF4,MARCHF4
TTLL1,TTLL1
BBOX1,BBOX1
SMAD2,SMAD2
C2orf80,C2orf80
GALC,GALC
OR4D9,OR4D9
REN,REN
RNU1-104P,U1
ZNF518A,ZNF518A
LDB3,LDB3
ARMH3,ARMH3
B4GALNT3,B4GALNT3
CUEDC2,CUEDC2
AIPL1,AIPL1
CBY3,CBY3
BLVRA,BLVRA
MAGEB16,MAGEB16
POLR2B,POLR2B
NUMBL,NUMBL
SH3BP4,SH3BP4
TRIL,TRIL
PRPF8,PRPF8
NRBP1,NRBP1
REEP4,REEP4
PAQR4,PAQR4
ARL2BP,ARL2BP
SNX33,SNX33
NEUROD4,NEUROD4
ANKH,ANKH
ALLC,ALLC
EVI2B,EVI2B
REC8,REC8
CAPN13,CAPN13
IER2,IER2
OR1L3,OR1L3
KCNAB3,KCNAB3
AP1M2,AP1M2
IFT81,IFT81
GPHB5,GPHB5
CDC23,CDC23
H2BC12,H2BC12
INTS6L,INTS6L
CAPZA2,CAPZA2
PRPF40B,PRPF40B
UBE2D1,UBE2D1
CCL22,CCL22
SDHAF4,SDHAF4
MFNG,MFNG
SH3TC2,SH3TC2
ATG4B,ATG4B
ADGRL4,ADGRL4
MRPL44,MRPL44
SIGLEC8,SIGLEC8
CA5B,CA5B
DST,DST
CCER2,CCER2
ERN2,ERN2
CELF2,CELF2
FGFRL1,FGFRL1
IL22RA2,IL22RA2
GPX7,GPX7
NOTO,NOTO
BLVRB,BLVRB
CIAPIN1,CIAPIN1
A3GALT2,A3GALT2
KCTD17,KCTD17
SPINT4,SPINT4
HEATR5B,HEATR5B
LMOD2,LMOD2
UBE3D,UBE3D
RC3H2,RC3H2
FLII,FLII
SV2A,SV2A
UGT2B10,UGT2B10
CNFN,CNFN
CHDH,CHDH
ZNF222,ZNF222
SNORD114-27,SNORD114-27
SOCS5,SOCS5
EVC,EVC
KCNS1,KCNS1
IER3IP1,IER3IP1
PAXX,PAXX
TRMO,TRMO
SPPL3,SPPL3
PPP1R15B,PPP1R15B
RNF113A,RNF113A
CBX8,CBX8
CRTC1,CRTC1
TBC1D8,TBC1D8
SLC15A2,SLC15A2
RGS16,RGS16
PLA2G2D,PLA2G2D
KCNU1,KCNU1
OMG,OMG
PTPRC,PTPRC
STRBP,STRBP
LCOR,LCOR
CADM4,CADM4
ARL2,ARL2
DHRS1,DHRS1
GPR50,GPR50
PDZD11,PDZD11
ANGPT2,ANGPT2
MED26,MED26
SYNDIG1,SYNDIG1
RNU1-112P,U1
ZNF567,ZNF567
FTSJ1,FTSJ1
TRPC5,TRPC5
MRPL40,MRPL40
GPAT3,GPAT3
AMACR,AMACR
BARX1,BARX1
ADD2,ADD2
LCE1B,LCE1B
TDRP,TDRP
OR5P3,OR5P3
LNPEP,LNPEP
RNF32,RNF32
OR2D3,OR2D3
GNL3L,GNL3L
VPS36,VPS36
SI,SI
CHST2,CHST2
GTSF1,GTSF1
KRT82,KRT82
APEH,APEH
PLA2G4E,PLA2G4E
FKTN,FKTN
DDX25,DDX25
PCDH10,PCDH10
PMM2,PMM2
SDHAF1,SDHAF1
CRIPT,CRIPT
OR51I2,OR51I2
STKLD1,STKLD1
NXNL2,NXNL2
TNFRSF10B,TNFRSF10B
DNAH2,DNAH2
KPNA1,KPNA1
ELMO3,ELMO3
TICAM2,TICAM2
ABCA13,ABCA13
ALAS2,ALAS2
RUSC1,RUSC1
CST7,CST7
SESN3,SESN3
CACNA1H,CACNA1H
RNASEH1,RNASEH1
COL1A2,COL1A2
MTRR,MTRR
POLR3K,POLR3K
HS3ST3B1,HS3ST3B1
ELOVL6,ELOVL6
CYRIA,CYRIA
SLC25A15,SLC25A15
R3HCC1L,R3HCC1L
FBXL8,FBXL8
PARM1,PARM1
ANXA3,ANXA3
ZNF528,ZNF528
LGI3,LGI3
GRM3,GRM3
TEKTL1,TEKTL1
REG4,REG4
KIF2A,KIF2A
SLC40A1,SLC40A1
ODAD2,ODAD2
ARPC1A,ARPC1A
PROM2,PROM2
IFNLR1,IFNLR1
NDUFAF7,NDUFAF7
FCN3,FCN3
ETFDH,ETFDH
SMIM17,SMIM17
JPH3,JPH3
CCDC34,CCDC34
SETD1A,SETD1A
SLC26A4,SLC26A4
OR10Z1,OR10Z1
SVIL,SVIL
TMEM25,TMEM25
PLA2G15,PLA2G15
C11H11orf16,C11orf16
GNA13,GNA13
N4BP1,N4BP1
ASB3,ASB3
KLHL33,KLHL33
CFAP107,CFAP107
LAS1L,LAS1L
OR9G4,OR9G4
YPEL1,YPEL
HSD17B13,HSD17B13
PIK3C2A,PIK3C2A
SCG5,SCG5
CHAT,CHAT
MED13,MED13
MPP7,MPP7
LRRC4B,LRRC4B
DNAJA3,DNAJA3
HCN1,HCN1
OR52D1,OR52D1
DDOST,DDOST
ADAM11,ADAM11
OR9G1,OR9G1
TMEM130,TMEM130
LRRC55,LRRC55
C2orf49,C2orf49
KPLCE,KPLCE
CFAP97,CFAP97
TC2N,TC2N
TAF1D,TAF1D
OST4,OST4
IL36A,IL36A
SPATA4,SPATA4
IPO5,IPO5
NAPEPLD,NAPEPLD
SLC25A5,SLC25A5
SETX,SETX
POLR2D,POLR2D
CIB2,CIB2
CLMN,CLMN
HMGCS1,HMGCS1
TSPYL2,TSPYL2
NPAS1,NPAS1
MLIP,MLIP
MYRIP,MYRIP
ARMC1,ARMC1
ZNF112,ZNF112
TMEM207,TMEM207
DTX3,DTX3
OR10K2,OR10K2
FAM118B,FAM118B
NOXRED1,NOXRED1
CAPN11,CAPN11
LBX2,LBX2
RFXANK,RFXANK
JCHAIN,JCHAIN
CPM,CPM
RAC2,RAC2
IL17C,IL17C
VIRMA,VIRMA
SLC22A16,SLC22A16
P2RY14,P2RY14
MCEE,MCEE
ADD3,ADD3
GULP1,GULP1
PHACTR4,PHACTR4
CRAMP1,CRAMP1
LSM1,LSM1
DAXX,DAXX
SLC24A5,SLC24A5
KLHL32,KLHL32
BIK,BIK
OR51M1,OR51M1
SNRNP40,SNRNP40
MAPKAP1,MAPKAP1
DDX50,DDX50
IL15,IL15
CEP57L1,CEP57L1
PSORS1C1,PSORS1C1
AAK1,AAK1
RSPH14,RSPH14
SRMS,SRMS
LEKR1,LEKR1
SPACA4,SPACA4
GPRC5C,GPRC5C
PAFAH1B2,PAFAH1B2
RFLNB,RFLNB
BMERB1,BMERB1
FLVCR1,FLVCR1
WDR90,WDR90
NRF1,NRF1
IRF4,IRF4
B3GNT5,B3GNT5
SCIMP,SCIMP
CENPH,CENPH
PDCL2,PDCL2
SLC45A3,SLC45A3
DGKZ,DGKZ
DNAJC11,DNAJC11
KPRP,KPRP
CASP9,CASP9
GNS,GNS
ZNF529,ZNF529
TLR8,TLR8
CALCB,CALCB
SLC35E4,SLC35E4
DGKG,DGKG
LCE6A,LCE6A
TFAP2D,TFAP2D
GATC,GATC
NIN,NIN
MATN4,MATN4
RSPO4,RSPO4
PMVK,PMVK
KIT,KIT
ZBTB40,ZBTB40
TMEM14A,TMEM14A
EPM2A,EPM2A
C17orf113,C17orf113
GIP,GIP
PPCS,PPCS
FGFR4,FGFR4
KCTD21,KCTD21
ACP5,ACP5
ZNF624,ZNF624
BATF2,BATF2
SPMIP11,SPMIP11
MIEF2,MIEF2
ZNF592,ZNF592
RBMX2,RBMX2
PIGN,PIGN
TP53INP2,TP53INP2
STK11,STK11
TAF3,TAF3
CEP131,CEP131
HSPA14,HSPA14
NOP9,NOP9
C4BPA,C4BPA
SYCE1L,SYCE1L
HAL,HAL
CPN2,CPN2
TPPP,TPPP
CNOT8,CNOT8
CMTM8,CMTM8
OR6P1,OR6P1
CD200R1L,CD200R1L
ASB2,ASB2
AVPR1A,AVPR1A
LCE1F,LCE1D
LIPC,LIPC
TMEM38B,TMEM38B
APMAP,APMAP
MEAK7,MEAK7
SFTPA2,SFTPA2
MRPL13,MRPL13
ADH7,ADH7
TXNDC16,TXNDC16
JARID2,JARID2
SLC34A3,SLC34A3
SLC22A1,SLC22A1
CLUL1,CLUL1
SSX2IP,SSX2IP
TSEN54,TSEN54
SNX6,SNX6
MLLT6,MLLT6
STX8,STX8
KPNB1,KPNB1
GADL1,GADL1
CNGB3,CNGB3
SNAP47,SNAP47
NELL1,NELL1
CD40,CD40
B3GNTL1,B3GNTL1
UBIAD1,UBIAD1
TNFAIP8,TNFAIP8
YWHAG,YWHAG
NACC1,NACC1
LRRC25,LRRC25
PNPLA2,PNPLA2
PLCE1,PLCE1
CNIH3,CNIH3
WDR5,WDR5
CLCA4,CLCA4
ZNF780B,ZNF780B
EPS15,EPS15
PSMD11,PSMD11
PAN2,PAN2
LIPG,LIPG
MCIDAS,MCIDAS
NELFB,NELFB
ITLN2,ITLN2
BRWD1,BRWD1
NLRP8,NLRP8
CCDC191,CCDC191
PPIB,PPIB
MICALL2,MICALL2
KLHL2,KLHL2
LRP3,LRP3
CDK14,CDK14
AGR2,AGR2
GABRP,GABRP
ARL8B,ARL8B
NRROS,NRROS
NCSTN,NCSTN
TMEM59,TMEM59
CENPC,CENPC
ZNF254,ZNF254
RARRES1,RARRES1
CFAP157,CFAP157
GNAO1,GNAO1
GABRG2,GABRG2
SLC11A2,SLC11A2
LRIT3,LRIT3
CDC7,CDC7
SKI,SKI
NR0B1,NR0B1
MROH1,MROH1
RAB3D,RAB3D
RTP4,RTP4
TWF2,TWF2
TMEM240,TMEM240
ANKLE1,ANKLE1
LAMC1,LAMC1
MYO1F,MYO1F
ZNF680,ZNF675
SLCO2A1,SLCO2A1
PRDM15,PRDM15
GAL,GAL
TERF2,TERF2
TCAF1,TCAF1
FAM13B,FAM13B
SCNN1A,SCNN1A
SFXN2,SFXN2
ACTMAP,ACTMAP
NR0B2,NR0B2
CFAP61,CFAP61
ZNF224,ZNF224
ZNF19,ZNF19
ADIPOR1,ADIPOR1
ACO2,ACO2
PAFAH1B3,PAFAH1B3
COX7B,COX7B
RILP,RILP
TRIP6,TRIP6
C11orf68,C11orf68
DCAF6,DCAF6
SLC26A1,SLC26A1
GYPA,GYPA
COL16A1,COL16A1
SPARC,SPARC
C1QL1,C1QL1
CAAP1,CAAP1
PDCD4,PDCD4
BRPF3,BRPF3
CANX,CANX
NKD2,NKD2
OR3A2,OR3A2
LDHA,LDHA
MX2,MX2
DUSP5,DUSP5
TRPC1,TRPC1
CPA1,CPA1
ZNF140,ZNF140
TNNI1,TNNI1
SNAPC5,SNAPC5
B3GLCT,B3GLCT
VPS33B,VPS33B
ITIH4,ITIH4
MDM4,MDM4
ERC2,ERC2
CCAR1,CCAR1
FOXA2,FOXA2
LTBP4,LTBP4
GPR39,GPR39
PRKCA,PRKCA
CDO1,CDO1
FAM181A,FAM181A
HMGB2,HMGB2
TAOK1,TAOK1
SLCO2B1,SLCO2B1
MCAT,MCAT
MAEA,MAEA
NT5M,NT5M
IQCF3,IQCF3
PKLR,PKLR
MYLIP,MYLIP
KNDC1,KNDC1
TAF1C,TAF1C
REV1,REV1
DTX4,DTX4
ZNF302,ZNF302
CCDC80,CCDC80
HIGD2A,HIGD2A
MCMDC2,MCMDC2
GOLT1A,GOLT1A
FAM199X,FAM199X
IGSF9B,IGSF9B
ZNF350,ZNF350
PEAK3,PEAK3
HSD3B1,HSD3B1
HSPB6,HSPB6
CCL25,CCL25
DHDH,DHDH
MAP3K7,MAP3K7
RTN3,RTN3
STRA6,STRA6
TEX11,TEX11
PPARA,PPARA
WLS,WLS
TTC14,TTC14
ZNF841,ZNF841
XPO6,XPO6
GPAM,GPAM
