Gene name,Mouse Lemur gene name
CNIH2,CNIH2
SLC18A3,SLC18A3
SOAT1,SOAT1
ZNF248,ZNF248
LZTR1,LZTR1
BCAS1,BCAS1
TMEM151A,TMEM151A
FXYD1,FXYD1
CD248,CD248
SURF2,SURF2
RIN1,RIN1
CPA2,CPA2
ACSL4,ACSL4
SLC4A9,SLC4A9
SURF4,SURF4
NCOA4,NCOA4
TEN1,TEN1
TLK1,TLK1
BRMS1,BRMS1
MARS1,MARS1
SYT4,SYT4
CPA4,CPA4
CNST,CNST
EVPL,EVPL
PTGR3,ZADH2
RN7SL39P,Metazoa_SRP
MARK3,MARK3
DLGAP1,DLGAP1
NID1,NID1
SLC25A20,SLC25A20
PITPNB,PITPNB
MEST,MEST
UBL5,UBL5
B4GAT1,B4GAT1
SLC29A2,SLC29A2
SRP68,SRP68
STKLD1,STKLD1
P4HTM,P4HTM
LY6G6F,LY6G6F
REXO4,REXO4
TP53RK,TP53RK
DRGX,DRGX
PRPF6,PRPF6
LY6G6C,LY6G6C
HMX2,HMX2
PARG,PARG
SPAG4,SPAG4
LHX9,LHX9
MSH5,MSH5
NYNRIN,NYNRIN
DALRD3,DALRD3
CBLN3,CBLN3
KHNYN,KHNYN
MNT,MNT
CACFD1,CACFD1
SLC26A9,SLC26A9
METTL16,METTL16
ANKHD1,ANKHD1
KIAA2012,KIAA2012
TRAPPC6A,TRAPPC6A
GSS,GSS
CMA1,CMA1
MN1,MN1
RNU1-84P,U1
TIAL1,TIAL1
PACS1,PACS1
SLC2A6,SLC2A6
RBX1,RBX1
Y_RNA,Y_RNA
COIL,COIL
SLC39A10,SLC39A10
SMARCB1,SMARCB1
ZNF30,ZNF30
CTSG,CTSG
SCPEP1,SCPEP1
TREX2,TREX2
NRXN3,NRXN3
CTSV,CTSV
MBD6,MBD6
MIR425,MIR425
NDUFAF3,NDUFAF3
GARRE1,GARRE1
ILDR2,ILDR2
PLEKHA2,PLEKHA2
DAGLA,DAGLA
SLC16A9,SLC16A9
ARSH,ARSH
DCAF5,DCAF5
TFPI,TFPI
FAM107B,FAM107B
MIR191,MIR191
PTX3,PTX3
THOC7,THOC7
TAF9B,TAF9B
KIF26B,KIF26B
PIP4K2C,PIP4K2C
TMEM258,TMEM258
TM2D2,TM2D2
AKAP1,AKAP1
ZNF570,ZNF570
DCC,DCC
RRP15,RRP15
TIGIT,TIGIT
ADAM32,ADAM32
RECK,RECK
BOK,BOK
FADS1,FADS1
IGFLR1,IGFLR1
DTX3,DTX3
PTPN14,PTPN14
CCDC115,CCDC115
STRIT1,STRIT1
THRB,THRB
U2AF1L4,U2AF1L4
MAPRE2,MAPRE2
ARHGEF25,ARHGEF25
SNORD68,SNORD68
CPNE7,CPNE7
SLC25A12,SLC25A12
MIR499B,MIR499B
TRPC4AP,TRPC4AP
GNE,GNE
NEK2,NEK2
PSENEN,PSENEN
TRMT2A,TRMT2A
LIN37,LIN37
C1orf53,C1orf53
CDK10,CDK10
B4GALNT1,B4GALNT1
HSPB6,HSPB6
LYL1,LYL1
TOMM20,TOMM20
OSBPL6,OSBPL6
NDUFA2,NDUFA2
CD320,CD320
TADA1,TADA1
ZNF397,ZNF397
DND1,DND1
SCFD1,SCFD1
NDUFA7,NDUFA7
DHX9,DHX9
HARS2,HARS2
TERF1,TERF1
PPP6C,PPP6C
ZSCAN30,ZSCAN30
VWA7,VWA7
RPS28,RPS28
FADS3,FADS3
RANGAP1,RANGAP1
RABEPK,RABEPK
CSPP1,CSPP1
CUEDC1,CUEDC1
DDAH2,DDAH2
ZNF24,ZNF24
MIR335,MIR335
ANGPTL4,ANGPTL4
HSPA5,HSPA5
BTF3L4,BTF3L4
CPSF4,CPSF4
TSPAN31,TSPAN31
ZNF396,ZNF396
SFR1,SFR1
RNU6-1020P,U6
OGA,OGA
VEZF1,VEZF1
PHEX,PHEX
INO80C,INO80C
ACO1,ACO1
CDK4,CDK4
COP1,RFWD2
SERPINA6,SERPINA6
SPATA2L,SPATA2L
SRSF1,SRSF1
VPS9D1,VPS9D1
SERPINA1,SERPINA1
MRO,MRO
CNBP,CNBP
UBR2,UBR2
PRAM1,PRAM1
RAB3IL1,RAB3IL1
DYNLL2,DYNLL2
ATP5MF,ATP5MF
EPX,EPX
ZNF414,ZNF414
CHMP1A,CHMP1A
PRPH2,PRPH2
RN7SKP299,7SK
PEX7,PEX7
ZNF789,ZNF789
SYNGR4,SYNGR4
RNU6-1243P,U6
MYRF,MYRF
KAT6A,KAT6A
MARCHF9,MARCH9
KDELR1,KDELR1
SERPINA9,SERPINA9
METTL1,METTL1
GABRE,GABRE
GRWD1,GRWD1
RGS18,RGS18
ZNF394,ZNF394
SLC35D3,SLC35D3
EEF1AKMT3,EEF1AKMT3
CTF1,CTF1
PDZD9,PDZD9
GNPAT,GNPAT
HLA-DMB,HLA-DMB
ACKR3,ACKR3
KCNIP2,KCNIP2
ZNF655,ZNF655
DTYMK,DTYMK
NDEL1,NDEL1
TSFM,TSFM
ZMAT2,ZMAT2
KCNJ14,KCNJ14
NDUFB6,NDUFB6
MIR224,MIR224
MIR452,MIR452
EMD,EMD
HLA-DMA,HLA-DMA
SERPINA12,SERPINA12
SULT2B1,SULT2B1
TOPORS,TOPORS
PARP2,PARP2
NOTCH1,NOTCH1
RPL18,RPL18
MRPL14,MRPL14
GTF3C4,GTF3C4
MYOD1,MYOD1
TMEM63B,TMEM63B
FRMPD3,FRMPD3
KCNC1,KCNC1
AK8,AK8
TGFB2,TGFB2
PPP3R1,PPP3R1
AANAT,AANAT
C16orf46,C20H16orf46
TRAPPC2,TRAPPC2
LUC7L,LUC7L
SPACA9,SPACA9
REXO2,REXO2
RNU6-713P,U6
RBM43,RBM43
ZNF652,ZNF652
C12orf50,C12orf50
GFI1B,GFI1B
TPST2,TPST2
MTHFS,MTHFS
CCNL1,CCNL1
ODR4,C27H1orf27
SP100,SP100
WDR81,WDR81
BCL2A1,BCL2A1
RIOK3,RIOK3
SPHK2,SPHK2
TMEM225B,TMEM225B
SPG21,SPG21
DGLUCY,C3H14orf159
TMEM35A,TMEM35A
CENPI,CENPI
FMO4,FMO4
CAPN11,CAPN11
ZSCAN25,ZSCAN25
LRSAM1,LRSAM1
PLAT,PLAT
PCK1,PCK1
SLC7A4,SLC7A4
NSL1,NSL1
HAUS7,HAUS7
ZBP1,ZBP1
LRRC43,LRRC43
POLR1C,POLR1C
DBP,DBP
JMJD6,JMJD6
HFM1,HFM1
Y_RNA,Y_RNA
RMC1,RMC1
NXPE4,NXPE4
IL31,IL31
CNTNAP2,CNTNAP2
CA11,CA11
B3GNT4,B3GNT4
PCDHA12,PCDHA12
RN7SL828P,Metazoa_SRP
MPZL2,MPZL2
SAT1,SAT1
CIMIP1,C18H20orf85
SNORA53,SNORA53
TMEM205,TMEM205
IKBIP,IKBIP
XPO6,XPO6
ANKRD60,ANKRD60
CD40,CD40
PHOSPHO1,PHOSPHO1
NCEH1,NCEH1
RBP5,RBP5
STARD8,STARD8
TMEM95,TMEM95
CLSTN3,CLSTN3
KNDC1,KNDC1
NUDT16,NUDT16
MTFMT,MTFMT
VPREB3,VPREB3
DIPK2A,C1H3orf58
C22orf15,CUNH22orf15
GALNT2,GALNT2
NPC1,NPC1
CCDC159,CCDC159
PCDHAC2,PCDHAC2
RABL3,RABL3
MATN4,MATN4
U3,U3
SLC51B,SLC51B
MTMR2,MTMR2
FMO1,FMO1
SRRM3,SRRM3
RASL12,RASL12
TLX3,TLX3
PDCD7,PDCD7
ATXN7,ATXN7
YWHAG,YWHAG
FGF18,FGF18
SSC4D,SSC4D
FGF8,FGF8
SWSAP1,SWSAP1
CLPX,CLPX
FOXI1,FOXI1
EPOR,EPOR
SPRTN,SPRTN
YIPF3,YIPF3
KCNMB1,KCNMB1
Y_RNA,Y_RNA
ANKRD29,ANKRD29
NME1,NME1
ADA,ADA
PAFAH1B2,PAFAH1B2
AMOT,AMOT
EGLN1,EGLN1
MYRFL,MYRFL
ZNF205,ZNF205
LCP2,LCP2
GFRA1,GFRA1
CRPPA,ISPD
GNG4,GNG4
RGL3,RGL3
CILP,CILP
TAGLN,TAGLN
DSC2,DSC2
MYOCD,MYOCD
ZBBX,ZBBX
PAPPA2,PAPPA2
SOSTDC1,SOSTDC1
KCNMB4,KCNMB4
SNORA24B,SNORA24B
PAQR5,PAQR5
LDHD,LDHD
RNU4-65P,U4
A2M,A2M
ACTB,ACTB
MMRN2,MMRN2
Y_RNA,Y_RNA
XPO5,XPO5
HARS1,HARS1
FLYWCH1,FLYWCH1
SNCG,SNCG
PPP2R5A,PPP2R5A
POLB,POLB
RNF214,RNF214
SHLD2,FAM35A
KIF23,KIF23
METTL23,METTL23
ADGRA1,ADGRA1
ZRANB3,ZRANB3
GPAM,GPAM
SPMIP3,SPMIP3
ODAD3,CCDC151
PLA2G4A,PLA2G4A
POLH,POLH
CD99,CD99
MKS1,MKS1
FSCN1,FSCN1
NGLY1,NGLY1
SHCBP1L,SHCBP1L
GTPBP2,GTPBP2
AVPR1A,AVPR1A
ELAVL3,ELAVL3
MSRB3,MSRB3
CEP164,CEP164
SMARCD3,SMARCD3
TECTB,TECTB
SPHKAP,SPHKAP
LPGAT1,LPGAT1
ZNF653,ZNF653
MAD2L1BP,MAD2L1BP
ZEB1,ZEB1
RSPH9,RSPH9
DKK4,DKK4
IGIP,IGIP
CYSTM1,CYSTM1
PGC,PGC
VDAC3,VDAC3
TMEM17,TMEM17
TATDN3,TATDN3
CNN1,CNN1
PFDN1,PFDN1
FRS3,FRS3
ADCY4,ADCY4
PRICKLE4,PRICKLE4
DMTF1,DMTF1
SPATS2L,SPATS2L
LRRC55,LRRC55
SRP19,SRP19
TNKS1BP1,TNKS1BP1
KIAA0930,KIAA0930
VARS1,VARS1
KASH5,KASH5
NKD1,NKD1
C12orf75,C12orf75
SARM1,SARM1
SSRP1,SSRP1
CCN5,CCN5
VCP,VCP
TATDN1,TATDN1
SUN5,SUN5
OXSM,OXSM
ZNF268,ZNF268
TUBGCP2,TUBGCP2
PRG3,PRG3
ADGRG1,ADGRG1
MAMLD1,MAMLD1
UPK3A,UPK3A
SLC46A1,SLC46A1
MIR1224,MIR1224
ALG3,ALG3
LSM2,LSM2
HSD17B10,HSD17B10
PTH2,PTH2
SLC17A7,SLC17A7
BPIFB2,BPIFB2
FAM118A,FAM118A
HSPA1L,HSPA1L
UNC119,UNC119
ZFP92,ZFP92
C14orf132,C14orf132
SNORD48,SNORD48
ZBTB12,ZBTB12
CSNK2B,CSNK2B
NUDT22,NUDT22
BPIFB6,BPIFB6
ESRRB,ESRRB
PDZD4,PDZD4
MBLAC2,MBLAC2
BPIFB4,BPIFB4
SMC1B,SMC1B
ZDHHC6,ZDHHC6
SELP,SELP
ALDH16A1,ALDH16A1
FOXN3,FOXN3
FKBP2,FKBP2
ALDOC,ALDOC
EEF1AKMT4,EEF1AKMT4
BPIFA2,BPIFA2
RIBC2,RIBC2
LYSMD3,LYSMD3
DSG2,DSG2
IGF2R,IGF2R
MMP14,MMP14
FBLN1,FBLN1
BPIFA3,BPIFA3
MYO5C,MYO5C
DYRK2,DYRK2
TC2N,TC2N
ZNF41,ZNF41
OSBPL5,OSBPL5
GABRG2,GABRG2
CAMK2N2,CAMK2N2
WASHC4,WASHC4
BPIFB1,BPIFB1
PSMD2,PSMD2
FLT3LG,FLT3LG
NODAL,NODAL
EBF3,EBF3
CAMK1G,CAMK1G
SLC22A1,SLC22A1
CDK5RAP1,CDK5RAP1
TRIP11,TRIP11
F9,F9
C10orf143,C10orf143
TFEB,TFEB
ZNF672,ZNF672
MTSS1,MTSS1
ACSL5,ACSL5
LAMB3,LAMB3
FATE1,FATE1
NDUFB1,NDUFB1
CPSF2,CPSF2
SNORD32A,SNORD33
SNORD33,SNORD33
SNORD34,SNORD34
SNORD35A,SNORD35A
CSDC2,CSDC2
RPS11,RPS11
PDXP,PDXP
SPAG5,SPAG5
KCNC2,KCNC2
ARHGEF10L,ARHGEF10L
KCNV2,KCNV2
TOX4,TOX4
VLDLR,VLDLR
SNORD35B,SNORD35B
MIR150,MIR150
FCGRT,FCGRT
CHSY1,CHSY1
GPC4,GPC4
ROCK1,ROCK1
SGSM1,SGSM1
TM2D3,TM2D3
CARS1,CARS1
SNTA1,SNTA1
GPR173,GPR173
ZFC3H1,ZFC3H1
TSPYL2,TSPYL2
BPIFB3,BPIFB3
EIF4G1,EIF4G1
DNMT3B,DNMT3B
SH3GLB2,SH3GLB2
METTL3,METTL3
MIR107,MIR107
CSGALNACT2,CSGALNACT2
GSR,GSR
RASGEF1A,RASGEF1A
TARS3,TARS3
RNA5SP524,5S_rRNA
TAB3,TAB3
RCN3,RCN3
SDF2,SDF2
ANGEL2,ANGEL2
TNS2,TNS2
NOSIP,NOSIP
SALL2,SALL2
SEC11C,SEC11C
SUPT6H,SUPT6H
C6orf118,C6orf118
RNU6-730P,U6
VCPKMT,VCPKMT
RN7SL366P,Metazoa_SRP
MED12,MED12
RN7SL37P,Metazoa_SRP
CEP120,CEP120
BRINP2,BRINP2
SOS2,SOS2
ZNF516,ZNF516
ZKSCAN5,ZKSCAN5
PCSK6,PCSK6
NEK7,NEK7
PRR3,PRR3
UBXN8,UBXN8
TMEM130,TMEM130
GATA6,GATA6
DOLPP1,DOLPP1
PGBD5,PGBD5
PPP1R10,PPP1R10
FMR1,FMR1
RBBP8,RBBP8
PRRG2,PRRG2
AOC1,AOC1
PLEKHM3,PLEKHM3
PPP2CB,PPP2CB
RRAS,RRAS
PKN3,PKN3
IQCA1,IQCA1
L2HGDH,L2HGDH
FAXDC2,FAXDC2
MRPS18B,MRPS18B
SCAF1,SCAF1
RNF216,RNF216
TEX15,TEX15
CPT1A,CPT1A
RAB34,RAB34
DGCR8,DGCR8
C6orf136,C6H6orf136
TMEM71,TMEM71
CDKL1,CDKL1
ZDHHC12,ZDHHC12
PYGB,PYGB
IRF3,IRF3
ADAM9,ADAM9
RPGRIP1,RPGRIP1
ZER1,ZER1
PHF14,PHF14
GEMIN5,GEMIN5
INPP5D,INPP5D
DHX16,DHX16
SMTN,SMTN
CTNNA3,CTNNA3
RN7SL745P,Metazoa_SRP
Y_RNA,Y_RNA
ABHD12,ABHD12
CHST9,CHST9
ENDOG,ENDOG
NKAIN3,NKAIN3
MRPL21,MRPL21
SPOUT1,SPOUT1
DENND3,DENND3
NUP133,NUP133
KLHL14,KLHL14
DNAJC12,DNAJC12
TPCN2,TPCN2
SIRT1,SIRT1
GABRB2,GABRB2
TRAPPC8,TRAPPC8
CEP41,CEP41
RGS21,RGS21
RGS1,RGS1
ABCF1,ABCF1
KYAT1,KYAT1
PGBD2,PGBD2
SELENOM,SELENOM
COX16,COX16
ASIP,ASIP
DNAJB12,DNAJB12
FLVCR1,FLVCR1
AHCY,AHCY
ADGRG3,ADGRG3
IQANK1,IQANK1
PLA2G3,PLA2G3
SAMD12,SAMD12
RNF185,RNF185
FBXL15,FBXL15
USH2A,USH2A
SYNJ2BP,SYNJ2BP
MAP1LC3A,MAP1LC3A
NPM2,NPM2
ADAM21,ADAM21
ADAM20,ADAM20
MED6,MED6
UBE4A,UBE4A
CCDC93,CCDC93
CCNI2,CCNI2
LIMK2,LIMK2
PIGU,PIGU
DRC7,DRC7
RNU6-1050P,U6
LBX1,LBX1
LRRC8A,LRRC8A
RNF125,RNF125
ADAM12,ADAM12
PHYHD1,PHYHD1
DYNLRB1,DYNLRB1
TTC39C,TTC39C
ITCH,ITCH
FGF17,FGF17
FAM135A,FAM135A
PIGB,PIGB
MTX2,MTX2
FHIP2B,FAM160B2
INSC,INSC
Y_RNA,Y_RNA
RNU5A-6P,U5
CABYR,CABYR
MIR628,MIR628
CLINT1,CLINT1
SEPTIN3,SEPT3
RSL24D1,RSL24D1
TTC9,TTC9
LAMB1,LAMB1
SNORD4A,SNORD4A
SNORD42A,SNORD42
SNORD4B,SNORD4B
TLCD1,TLCD1
MAP3K9,MAP3K9
ADSS2,ADSS
WDR75,WDR75
KATNB1,KATNB1
NEK8,NEK8
HR,HR
PLD5,PLD5
DOLK,DOLK
NUP188,NUP188
SEC23A,SEC23A
FARP2,FARP2
ST7L,ST7L
KCNJ2,KCNJ2
CHP1,CHP1
ZACN,ZACN
DEPDC5,DEPDC5
LIPK,LIPK
GINS1,GINS1
RNU6-20P,U6
MPP7,MPP7
CYLD,CYLD
GALR2,GALR2
LPCAT3,LPCAT3
EXOC7,EXOC7
CPT1C,CPT1C
REEP4,REEP4
FOXA2,FOXA2
POLR3F,POLR3F
NUSAP1,NUSAP1
ROS1,ROS1
SFMBT2,SFMBT2
IGSF9B,IGSF9B
OSBPL1A,OSBPL1A
CRAT,CRAT
RBBP9,RBBP9
TMCO6,TMCO6
TRAPPC6B,TRAPPC6B
TRIM34,TRIM34
C1R,C1R
DYNC2I2,DYNC2I2
SEMA4D,SEMA4D
TOMM6,TOMM6
SLC43A3,SLC43A3
LGI3,LGI3
PTPRK,PTPRK
BRD8,BRD8
FRMD7,FRMD7
AREL1,AREL1
STK25,STK25
BMP1,BMP1
NDUFAF1,NDUFAF1
MAOA,MAOA
MXRA5,MXRA5
ITPKA,ITPKA
FXYD4,FXYD4
XPR1,XPR1
LTK,LTK
Metazoa_SRP,Metazoa_SRP
SNORD3J,U3
RNU7-193P,U7
ZNF239,ZNF239
TSKS,TSKS
STYXL2,DUSP27
ZNF32,ZNF32
TMEM145,TMEM145
CCNJ,CCNJ
ZNF510,ZNF510
ASTN2,ASTN2
COLGALT2,COLGALT2
FCF1,FCF1
PRF1,PRF1
MAGT1,MAGT1
SH3GL1,SH3GL1
RPAP1,RPAP1
ADAMTS14,ADAMTS14
C11orf54,C5H11orf54
SDCCAG8,SDCCAG8
RBCK1,RBCK1
YLPM1,YLPM1
PCBD1,PCBD1
TBATA,TBATA
GABRQ,GABRQ
SLC35F3,SLC35F3
GABRA2,GABRA2
TLX1,TLX1
SPIRE2,SPIRE2
MAEL,MAEL
CALHM2,CALHM2
TYRO3,TYRO3
RARRES2,RARRES2
CHAF1A,CHAF1A
CALHM1,CALHM1
CALHM3,CALHM3
Y_RNA,Y_RNA
PTPN20,PTPN20
LGALS3,LGALS3
NUP205,NUP205
UBXN6,UBXN6
TCF25,TCF25
SPO11,SPO11
KLF13,KLF13
DLGAP5,DLGAP5
RASGRF1,RASGRF1
LRRC26,LRRC26
DTHD1,DTHD1
OMD,OMD
NSDHL,NSDHL
LCN8,LCN8
ARID4B,ARID4B
GPSM1,GPSM1
RAE1,RAE1
HDGFL2,HDGFL2
KLC2,KLC2
SCRN1,SCRN1
NPNT,NPNT
ATG4B,ATG4B
KLHL15,KLHL15
MTM1,MTM1
PHYHIP,PHYHIP
FOXJ1,FOXJ1
SKA2,SKA2
RAPGEF6,RAPGEF6
FKBP14,FKBP14
POMT1,POMT1
ATG14,ATG14
FAM131A,FAM131A
POLR3D,POLR3D
MIR301A,MIR301A
Y_RNA,Y_RNA
AEBP1,AEBP1
ZFYVE26,ZFYVE26
MC1R,MC1R
GAS8,GAS8
PLIN5,PLIN5
FAM222A,FAM222A
CTSH,CTSH
RBM38,RBM38
LRG1,LRG1
TP53I11,TP53I11
RTN4RL1,RTN4RL1
MIRLET7I,MIRLET7I
DPH1,DPH1
ACOT8,ACOT8
TRPV4,TRPV4
CLCN2,CLCN2
MYL7,MYL7
PIWIL2,PIWIL2
NLGN3,NLGN3
SNRNP70,SNRNP70
DBNDD1,DBNDD1
CRISP3,CRISP3
VPS37D,VPS37D
ANAPC4,ANAPC4
DEFB121,DEFB121
DEFB123,DEFB123
SH3BP5L,SH3BP5L
STX1A,STX1A
DEFB124,DEFB124
REM1,REM1
RNY4P3,Y_RNA
SNORA70,SNORA70
MIR138-2,MIR138-2
SLC12A3,SLC12A3
WNT2B,WNT2B
TM9SF4,TM9SF4
SPA17,SPA17
LAS1L,LAS1L
MTHFD1L,MTHFD1L
OVCA2,OVCA2
FYB2,FYB2
LIN7B,LIN7B
EHF,EHF
MIR132,MIR132
MIR212,MIR212
HIC1,HIC1
SMG6,SMG6
CDC7,CDC7
KIF3B,KIF3B
C1QTNF7,C1QTNF7
MYO1B,MYO1B
NOL4L,NOL4L
BRMS1L,BRMS1L
MIR599,MIR599
RN7SL350P,Metazoa_SRP
GUCY1A1,GUCY1A1
NHS,NHS
MRPS18A,MRPS18A
METTL27,METTL27
SMYD3,SMYD3
SULF2,SULF2
FBXO9,FBXO9
LPAR4,LPAR4
LPXN,LPXN
PHF6,PHF6
TMEM270,TMEM270
DLEC1,DLEC1
RABGGTA,RABGGTA
RBM28,RBM28
REXO1,REXO1
RMDN1,RMDN1
SCN4B,SCN4B
OPN4,OPN4
BNIP3,BNIP3
SRR,SRR
HERPUD1,HERPUD1
YWHAB,YWHAB
PLCB3,PLCB3
ATP6V1G2,ATP6V1G2
CYP2E1,CYP2E1
MPIG6B,MPIG6B
KCTD3,KCTD3
KLF16,KLF16
FGF7,FGF7
PABPC1L,PABPC1L
TSR1,TSR1
HPRT1,HPRT1
ABHD17A,ABHD17A
MIR450A2,MIR450A2
MIR542,MIR542
MIR424,MIR424
PLAC1,PLAC1
PYGO1,PYGO1
PABIR2,PABIR2
SYCE1,SYCE1
GNB5,GNB5
SOHLH1,SOHLH1
ALKBH4,ALKBH4
ZC3H12A,ZC3H12A
CYB561,CYB561
LRWD1,LRWD1
HHAT,HHAT
CPNE3,CPNE3
KCNT1,KCNT1
SPRN,SPRN
ACAA1,ACAA1
TIMM13,TIMM13
PBLD,PBLD
LMNB2,LMNB2
TOMM34,TOMM34
CLIC5,CLIC5
PPP4R3A,PPP4R3A
KCNS1,KCNS1
HNRNPH3,HNRNPH3
ZNF787,ZNF787
RN7SL225P,Metazoa_SRP
CCDC81,CCDC81
ZNF444,ZNF444
WFDC12,WFDC12
PI3,PI3
PHF8,PHF8
LINGO1,LINGO1
GUCY1B1,GUCY1B3
SEMA6A,SEMA6A
DEFB116,DEFB116
DEFB118,DEFB118
PAX1,PAX1
CNGB3,CNGB3
CFAP69,CFAP69
HMCN1,HMCN1
ZNF341,ZNF341
HAPLN3,HAPLN3
GLTP,GLTP
TECR,TECR
TACR2,TACR2
ALG9,ALG9
ACE,ACE
RIPK1,RIPK1
ZMIZ1,ZMIZ1
PLCZ1,PLCZ1
NOL7,NOL7
SFTPC,SFTPC
RANBP9,RANBP9
ESR2,ESR2
CPNE2,CPNE2
PSAP,PSAP
RANBP3L,RANBP3L
SNX9,SNX9
PDC,PDC
MIR34A,MIR34A
Y_RNA,Y_RNA
ZNF133,ZNF133
RNU7-62P,U7
RNU6-786P,U6
Y_RNA,Y_RNA
SYNJ2,SYNJ2
GTPBP10,GTPBP10
RN7SL62P,Metazoa_SRP
RNU6-503P,U6
MIR30E,MIR30E
RNU6-750P,U6
MIR30C1,MIR30C1
MIR760,MIR760
SEPTIN2,SEPT2
Y_RNA,Y_RNA
TRIM36,TRIM36
RNU2-12P,U2
TFG,TFG
RNU6-609P,U6
FAT4,FAT4
RNU6-570P,U6
MIR205,MIR205
PIK3C2G,PIK3C2G
RNU6-1205P,U6
PHAF1,PHAF1
ABRA,ABRA
FZD3,FZD3
RNU6-1240P,U6
CAMK2N1,CAMK2N1
FDXACB1,FDXACB1
MUL1,MUL1
AAGAB,AAGAB
FAM43B,FAM43B
CDA,CDA
CFAP68,CFAP68
PINK1,PINK1
INTS9,INTS9
NDUFB7,NDUFB7
TMEM165,TMEM165
MAP3K3,MAP3K3
SCARNA18B,SCARNA18B
B3GALT2,B3GALT2
MEGF8,MEGF8
LGALS12,LGALS12
MIER3,MIER3
CLDN12,CLDN12
LRRC40,LRRC40
Y_RNA,Y_RNA
RN7SL242P,Metazoa_SRP
ANKRD13C,ANKRD13C
TJP1,TJP1
FAM120C,FAM120C
CHGB,CHGB
TRADD,TRADD
TRMT6,TRMT6
CDK14,CDK14
RNU2-40P,U2
FBXL8,FBXL8
NYX,NYX
C4orf36,CUNH4orf36
EPYC,EPYC
ATL3,ATL3
CAMK1D,CAMK1D
E2F2,E2F2
MEP1A,MEP1A
LUM,LUM
ID3,ID3
HAUS4,HAUS4
RPL11,RPL11
RTN3,RTN3
MATCAP1,KIAA0895L
DCN,DCN
MCM8,MCM8
MICU1,MICU1
KLHL8,KLHL8
RBMX2,RBMX2
TARS1,TARS1
MAPK13,MAPK13
PITHD1,PITHD1
EXOC3L1,EXOC3L1
IKBKB,IKBKB
GALE,GALE
CNFN,CNFN
CXCL17,CXCL17
DACH2,DACH2
ZFTA,C5H11orf95
BRPF3,BRPF3
E2F4,E2F4
SPINDOC,C5H11orf84
ELF4,ELF4
SAAL1,SAAL1
RBP4,RBP4
CRLS1,CRLS1
COL4A6,COL4A6
CAV1,CAV1
ELMO3,ELMO3
LIMD2,LIMD2
APCS,APCS
HSD17B13,HSD17B13
ARHGAP21,ARHGAP21
LRRN4,LRRN4
DUSP23,DUSP23
COX6A1,COX6A1
HSD17B11,HSD17B11
HSPA9,HSPA9
ATRN,ATRN
TRIAP1,TRIAP1
GATC,GATC
NFE2L3,NFE2L3
KPNB1,KPNB1
POU4F2,POU4F2
CNGA1,CNGA1
SLAMF8,SLAMF8
TMEM208,TMEM208
SLC5A1,SLC5A1
ETV7,ETV7
CFAP45,CFAP45
ADAMTS17,ADAMTS17
FITM1,FITM1
OR4K2,OR4K2
CAMSAP3,CAMSAP3
GFRA4,GFRA4
FBXO7,FBXO7
FHOD1,FHOD1
PSMA2,PSMA2
PRIMPOL,PRIMPOL
SMOX,SMOX
OR10G3,OR10G3
POP5,POP5
SLAMF9,SLAMF9
LINS1,LINS1
RALGAPA1,RALGAPA1
XAB2,XAB2
RNU6-600P,U6
CCDC65,CCDC65
TIMP3,TIMP3
ALS2CL,ALS2CL
JMJD1C,JMJD1C
SYN3,SYN3
CMTR1,CMTR1
ATP1A1,ATP1A1
ASB7,ASB7
FKBP11,FKBP11
DNAJC2,DNAJC2
CENPU,CENPU
OR10Q1,OR10Q1
SLC9A5,SLC9A5
TBX21,TBX21
FERMT1,FERMT1
CCDC167,CCDC167
MRPL10,MRPL10
MDGA1,MDGA1
CERS3,CERS3
OXR1,OXR1
PCP2,PCP2
LMNTD2,LMNTD2
RETN,RETN
NOXA1,NOXA1
WNT10B,WNT10B
LRRC46,LRRC46
SIRT5,SIRT5
FCER2,FCER2
RASSF7,RASSF7
KCTD19,KCTD19
DDN,DDN
SCRN2,SCRN2
TET2,TET2
RNU6-817P,U6
Y_RNA,Y_RNA
DZANK1,DZANK1
ZBTB41,ZBTB41
RHEBL1,RHEBL1
SMC3,SMC3
PNPLA1,PNPLA1
EFNA4,EFNA4
ATXN10,ATXN10
DHH,DHH
ANKRA2,ANKRA2
IL21,IL21
RNU6-694P,U6
UBAP2,UBAP2
LIMK1,LIMK1
EFNA3,EFNA3
PHRF1,PHRF1
RN7SKP118,7SK
LRRC36,LRRC36
EFNA1,EFNA1
RN7SL363P,Metazoa_SRP
FES,FES
NELFA,NELFA
WNT7B,WNT7B
PRR36,PRR36
TMIE,TMIE
SLC50A1,SLC50A1
PECAM1,PECAM1
LRRC8E,LRRC8E
MYPN,MYPN
RN7SL140P,Metazoa_SRP
ARF3,ARF3
RNU6-843P,U6
HLA-DOB,HLA-DOB
RN7SL414P,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
MAP2K7,MAP2K7
RNU1-32P,U1
RN7SL18P,Metazoa_SRP
Y_RNA,Y_RNA
Y_RNA,Y_RNA
PTH1R,PTH1R
POLG2,POLG2
RN7SKP203,7SK
RNU6-827P,U6
RN7SKP224,7SK
RNU6-1312P,U6
SREBF2,SREBF2
MIR590,MIR590
SNORD89,SNORD89
RNU6-675P,U6
RN7SKP102,7SK
RN7SKP141,7SK
