Gene name,White-tufted-ear marmoset gene name
CIMAP1B,CIMAP1B
STARD5,STARD5
SLC30A4,SLC30A4
RBMS3,RBMS3
SNORD115,SNORD115
TRAPPC14,C7orf43
CCDC7,CCDC7
UQCRB,UQCRB
EIF3D,EIF3D
Y_RNA,Y_RNA
SEC14L2,SEC14L2
SPP1,SPP1
FGF8,FGF8
U6,U6
PARP16,PARP16
TNKS2,TNKS2
SNORA24B,SNORA24B
FOXG1,FOXG1
FBLN2,FBLN2
MTERF3,MTERF3
SNORA41B,SNORA41B
ANGEL1,ANGEL1
TYRO3,TYRO3
FHIP1A,FHIP1A
SLC51A,SLC51A
U5,U5
U6,U6
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
TMC3,TMC3
BLOC1S6,BLOC1S6
IGDCC3,IGDCC3
SLC26A2,SLC26A2
RBBP5,RBBP5
U1,U1
FXYD4,FXYD4
FOXRED2,FOXRED2
U6,U6
JCAD,JCAD
CBX6,CBX6
GABRP,GABRP
PKD2,PKD2
RFTN1,RFTN1
GAL3ST4,GAL3ST4
SQOR,SQOR
PTDSS1,PTDSS1
ASCL5,ASCL5
IL12A,IL12A
ISLR2,ISLR2
TXN2,TXN2
DHDDS,DHDDS
PRKD1,PRKD1
HNRNPF,HNRNPF
WFS1,WFS1
U6,U6
CYP2W1,CYP2W1
ABHD18,ABHD18
HAND2,HAND2
MAP4K5,MAP4K5
Y_RNA,Y_RNA
MTPAP,MTPAP
IGDCC4,IGDCC4
MGA,MGA
HMGXB3,HMGXB3
XBP1,XBP1
CHD8,CHD8
GPC2,GPC2
ISLR,ISLR
WIPI2,WIPI2
MEX3B,MEX3B
NPTXR,NPTXR
RANBP17,RANBP17
TMEM9,TMEM9
OR8K1,OR8K1
SDC2,SDC2
PAG1,PAG1
ZNF239,ZNF239
FGL1,FGL1
NCAPH2,NCAPH2
DNAL4,DNAL4
IRF4,IRF4
SLC25A37,SLC25A37
PCYT1A,PCYT1A
FPGT,TNNI3K
CCDC117,CCDC117
Y_RNA,Y_RNA
WNT7A,WNT7A
STRA6,STRA6
CPQ,CPQ
Y_RNA,Y_RNA
ZCWPW2,ZCWPW2
EFL1,EFL1
OXNAD1,OXNAD1
CYP21A2,CYP21A2
KIN,KIN
GATB,GATB
HSCB,HSCB
SLC45A4,SLC45A4
CTTNBP2,CTTNBP2
LRRC74A,LRRC74A
Metazoa_SRP,Metazoa_SRP
DUSP22,DUSP22
CSF1R,CSF1R
ITGB1,ITGB1
LARP1B,LARP1B
U7,U7
GRB10,GRB10
SLC29A4,SLC29A4
TLX3,TLX3
PRR3,PRR3
TSPYL5,TSPYL5
SUN2,SUN2
XPC,XPC
U3,U3
SHH,SHH
TM4SF19,TM4SF19
AZI2,AZI2
U6,U6
DPP8,DPP8
PCDHB6,PCDHB6
MIR1306,MIR1306
CHEK2,CHEK2
U6,U6
SNORA70,SNORA70
MYH9,MYH9
MIR3618,MIR3618
EML5,EML5
Metazoa_SRP,Metazoa_SRP
REM1,REM1
PGRMC2,PGRMC2
IFT80,IFT80
GNL1,GNL1
STAG3,STAG3
RNF215,RNF215
DSTYK,DSTYK
GPR20,GPR20
PRKCQ,PRKCQ
RNF111,RNF111
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
JAKMIP1,JAKMIP1
UBXN7,UBXN7
PTP4A3,PTP4A3
ABCG2,ABCG2
FABP5,FABP5
TANGO2,TANGO2
GPR146,GPR146
MAPKBP1,MAPKBP1
PDGFRB,PDGFRB
FGF18,FGF18
CRYBG2,CRYBG2
CCDC157,CCDC157
ZNF595,ZNF595
GPER1,GPER
PMP2,PMP2
SEMA6D,SEMA6D
PCM1,PCM1
U6,U6
CIPC,CIPC
UNCX,UNCX
Metazoa_SRP,Metazoa_SRP
TNRC18,TNRC18
Y_RNA,Y_RNA
FBXW7,FBXW7
RNF168,RNF168
TTC28,TTC28
JADE1,JADE1
PKP1,PKP1
G2E3,G2E3
CCDC33,CCDC33
MTDH,MTDH
RNF32,RNF32
DPH3,DPH3
DDC,DDC
MCM4,MCM4
Metazoa_SRP,Metazoa_SRP
BTAF1,BTAF1
MICALL2,MICALL2
HEATR5A,HEATR5A
TMEM43,TMEM43
TMEM63C,TMEM63C
WDR53,WDR53
mml-mir-185,MIR185
SF3A1,SF3A1
SMIM23,SMIM23
ATP5F1C,ATP5F1C
FBXO45,FBXO45
NUP153,NUP153
FABP9,FABP9
Metazoa_SRP,Metazoa_SRP
EOMES,EOMES
ENTPD7,ENTPD7
MAMU-E,HLA-E
NRROS,NRROS
PIGG,PIGG
FABP4,FABP4
MIOX,MIOX
GALNT15,GALNT15
ARVCF,ARVCF
U1,U1
LMBR1,LMBR1
NKX2-6,NKX2-6
FABP12,FABP12
FIGNL1,FIGNL1
U6,U6
CYP11A1,CYP11A1
COX15,COX15
TAF3,TAF3
NRP1,NRP1
SLC4A7,SLC4A7
U6,U6
OTOR,OTOR
TNNT2,TNNT2
PIGX,PIGX
CDX1,CDX1
GATA3,GATA3
ZDHHC22,ZDHHC22
U7,U7
SCFD1,SCFD1
Metazoa_SRP,Metazoa_SRP
LRRC18,LRRC18
NOM1,NOM1
CCNB2,CCNB2
ADM2,ADM2
Metazoa_SRP,Metazoa_SRP
SLC6A7,SLC6A7
SCLT1,SCLT1
SEMA7A,SEMA7A
PAK2,PAK2
GBE1,GBE1
CUTC,CUTC
INTS1,INTS1
SKIDA1,SKIDA1
FBXW11,FBXW11
SLC24A5,SLC24A5
CD52,CD52
LSM8,LSM8
KCNMA1,KCNMA1
SMC4,SMC4
AJUBA,AJUBA
SLC6A6,SLC6A6
LAD1,LAD1
COMT,COMT
IKZF1,IKZF1
ARHGAP22,ARHGAP22
C14H11orf42,C11orf42
TBC1D10A,TBC1D10A
TMCC2,TMCC2
UBXN11,UBXN11
Metazoa_SRP,Metazoa_SRP
ANKRD7,ANKRD7
SFMBT2,SFMBT2
SYNCRIP,SYNCRIP
MYEF2,MYEF2
Metazoa_SRP,Metazoa_SRP
U4,U4
TMEM154,TMEM154
ANKRD28,ANKRD28
C7H14orf93,C14orf93
U6,U6
SNORD116,SNORD116
HACD3,HACD3
TNNI1,TNNI1
SNORD116,SNORD116
STK19,STK19
U6,U6
SLC10A5,SLC10A5
SNORD116,SNORD116
Metazoa_SRP,Metazoa_SRP
SNORD116,SNORD116
Metazoa_SRP,Metazoa_SRP
POMT2,POMT2
SNORD116,SNORD116
PLCB1,PLCB1
MLLT10,MLLT10
PSMB11,PSMB11
PITPNB,PITPNB
UBE3C,UBE3C
GTPBP1,GTPBP1
SENP5,SENP5
GRIP2,GRIP2
GTF2H1,GTF2H1
FBXO8,FBXO8
ATL1,ATL1
ZFAND1,ZFAND1
NUAK2,NUAK2
SBF1,SBF1
PSMB5,PSMB5
ARFIP1,ARFIP1
ARID3B,ARID3B
ABCC2,ABCC2
PPM1K,PPM1K
mml-mir-15b,cja-mir-15b
KCND2,KCND2
PHLDA3,PHLDA3
TXNRD2,TXNRD2
SKIC2,SKIC2
MAPK8,MAPK8
CAMK2A,CAMK2A
Y_RNA,Y_RNA
KLHDC8A,KLHDC8A
TRIM59,TRIM59
ZNF485,ZNF485
NEK10,NEK10
CEP85,CEP85
CLK3,CLK3
U4,U4
SLC28A1,SLC28A1
U7,U7
U6,U6
CDH24,CDH24
TSPAN12,TSPAN12
CSRP1,CSRP1
MYO1E,MYO1E
ADGRB1,ADGRB1
CSE1L,CSE1L
TTC8,TTC8
SPMIP7,SPMIP7
LEMD1,LEMD1
CTXN2,CTXN2
KPNA4,KPNA4
CCDC174,CCDC174
CHMP4C,CHMP4C
JOSD1,JOSD1
PNLDC1,PNLDC1
ING3,ING3
Metazoa_SRP,Metazoa_SRP
U6,U6
CELF2,CELF2
LIF,LIF
Y_RNA,Y_RNA
INTS14,INTS14
SNX14,SNX14
ZPBP,ZPBP
SNX16,SNX16
EDC3,EDC3
MN1,MN1
MIR135B,MIR135B
mml-mir-589,cja-mir-589
NCBP2,NCBP2
U6,U6
CDK18,CDK18
SAV1,SAV1
C2H3orf20,C3orf20
SNORD116,SNORD116
Y_RNA,Y_RNA
LRRC3B,LRRC3B
SLC12A1,SLC12A1
HORMAD2,HORMAD2
SNORD116,SNORD116
FOXN3,FOXN3
U6,U6
SNORD116,SNORD116
CBY1,CBY1
SLC24A1,SLC24A1
PIGZ,PIGZ
CRMP1,CRMP1
SNORD116,SNORD116
FHDC1,FHDC1
PLA2G4B,PLA2G4B
FSCN1,FSCN1
SNORD116,SNORD116
MELTF,MELTF
U6,U6
NAV1,NAV1
VWC2,VWC2
JRK,JRK
Metazoa_SRP,Metazoa_SRP
CYP1A1,CYP1A1
FGD5,FGD5
MATN2,MATN2
OXSM,OXSM
FAM227A,FAM227A
COCH,COCH
DTD2,DTD2
HERC6,HERC6
SNORA72,SNORA72
GSTZ1,GSTZ1
SNORD108,SNORD108
LY6K,LY6K
CPEB3,CPEB3
SNORD64,SNORD64
NGLY1,NGLY1
GPR33,GPR33
BTD,BTD
THEM6,THEM6
PPM1L,PPM1L
ZNF592,ALPK3
SLURP1,SLURP1
ROBO1,ROBO1
SNORD9,SNORD9
FRMPD2,FRMPD2
CYP1A2,CYP1A2
SNORD8,SNORD8
U6,U6
MFSD4A,MFSD4A
NUBPL,NUBPL
Metazoa_SRP,Metazoa_SRP
LYPD2,LYPD2
CRYBA4,CRYBA4
MTMR3,MTMR3
NR2C2,NR2C2
TCP1,TCP1
DNAJC1,DNAJC1
CRYBB1,CRYBB1
TMED8,TMED8
CPED1,CPED1
TBX1,TBX1
CSK,CSK
RAB2B,RAB2B
SIPA1L1,SIPA1L1
SMIM27,SMIM27
SAMD15,SAMD15
C5H4orf33,C4orf33
STRN3,STRN3
ACIN1,ACIN1
DXO,DXO
DDX17,DDX17
NOXRED1,NOXRED1
Y_RNA,Y_RNA
U6,U6
Y_RNA,Y_RNA
RPP21,TRIM39
TPST2,TPST2
TMEM131L,TMEM131L
PVRIG,PVRIG
SNORA73,SNORA73
HACL1,HACL1
Metazoa_SRP,Metazoa_SRP
LMAN1L,LMAN1L
HERC5,HERC5
SEPTIN5,SEPTIN5
U6,U6
TOX4,TOX4
LRRC53,LRRC53
GML,GML
EFCAB11,EFCAB11
U6,U6
LRRIQ3,LRRIQ3
CPLX3,CPLX3
MARCHF5,MARCH5
NELFE,NELFE
USP6NL,USP6NL
TOP2B,TOP2B
SNORA29,SNORA29
PTPRN2,PTPRN2
SNORA20,SNORA20
TMX4,TMX4
Metazoa_SRP,Metazoa_SRP
ASCC2,ASCC2
DENND4A,DENND4A
CCDC170,CCDC170
Y_RNA,Y_RNA
ULK3,ULK3
TDP1,TDP1
U6,U6
PIGY,PYURF
ARHGAP5,ARHGAP5
SLC45A3,SLC45A3
VIPAS39,VIPAS39
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
METTL3,METTL3
ASAH1,ASAH1
LDHAL6B,LDHAL6B
WTAP,WTAP
ARSI,ARSI
KDELR3,KDELR3
U4,U4
GP1BB,GP1BB
SPTBN5,SPTBN5
TFIP11,TFIP11
PARD3,PARD3
DLG1,DLG1
U6,U6
DNMBP,DNMBP
U6,U6
HAO1,HAO1
ESR1,ESR1
LY6L,LY6L
HERC3,HERC3
KCNJ4,KCNJ4
CATSPER4,CATSPER4
RALYL,RALYL
ARRDC4,ARRDC4
SORCS1,SORCS1
FAM81A,FAM81A
ZMAT5,ZMAT5
IDE,IDE
KCNK13,KCNK13
SOD2,SOD2
MARCHF11,MARCHF11
HSP90AA1,HSP90AA1
ZCWPW1,ZCWPW1
Y_RNA,Y_RNA
L3HYPDH,L3HYPDH
PSMD1,PSMD1
PCDH10,PCDH10
AKAP6,AKAP6
PNMT,PNMT
CLDN5,CLDN5
NUCKS1,NUCKS1
CSNK1E,CSNK1E
U6,U6
CABP7,CABP7
PSD4,PSD4
PSMC1,PSMC1
CNKSR1,CNKSR1
U6,U6
CDC45,CDC45
U6,U6
PUS10,PUS10
Metazoa_SRP,Metazoa_SRP
SCAMP2,SCAMP2
U6,U6
SNRPB2,SNRPB2
TCOF1,TCOF1
WNT16,WNT16
mml-mir-153-2,cja-mir-153-1
PAX8,PAX8
ATPSCKMT,ATPSCKMT
GCNT3,GCNT3
FNDC1,FNDC1
JKAMP,JKAMP
LRRCC1,LRRCC1
STK10,STK10
PNPT1,PNPT1
BMP2,BMP2
NF2,NF2
RAB1A,RAB1A
ZNF593OS,ZNF593OS
FAM3C,FAM3C
MAFK,MAFK
OR52W1,OR52W1
GTF2A2,GTF2A2
OGA,OGA
FOXR1,FOXR1
NCAPG2,NCAPG2
LRMDA,LRMDA
SALL2,SALL2
REL,REL
C1H1orf232,C1orf232
TAPBPL,TAPBPL
U6,U6
TMEM184A,TMEM184A
U6,U6
MPI,MPI
SLC41A1,SLC41A1
NIN,NIN
FERMT1,FERMT1
Metazoa_SRP,Metazoa_SRP
U6,U6
RPS25,RPS25
NAP1L5,NAP1L5
TMEM80,TMEM80
Metazoa_SRP,Metazoa_SRP
FAM110D,FAM110D
NAT1,NAT1
EAF1,EAF1
SYNE1,SYNE1
GTF3C2,GTF3C2
STAU1,STAU1
BEST1,BEST1
Metazoa_SRP,Metazoa_SRP
MOG,MOG
SNORA80B,SNORA80B
PDIK1L,PDIK1L
CCDC175,CCDC175
EPS8L2,EPS8L2
NMB,NMB
ZNF503,ZNF503
CPN1,CPN1
WDR73,WDR73
SNORD56B,SNORD56B
SRRD,SRRD
MPV17,MPV17
PATE1,PATE1
CEP68,CEP68
U6,U6
PCDH18,PCDH18
IGF1R,IGF1R
AKAP13,AKAP13
OR8J3,OR8J3
FAM13A,FAM13A
TRIM63,TRIM63
Metazoa_SRP,Metazoa_SRP
PLA2G4E,PLA2G4E
ZBTB12,ZBTB12
Metazoa_SRP,Metazoa_SRP
METTL6,METTL6
VAMP1,VAMP1
HPCAL1,HPCAL1
KIF16B,KIF16B
PLA2G6,PLA2G6
NIPSNAP1,NIPSNAP1
PSMG3,PSMG3
PPP6R2,PPP6R2
HPS4,HPS4
MATN3,MATN3
RAB3IL1,RAB3IL1
E2F5,E2F5
U4,U4
SLC37A4,SLC37A4
LRRN4,LRRN4
FAM219B,FAM219B
BLOC1S2,BLOC1S2
TAGAP,TAGAP
ZSCAN2,ZSCAN2
EHMT2,EHMT2
PATE3,PATE3
Metazoa_SRP,Metazoa_SRP
PTPRZ1,PTPRZ1
OR4E1,OR4E1
XPNPEP1,XPNPEP1
OR8I2,OR8I2
ROBO2,ROBO2
MEPCE,MEPCE
TRAV2,TRAV2
CCDC83,CCDC83
TRAV3,TRAV3
PSD3,PSD3
RTN1,RTN1
ELFN1,ELFN1
UCN,UCN
U4,U4
RARB,RARB
OR5I1,OR5I1
SLC30A2,SLC30A2
PCDHB7,PCDHB7
SLC1A4,SLC1A4
OR5W2,OR5W2
Y_RNA,Y_RNA
PCDHB8,PCDHB8
RSPH3,RSPH3
TRAV9-1,TRAV9-1
PATE4,PATE4
HTR2B,HTR2B
TRAV10,TRAV10
ERLIN1,ERLIN1
VDAC2,VDAC2
RGS6,RGS6
OR5D14,OR5D14
NCAPD2,NCAPD2
EFCAB9,EFCAB9
NPAS3,NPAS3
TLR2,TLR2
PAPOLG,PAPOLG
PCDHB10,PCDHB10
RPL30,RPL30
HYLS1,HYLS1
SH3BP5,SH3BP5
WDR35,WDR35
U1,U1
PTPN20,PTPN20
TRAV13-1,TRAV13-1
U7,U7
SLC44A4,SLC44A4
TRAV12-2,TRAV12-2
Metazoa_SRP,Metazoa_SRP
EXTL1,EXTL1
SNORA72,SNORA72
MCM8,MCM8
MAFF,MAFF
RNF175,RNF175
MAD1L1,MAD1L1
UBTD2,UBTD2
Metazoa_SRP,Metazoa_SRP
PCDHB15,PCDHB15
OR4S2,OR4S2
RRM2,RRM2
Metazoa_SRP,Metazoa_SRP
HM13,HM13
TALDO1,TALDO1
PUS3,PUS3
HYOU1,HYOU1
PCDH7,PCDH7
PICALM,PICALM
SLC25A2,SLC25A2
OSTM1,OSTM1
PHAX,PHAX
TAF7,TAF7
TRIM54,TRIM54
TRAV8-3,TRAV8-3
SFRP2,SFRP2
THOC5,THOC5
CALM1,CALM3
OR4A5,OR4A5
TRAV12-3,TRAV12-3
SCARNA10,SCARNA10
TRAV8-6,TRAV8-6
CAPN7,CAPN7
CA3,CA3
DDX25,DDX25
PPP1R35,PPP1R35
ASPHD2,ASPHD2
TRAV16,TRAV16
POP1,POP1
SH3PXD2B,SH3PXD2B
TRAV17,TRAV17
NEU1,NEU1
ARMC9,ARMC9
PLA2G4D,PLA2G4D
GDF10,GDF10
THRB,THRB
U6,U6
TRAV19,TRAV19
KLF11,KLF11
GDF2,GDF2
TRAV20,TRAV20
Y_RNA,Y_RNA
GATD1,GATD1
CA2,CA2
FADS2,FADS2
TRAV21,TRAV21
SPMIP10,SPMIP10
TSC22D4,TSC22D4
Metazoa_SRP,Metazoa_SRP
DNAJC5G,DNAJC5G
SCAMP5,SCAMP5
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
RBP3,RBP3
FOXB1,FOXB1
CHUK,CHUK
SYNM,SYNM
MANF,MANF
SERTAD2,SERTAD2
DCHS2,DCHS2
SLC26A9,SLC26A9
OR4X2,OR4X2
GRHL1,GRHL1
KIF11,KIF11
PAFAH2,PAFAH2
RBM15B,RBM15B
ANXA2,ANXA2
IFFO1,IFFO1
SLC30A3,SLC30A3
U6,U6
EGLN3,EGLN3
SNORD52,SNORD52
NR2E1,NR2E1
GABBR1,GABBR1
APOL6,APOL6
Metazoa_SRP,Metazoa_SRP
SNORD48,SNORD48
CEP128,CEP128
IPO9,IPO9
SEZ6L,SEZ6L
PTPRJ,PTPRJ
LURAP1L,LURAP1L
HPS5,HPS5
MB,MB
VSIG10L2,VSIG10L2
NYAP1,NYAP1
Metazoa_SRP,Metazoa_SRP
LMNB1,LMNB1
PSKH2,PSKH2
U6,U6
DCAF1,DCAF1
PPP4R3B,PPP4R3B
TTC23,TTC23
RLN2,RLN2
AHSA1,AHSA1
RASD2,RASD2
AFTPH,AFTPH
IER5L,IER5L
ATP6V0D2,ATP6V0D2
NIPAL2,NIPAL2
SNX3,SNX3
RAB7B,RAB7B
TTC7B,TTC7B
PLRG1,PLRG1
NEURL1B,NEURL1B
TRAV29DV5,TRAV29DV5
BCL6B,BCL6B
C7H15orf39,C15orf39
LRRC9,LRRC9
TRAV26-2,TRAV26-2
CDON,CDON
SLC25A22,SLC25A22
DDX27,DDX27
TRAV34,TRAV34
CAD,CAD
UST,UST
ICE2,ICE2
DUSP1,DUSP1
TAF1B,TAF1B
AGFG2,AGFG2
TRAV36DV7,TRAV36DV7
U6,U6
SAMD8,SAMD8
SPTSSA,SPTSSA
VARS1,VARS1
UFD1,UFD1
PGAP3,PGAP3
ISM2,ISM2
HHEX,HHEX
AFG1L,LACE1
VIP,VIP
NUP160,NUP160
CEP44,CEP44
DUSP13B,DUSP13B
SNORA62,SNORA62
SAP25,SAP25
RMDN1,RMDN1
EAPP,EAPP
CTSE,CTSE
MRPL40,MRPL40
Metazoa_SRP,Metazoa_SRP
SMYD1,SMYD1
MARCHF3,MARCHF3
AP1B1,AP1B1
mml-mir-708,cja-mir-708
KCNS2,KCNS2
U6,U6
ERGIC1,ERGIC1
PLA2G4F,PLA2G4F
SH2D4A,SH2D4A
SPTLC2,SPTLC2
KRCC1,KRCC1
GPRIN3,GPRIN3
U1,U1
PCNX4,PCNX4
SNORA12,SNORA12
VWA7,VWA7
STK3,STK3
ZNFX1,ZNFX1
U6,U6
FBXO5,FBXO5
SNX6,SNX6
Metazoa_SRP,Metazoa_SRP
RAD54L2,RAD54L2
CD74,CD74
DUSP29,DUSP29
LRRC28,LRRC28
Y_RNA,Y_RNA
PAQR7,PAQR7
COMMD3,BMI1
U6,U6
GPR26,GPR26
MTRF1L,MTRF1L
WWP1,WWP1
RORA,RORA
AUNIP,AUNIP
U6,U6
PKD2L1,PKD2L1
U4,U4
TAB2,TAB2
Y_RNA,Y_RNA
SAPCD1,SAPCD1
CSGALNACT1,CSGALNACT1
RPUSD4,RPUSD4
NT5E,NT5E
MTFR1L,MTFR1L
CPXM2,CPXM2
FGB,FGB
RHEX,RHEX
FADS1,FADS1
EXOC6,EXOC6
FNBP4,FNBP4
DHRS7,DHRS7
AVPR1B,AVPR1B
YWHAQ,YWHAQ
AASS,AASS
RGS17,RGS17
TTC32,TTC32
CFL2,CFL2
VPS39,VPS39
VPS11,VPS11
MSH5,MSH5
Y_RNA,Y_RNA
KAT6B,KAT6B
FAM72A,FAM72A
HIRA,HIRA
FEN1,FEN1
MEGF10,MEGF10
OSR2,OSR2
IGKV4-1,IGKV4-1
MAN1C1,MAN1C1
EED,EED
FOXO3,FOXO3
CDH4,CDH4
Metazoa_SRP,Metazoa_SRP
TMEM258,TMEM258
PELI1,PELI1
CPNE3,CPNE3
Metazoa_SRP,Metazoa_SRP
OPRM1,OPRM1
ADAM17,ADAM17
CD8A,CD8A
ALKBH1,ALKBH1
RPIA,RPIA
OSR1,OSR1
CAMKMT,CAMKMT
Y_RNA,Y_RNA
MRM2,MRM2
PPIL4,PPIL4
GDAP1L1,GDAP1L1
WNT8B,WNT8B
FGG,FGG
BAZ1A,BAZ1A
TAF4,TAF4
SLIRP,SLIRP
FAM118B,FAM118B
SNORD125,SNORD125
Metazoa_SRP,Metazoa_SRP
COL6A5,COL6A5
NIBAN2,NIBAN2
Metazoa_SRP,Metazoa_SRP
RMND5A,RMND5A
CHST15,CHST15
RPS6KA5,RPS6KA5
RASL10A,RASL10A
PIDD1,PIDD1
CREBRF,CREBRF
Metazoa_SRP,Metazoa_SRP
MACROD2,MACROD2
TBX18,TBX18
HIKESHI,HIKESHI
TSHR,TSHR
FBXO24,FBXO24
BCL11A,BCL11A
Y_RNA,Y_RNA
ARMC2,ARMC2
SNW1,SNW1
U6,U6
GPRIN2,GPRIN2
PRMT2,PRMT2
RXRA,RXRA
NUDT1,NUDT1
U6,U6
U6,U6
TRMT6,TRMT6
FITM2,FITM2
ATRAID,ATRAID
RAG2,RAG2
DDAH2,DDAH2
WSCD2,WSCD2
LRAT,LRAT
NDST1,SYNPO
AGBL2,AGBL2
Metazoa_SRP,Metazoa_SRP
LRSAM1,LRSAM1
RAG1,RAG1
GAS2L1,GAS2L1
NT5C1B,NT5C1B
PPM1A,PPM1A
SRGAP2,SRGAP2
CEP162,CEP162
IPCEF1,IPCEF1
TPCN2,TPCN2
ARNTL,BMAL1
PCOLCE,PCOLCE
LSM14B,LSM14B
SHISA4,SHISA4
DIAPH1,DIAPH1
SNTG1,SNTG1
U6,U6
CCDC81,CCDC81
TRAF6,TRAF6
SEC31B,SEC31B
CNGB3,CNGB3
FAM8A1,FAM8A1
U1,U1
CIROP,CIROP
CMKLR1,CMKLR1
SPAG6,SPAG6
MPIG6B,MPIG6B
Metazoa_SRP,Metazoa_SRP
U7,U7
EIF2AK3,EIF2AK3
LMOD1,LMOD1
BNIP1,BNIP1
Y_RNA,Y_RNA
GTF2A1,GTF2A1
RIGI,RIGI
CHD4,CHD4
ARL10,ARL10
KLF4,KLF4
U7,U7
VPS54,VPS54
TIMM17A,TIMM17A
U6,U6
SLC5A6,SLC5A6
ALDOB,ALDOB
IAH1,IAH1
NKX1-2,NKX1-2
CNBD1,CNBD1
U6,U6
ZC3H12D,ZC3H12D
Y_RNA,Y_RNA
SNORA52,SNORA52
CEBPE,CEBPE
NKX2-5,NKX2-5
CHGB,CHGB
C7H14orf39,C14orf39
DGLUCY,DGLUCY
CYB5R4,CYB5R4
GLUD1,GLUD1
ADCK1,ADCK1
MOSPD3,MOSPD3
ZNF189,ZNF189
SAA4,SAA4
FLRT3,FLRT3
RNF103,RNF103
PNPLA2,PNPLA2
EWSR1,EWSR1
SLC7A8,SLC7A8
FAM181B,FAM181B
SESN1,SESN1
MEF2A,MEF2A
CAP2,CAP2
MRPL50,MRPL50
Metazoa_SRP,Metazoa_SRP
CPSF3,CPSF3
CENPV,CENPV
LHPP,LHPP
PIP4K2A,PIP4K2A
CLTB,CLTB
U7,U7
RNPEP,RNPEP
P4HA2,P4HA2
SIX6,SIX6
SLC16A13,SLC16A13
CYP26C1,CYP26C1
PSMA7,PSMA7
PRRC1,PRRC1
VPS13B,VPS13B
ZNF79,ZNF79
MTCH2,MTCH2
PTPDC1,PTPDC1
ME3,ME3
SEL1L2,SEL1L2
SLC16A11,SLC16A11
PIGL,PIGL
ADD3,ADD3
SRP54,SRP54
DCAF4L2,DCAF4L2
TFR2,TFR2
Metazoa_SRP,Metazoa_SRP
BAAT,BAAT
SIX1,SIX1
U7,U7
CRACR2B,CRACR2B
SNORA11B,SNORA11B
Metazoa_SRP,Metazoa_SRP
OR56A1,OR56A1
MMP16,MMP16
FANCL,FANCL
GINM1,GINM1
FEZF1,FEZF1
TAOK1,TAOK1
Metazoa_SRP,Metazoa_SRP
U1,U1
SNORA79,SNORA79
U6,U6
CLEC10A,CLEC10A
PLPPR1,LPPR1
PRCP,PRCP
U6,U6
GPR68,GPR68
MYO18B,MYO18B
Metazoa_SRP,Metazoa_SRP
KCNIP2,KCNIP2
SNORD12C,SNORD12C
SIX4,SIX4
SS18L1,SS18L1
CEP57L1,CEP57L1
SNORD12B,SNORD12B
DIP2A,DIP2A
U6,U6
RNF212B,RNF212B
STON2,STON2
CNKSR3,CNKSR3
ERBB2,ERBB2
SNORD12,SNORD12
Y_RNA,Y_RNA
U6,U6
SNORA65,SNORA65
NCOR1,NCOR1
CYP26A1,CYP26A1
ASGR2,ASGR2
OR52E4,OR52E4
MNAT1,MNAT1
KCNB1,KCNB1
MRGPRF,MRGPRF
SLC2A8,SLC2A8
DAGLA,DAGLA
OR5A1,OR5A1
KDM3A,KDM3A
CYP7B1,CYP7B1
CCDC88C,CCDC88C
SKAP1,SKAP1
WT1,WT1
SRPRA,SRPRA
B3GNT7,B3GNT7
CD151,CD151
U6,U6
HIGD2A,HIGD2A
U6,U6
Y_RNA,Y_RNA
HOMEZ,HOMEZ
PXDNL,PXDNL
PTGIS,PTGIS
NRXN3,NRXN3
LYSMD4,LYSMD4
H2AX,H2AFX
KCNS3,KCNS3
OR52N2,OR52N2
BICDL1,BICDL1
PPP1R3E,PPP1R3E
Metazoa_SRP,Metazoa_SRP
ASGR1,ASGR1
Metazoa_SRP,Metazoa_SRP
ASAP2,ASAP2
RHBDD3,RHBDD3
NCL,NCL
DPAGT1,DPAGT1
MSGN1,MSGN1
PDZK1IP1,TAL1
PABPN1,PABPN1
IGHMBP2,IGHMBP2
FAM53B,FAM53B
GPCPD1,GPCPD1
FAF2,FAF2
Metazoa_SRP,Metazoa_SRP
RBM24,RBM24
TMEFF1,TMEFF1
SEL1L,SEL1L
FZD10,FZD10
U6,U6
OR52N4,OR52N4
GARNL3,GARNL3
SPMIP9,SPMIP9
UNC13C,UNC13C
RAB35,RAB35
STMND1,STMND1
FZD4,FZD4
GEN1,GEN1
U6,U6
DDIAS,DDIAS
COL6A6,COL6A6
B4GALT5,B4GALT5
U6,U6
Y_RNA,Y_RNA
MYOF,MYOF
FOXI3,FOXI3
MTG2,MTG2
ABHD15,ABHD15
GRK3,GRK3
MIRLET7A1,MIRLET7A1
Metazoa_SRP,Metazoa_SRP
MYOZ3,MYOZ3
TPH1,SERGEF
ZNF462,ZNF462
ACO1,ACO1
MIRLET7F1,MIRLET7F1
GLRX5,GLRX5
TRIM22,TRIM22
U6,U6
SETD1B,SETD1B
U8,U8
SLC12A2,SLC12A2
TP53I13,TP53I13
5S_rRNA,5S_rRNA
HNF4A,HNF4A
Metazoa_SRP,Metazoa_SRP
FICD,FICD
EMID1,EMID1
C2CD2L,C2CD2L
