Gene name,Human gene name
KCNMB1,KCNMB1
DUOX2,DUOX2
INSYN1,INSYN1
ASZ1,ASZ1
SPEN,SPEN
CEMIP,CEMIP
BLOC1S4,BLOC1S4
ARHGEF40,ARHGEF40
MCM7,MCM7
PES1,PES1
APOBEC3G,APOBEC3G
MALRD1,MALRD1
U6,RNU6-409P
EGR3,EGR3
FOXK1,FOXK1
Y_RNA,Y_RNA
ZBP1,ZBP1
MRFAP1L1,MRFAP1L1
MMP14,MMP14
MPST,MPST
PEBP4,PEBP4
IFT43,IFT43
ZC3H14,ZC3H14
TNK2,TNK2
Metazoa_SRP,Metazoa_SRP
S100P,S100P
TBC1D21,TBC1D21
WRNIP1,WRNIP1
NTAQ1,NTAQ1
H2BC6,H2BC4
PMEPA1,PMEPA1
ARSA,ARSA
MRFAP1L2,MRFAP1L2
ZDHHC8,ZDHHC8
AP5Z1,AP5Z1
H2BC5,H2BC5
Metazoa_SRP,RN7SL303P
KHNYN,KHNYN
MYLK4,MYLK4
U6,RNU6-622P
H1-4,H1-4
DUOXA2,DUOXA2
SPIDR,SPIDR
LCORL,LCORL
mml-mir-155,MIR155
TST,TST
WHAMM,WHAMM
H2AC6,H2AC6
IL2RA,IL2RA
RET,RET
RHOBTB2,RHOBTB2
LXN,LXN
TBC1D5,TBC1D5
SDR39U1,SDR39U1
LOXL1,LOXL1
SLC7A2,SLC7A2
ITIH5,ITIH5
U3,U3
Y_RNA,Y_RNA
CIMIP4,CIMIP4
DUOXA1,DUOXA1
FSD2,FSD2
U6,RNU6-1212P
Y_RNA,Y_RNA
HTR5A,HTR5A
CIMIP1,CIMIP1
HSD17B13,HSD17B13
PLXDC2,PLXDC2
SNORA71,SNORA71
H1-6,H1-6
MAPK8IP2,MAPK8IP2
H4C3,H4C11
LRP10,LRP10
U4,U4
CMA1,CMA1
BAG3,BAG3
MESD,MESD
RARRES1,RARRES1
ZNF219,ZNF219
MRPS18B,MRPS18B
L2HGDH,L2HGDH
LHX8,LHX8
U3,SNORD3P1
HFE,HFE
ANKRD60,ANKRD60
STOML1,STOML1
DUOX1,DUOX1
SCARNA15,SCARNA15
CFTR,CFTR
FBXO32,FBXO32
HSD17B11,HSD17B11
TLNRD1,TLNRD1
MFSD1,MFSD1
NSMCE2,NSMCE2
INSIG1,INSIG1
MAN2B2,MAN2B2
TNXB,TNXB
SEC61G,SEC61G
AP3B2,AP3B2
mml-mir-25,MIR25
CTSG,CTSG
GPATCH2L,GPATCH2L
mml-mir-106b,MIR106B
Metazoa_SRP,RN7SL329P
TMEM253,TMEM253
Y_RNA,Y_RNA
ANKEF1,ANKEF1
TYW3,TYW3
H1-2,H1-2
REM2,REM2
CSF2RB,CSF2RB
TNFRSF10B,TNFRSF10B
Metazoa_SRP,RN7SL681P
CFAP161,CFAP161
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
DMAC2L,DMAC2L
PDGFRL,PDGFRL
INPP5F,INPP5F
Metazoa_SRP,RN7SL679P
Metazoa_SRP,Metazoa_SRP
AP4M1,AP4M1
TRIB1,TRIB1
GZMB,GZMB
NUDT9,NUDT9
U7,RNU7-22P
GMDS,GMDS
DEFB123,DEFB123
FBLIM1,FBLIM1
PML,PML
EN2,EN2
PPP1R10,PPP1R10
GADL1,GADL1
CDKL1,CDKL1
U4,RNU4-45P
U6,RNU6-665P
CEBPD,CEBPD
VSTM2A,VSTM2A
SLTM,SLTM
POLR3A,POLR3A
RANBP1,RANBP1
TNFRSF10A,TNFRSF10A
ZFHX4,ZFHX4
PAK5,PAK5
RTF1,RTF1
RADIL,RADIL
RBM23,RBM23
mml-mir-124a-1,MIR124-2
CHKB,CHKB
NCF4,NCF4
SCRG1,SCRG1
RBM17,RBM17
STXBP6,STXBP6
EPC1,EPC1
GAL3ST1,GAL3ST1
IL16,IL16
TFRC,TFRC
RPS6KA1,RPS6KA1
TMEM82,TMEM82
U6,RNU6-442P
SCHIP1,SCHIP1
PEX2,PEX2
ESRRB,ESRRB
SHF,SHF
CHMP7,CHMP7
CRYZ,ERICH3
TAF6,TAF6
NEBL,NEBL
U7,RNU7-10P
U6,RNU6-1028P
PRKDC,PRKDC
CSGALNACT2,CSGALNACT2
RPS17,CPEB1
MTUS1,MTUS1
ITPKA,ITPKA
SPARCL1,SPARCL1
PPDPFL,PPDPFL
U6,RNU6-869P
TGFBR2,TGFBR2
U2,RNU2-29P
Y_RNA,Y_RNA
LAMP5,LAMP5
U6,RNU6-772P
LRATD2,LRATD2
AUTS2,AUTS2
FOXC1,FOXC1
SLC28A2,SLC28A2
GET4,GET4
TRMT2A,TRMT2A
CPT1B,CPT1B
MMD2,MMD2
SEC14L4,SEC14L4
Metazoa_SRP,RN7SL352P
ABCF1,ABCF1
CACNA1S,CACNA1S
RPGRIP1,RPGRIP1
R3HCC1,R3HCC1
CNTN2,CNTN2
FOXF2,FOXF2
ITIH2,ITIH2
PCGF5,PCGF5
CNPY4,CNPY4
FOXQ1,FOXQ1
PVALB,PVALB
LTK,LTK
NOVA1,NOVA1
HDAC11,HDAC11
RBM33,RBM33
PLEKHF2,PLEKHF2
VASH1,VASH1
U6,RNU6-1096P
SEC14L3,SEC14L3
U6,RNU6-953P
Metazoa_SRP,RN7SL846P
CFAP418,CFAP418
HECTD2,HECTD2
Metazoa_SRP,RN7SL292P
RASGEF1A,RASGEF1A
GATM,GATM
Metazoa_SRP,RN7SL159P
DMP1,DMP1
PPARGC1B,PPARGC1B
IFT27,IFT27
U3,U3
RBAK,RBAK
PLCL2,PLCL2
MBLAC1,MBLAC1
RPAP1,RPAP1
ADAP1,ADAP1
PFKFB3,PFKFB3
AFG2B,AFG2B
SUPT16H,SUPT16H
U7,RNU7-18P
DGCR8,DGCR8
U6,RNU6-1244P
DLG5,DLG5
Y_RNA,Y_RNA
PRSS48,PRSS48
U6,RNU6-690P
LAMTOR4,LAMTOR4
PPP1R3C,PPP1R3C
PPP2R2C,PPP2R2C
C15orf48,C15orf48
IBSP,IBSP
LOXL2,LOXL2
KCNIP1,KCNIP1
MIR378A,MIR378A
PLCB4,PLCB4
NKX3-1,NKX3-1
ZDHHC19,ZDHHC19
SYCE3,SYCE3
mml-mir-147b,MIR147B
CACNG2,CACNG2
GDF6,GDF6
EXOC2,EXOC2
COBL,COBL
DAZL,DAZL
MEPE,MEPE
MIR151A,MIR151A
PDE6A,PDE6A
CIMAP1B,CIMAP1B
STARD5,STARD5
SLC30A4,SLC30A4
RBMS3,RBMS3
SNORD115,SNORD115
TRAPPC14,TRAPPC14
CCDC7,CCDC7
UQCRB,UQCRB
TMEM81,TMEM81
EIF3D,EIF3D
Y_RNA,Y_RNA
SEC14L2,SEC14L2
SPP1,SPP1
FGF8,FGF8
U6,RNU6-908P
PARP16,PARP16
TNKS2,TNKS2
SNORA24B,SNORA24B
FOXG1,FOXG1
FBLN2,FBLN2
MTERF3,MTERF3
SNORA41B,SNORA41B
ANGEL1,ANGEL1
TYRO3,TYRO3
FHIP1A,FHIP1A
ENTPD4,ENTPD4
SLC51A,SLC51A
U6,RNU6-79P
Y_RNA,Y_RNA
DENND3,DENND3
TMC3,TMC3
BLOC1S6,BLOC1S6
IGDCC3,IGDCC3
SLC26A2,SLC26A2
RBBP5,RBBP5
PRMT5,PRMT5
U6,RNU6-864P
U1,RNU1-36P
FXYD4,FXYD4
FOXRED2,FOXRED2
RNU11-5P,RNU11-5P
JCAD,JCAD
CBX6,CBX6
GABRP,GABRP
PKD2,PKD2
RFTN1,RFTN1
GAL3ST4,GAL3ST4
SQOR,SQOR
PTDSS1,PTDSS1
ASCL5,ASCL5
IL12A,IL12A
ISLR2,ISLR2
TXN2,TXN2
DHDDS,DHDDS
TIGD6,TIGD6
PRKD1,PRKD1
HNRNPF,HNRNPF
WFS1,WFS1
U6,RNU6-598P
CYP2W1,CYP2W1
ABHD18,ABHD18
HAND2,HAND2
MAP4K5,MAP4K5
Y_RNA,Y_RNA
MTPAP,MTPAP
IGDCC4,IGDCC4
MGA,MGA
HMGXB3,HMGXB3
XBP1,XBP1
CHD8,CHD8
GPC2,GPC2
ISLR,ISLR
WIPI2,WIPI2
MEX3B,MEX3B
NPTXR,NPTXR
U6,RNU6-1172P
RANBP17,RANBP17
TMEM9,TMEM9
OR8K1,OR8K1
SDC2,SDC2
PAG1,PAG1
ZNF239,ZNF239
FGL1,FGL1
NCAPH2,NCAPH2
DNAL4,DNAL4
IRF4,IRF4
SLC25A37,SLC25A37
PCYT1A,PCYT1A
CDH12,CDH12
FPGT,TNNI3K
CCDC117,CCDC117
Y_RNA,Y_RNA
C3H7orf50,ZFAND2A
WNT7A,WNT7A
STRA6,STRA6
CPQ,CPQ
Y_RNA,Y_RNA
ZCWPW2,ZCWPW2
EFL1,EFL1
U3,SNORD3J
OXNAD1,OXNAD1
CYP21A2,CYP21A2
KIN,KIN
GATB,GATB
DYNLT2B,DYNLT2B
HSCB,HSCB
SLC45A4,SLC45A4
CTTNBP2,CTTNBP2
LRRC74A,LRRC74A
Metazoa_SRP,RN7SL623P
DUSP22,DUSP22
CSF1R,CSF1R
mml-mir-877,MIR877
ITGB1,ITGB1
C2H3orf80,C3orf80
LARP1B,LARP1B
U7,RNU7-193P
GRB10,GRB10
SLC29A4,SLC29A4
ZNF487,ZNF487
TLX3,TLX3
mml-mir-626,MIR626
PRR3,PRR3
TSPYL5,TSPYL5
SUN2,SUN2
XPC,XPC
U3,SNORD3H
SHH,SHH
TM4SF19,TM4SF19
AZI2,AZI2
U6,RNU6-541P
DPP8,DPP8
PCDHB6,PCDHB6
MIR1306,MIR1306
CHEK2,CHEK2
U6,RNU6-564P
SNORA70,SNORA70J
MYH9,MYH9
MIR3618,MIR3618
Y_RNA,Y_RNA
EML5,EML5
REM1,REM1
U6,RNU6-910P
PGRMC2,PGRMC2
IFT80,IFT80
GNL1,GNL1
STAG3,STAG3
RNF215,RNF215
DSTYK,DSTYK
GPR20,GPR20
IGFN1,IGFN1
PRKCQ,PRKCQ
RNF111,RNF111
Y_RNA,Y_RNA
U6,RNU6-1234P
Metazoa_SRP,RN7SL446P
NPM1,NPM1
mml-mir-339,MIR339
JAKMIP1,JAKMIP1
FGFBP3,FGFBP3
UBXN7,UBXN7
PTP4A3,PTP4A3
TANGO2,TANGO2
GPR146,GPR146
MAPKBP1,MAPKBP1
PDGFRB,PDGFRB
FGF18,FGF18
CRYBG2,CRYBG2
CCDC157,CCDC157
ZNF595,ZNF595
GPER1,GPER1
Metazoa_SRP,RN7SL434P
PMP2,PMP2
SEMA6D,SEMA6D
MROH5,MROH5
PCM1,PCM1
PDE8A,PDE8A
CIPC,CIPC
UNCX,UNCX
TNRC18,TNRC18
Y_RNA,Y_RNA
FBXW7,FBXW7
RNF168,RNF168
TTC28,TTC28
JADE1,JADE1
PKP1,PKP1
G2E3,G2E3
CCDC33,CCDC33
MTDH,MTDH
RNF32,RNF32
DPH3,DPH3
DDC,DDC
MCM4,MCM4
Metazoa_SRP,RN7SL284P
BTAF1,BTAF1
MICALL2,MICALL2
HEATR5A,HEATR5A
TMEM43,TMEM43
TMEM63C,TMEM63C
WDR53,WDR53
mml-mir-185,MIR185
SF3A1,SF3A1
SMIM23,SMIM23
ATP5F1C,ATP5F1C
FBXO45,FBXO45
NUP153,NUP153
FABP9,FABP9
EOMES,EOMES
C8orf90,C8orf90
ENTPD7,ENTPD7
MAMU-E,HLA-E
NRROS,NRROS
PIGG,PIGG
FABP4,FABP4
MIOX,MIOX
Y_RNA,Y_RNA
GALNT15,GALNT15
ARVCF,ARVCF
U1,RNU1-96P
LMBR1,LMBR1
NKX2-6,NKX2-6
FABP12,FABP12
FIGNL1,FIGNL1
U6,RNU6-1091P
CYP11A1,CYP11A1
COX15,COX15
CEP19,CEP19
TAF3,TAF3
NRP1,NRP1
SLC4A7,SLC4A7
HAUS4,HAUS4
OTOR,OTOR
TNNT2,TNNT2
NPM3,NPM3
PIGX,PIGX
U6,RNU6-519P
CDX1,CDX1
GATA3,GATA3
ZDHHC22,ZDHHC22
SCFD1,SCFD1
LRRC18,LRRC18
CCNB2,CCNB2
ADM2,ADM2
Metazoa_SRP,RN7SL260P
SLC6A7,SLC6A7
SCLT1,SCLT1
SEMA7A,SEMA7A
PAK2,PAK2
GBE1,GBE1
CUTC,CUTC
INTS1,INTS1
Metazoa_SRP,Metazoa_SRP
SKIDA1,SKIDA1
FBXW11,FBXW11
SLC24A5,SLC24A5
CD52,CD52
LSM8,LSM8
KCNMA1,KCNMA1
SMC4,SMC4
AJUBA,AJUBA
SLC6A6,SLC6A6
MNX1,MNX1
LAD1,LAD1
COMT,COMT
IKZF1,IKZF1
ARHGAP22,ARHGAP22
NGB,NGB
C14H11orf42,C11orf42
TBC1D10A,TBC1D10A
TMCC2,TMCC2
TSNARE1,TSNARE1
UBXN11,UBXN11
Metazoa_SRP,RN7SL162P
ANKRD7,ANKRD7
SFMBT2,SFMBT2
SYNCRIP,SYNCRIP
MYEF2,MYEF2
Y_RNA,Y_RNA
Metazoa_SRP,RN7SL757P
U4,RNU4-89P
TMEM154,TMEM154
ANKRD28,ANKRD28
C7H14orf93,C14orf93
U6,RNU6-818P
SNORD116,SNORD116-29
HACD3,HACD3
SNORD116,SNORD116-27
TNNI1,TNNI1
BOD1,BOD1
SNORD116,SNORD116-26
STK19,STK19
U6,RNU6-1298P
SLC10A5,SLC10A5
SNORD116,SNORD116-24
SNORD116,SNORD116-23
POMT2,POMT2
SNORD116,SNORD116-22
PLCB1,PLCB1
MLLT10,MLLT10
PSMB11,PSMB11
PITPNB,PITPNB
UBE3C,UBE3C
UBL7,UBL7
GTPBP1,GTPBP1
SENP5,SENP5
GRIP2,GRIP2
GTF2H1,GTF2H1
FBXO8,FBXO8
U6,RNU6-535P
ATL1,ATL1
ZFAND1,ZFAND1
NUAK2,NUAK2
SBF1,SBF1
PSMB5,PSMB5
ARFIP1,ARFIP1
ARID3B,ARID3B
ABCC2,ABCC2
BHLHE22,BHLHE22
PPM1K,PPM1K
mml-mir-15b,MIR15B
KCND2,KCND2
PHLDA3,PHLDA3
TXNRD2,TXNRD2
SKIC2,SKIC2
mml-mir-16-2,MIR16-2
MAPK8,MAPK8
CAMK2A,CAMK2A
Y_RNA,Y_RNA
KLHDC8A,KLHDC8A
TRIM59,TRIM59
ZNF485,ZNF485
NEK10,NEK10
CEP85,CEP85
CLK3,CLK3
U4,RNU4-92P
SLC28A1,SLC28A1
U6,RNU6-905P
U7,RNU7-136P
U6,RNU6-581P
CDH24,CDH24
ZNF32,ZNF32
TSPAN12,TSPAN12
CSRP1,CSRP1
MYO1E,MYO1E
ADGRB1,ADGRB1
CSE1L,CSE1L
TTC8,TTC8
SPMIP7,SPMIP7
Y_RNA,Y_RNA
LEMD1,LEMD1
CTXN2,CTXN2
SNORD116,SNORD116-18
KPNA4,KPNA4
CCDC174,CCDC174
OSM,OSM
SNORD116,SNORD116-17
CHMP4C,CHMP4C
JOSD1,JOSD1
LAPTM4B,LAPTM4B
SNORD116,SNORD116-16
PNLDC1,PNLDC1
SNORD116,SNORD116-15
COX6C,COX6C
SNORD116,SNORD116-14
ING3,ING3
Metazoa_SRP,RN7SL398P
U6,RNU6-342P
CELF2,CELF2
LIF,LIF
Y_RNA,Y_RNA
ASCL4,ASCL4
INTS14,INTS14
SNX14,SNX14
mml-mir-378d,MIR378D2
ZPBP,ZPBP
TOMM22,TOMM22
SNX16,SNX16
EDC3,EDC3
MN1,MN1
MIR135B,MIR135B
NCBP2,NCBP2
U6,RNU6-112P
CDK18,CDK18
SNORD116,SNORD116-13
SAV1,SAV1
C2H3orf20,C3orf20
SNORD116,SNORD116-12
SNORD116,SNORD116-11
Y_RNA,Y_RNA
LRRC3B,LRRC3B
SLC12A1,SLC12A1
HORMAD2,HORMAD2
SNORD116,SNORD116-10
FOXN3,FOXN3
U6,RNU6-796P
SNORD116,SNORD116-9
CBY1,CBY1
SLC24A1,SLC24A1
PIGZ,PIGZ
SNORD116,SNORD116-8
CRMP1,CRMP1
U6,RNU6-339P
SNORD116,SNORD116-7
FHDC1,FHDC1
PLA2G4B,PLA2G4B
SNORD116,SNORD116-6
SCARNA13,SCARNA13
FSCN1,FSCN1
SNORD116,SNORD116-5
SNORD116,SNORD116-4
MELTF,MELTF
SNORD116,SNORD116-3
SNORD116,SNORD116-2
U6,RNU6-1066P
NAV1,NAV1
VWC2,VWC2
SNORD116,SNORD116-1
JRK,JRK
SNORD109A,SNORD109A
Metazoa_SRP,RN7SL452P
CYP1A1,CYP1A1
FGD5,FGD5
MATN2,MATN2
OXSM,OXSM
FAM227A,FAM227A
PSCA,PSCA
COCH,COCH
DTD2,DTD2
ARL14,ARL14
HERC6,HERC6
SNORA72,SNORA72
GSTZ1,GSTZ1
SNORD108,SNORD108
LY6K,LY6K
CPEB3,CPEB3
SNORD64,SNORD64
NGLY1,NGLY1
GPR33,GPR33
GNB1L,RTL10
DNAJB6,DNAJB6
BTD,BTD
THEM6,THEM6
PPM1L,PPM1L
ZNF592,ALPK3
SLURP1,SLURP1
ROBO1,ROBO1
SNORD9,SNORD9
FRMPD2,FRMPD2
U6,RNU6-306P
CYP1A2,CYP1A2
SNORD8,SNORD8
U8,U8
U6,RNU6-1141P
MFSD4A,MFSD4A
NUBPL,NUBPL
APOL2,APOL2
Metazoa_SRP,RN7SL650P
LYPD2,LYPD2
CRYBA4,CRYBA4
MTMR3,MTMR3
NR2C2,NR2C2
TCP1,TCP1
DNAJC1,DNAJC1
CRYBB1,CRYBB1
TMED8,TMED8
CPED1,CPED1
TBX1,TBX1
CSK,CSK
APOL4,APOL4
RAB2B,RAB2B
SIPA1L1,SIPA1L1
SMIM27,SMIM27
SAMD15,SAMD15
RNF216,RNF216
C5H4orf33,C4orf33
STRN3,STRN3
ACIN1,ACIN1
DXO,DXO
DDX17,DDX17
NOXRED1,NOXRED1
MAMU-F,HLA-F
U6,RNU6-602P
Y_RNA,Y_RNA
RPP21,TRIM39
TPST2,TPST2
TMEM131L,TMEM131L
PVRIG,PVRIG
SNORA73,RNU105B
HACL1,HACL1
LMAN1L,LMAN1L
HERC5,HERC5
LY6D,LY6D
SEPTIN5,SEPTIN5
U6,RNU6-331P
TOX4,TOX4
LRRC53,LRRC53
GML,GML
EFCAB11,EFCAB11
U6,RNU6-418P
LRRIQ3,LRRIQ3
CPLX3,CPLX3
Y_RNA,Y_RNA
PILRA,PILRA
ELK4,ELK4
CYP11B1,CYP11B1
MARCHF5,MARCHF5
NELFE,NELFE
USP6NL,USP6NL
TOP2B,TOP2B
SNORA29,SNORA29
PTPRN2,PTPRN2
SNORA20,SNORA20
TMX4,TMX4
ASCC2,ASCC2
DENND4A,DENND4A
CCDC170,CCDC170
Y_RNA,RNY3P12
CYP11B2,CYP11B2
ULK3,ULK3
TDP1,TDP1
U6,RNU6-813P
U6,RNU6-224P
PIGY,PYURF
ARHGAP5,ARHGAP5
SLC45A3,SLC45A3
VIPAS39,VIPAS39
METTL3,METTL3
ASAH1,ASAH1
LDHAL6B,LDHAL6B
WTAP,WTAP
ARSI,ARSI
KDELR3,KDELR3
U4,RNU4-80P
GP1BB,GP1BB
U6,RNU6-1246P
SPTBN5,SPTBN5
TFIP11,TFIP11
RBFOX2,RBFOX2
U6,RNU6-212P
PARD3,PARD3
DLG1,DLG1
UBB,UBB
mml-mir-624,MIR624
DNMBP,DNMBP
U6,RNU6-7
CFB,CFB
Y_RNA,Y_RNA
HAO1,HAO1
ESR1,ESR1
LY6L,LY6L
HERC3,HERC3
KCNJ4,KCNJ4
RNU4ATAC18P,RNU4ATAC18P
CATSPER4,CATSPER4
RALYL,RALYL
ARRDC4,ARRDC4
SORCS1,SORCS1
FAM81A,FAM81A
ZMAT5,ZMAT5
Metazoa_SRP,RN7SL547P
IDE,IDE
KCNK13,KCNK13
SOD2,SOD2
MARCHF11,MARCHF11
HSP90AA1,HSP90AA1
ZCWPW1,ZCWPW1
Y_RNA,Y_RNA
L3HYPDH,L3HYPDH
GRAMD2B,GRAMD2B
PSMD1,PSMD1
PCDH10,PCDH10
AKAP6,AKAP6
PNMT,PNMT
CLDN5,CLDN5
NUCKS1,NUCKS1
CSNK1E,CSNK1E
U6,RNU6-1040P
CABP7,CABP7
PSD4,PSD4
CNKSR1,CNKSR1
U6,U6
CDC45,CDC45
U6,RNU6-1186P
PUS10,PUS10
SCAMP2,SCAMP2
U6,RNU6-517P
ZFP57,ZFP57
SNRPB2,SNRPB2
TCOF1,TCOF1
WNT16,WNT16
mml-mir-153-2,MIR153-2
PAX8,PAX8
ATPSCKMT,ATPSCKMT
U5,RNU5E-8P
SNORA72,SNORA72
GCNT3,GCNT3
FNDC1,FNDC1
JKAMP,JKAMP
LRRCC1,LRRCC1
PABPC4L,PABPC4L
STK10,STK10
PNPT1,PNPT1
BMP2,BMP2
NF2,NF2
RAB1A,RAB1A
ZNF593OS,ZNF593OS
FAM3C,FAM3C
MAFK,MAFK
OR52W1,OR52W1
GTF2A2,GTF2A2
OGA,OGA
FOXR1,FOXR1
NCAPG2,NCAPG2
LRMDA,LRMDA
SALL2,SALL2
Metazoa_SRP,RN7SL751P
REL,REL
C1H1orf232,C1orf232
TAPBPL,TAPBPL
Metazoa_SRP,Metazoa_SRP
U6,U6
TMEM184A,TMEM184A
U6,RNU6-839P
MPI,MPI
SLC41A1,SLC41A1
NIN,NIN
FERMT1,FERMT1
Metazoa_SRP,RN7SL110P
U6,RNU6-673P
RPS25,RPS25
LAPTM4A,LAPTM4A
NAP1L5,NAP1L5
TMEM80,TMEM80
EHD4,EHD4
Metazoa_SRP,RN7SL518P
FAM110D,FAM110D
NAT1,NAT1
EAF1,EAF1
SYNE1,SYNE1
GTF3C2,GTF3C2
STAU1,STAU1
BEST1,BEST1
MOG,MOG
SNORA80B,SNORA80B
PDIK1L,PDIK1L
CCDC175,CCDC175
EPS8L2,EPS8L2
NMB,NMB
TRAPPC4,TRAPPC4
NAT2,NAT2
U6,RNU6-217P
ZNF503,ZNF503
CPN1,CPN1
WDR73,WDR73
SNORD56B,SNORD56B
U4,U4
TRAV1-1,TRAV1-1
SRRD,SRRD
MPV17,MPV17
Metazoa_SRP,RN7SL683P
BNIP2,BNIP2
PATE1,PATE1
CEP68,CEP68
PCDH18,PCDH18
IGF1R,IGF1R
AKAP13,AKAP13
OR8J3,OR8J3
FAM13A,FAM13A
TRIM63,TRIM63
ENC1,ENC1
PLA2G4E,PLA2G4E
ZBTB12,ZBTB12
PATE2,PATE2
METTL6,METTL6
VAMP1,VAMP1
HPCAL1,HPCAL1
PLA2G6,PLA2G6
NIPSNAP1,NIPSNAP1
PSMG3,PSMG3
PPP6R2,PPP6R2
HPS4,HPS4
MATN3,MATN3
RAB3IL1,RAB3IL1
E2F5,E2F5
U4,RNU4-51P
SLC37A4,SLC37A4
LRRN4,LRRN4
FAM219B,FAM219B
BLOC1S2,BLOC1S2
TAGAP,TAGAP
Y_RNA,Y_RNA
ZSCAN2,ZSCAN2
EHMT2,EHMT2
OR4E2,OR4E2
PATE3,PATE3
Metazoa_SRP,RN7SL632P
PTPRZ1,PTPRZ1
OR4E1,OR4E1
XPNPEP1,XPNPEP1
OR8I2,OR8I2
ROBO2,ROBO2
MEPCE,MEPCE
TRAV2,TRAV2
CCDC83,CCDC83
TRAV3,TRAV3
PSD3,PSD3
RTN1,RTN1
MRPL51,MRPL51
ELFN1,ELFN1
UCN,UCN
TRAV5,TRAV5
OR5F1,OR5F1
RARB,RARB
OR5I1,OR5I1
SLC30A2,SLC30A2
PCDHB7,PCDHB7
U6,RNU6-1196P
CA13,CA13
SLC1A4,SLC1A4
OR5W2,OR5W2
Y_RNA,Y_RNA
PCDHB8,PCDHB8
RSPH3,RSPH3
TRAV9-1,TRAV9-1
PATE4,PATE4
U6,RNU6-454P
FADS3,FADS3
Metazoa_SRP,RN7SL419P
HTR2B,HTR2B
TRAV10,TRAV10
ERLIN1,ERLIN1
VDAC2,VDAC2
RGS6,RGS6
OR5D14,OR5D14
NCAPD2,NCAPD2
EFCAB9,EFCAB9
NPAS3,NPAS3
TLR2,TLR2
PAPOLG,PAPOLG
PCDHB10,PCDHB10
HYLS1,HYLS1
SH3BP5,SH3BP5
WDR35,WDR35
U1,RNU1-93P
PTPN20,PTPN20
TRAV13-1,TRAV13-1
PCDHB13,PCDHB13
ALDH7A1,ALDH7A1
CA1,CA1
SLC44A4,SLC44A4
TRAV12-2,TRAV12-2
OR5D3P,OR5D3P
Metazoa_SRP,RN7SL704P
EXTL1,EXTL1
SNORA72,SNORA72
MCM8,MCM8
MAFF,MAFF
RNF175,RNF175
MAD1L1,MAD1L1
U6,RNU6-290P
UBTD2,UBTD2
Metazoa_SRP,RN7SL549P
PCDHB15,PCDHB15
OR4S2,OR4S2
RRM2,RRM2
COX5A,COX5A
Metazoa_SRP,RN7SL216P
HM13,HM13
TALDO1,TALDO1
PUS3,PUS3
HYOU1,HYOU1
PCDH7,PCDH7
PICALM,PICALM
SLC25A2,SLC25A2
OSTM1,OSTM1
PHAX,PHAX
TAF7,TAF7
TRIM54,TRIM54
TRAV8-3,TRAV8-3
SFRP2,SFRP2
TRAV9-2,TRAV9-2
THOC5,THOC5
CALM1,CALM1
OR4A5,OR4A5
TRAV12-3,TRAV12-3
SCARNA10,SCARNA10
TRAV8-6,TRAV8-6
CAPN7,CAPN7
CA3,CA3
PGPEP1L,PGPEP1L
DDX25,DDX25
PPP1R35,PPP1R35
ASPHD2,ASPHD2
TRAV16,TRAV16
GAPDH,GAPDH
OR4A47,OR4A47
CYS1,CYS1
POP1,POP1
SH3PXD2B,SH3PXD2B
U6,RNU6-548P
Metazoa_SRP,RN7SL396P
TRAV17,TRAV17
NEU1,NEU1
ARMC9,ARMC9
PLA2G4D,PLA2G4D
GDF10,GDF10
THRB,THRB
U6,RNU6-501P
PM20D1,PM20D1
TRAV19,TRAV19
KLF11,KLF11
GDF2,GDF2
TRAV20,TRAV20
Y_RNA,Y_RNA
GATD1,GATD1
CA2,CA2
FADS2,FADS2
TRAV21,TRAV21
SPMIP10,SPMIP10
TSC22D4,TSC22D4
Metazoa_SRP,RN7SL341P
DNAJC5G,DNAJC5G
SCAMP5,SCAMP5
Y_RNA,Y_RNA
RBP3,RBP3
FOXB1,FOXB1
CHUK,CHUK
APOL5,APOL5
SYNM,SYNM
MANF,MANF
SERTAD2,SERTAD2
DCHS2,DCHS2
SLC26A9,SLC26A9
OR4X2,OR4X2
PCDHGB5,PCDHGB5
GRHL1,GRHL1
KIF11,KIF11
PAFAH2,PAFAH2
RBM15B,RBM15B
ANXA2,ANXA2
IFFO1,IFFO1
SLC30A3,SLC30A3
U6,RNU6-752P
EGLN3,EGLN3
SNORD52,SNORD52
NR2E1,NR2E1
GABBR1,GABBR1
APOL6,APOL6
SNORD48,SNORD48
CEP128,CEP128
IPO9,IPO9
SEZ6L,SEZ6L
PTPRJ,PTPRJ
LURAP1L,LURAP1L
HPS5,HPS5
MB,MB
VSIG10L2,VSIG10L2
NYAP1,NYAP1
Metazoa_SRP,RN7SL849P
LMNB1,LMNB1
HSPA1L,HSPA1L
PSKH2,PSKH2
DCAF1,DCAF1
PPP4R3B,PPP4R3B
TTC23,TTC23
RLN2,RLN2
AHSA1,AHSA1
RASD2,RASD2
AFTPH,AFTPH
IGKV6D-41,IGKV6D-41
IER5L,IER5L
ATP6V0D2,ATP6V0D2
NEFH,NEFH
NIPAL2,NIPAL2
SNX3,SNX3
RAB7B,RAB7B
TTC7B,TTC7B
PLRG1,PLRG1
NEURL1B,NEURL1B
TRAV29DV5,TRAV29DV5
TRAV30,TRAV30
BCL6B,BCL6B
C7H15orf39,C15orf39
LRRC9,LRRC9
Metazoa_SRP,RN7SL416P
