Gene name	Gorilla gene name	Gorilla homology type	%id. target Gorilla gene identical to query gene	%id. query gene identical to target Gorilla gene	Gorilla Gene-order conservation score	Gorilla Whole-genome alignment coverage	Gorilla orthology confidence [0 low, 1 high]
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	98.3222	98.3222		0.00	0
OR1A1	OR1A1	ortholog_one2one	98.7055	98.7055	100	100.00	1
MIR5705							
		ortholog_one2many	97.6744	97.6744		100.00	1
		ortholog_one2many	88.3721	88.3721		0.00	0
U6	U6	ortholog_one2many	100	100		0.00	0
RNU4-26P	U4	ortholog_one2one	85.9813	79.3103		100.00	0
MRFAP1L2	MRFAP1L2	ortholog_one2one	96.6387	96.6387	100	100.00	1
U1	U1	ortholog_many2many	93.75	93.75		0.00	0
U1	U1	ortholog_many2many	94.4444	94.4444		0.00	0
U1	U1	ortholog_many2many	93.75	93.75		0.00	0
U1	U1	ortholog_many2many	94.4444	94.4444		0.00	0
RNU6-301P	U6	ortholog_one2one	98.1308	98.1308		100.00	1
GJB5	GJB5	ortholog_one2one	99.2674	99.2674	100	100.00	1
							
MIR5589	MIR5589	ortholog_one2one	100	100		100.00	1
RNU6-1015P							
RNU6-213P	U6	ortholog_one2one	98.0769	98.0769		100.00	1
		ortholog_one2many	98.6667	85.0575		0.00	0
U4	U4	ortholog_one2one	85.6115	85		100.00	1
AHSP	AHSP	ortholog_one2one	99.0196	99.0196	75	0.00	1
							
RNU1-131P	U1	ortholog_one2one	98.1366	98.1366		100.00	1
		ortholog_one2one	97.351	96.7105	100	100.00	1
RNU6-243P	U6	ortholog_one2one	97.1963	97.1963		100.00	1
MIR4510	MIR4510	ortholog_one2one	100	100		100.00	1
							
MIR380	MIR380	ortholog_one2one	100	100		100.00	1
RN7SL221P	Metazoa_SRP	ortholog_one2one	97.8648	97.8648		100.00	1
							
RNU6-830P							
RNU4-78P	U4	ortholog_one2one	99.2064	99.2064		100.00	1
							
		ortholog_one2one	98.7952	98.7952		100.00	1
RNU1-43P	U1	ortholog_one2one	97.5758	97.5758		100.00	1
U6							
RNU6-229P	U6	ortholog_one2one	99.0196	99.0196		100.00	1
MIR645	MIR645	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	99.1736	99.1736	100	100.00	1
		ortholog_one2one	95.4545	95.4545	100	100.00	1
		ortholog_one2many	98.6667	85.0575		100.00	1
RNU6-1114P	U6	ortholog_one2one	77.5701	96.5116		100.00	0
U4	U4	ortholog_one2one	100	100		100.00	1
		ortholog_one2many	94.5736	95.3125	25	0.00	0
RN7SL116P	Metazoa_SRP	ortholog_one2one	80.3858	85.9107		100.00	1
MIR676	MIR676	ortholog_one2one	100	100		100.00	1
MIR5579	MIR5579	ortholog_one2one	100	100		100.00	1
U6							
RNU6-221P	U6	ortholog_one2one	98.9899	98.9899		100.00	1
U1	U1	ortholog_one2one	98.6577	98.6577		100.00	1
MST1R	MST1R	ortholog_one2one	98.5714	98.5714	100	100.00	1
OR51A7							
MAGEB2	MAGEB2	ortholog_one2one	94.3574	94.3574	100	0.00	1
		ortholog_one2one	100	100	100	100.00	1
							
							
RNU4-10P	U4	ortholog_one2one	98.5714	98.5714		100.00	1
LRRTM1	LRRTM1	ortholog_one2one	99.8084	99.8084	100	100.00	1
RNU6-863P	U6	ortholog_one2one	97.1154	100		100.00	1
		ortholog_one2one	100	100		100.00	1
MIR548AE1	MIR548AE1	ortholog_one2one	98.5714	98.5714		100.00	1
DEK	DEK	ortholog_one2one	99.4652	99.2	100	100.00	1
RNU6-544P	U6	ortholog_one2one	98.1308	98.1308		100.00	1
RNU1-74P	U1	ortholog_one2one	95.9064	97.0414		100.00	1
RNU6-1136P	U6	ortholog_one2one	100	100		100.00	1
RN7SL368P	Metazoa_SRP	ortholog_one2one	99.278	99.278		100.00	1
		ortholog_one2one	95.4545	95.4545		0.00	0
RNU4-39P	U4	ortholog_one2one	99.2126	99.2126		100.00	1
RN7SL767P	Metazoa_SRP	ortholog_one2one	98.5019	98.5019		100.00	1
MIR140	ggo-mir-140	ortholog_one2one	100	100		100.00	1
RNU6-481P	U6	ortholog_one2one	97.2222	98.1308		100.00	1
RNU1-132P	U1	ortholog_one2one	95.7317	96.9136		100.00	1
RNU6-598P	U6	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	97.8873	97.8873	100	100.00	1
RN7SL525P							
MIR1225	MIR1225	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	100	100		100.00	1
		ortholog_one2one	97.411	97.411	100	100.00	1
U1	U1	ortholog_one2one	99.3902	99.3902		100.00	1
RNU6-712P	U6	ortholog_one2one	99	99		0.00	0
RNU6-429P	U6	ortholog_one2one	98.1481	98.1481		100.00	1
RNU6-306P	U6	ortholog_one2many	96.2617	96.2617		0.00	0
RNU6-306P	U6	ortholog_one2many	96.2617	96.2617		0.00	0
RNU4-17P	U4	ortholog_one2one	99.2908	99.2908		100.00	1
RN7SL111P	Metazoa_SRP	ortholog_one2one	98.5965	98.5965		100.00	1
							
							
RNU6-602P	U6	ortholog_one2one	100	100		100.00	1
U1							
							
RNU4-80P	U4	ortholog_one2one	83.6879	83.6879		100.00	1
		ortholog_one2one	97.1154	97.1154		100.00	1
NAT2	NAT2	ortholog_one2one	98.2759	98.2759	100	100.00	1
RNU6-78P	U6	ortholog_one2one	96.2617	96.2617		100.00	1
ILVBL	ILVBL	ortholog_one2one	99.5253	99.5253	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	97.2318	97.2318		100.00	1
MIR523	MIR523	ortholog_one2one	97.7011	97.7011		100.00	1
MIR181A2	ggo-mir-181a-2	ortholog_one2one	99.0909	99.0909		100.00	1
U1							
RNU6-921P	U6	ortholog_one2one	99.0654	99.0654		100.00	1
RN7SL293P	Metazoa_SRP	ortholog_one2one	98.2206	98.2206		100.00	1
RNU4-67P	U4	ortholog_one2one	98.5816	98.5816		100.00	1
RNU6-1089P	U6	ortholog_one2one	100	100		100.00	1
							
							
OR5AK2							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	97.5352	97.5352		100.00	1
U1							
							
RNU6-974P	U6	ortholog_one2one	99.0654	98.1481		100.00	1
ptr-mir-300							
RNU6-826P	U6	ortholog_one2one	99.0385	99.0385		100.00	1
RNU4-44P							
		ortholog_one2one	99.1228	99.1228		100.00	1
RNU6-840P	U6	ortholog_one2one	100	100		100.00	1
IFT46	IFT46	ortholog_one2one	91.831	92.0904	100	100.00	1
IRS4	IRS4	ortholog_one2one	98.8067	99.0431	0	0.00	0
RN7SL338P	Metazoa_SRP	ortholog_one2one	76.3699	76.6323		100.00	0
RNU1-14P	U1	ortholog_one2one	98.6842	98.6842		100.00	1
							
DBI		ortholog_one2one	100	100	100	100.00	1
ptr-mir-1204							
RNU6-1107P	U6	ortholog_one2one	99.0385	99.0385		100.00	1
RNU6-176P	U6	ortholog_one2one	96.1905	96.1905		100.00	1
U1							
ptr-mir-362	MIR362	ortholog_one2many	100	100		0.00	0
							
		ortholog_one2one	99.0385	99.0385		100.00	1
U4	U4	ortholog_one2one	99.2908	99.2908		100.00	1
U6	U6	ortholog_one2one	100	100		100.00	1
ptr-mir-520a							
RN7SL151P							
RNU6-382P	U6	ortholog_one2one	99.0566	99.0566		100.00	1
SOX11	SOX11	ortholog_one2one	99.5465	99.5465	100	100.00	1
AGAP2	AGAP2	ortholog_one2one	89.9329	99.2593	100	100.00	1
CLDN22	CLDN22	ortholog_one2one	94.0909	94.0909	100	100.00	1
ECEL1	ECEL1	ortholog_one2one	99.3548	99.3548	100	100.00	1
							
RN7SL863P	Metazoa_SRP	ortholog_one2one	98.6487	98.6487		0.00	0
Metazoa_SRP							
RNU4-76P	U4	ortholog_one2one	99.2908	99.2908		100.00	1
ptr-mir-362	MIR362	ortholog_one2many	100	100		100.00	1
RNU1-139P	U1	ortholog_one2one	96.3636	96.3636		100.00	1
U6							
MRGPRX4	MRGPRX4	ortholog_one2one	99.0683	99.0683	100	0.00	1
RNU6-1226P	U6	ortholog_one2one	98.1308	98.1308		100.00	1
RAP2B	RAP2B	ortholog_one2one	100	100	100	100.00	1
C3AR1	C3AR1	ortholog_one2one	98.5477	98.5477	100	100.00	1
RNU1-31P	U1	ortholog_one2one	96	95.4545		100.00	1
							
RNU6-1012P	U6	ortholog_one2one	99.0826	99.0826		100.00	1
RNU4-68P	U4	ortholog_one2one	99.2908	99.2908		100.00	1
MIR6801	MIR6801	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	98.3333	98.3333		100.00	1
RNU6-1078P	U6	ortholog_one2one	100	100		100.00	1
RN7SL598P	Metazoa_SRP	ortholog_one2one	96.5986	97.5945		100.00	1
RNU6-780P	U6	ortholog_one2one	98.0769	98.0769		100.00	1
							
							
RN7SL255P	Metazoa_SRP	ortholog_one2one	99.3243	99.3243		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	94.5392	93.266		0.00	0
U6	U6	ortholog_one2one	97.1429	97.1429		100.00	1
MIR653	MIR653	ortholog_one2one	100	100		100.00	1
SNORD124	SNORD124	ortholog_one2one	100	100		100.00	1
U4	U4	ortholog_one2many	97.1631	97.1631		0.00	0
SLC5A11	SLC5A11	ortholog_one2one	95.6061	93.4815	100	100.00	1
UBAP2L	UBAP2L	ortholog_one2one	98.7387	98.4726	100	100.00	1
RNU6-413P	U6	ortholog_one2one	100	100		100.00	1
ptr-mir-215	ggo-mir-215	ortholog_one2one	100	100		100.00	1
							
		ortholog_one2one	91.954	87.9121	100	100.00	1
RNU6-843P	U6	ortholog_one2one	100	100		100.00	1
SLC66A2	SLC66A2	ortholog_one2one	99.262	99.262	100	90.05	1
SNORD113-3	SNORD113-3	ortholog_one2one	100	100		100.00	1
DUXA	DUXA	ortholog_one2one	98.5294	98.5294	100	0.00	1
CES3	CES3	ortholog_one2many	81.4361	90.2913	100	0.00	1
ptr-mir-765		ortholog_one2one	98.2456	98.2456		100.00	1
RNU6-279P	U6	ortholog_one2one	89.5238	89.5238		100.00	1
		ortholog_one2one	97.037	97.037		100.00	1
RN7SL577P	Metazoa_SRP	ortholog_one2one	99.0099	99.0099		100.00	1
RNU4-6P	U4	ortholog_one2one	98.3607	98.3607		100.00	1
U1	U1	ortholog_one2many	98.0392	98.0392		100.00	1
MIR6715A							
H3C6	H3C2	ortholog_one2one	100	100	0	0.00	0
		ortholog_one2one	96.729	96.729	100	100.00	1
U6	U6	ortholog_one2many	98.0198	98.0198		100.00	1
RN7SL398P	Metazoa_SRP	ortholog_one2one	97.3154	97.3154		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
TMEM30B	TMEM30B	ortholog_one2one	99.7151	99.7151	100	100.00	1
							
							
RNU4-46P	U4	ortholog_one2one	98.5714	98.5714		100.00	1
		ortholog_one2one	99.3939	99.3939		100.00	1
MIR8073	MIR8073	ortholog_one2one	100	100		100.00	1
RN7SL498P	Metazoa_SRP	ortholog_one2one	97.9866	97.01		100.00	1
		ortholog_one2many	65.6716	80.9816	0	0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	94.5392	93.266		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
RNU6-135P	U6	ortholog_one2one	98.0198	98.0198		100.00	1
ptr-mir-939	MIR939	ortholog_one2many	100	100		0.00	0
RNU4-4P	U4	ortholog_one2one	97.6923	97.6923		100.00	1
SNORD126	SNORD126	ortholog_one2one	100	100		100.00	1
		ortholog_many2many	80.5797	95.6971	0	0.00	0
		ortholog_many2many	80.8696	96.0413	0	0.00	0
		ortholog_many2many	80.8696	96.0413	0	0.00	0
		ortholog_many2many	79.5652	95.979	0	0.00	0
		ortholog_many2many	91.8841	68.2454	0	0.00	0
RN7SL507P	Metazoa_SRP	ortholog_one2one	98.3108	98.3108		100.00	1
							
RN7SL342P	Metazoa_SRP	ortholog_one2one	96.2585	96.2585		100.00	1
U1	U1	ortholog_one2one	74.6575	68.5535		100.00	0
ptr-mir-939	MIR939	ortholog_one2many	100	100		0.00	0
RNU6-1190P	U6	ortholog_one2one	97.1154	97.1154		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
	SNORA15	ortholog_one2many	99.2481	99.2481		100.00	1
RNU4-21P	U4	ortholog_one2one	92.1986	88.4354		100.00	1
RN7SL519P	Metazoa_SRP	ortholog_one2one	97.5694	94.9324		100.00	1
RN7SL630P	Metazoa_SRP	ortholog_one2one	98.9899	98.9899		100.00	1
MIR933							
HNRNPR	HNRNPR	ortholog_one2one	99.5283	100	100	100.00	1
		ortholog_many2many	81.4493	96.7298	0	0.00	0
		ortholog_many2many	81.4493	96.7298	0	0.00	0
		ortholog_many2many	81.4493	96.7298	0	0.00	0
		ortholog_many2many	80.1449	96.6783	0	0.00	0
		ortholog_many2many	92.4638	68.676	0	0.00	0
OR4C13		ortholog_one2one	75.0809	82.5623	50	0.00	0
		ortholog_one2one	100	100		100.00	1
	SNORA15	ortholog_one2many	99.2481	99.2481		100.00	1
U4	U4	ortholog_one2many	97.1631	97.1631		0.00	0
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
U6	U6	ortholog_one2many	98.2609	96.5812		100.00	1
Metazoa_SRP							
MIR1182	MIR1182	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	97.7528	98.8636		100.00	1
CASP3	CASP3	ortholog_one2one	98.917	98.917	100	100.00	1
RAB13	RAB13	ortholog_one2one	100	100	100	100.00	1
RXFP4	RXFP4	ortholog_one2one	99.7326	99.7326	100	100.00	1
							
RNU6-1165P	U6	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	98.0583	98.0583		100.00	1
							
	FAM185A	ortholog_one2many	83.5616	88.4058	0	98.77	1
							
MIR7704	MIR7704	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.1228	99.1228		100.00	1
TRPS1	TRPS1	ortholog_one2one	99.5331	98.8408	100	100.00	1
RN7SL743P	Metazoa_SRP	ortholog_one2one	95.302	96.9283		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	98.155	98.155		100.00	1
MIRLET7F2	MIRLET7F2	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.3451	97.3451		100.00	1
		ortholog_one2one	98.9362	98.9362		100.00	1
U6	U6	ortholog_one2many	100	100		0.00	0
ptr-mir-373							
Y_RNA	Y_RNA	ortholog_one2one	99.115	99.115		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	98.6577	98.6577		0.00	0
Metazoa_SRP							
SNORD12B	SNORD12B	ortholog_one2one	100	100		100.00	1
IFNA14							
MIR652	MIR652	ortholog_one2one	100	100		100.00	1
							
U6	U6	ortholog_one2many	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
MIR508	MIR508	ortholog_one2one	93.913	93.913		100.00	1
EIF5B	EIF5B	ortholog_one2one	99.0984	98.6939	100	100.00	1
Metazoa_SRP							
Y_RNA	Y_RNA	ortholog_one2one	98.2301	98.2301		100.00	1
							
RN7SL47P	Metazoa_SRP	ortholog_one2one	97.6589	96.0526		100.00	1
	MAGEB6	ortholog_one2many	83.5381	83.5381	50	100.00	1
	SNORA15B-2	ortholog_one2many	100	100		0.00	0
							
Y_RNA	Y_RNA	ortholog_one2one	95.8763	95.8763		100.00	1
U6							
	SNORA15B-2	ortholog_one2many	100	100		0.00	0
Y_RNA	Y_RNA	ortholog_one2one	98.0392	98.0392		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	98.6577	98.6577		100.00	1
							
OR10V1	OR10V1	ortholog_one2one	98.7055	98.7055	100	100.00	1
MIR6769A							
RN7SL801P	Metazoa_SRP	ortholog_one2one	96.0265	96.0265		100.00	1
U6							
							
		ortholog_one2one	98.0769	98.0769	50	100.00	1
		ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.9381	97.9381		100.00	1
							
RN7SL724P	Metazoa_SRP	ortholog_one2one	98.524	98.524		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	94.4444	96.2264		100.00	1
MIR101-1	ggo-mir-101	ortholog_one2one	100	100		100.00	1
RN7SL760P	Metazoa_SRP	ortholog_one2one	99.2593	99.2593		100.00	1
RNU5A-2P	U5	ortholog_one2one	100	100		100.00	1
H3C6	H3C2	ortholog_one2many	100	100	0	0.00	0
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
SNORA21	SNORA21	ortholog_one2one	99.2424	99.2424		100.00	1
ptr-mir-593		ortholog_one2one	98	98		100.00	1
RN7SL201P	Metazoa_SRP	ortholog_one2one	97.2973	97.2973		100.00	1
MIR548AH	MIR548D	ortholog_one2one	100	100		100.00	1
U5	U5	ortholog_one2one	97.4138	97.4138		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	98.2456	98.2456		100.00	1
SNORA21B							
OR10G7							
RN7SL277P	Metazoa_SRP	ortholog_one2one	98.6111	98.6111		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
		ortholog_many2many	80.7246	95.8692	0	0.00	0
		ortholog_many2many	81.3043	96.5577	0	0.00	0
		ortholog_many2many	81.0145	96.2134	0	0.00	0
		ortholog_many2many	79.7101	96.1538	0	0.00	0
		ortholog_many2many	92.029	68.3531	0	0.00	0
RN7SL332P	Metazoa_SRP	ortholog_one2one	99.2126	99.2126		100.00	1
		ortholog_one2one	100	100		0.00	0
RNY1P9	Y_RNA	ortholog_one2one	98.1651	98.1651		0.00	0
MIR5585	MIR5585	ortholog_one2one	100	100		100.00	1
RN7SL578P	Metazoa_SRP	ortholog_one2one	98.9437	96.5636		0.00	0
RN7SL382P	Metazoa_SRP	ortholog_one2one	97.5177	97.5177		100.00	1
RNU5F-6P	U5	ortholog_one2one	99.1379	99.1379		100.00	1
		ortholog_one2one	98.0583	98.0583		100.00	1
STK24	STK24	ortholog_one2one	99.5485	99.5485	100	100.00	1
		ortholog_one2one	100	100		100.00	1
							
Y_RNA	Y_RNA	ortholog_one2many	100	99.1228		100.00	1
Metazoa_SRP							
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	71.73	71.4286		0.00	0
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
MIR544A	MIR544A	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	95.4955	95.4955		100.00	1
KRTAP16-1	KRTAP16-1	ortholog_one2one	96.325	97.2656	100	82.73	1
BRK1	BRK1	ortholog_one2one	100	100	100	100.00	1
GDF7	GDF7	ortholog_one2one	98.2103	98.2103	100	100.00	1
RNU5F-3P	U5	ortholog_one2one	100	100		100.00	1
PRR33	PRR33	ortholog_one2one	97.7036	97.7036	100	100.00	1
MIR124-1	MIR124-1	ortholog_one2one	100	100		100.00	1
IFNA5							
RN7SL333P							
RN7SL645P	Metazoa_SRP	ortholog_one2one	99.2565	99.2565		100.00	1
RN7SL209P	Metazoa_SRP	ortholog_one2one	98.1818	98.1818		0.00	0
							
Y_RNA	Y_RNA	ortholog_one2many	97.3451	97.3451		0.00	0
IL23A	IL23A	ortholog_one2one	97.3545	97.3545	100	100.00	1
							
RNU6ATAC41P	RNU6ATAC41P	ortholog_one2one	100	100		100.00	1
RNU5B-2P	U5	ortholog_one2one	98.2301	98.2301		100.00	1
CBX1	CBX1	ortholog_one2one	69.0299	100	100	100.00	0
		ortholog_one2many	100	100		100.00	1
Metazoa_SRP							
							
Y_RNA	Y_RNA	ortholog_one2one	98.9247	98.9247		100.00	1
		ortholog_one2many	100	100		0.00	0
RN7SL606P	Metazoa_SRP	ortholog_one2one	98.2935	98.2935		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	97.619	97.619		100.00	1
		ortholog_one2many	100	100		100.00	1
U5							
RN7SL229P	Metazoa_SRP	ortholog_one2one	98.3278	98.3278		100.00	1
ELFN1	ELFN1	ortholog_one2one	99.6377	99.6377	100	100.00	1
							
Metazoa_SRP							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	98.9324	98.9324		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	92.6606	90.991		100.00	1
		ortholog_one2many	97.619	96.0938		100.00	1
MAGEB10	MAGEB10	ortholog_one2one	97.4063	97.4063	100	100.00	1
							
							
RN7SL359P	Metazoa_SRP	ortholog_one2one	98.2639	96.9178		100.00	1
U5	U5	ortholog_one2one	93.1034	93.1034		100.00	1
		ortholog_one2many	100	100		0.00	0
RN7SL263P	Metazoa_SRP	ortholog_one2one	68.6207	79.2829		100.00	0
Y_RNA	Y_RNA	ortholog_one2one	95.283	95.283		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	98.1982	98.1982		100.00	1
RNU6ATAC21P	RNU6ATAC21P	ortholog_one2one	98.4127	98.4127		100.00	1
							
RNU5A-6P	U5	ortholog_one2one	96.5517	96.5517		100.00	1
RN7SL420P	Metazoa_SRP	ortholog_one2one	98.6577	98.6577		100.00	1
							
MIR340	MIR340	ortholog_one2one	100	100		100.00	1
RN7SL842P							
SNORD32B	SNORD33	ortholog_one2one	97.619	97.619		100.00	1
		ortholog_one2one	89.5652	89.5652		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0909	99.0909		100.00	1
Metazoa_SRP							
							
RN7SL77P	Metazoa_SRP	ortholog_one2one	98.2993	98.2993		100.00	1
MIR1224	MIR1224	ortholog_one2one	100	100		100.00	1
RNU5E-8P	U5	ortholog_one2one	99.1379	99.1379		100.00	1
		ortholog_one2one	98.4	98.4		0.00	0
Metazoa_SRP							
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
FUT1	FUT1	ortholog_one2one	98.9071	98.9071	100	100.00	1
ptr-mir-1256		ortholog_one2one	100	100		100.00	1
RN7SL472P	Metazoa_SRP	ortholog_one2one	99.3174	99.3174		100.00	1
RN7SL237P	Metazoa_SRP	ortholog_one2one	98.6063	98.6063		100.00	1
MIR760	MIR760	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	96.9072	96.9072		100.00	1
U5	U5	ortholog_one2one	96.6387	96.6387		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.3451	97.3451		100.00	1
		ortholog_one2many	95.2381	93.75		100.00	1
ENHO	ENHO	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	100	100		100.00	1
MIR4682	MIR4682	ortholog_one2one	100	100		100.00	1
DRC7	DRC7	ortholog_one2one	99.0847	99.0847	100	100.00	1
RN7SL301P	Metazoa_SRP	ortholog_one2one	98.6577	98.6577		0.00	0
RN7SL57P	Metazoa_SRP	ortholog_one2one	97.5862	98.6063		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	96.875	95.8763		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.115	99.115		100.00	1
		ortholog_one2one	99.2064	99.2064		100.00	1
RNU5A-3P	U5	ortholog_one2one	96.4912	96.4912		100.00	1
HSPB3	HSPB3	ortholog_one2one	100	100	100	100.00	1
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	93.5943	93.5943		0.00	0
Y_RNA	Y_RNA	ortholog_one2one	98.9691	98.9691		100.00	1
		ortholog_one2many	99.187	99.187		100.00	1
		ortholog_one2many	99.187	99.187		0.00	0
RN7SL218P	Metazoa_SRP	ortholog_one2one	96.6555	96.6555		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.115	99.115		100.00	1
OR2J1	OR2J1	ortholog_one2one	97.7564	97.7564	100	0.00	1
MIR4787							
U5	U5	ortholog_one2one	90.678	91.453		100.00	1
MIR3170	MIR3170	ortholog_one2one	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.9167	97.9167		100.00	1
							
RN7SL542P	Metazoa_SRP	ortholog_one2one	97.2789	97.2789		100.00	1
							
RN7SL223P	Metazoa_SRP	ortholog_one2one	97.619	97.619		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0741	99.0741		100.00	1
LRRC47	LRRC47	ortholog_one2one	99.8285	99.8285	100	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	99.0196	99.0196		100.00	1
RNU5A-7P	U5	ortholog_one2one	99.1379	99.1379		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	95.0495	94.7368		100.00	1
		ortholog_one2one	97.0588	97.0588		100.00	1
RN7SL508P	Metazoa_SRP	ortholog_one2one	97.0297	97.0297		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.0588	97.0588		100.00	1
MIR130A	ggo-mir-130a	ortholog_one2one	100	100		100.00	1
RNU5E-5P	U5	ortholog_one2one	97.3684	95.6897		100.00	1
RN7SL717P	Metazoa_SRP	ortholog_one2one	98.6532	98.6532		100.00	1
MIR6736	MIR6736	ortholog_one2one	100	100		100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	99.115	99.115		100.00	1
CRYBA2	CRYBA2	ortholog_one2one	97.9695	97.9695	100	100.00	1
							
PLN	PLN	ortholog_one2one	100	100	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.0588	97.0588		100.00	1
RN7SL712P	Metazoa_SRP	ortholog_one2one	95.6954	95.6954		100.00	1
MIR135A2	ggo-mir-135a	ortholog_one2one	100	100		100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	98.1982	98.1982		100.00	1
MIR6820	MIR6820	ortholog_one2one	100	100		100.00	1
RNU5F-2P	U5	ortholog_one2one	97.561	65.5738		100.00	0
RN7SL200P	Metazoa_SRP	ortholog_one2one	99.6528	99.6528		100.00	1
Y_RNA	Y_RNA	ortholog_one2many	98.0583	98.0583		100.00	1
RN7SL592P							
FZD7	FZD7	ortholog_one2one	99.8258	99.8258	75	100.00	1
ptr-mir-181d	MIR181D	ortholog_one2one	100	100		100.00	1
		ortholog_one2one	68.75	68.75		100.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	71.7687	76.4493		100.00	0
Y_RNA	Y_RNA	ortholog_one2one	99.1071	99.1071		100.00	1
RNU5A-4P	U5	ortholog_one2one	95.4955	95.4955		100.00	1
ptr-mir-891a		ortholog_one2many	98.7342	98.7342		100.00	1
		ortholog_one2one	80.1887	94.4444	100	100.00	1
U5	U5	ortholog_one2one	96.2264	96.2264		100.00	1
RN7SL531P	Metazoa_SRP	ortholog_one2one	98.227	98.227		100.00	1
		ortholog_one2one	100	100		100.00	1
		ortholog_one2one	98.7342	98.7342		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	99.0909	99.0909		100.00	1
SNORD43	SNORD43	ortholog_one2one	96.875	96.875		100.00	1
RNU5F-4P	U5	ortholog_one2one	98.2456	98.2456		100.00	1
ptr-mir-891a		ortholog_one2many	98.7342	98.7342		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
RN7SL78P	Metazoa_SRP	ortholog_one2one	99.2883	99.2883		100.00	1
RELCH	RELCH	ortholog_one2one	99.68	99.68	100	100.00	1
MIR4446							
NFIL3	NFIL3	ortholog_one2one	99.7835	99.7835	100	100.00	1
		ortholog_one2one	86.4583	88.2979		100.00	1
RN7SL709P	Metazoa_SRP	ortholog_one2one	98.3333	98.3333		100.00	1
Y_RNA	Y_RNA	ortholog_one2many	100	99.1228		100.00	1
							
RNU5E-4P	U5	ortholog_one2one	91.9355	93.4426		100.00	1
Y_RNA							
CLDN34							
RN7SL672P	Metazoa_SRP	ortholog_one2one	97.3154	97.3154		100.00	1
U12	U12	ortholog_one2many	99.359	99.359		100.00	1
