Gene name	Human gene name	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
CACNA2D3	CACNA2D3	ortholog_one2one	98.3755	99.9083	100	100.00	1
EDEM1	EDEM1	ortholog_one2one	98.4779	98.4779	100	100.00	1
ECE1	ECE1	ortholog_one2one	95.8974	97.1429	100	100.00	1
Metazoa_SRP							
							
FCRL3	FCRL3	ortholog_one2one	85.1064	87.1935	100	100.00	1
							
							
							
							
mml-mir-548i							
PEX14	PEX14	ortholog_one2one	100	100	100	100.00	1
MIR4790	MIR4790	ortholog_one2one	100	100		100.00	1
							
VWA5B2	VWA5B2	ortholog_one2one	97.1038	97.182	100	100.00	1
ADAM15	ADAM15	ortholog_one2one	90.5332	96.4079	100	100.00	1
							
							
Metazoa_SRP							
FCRL4	FCRL4	ortholog_one2one	82.241	75.534	100	100.00	1
							
Metazoa_SRP	RN7SL553P	ortholog_one2one	84.7176	85.5705		100.00	1
ESPN	ESPN	ortholog_one2one	97.541	97.541	100	100.00	1
							
Metazoa_SRP							
RIPPLY3	RIPPLY3	ortholog_one2one	92.9348	90	100	100.00	1
PCNX2	PCNX2	ortholog_one2one	97.0051	97.0051	100	100.00	1
							
FCRL5	FCRL5	ortholog_one2one	83.2024	86.694	100	100.00	1
							
							
Metazoa_SRP	RN7SL614P	ortholog_one2one	91.1348	91.7857		100.00	1
							
							
							
Metazoa_SRP							
NFE2L3	NFE2L3	ortholog_one2one	93.3622	93.2277	100	100.00	1
SOAT1	SOAT1	ortholog_one2one	98.3636	98.3636	100	100.00	1
							
BARHL2	BARHL2	ortholog_one2one	96.6292	88.8889	100	100.00	1
Metazoa_SRP							
							
							
							
	AMY2A	ortholog_many2many	95.6947	95.6947	100	0.00	1
	AMY2B	ortholog_many2many	95.3033	95.3033	100	0.00	1
	AMY1B	ortholog_many2many	94.7162	94.7162	0	100.00	1
	AMY1A	ortholog_many2many	94.7162	94.7162	100	62.38	1
	AMY1C	ortholog_many2many	94.7162	94.7162	100	100.00	1
HLCS	HLCS	ortholog_one2one	97.4828	97.5945	100	100.00	1
U3	SNORD3G	ortholog_one2one	90.7767	86.9767		100.00	1
GUCA2A	GUCA2A	ortholog_one2one	96.5217	96.5217	100	100.00	1
							
HES2	HES2	ortholog_one2one	61.2403	91.3295	100	100.00	1
U4							
							
ALG3	ALG3	ortholog_one2one	97.4886	97.4886	75	100.00	1
DFFA	DFFA	ortholog_one2one	93.9577	93.9577	100	100.00	1
GUCA2B	GUCA2B	ortholog_one2one	96.4286	96.4286	100	100.00	1
							
							
COL18A1	COL18A1	ortholog_one2one	82.2252	93.2786	100	100.00	1
							
							
mml-mir-1224	MIR1224	ortholog_one2one	95.2941	95.2941		100.00	1
							
							
ETV3	ETV3	ortholog_one2one	98.0431	97.8516	100	100.00	1
RABL3	RABL3	ortholog_one2one	87.6866	99.5763	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2many	86.3248	35.4386		0.00	0
							
							
TBL1XR1	TBL1XR1	ortholog_one2one	91.0256	96.6926	75	100.00	1
CENPS	CENPS	ortholog_one2one	58.5366	69.5652	100	90.75	1
							
							
Y_RNA	Y_RNA	ortholog_one2one	88.3929	87.6106		100.00	1
							
							
ETV3L	ETV3L	ortholog_one2one	91.9444	91.6898	100	100.00	1
Metazoa_SRP							
GRM7	GRM7	ortholog_one2one	99.7814	99.7814	100	100.00	1
ACOT7	ACOT7	ortholog_one2one	75.6962	80.8108	100	100.00	1
U6	RNU6-695P	ortholog_one2one	84.1122	86.5385		100.00	1
SIM2	SIM2	ortholog_one2one	97.3013	97.3013	100	100.00	1
PDE4B	PDE4B	ortholog_one2one	99.5924	99.5924	100	100.00	1
DPH5	DPH5	ortholog_one2one	96.8421	96.8421	100	100.00	1
							
PTPRU	PTPRU	ortholog_one2one	93.0339	99.5125	100	100.00	1
AMY2B	AMY2A	ortholog_many2many	96.0861	96.0861	100	55.68	1
AMY2B	AMY2B	ortholog_many2many	95.499	95.499	100	100.00	1
AMY2B	AMY1B	ortholog_many2many	94.3249	94.3249	0	0.00	0
AMY2B	AMY1A	ortholog_many2many	94.3249	94.3249	100	42.09	1
AMY2B	AMY1C	ortholog_many2many	94.3249	94.3249	100	0.00	1
ECE2	ECE2	ortholog_one2one	82.5595	95.2941	100	100.00	1
							
Metazoa_SRP							
EIF4G3	EIF4G3	ortholog_one2one	95.9639	97.075	100	100.00	1
							
PGD	PGD	ortholog_one2one	99.5859	99.5859	100	100.00	1
ZNF326	ZNF326	ortholog_one2one	98.9637	98.4536	100	100.00	1
							
							
U3	U3	ortholog_one2one	90.708	90.3084		100.00	1
							
AXDND1	AXDND1	ortholog_one2one	95.0413	90.9091	100	100.00	1
HGD	HGD	ortholog_one2one	82.6087	89.6629	100	100.00	1
EXTL2	EXTL2	ortholog_one2one	92.5501	97.8788	75	100.00	1
BBX	BBX	ortholog_one2one	94.1296	98.831	100	100.00	1
NPVF	NPVF	ortholog_one2one	91.3265	91.3265	100	100.00	1
NPHS2	NPHS2	ortholog_one2one	74.1107	97.9112	100	100.00	1
							
LRTM1	LRTM1	ortholog_one2one	93.0435	93.0435	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	82.8829	83.6364		100.00	1
U6							
Metazoa_SRP							
CAMK2N2	CAMK2N2	ortholog_one2one	100	100	100	100.00	1
GPR153	GPR153	ortholog_one2one	96.8801	96.8801	100	100.00	1
NDUFB4	NDUFB4	ortholog_one2one	78.1513	72.093	100	100.00	1
U5	RNU5F-2P	ortholog_one2one	77.0833	90.2439		100.00	1
LRRC8D	LRRC8D	ortholog_one2one	99.4173	99.4173	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
Metazoa_SRP							
HES3	HES3	ortholog_one2one	92.6966	88.7097	100	100.00	1
							
							
							
							
VCAM1	VCAM1	ortholog_one2one	94.452	94.452	100	100.00	1
U4	RNU4-88P	ortholog_one2one	66.3934	94.186		100.00	1
							
NTPCR	NTPCR	ortholog_one2one	98.4211	98.4211	100	100.00	1
Metazoa_SRP	RN7SL854P	ortholog_one2one	94.1581	92.8814		100.00	1
TDRD5	TDRD5	ortholog_one2one	96.0271	95.7488	100	100.00	1
WNT5A	WNT5A	ortholog_one2one	80.9524	98.4211	100	100.00	1
							
SPMIP4	SPMIP4	ortholog_one2one	96.1017	96.1017	100	100.00	1
							
LRRC8C	LRRC8C	ortholog_one2one	99.7509	99.7509	100	100.00	1
							
							
							
FAM163A	FAM163A	ortholog_one2one	98.2036	98.2036	100	100.00	1
U1	RNU1-74P	ortholog_one2one	92.0732	88.3041		100.00	1
							
CYCS	CYCS	ortholog_one2many	99.0476	99.0476	100	100.00	1
							
		ortholog_one2one	90.2256	93.75		100.00	1
PSMD2	PSMD2	ortholog_one2one	99.8899	99.8899	75	100.00	1
GPR88	GPR88	ortholog_one2one	99.4792	99.4792	100	100.00	1
							
							
ARHGEF11	ARHGEF11	ortholog_one2one	97.8233	97.8233	100	100.00	1
LEPR	LEPR	ortholog_one2one	95.7868	95.6223	100	100.00	1
LRRC8B	LRRC8B	ortholog_one2one	99.5019	99.5019	100	100.00	1
							
RNPC3	RNPC3	ortholog_one2one	99.0348	99.2263	100	100.00	1
							
							
FSTL1	FSTL1	ortholog_one2one	89.9083	95.4545	100	100.00	1
							
U6	RNU6-1211P	ortholog_one2one	97.1429	97.1429		100.00	1
TOR1AIP2	TOR1AIP2	ortholog_one2one	94.8936	94.8936	100	100.00	1
							
							
MECR	MECR	ortholog_one2one	97.8552	97.8552	100	100.00	1
ERC2	ERC2	ortholog_one2one	91.25	99.1641	100	100.00	1
U6	RNU6-1120P	ortholog_one2one	95.3704	95.3704		100.00	1
							
GBP6	GBP6	ortholog_one2one	92.891	92.891	100	100.00	1
mml-mir-198							
							
							
U7	RNU7-200P	ortholog_one2one	93.5484	93.5484		100.00	1
TOR1AIP2							
LRRC58	LRRC58	ortholog_one2one	89.8058	99.7305	100	100.00	1
KCNMB2	KCNMB2	ortholog_one2one	87.6866	100	100	100.00	1
SRSF4	SRSF4	ortholog_one2one	96.1771	96.7611	100	100.00	1
							
							
DCST1	DCST1	ortholog_one2one	94.7592	94.7592	100	100.00	1
							
							
COL11A1	COL11A1	ortholog_one2one	99.5017	99.5017	100	100.00	1
GPR156	GPR156	ortholog_one2one	93.7346	93.7346	100	100.00	1
HP1BP3	HP1BP3	ortholog_one2one	99.2767	99.2767	100	100.00	1
GBP7	GBP7	ortholog_one2one	89.9536	91.2226	100	100.00	1
TOR1AIP1	TOR1AIP1	ortholog_one2one	72.5333	93.3105	100	100.00	1
TTC34	TTC34	ortholog_one2one	93.2862	48.9342	100	99.31	0
	TRBC2	ortholog_many2many	85.2113	67.5978	100	100.00	1
	TRBC1	ortholog_many2many	83.8028	67.2316	100	100.00	1
ZMAT3	ZMAT3	ortholog_one2one	98.2639	97.9239	100	100.00	1
	RPS4X	ortholog_one2many	96.3918	71.1027	0	0.00	0
Y_RNA	Y_RNA	ortholog_one2one	94.1176	94.1176		100.00	1
							
							
	ENO1	ortholog_one2many	97.4654	97.4654	0	0.00	0
EIF4G1	EIF4G1	ortholog_one2one	98.3167	98.6241	100	100.00	1
							
Metazoa_SRP	RN7SL397P	ortholog_one2one	94.8454	92.6174		100.00	1
							
DCST2	DCST2	ortholog_one2one	97.542	97.542	100	100.00	1
CHRM2	CHRM2	ortholog_one2one	94.1057	99.3562	100	100.00	1
SIPA1L2	SIPA1L2	ortholog_one2one	93.356	95.4704	100	100.00	1
							
							
							
Metazoa_SRP	RN7SL762P	ortholog_one2one	89.9306	89.6194		100.00	1
TMEM200B	TMEM200B	ortholog_one2one	75.9398	98.6971	100	100.00	1
Metazoa_SRP							
Y_RNA	Y_RNA	ortholog_one2one	93.6364	93.6364		100.00	1
Metazoa_SRP	RN7SL230P	ortholog_one2one	93.4211	93.7294		100.00	1
MMEL1	MMEL1	ortholog_one2one	97.0475	97.0475	100	100.00	1
Metazoa_SRP							
							
							
POFUT2	POFUT2	ortholog_one2one	63.4391	88.5781	100	100.00	1
							
Metazoa_SRP							
Metazoa_SRP							
							
ZBTB7B	ZBTB7B	ortholog_one2one	83.9623	99.0724	100	100.00	1
BRINP3	BRINP3	ortholog_one2one	99.6084	99.6084	100	100.00	1
LEPROT	LEPROT	ortholog_one2one	92.0863	97.7099	100	100.00	1
PIK3CA	PIK3CA	ortholog_one2one	100	100	100	100.00	1
GSK3B	GSK3B	ortholog_one2one	96.9977	100	100	100.00	1
							
							
Metazoa_SRP	RN7SL552P	ortholog_one2one	74.6177	88.4058		100.00	1
FLAD1	FLAD1	ortholog_one2one	86.4564	79.3867	100	100.00	1
TFG	TFG	ortholog_one2one	99.75	99.75	100	100.00	1
U2							
							
PRXL2B	PRXL2B	ortholog_one2one	91.7476	95.4545	100	100.00	1
							
DISC1	DISC1	ortholog_one2one	86.5537	89.6955	100	100.00	1
							
CEP350	CEP350	ortholog_one2one	95.6935	96.9522	100	100.00	1
Metazoa_SRP							
EPB41	EPB41	ortholog_one2one	73.3333	87.8472	100	100.00	1
							
							
							
							
ADARB1	ADARB1	ortholog_one2one	89.0166	99.4294	100	100.00	1
							
							
GBP3	GBP3	ortholog_one2one	93.4454	93.4454	75	100.00	1
OLFM3	OLFM3	ortholog_one2one	92.2594	96.2882	100	100.00	1
CCDC66	CCDC66	ortholog_one2one	95.4927	96.097	100	99.98	1
TNFRSF14	TNFRSF14	ortholog_one2one	65.1811	82.6855	100	100.00	1
TMEM271	TMEM271	ortholog_one2one	98.1627	97.1429	100	100.00	1
NR1I2	NR1I2	ortholog_one2one	87.315	95.1613	100	100.00	1
							
		ortholog_one2one	92.4242	95.3125		100.00	1
ADGRG7	ADGRG7	ortholog_one2one	90.9548	90.8407	100	100.00	1
Metazoa_SRP							
U6	RNU6-352P	ortholog_one2one	89.7196	89.7196		100.00	1
Metazoa_SRP	RN7SL612P	ortholog_one2one	96.2585	95.9322		100.00	1
Metazoa_SRP							
U5	RNU5A-5P	ortholog_one2one	83.7838	80.1724		100.00	1
							
mml-mir-765							
							
U6							
							
CKS1B	CKS1B	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
							
KCNMB3	KCNMB3	ortholog_one2one	85.159	87.6364	100	100.00	1
							
HES5	HES5	ortholog_one2one	98.7952	98.7952	100	100.00	1
LRRC71	LRRC71	ortholog_one2one	98.2111	98.2111	100	100.00	1
							
							
							
Metazoa_SRP							
CFAP91	CFAP91	ortholog_one2one	96.6102	96.6102	100	100.00	1
							
TSNAX	TSNAX	ortholog_one2one	98.9655	98.9655	100	100.00	1
							
ZNF639	ZNF639	ortholog_one2one	99.7938	99.7938	100	100.00	1
SHC1	SHC1	ortholog_one2one	99.1438	99.1438	100	100.00	1
							
S1PR1	S1PR1	ortholog_one2one	98.1675	98.1675	75	100.00	1
SNORD66	SNORD66	ortholog_one2one	98.6842	98.6842		100.00	1
							
TMEM45A	TMEM45A	ortholog_one2one	64.1566	77.4545	100	100.00	1
PEAR1	PEAR1	ortholog_one2one	98.0714	98.0714	75	100.00	1
							
FAM131A	FAM131A	ortholog_one2one	85.1759	92.6229	100	100.00	1
							
PANK4	PANK4	ortholog_one2one	98.9651	98.9651	100	100.00	1
EGLN1	EGLN1	ortholog_one2one	97.6526	97.6526	100	100.00	1
COX17	COX17	ortholog_one2one	98.4127	98.4127	100	100.00	1
SLX9	SLX9	ortholog_one2one	95.814	89.5652	100	100.00	1
							
KIF1B	KIF1B	ortholog_one2one	98.6878	99.3943	100	100.00	1
Metazoa_SRP							
CLCN2	CLCN2	ortholog_one2one	98.8864	98.8864	100	100.00	1
MFN1	MFN1	ortholog_one2one	97.5708	97.5708	100	100.00	1
PYGO2	PYGO2	ortholog_one2one	99.0123	98.7685	100	100.00	1
POPDC2	POPDC2	ortholog_one2one	89.5604	88.587	100	100.00	1
							
							
ZNF12	ZNF12	ortholog_one2one	98.1349	98.1349	75	100.00	1
NTRK1	NTRK1	ortholog_one2one	95.7108	98.1156	100	100.00	1
SLAMF7	SLAMF7	ortholog_one2one	89.5522	89.5522	100	100.00	1
SPRTN	SPRTN	ortholog_one2one	95.935	96.5235	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	91.0891	91.0891		100.00	1
							
LNP1	LNP1	ortholog_one2one	88.3249	97.7528	100	100.00	1
CD48	CD48	ortholog_one2one	54.9724	81.893	100	100.00	1
							
PBXIP1	PBXIP1	ortholog_one2one	89.987	94.6648	100	100.00	1
Metazoa_SRP							
Y_RNA	Y_RNA	ortholog_one2one	95.7983	95		100.00	1
PLA1A	PLA1A	ortholog_one2one	84.5382	92.3246	100	100.00	1
EXOC8	EXOC8	ortholog_one2one	99.5862	99.5862	100	100.00	1
							
							
ZNF316	ZNF316	ortholog_one2one	95.6522	96.4143	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
							
TSPYL4	TSPYL4	ortholog_one2one	96.1353	96.1353	75	100.00	1
ZFYVE9	ZFYVE9	ortholog_one2one	97.7698	95.3684	100	100.00	1
LY6G6C	LY6G6C	ortholog_one2one	97.6	97.6	100	100.00	1
TOMM70	TOMM70	ortholog_one2one	99.3421	99.3421	100	100.00	1
TASOR	TASOR	ortholog_one2one	97.2705	93.8922	100	100.00	1
SLAMF1	SLAMF1	ortholog_one2one	76.4045	81.194	100	100.00	1
POLR2H	POLR2H	ortholog_one2one	70.2857	82	100	100.00	1
KYAT3	KYAT3	ortholog_one2one	97.7974	97.7974	100	100.00	1
INSRR	INSRR	ortholog_one2one	98.309	98.6122	100	100.00	1
							
							
Metazoa_SRP							
GNB4	GNB4	ortholog_one2one	100	100	100	100.00	1
							
ZNF853	ZNF853	ortholog_one2one	93.9528	96.6616	100	100.00	1
							
ADPRH	ADPRH	ortholog_one2one	65.1206	98.3193	100	100.00	1
PMVK	PMVK	ortholog_one2one	89.8876	83.3333	100	100.00	1
Y_RNA							
							
INTS15	INTS15	ortholog_one2one	99.5546	99.5546	100	100.00	1
RBMXL1	RBMXL1	ortholog_one2one	97.954	98.2051	100	100.00	1
PLCH2	PLCH2	ortholog_one2one	95.3357	95.2684	100	100.00	1
THPO	THPO	ortholog_one2one	96.6006	96.6006	100	100.00	1
							
CCDC54	CCDC54	ortholog_one2one	92.6829	92.6829	100	100.00	1
Metazoa_SRP	RN7SL788P	ortholog_one2one	82.5658	79.4304		100.00	1
							
							
GNPAT	GNPAT	ortholog_one2one	97.6471	97.6471	100	100.00	1
NIT2	NIT2	ortholog_one2one	96.7857	98.1884	100	100.00	1
CD84	CD84	ortholog_one2one	89.2754	93.9024	100	100.00	1
KCNN3	KCNN3	ortholog_one2one	99.1837	99.7264	100	100.00	1
							
							
							
U6	RNU6-1308P	ortholog_one2one	98.0583	98.0583		100.00	1
Metazoa_SRP							
Metazoa_SRP							
GTF2B	GTF2B	ortholog_one2one	99.6795	98.4177	75	100.00	1
SLAMF6	SLAMF6	ortholog_one2one	82.8909	84.6386	100	100.00	1
ZDHHC4	ZDHHC4	ortholog_one2one	87.5676	94.186	100	100.00	1
SH2D2A	SH2D2A	ortholog_one2one	90.9774	93.3162	75	100.00	1
BTF3L4	BTF3L4	ortholog_one2one	100	100	100	100.00	1
YTHDF2	YTHDF2	ortholog_one2one	97.2835	98.9637	100	100.00	1
							
							
ITGB2	ITGB2	ortholog_one2one	72.2283	85.5657	100	100.00	1
							
VANGL2	VANGL2	ortholog_one2one	99.8081	99.8081	75	100.00	1
							
TXNDC12	KTI12	ortholog_one2one	77.169	95.4802	75	100.00	1
PEX10	PEX10	ortholog_one2one	86.6864	89.8773	100	100.00	1
	CWF19L1	ortholog_one2many	79.2079	14.8699	0	0.00	0
QSOX1	QSOX1	ortholog_one2one	96.1178	96.1178	100	100.00	1
U4	RNU4-42P	ortholog_one2one	95.7747	95.7747		100.00	1
CD80	CD80	ortholog_one2one	95.4861	95.4861	100	100.00	1
PRCC	PRCC	ortholog_one2one	90.8023	94.501	100	100.00	1
ARHGEF3	ARHGEF3	ortholog_one2one	89.0681	94.4867	100	100.00	1
							
Metazoa_SRP							
							
CHRD	CHRD	ortholog_one2one	96.8586	96.8586	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
							
							
SPATA12	SPATA12	ortholog_one2one	89.5833	90.5263	100	100.00	1
							
C1H1orf131	C1orf131	ortholog_one2one	91.6107	93.1741	100	100.00	1
Metazoa_SRP	RN7SL290P	ortholog_one2one	88.4488	89.3333		100.00	1
ADAR	ADAR	ortholog_one2one	93.2177	96.4111	100	100.00	1
TIMMDC1	TIMMDC1	ortholog_one2one	90.1754	90.1754	100	100.00	1
PKN2	PKN2	ortholog_one2one	98.8787	98.5772	100	100.00	1
GMEB1	GMEB1	ortholog_one2one	99.8224	99.8224	75	100.00	1
GRID2IP	GRID2IP	ortholog_one2one	98.1833	98.1833	100	100.00	1
IL17RD	IL17RD	ortholog_one2one	98.7821	98.7821	100	100.00	1
NCSTN	NCSTN	ortholog_one2one	92.7778	94.2172	100	100.00	1
RAB3B	RAB3B	ortholog_one2one	99.0868	99.0868	75	100.00	1
HDGF	HDGF	ortholog_one2one	82.0312	87.5	100	100.00	1
LRPAP1	LRPAP1	ortholog_one2one	82.4096	95.7983	75	100.00	1
ACTL6A	ACTL6A	ortholog_one2one	100	100	100	100.00	1
U6	RNU6-1263P	ortholog_one2one	92.4528	92.4528		100.00	1
TBC1D23	TBC1D23	ortholog_one2one	83.7179	93.4192	75	100.00	1
TRIM67	TRIM67	ortholog_one2one	98.5897	98.212	100	100.00	1
Metazoa_SRP							
PTTG1IP	PTTG1IP	ortholog_one2one	97.2222	97.2222	100	100.00	1
TBCA	TBCA	ortholog_one2many	95.3704	95.3704	0	0.00	0
HESX1	HESX1	ortholog_one2one	95.1351	95.1351	100	100.00	1
							
MRPL24	MRPL24	ortholog_one2one	94.9074	94.9074	100	100.00	1
							
							
Metazoa_SRP							
LHX4	LHX4	ortholog_one2one	82	94.6154	100	100.00	1
FAM89A	FAM89A	ortholog_one2one	97.2826	97.2826	100	100.00	1
							
PLOD2	PLOD2	ortholog_one2one	98.6169	94.0633	100	100.00	1
KDELR2	KDELR2	ortholog_one2one	89.4273	95.7547	100	100.00	1
NHLH1	NHLH1	ortholog_one2one	98.4962	98.4962	100	100.00	1
ARV1	ARV1	ortholog_one2one	97.417	97.417	100	100.00	1
TAF12	TAF12	ortholog_one2one	69.1589	91.9255	100	100.00	1
SUMO3	SUMO3	ortholog_one2many	68.1159	91.2621	100	100.00	1
METTL25B	METTL25B	ortholog_one2one	98.7368	98.7368	100	100.00	1
							
POGLUT1	POGLUT1	ortholog_one2one	99.2347	99.2347	100	100.00	1
ACBD6	ACBD6	ortholog_one2one	98.9362	98.9362	100	100.00	1
MRPL47	MRPL47	ortholog_one2one	98.4	98.4	100	100.00	1
							
Metazoa_SRP							
MRPS33	MRPS33	ortholog_one2many	95.283	95.283	100	100.00	1
							
RER1	RER1	ortholog_one2one	70.8171	92.8571	100	100.00	1
RAB42	RAB42	ortholog_one2one	97.7064	97.7064	100	100.00	1
DAGLB	DAGLB	ortholog_one2one	88.755	98.6607	100	100.00	1
APPL1	APPL1	ortholog_one2one	81.4421	97.1791	100	100.00	1
U4	RNU4-74P	ortholog_one2one	63.5802	63.9752		100.00	1
SNORA16A	SNORA16A	ortholog_one2one	100	100		100.00	1
	SNORA44	ortholog_one2many	98.4848	98.4848		100.00	1
NDUFB5	NDUFB5	ortholog_one2one	91.5344	91.5344	100	100.00	1
							
							
UBE2G2	UBE2G2	ortholog_one2one	71.1111	77.5758	75	100.00	1
SNORA61	SNORA61	ortholog_one2one	97.6923	97.6923		100.00	1
SNORD99	SNORD99	ortholog_one2one	97.2222	94.5946		100.00	1
							
TTC13	TTC13	ortholog_one2one	99.1745	97.7907	100	100.00	1
		ortholog_one2one	93.2692	93.2692		100.00	1
NRDC	NRDC	ortholog_one2one	93.3552	98.8705	75	100.00	1
TSPYL1	TSPYL1	ortholog_one2one	93.6508	94.508	100	100.00	1
							
EPHB6	EPHB6	ortholog_one2one	98.9194	98.5323	100	100.00	1
U6							
CDC40	CDC40	ortholog_one2one	99.6546	99.6546	100	100.00	1
CMSS1	CMSS1	ortholog_one2one	96.4158	96.4158	100	100.00	1
VWDE	VWDE	ortholog_one2one	92.8302	92.8302	100	100.00	1
							
ISG20L2	ISG20L2	ortholog_one2one	97.1751	97.4504	100	100.00	1
							
Metazoa_SRP	RN7SL583P	ortholog_one2one	85.7627	88.1533		100.00	1
MORN1	MORN1	ortholog_one2one	92.7419	92.5553	100	100.00	1
TRNAU1AP	TRNAU1AP	ortholog_one2one	99.3031	99.3031	75	100.00	1
TSPEAR	TSPEAR	ortholog_one2one	97.1599	97.1599	0	100.00	1
METTL24	METTL24	ortholog_one2one	95.6284	95.6284	100	100.00	1
							
RAC1							
							
COPA	COPA	ortholog_one2one	98.1286	98.5294	75	100.00	1
AKAP7	AKAP7	ortholog_one2one	65.5889	81.6092	100	100.00	1
							
CRABP2	CRABP2	ortholog_one2one	99.2754	99.2754	100	100.00	1
PDK4	PDK4	ortholog_one2one	98.0535	98.0535	100	100.00	1
CCDC136	CCDC136	ortholog_one2one	90.894	95.1473	100	100.00	1
U6							
VTA1	VTA1	ortholog_one2one	99.0228	99.0228	100	100.00	1
USP13	USP13	ortholog_one2one	99.5365	99.5365	100	100.00	1
CHRNB2	CHRNB2	ortholog_one2one	99.2032	99.2032	100	100.00	1
FILIP1L	FILIP1L	ortholog_one2one	96.2015	97.8992	100	100.00	1
DDO	DDO	ortholog_one2one	76.6578	84.7507	100	100.00	1
TMEM39A	TMEM39A	ortholog_one2one	99.7951	99.7951	100	100.00	1
NES	NES	ortholog_one2one	87.1005	92.4738	100	100.00	1
TRPV6	TRPV6	ortholog_one2one	91.8392	98.5621	100	100.00	1
							
SKI	SKI	ortholog_one2one	99.0411	99.3132	100	100.00	1
	KRTAP12-2	ortholog_one2many	88.5417	58.2192	75	9.63	1
	KRTAP12-1	ortholog_one2many	90.625	90.625	75	100.00	1
ASB4	ASB4	ortholog_one2one	99.061	99.061	100	100.00	1
							
							
SMPDL3A	SMPDL3A	ortholog_one2one	87.3913	88.7417	100	100.00	1
GALNT17	GALNT17	ortholog_one2one	100	100	50	100.00	1
							
Metazoa_SRP	RN7SL837P	ortholog_one2one	89.0411	90.5923		100.00	1
TCP10							
FAM220A	FAM220A	ortholog_one2one	88.8031	88.8031	100	100.00	1
							
							
LGSN	LGSN	ortholog_one2one	84.5343	94.499	100	100.00	1
							
Metazoa_SRP							
SLC22A16	SLC22A16	ortholog_one2one	95.6672	95.6672	100	100.00	1
							
C1H1orf198	C1orf198	ortholog_one2one	55.6373	69.419	100	100.00	1
							
PON2	PON2	ortholog_one2one	92.8	98.3051	100	100.00	1
Metazoa_SRP							
KRTAP10-9	KRTAP10-6	ortholog_one2one	78.1879	63.8356	25	100.00	1
XPR1	XPR1	ortholog_one2one	99.8563	99.8563	100	100.00	1
TMEM106B	TMEM106B	ortholog_one2one	99.2701	99.2701	100	100.00	1
ARG1	ARG1	ortholog_one2one	97.5155	97.5155	100	100.00	1
BCAN	BCAN	ortholog_one2one	93.2275	96.7069	100	100.00	1
							
RCC1	RCC1	ortholog_one2one	95.2055	99.0499	100	100.00	1
TRPV5	TRPV5	ortholog_one2one	96.7078	96.7078	100	100.00	1
TTLL2	TTLL2	ortholog_one2one	91.7081	93.4122	100	100.00	1
FAAP20							
COL8A1	COL8A1	ortholog_one2one	98.9276	99.1936	75	100.00	1
							
KRTAP10-8	KRTAP10-8	ortholog_one2one	87.6923	88.0309	25	100.00	1
PLSCR4	PLSCR4	ortholog_one2one	90.4478	92.0973	100	100.00	1
PKHD1	PKHD1	ortholog_one2one	95.0639	95.0172	100	100.00	1
ADGRG6	ADGRG6	ortholog_one2one	97.8348	97.6	100	100.00	1
ARHGAP31	ARHGAP31	ortholog_one2one	95.6311	95.4986	100	100.00	1
5S_rRNA							
							
5S_rRNA							
CLVS2	CLVS2	ortholog_one2one	100	100	100	100.00	1
							
UBE2Q1	UBE2Q1	ortholog_one2one	93.228	97.8673	100	100.00	1
UNC93A	UNC93A	ortholog_one2one	79.1757	79.8687	100	100.00	1
Metazoa_SRP	RN7SL617P	ortholog_one2one	89.0845	82.1429		100.00	1
5S_rRNA							
EPCIP	EPCIP	ortholog_one2one	94.0639	94.0639	100	100.00	1
							
5S_rRNA							
Metazoa_SRP							
							
ADTRP	ADTRP	ortholog_one2one	86.6936	93.4783	100	100.00	1
5S_rRNA							
							
							
							
CYTH3	CYTH3	ortholog_one2one	85.7477	91.9799	100	100.00	1
5S_rRNA							
LLCFC1	LLCFC1	ortholog_one2one	87.7049	87.7049	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
SNORA73	SNORA73B	ortholog_one2one	97.549	97.549		100.00	1
5S_rRNA							
g6g-ly6g6d	LY6G6F	ortholog_one2one	68.3246	87.8788	75	100.00	1
Metazoa_SRP							
SNORA73	SNORA73A	ortholog_one2one	96.0976	95.6311		100.00	1
5S_rRNA							
LMO4	LMO4	ortholog_one2one	73.2143	99.3939	100	100.00	1
							
							
PAXBP1	PAXBP1	ortholog_one2one	99.1276	99.1276	100	100.00	1
							
5S_rRNA							
U6	RNU6-1127P	ortholog_one2one	96.2617	96.2617		100.00	1
							
							
5S_rRNA							
MAP3K7	MAP3K7	ortholog_one2one	97.7419	100	100	100.00	1
5S_rRNA							
KHDRBS2	KHDRBS2	ortholog_one2one	99.1404	99.1404	100	100.00	1
							
PON3	PON3	ortholog_one2one	96.6102	96.6102	100	100.00	1
ASB14	ASB14	ortholog_one2one	97.9557	97.9557	100	100.00	1
							
5S_rRNA							
