Gene name	Mouse Lemur gene name	Mouse Lemur homology type	%id. target Mouse Lemur gene identical to query gene	%id. query gene identical to target Mouse Lemur gene	Mouse Lemur Gene-order conservation score	Mouse Lemur Whole-genome alignment coverage	Mouse Lemur orthology confidence [0 low, 1 high]
ZNF668	ZNF668	ortholog_one2one	95.6381	93.3754	100	100.00	1
SLC25A30	SLC25A30	ortholog_one2one	97.5945	81.1429	0	100.00	1
IMPG2	IMPG2	ortholog_one2one	81.7083	84.5705	100	100.00	1
							
RPL29P33							
TRAJ38							
Y_RNA	Y_RNA	ortholog_many2many	81.4159	83.6364		0.00	0
Y_RNA	Y_RNA	ortholog_many2many	78.7611	83.1776		0.00	0
Y_RNA	Y_RNA	ortholog_many2many	76.9911	82.8571		0.00	0
ZNF428	ZNF428	ortholog_one2one	95.7447	93.75	100	100.00	1
TCL1A	TCL1A	ortholog_one2one	55.2632	56.25	100	100.00	1
RPL21P70							
							
							
VDAC1P13							
DERL3	DERL3	ortholog_one2one	94.0426	94.0426	100	100.00	1
SLC3A1	SLC3A1	ortholog_one2one	86.5693	86.5693	100	100.00	1
ALDH1L2	ALDH1L2	ortholog_one2one	97.0748	97.0748	100	100.00	1
RHPN2	RHPN2	ortholog_one2one	77.4053	88.3527	100	96.45	1
MTND6P25							
ZNF646	ZNF646	ortholog_one2one	84.607	85.2585	100	100.00	1
							
EIF3KP3							
							
TTC3-AS1							
							
							
QRFPR							
CHAF1B	CHAF1B	ortholog_one2one	92.8444	92.8444	100	100.00	1
SLN							
							
BBLN	C10H9orf16	ortholog_one2one	96.3855	96.3855	100	100.00	1
							
							
TCFL5	TCFL5	ortholog_one2one	74.8	80.0857	100	100.00	1
ARAFP3							
PDGFD	PDGFD	ortholog_one2one	92.1622	92.1622	100	100.00	1
							
VKORC1	VKORC1	ortholog_one2one	88.9571	88.9571	100	100.00	1
							
TRUB2	TRUB2	ortholog_one2one	86.7069	86.7069	100	100.00	1
							
VPS41	VPS41	ortholog_one2one	98.9461	98.9461	75	100.00	1
GPS2							
							
							
							
							
							
LINC02287							
RB1CC1	RB1CC1	ortholog_one2one	95.2949	95.3547	50	100.00	1
SEPTIN7P10							
							
CHGA	CHGA	ortholog_one2one	79.8687	79.5207	100	100.00	1
MRPS17P3							
LMNB1	LMNB1	ortholog_one2one	98.4642	98.4642	75	100.00	1
HSPE1P19							
TUBBP11							
EZRP1							
							
PDZD8	PDZD8	ortholog_one2one	94.0208	93.777	100	100.00	1
LINC02070							
RN7SL268P	Metazoa_SRP	ortholog_one2one	63.7584	70.8955		0.00	0
MIF	MIF	ortholog_one2one	94.7826	94.7826	50	100.00	1
TBC1D23							
PPP3CA	PPP3CA	ortholog_one2one	98.8484	98.8484	100	100.00	1
DPH3P1							
ARF4P2							
DIDO1	DIDO1	ortholog_one2one	78.75	80.0363	100	100.00	1
							
BCKDK	BCKDK	ortholog_one2one	96.8447	96.8447	100	100.00	1
							
COQ4	COQ4	ortholog_one2one	88.3019	88.3019	100	100.00	1
							
DUX4L14							
KLHL5P1							
							
SUSD2	SUSD2	ortholog_one2one	82.4818	80.6183	25	100.00	1
TM9SF3	TM9SF3	ortholog_one2one	98.9813	92.2468	100	100.00	1
LINC02985							
ATP5MFP1							
OSBPL9P3							
CLDN14							
PABPC3	PABPC3	ortholog_one2one	86.5293	86.6667	0	100.00	1
							
							
							
							
AMER2	AMER2	ortholog_one2one	70.0447	85.7664	50	100.00	1
PPP2R1B	PPP2R1B	ortholog_one2one	96.0067	83.1412	100	100.00	1
EGLN2	EGLN2	ortholog_one2one	95.3317	95.8025	75	100.00	1
							
RPL23AP69							
MTMR6	MTMR6	ortholog_one2one	88.8889	94.5205	50	100.00	1
NUP107	NUP107	ortholog_one2one	91.7838	93.0921	75	100.00	1
MLXIP							
							
PSMD4P1							
							
							
TRPM2-AS							
							
FUT9	FUT9	ortholog_one2one	99.7215	99.7215	100	100.00	1
MRPS6	MRPS6	ortholog_one2one	88	88	100	100.00	1
							
							
BMP5	BMP5	ortholog_one2one	97.3568	97.3568	100	100.00	1
							
							
TOM1	TOM1	ortholog_one2one	93.9024	93.9024	100	100.00	1
ITPK1	ITPK1	ortholog_one2one	95.4106	86.6228	100	100.00	1
							
SLC5A3							
							
							
							
RPS5P2							
FAM136FP							
KCNE2							
							
FAM83B	FAM83B	ortholog_one2one	89.4164	89.3281	100	100.00	1
							
SNX18P10							
MTCO1P1							
SLC27A4	SLC27A4	ortholog_one2one	93.6236	93.6236	100	100.00	1
							
MIR3648-2							
							
TEKT4P2							
							
							
MINAR1	MINAR1	ortholog_one2one	67.7948	68.847	25	99.99	1
MIR623							
COL10A1							
HMGB3P4							
CCR12P							
LNCARGI							
TM9SF2	TM9SF2	ortholog_one2one	97.5867	97.5867	100	100.00	1
NREP	NREP	ortholog_one2one	82.3529	82.3529	50	100.00	1
LINC00411							
Y_RNA	Y_RNA	ortholog_one2one	74.7573	63.6364		0.00	0
MOXD1	MOXD1	ortholog_one2one	92.8222	92.8222	100	100.00	1
Y_RNA							
FRMPD4-AS1							
SLEAR							
RPL17P49							
							
							
							
RN7SKP290	7SK	ortholog_one2one	74.359	45.5975		0.00	0
							
PSMA6P2							
MRPL35P4							
TLR7	TLR7	ortholog_one2one	87.7026	87.619	100	100.00	1
MRPS11	MRPS11	ortholog_one2one	80.9278	81.3472	100	100.00	1
RPL29P18							
							
TLR8-AS1							
CPA6	CPA6	ortholog_one2one	93.8215	93.3941	100	100.00	1
							
							
							
RBM22P6							
XAGE1A		ortholog_many2many	17.284	12.844	25	0.00	0
XAGE1A		ortholog_many2many	3.7037	4.7619	0	0.00	0
CADM4	CADM4	ortholog_one2one	98.9691	98.9691	100	100.00	1
							
							
CDRT15P9							
TEKT4P2							
SOWAHCP2							
							
LINC00314							
							
							
HSPA12B	HSPA12B	ortholog_one2one	97.5219	97.5219	100	100.00	1
							
							
							
SIPA1L3	SIPA1L3	ortholog_one2one	94.3852	95.0254	75	100.00	1
							
CYYR1	CYYR1	ortholog_one2one	83.2258	83.2258	100	100.00	1
TMSB4XP4							
RBM22P7							
							
							
SSX14P							
URM1	URM1	ortholog_one2one	95.0495	95.0495	100	100.00	1
ASCC3	ASCC3	ortholog_one2one	96.5486	96.5486	75	100.00	1
SSX11P							
SOHLH2	SOHLH2	ortholog_one2one	78.5882	78.7736	100	100.00	1
							
SSX7		ortholog_one2many	20.7447	41.4894	0	100.00	0
							
							
							
							
							
RPL23AP87							
RPL23AP87							
							
							
							
							
							
CRYAA	CRYAA	ortholog_one2one	94.7977	83.6735	100	100.00	1
							
RNA5SP504							
CYCSP23							
SSX15P							
LARP6	LARP6	ortholog_one2one	92.2607	92.449	100	100.00	1
S100A11P10							
							
							
							
S100A11P8							
SSX21P							
ODF1	ODF1	ortholog_one2one	97.2	91.3534	100	100.00	1
SPANXN5							
EIF4A2P4							
PPIHP2							
QTRT1P1							
U3							
RNU1-57P	U1	ortholog_one2one	74.6988	77.5		100.00	1
RN7SL93P							
SNORD30							
MIR766							
CBX1P4							
							
		ortholog_one2many	88.4615	88.4615		0.00	0
MIR4768							
							
RPL17P31							
NHS-AS1							
							
CHP1P3							
SCML1							
NDUFA5P2							
RPS10P16							
MED30	MED30	ortholog_one2one	98.8764	98.8764	100	100.00	1
MIR219A2HG							
CBR1-AS1							
MIR219A2	MIR219A2	ortholog_one2one	85.567	90.2174		100.00	1
MIR219B							
							
PRMT2	PRMT2	ortholog_one2one	93.0716	93.0716	50	100.00	1
							
CCDC169-SOHLH2							
SPATA31F3	FAM205C	ortholog_one2one	68.2692	42.9003	100	100.00	0
							
							
DUX4L20							
							
PPP2R2D		ortholog_one2many	39.9558	87.8641	0	0.00	0
PPP2R2D	PPP2R2D	ortholog_one2many	97.5717	96.7177	100	100.00	1
RORA	RORA	ortholog_one2one	88.3365	87.1698	75	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2many	80.8511	76.7677		0.00	0
TOMM70	TOMM70	ortholog_one2one	98.1908	98.0296	75	100.00	1
CEP170P1							
		ortholog_one2one	72.5275	70.2128		100.00	1
							
							
LINC02262							
ANXA4	ANXA4	ortholog_one2one	93.1464	93.1464	100	100.00	1
ALDH3A1	ALDH3A1	ortholog_one2one	77.7042	73.7945	0	100.00	1
RPS29P31							
							
GLULP4							
YWHAZP6							
							
							
NDNF-AS1							
SYF2P2							
							
RNU6-984P							
TOMM22	TOMM22	ortholog_one2one	93.662	93.662	100	100.00	1
							
TCERG1P2							
RPL21P82							
							
HSPE1P22							
							
							
ADISSP	ADISSP	ortholog_one2one	93.6782	93.6782	100	100.00	1
DUTP8							
MTATP6P29							
XYLT1							
MTCO3P29							
LINC03084							
							
MTND3P23							
MTND4LP7							
							
RPS20P20							
MTND4P15							
BEND3P2							
							
MIR3651							
SAR1AP3							
SNORA84	SNORA84	ortholog_one2one	88.7218	89.3939		100.00	1
							
							
							
LAMTOR3	LAMTOR3	ortholog_one2one	97.5806	97.5806	100	100.00	1
							
							
RDH10	RDH10	ortholog_one2one	99.7067	99.7067	100	100.00	1
							
NOL8	NOL8	ortholog_one2one	77.5493	79.947	50	100.00	1
							
							
PRDX3P1							
							
							
							
							
							
							
MLC1	MLC1	ortholog_one2one	83.2891	83.0688	100	100.00	1
MTCO1P6							
							
							
SENP7	SENP7	ortholog_one2one	87.3333	87.1673	100	100.00	1
CCDC169	CCDC169	ortholog_one2one	75.7009	75.7009	100	100.00	1
							
ZNF507	ZNF507	ortholog_one2one	91.1857	91.0901	100	100.00	1
ITPK1-AS1							
CYB5AP3							
MTCO1P4							
MOAP1	MOAP1	ortholog_one2one	73.2194	80.3125	100	100.00	1
PDCL3P2							
TMPRSS5	TMPRSS5	ortholog_one2one	82.2757	82.4561	100	100.00	1
							
KAT8	KAT8	ortholog_one2one	98.0349	95.9402	100	100.00	1
RPL30P16							
ANKIB1	ANKIB1	ortholog_one2one	97.1534	97.6015	100	100.00	1
GABRA4	GABRA4	ortholog_one2one	92.7798	92.446	25	100.00	1
LYSET	LYSET	ortholog_one2one	95.7055	92.3077	100	100.00	1
NEURL4							
							
H2AZP2							
FAM136GP							
F8A3	F8A1	ortholog_many2many	94.3396	95.1087	0	0.00	0
F8A3		ortholog_many2many	60.6469	64.1026	0	0.00	0
PABPC1L2B		ortholog_one2many	99	99	0	0.00	0
GON7	GON7	ortholog_one2one	80	80	100	100.00	1
RBMXL3							
RNF19A	RNF19A	ortholog_one2one	98.568	98.568	100	100.00	1
SSX2B		ortholog_one2many	22.3404	44.6809	0	100.00	0
RTP1							
RTP4							
							
LINC02041							
							
MASP1							
UBR7	UBR7	ortholog_one2one	92.4706	92.4706	100	100.00	1
RARRES2P2							
DUX4L25							
							
INSYN2A	INSYN2A	ortholog_one2one	78.4969	84.4944	100	100.00	1
SPEF1	SPEF1	ortholog_one2one	92.3729	92.3729	100	100.00	1
DUX4L23							
							
SAR1AP2							
AGGF1P2							
ELAPOR2	ELAPOR2	ortholog_one2one	97.0845	97.0845	100	100.00	1
WDR11	WDR11	ortholog_one2one	96.8954	96.8954	100	100.00	1
							
							
							
TILRLS							
							
							
							
SPOPLP1							
CATSPER2P2							
SLC7A11	SLC7A11	ortholog_one2one	94.6108	94.2346	100	100.00	1
MAVS	MAVS	ortholog_one2one	64.2593	66.6027	100	100.00	1
EPB41L4A-DT							
							
IL9	IL9	ortholog_one2one	76.3889	76.3889	100	100.00	1
TRMT10BP1							
							
RAB2A	RAB2A	ortholog_one2one	100	100	100	100.00	1
SOAT2	SOAT2	ortholog_one2one	87.3563	86.8571	100	100.00	1
FAM236A		ortholog_many2many	62.0253	66.2162	0	0.00	0
FAM236A		ortholog_many2many	63.2911	63.2911	0	100.00	1
HSFX4	HSFX4	ortholog_one2many	64.8649	60.3352	50	100.00	1
ZNF275							
PLAUR	PLAUR	ortholog_one2one	69.8507	68.2216	100	100.00	1
							
PCP4							
DSCAM							
GNL2							
MIR4760							
DSCAM-AS1							
PLXNB2	PLXNB2	ortholog_one2one	90.6964	90.5486	100	100.00	1
							
DSCAM-IT1							
							
YRDCP3							
ZNF157	ZNF157	ortholog_one2one	93.2806	93.2806	100	100.00	1
MIR103A2	MIR103A2	ortholog_one2one	100	100		100.00	1
MIR103B2							
							
HMGB3P2							
							
PUDP	PUDP	ortholog_one2one	86.4035	84.5494	100	100.00	1
							
							
EPB41L1	EPB41L1	ortholog_one2one	96.4813	94.3396	100	100.00	1
PRSS8	PRSS8	ortholog_one2one	77.551	78.0059	100	100.00	1
							
							
MTCYBP44							
RPL36AP4							
COX6CP11							
NDUFB4P12							
							
ALKBH1	ALKBH1	ortholog_one2one	89.4602	89.6907	100	100.00	1
TMEM150C	TMEM150C	ortholog_one2one	92.7711	96.25	50	100.00	1
							
EDIL3	EDIL3	ortholog_one2one	97.7083	97.7083	75	100.00	1
LINC02524							
							
PPP1R14C	PPP1R14C	ortholog_one2one	95.1515	92.8994	100	100.00	1
TUBB4BP7							
EYS							
NALF2	NALF2	ortholog_one2one	96.822	96.822	100	100.00	1
DCLK1	DCLK1	ortholog_one2one	99.4595	99.4595	75	100.00	1
							
DNAJB12P1							
PNMA6A							
PRSS36	PRSS36	ortholog_one2one	88.8889	88.8889	100	100.00	1
GJA4	GJA4	ortholog_one2one	95.7958	95.509	100	100.00	1
RPL21P10							
ZMYND19P1							
SLIRP	SLIRP	ortholog_one2one	66.055	61.5385	100	100.00	1
WDPCP	WDPCP	ortholog_one2one	90.6166	90.6166	100	100.00	1
							
COL4A5	COL4A5	ortholog_one2one	95.6239	95.6239	100	100.00	1
							
							
							
PHAX	PHAX	ortholog_one2one	93.1472	93.1472	75	100.00	1
							
TMEM248P1							
FCF1P6							
							
							
PRXL2AP2							
HMGB1P51							
EID1	EID1	ortholog_one2one	80.2139	91.4634	100	100.00	1
PGBD4P4							
MORN1	MORN1	ortholog_one2one	70.825	72.428	100	100.00	1
TPI1P4							
STK3	STK3	ortholog_one2one	97.556	94.2913	100	100.00	1
KRT18P54							
							
ULK2	ULK2	ortholog_one2one	89.2857	94.5808	50	100.00	1
EMCN	EMCN	ortholog_one2one	60.1533	60.8527	100	100.00	1
ADAMTSL3	ADAMTSL3	ortholog_one2one	90.1833	90.1833	0	100.00	1
							
							
							
LINC02161							
							
RNF138P1							
MTND6P22							
RIOK2	RIOK2	ortholog_one2one	89.8551	89.8551	100	100.00	1
HBP1							
ADCK1	ADCK1	ortholog_one2one	91.7782	91.7782	100	100.00	1
							
							
							
							
							
RPL7P42							
ELK3	ELK3	ortholog_one2one	95.3317	95.3317	100	100.00	1
DPY19L3	DPY19L3	ortholog_one2one	95.2514	95.2514	100	100.00	1
TTC22	TTC22	ortholog_one2one	95.2548	95.2548	100	100.00	1
HAUS6P3							
PPP1R9A	PPP1R9A	ortholog_one2one	77.802	79.5387	100	100.00	1
LINC00558							
							
MIR1297							
RLIMP1							
MIR320D1							
MRPS31	MRPS31	ortholog_one2one	79.4937	81.3472	75	100.00	1
GJA1P1							
ELMOD1	ELMOD1	ortholog_one2one	94.9102	89.548	100	100.00	1
PRR16	PRR16	ortholog_one2one	94.7368	94.7368	100	100.00	1
ANO4		ortholog_one2one	40.3141	97.9644	0	73.44	0
DUX4L15							
Metazoa_SRP							
ACADSB	ACADSB	ortholog_one2one	85.6481	85.6481	100	100.00	1
SLC25A15	SLC25A15	ortholog_one2one	96.6777	96.6777	50	100.00	1
RPL6P1							
							
NDUFA3P6							
							
MYCBP		ortholog_one2one	97.0874	97.0874	0	0.00	0
PYCARD	PYCARD	ortholog_one2one	75.8974	77.0833	100	100.00	1
TPT1P5							
LECT2	LECT2	ortholog_one2one	86.755	86.755	100	100.00	1
							
							
							
							
GABRG1	GABRG1	ortholog_one2one	94.8387	94.8387	75	100.00	1
Y_RNA							
							
ATP6V0D2	ATP6V0D2	ortholog_one2one	95.4286	95.4286	100	100.00	1
DLGAP3	DLGAP3	ortholog_one2one	98.2635	98.1633	75	100.00	1
LINC02914							
ZP2	ZP2	ortholog_one2one	76.9128	76.8097	100	100.00	1
SERPINB12	SERPINB12	ortholog_one2one	82.8235	82.8235	100	100.00	1
							
							
							
MIR621							
TPTE2P5							
CYCSP34							
							
MAB21L1	MAB21L1	ortholog_one2one	100	100	100	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2many	62.7451	66.6667		0.00	0
							
SERP2	SERP2	ortholog_one2one	100	100	50	100.00	1
							
							
							
SNRPGP1							
							
							
SAV1		ortholog_one2many	69.9739	80.7229	0	0.00	0
SAV1	SAV1	ortholog_one2many	97.9112	97.6562	100	100.00	1
ATG10-AS1							
PABPC4L	PABPC4L	ortholog_one2one	95.1351	95.1351	100	100.00	1
RBBP4P6							
							
MAP1B	MAP1B	ortholog_one2one	93.6386	93.5628	100	100.00	1
TMA16P2							
EEF1A1P35							
RIMS3	RIMS3	ortholog_one2one	97.0779	97.0779	100	100.00	1
							
							
							
SLC10A6	SLC10A6	ortholog_one2one	76.9231	81.0056	25	99.19	1
							
TSC22D1	TSC22D1	ortholog_one2one	92.9171	94.0566	50	100.00	1
DSCAML1	DSCAML1	ortholog_one2one	92.3039	94.5609	100	99.34	1
NACAP10							
							
							
							
PPIAP86							
DSEL							
SOD1P3							
RPL23AP4							
LINC01683							
TRAPPC2P2							
ATP5PFP3							
PGAM1P13							
DUX4L29							
							
							
TOX	TOX	ortholog_one2one	97.5285	97.5285	50	100.00	1
							
							
							
							
LINC00113							
XPNPEP1	XPNPEP1	ortholog_one2one	95.4955	95.4955	100	100.00	1
RN7SL452P							
							
							
							
							
ZFP64P1							
RNU7-129P							
							
RPSAP42							
							
PRELID3A	PRELID3A	ortholog_one2one	86.6279	64.5022	100	100.00	1
							
							
							
							
							
							
							
CYYR1-AS1							
RFPL4B							
PYGL	PYGL	ortholog_one2one	92.3259	90.4046	100	100.00	1
							
							
INTU	INTU	ortholog_one2one	90.6582	90.7545	100	100.00	1
							
							
ASAP1	ASAP1	ortholog_one2one	98.5828	98.3216	100	100.00	1
							
							
							
							
EFHC1	EFHC1	ortholog_one2one	89.0625	89.2019	100	100.00	1
COG5							
							
							
							
							
							
							
							
ACAP1							
SMARCE1P5							
							
SMIM12		ortholog_one2many	86.9565	100	0	0.00	0
SMIM12		ortholog_one2many	100	100	100	100.00	1
							
NLRP4	NLRP4	ortholog_one2one	62.5755	62.5755	75	100.00	1
ACOD1	ACOD1	ortholog_one2one	85.8628	87.5	100	100.00	1
LINC01678							
ACTR3P3							
CMSS1	CMSS1	ortholog_one2one	91.0394	91.3669	100	100.00	1
							
ESS2	ESS2	ortholog_one2one	94.5378	94.5378	100	100.00	1
LINC00559							
							
							
							
							
LINC01426							
RNA5SP34							
FAR1P1							
KRT18P27							
MIR622							
RNU6-75P	U6	ortholog_one2one	75.9615	78.2178		100.00	1
LINC00410							
COX7A2L		ortholog_one2many	90.3509	89.5652	0	0.00	0
COX7A2L		ortholog_one2many	92.1053	92.9204	100	100.00	1
BRK1P2							
							
							
							
GPC6	GPC6	ortholog_one2one	99.0991	99.0991	100	100.00	1
LINC00320							
HDC	HDC	ortholog_one2one	91.8429	91.8429	100	100.00	1
MRPS6P2							
							
							
NDUFB4P3							
							
							
CZIB	CZIB	ortholog_one2one	96.25	96.25	100	100.00	1
							
							
							
							
							
HNRNPA1P29							
GPC6-AS2							
RNA5SP35							
							
GPC6-AS1							
							
							
DCT	DCT	ortholog_one2one	87.6686	83.7937	100	100.00	1
RN7SL449P	Metazoa_SRP	ortholog_one2many	72.3776	69		0.00	0
RNU7-134P							
CCDC182							
AAR2	AAR2	ortholog_one2one	92.7083	89.2231	100	100.00	1
RN7SKP94							
MRPS23	MRPS23	ortholog_one2one	84.2105	85.5615	100	100.00	1
RPL37P13							
ANKS4B	ANKS4B	ortholog_one2one	89.4484	89.4484	75	100.00	1
PPP4R3B	PPP4R3B	ortholog_one2one	94.4641	96.7431	100	100.00	1
NAGPA	NAGPA	ortholog_one2one	86.4078	86.9141	75	100.00	1
							
							
EVPLL							
FAM151A	FAM151A	ortholog_one2one	78.2906	78.2906	100	100.00	1
							
							
							
CRYZP2							
							
							
							
RPL17P19							
SLC66A2	SLC66A2	ortholog_one2one	89.2989	89.9628	100	100.00	1
							
FGD6	FGD6	ortholog_one2one	85.035	86.8571	100	100.00	1
ESM1	ESM1	ortholog_one2one	80.4348	80.4348	100	100.00	1
C4orf33	C14H4orf33	ortholog_one2one	92.9648	92.9648	100	100.00	1
LAMTOR3P2							
COQ10BP2							
MIR99AHG							
							
PRELID3BP8							
							
							
NIT2	NIT2	ortholog_one2one	92.7536	92.7536	75	100.00	1
ACTBP4							
TBC1D3P4							
							
							
YWHAEP2							
IRGC							
							
							
TNPO1P2							
TSSK2	TSSK2	ortholog_one2one	93.8548	93.3333	100	100.00	1
LGALS9C	LGALS9	ortholog_one2many	69.9438	76.6154	0	100.00	1
ANKRD55		ortholog_one2many	89.9023	89.9023	0	0.00	0
ANKRD55	ANKRD55	ortholog_one2many	90.0651	90.2121	100	100.00	1
GSC2	GSC2	ortholog_one2one	61.4634	73.2558	75	100.00	1
DEFB132							
SLC25A1	SLC25A1	ortholog_one2one	95.1768	93.0818	100	100.00	1
KCTD11							
TGDS	TGDS	ortholog_one2one	95.1429	96.5217	100	100.00	1
							
							
SMG9	SMG9	ortholog_one2one	98.6538	98.6538	100	100.00	1
C20orf96	C20orf96	ortholog_one2one	67.7686	67.7686	100	100.00	1
OSBPL9		ortholog_one2one	80.163	92.0437	0	1.94	0
TMEM95							
							
							
							
VPS51P2							
AP1S2P1							
							
PON3	PON3	ortholog_one2one	85.5932	85.5932	100	100.00	1
ZCCHC3	ZCCHC3	ortholog_one2one	94.2928	94.7631	100	100.00	1
							
							
GPR22							
TBC1D20	TBC1D20	ortholog_one2one	96.0298	96.0298	100	100.00	1
COX5BP1							
							
							
							
THRAP3P2							
							
							
DDIT4L	DDIT4L	ortholog_one2one	92.7461	92.7461	100	100.00	1
							
DUS4L							
							
							
RPL7L1P15							
LINC02157							
DUSP12P1							
NDUFA4P2							
AEN	AEN	ortholog_one2one	85.5385	86.3354	100	100.00	1
RAB33A	RAB33A	ortholog_one2one	99.1561	99.1561	100	100.00	1
GPR180	GPR180	ortholog_one2one	95	95	100	100.00	1
							
SCLT1	SCLT1	ortholog_one2one	80.9593	80.9593	100	100.00	1
CTNNA1P1							
OR7H2P							
ABHD12B	ABHD12B	ortholog_one2one	85.6354	86.351	100	100.00	1
CBLB	CBLB	ortholog_one2one	98.0652	97.9654	100	100.00	1
							
							
							
THEMIS3P							
CCT5P1							
AKR1B1P6							
							
MARCHF3	MARCHF3	ortholog_one2one	98.419	98.419	100	100.00	1
RNA5SP36							
RAB12	RAB12	ortholog_one2one	70.5882	97.166	100	100.00	1
RN7SL585P							
ZNF280C	ZNF280C	ortholog_one2one	81.5468	81.2162	100	100.00	1
SOX21-AS1							
SOX21	SOX21	ortholog_one2one	99.2754	99.2754	100	100.00	1
BRD7P5							
RPL21P112							
LINC00557							
RNU6-62P	U6	ortholog_one2many	56.8627	84.058		0.00	0
							
OGN	OGN	ortholog_one2one	93.9597	93.9597	100	100.00	1
ABCC4	ABCC4	ortholog_one2one	91.0943	91.1631	100	100.00	1
							
FECH	FECH	ortholog_one2one	91.253	91.0377	100	100.00	1
							
							
							
PGAM1P12							
EEF2KMT	EEF2KMT	ortholog_one2many	75.4545	78.5489	75	100.00	1
TUBAP4							
							
RPL5P17							
							
ADAM10	ADAM10	ortholog_one2one	96.6578	95.2569	75	100.00	1
							
TRPC7-AS2							
TOMM40P3							
KPNA7							
TMEM171	TMEM171	ortholog_one2one	80.8642	80.3681	75	100.00	1
BHLHE22	BHLHE22	ortholog_one2one	91.8635	95.3678	100	100.00	1
MAL2	MAL2	ortholog_one2one	93.1818	93.1818	100	100.00	1
SERPINE1	SERPINE1	ortholog_one2one	87.0647	87.0647	100	100.00	1
GGTLC5P							
							
							
CYP2A6	CYP2A13P	ortholog_one2many	80.3644	84.6482	50	60.02	0
PSMC1P10							
							
SUPT4H1P1							
							
PPP1R26P3							
TUBA8	TUBA8	ortholog_one2one	98.8864	98.2301	50	100.00	1
PGGT1B	PGGT1B	ortholog_one2one	98.4085	84.3182	100	100.00	1
							
BCAP29							
NDUFB9P3							
USP34	USP34	ortholog_one2one	98.9002	98.9002	100	100.00	1
KCNB2	KCNB2	ortholog_one2one	95.719	95.614	100	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2many	80	78.4314		0.00	0
Y_RNA	Y_RNA	ortholog_one2many	69	75		0.00	0
ASPN		ortholog_one2many	14.7368	86.1538	100	100.00	0
ASPN	ASPN	ortholog_one2many	92.1053	93.8338	100	100.00	1
BTF3P12							
							
CSNK2A1	CSNK2A1	ortholog_one2many	99.7442	99.7442	100	100.00	1
FAM91A1	FAM91A1	ortholog_one2one	96.778	96.778	100	100.00	1
RPL21P74							
VSTM2A-OT1							
HINT1P2							
PON1	PON1	ortholog_one2one	86.1972	86.1972	100	100.00	1
AIFM1		ortholog_one2many	67.863	95.8525	0	0.00	0
AIFM1		ortholog_one2many	80.9135	85.0772	0	0.00	0
AIFM1	AIFM1	ortholog_one2many	96.0848	96.0848	100	100.00	1
MYBPC1	MYBPC1	ortholog_one2one	89.5816	89.2766	100	100.00	1
							
METTL5P1							
							
DLST	DLST	ortholog_one2one	96.468	96.2555	100	100.00	1
BLOC1S3							
ADSL	ADSL	ortholog_one2one	96.4876	96.4876	100	100.00	1
MIR4670							
							
							
							
RPL21P86							
KIF27	KIF27	ortholog_one2one	89.3647	89.3647	100	100.00	1
CYP2A7P2							
RNF180	RNF180	ortholog_one2one	92.0608	92.0608	100	100.00	1
ARHGEF17	ARHGEF17	ortholog_one2one	92.5836	92.5836	100	100.00	1
CDKL2	CDKL2	ortholog_one2one	88.2456	88.4007	100	100.00	1
							
							
							
COX7A1	COX7A1	ortholog_one2one	81.0127	80	100	100.00	1
ADAMTSL3							
HGF	HGF	ortholog_one2one	94.5055	94.2466	100	100.00	1
