Gene name	Macaque gene name	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	Macaque orthology confidence [0 low, 1 high]
DMXL1	DMXL1	ortholog_one2one	96.8525	96.4414	75	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	96.4602	96.4602		100.00	1
							
							
							
MMP1	MMP1	ortholog_one2one	96.162	96.162	100	100.00	1
U5	U5	ortholog_one2one	91.3043	89.7436		100.00	1
SNORD115	SNORD115	ortholog_one2one	92.6829	92.6829		100.00	1
							
MIR4693							
SLC25A44	BGLAP	ortholog_one2one	81.677	71.6621	100	100.00	1
EN1	EN1	ortholog_one2one	83.2911	82.6633	100	100.00	1
							
							
							
H2BC3							
	SLC27A5	ortholog_one2many	87.7238	49.7101	0	0.00	0
U6	U6	ortholog_one2one	94.2308	94.2308		100.00	1
							
U6							
MIR609	mml-mir-609	ortholog_one2one	92.6316	93.617		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	92.6421	92.0266		100.00	1
							
DNAJC21	DNAJC21	ortholog_one2one	97.5737	97.5737	100	100.00	1
U6							
Y_RNA							
7SK							
ZNF765							
MIR548H3							
SNORD58	SNORD58	ortholog_one2one	71.2121	72.3077		0.00	0
TMEM43	TMEM43	ortholog_one2one	96.5	96.5	75	100.00	1
							
USP43	USP43	ortholog_one2one	97.1895	95.8855	100	100.00	1
							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	68.4746	78.9062		0.00	0
H1-2	H1-2	ortholog_one2one	87.7934	95.8974	75	100.00	1
SRPX2	Srpx2	ortholog_one2one	99.5699	99.5699	100	100.00	1
MCEMP1	MCEMP1	ortholog_one2one	76.4706	71.5	100	100.00	1
							
BTNL2							
	BRI3	ortholog_one2one	83.1461	55.6391	0	0.00	0
							
							
							
U6							
U5	U5	ortholog_one2one	86.2069	85.4701		0.00	0
							
PPID	PPID	ortholog_one2many	98.1081	98.1081	100	100.00	1
PPID		ortholog_one2many	90.5405	97.1014	0	0.00	0
STEAP4	STEAP4	ortholog_one2one	97.1678	97.1678	100	100.00	1
	ATAD1	ortholog_one2many	76.9911	72.2992	0	0.00	0
RPL14	RPL14	ortholog_one2one	97.1963	99.5215	100	100.00	1
							
NEK8	NEK8	ortholog_one2one	97.2464	85.2605	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	93.0693	92.1569		100.00	1
ACBD5	ACBD5	ortholog_one2one	96.9957	84.486	50	99.88	1
							
7SK							
BPGM	BPGM	ortholog_one2one	99.2278	99.2278	100	100.00	1
GOLM1	GOLM1	ortholog_one2one	95.7816	95.5446	100	100.00	1
ALDH18A1	ALDH18A1	ortholog_one2one	98.9937	98.9937	100	100.00	1
IGSF9B	IGSF9B	ortholog_one2one	97.5644	96.49	75	100.00	1
U6	U6	ortholog_one2many	94.4444	95.3271		0.00	0
U6	U6	ortholog_one2many	91.6667	92.5234		0.00	0
U6	U6	ortholog_one2many	91.6667	92.5234		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	92.9766	92.6667		100.00	1
ATF6	ATF6	ortholog_one2one	95.2239	77.7101	100	99.97	1
U1							
LRP1	LRP1	ortholog_one2one	99.7359	99.3642	100	100.00	1
U6	U6	ortholog_one2one	89.6226	88.785		0.00	0
IER2							
							
MIR30E	mml-mir-30e	ortholog_one2one	98.913	98.913		100.00	1
							
							
GOLPH3L	GOLPH3L	ortholog_one2one	99.2982	94.6488	100	100.00	1
SERPINB4		ortholog_one2many	91.2821	91.2821	0	73.10	0
SERPINB4		ortholog_one2many	91.2821	91.2821	100	73.10	1
ACAA1	ACAA1	ortholog_one2one	98.3491	91.8502	100	100.00	1
							
KRTAP4-4							
U5	U5	ortholog_one2one	90.5172	90.5172		100.00	1
NRON							
		ortholog_one2many	42.8571	48.3221	0	0.00	0
	C4orf52	ortholog_one2many	38.0952	95.5224	100	100.00	0
PLCB4	PLCB4	ortholog_one2one	97.1761	97.0149	100	100.00	1
U6	U6	ortholog_one2one	87.5	87.5		100.00	1
PGLYRP1	PGLYRP1	ortholog_one2one	87.2449	87.2449	100	56.69	1
U6	U6	ortholog_one2one	83.8095	86.2745		100.00	1
BABAM1	BABAM1	ortholog_one2one	99.3921	99.3921	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	91	90.099		100.00	1
NR1D2	NR1D2	ortholog_one2one	98.9655	99.1364	100	100.00	1
							
EBAG9	EBAG9	ortholog_one2one	81.0078	98.1221	100	100.00	1
RALYL	RALYL	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2one	95.8904	95.8904		100.00	1
LYPD1	LYPD1	ortholog_one2one	99.2908	99.2908	75	100.00	1
7SK							
	SDHA	ortholog_one2one	85.7724	29.9291	0	0.00	0
DEAF1	DEAF1	ortholog_one2one	96.6011	87.8049	100	100.00	1
OR10G3							
							
							
PLA2G12A							
UAP1L1	UAP1L1	ortholog_one2one	73.57	62.6891	100	100.00	1
U5	U5	ortholog_one2one	91.8919	91.8919		100.00	1
FAT1	FAT1	ortholog_one2one	95.5664	92.8494	100	100.00	1
RNF213	RNF213	ortholog_one2one	88.9418	89.0434	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	93.1741	92.8571		0.00	0
Y_RNA	Y_RNA	ortholog_one2one	88	90.7216		100.00	1
U6	U6	ortholog_one2one	90.6542	90.6542		100.00	1
							
C1orf115	C1H1orf115	ortholog_one2one	96.4789	95.8042	100	34.55	1
		ortholog_one2one	92.7536	92.7536		100.00	1
OR10A2							
FKBP10	FKBP10	ortholog_one2one	98.6254	98.6254	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	39.5018	75.5102		0.00	0
							
							
SNX8	SNX8	ortholog_one2one	98.4881	98.0645	100	100.00	1
U1	U1	ortholog_one2many	80.2395	80.2395		0.00	0
							
TRBV7-3	TRBV7-3	ortholog_one2one	55.0847	78.3133	100	0.00	1
SLC17A6	SLC17A6	ortholog_one2one	99.6564	99.6564	100	100.00	1
FITM1	FITM1	ortholog_one2one	98.6301	98.6301	100	100.00	1
CNIH4	CNIH4	ortholog_one2one	98.5714	99.2806	100	100.00	1
ggo-mir-95	mml-mir-95	ortholog_one2one	100	100		100.00	1
U6	U6	ortholog_one2one	98.0583	98.0583		100.00	1
							
	mml-mir-548e	ortholog_one2many	96.9072	96.9072		100.00	1
FRAT1	FRAT1	ortholog_one2one	96.7742	96.7742	75	0.00	1
7SK							
							
PRAMEF12	PRAMEF12	ortholog_one2one	90.0621	90.0621	100	0.00	1
CDK16	CDK16	ortholog_one2one	99.2982	99.2982	100	100.00	1
SNORD41	SNORD41	ortholog_one2one	94.2857	94.2857		100.00	1
MIR4775							
U6	U6	ortholog_one2many	93.2692	94.1748		100.00	1
U6	U6	ortholog_one2many	90.3846	90.3846		0.00	0
ZNF691	ZNF691	ortholog_one2one	93.0159	86.4307	100	100.00	1
							
CLDN22	CLDN22	ortholog_one2one	93.6364	94.0639	100	100.00	1
GJC3	GJC3	ortholog_one2one	95.6989	93.0314	100	100.00	1
ANLN	ANLN	ortholog_one2one	96.9697	92.2271	100	100.00	1
U6	U6	ortholog_one2one	85.3211	86.1111		100.00	1
U6	U6	ortholog_one2one	96.0784	96.0784		100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	94.9495	94.6309		100.00	1
MRPL15	MRPL15	ortholog_one2one	97.2973	97.2973	100	97.98	1
							
MT4	MT4	ortholog_one2one	100	100	75	100.00	1
NECAP2	NECAP2	ortholog_one2one	76.6323	81.685	75	98.85	1
U6	U6	ortholog_one2one	95.7447	94.7368		100.00	1
U5	U5	ortholog_one2one	71.3115	90.625		100.00	1
TRAV38-2DV8							
							
Y_RNA	Y_RNA	ortholog_one2one	93	91.1765		100.00	1
		ortholog_one2one	68.6274	89.7436	75	100.00	1
							
TRIM3	TRIM3	ortholog_one2one	99.4624	99.4624	100	100.00	1
7SK							
ATP6V0A2	ATP6V0A2	ortholog_one2one	97.8972	97.8972	100	100.00	1
U6	U6	ortholog_one2one	88.785	88.785		0.00	0
	TMEM192	ortholog_one2one	98.5401	47.7032	0	0.00	0
							
							
							
ATMIN	ATMIN	ortholog_one2many	96.837	96.837	75	100.00	1
							
	NPY4R	ortholog_one2one	95.4667	95.4667	50	100.00	1
							
RAB11FIP1	RAB11FIP1	ortholog_one2one	92.7524	84.3137	100	100.00	1
HDAC4	HDAC4	ortholog_one2one	98.0716	98.524	100	100.00	1
ZNF107	ZNF107	ortholog_one2one	95.4333	90.7572	50	0.00	0
							
	mml-mir-632	ortholog_one2one	94.6809	94.6809		100.00	1
SNORD50B	SNORD50B	ortholog_one2one	98.5714	98.5714		100.00	1
5S_rRNA							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	90.9408	94.9091		100.00	1
U5	U5	ortholog_one2one	85.9649	89.0909		100.00	1
TOP1	TOP1	ortholog_one2one	99.3464	99.0874	100	100.00	1
	mml-mir-616	ortholog_one2one	93.8775	93.8775		100.00	1
PCGF1	PCGF1	ortholog_one2one	99.6139	99.6139	100	100.00	1
							
HGF	HGF	ortholog_one2one	94.6794	88.0711	100	100.00	1
U6	U6	ortholog_one2one	91.2621	87.8505		100.00	1
ZNF730		ortholog_one2many	74.3539	69.7761	0	0.00	0
ZNF675							
U6	U6	ortholog_one2one	95.1923	97.0588		100.00	1
7SK							
FAM3B							
Y_RNA	Y_RNA	ortholog_one2one	93.2039	93.2039		100.00	1
ATP6V0D1	ATP6V0D1	ortholog_one2one	89.313	94.3548	100	99.93	1
PNMA2	PNMA2	ortholog_one2one	97.5275	97.5275	100	100.00	1
	ZC3H11A	ortholog_one2many	79.4985	66.5432	0	0.00	0
		ortholog_one2one	78.0488	71.5084	100	100.00	1
TERF2IP	TERF2IP	ortholog_one2one	99.4987	99.25	100	100.00	1
TMC1	TMC1	ortholog_one2one	99.0789	99.0789	100	100.00	1
							
							
PTPN3	PTPN3	ortholog_one2one	96.6046	87.3267	100	100.00	1
TMEM151B	TMEM151B	ortholog_one2one	99.262	95.053	100	100.00	1
DCK	DCK	ortholog_one2many	91.1538	63.8814	100	100.00	1
U6	U6	ortholog_one2one	86.5385	87.3786		100.00	1
MIR485							
							
							
5S_rRNA							
							
SNORA56	SNORA56	ortholog_one2one	97.6744	97.6744		100.00	1
PACS1	PACS1	ortholog_one2one	97.1143	80.3489	100	100.00	1
							
NLK	NLK	ortholog_one2one	100	100	100	94.83	1
HPDL	HPDL	ortholog_one2one	95.4178	92.9134	75	100.00	1
SLC9A9	SLC9A9	ortholog_one2one	98.4496	94.494	100	100.00	1
GSTO1	GSTO1	ortholog_one2many	97.0954	97.0954	100	100.00	1
GSTO1		ortholog_one2many	92.1162	92.1162	0	0.00	0
MIR4289							
PKDCC	PKDCC	ortholog_one2one	98.7864	82.5558	100	100.00	1
U5	U5	ortholog_one2one	91.8919	87.931		100.00	1
7SK							
RAD52	RAD52	ortholog_one2one	94.2584	89.1403	100	100.00	1
U6	U6	ortholog_one2one	95.283	94.3925		100.00	1
5S_rRNA							
SOX8	SOX8	ortholog_one2one	97.7579	70.6645	100	100.00	1
							
GPR12	GPR12	ortholog_one2one	98.8024	98.8024	100	100.00	1
CELF4	CELF4	ortholog_one2one	99.5885	69.8413	100	100.00	1
HOOK2	HOOK2	ortholog_one2one	96.9402	96.9402	100	100.00	1
		ortholog_one2one	84.507	83.3333		100.00	1
NDP	NDP	ortholog_one2one	100	100	100	100.00	1
							
U6	U6	ortholog_one2one	92.233	92.233		100.00	1
U6							
PAK5	PAK5	ortholog_one2one	98.8873	95.0535	100	100.00	1
							
							
Y_RNA	Y_RNA	ortholog_one2one	94.1748	95.098		100.00	1
DCLRE1C	DCLRE1C	ortholog_one2one	91.474	89.7872	100	97.84	1
		ortholog_one2many	4.48613	42.6357	0	0.00	0
		ortholog_one2many	3.67047	50.5618	0	0.00	0
HIGD2B							
MIR337	MIR337	ortholog_one2one	97.8495	83.4862		100.00	1
							
HOATZ	HOATZ	ortholog_one2one	93.3673	92.8934	100	100.00	1
DDX23	DDX23	ortholog_one2one	99.8781	99.8781	75	100.00	1
	ZNF471	ortholog_one2many	92.5862	82.9985	0	96.80	1
U6	U6	ortholog_one2many	84.6154	86.2745		100.00	1
U6	U6	ortholog_one2many	88.4615	85.1852		100.00	1
7SK							
							
							
MIR4523							
MIR424	MIR424	ortholog_one2one	97.9592	86.4865		100.00	1
LSR	LSR	ortholog_one2one	88.1538	95.5	100	100.00	1
LRRC57	LRRC57	ortholog_one2one	98.7448	98.7448	100	100.00	1
LTK	LTK	ortholog_one2one	96.2386	85.8796	100	100.00	1
U6	U6	ortholog_many2many	96.2617	96.2617		0.00	0
U6	U6	ortholog_many2many	96.2617	96.2617		0.00	0
							
ADRM1							
							
U6							
5S_rRNA							
MIR4769							
U6							
TRAV21	TRAV21	ortholog_one2one	94.3925	94.3925	100	0.00	1
KCNJ5	KCNJ5	ortholog_one2one	97.136	86.7804	100	100.00	1
U6	U6	ortholog_one2one	94.3925	94.3925		100.00	1
							
							
RRH	RRH	ortholog_one2one	97.6261	97.6261	100	100.00	1
SNORD11B	SNORD11B	ortholog_one2one	90	92.0455		100.00	1
PARS2	PARS2	ortholog_one2one	94.5263	94.5263	100	100.00	1
MIR6876							
							
	PTPN20	ortholog_one2one	91.4141	43.0952	0	88.13	0
Y_RNA							
	SC5D	ortholog_one2many	95.6522	95.6522	100	100.00	1
U6							
SNORA72							
NKX2-3	NKX2-3	ortholog_one2one	97.5069	96.7033	100	100.00	1
SMUG1	SMUG1	ortholog_one2one	96.2963	96.2963	100	100.00	1
							
	NUDT16	ortholog_one2one	88.3495	91.9192	100	100.00	1
COL6A6	COL6A6	ortholog_one2one	95.2488	93.819	50	100.00	1
							
U6	U6	ortholog_one2one	93.2692	94.1748		100.00	1
EPHX3	EPHX3	ortholog_one2one	95.5556	95.5556	100	100.00	1
PROB1	PROB1	ortholog_one2one	91.9212	92.2849	100	100.00	1
U6							
IL3	IL3	ortholog_one2one	78.9474	83.9161	100	100.00	1
COQ10B	COQ10B	ortholog_one2one	96.6387	95.0413	100	100.00	1
MIR486	MIR486-1	ortholog_one2one	100	60.7143		100.00	1
5S_rRNA							
7SK							
MIR1296	mml-mir-1296	ortholog_one2one	100	82.1429		100.00	1
U6	U6	ortholog_one2one	94.2308	93.3333		100.00	1
U6							
U6	U6	ortholog_one2one	93.4579	93.4579		100.00	1
SNORA74	SNORA74	ortholog_one2one	93.401	93.401		100.00	1
FAM200A	FAM200A	ortholog_one2one	96.6841	96.6841	100	100.00	1
	ERBB3	ortholog_one2one	95.9528	42.3994	0	90.02	0
ZNF519							
DCTN6	DCTN6	ortholog_one2one	95.3368	96.8421	50	100.00	1
MIR518C							
CPA3	CPA3	ortholog_one2one	96.8825	96.8825	75	100.00	1
							
C8orf34	C8H8orf34	ortholog_one2one	97.3978	97.3978	100	100.00	1
	mml-mir-302a	ortholog_one2many	100	100		100.00	1
							
U6	U6	ortholog_one2one	86.5385	90		100.00	1
INTS1	INTS1	ortholog_one2one	98.1575	97.3059	100	100.00	1
RP1L1	RP1L1	ortholog_one2one	58.6967	81.673	100	100.00	1
	RNASE11	ortholog_one2one	87.6471	59.6	75	100.00	1
Y_RNA	Y_RNA	ortholog_one2many	100	100		100.00	1
Y_RNA	Y_RNA	ortholog_one2many	100	100		0.00	0
MIR1306	MIR1306	ortholog_one2one	88.2353	68.8073		100.00	1
							
U6							
							
	DYNLT3	ortholog_one2many	77.4648	47.4138	0	0.00	0
U6							
SNORA72	SNORA72	ortholog_one2one	91.4729	90.0763		100.00	1
VPREB1	VPREB1	ortholog_one2one	92.3611	63.9423	50	0.00	0
OR5H15		ortholog_one2many	89.0323	88.1789	100	100.00	1
	mml-mir-302a	ortholog_one2many	100	100		100.00	1
KIF11	KIF11	ortholog_one2one	95.6947	92.6136	75	100.00	1
5S_rRNA							
CAPZA3	CAPZA3	ortholog_one2one	97.6589	97.6589	100	100.00	1
	TAMM41	ortholog_one2one	66.8142	89.6142	100	100.00	1
KBTBD3	KBTBD3	ortholog_one2one	99.183	99.183	100	100.00	1
U6							
SNORA74							
KRTAP9-3		ortholog_many2many	89.3082	84.0237	100	100.00	1
KRTAP9-3		ortholog_many2many	89.3082	84.0237	100	100.00	1
KRTAP9-3		ortholog_many2many	88.6792	83.432	100	100.00	1
KRTAP9-3		ortholog_many2many	93.7107	86.1272	100	100.00	1
AKAP8L	AKAP8L	ortholog_one2one	98.1453	98.9097	100	100.00	1
RGS5	RGS5	ortholog_one2one	83.5821	86.5979	100	100.00	1
ASB9							
OR6K3	OR6K3	ortholog_one2one	90.9366	95.5556	100	100.00	1
CDC45	CDC45	ortholog_one2one	98.1605	98.1605	75	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.0588	97.0588		100.00	1
ITFG2	ITFG2	ortholog_one2one	98.434	93.2203	100	100.00	1
U6							
TTYH3	TTYH3	ortholog_one2one	77.0555	65.9574	50	99.63	1
ggo-mir-29a	MIR29A	ortholog_one2one	100	73.5632		100.00	1
	RHBDD3	ortholog_one2many	83.7696	82.9016	0	0.00	0
ZNF93	ZNF93	ortholog_one2one	82.2635	69.078	25	98.64	1
MIR5004	MIR5004	ortholog_one2one	100	100		100.00	1
SNORA72	SNORA72	ortholog_one2one	98.4848	98.4848		100.00	1
		ortholog_one2many	51.4881	86.0696	0	0.00	0
SNORA74	SNORA74	ortholog_one2one	98.5075	98.5075		100.00	1
MAS1	MAS1	ortholog_one2one	98.4615	98.4615	75	100.00	1
	TPRG1L	ortholog_one2one	98.7013	27.9412	25	100.00	0
AIFM2	AIFM2	ortholog_one2one	98.6595	98.6595	100	100.00	1
7SK							
5S_rRNA							
							
U6	U6	ortholog_one2one	97.1963	97.1963		100.00	1
							
LIX1L	LIX1L	ortholog_one2one	99.4065	99.4065	100	100.00	1
MYH7	MYH7	ortholog_one2one	97.2136	92.5344	100	100.00	1
U6	U6	ortholog_one2one	89.7196	89.7196		0.00	0
							
FBXL2	FBXL2	ortholog_one2one	99.7636	99.7636	100	100.00	1
	RNF128	ortholog_one2one	77.1144	72.4299	100	100.00	1
NT5C2	NT5C2	ortholog_one2one	98.2394	98.0668	75	100.00	1
SSU72L6		ortholog_one2many	92.7835	92.7835	0	0.00	0
							
U6							
U6							
ARHGEF28	ARHGEF28	ortholog_one2one	94.9412	94.7183	100	99.91	1
ITPR1	ITPR1	ortholog_one2one	98.6327	96.773	100	100.00	1
							
							
SNORA74							
U6	U6	ortholog_one2one	94.3396	94.3396		100.00	1
PIK3CD	PIK3CD	ortholog_one2one	91.8843	94.3487	100	100.00	1
PPM1B	PPM1B	ortholog_one2one	99.7912	95.0298	100	100.00	1
MMP11	MMP11	ortholog_one2one	97.3361	97.3361	100	100.00	1
SLFN5	SLFN5	ortholog_one2one	90.5134	88.7309	50	100.00	1
U6							
MIRLET7F	MIRLET7F1	ortholog_one2one	100	79.0909		100.00	1
							
	GGT1	ortholog_many2many	83.7302	37.0826	0	0.00	0
		ortholog_many2many	83.7302	37.4113	0	0.00	0
SNORA72	SNORA72	ortholog_one2one	93.7984	93.7984		100.00	1
	IL9R	ortholog_one2many	63.0631	40.856	50	0.00	0
Y_RNA	Y_RNA	ortholog_one2one	89.2157	89.2157		100.00	1
	FCRL6	ortholog_one2one	90.5213	44.0092	50	0.00	0
TMEM30B	TMEM30B	ortholog_one2one	96.5812	96.5812	100	100.00	1
U6	U6	ortholog_one2one	96.2617	96.2617		100.00	1
5S_rRNA							
PROZ	PROZ	ortholog_one2one	93.3649	93.3649	100	100.00	1
ACTRT2	ACTRT2	ortholog_one2one	96.0212	96.0212	100	100.00	1
RP1	RP1	ortholog_one2one	93.4631	93.6803	100	98.85	1
							
U6	U6	ortholog_one2one	94.2308	94.2308		100.00	1
ZNFX1	ZNFX1	ortholog_one2one	98.488	98.488	100	100.00	1
SETD4	SETD4	ortholog_one2one	97.0455	74.6504	100	100.00	1
SNORA74	SNORA74	ortholog_one2one	98.0099	98.0099		100.00	1
Metazoa_SRP							
RPSA	RPSA	ortholog_one2one	88.1356	91.5493	0	0.00	0
							
							
GAS2L1	GAS2L1	ortholog_one2one	97.9442	97.9442	100	100.00	1
DEF8	DEF8	ortholog_one2one	98.8938	96.5443	100	100.00	1
SNORA74	SNORA74	ortholog_one2one	94.5274	94.5274		0.00	0
							
MIR6791							
SNORD1A	SNORD1A	ortholog_one2one	98.6111	98.6111		0.00	0
							
	RNF145	ortholog_one2many	88.0342	75.9587	0	0.00	0
IPP	IPP	ortholog_one2one	94.2387	71.0078	100	100.00	1
ZNF793	ZNF793	ortholog_one2one	96.5517	96.3145	100	100.00	1
TBC1D10C	TBC1D10C	ortholog_one2one	98.6547	98.6547	100	100.00	1
U6	U6	ortholog_one2one	90.6542	90.6542		100.00	1
PRPF19	PRPF19	ortholog_one2one	96.374	98.6328	100	100.00	1
UBE2J2	UBE2J2	ortholog_one2one	58.1818	61.0687	100	100.00	1
GHRL	GHRL	ortholog_one2one	94.8718	50	100	100.00	1
EDEM3	EDEM3	ortholog_one2one	98.927	97.2574	100	100.00	1
							
U6							
U6	U6	ortholog_one2one	89.7196	89.7196		100.00	1
Metazoa_SRP							
SNORA72	SNORA72	ortholog_one2one	90.1515	90.1515		100.00	1
							
ALG14							
CYLC2	CYLC2	ortholog_one2one	88.5057	83.0189	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	93.1373	93.1373		100.00	1
5S_rRNA							
	PHYHD1	ortholog_one2one	55.2189	54.8495	100	100.00	1
GLUD1	GLUD1	ortholog_one2one	99.1039	99.1039	25	0.00	0
							
SLC35G2	SLC35G2	ortholog_one2one	99.0291	99.0291	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	90.3537	93.9799		100.00	1
U6							
SNORD20	SNORD20	ortholog_one2one	98.75	98.75		0.00	0
							
ZNF445	ZNF445	ortholog_one2one	97.5752	97.6699	100	100.00	1
GLYAT	GLYAT	ortholog_one2one	91.8919	84.2105	100	67.15	1
WDR48	WDR48	ortholog_one2one	92.4528	85.5034	100	100.00	1
OR9I1	OR9I1	ortholog_one2one	93.949	93.949	100	100.00	1
TRPM2	TRPM2	ortholog_one2one	92.6594	93.5023	75	100.00	1
U6	U6	ortholog_one2one	93.1373	93.1373		100.00	1
RUVBL2	RUVBL2	ortholog_one2one	95.2484	88.7324	100	18.23	1
							
	TICAM2	ortholog_one2one	92.9032	35.6436	0	0.00	0
LMAN2L	LMAN2L	ortholog_one2one	99.4429	99.4429	100	100.00	1
GLS2	GLS2	ortholog_one2one	96.8439	93.131	100	100.00	1
							
PAPLN	PAPLN	ortholog_one2one	94.015	88.9851	100	99.74	1
EPGN	EPGN	ortholog_one2one	98.0519	98.0519	100	100.00	1
	CHCT1	ortholog_one2one	94.4056	57.2034	0	0.00	0
OR2F2							
U6	U6	ortholog_one2one	93.2692	92.381		0.00	0
U6							
SNORD28							
CCDC57	CCDC57	ortholog_one2one	90.6114	82.2597	100	100.00	1
U6	U6	ortholog_one2one	91.5888	91.5888		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	98.0392	98.0392		100.00	1
MIR1255B2	mml-mir-1255b	ortholog_one2one	79.1045	47.3214		100.00	0
5S_rRNA							
		ortholog_one2one	79.7872	68.8073	100	100.00	1
	HELT	ortholog_one2one	96.0245	96.0245	100	100.00	1
							
Metazoa_SRP							
		ortholog_one2one	86.0465	87.4016		100.00	1
U6	U6	ortholog_one2one	91.5888	91.5888		100.00	1
FAM13A	FAM13A	ortholog_one2one	96.1877	95.2565	100	100.00	1
MIR522	mml-mir-518e	ortholog_one2one	93.1034	93.1034		100.00	1
U6	U6	ortholog_one2one	100	100		100.00	1
SNORA72	SNORA72	ortholog_one2one	89.3939	91.4729		100.00	1
U6	U6	ortholog_one2many	90.3846	94		0.00	0
OR7D1	OR7D4	ortholog_one2many	86.6667	81.7143	0	0.00	0
							
							
MIR6516							
	CHCHD3	ortholog_one2one	94.5205	89.2241	0	0.00	0
							
							
							
SIK1	SIK1	ortholog_one2one	96.424	96.1783	100	100.00	1
SLC44A4	SLC44A4	ortholog_one2one	92.9677	93.0986	100	100.00	1
GINS1	GINS1	ortholog_one2one	89.2857	38.3772	100	100.00	0
ZNF324B							
	mml-mir-572	ortholog_one2many	96.8421	96.8421		100.00	1
BICD2	BICD2	ortholog_one2one	93.494	87.9819	50	99.00	1
SNORD28	SNORD28	ortholog_one2one	94.6667	94.6667		100.00	1
U6	U6	ortholog_one2one	96.2617	96.2617		100.00	1
5S_rRNA							
							
							
NAT10	NAT10	ortholog_one2one	97.0019	97.7583	100	99.94	1
KCTD6	KCTD6	ortholog_one2one	100	90.1141	100	100.00	1
							
TTC3	TTC3	ortholog_one2one	95.5062	95.7426	100	100.00	1
U6	U6	ortholog_one2one	87.6289	86.7347		100.00	1
							
U6	U6	ortholog_one2one	92.5234	92.5234		100.00	1
MIR1471							
MRPL11	MRPL11	ortholog_one2one	96.875	96.875	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	89.9654	87.2483		100.00	1
		ortholog_one2one	50.2119	82.5784	0	0.00	0
HTR3E	HTR3E	ortholog_one2one	78.9474	85.7143	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	96.0396	96.0396		100.00	1
SNORA72	SNORA72	ortholog_one2one	90.1515	90.8397		100.00	1
U6	U6	ortholog_one2one	85.5769	84.7619		100.00	1
U6	U6	ortholog_one2one	81.7308	91.3979		100.00	1
U6	U6	ortholog_one2one	88.4615	92		100.00	1
ELMOD1	ELMOD1	ortholog_one2one	99.1018	99.1018	100	100.00	1
WDFY4	WDFY4	ortholog_one2one	96.7965	96.8878	100	100.00	1
	CARF	ortholog_one2one	91.3851	77.3963	100	100.00	1
FAM161A	FAM161A	ortholog_one2one	94.4134	94.4134	100	100.00	1
MIR671	mml-mir-671	ortholog_one2one	100	100		100.00	1
OR4L1							
SNORD28	SNORD28	ortholog_one2one	98.6667	98.6667		100.00	1
TAF3	TAF3	ortholog_one2one	98.0595	75.1984	100	100.00	1
CSNK2A2IP	CSNKA2IP	ortholog_one2one	86.5123	86.5123	100	100.00	1
KCNU1	KCNU1	ortholog_one2one	91.3838	91.3838	75	100.00	1
MAGEB18	MAGEB18	ortholog_one2one	93.586	93.314	100	100.00	1
U6							
PON1	PON1	ortholog_one2one	96.6197	96.6197	100	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	97.3214	97.3214		100.00	1
	mml-mir-572	ortholog_one2many	93.6842	93.6842		0.00	0
							
U6	U6	ortholog_one2one	94.9495	92.1569		0.00	0
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	89.3333	93.7063		100.00	1
SNORA72	SNORA72	ortholog_one2one	91.4894	48.0447		100.00	0
							
	MAP3K7CL	ortholog_one2one	50	85.2113	100	91.93	1
U6	U6	ortholog_one2one	95.3271	95.3271		100.00	1
BCOR	BCOR	ortholog_one2one	96.5242	96.6895	100	100.00	1
							
MAGEB1	MAGEB1	ortholog_one2one	90.7781	76.6423	100	100.00	1
CSGALNACT1	CSGALNACT1	ortholog_one2one	98.3083	98.3083	100	100.00	1
							
							
U6							
ANKRD46	ANKRD46	ortholog_one2one	96.1702	97.8355	100	100.00	1
							
GARIN6	GARIN6	ortholog_one2one	96.2656	96.2656	100	100.00	1
TDRD10	TDRD10	ortholog_one2one	89.8907	93.7322	100	100.00	1
U6	U6	ortholog_one2one	93.2692	93.2692		0.00	0
TECTA	TBCEL	ortholog_one2one	98.1439	98.1439	100	100.00	1
5S_rRNA							
DPP6	DPP6	ortholog_one2one	98.1503	98.2639	50	97.87	1
Y_RNA							
							
MIR4467							
