Gene name	Chimpanzee gene name	Chimpanzee homology type	%id. target Chimpanzee gene identical to query gene	%id. query gene identical to target Chimpanzee gene	Chimpanzee Gene-order conservation score	Chimpanzee Whole-genome alignment coverage	Chimpanzee orthology confidence [0 low, 1 high]
NPR3	NPR3	ortholog_one2one	99.8152	99.8152	100	100.00	1
TUBB4BP6							
							
ARL2BPP7							
SLC25A6P2							
BNIP3P4							
IGKV1OR-2							
SYNDIG1L	SYNDIG1L	ortholog_one2one	100	100	100	100.00	1
							
KRT18P66							
							
NINJ1	NINJ1	ortholog_one2one	98.6842	98.6842	100	100.00	1
OCIAD1-AS1							
							
SNX18P25							
							
CYCSP25							
KCTD8	KCTD8	ortholog_one2one	100	100	100	100.00	1
							
							
SYT9	SYT9	ortholog_one2one	99.7963	99.7963	100	100.00	1
HMGB1P44							
MTND3P5							
DUX4L45							
MTCO1P2							
MTND6P16							
							
HNRNPA1P58							
HNRNPA1P67							
TMX1	TMX1	ortholog_one2one	98.9286	98.9286	100	100.00	1
							
RPL29P17							
TCERG1P2							
							
VAV1	VAV1	ortholog_one2one	100	100	100	100.00	1
SDAD1	SDAD1	ortholog_one2one	100	100	100	100.00	1
CAGE1	CAGE1	ortholog_one2one	99.0465	98.9286	100	100.00	1
							
UPRT	UPRT	ortholog_one2one	89.3204	98.2206	100	100.00	1
EEF1A1P38							
							
MIR185	ptr-mir-185	ortholog_one2one	100	100		100.00	1
							
							
							
							
LINC02745							
							
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	98.8	98.8		100.00	1
MIR3618	MIR3618	ortholog_one2one	100	100		100.00	1
MIR1306	ptr-mir-1306	ortholog_one2one	100	100		100.00	1
							
							
CRK	CRK	ortholog_one2one	100	100	100	100.00	1
							
MIR6816							
SNORA77B	SNORA77B	ortholog_one2one	99.2	99.2		100.00	1
							
ZDHHC8	ZDHHC8	ortholog_one2one	99.7386	99.7386	100	100.00	1
							
TMF1P1							
							
							
LINC00273							
							
							
CSNK2A3	CSNK2A1	ortholog_one2many	98.4655	98.4655	0	99.87	1
XKR9	XKR9	ortholog_one2one	99.7319	99.7319	100	100.00	1
							
							
LONP2	LONP2	ortholog_one2one	99.8826	99.8826	100	100.00	1
RNU6-742P	U6	ortholog_one2one	100	100		100.00	1
VPS13A	VPS13A	ortholog_one2one	99.6534	99.6534	100	100.00	1
RSL24D1P11							
FANCF	FANCF	ortholog_one2one	98.3957	98.3957	100	100.00	1
LINC01897							
RPSAP3							
SPON1-AS1							
LINC00520							
HMGN1P30							
							
							
MIR122	ptr-mir-122	ortholog_one2one	98.8235	98.8235		100.00	1
MIR3591							
DNAAF11P1							
							
							
							
ALPK2	ALPK2	ortholog_one2one	98.341	98.2957	100	100.00	1
							
							
ZNF287	ZNF287	ortholog_one2one	99.7372	99.7372	75	100.00	1
SERGEF	SERGEF	ortholog_one2one	98.4716	98.4716	100	100.00	1
							
LINC02120							
CCAR1	CCAR1	ortholog_one2one	99.913	99.913	100	100.00	1
							
							
							
							
							
GCNT1P2							
PAG1	PAG1	ortholog_one2one	99.0741	99.0741	100	100.00	1
FST	FST	ortholog_one2one	100	100	100	100.00	1
MTCYBP27							
							
EEF1A1P2							
							
							
YWHAQP1							
RCBTB1	RCBTB1	ortholog_one2one	100	100	100	100.00	1
SNORA108	SNORD28	ortholog_one2one	100	100		100.00	1
							
RPL9P31							
TUBB4BP8							
							
							
MRPL37P1							
							
							
RTRAF	RTRAF	ortholog_one2one	100	100	100	100.00	1
							
							
RNU6-219P	U6	ortholog_one2one	100	100		100.00	1
U8	U8	ortholog_one2one	99.2537	99.2537		100.00	1
							
RYKP1							
RNU2-69P							
							
							
							
							
							
							
							
PTPRM	PTPRM	ortholog_one2one	99.7952	99.7952	100	100.00	1
SETP4							
VENTXP6							
USP25	USP25	ortholog_one2one	99.6444	99.6444	100	100.00	1
LRRC75A	LRRC75A	ortholog_one2one	99.7093	99.7093	100	100.00	1
							
							
COX6CP8							
MTND2P25							
HDX	HDX	ortholog_one2one	99.7101	99.7101	100	100.00	1
MANSC1	MANSC1	ortholog_one2one	99.0719	99.0719	100	100.00	1
SULF1	SULF1	ortholog_one2one	98.7371	95.4495	100	100.00	1
CCDC188	CCDC188	ortholog_one2one	99.005	99.005	100	100.00	1
KRT18P62							
							
HIRA	HIRA	ortholog_one2one	99.9017	99.9017	75	100.00	1
OTUD4P1							
HNRNPABP1							
RPL34P31							
							
RPSAP51							
UQCRBP3							
							
SNORD27	SNORD27	ortholog_one2one	100	100		100.00	1
SKA3	SKA3	ortholog_one2one	99.2718	99.2718	100	100.00	1
							
							
							
A2ML1	A2ML1	ortholog_one2one	98.8996	98.8996	100	100.00	1
WSB1	WSB1	ortholog_one2one	99.2874	99.2874	75	100.00	1
GHR	GHR	ortholog_one2one	98.9028	97.8295	100	100.00	1
							
RIPK3							
MRPL57	MRPL57	ortholog_one2one	99.0196	99.0196	100	100.00	1
							
ZBTB46	ZBTB46	ortholog_one2one	99.8302	99.8302	100	100.00	1
GRK6P1							
RNA5SP25							
ZDHHC20-IT1							
H2BP6							
MICU2	MICU2	ortholog_one2one	98.8479	98.8479	100	100.00	1
CTDSPL2P1							
CALM1P1							
CORO1CP1							
EIF3MP1							
UBE2V1P7							
CYCSP43							
UBE2V1P9							
PABPC5	PABPC5	ortholog_one2one	100	100	100	100.00	1
FOXN3-AS1							
AKAP6	AKAP6	ortholog_one2one	99.1376	99.1376	100	100.00	1
PABPC1L2A		ortholog_one2one	100	100	50	0.00	0
GDAP1L1	GDAP1L1	ortholog_one2one	100	100	100	100.00	1
SRIP2							
ARL13A	ARL13A	ortholog_one2one	99.6094	99.6094	100	100.00	1
							
FOXC1	FOXC1	ortholog_one2one	99.2767	99.8182	100	100.00	1
U6							
NHLRC1	NHLRC1	ortholog_one2one	100	100	100	100.00	1
NFATC4							
CDYL	CDYL	ortholog_one2one	98.8971	89.9666	100	100.00	1
							
RPL23AP72							
FNTAP2							
RNU6-59P	U6	ortholog_one2one	98.1308	98.1308		100.00	1
MPV17L	MPV17L	ortholog_one2one	90.8163	90.8163	50	100.00	1
RPS7P10							
FGF9	FGF9	ortholog_one2one	100	100	100	100.00	1
RN7SL766P	Metazoa_SRP	ortholog_one2one	99.3528	99.3528		100.00	1
ALG5	ALG5	ortholog_one2one	99.3827	83.4197	100	100.00	1
EEF1A1P15							
							
							
							
							
BRWD3	BRWD3	ortholog_one2one	99.7225	99.7225	100	100.00	1
ITFG1	ITFG1	ortholog_one2one	99.5098	99.5098	100	100.00	1
							
SEC63P2							
							
LINC02493							
SLIRPP2							
COX7B2	COX7B2	ortholog_one2one	98.7654	98.7654	100	100.00	1
							
MYL9	MYL9	ortholog_one2one	100	100	100	100.00	1
CAT	CAT	ortholog_one2one	99.4307	99.4307	100	100.00	1
							
							
							
UGT2B11							
RPL36AP25							
							
MBOAT1	MBOAT1	ortholog_one2one	99.1919	99.1919	100	100.00	1
							
E2F4P1							
SHROOM3	SHROOM3	ortholog_one2one	96.1924	98.7147	100	100.00	1
RIOK1	RIOK1	ortholog_one2one	98.7676	98.7676	100	100.00	1
SSTR1	SSTR1	ortholog_one2one	100	100	100	100.00	1
EXOSC8	EXOSC8	ortholog_one2one	99.6377	99.6377	100	100.00	1
Metazoa_SRP							
CIAO2AP1							
COPS8P1							
							
TGIF2	TGIF2	ortholog_one2one	100	100	100	100.00	1
MTND4P33							
RN7SL168P	Metazoa_SRP	ortholog_one2one	98.9247	98.9247		100.00	1
UFD1	UFD1	ortholog_one2one	99.6743	99.3506	75	100.00	1
RPL31P20							
RPSAP15							
CDH9	CDH9	ortholog_one2one	99.6198	99.6198	100	100.00	1
DYNC1LI1	DYNC1LI1	ortholog_one2one	100	100	100	100.00	1
							
EIF4A1P10							
PEMT	PEMT	ortholog_one2one	97.8814	97.8814	100	100.00	1
CEP128	CEP128	ortholog_one2one	98.5375	98.5375	100	100.00	1
SHC1P1							
EDA	EDA	ortholog_one2one	100	100	100	100.00	1
							
FTLP5							
ZFR2	ZFR2	ortholog_one2one	98.2961	98.2961	100	100.00	1
TGIF2-RAB5IF							
SLA2	SLA2	ortholog_one2one	98.8506	98.8506	100	100.00	1
WIZP1							
							
ADAMTS12	ADAMTS12	ortholog_one2one	94.0402	99.3373	100	100.00	1
							
CHM	CHM	ortholog_one2one	99.5406	99.5406	100	100.00	1
KRTAP8-2P							
KRTAP8-3P							
KRTAP8-1	KRTAP8-1	ortholog_one2one	98.4127	98.4127	100	100.00	1
SCD5	SCD5	ortholog_one2one	99.697	99.697	100	100.00	1
ZNF143	ZNF143	ortholog_one2one	99.6865	99.6865	100	100.00	1
KRTAP7-1	KRTAP7-1	ortholog_one2one	97.7011	97.7011	100	100.00	1
KRTAP11-1	KRTAP11-1	ortholog_one2one	98.1595	98.1595	100	100.00	1
SNX13	SNX13	ortholog_one2one	99.6865	99.6865	100	100.00	1
KRTAP19-8	KRTAP19-8	ortholog_one2one	98.4127	98.4127	100	100.00	1
UBE3AP2							
							
MTRES1P2							
TIAM1-AS1							
FBXW11P1							
SOD1	SOD1	ortholog_one2one	100	100	100	100.00	1
							
							
							
							
HNRNPA3P2							
ZNF77	ZNF77	ortholog_one2one	97.7982	97.7982	100	100.00	1
							
WBP1LP12							
Y_RNA	Y_RNA	ortholog_one2one	100	100		100.00	1
NUP93	NUP93	ortholog_one2one	96.2149	89.5455	100	100.00	1
MRPS26	MRPS26	ortholog_one2one	100	100	100	100.00	1
RPL21P100							
L3MBTL4	L3MBTL4	ortholog_one2one	99.3485	97.9133	100	100.00	1
KLF3	KLF3	ortholog_one2one	100	100	100	100.00	1
							
ZNF318	ZNF318	ortholog_one2one	99.1224	99.3404	100	100.00	1
							
BCAT1	BCAT1	ortholog_one2one	99.2228	83.8074	100	100.00	1
OXT	OXT	ortholog_one2one	98.4	98.4	100	100.00	1
GNA11	GNA11	ortholog_one2one	100	100	75	100.00	1
NAA11	NAA11	ortholog_one2one	68.1223	96.8944	100	100.00	0
AVP	AVP	ortholog_one2one	98.1707	98.1707	100	100.00	1
		ortholog_one2one	97.7401	97.7401		100.00	1
							
HMGN1P2							
							
EVC2	EVC2	ortholog_one2one	98.318	98.318	100	100.00	1
DOP1B	DOP1B	ortholog_one2one	99.6954	99.6954	100	100.00	1
STAU2P1							
							
HNRNPA1P25							
							
PPATP2							
HNRNPDLP3							
FCF1P9							
SALRNA3							
							
							
RPS29P28							
TEX101P1							
							
STIP1P3							
KAT7P1							
ALDH1A2	ALDH1A2	ortholog_one2one	99.6139	99.6139	75	100.00	1
B3GNT2P1							
							
POF1B	POF1B	ortholog_one2one	99.1511	99.1511	100	100.00	1
LINC00400							
RN7SL555P	Metazoa_SRP	ortholog_one2one	98.8201	98.8201		100.00	1
							
UBOX5	UBOX5	ortholog_one2one	99.4455	99.4455	100	100.00	1
ENOX1	ENOX1	ortholog_one2one	100	100	100	100.00	1
							
MESTP4							
							
DAAM2	DAAM2	ortholog_one2one	99.9064	99.0715	100	100.00	1
RPSAP32							
C3orf20	C3H3orf20	ortholog_one2one	99.0044	99.1141	100	100.00	1
LINC02225							
MCIDAS	MCIDAS	ortholog_one2one	99.4805	99.7396	75	100.00	1
KLHL4	KLHL4	ortholog_one2one	99.8607	99.8607	100	100.00	1
OR7K1P							
DDRGK1	DDRGK1	ortholog_one2one	99.6815	99.6815	100	100.00	1
ARMH4	ARMH4	ortholog_one2one	98.3204	98.3204	100	100.00	1
							
MFSD1P1							
							
RPS16P8							
BTBD2	BTBD2	ortholog_one2one	86.8571	98.0645	100	100.00	1
							
SYPL1P2							
							
							
CPD	CPD	ortholog_one2one	99.5652	99.5652	75	100.00	1
RPL36P19							
ENOX1-AS1							
							
							
							
CCDC122	CCDC122	ortholog_one2one	83.1502	79.9296	100	100.00	0
							
							
UGT3A1	UGT3A1	ortholog_one2one	96.9407	96.9407	100	100.00	1
							
							
CDC45	CDC45	ortholog_one2one	91.1661	93.8182	100	100.00	1
ST8SIA5	ST8SIA5	ortholog_one2one	99.734	91.0194	100	100.00	1
							
LACC1	LACC1	ortholog_one2one	98.8372	98.8372	100	100.00	1
							
							
DNAJC19P9							
							
NRDE2	NRDE2	ortholog_one2one	99.5704	99.5704	100	100.00	1
FAM32CP							
							
							
ZWINT	ZWINT	ortholog_one2one	98.1949	98.1949	100	100.00	1
ITPA	ITPA	ortholog_one2one	99.4845	99.4845	100	100.00	1
							
IFITM8P							
							
DGKZP1							
MIR8075		ortholog_one2one	45	45		100.00	0
LDHBP1							
LAMP1	LAMP1	ortholog_one2one	94.2446	84.5161	100	100.00	1
C8orf34	C8H8orf34	ortholog_one2one	99.2565	99.2565	100	100.00	1
ARHGAP28	ARHGAP28	ortholog_one2one	98.9026	98.9026	100	100.00	1
							
GRTP1	GRTP1	ortholog_one2one	93.4524	91.0145	100	100.00	1
							
CDH18	CDH18	ortholog_one2one	99.6203	99.6203	50	100.00	1
EI24P3							
MATK	MATK	ortholog_one2one	96.2525	96.063	100	100.00	1
							
ZKSCAN7							
STK38L	STK38L	ortholog_one2one	100	100	100	100.00	1
CAPZA1P3							
VDAC1P1							
KLHL7	KLHL7	ortholog_one2one	100	100	100	100.00	1
RPL6P29							
WBP11P3							
IGBP1-AS2							
USP37P1							
							
							
RPS7P14							
FOXN3P2							
							
MAGEE1	MAGEE1	ortholog_one2many	98.5371	98.5371	0	97.01	1
MAGEE1	MAGEE1	ortholog_one2many	99.791	99.791	100	100.00	1
ATG4AP1							
							
BUD31P2							
							
							
CCDC85C	CCDC85C	ortholog_one2one	100	100	100	100.00	1
PAICSP7							
RPSAP8							
							
							
							
							
DCUN1D2	DCUN1D2	ortholog_one2one	98.8417	98.8417	100	100.00	1
MRPS22P1							
SRSF9P1							
							
							
ERVH48-1	ERVH48-1	ortholog_one2one	97.5	98.7342	100	100.00	1
							
RNF19BPX							
RTL3							
LIPI	LIPI	ortholog_one2one	99.3478	85.7411	50	100.00	1
POMPP1							
BRAFP1							
SERBP1P4							
USP12PX							
PDK1P2							
KRTAP10-9		ortholog_one2one	65.0685	98.9583	25	100.00	0
FECHP1							
							
ERG	ERG	ortholog_one2one	99.3737	97.9424	50	100.00	1
TBX22	TBX22	ortholog_one2one	98.8462	98.8462	100	100.00	1
MMUT	MMUT	ortholog_one2one	99.6	99.6	100	100.00	1
							
ZCWPW2	ZCWPW2	ortholog_one2one	97.4719	97.4719	100	100.00	1
							
							
NUTM2A		ortholog_one2many	97.6082	97.7195	0	63.64	0
							
CA3	CA3	ortholog_one2one	99.6154	72.1448	100	100.00	0
BLMH	BLMH	ortholog_one2one	99.7802	99.7802	100	100.00	1
NEO1	NEO1	ortholog_one2one	99.7262	99.7262	100	100.00	1
LIN54	LIN54	ortholog_one2one	100	100	100	100.00	1
							
CDH8	CDH8	ortholog_one2one	87.6095	94.086	100	100.00	1
RNU1-16P	U1	ortholog_one2one	98.1707	98.1707		100.00	1
TMCO3	TMCO3	ortholog_one2one	84.195	85.2018	100	100.00	1
REXO1L5P							
TRAM2	TRAM2	ortholog_one2one	99.7297	99.7297	100	100.00	1
RLIG1P3							
DPPA3P9							
MOK	MOK	ortholog_one2one	99.284	99.284	100	100.00	1
HNF4G	HNF4G	ortholog_one2one	99.7802	98.4816	100	100.00	1
							
SLC15A5	SLC15A5	ortholog_one2one	97.9275	97.2556	100	100.00	1
RAB5CP1							
NDUFA8P1							
							
CDH12	CDH12	ortholog_one2one	99.8741	99.8741	100	100.00	1
ANXA11	ANXA11	ortholog_one2one	100	100	50	100.00	1
FTH1P5							
							
							
							
							
GYS2	GYS2	ortholog_one2one	99.7155	99.7155	100	100.00	1
TGIF2LX	TGIF2LX	ortholog_one2one	97.9253	97.9253	0	0.00	0
PGK2	PGK2	ortholog_one2one	98.0815	89.1068	100	100.00	1
RNU6-1019P	U6	ortholog_one2one	100	100		100.00	1
UBE2V1P1							
U3	U3	ortholog_one2one	99.5283	99.5283		100.00	1
ADH5P4							
							
RBBP4P3							
HM13-IT1							
NANOGP3							
RNU6-384P	U6	ortholog_one2many	99.0385	99.0385		100.00	1
RNU6-384P	U6	ortholog_one2many	99.0385	99.0385		100.00	1
MIR3193		ortholog_one2many	100	100		100.00	1
MIR3193		ortholog_one2many	100	100		100.00	1
COX4I2	COX4I2	ortholog_one2many	98.2456	98.2456	100	100.00	1
COX4I2	COX4I2	ortholog_one2many	98.2456	98.2456	50	100.00	1
RPL37P15							
PRR11P1							
RPL21P17							
TBC1D22B	TBC1D22B	ortholog_one2one	96.8317	94.7674	100	100.00	1
							
MTND4LP9							
ARPP21-AS1							
							
RPS8P6							
PLCL2	PLCL2	ortholog_one2one	100	100	100	100.00	1
ST13P18							
ACTR3P2							
KRT18P11							
NBDY	NBDY	ortholog_one2one	100	100	100	100.00	1
ELOVL5	ELOVL5	ortholog_one2one	100	91.7178	100	100.00	1
							
BPNT2	BPNT2	ortholog_one2one	100	92.5258	100	100.00	1
DLGAP5P2							
KIF4CP							
ZKSCAN7-AS1							
ZNF660							
ABALON							
OOEPP1							
HMGB1P32							
TPX2	TPX2	ortholog_one2one	95.0469	97.5275	100	100.00	1
SH3BGRL	SH3BGRL	ortholog_one2one	100	100	100	100.00	1
REXO1L11P							
RPL13AP18							
MPRIPP1							
HIGD1AP18							
							
							
NPM1P6							
							
							
HMGB1P47							
							
							
							
TFDP1	TFDP1	ortholog_one2one	82.6829	96.3068	100	100.00	1
ZNF197							
PAUPAR							
							
RLIG1P1							
RELCH	RELCH	ortholog_one2one	99.8355	97.12	100	100.00	1
							
AKTIPP2							
STAU2	STAU2	ortholog_one2one	93.1579	92.1875	100	100.00	1
RAB3C	RAB3C	ortholog_one2one	100	100	100	100.00	1
							
DBX1	DBX1	ortholog_one2one	99.1254	98.5507	100	100.00	1
BORCS5	BORCS5	ortholog_one2one	99.4898	99.4898	100	100.00	1
							
FKBP4P8							
							
RAD23B	RAD23B	ortholog_one2one	99.511	99.511	100	100.00	1
							
PNPT1P1							
BBOX1	BBOX1	ortholog_one2one	100	100	100	100.00	1
AHR	AHR	ortholog_one2one	98.9387	98.7059	100	100.00	1
RAD18	RAD18	ortholog_one2one	98.3838	98.3838	100	100.00	1
GTF3C6P1							
LINC00603							
							
							
TRAPPC13P1							
							
							
CSGALNACT2P1							
MGST1	MGST1	ortholog_one2many	100	100	0	0.00	0
MGST1	MGST1	ortholog_one2many	99.3548	99.3548	100	100.00	1
HK2P1							
							
							
ATP5MC2P4							
TRMT2B		ortholog_one2many	92.6587	93.2136	25	90.58	1
TRMT2B	TRMT2B	ortholog_one2many	99.8016	99.8016	100	100.00	1
EMB	EMB	ortholog_one2one	88.0734	99.654	100	100.00	1
RNF8	RNF8	ortholog_one2one	99.1753	99.1753	100	100.00	1
RPL21P87							
DEPDC1P2							
COQ7	COQ7	ortholog_one2one	85.2535	98.4043	100	100.00	1
HNRNPA1P15							
RPS20P24							
							
							
PHB1P7							
ADPRHL1	ADPRHL1	ortholog_one2one	82.0031	96.4136	100	100.00	1
LMX1B	LMX1B	ortholog_one2one	100	100	100	100.00	1
							
KRTAP10-4							
NSRP1	NSRP1	ortholog_one2one	99.2832	99.2832	100	100.00	1
TRPM2	TRPM2	ortholog_one2one	88.0905	95.0467	100	100.00	1
ZNF197-AS1							
ZNF35							
							
LUZP2	LUZP2	ortholog_one2one	99.711	99.711	100	100.00	1
							
SEPTIN5	SEPTIN5	ortholog_one2one	96.206	93.9153	100	100.00	1
							
ELOVL7	ELOVL7	ortholog_one2one	99.2883	99.2883	100	100.00	1
							
							
ZC3H13	ZC3H13	ortholog_one2one	99.7603	99.88	100	100.00	1
CLEC6A	CLEC6A	ortholog_one2one	98.0861	98.5577	75	100.00	1
TWIST1	TWIST1	ortholog_one2one	80.198	99.3865	100	100.00	1
							
TIAL1P1							
THAP9	THAP9	ortholog_one2one	99.4463	98.1421	100	99.90	1
OR2U1P							
							
CENPQ	CENPQ	ortholog_one2one	87.3134	86.3469	100	100.00	1
MALSU1	MALSU1	ortholog_one2one	99.5726	99.1489	100	100.00	1
N4BP2L2-IT2							
NEK5	NEK5	ortholog_one2one	79.0865	92.9379	75	100.00	0
							
BRDTP1							
SOCS5P3							
LRRFIP2P1							
NDUFA5P7							
							
ITGA9	ITGA9	ortholog_one2one	99.4203	99.4203	100	100.00	1
ZNF502							
EEF1A1P16							
							
LEISA1							
							
SUPT4H1P2							
TEX13B	TEX13B	ortholog_one2many	99.0385	99.0385	100	100.00	1
TEX13B	TEX13B	ortholog_one2many	99.0385	99.0385	25	100.00	1
							
RPL23AP66							
TIMM17BP1							
							
FJX1	FJX1	ortholog_one2one	99.0847	99.0847	100	100.00	1
							
NOD1	NOD1	ortholog_one2one	99.5803	99.5803	100	100.00	1
							
RUNX2	RUNX2	ortholog_one2one	95.7774	87.6977	100	100.00	1
SYT10	SYT10	ortholog_one2one	99.4264	99.4264	100	100.00	1
							
							
							
							
OR4C13	OR4C13	ortholog_one2one	96.4401	96.4401	75	100.00	1
LINC01520							
							
HNRNPDLP1							
C3orf49P1							
VDAC1P3							
							
							
							
GSG1L	GSG1L	ortholog_one2one	100	100	100	100.00	1
							
XRCC6P5							
							
MAGEE2	MAGEE2	ortholog_one2one	98.2792	98.4674	100	100.00	1
MINPP1	MINPP1	ortholog_one2one	98.9733	98.9733	100	100.00	1
GTF2IP11							
TERF1P4							
							
							
SERBP1P1							
ANKRD33BP5							
LARP1BP1							
CCNB1IP1P3							
GK2	GK2	ortholog_one2one	99.6383	99.6383	100	100.00	1
NT5DC1P1							
OR4C14P							
SLC6A14	SLC6A14	ortholog_one2one	99.8442	99.8442	100	100.00	1
NAV2-AS5							
							
SUCLG2P4							
							
							
							
							
RPS17P11							
RRAS2	RRAS2	ortholog_one2one	100	100	100	100.00	1
LINC00575							
ITGA1	ITGA1	ortholog_one2one	99.5759	99.5759	100	100.00	1
							
ZNF501							
							
MTND3P22							
							
STAP1	STAP1	ortholog_one2one	99.661	99.661	100	100.00	1
RPL36AP6							
							
							
DAPK1	DAPK1	ortholog_one2one	99.8601	99.1667	100	100.00	1
FARSBP1							
TFAM	TFAM	ortholog_one2one	83.3333	89.1304	100	100.00	1
EPS8	EPS8	ortholog_one2one	99.8783	99.8783	100	100.00	1
							
XK	XK	ortholog_one2one	100	100	100	100.00	1
ATP5MFP7							
							
RPL35P10							
MYLK2	MYLK2	ortholog_one2one	99.4966	99.4966	100	100.00	1
ATP10D	ATP10D	ortholog_one2one	99.2987	99.2987	100	100.00	1
							
XPO4	XPO4	ortholog_one2one	93.2233	94.0403	100	100.00	1
MRPL54	MRPL54	ortholog_one2one	98.5507	98.5507	100	100.00	1
SERPINA7P1							
							
RPL34P36							
RANBP1P1							
							
AP2B1P1							
KIAA1143							
MYCBP2	MYCBP2	ortholog_one2one	99.8076	98.2947	100	100.00	1
EIF4HP1							
ARHGAP6	ARHGAP6	ortholog_one2one	99.4867	99.4867	100	100.00	1
ZC3H7A	ZC3H7A	ortholog_one2one	99.5881	99.5881	100	100.00	1
SP4	SP4	ortholog_one2one	100	100	100	100.00	1
DOHH	DOHH	ortholog_one2one	98.6755	98.6755	100	100.00	1
KIF15							
NXN	NXN	ortholog_one2one	100	100	100	100.00	1
DHRS4							
							
ITGB8	ITGB8	ortholog_one2many	99.2198	97.8205	100	100.00	1
ITGB8	ITGB8	ortholog_one2many	99.2198	97.8205	25	100.00	1
DHRS4L2							
DHRS4L1							
							
MYDGF	MYDGF	ortholog_one2one	100	100	100	100.00	1
MRPL3P1							
PARP4P2							
CCNQP3							
							
SLC25A15P2							
RPS3AP5							
ZNF532		ortholog_one2many	65.7955	80.4511	0	0.00	0
ZNF532		ortholog_one2many	26.9024	86.6337	0	0.00	0
ZNF532		ortholog_one2many	30.1307	88.6878	0	0.00	0
ZNF532	ZNF532	ortholog_one2many	74.8655	87.276	100	100.00	0
PPIAP30							
CYCSP32							
FAM133CP							
MRPS31P2							
ESRRAP1							
GRID1	GRID1	ortholog_one2one	99.7027	99.7027	75	100.00	1
THRB-IT1							
GOLM2P1							
MPHOSPH8	MPHOSPH8	ortholog_one2one	99.4186	99.4186	50	100.00	1
PSMC1		ortholog_one2many	70.2273	81.9629	0	0.00	0
PSMC1		ortholog_one2many	45	88.3929	0	0.00	0
PSMC1		ortholog_one2many	77.7273	87.2449	0	0.00	0
PSMC1		ortholog_one2many	81.5909	94.723	0	0.00	0
PSMC1	PSMC1	ortholog_one2many	100	100	100	100.00	1
PSMC1		ortholog_one2many	77.9545	91.7112	0	0.00	0
SDAD1P3							
RPL34P11							
SRGAP3-AS3							
ANKRD33BP6							
LINC02011							
THAP12P4							
OR4A49P							
OR2BH1P							
EFHB	EFHB	ortholog_one2one	98.5594	98.5594	100	100.00	1
							
FOXS1	FOXS1	ortholog_one2one	99.3939	99.3939	100	100.00	1
MTMR9P1							
NUFIP1P1							
RBBP4P4							
SPON1	SPON1	ortholog_one2one	99.7522	99.7522	100	100.00	1
CRISP2	CRISP2	ortholog_one2one	99.177	87.0036	100	100.00	1
BCL2L1	BCL2L1	ortholog_one2one	100	100	100	100.00	1
							
PSPC1-AS2							
PSPC1	PSPC1	ortholog_one2one	96.7495	99.6063	100	100.00	1
RPS2P52							
GP1BB	GP1BB	ortholog_one2one	99.5146	99.5146	100	100.00	1
PDE4A	PDE4A	ortholog_one2one	99.2099	99.2099	100	100.00	1
RN7SL166P	Metazoa_SRP	ortholog_one2one	99.2857	99.2857		100.00	1
ST6GALNAC4P1							
WDFY2	WDFY2	ortholog_one2one	99.5	99.5	100	100.00	1
LINC02671							
							
							
							
RSU1P3							
WARS2P1							
							
RPL24P2							
EIF2S2P3							
							
NPAP1P3							
KIZ	KIZ	ortholog_one2one	98.5141	98.0769	100	100.00	1
GNB1L	GNB1L	ortholog_one2one	98.4709	98.4709	100	100.00	1
MYOF	MYOF	ortholog_one2one	99.6604	99.6604	100	100.00	1
							
hsa-mir-423							
							
LINC02888							
							
EIF4A2P5							
IGF2BP3	IGF2BP3	ortholog_one2one	100	100	100	100.00	1
MTND5P21							
							
H3-4							
CBX3P8							
TRIM51DP							
OR5D15P							
RPL23AP15							
AP2B1	AP2B1	ortholog_one2one	100	100	100	100.00	1
							
							
OR4A19P							
PHKG1P3							
H2AC25							
							
							
							
OR5L2	OR5L2	ortholog_one2one	97.7492	97.7492	100	100.00	1
H2BC26							
PRDX4P1							
							
NPM1P41							
MIR4666A							
H2BC27P							
SPRING1P3							
