Gene name	Mouse gene name	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
GGPS1	Ggps1	ortholog_one2one	93.3333	93.3333	75	100.00	1
MLH1	Mlh1	ortholog_one2one	87.8542	85.6579	75	66.98	1
							
							
							
SNORA63B	Gm24201	ortholog_one2one	85.8268	87.2		0.00	0
U3							
							
							
							
RHOA	Rhoa	ortholog_one2one	99.4819	99.4819	100	0.00	1
							
SNORD2	Snord2	ortholog_one2many	98.5507	98.5507		0.00	0
							
							
SNORA70							
SNORA22B	Gm23245	ortholog_one2many	84.3284	83.7037		0.00	0
Metazoa_SRP							
RNU6-501P							
HLX	Hlx	ortholog_one2one	70.4778	86.7647	100	0.00	1
SNORA15	Snora15	ortholog_one2many	81.4815	83.9695		0.00	0
							
USP16	Usp16	ortholog_one2one	74.6791	77.5758	100	0.00	1
							
NSUN3	Nsun3	ortholog_one2one	73.0435	72.4138	100	0.00	1
CDC14A	Cdc14a	ortholog_one2one	80	82.9187	100	38.17	1
TCTA	Tcta	ortholog_one2one	91.5094	91.5094	100	0.00	1
							
SPSB1	Spsb1	ortholog_one2one	98.9011	98.9011	100	34.39	1
RNU6-1149P							
	Wsb2	ortholog_one2many	86.3184	85.468	0	0.00	0
TNFRSF1B	Tnfrsf1b	ortholog_one2one	51.1384	61.6034	100	100.00	1
DUSP10	Dusp10	ortholog_one2one	96.473	96.2733	100	0.00	1
U7							
LAPTM5	Laptm5	ortholog_one2one	65.6151	79.6935	100	57.17	1
RNU6-1105P							
ARID4B	Arid4b	ortholog_one2one	64.7771	89.5738	50	49.87	0
							
SIAH2	Siah2	ortholog_one2one	98.1308	96.9231	100	99.59	1
TMPRSS3	Tmprss3	ortholog_one2one	89.207	85.2632	100	6.98	1
STAB1	Stab1	ortholog_one2one	80.7379	80.8635	100	0.00	1
RNU6-403P							
IPO9	Ipo9	ortholog_one2one	98.8473	98.9423	100	6.28	1
DHFR2	Dhfr	ortholog_one2many	84.9624	60.4278	0	0.00	0
Metazoa_SRP							
H6PD	H6pd	ortholog_one2one	77.439	80.4816	100	98.16	1
							
MINDY4B	Mindy4b-ps	ortholog_one2one	69.3478	69.8031	100	97.86	1
HHIPL2	Hhipl2	ortholog_one2one	83.1025	83.682	100	0.00	1
MATN1	Matn1	ortholog_one2one	90.9091	90	100	0.00	1
TFF1	Tff1	ortholog_one2one	70.2381	67.8161	100	0.00	1
ARL13B	Arl13b	ortholog_one2one	75.4923	80.7962	100	0.00	1
KNG1	Kng2	ortholog_one2many	57.6087	57.6087	0	0.00	0
KNG1	Kng1	ortholog_one2many	59.1615	57.6399	50	0.00	0
							
	Mrps14	ortholog_one2many	86.7188	86.7188	0	0.00	0
SHISA4	Shisa4	ortholog_one2one	91.8782	91.8782	100	100.00	1
TNFRSF8	Tnfrsf8	ortholog_one2one	46.1028	55.8233	100	0.00	0
TFF2	Tff2	ortholog_one2one	61.0465	81.3953	100	0.00	1
							
Metazoa_SRP							
TAF1A	Taf1a	ortholog_one2one	78.2705	77.9249	100	0.00	1
	9530068E07Rik	ortholog_one2one	55.0943	56.3707	0	0.00	0
							
LRRFIP2	Lrrfip2	ortholog_one2one	88.0215	90.5817	50	47.50	0
LMOD1	Lmod1	ortholog_one2one	82.038	79.8319	100	100.00	1
TFF3	Tff3	ortholog_one2one	43.0769	69.1358	100	0.00	0
CLRN1	Clrn1	ortholog_one2one	85.3061	90.0862	100	0.00	1
AMT	Amt	ortholog_one2one	83.7587	89.5782	100	0.00	1
Metazoa_SRP							
STX19	Stx19	ortholog_one2one	85.3742	85.9589	100	0.00	1
	Donson	ortholog_one2many	62.6168	23.9286	0	0.00	0
Metazoa_SRP							
TOMM20	Tomm20	ortholog_one2one	99.2806	95.1724	50	0.00	0
GPR157	Gpr157	ortholog_one2one	85.0746	86.3636	100	0.00	1
							
							
RTCA	Rtca	ortholog_one2one	87.5989	90.7104	100	0.00	1
TIMM17A	Timm17a	ortholog_one2one	74.3456	83.0409	100	100.00	1
SNORA14B	Gm26397	ortholog_one2many	90.3704	91.0448		0.00	0
							
							
Metazoa_SRP							
							
							
Y_RNA							
SNORA70H							
RN7SL668P							
MIR34A	Mir34a	ortholog_one2one	71.8182	77.451		0.00	0
MIR553							
STAC	Stac	ortholog_one2one	82.0896	81.8859	50	38.45	0
RNU6-777P	Gm54604	ortholog_one2one	52.8846	52.8846		0.00	0
	Tmem30c	ortholog_one2one	69.186	69.5906	100	61.90	1
							
							
							
MIA3	Mia3	ortholog_one2one	61.1306	63.3161	100	0.00	1
							
	Irf2bp2	ortholog_one2one	95.8848	40.8772	75	0.00	0
							
RWDD2B	Rwdd2b	ortholog_one2one	64.2045	77.931	75	0.00	1
U8	Gm56239	ortholog_many2many	58.9147	64.9573		0.00	0
U8	Gm25369	ortholog_many2many	65.1163	63.6364		0.00	0
U8	Gm23182	ortholog_many2many	66.6667	63.7037		0.00	0
MUC17	Muc17	ortholog_one2one	21.8172	26.7393	100	0.00	0
RNPEP	Rnpep	ortholog_one2one	88.5802	88.3077	100	76.26	1
ABCG1	Abcg1	ortholog_one2one	82.6478	96.5465	75	17.54	1
							
MIIP	Miip	ortholog_one2one	42.539	49.1003	100	0.00	0
							
DBT	Dbt	ortholog_one2one	82.4701	85.8921	100	0.00	1
SLC2A5	Slc2a5	ortholog_one2one	75.8748	82.2355	100	0.00	1
	Trim56	ortholog_one2one	89.8039	31.1989	100	0.00	0
Metazoa_SRP							
							
CMSS1	Cmss1	ortholog_one2one	60.7261	66.6667	100	49.94	1
Y_RNA							
RNU6-1301P							
							
							
MED12L	Med12l	ortholog_one2one	95.0233	93.2026	100	73.94	1
PKD1L1	Pkd1l1	ortholog_one2one	57.6841	60.1773	100	81.06	1
							
ELF3	Elf3	ortholog_one2one	87.062	87.062	100	0.00	1
							
							
SERPINE1	Serpine1	ortholog_one2one	75.6757	76.6169	100	0.00	1
Metazoa_SRP							
ARPP21	Arpp21	ortholog_one2one	80.5269	87.1128	50	96.14	1
PROS1	Pros1	ortholog_one2one	74.5739	77.7778	100	0.00	1
NICN1	Nicn1	ortholog_one2one	88.5714	72.77	100	18.74	1
Metazoa_SRP							
PTPRU	Ptpru	ortholog_one2one	93.2191	90.3181	100	0.00	1
							
							
							
							
Metazoa_SRP							
Metazoa_SRP							
							
DAG1	Dag1	ortholog_one2one	93.2886	93.3931	100	0.00	1
							
AP1S1	Ap1s1	ortholog_one2one	55.6338	100	100	0.00	1
COA6	Coa6	ortholog_one2one	41.1765	79.7468	100	0.00	0
LTN1	Ltn1	ortholog_one2one	81.3815	85.3424	75	0.00	1
GPR37L1	Gpr37l1	ortholog_one2one	90.6445	90.6445	100	0.00	1
MFN2	Mfn2	ortholog_one2one	90.7097	92.8666	100	73.73	1
NT5DC2	Nt5dc2	ortholog_one2one	95.3237	95.8409	100	0.00	1
Metazoa_SRP							
Metazoa_SRP							
SLC2A7	Slc2a7	ortholog_one2one	75.2437	73.5238	100	0.00	1
	Tmprss15	ortholog_one2many	74.3714	71.9364	50	0.00	0
LRRC39	Lrrc39	ortholog_one2one	70.8122	82.7893	100	4.11	1
							
FILIP1L	Filip1l	ortholog_one2one	84.1176	88.5057	100	58.60	1
							
VGF	Vgf	ortholog_one2one	56.5657	45.3809	100	0.00	0
BSN	Bsn	ortholog_one2one	87.8939	84.9061	100	96.09	1
	Aida	ortholog_one2one	96.4169	97.0492	100	0.00	1
NAT16							
Metazoa_SRP							
Metazoa_SRP							
ARL8A	Arl8a	ortholog_one2one	87.1795	91.3979	100	0.00	1
SLC35F3	Slc35f3	ortholog_one2one	75.5102	87.886	100	33.92	1
COL8A1	Col8a1	ortholog_one2one	93.5397	93.414	100	100.00	1
							
RN7SL451P							
MOGAT3							
							
TNS3	Tns3	ortholog_one2one	81.3413	77.0925	100	39.34	1
							
PLOD1	Plod1	ortholog_one2one	91.049	89.4231	100	100.00	1
GOLGA4	Golga4	ortholog_one2one	70.1839	71.6264	50	59.82	0
							
UMODL1	Umodl1	ortholog_one2one	64.264	62.8338	50	94.34	1
KCNK1	Kcnk1	ortholog_one2one	94.9405	94.9405	100	0.00	1
PLOD3	Plod3	ortholog_one2one	91.0448	90.5533	100	0.00	1
PHKG1	Phkg1	ortholog_one2one	85.8852	92.5258	75	0.00	1
TRMT13	Trmt13	ortholog_one2one	85.0312	85.0312	100	97.90	1
							
APEH	Apeh	ortholog_one2one	83.5705	88.2514	100	100.00	1
CA6	Car6	ortholog_one2one	47.9167	50.7886	100	0.00	0
							
RNU4-77P	Gm25177	ortholog_one2one	35.6322	52.9915		0.00	0
KIAA2013	2510039O18Rik	ortholog_one2one	92.0886	91.7981	100	100.00	1
							
							
Metazoa_SRP							
							
PTPN7	Ptpn7	ortholog_one2one	72.043	93.3148	100	0.00	1
							
							
MIR128-2							
Metazoa_SRP							
MAP3K21	Map3k21	ortholog_one2one	68.5577	71.1577	100	0.00	1
							
ZBTB21	Zbtb21	ortholog_one2one	84.5087	66.819	50	0.00	0
							
U5							
ZNHIT1	Znhit1	ortholog_one2one	86.3095	94.1558	100	0.00	1
BROX	Brox	ortholog_one2one	92.4574	92.4574	100	0.00	1
							
CHODL							
RNU6-304P							
SASS6	Sass6	ortholog_one2one	85.0837	85.474	100	100.00	1
BUD23	Bud23	ortholog_one2one	75.7576	80.0712	100	100.00	1
GPR171	Gpr171	ortholog_one2one	89.3417	89.3417	100	0.00	1
UQCC5	Uqcc5	ortholog_one2one	64.1026	62.5	100	0.00	1
RNU6-243P							
							
P2RY14	P2ry14	ortholog_one2one	82.2485	82.2485	100	0.00	1
							
C2CD2	C2cd2	ortholog_one2one	71.2034	71.408	75	13.45	1
							
GPR87	Gpr87	ortholog_one2one	92.1788	92.1788	100	0.00	1
	Chchd2	ortholog_one2many	86.755	85.6209	50	0.00	0
Metazoa_SRP							
FAM177B							
							
							
P2RY13	P2ry13	ortholog_one2one	72.8814	76.5579	100	33.50	1
	Eno1	ortholog_many2many	80.9633	81.3364	100	0.00	1
	Eno1b	ortholog_many2many	80.9633	81.3364	0	0.00	0
							
							
MST1	Mst1	ortholog_one2one	78.7586	80.7638	75	100.00	1
PDCD6IP							
	Agtrap	ortholog_one2one	31.9149	55.9006	0	16.64	0
P2RY12	P2ry12	ortholog_one2one	87.4269	86.1671	100	100.00	1
							
							
							
							
Metazoa_SRP							
DISP1	Disp1	ortholog_one2one	83.9133	84.0237	100	60.32	1
							
U6							
							
STX1A	Stx1a	ortholog_one2one	83.4921	91.3194	100	100.00	1
							
							
							
PCNX2	Pcnx2	ortholog_one2one	79.8828	77.0971	100	0.00	1
							
RNU6-511P							
							
							
	Mest	ortholog_one2many	92.9412	72.6994	0	0.00	0
LGR6	Lgr6	ortholog_one2one	89.4505	84.1779	100	0.00	1
RWDD3	Rwdd3	ortholog_one2one	76.259	79.4007	75	0.00	1
							
IGSF10	Igsf10	ortholog_one2one	64.0703	64.6877	75	0.00	1
	Rbx1	ortholog_one2many	99.0741	99.0741	0	0.00	0
Y_RNA							
U6							
							
							
							
U3							
							
N6AMT1	N6amt1	ortholog_one2one	88.785	88.785	0	0.00	0
CLDN15	Cldn15	ortholog_one2one	78.0702	78.4141	100	0.00	1
TLR5	Tlr5	ortholog_one2one	71.9862	71.8213	100	0.00	1
							
							
	Mest	ortholog_one2many	89.1753	53.0675	0	0.00	0
U5	Gm25099	ortholog_one2many	90.7563	93.1034		0.00	0
U5	Gm23287	ortholog_one2many	88.2353	90.5172		0.00	0
U5	Gm24871	ortholog_one2many	92.437	94.8276		0.00	0
U5	Gm23143	ortholog_one2many	88.2353	90.5172		0.00	0
							
PBRM1	Pbrm1	ortholog_one2one	98.283	97.4178	100	85.05	1
U7							
	Rere	ortholog_one2one	97.2603	36.457	100	79.46	0
AADAC	Aadac	ortholog_one2one	68.4211	68.593	50	0.00	0
MFSD14A	Mfsd14a	ortholog_one2one	100	100	100	100.00	1
							
U6							
SUSD4	Susd4	ortholog_one2one	90.4277	90.6122	75	16.45	1
C21orf91	D16Ertd472e	ortholog_one2one	79.4613	81.3793	75	0.00	1
IGFBP3	Igfbp3	ortholog_one2one	60.5263	70.8904	100	4.27	1
							
U6	Gm25023	ortholog_one2one	85.8586	79.4393		0.00	0
							
	Aadacl2fm3	ortholog_one2many	67.341	58.1047	75	0.00	1
	Aadacl2fm1	ortholog_one2many	55.4913	68.5714	75	0.00	1
	Aadacl2fm2	ortholog_one2many	69.3642	59.8504	75	0.00	1
NPPB	Nppb	ortholog_one2one	22.5	29.7521	100	0.00	0
Metazoa_SRP							
	Vopp1	ortholog_one2one	40.1055	88.3721	25	14.66	0
							
CNN3	Cnn3	ortholog_one2one	68.8889	93.9394	100	45.31	1
	Edf1	ortholog_one2many	65.2174	70.9459	0	0.00	0
							
							
							
							
							
NPPA	Nppa	ortholog_one2one	79.7386	80.2632	100	0.00	1
IFT22	Ift22	ortholog_one2one	90.8108	90.8108	100	0.00	1
AADACL2	Aadacl2	ortholog_one2one	80.0499	80.0499	75	0.00	1
PRDM15	Prdm15	ortholog_one2one	87.4477	89.0119	100	0.00	1
							
Metazoa_SRP							
UBE2T	Ube2t	ortholog_one2one	79.6116	80.3922	100	0.00	1
IGFBP1	Igfbp1	ortholog_one2one	65.2893	58.0882	100	0.00	1
SUCNR1	Sucnr1	ortholog_one2one	71.3846	73.1861	75	0.00	1
BTG3	Btg3	ortholog_one2one	80.339	94.0476	75	0.00	1
ADAMTS5	Adamts5	ortholog_one2one	90.0862	89.8925	75	0.00	1
EPHA3	Epha3	ortholog_one2one	96.2398	96.2398	100	45.86	1
MECR	Mecr	ortholog_one2one	70.7124	71.8499	100	0.00	1
SNORA70	Gm24000	ortholog_many2many	62.7451	71.9101		0.00	0
SNORA70	Gm25861	ortholog_many2many	65.6863	61.4679		0.00	0
ABHD11	Abhd11	ortholog_one2one	41.8803	63.8436	100	100.00	0
RNF123	Rnf123	ortholog_one2one	94.2029	93.5606	100	100.00	1
							
							
Metazoa_SRP							
NTPCR	Ntpcr	ortholog_one2one	63.5965	76.3158	100	0.00	1
ITGA9	Itga9	ortholog_one2one	86.7444	78.9575	50	10.12	0
							
CCDC185	Ccdc185	ortholog_one2one	58.4856	36.0709	50	0.00	0
SLC45A1	Slc45a1	ortholog_one2one	78.2509	90.5459	100	100.00	1
							
ADAMTS1	Adamts1	ortholog_one2one	82.3164	82.2314	75	0.00	1
CXADR	Cxadr	ortholog_one2many	87.7841	84.6575	75	38.79	1
CXADR	Gm1123	ortholog_one2many	32.6705	29.4872	0	0.00	0
	Rbis	ortholog_one2many	73.7705	32.3741	0	0.00	0
TLCD4	Tlcd4	ortholog_one2one	43.7659	62.3188	100	0.00	0
CSF3R	Csf3r	ortholog_one2one	61.8421	61.7682	100	0.00	1
RNU1-74P							
COL26A1	Col26a1	ortholog_one2one	88.4091	88.4091	100	53.38	1
MAP10	Map10	ortholog_one2one	51.2679	52.1886	100	0.00	1
SRSF4	Srsf4	ortholog_one2one	89.2713	89.8167	100	96.92	1
CLASP2	Clasp2	ortholog_one2one	80.356	93.267	100	50.21	1
	Ubl7	ortholog_one2many	89.9225	91.5789	0	0.00	0
Y_RNA							
RNU6-856P	Gm25204	ortholog_many2many	82.6531	76.4151		0.00	0
RNU6-856P	Gm23678	ortholog_many2many	86.7347	79.4393		0.00	0
	Adcy1	ortholog_one2many	88.4354	23.2558	100	0.00	0
RNU6-1211P	Gm22236	ortholog_one2many	58.0952	57.5472		0.00	0
RNU6-991P	Gm22733	ortholog_many2many	56.3107	63.7363		0.00	0
RNU6-991P	Gm23229	ortholog_many2many	56.3107	55.2381		0.00	0
Y_RNA							
							
Metazoa_SRP							
Metazoa_SRP							
LANCL2	Lancl2	ortholog_one2one	79.1045	82.4444	25	58.35	0
CLCN6	Clcn6	ortholog_one2one	96.7779	96.3345	100	0.00	1
RNU1-7P							
							
TMEM200B	Tmem200b	ortholog_one2one	80.4878	81.338	100	99.81	1
AMIGO3	Amigo3	ortholog_one2one	75.7455	75	100	100.00	1
							
	Adcy1	ortholog_one2many	89.4428	27.2809	100	0.00	0
GNL3	Gnl3	ortholog_one2one	72.093	69.145	100	0.00	1
Metazoa_SRP							
							
							
ETV1	Etv1	ortholog_one2one	93.0754	95.8071	100	37.74	1
SNORD19	Snord19	ortholog_one2one	88.2353	78.9474		0.00	0
	Bend2	ortholog_many2many	27.2727	3.70879	0	0.00	0
							
CAPN8	Capn8	ortholog_one2one	83.6415	83.6415	50	0.00	0
							
SNORD19B	Gm24916	ortholog_one2one	71.4286	75.9494		0.00	0
ERRFI1	Errfi1	ortholog_one2one	82.0346	82.2126	100	0.00	1
							
							
SNORD69	Snord69	ortholog_one2one	87.013	83.75		0.00	0
Y_RNA							
MBNL1	Mbnl1	ortholog_one2one	96.7419	99.7416	100	90.04	1
							
	Mrps15	ortholog_one2one	56.9343	30.2326	100	0.00	0
Metazoa_SRP							
							
RNU6-113P							
IP6K1	Ip6k1	ortholog_one2one	51.2909	68.8222	75	94.71	1
SLC35A3	Slc35a3	ortholog_one2one	87.8049	88.3436	100	0.00	1
							
CLDN3	Cldn3	ortholog_one2one	48.8506	77.6256	100	81.02	0
RAMP3	Ramp3	ortholog_one2one	70.9302	82.9932	100	0.00	1
GLT8D1	Glt8d1	ortholog_one2one	90.566	90.566	100	0.00	1
							
							
U2							
PARK7	Park7	ortholog_one2one	91.5344	91.5344	100	0.00	1
SLC44A3	Slc44a3	ortholog_one2one	80.5215	80.0305	75	76.88	1
CLDN4	Cldn13	ortholog_one2one	37.799	37.4408	100	0.00	0
RNU7-73P							
PPP1R12B	Ppp1r12b	ortholog_one2one	84.3269	89.8566	100	0.00	1
MYL10	Myl10	ortholog_one2one	53.6765	99.3197	100	0.00	1
Metazoa_SRP							
RNU6-926P	Gm23203	ortholog_many2many	73.8318	73.8318		0.00	0
RNU6-926P	Gm23308	ortholog_many2many	67.2897	67.2897		0.00	0
U6	Gm24848	ortholog_one2many	66.3265	60.7477		0.00	0
RYBP	Rybp	ortholog_one2one	49.4737	82.4561	100	0.00	0
SPCS1	Spcs1	ortholog_one2one	40.8284	51.4925	100	0.00	0
MTHFR	Mthfr	ortholog_one2one	89.5265	89.7842	100	0.00	1
TMEM270	Tmem270	ortholog_one2one	58.1132	58.3333	100	0.00	1
OSCP1	Oscp1	ortholog_one2one	85.6041	87.8628	100	0.00	1
	Fam133b	ortholog_one2many	67.6056	39.1837	0	0.00	0
SIPA1L2	Sipa1l2	ortholog_one2one	91.2311	91.2311	100	21.22	1
Y_RNA							
							
							
RNU1-98P							
CSNK2A2IP	Csnk2a2ip	ortholog_one2one	44.5504	45.4167	100	100.00	0
TNFRSF9	Tnfrsf9	ortholog_one2one	53	41.4062	100	0.00	0
							
MIR125B2							
Y_RNA							
	Ctdspl	ortholog_one2one	46.9091	93.4783	100	11.57	0
TBRG4	Tbrg4	ortholog_one2one	67.2884	74.4444	100	0.00	1
							
							
INKA1	Inka1	ortholog_one2one	53.972	81.9149	100	0.00	1
MIRLET7C	Mirlet7c-1	ortholog_one2one	77.7778	89.3617		0.00	0
							
							
RNU1-62P	Gm26505	ortholog_one2many	78.0488	77.1084		0.00	0
MIR99A	Mir99a	ortholog_one2one	70	96.9231		0.00	0
C3orf38	4930453N24Rik	ortholog_one2one	82.9787	78.4483	75	0.00	1
SNORA63C	Gm55296	ortholog_one2one	68.2171	67.6923		0.00	0
							
							
LSM10	Lsm10	ortholog_one2one	90.2439	90.9836	100	0.00	1
							
UTS2	Uts2	ortholog_one2one	44.1176	48.7805	100	41.39	0
	Atg5lrt	ortholog_many2many	66.2338	49.5146	0	0.00	0
	Atp5mg	ortholog_many2many	72.7273	54.3689	0	0.00	0
							
Metazoa_SRP							
UBA7	Uba7	ortholog_one2one	72.9249	75.5374	100	0.00	1
							
							
							
SNORD74B							
MIR26A1	Mir26a-1	ortholog_one2one	98.7013	84.4444		0.00	0
CGGBP1	Cggbp1	ortholog_one2one	98.2036	98.2036	100	0.00	1
							
RNU6-1318P							
							
							
Metazoa_SRP							
RIPK4	Ripk4	ortholog_one2one	85.2518	90.458	75	100.00	1
							
							
Y_RNA							
Metazoa_SRP							
CAPN2	Capn2	ortholog_one2one	84.072	86.7143	75	45.93	1
							
STK40	Stk40	ortholog_one2one	96.5675	97.0115	100	0.00	1
Metazoa_SRP							
SNORA5B							
ZNF654	Zfp654	ortholog_one2one	87.5111	88.8489	100	0.00	1
Metazoa_SRP							
PER3	Per3	ortholog_one2one	61.408	65.0494	100	100.00	1
							
ARL4A	Arl4a	ortholog_one2many	100	100	75	0.00	1
							
SNORA5C	Snora5c	ortholog_one2one	75	75		0.00	0
VILL	Vill	ortholog_one2one	71.9298	71.5949	100	80.39	1
							
EPB41	Epb41	ortholog_one2one	68.087	86.4212	100	100.00	1
							
SNORA5A	Gm24313	ortholog_one2one	82.0896	82.7068		0.00	0
DRAXIN	Draxin	ortholog_one2one	76.2178	77.551	100	15.52	1
							
P2RY1	P2ry1	ortholog_one2one	94.6381	94.6381	100	0.00	1
							
							
							
AGL	Agl	ortholog_one2one	92.1671	92.1671	100	7.42	1
NACAD	Nacad	ortholog_one2one	52.1379	50.266	100	0.00	1
TRAIP	Traip	ortholog_one2one	79.1045	78.9362	100	0.00	1
							
RNU6ATAC6P							
							
ELN	Eln	ortholog_one2one	80.3949	66.2791	100	0.00	1
RAP2B	Rap2b	ortholog_one2one	100	100	100	100.00	1
							
SHQ1	Shq1	ortholog_one2one	75	75.9227	100	0.00	1
							
EVA1B	Eva1b	ortholog_one2one	89.6341	89.6341	100	0.00	1
							
RNU6-873P	Gm23676	ortholog_one2one	71.028	72.381		0.00	0
							
							
F3	F3	ortholog_one2one	49.8316	50.3401	100	0.00	0
Metazoa_SRP							
SCIN	Scin	ortholog_one2one	91.6084	91.6084	50	0.00	0
							
RN7SL300P							
Metazoa_SRP							
							
SMURF1	Smurf1	ortholog_one2one	92.3077	95.1123	100	94.20	1
ITIH4	Itih4	ortholog_one2one	65.1337	64.6497	0	0.00	0
							
POU1F1	Pou1f1	ortholog_one2one	95.5326	87.6972	75	100.00	1
							
RNU6-901P							
	Gm54781	ortholog_one2one	66.9421	68.0672		0.00	0
VAMP3	Vamp3	ortholog_one2one	71.4286	77.6699	100	100.00	1
MAD2L2	Mad2l2	ortholog_one2one	64.1975	98.5782	100	0.00	1
							
							
							
Y_RNA							
Y_RNA							
C7orf78							
RNU4-75P							
							
ABCD3	Abcd3	ortholog_one2one	93.2476	88.0121	100	62.90	1
SH3D21	Sh3d21	ortholog_one2one	45.7286	54.7368	100	0.00	0
Metazoa_SRP							
							
CHMP2B	Chmp2b	ortholog_one2one	99.061	99.061	100	100.00	1
GXYLT2	Gxylt2	ortholog_one2one	61.0927	83.1081	100	0.00	1
PLCD1	Plcd1	ortholog_one2one	74.3097	79.156	100	0.00	1
	Mia2	ortholog_one2many	71.3483	18.1818	0	0.00	0
CAMKV	Camkv	ortholog_one2one	93.6128	91.6016	100	0.00	1
RN7SL299P							
							
Metazoa_SRP							
Metazoa_SRP							
FRRS1	Frrs1	ortholog_one2one	77.7027	77.7027	100	14.11	1
							
EGFR	Egfr	ortholog_one2one	90.6612	90.6612	50	71.41	0
MX1	Mx1	ortholog_one2many	40.3933	67.2544	25	0.00	0
MX1	Mx2	ortholog_one2many	54.3116	54.7256	75	0.00	1
NEK4	Nek4	ortholog_one2one	71.7762	74.4949	100	0.00	1
USP25	Usp25	ortholog_one2one	87.9933	93.1556	100	71.99	1
CCM2	Ccm2	ortholog_one2one	86.1856	92.2737	100	0.00	1
U6							
KPNA7	Kpna7	ortholog_one2one	59.4175	58.8462	100	0.00	1
Metazoa_SRP							
VGLL3	Vgll3	ortholog_one2one	88.3436	88.6154	100	24.57	1
							
							
FBXO6	Fbxo6	ortholog_one2one	60.7362	67.1186	100	0.00	1
							
APP	App	ortholog_one2one	94.9351	97.3369	100	67.05	1
	Trp53bp2	ortholog_one2one	85.192	41.0935	100	0.00	0
							
UBP1	Ubp1	ortholog_one2one	94.6296	94.6296	100	98.50	1
							
	Bend2	ortholog_many2many	17.8808	3.70879	0	0.00	0
CAMTA1	Camta1	ortholog_one2one	94.1388	93.5791	100	80.57	1
							
RN7SL217P							
Metazoa_SRP							
SLC29A4	Slc29a4	ortholog_one2one	87.4046	86.7424	100	0.00	1
ARHGAP29	Arhgap29	ortholog_one2one	77.5078	78.1201	100	0.00	1
Y_RNA							
PPP4R2							
							
RNU6-1129P	Gm56227	ortholog_one2one	71.5686	70.8738		0.00	0
Y_RNA							
U6							
							
	Gm24357	ortholog_one2one	79.4521	78.3784		0.00	0
	Actl11	ortholog_one2one	61.0455	59.9834	100	0.00	1
Metazoa_SRP	Gm22876	ortholog_one2many	71.6912	65.4362		0.00	0
							
							
							
ITIH1	Itih1	ortholog_one2one	82.5467	82.5467	50	0.00	0
							
							
THRAP3	Thrap3	ortholog_one2one	92.8796	93.2702	100	58.08	1
FBXO28	Fbxo28	ortholog_one2one	94.5799	94.837	75	100.00	1
RNU7-19P							
PALMD	Palmd	ortholog_one2one	80.2178	80.2178	100	80.29	1
							
PIK3CA	Pik3ca	ortholog_one2one	98.6891	98.6891	100	0.00	1
DLEC1	Dlec1	ortholog_one2one	70.5373	70.1321	75	0.00	1
							
U6	Gm25414	ortholog_one2one	89.7196	89.7196		0.00	0
DEGS1	Degs1l	ortholog_one2many	73.065	73.75	50	0.00	0
DEGS1	Degs1	ortholog_one2many	86.0681	86.0681	50	17.48	0
CELA3A	Cela3a	ortholog_one2many	72.4014	71.3781	100	29.00	1
CELA3A	Cela3b	ortholog_one2many	78.4946	81.4126	100	68.51	1
U2							
Metazoa_SRP							
FBXO44	Fbxo44	ortholog_one2one	58.147	71.3726	100	0.00	1
							
Metazoa_SRP							
DISC1	Disc1	ortholog_one2one	55.257	55.5164	100	9.15	1
U6	Gm26424	ortholog_one2one	77.8846	77.8846		0.00	0
VWDE							
RNU6-1270P	Gm54461	ortholog_one2one	69.4444	68.8073		0.00	0
SNORA70							
Metazoa_SRP							
ARPC1A	Arpc1a	ortholog_one2many	98.6487	98.6487	100	0.00	1
CADM2	Cadm2	ortholog_one2one	90.2439	93.5632	100	46.45	1
TMPRSS2	Tmprss2	ortholog_one2one	72.5714	77.7551	75	0.00	1
ITIH3	Itih3	ortholog_one2one	84.7363	84.9269	100	0.00	1
NVL	Nvl	ortholog_one2one	87.3832	87.4854	50	0.00	0
SYT2	Syt2	ortholog_one2one	98.3294	97.6303	100	0.00	1
PLPPR4	Plppr4	ortholog_one2one	96.0682	95.6919	100	55.77	1
ACTB	Actb	ortholog_one2one	97.6562	100	100	0.00	1
							
							
							
							
	Snora9	ortholog_one2many	90.9774	90.9774		0.00	0
FBXL2	Fbxl2	ortholog_one2one	95.9811	95.9811	100	98.59	1
							
RNU1-8P	Gm26505	ortholog_one2many	73.9394	73.494		0.00	0
MST1R	Mst1r	ortholog_one2one	73.8385	74.9637	100	0.00	1
KCNMB3	Kcnmb3	ortholog_one2one	61.1307	72.3849	100	0.00	1
FSCN1	Fscn1	ortholog_one2one	89.9408	92.4949	75	100.00	1
MUSTN1	Mustn1	ortholog_one2one	80.4598	85.3659	100	0.00	1
RNU6-1008P							
							
MYO1G	Myo1g	ortholog_one2one	72.6446	85.8398	100	0.00	1
FBXO2	Fbxo2	ortholog_one2one	78.6585	86.8687	100	0.00	1
							
PDZRN3	Pdzrn3	ortholog_one2one	94.7467	95.0141	100	63.19	1
Metazoa_SRP							
Metazoa_SRP							
ABCA4	Abca4	ortholog_one2one	88.2094	86.7965	100	30.64	1
Metazoa_SRP							
