Gene name	Mouse gene name	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
TXN2	Txn2	ortholog_one2one	87.9518	87.9518	100	100.00	1
MC5R	Mc5r	ortholog_one2one	80.3077	80.3077	75	100.00	1
							
KIF11	Kif11	ortholog_one2one	79.7348	80.038	100	100.00	1
RPS15AP13							
							
DHRS1	Dhrs1	ortholog_one2one	82.7476	82.7476	100	100.00	1
MBD2	Mbd2	ortholog_one2one	97.5669	96.8599	100	100.00	1
RNU6-668P							
SLC35A3	Slc35a3	ortholog_one2one	95.3846	95.092	100	100.00	1
APELA							
CFAP221	Cfap221	ortholog_one2one	72.0238	72.3684	100	100.00	1
EEF1GP2							
TRIM60P14							
CNOT6	Cnot6	ortholog_one2one	96.2298	96.2298	100	100.00	1
							
							
FAM218BP							
							
							
							
							
NACA3P							
							
							
							
							
							
							
TRMT9B							
							
RNA5SP203							
							
RPL21P51							
MAK	Mak	ortholog_one2one	83.4877	83.7461	100	100.00	1
TRIM60	Trim60	ortholog_one2one	52.4416	53.0043	75	100.00	1
DLC1							
							
RPL7AP55							
							
							
Y_RNA							
AGPAT5							
							
OR5P2							
FOXRED2	Foxred2	ortholog_one2one	82.3099	84.6617	100	100.00	1
SQOR	Sqor	ortholog_one2one	86.8889	86.8889	100	100.00	1
							
							
OR5P3							
							
AMTN	Amtn	ortholog_one2one	60.2871	59.1549	100	100.00	1
							
OR5E1P							
RNU6-943P							
SNORA37	Snora30	ortholog_one2many	82.9457	82.3077		0.00	0
OR10A6							
POLI	Poli	ortholog_one2one	76.4865	76.7978	100	100.00	1
OR10A3							
							
NLRP10							
UQCRFS1P2							
SLC16A1P1							
TAS2R3	Tas2r137	ortholog_one2one	63.924	60.6607	100	100.00	1
DEFB1							
							
NOP9	Nop9	ortholog_one2one	82.0755	82.0755	100	100.00	1
DEFA6							
EFCAB10-AS1							
EEF1A1P10							
PSMC1P3							
TSPAN12	Tspan12	ortholog_one2one	98.0328	98.0328	100	100.00	1
							
							
NEURL1B	Neurl1b	ortholog_one2one	91.3513	92.8571	50	100.00	1
							
DEFA4							
							
HBZ	Hba-x	ortholog_one2one	78.169	78.169	75	100.00	1
MIR939							
MIR1234							
MIR6849							
							
SLC39A4	Slc39a4	ortholog_one2one	72.1793	70.7576	100	100.00	1
DEFA1							
HBM							
DEFA3							
ENAM	Enam	ortholog_one2one	61.9089	52.4092	100	97.07	1
							
							
RPL11P4							
							
RN7SL644P							
							
AIFM2	Aifm2	ortholog_one2one	90.3485	90.3485	100	100.00	1
ZFYVE16							
LINC01079							
LINC00543							
							
HBZP1							
							
							
							
HBAP1							
IFNL2	Ifnl2	ortholog_many2many	63	65.285	100	100.00	1
IFNL2	Ifnl3	ortholog_many2many	60	62.1762	0	100.00	1
DEFB105B							
HBA2	Hba-a2	ortholog_many2many	86.6197	86.6197	25	0.00	0
HBA2	Hba-a1	ortholog_many2many	86.6197	86.6197	75	17.57	1
							
CALM2P2							
RPS25P9							
PPA1	Ppa1	ortholog_one2one	94.1176	94.1176	100	100.00	1
LINC00358							
SPAG11B							
UTP3	Utp3	ortholog_one2one	86.2213	88.0597	100	100.00	1
MIR4500HG							
RNU6-520P							
RNU6-784P							
							
							
RABGEF1P2							
HBA1	Hba-a2	ortholog_many2many	86.6197	86.6197	25	0.00	0
HBA1	Hba-a1	ortholog_many2many	86.6197	86.6197	75	0.00	1
LTB4R2	Ltb4r2	ortholog_one2one	92.4581	91.9444	100	100.00	1
RUFY3	Rufy3	ortholog_one2one	85.3226	79.0732	100	100.00	1
DEFB108C							
DEFB109B							
NR2C2AP	Nr2c2ap	ortholog_one2one	82.7338	82.1429	100	100.00	1
DEFB109D							
DEFB109C							
							
RPS16P3							
FAM90A12							
ENPP7P12							
BRI3	Bri3	ortholog_one2one	93.6	93.6	100	100.00	1
FAM86B1							
							
DEFB108D							
							
LTB4R							
RPL10P19							
RAPGEF4	Rapgef4	ortholog_one2one	97.3294	97.3294	100	100.00	1
Y_RNA							
HBQ1	Hbq1b	ortholog_one2many	75.3521	75.3521	50	0.00	0
HBQ1	Hbq1a	ortholog_one2many	66.9014	65.5172	0	78.87	1
							
YBX1P2							
RNU6-359P	Gm24919	ortholog_one2one	74.0741	75.4717		0.00	0
RIPK3	Ripk3	ortholog_one2one	57.1429	60.9053	100	100.00	1
DDX28	Ddx28	ortholog_one2one	80.5556	80.5556	100	100.00	1
							
AKR1B15							
							
GCM2	Gcm2	ortholog_one2one	68.5771	68.8492	100	100.00	1
							
VPS28	Vps28	ortholog_one2one	98.6425	98.6425	100	100.00	1
LINC00458							
PRX	Prx	ortholog_one2one	66.5982	77.7157	100	100.00	1
C18orf54	4930503L19Rik	ortholog_one2one	64.9156	65.7795	100	100.00	1
NFATC3	Nfatc3	ortholog_one2one	89.1163	89.0335	100	100.00	1
							
ZFP57	Zfp57	ortholog_one2one	31.3433	39.905	100	95.87	0
							
							
LINC00445							
							
AHCYP7							
LINC00376							
RNA5SP395							
							
USP50	Usp50	ortholog_one2one	77.5449	66.4103	100	100.00	1
HNRNPH1P1							
RNU4ATAC18P	Rnu4atac	ortholog_one2many	85.7143	86.4		100.00	1
U6							
WTAP	Wtap	ortholog_one2one	96.2121	96.2121	75	100.00	1
							
SLC37A3							
MYH3	Myh3	ortholog_one2one	98.1959	98.1959	100	100.00	1
TYSND1	Tysnd1	ortholog_one2one	79.5053	79.2253	100	100.00	1
							
							
							
LINC00365							
NFATC4	Nfatc4	ortholog_one2one	92.5721	92.6748	100	100.00	1
							
							
							
RNA5SP309							
							
SPTLC1P1							
							
							
							
							
Y_RNA							
							
IZUMO1	Izumo1	ortholog_one2one	50.8571	44.8363	100	94.52	0
RPS15AP5							
							
							
Y_RNA							
							
	Gm56225	ortholog_one2one	86.8421	86.8421		100.00	1
							
NSMCE4A	Nsmce4a	ortholog_one2one	87.2727	88.189	100	100.00	1
LINC02334							
							
							
							
							
							
							
EIF3D	Eif3d	ortholog_one2one	98.9051	98.9051	100	100.00	1
							
TRPM7	Trpm7	ortholog_one2one	94.2627	94.3639	100	100.00	1
							
							
							
LINC00571							
							
CPB2-AS1							
FGF21	Fgf21	ortholog_one2one	75.5981	75.2381	100	100.00	1
RNU6-317P	Gm26164	ortholog_one2one	83.1776	85.5769		0.00	0
STARD6	Stard6	ortholog_one2one	71.3636	67.382	100	100.00	1
LINC00566							
HPS6	Hps6	ortholog_one2one	82.3226	79.2547	100	100.00	1
BCAT2	Bcat2	ortholog_one2one	83.4184	83.2061	100	100.00	1
LINC00412							
							
							
LDB1	Ldb1	ortholog_one2one	90.9976	99.7333	100	100.00	1
SOD2-OT1							
ACAT2	Acat3	ortholog_one2many	85.8942	85.8942	100	31.32	1
ACAT2	Acat2	ortholog_one2many	87.6574	87.6574	100	80.81	1
KRTAP5-6							
KRTAP5-1							
KRTAP5-4							
SPIRE1	Spire1	ortholog_one2one	89.418	90.9825	75	100.00	1
							
USP12-AS1							
							
KRTAP5-5							
NDFIP2-AS1							
FAM99A							
OOSP1							
LINC02708							
							
KRTAP5-AS1							
TCP1	Tcp1	ortholog_one2one	96.4029	96.4029	100	100.00	1
OOSP4A							
OOSP4B							
							
DUSP8							
							
							
OOSP2							
RBM26-AS1							
							
SCO1	Sco1	ortholog_one2one	68.7708	71.6263	100	100.00	1
FAM99B							
IFITM10							
MS4A3							
							
LINC01068							
KRTAP5-3							
KRTAP5-2							
							
							
							
U6							
RNU6-891P							
							
ALG1L14P							
TPTE2-AS1							
USP17L10							
USP17L11							
							
USP17L12							
							
LINC00550							
							
PPRC1	Pprc1	ortholog_one2one	75.7212	76.5492	100	100.00	1
ADPRM	Adprm	ortholog_one2one	84.5029	85	100	100.00	1
LINC02342							
USP17L13							
							
							
USP17L17							
							
USP17L18							
BTNL3							
USP17L23							
							
USP17L5							
USP17L27							
USP17L28							
USP17L29							
							
USP17L30							
DEFB108F							
RNA5SP153							
AGL	Agl	ortholog_one2one	91.906	91.906	100	100.00	1
DEFB130D							
TMEM220	Tmem220	ortholog_one2one	77.5	74.2515	100	100.00	1
							
							
							
USP17L20							
USP17L21							
							
USP17L22							
TASL	Tasl	ortholog_one2one	83.3887	84.2282	100	100.00	1
USP17L24							
TBPL1P1							
							
CKS1BP6							
FTLP2							
USP17L25							
NAALADL2	Naaladl2	ortholog_one2one	77.9874	77.9874	75	100.00	1
GK-IT1							
SOX30	Sox30	ortholog_one2one	78.7517	75.8312	75	100.00	1
USP17L26							
							
USP17L14P							
USP17L16P							
GK-AS1							
							
USP17L19							
TAB3-AS1							
TAB3-AS2							
USP17L9P							
PCYT1B	Pcyt1b	ortholog_one2one	98.103	98.103	75	100.00	1
USP17L6P							
LINC02173							
							
MIR4298							
							
LINC00433							
GIMD1	Gimd1	ortholog_one2one	73.2719	73.2719	100	100.00	1
MIR7847							
PRR33							
DANCR							
SNORA52	Snora52	ortholog_one2one	67.9104	66.4234		100.00	1
							
TNNT3							
PNPLA2	Pnpla2	ortholog_one2one	83.1349	86.214	100	100.00	1
							
							
							
							
							
STK24-AS1							
MED4-AS1							
							
							
							
							
							
							
							
PIRT	Pirt	ortholog_one2one	78.1022	79.2593	100	100.00	1
							
							
							
NUDT6	Nudt6	ortholog_one2one	73.1013	73.8019	100	100.00	1
							
SUCLA2-AS1							
							
							
RNU6-1065P	Gm22004	ortholog_one2many	77.3585	76.6355		0.00	0
SFXN1	Sfxn1	ortholog_one2one	94.7205	94.7205	50	100.00	1
RPL15P21							
							
							
RN7SL601P							
LMO7-AS1							
							
BOP1	Bop1	ortholog_one2one	82.9759	84.5628	100	100.00	1
SHISA6	Shisa6	ortholog_one2one	89.2922	93.7143	100	100.00	1
							
							
							
							
							
SLC31A1P1							
							
TPT1P3							
RPL7AP55							
MTND4LP10							
OR10A3							
NOLC1	Nolc1	ortholog_one2one	74.6781	74.359	100	99.74	1
RNU6-1196P							
Y_RNA							
BZW1P1							
ANXA2P1							
H2BP7							
OR5P2							
LINC02006							
RN7SL354P							
RN7SL419P							
PCYT1B-AS1							
							
							
IL2	Il2	ortholog_one2one	62.7451	56.8047	100	100.00	1
							
							
OR5E1P							
							
OR5P3							
RPL32P30							
POLA1	Pola1	ortholog_one2one	88.0109	88.1911	100	100.00	1
							
MIR549A							
							
OR10A6							
							
							
RPS17P10							
							
NLRP10							
							
MESD	Mesd	ortholog_one2one	83.7607	87.5	100	100.00	1
DLEU1							
DHX36	Dhx36	ortholog_one2one	91.9643	92.6074	100	100.00	1
							
DNAH9	Dnah9	ortholog_one2one	87.7173	87.7565	100	100.00	1
U6							
BUB3P1							
							
TRPC6P8							
TAS2R6P							
CPED1	Cped1	ortholog_one2one	74.5614	74.5614	100	100.00	1
RAP1GDS1	Rap1gds1	ortholog_one2one	95.3872	95.3872	100	100.00	1
							
MIR4514							
CFAP161	Cfap161	ortholog_one2one	72.7575	72.2772	100	99.52	1
CRACR2B	Cracr2b	ortholog_one2one	75.6892	76.6497	100	100.00	1
							
RPL36AP20							
							
							
							
							
NAALAD2							
							
RPL12P21							
C5orf52	4921536K21Rik	ortholog_one2one	51.5723	48.8095	0	95.76	0
							
							
KIF4B	Kif4-ps	ortholog_one2one	76.175	76.9861	0	100.00	1
SNORA20	Snora20	ortholog_one2one	80.303	82.8125		100.00	1
							
							
SNORA29	Gm25215	ortholog_one2many	60.7143	70.2479		0.00	0
SNORA29	Gm22884	ortholog_one2many	85	85		0.00	0
SNORA29	Gm26130	ortholog_one2many	81.4286	82.6087		100.00	1
ANP32BP3							
MRPL18	Mrpl18	ortholog_one2one	83.3333	83.3333	100	100.00	1
							
							
SLC28A1	Slc28a1	ortholog_one2one	83.8213	83.9506	75	100.00	1
CHSY3	Chsy3	ortholog_one2one	91.3832	91.1765	50	100.00	1
							
							
PCOTH							
PNLDC1	Pnldc1	ortholog_one2one	85.4991	85.4991	100	100.00	1
							
							
							
							
							
SACS-AS1							
							
MCTP1-AS1							
							
C5orf46	Gm94	ortholog_one2one	70.1149	65.5914	100	100.00	1
							
							
							
							
							
							
							
							
TUSC8							
							
							
SOWAHA	Sowaha	ortholog_one2one	76.867	77.0073	100	100.00	1
SLC52A2	Slc52a2	ortholog_one2many	82.6966	81.7778	75	100.00	1
ELOVL3	Elovl3	ortholog_one2one	69.2593	69.0037	100	100.00	1
							
							
							
							
NRAD1							
							
HSD17B14	Hsd17b14	ortholog_one2one	80.7407	79.8535	100	95.35	1
CD151	Cd151	ortholog_one2one	93.6759	93.6759	100	99.88	1
SEPTIN8	Septin8	ortholog_one2one	97.5155	97.314	100	100.00	1
KRTAP5-2							
AK3P5							
MTND4LP11							
							
RPL7AP53							
							
LINC02708							
LINC00390							
FAM99B							
FAM99A							
							
RPL7L1	Rpl7l1	ortholog_one2one	80.7843	83.7398	100	100.00	1
PITRM1-AS1							
KRTAP5-3							
KRTAP5-4							
							
KRTAP5-1							
MIR8079							
LINC02938							
							
NAT1	Nat3	ortholog_many2many	68.2759	68.2759	50	100.00	1
NAT1	Nat2	ortholog_many2many	82.069	82.069	50	7.44	0
NAT1	Nat1	ortholog_many2many	74.8276	74.0614	50	94.34	1
RNU6-687P							
NEFMP1							
							
MIR548F1							
							
KRTAP5-5							
SUGT1P3							
							
KRTAP5-AS1							
							
GAPDHP21							
							
ELF1	Elf1	ortholog_one2one	88.6914	89.7059	50	100.00	1
DUSP8							
PITRM1	Pitrm1	ortholog_one2one	86.5959	86.6795	100	100.00	1
							
							
							
DHDH	Dhdh	ortholog_one2one	78.7425	78.979	75	100.00	1
							
							
SCARNA23							
EEF1B2P3							
ARX	Arx	ortholog_one2one	96.0854	95.7447	100	100.00	1
SUN2	Sun2	ortholog_one2one	82.9847	81.3953	100	100.00	1
NATP							
LUC7L2	Luc7l2	ortholog_one2one	99.4898	99.4898	100	100.00	1
							
							
C6orf226	2310039H08Rik	ortholog_one2one	50.495	44.7368	100	87.65	0
							
							
							
PAFAH1B2P1							
							
RN7SL91P							
PTCRA	Ptcra	ortholog_one2one	48.3986	68.3417	100	100.00	0
							
WASH6P	Washc1	ortholog_one2many	75.3138	75.7895	0	93.81	1
							
Y_RNA							
SLC45A4	Slc45a4	ortholog_one2one	81.6832	84.0764	100	100.00	1
RN7SL233P							
SNORA73	Gm25139	ortholog_many2many	66.3415	64.7619		98.55	1
SNORA73	Snora73a	ortholog_many2many	76.0976	76.0976		0.00	0
SNORA73	Gm25483	ortholog_many2many	66.3415	59.9119		0.00	0
SNORA73	Snora73b	ortholog_many2many	76.5854	76.5854		0.00	0
SNORA73	Gm25804	ortholog_many2many	59.0244	64.3617		0.00	0
SNORA73	Gm55138	ortholog_many2many	57.0732	69.6429		0.00	0
SNORA73	Gm24948	ortholog_many2many	65.8537	65.2174		0.00	0
MIR133A1	Mir133a-1	ortholog_one2one	76.1364	98.5294		100.00	1
MIR1-2	Mir1a-2	ortholog_one2one	80	94.4444		100.00	1
							
							
							
RNU6-1038P	Gm26055	ortholog_one2one	89.4231	86.9159		0.00	0
							
							
RNA5SP451							
MIB1	Mib1	ortholog_one2one	99.3042	99.3042	100	100.00	1
							
ZNF585A							
SEPTIN10	Septin10	ortholog_one2one	80.1762	85.2459	75	98.05	1
LINC02976							
RPL24P4							
RGS17P1							
WBP4	Wbp4	ortholog_one2one	78.1915	78.1915	75	100.00	1
GNMT	Gnmt	ortholog_one2one	91.5254	92.1502	100	100.00	1
PEX6	Pex6	ortholog_one2one	88.0612	87.9715	100	99.62	1
							
CHORDC1							
ZFX-AS1							
PCDH9	Pcdh9	ortholog_one2one	96.0388	98.7531	100	100.00	1
RPS26P58							
							
TOMM20P3							
MTCL1	Mtcl1	ortholog_one2one	80.3083	83.0334	50	100.00	1
ARHGEF9	Arhgef9	ortholog_one2one	98.6616	92.1429	50	100.00	1
							
ZNF585B							
							
USP44	Usp44	ortholog_one2one	80.1966	80.3094	100	100.00	1
							
SLC45A4-AS1							
							
							
GPR20	Gpr20	ortholog_one2one	82.6816	82.6816	100	100.00	1
							
HNRNPA1P38							
RN7SL798P							
RN7SL323P							
							
SNORD54	Gm24016	ortholog_one2one	80.597	79.4118		100.00	1
NPM1P21							
							
							
PPP2R5D	Ppp2r5d	ortholog_one2one	95.8472	96.9748	100	99.97	1
RPSAP53							
MOS	Mos	ortholog_one2one	73.4104	74.0525	100	100.00	1
PCDH9-AS1							
RNU7-87P							
Y_RNA							
PCDH9-AS2							
							
	Gm25539	ortholog_one2many	58.5586	53.2787		76.32	1
	Gm56083	ortholog_one2many	62.1622	53.4884		0.00	0
	Gm24888	ortholog_one2many	73.8739	63.0769		0.00	0
	Gm22673	ortholog_one2many	74.7748	63.3588		0.00	0
							
PLAG1	Plag1	ortholog_one2one	95.4	95.5912	100	100.00	1
RPS4XP19							
NDUFB9P2							
PTMAP10							
							
							
PCDH9-AS3							
MYO1G	Myo1g	ortholog_one2one	90.8644	90.332	100	100.00	1
SPATA31A5	Spata31	ortholog_one2many	27.1715	36.0947	0	90.58	0
							
							
							
RNU5F-3P							
							
MIR3976							
TMEM200C	Tmem200c	ortholog_one2one	76.8116	74.8823	100	100.00	1
							
							
							
LINC02337							
GRP	Grp	ortholog_one2one	57.4324	58.2192	100	100.00	1
							
CHCHD7	Chchd7	ortholog_one2one	82.3529	82.3529	100	100.00	1
							
LINC00904							
FKTN	Fktn	ortholog_one2one	89.8048	89.8048	100	100.00	1
							
RBM19	Rbm19	ortholog_one2one	81.4583	82.1429	100	100.00	1
SUGT1P3							
							
ZNF792	Zfy2	ortholog_many2many	18.9873	15.444	0	0.00	0
ZNF792	Zfy1	ortholog_many2many	19.1456	15.4731	0	0.00	0
							
RNU6-339P							
RNU6-796P							
RAX	Rax	ortholog_one2one	86.4162	87.4269	100	100.00	1
							
							
							
UBE3A	Ube3a	ortholog_one2one	95.8716	96.092	75	100.00	1
MIR6887							
CPLX4	Cplx4	ortholog_one2one	91.875	91.875	100	100.00	1
LGI4	Lgi4	ortholog_one2one	88.4544	88.4544	100	100.00	1
CBY1P1							
							
TBR1	Tbr1	ortholog_one2one	99.2669	99.4126	100	100.00	1
LMAN1	Lman1	ortholog_one2one	88.8235	87.6209	100	100.00	1
HNRNPA1P20							
NAALADL2-AS2							
POLR2L	Polr2l	ortholog_one2one	100	100	100	100.00	1
MECOM	Mecom	ortholog_one2one	79.096	93.2445	50	100.00	1
							
							
CHID1	Chid1	ortholog_one2one	89.8219	89.8219	100	100.00	1
COX18	Cox18	ortholog_one2one	77.5449	78.012	100	100.00	1
NDRG1	Ndrg1	ortholog_one2one	93.6548	93.6548	100	100.00	1
FIGN	Fign	ortholog_one2one	97.892	97.892	100	100.00	1
							
TUBAP2							
MTND2P19							
							
EDDM3CP							
RPSAP27							
							
MTCO1P7							
							
LINC01832							
RPS26P54							
GLUD1P4							
							
CCBE1	Ccbe1	ortholog_one2one	89.9015	89.4608	100	100.00	1
MYOZ2	Myoz2	ortholog_one2one	88.2576	88.2576	100	100.00	1
							
ALDH7A1P2							
SMIM2-AS1							
							
BMS1P19							
PPIAP66							
AKR1D1	Akr1d1	ortholog_one2one	82.2086	82.4615	100	100.00	1
							
RPL27AP4							
EXTL2P1							
MTCO1P45							
FXYD7	Fxyd7	ortholog_one2one	86.25	86.25	100	100.00	1
							
MTND1P27							
							
MOB1B	Mob1b	ortholog_one2one	99.0741	96.8326	100	100.00	1
ADAM23	Adam23	ortholog_one2one	93.8702	94.2099	100	100.00	1
							
SLC14A1	Slc14a1	ortholog_one2one	83.5476	84.6354	75	100.00	1
MIR5695							
FARSA	Farsa	ortholog_one2one	92.5197	92.5197	100	100.00	1
							
							
RNY3P12							
							
							
							
MAP2K4	Map2k4	ortholog_one2one	97.7444	98.2368	100	100.00	1
FBXO10	Fbxo10	ortholog_one2one	93.7238	94.3158	100	100.00	1
NPAP1P2							
PGGT1BP2							
BMS1P21							
LINC01052							
SFTPD	Sftpd	ortholog_one2one	74.6667	74.8663	0	100.00	1
ODAPH	Odaph	ortholog_one2one	59.2308	61.1111	100	100.00	1
							
LINC03032							
LINC01150							
							
MRPL23							
MIR548T							
HMGB2	Hmgb2	ortholog_one2one	97.1292	96.6667	100	100.00	1
GGT4P							
ING3	Ing3	ortholog_one2one	96.1722	95.4869	100	100.00	1
SFTPD-AS1							
PIWIL3							
							
ZNRF2P3							
DPY19L2P5							
							
CPEB4	Cpeb4	ortholog_one2one	96.0219	98.3146	100	100.00	1
C1DP3							
							
IGSF3P1							
							
LRRC10	Lrrc10	ortholog_one2one	87.3646	88.3212	100	100.00	1
							
TMEM254	Tmem254	ortholog_one2one	81.3008	81.3008	50	100.00	1
PRDX3P3							
LINC00437							
							
AMDHD1	Amdhd1	ortholog_one2one	89.2019	89.2019	100	100.00	1
ATP23							
BCRP9							
							
COX7CP1							
PWWP2AP1							
							
							
							
							
OR7E33P							
							
							
OGFOD1P1							
							
LINC02403							
							
GIHCG							
RFPL2							
RN7SKP65							
TOMM5							
PAH	Pah	ortholog_one2one	92.4779	92.2737	100	100.00	1
RPL7AP73							
							
NUS1P2							
							
SAP30	Sap30	ortholog_one2one	95.4545	95.4545	100	100.00	1
OR7E36P							
OR7E155P							
							
RNU11-2P							
MIR744	Mir744	ortholog_one2one	96.9388	95		100.00	1
							
							
							
PPIAP28							
							
							
							
ARHGAP44-AS1							
P2RX6	P2rx6	ortholog_one2one	71.6553	81.2339	75	100.00	1
							
SCRG1	Scrg1	ortholog_one2one	81.6327	81.6327	100	100.00	1
SLC25A15P3							
MIR1269B							
							
							
RAB1C							
							
FRMPD1	Frmpd1	ortholog_one2one	76.5526	77.9858	100	100.00	1
							
PHLDA2							
GAPDHP52							
							
MRPL23-AS1							
CARS1							
							
RPL5P11							
ELAC2	Elac2	ortholog_one2one	82.0823	81.5884	100	100.00	1
							
LINC01219							
RNU6-1096P	Gm55125	ortholog_one2one	62.7451	60.9524		0.00	0
							
HAND2	Hand2	ortholog_one2one	100	100	100	100.00	1
H19							
LINC01854							
RPL17P15							
MORF4							
PPP1R2P10							
RANP6							
							
GAPDHP22							
NACAP5							
UBAC2-AS1							
							
MED28	Med28	ortholog_one2one	94.382	94.382	100	100.00	1
RPS20P12							
KRT18P46							
ZP3P2							
							
							
							
							
							
LINC01790							
TAS2R5							
PPIAP26							
							
TMEM163	Tmem163	ortholog_one2one	92.0415	92.3611	100	100.00	1
							
							
							
TMEM229A	Tmem229a	ortholog_one2one	80.5263	82.4798	100	100.00	1
FARSA-AS1							
MIR6515							
							
HMGN1P18							
CYP4F34P							
							
RAD23A	Rad23a	ortholog_one2one	94.7658	94.7658	100	100.00	1
ANKRD20A9P							
FAM184B	Fam184b	ortholog_one2one	67.1698	75.5839	100	100.00	1
MTCO1P55							
							
BPGM	Bpgm	ortholog_one2one	92.278	92.278	100	100.00	1
							
RPL22P18							
MACROH2A2	Macroh2a2	ortholog_one2one	98.3871	98.3871	100	100.00	1
RN7SKP171	Gm54718	ortholog_one2one	63.0363	72.0755		0.00	0
TRMT10B	Trmt10b	ortholog_one2one	77.8481	77.3585	100	100.00	1
							
LY75-CD302							
AGK	Agk	ortholog_one2one	91.7062	91.924	100	100.00	1
							
							
PSPC1P1							
							
PPIAP25							
SLC25A30-AS1							
							
							
